lga_name_2016,lga_code_2016,oh_r_tot_ds_sh,oh_r_tot_ds_sdrtht,oh_r_tot_ds_fa,oh_r_tot_ds_od_c,oh_r_tot_ds_od_ch,oh_r_tot_ds_od_ih_t_so,oh_r_tot_od_hf_a_so,oh_r_tot_ds_od_tot,oh_r_tot_ds_ns,oh_r_tot_ds_tot,oh_ott_ds_sh,oh_ott_ds_sdrtht,oh_ott_ds_fa,oh_ott_ds_od_c,oh_ott_ds_od_ch,oh_ott_ds_od_ih_t_so,oh_ott_od_hf_a_so,oh_ott_ds_od_tot,oh_ott_ds_ns,oh_ott_ds_tot,oh_t_ns_ds_sh,oh_t_ns_ds_sdrtht,oh_t_ns_ds_fa,oh_t_ns_ds_od_c,oh_t_ns_ds_od_ch,oh_t_ns_ds_od_ih_t_so,oh_t_ns_od_hf_a_so,oh_t_ns_ds_od_tot,oh_t_ns_ds_ns,oh_t_ns_ds_tot,oh_tot_ds_shouse,oh_tot_ds_sdrtht,oh_tot_ds_f_u_or_a,oh_tot_ds_od_c,oh_tot_ds_od_ch,oh_tot_ds_od_ih_t_so,oh_tot_ds_od_hf_a_to_a_s_o,oh_tot_ds_od_tot,oh_tot_ds_ns,oh_tot_tot,t_h_oo_ds_sh,t_h_oo_ds_sdrtht,t_h_oo_ds_fa,t_h_oo_ds_od_c,t_h_oo_ds_od_ch,t_h_oo_ds_od_ih_t_so,t_h_oo_od_hf_a_so,t_h_oo_ds_od_tot,t_h_oo_ds_ns,t_h_oo_ds_tot,t_h_m_ds_sh,t_h_m_ds_sdrtht,t_h_m_ds_fa,t_h_m_ds_od_c,t_h_m_ds_od_ch,t_h_m_ds_od_ih_t_so,t_h_m_od_hf_a_so,t_h_m_ds_od_tot,t_h_m_ds_ns,t_h_m_ds_tot,t_h_rrea_ds_sh,t_h_rrea_ds_sdrtht,t_h_rrea_ds_fa,t_h_rrea_ds_od_c,t_h_rrea_ds_od_ch,t_h_rrea_ds_od_ih_t_so,t_h_rrea_od_hf_a_so,t_h_rrea_ds_od_tot,t_h_rrea_ds_ns,t_h_rrea_ds_tot,t_h_rha_ds_sh,t_h_rha_ds_sdrtht,t_h_rha_ds_fa,t_h_rha_ds_od_c,t_h_rha_ds_od_ch,t_h_rha_ds_od_ih_t_so,t_h_rha_od_hf_a_so,t_h_rha_ds_od_tot,t_h_rha_ds_ns,t_h_rha_ds_tot,t_h_r_psh_ds_sh,t_h_r_psh_ds_sdrtht,t_h_r_psh_ds_fa,t_h_r_psh_ds_od_c,t_h_r_psh_ds_od_ch,t_h_r_psh_ds_od_ih_t_so,t_h_r_psh_od_hf_a_so,t_h_r_psh_ds_od_tot,t_h_r_psh_ds_ns,t_h_r_psh_ds_tot,t_h_r_hcc_ds_sh,t_h_r_hcc_ds_sdrtht,t_h_r_hcc_ds_fa,t_h_r_hcc_ds_od_c,t_h_r_hcc_ds_od_ch,t_h_r_hcc_ds_od_ih_t_so,t_h_r_hcc_od_hf_a_so,t_h_r_hcc_ds_od_tot,t_h_r_hcc_ds_ns,t_h_r_hcc_ds_tot,t_h_r_olt_ds_sh,t_h_r_olt_ds_sdrtht,t_h_r_olt_ds_fa,t_h_r_olt_ds_od_c,t_h_r_olt_ds_od_ch,t_h_r_olt_ds_od_ih_t_so,t_h_r_olt_od_hf_a_so,t_h_r_olt_ds_od_tot,t_h_r_olt_ds_ns,t_h_r_olt_ds_tot,t_h_r_lns_ds_sh,t_h_r_lns_ds_sdrtht,t_h_r_lns_ds_fa,t_h_r_lns_ds_od_c,t_h_r_lns_ds_od_ch,t_h_r_lns_ds_od_ih_t_so,t_h_r_lns_od_hf_a_so,t_h_r_lns_ds_od_tot,t_h_r_lns_ds_ns,t_h_r_lns_ds_tot,t_h_r_tot_ds_sh,t_h_r_tot_ds_sdrtht,t_h_r_tot_ds_fa,t_h_r_tot_ds_od_c,t_h_r_tot_ds_od_ch,t_h_r_tot_ds_od_ih_t_so,t_h_r_tot_od_hf_a_so,t_h_r_tot_ds_od_tot,t_h_r_tot_ds_ns,t_h_r_tot_ds_tot,t_h_ott_ds_sh,t_h_ott_ds_sdrtht,t_h_ott_ds_fa,t_h_ott_ds_od_c,t_h_ott_ds_od_ch,t_h_ott_ds_od_ih_t_so,t_h_ott_od_hf_a_so,t_h_ott_ds_od_tot,t_h_ott_ds_ns,t_h_ott_ds_tot,t_h_t_ns_ds_sh,t_h_t_ns_ds_sdrtht,t_h_t_ns_ds_fa,t_h_t_ns_ds_od_c,t_h_t_ns_ds_od_ch,t_h_t_ns_ds_od_ih_t_so,t_h_t_ns_od_hf_a_so,t_h_t_ns_ds_od_tot,t_h_t_ns_ds_ns,t_h_t_ns_ds_tot,t_h_tot_ds_sh,t_h_tot_ds_sdrtht,t_h_tot_ds_fa,t_h_tot_ds_od_c,t_h_tot_ds_od_ch,t_h_tot_ds_od_ih_t_so,t_h_tot_od_hf_a_so,t_h_tot_ds_od_tot,t_h_tot_ds_ns,t_h_tot_ds_tot
Mitchell (S),24850,2431,237,221,8,21,0,3,30,19,2944,55,18,12,0,3,0,0,3,0,93,317,23,20,3,3,0,0,8,4,364,12476,451,355,31,39,8,13,87,51,13417,3684,112,71,16,14,0,4,43,16,3917,6155,65,27,0,0,3,3,8,13,6267,1390,156,121,0,0,0,4,4,3,1678,208,44,48,0,0,0,0,0,0,305,599,22,38,0,0,0,0,3,14,668,14,3,9,0,0,0,0,0,0,25,273,17,14,4,16,0,0,22,0,321,64,3,3,0,0,0,0,0,0,74,2546,238,233,8,21,0,3,30,19,3070,54,18,12,0,3,0,0,3,0,97,326,23,20,3,3,0,0,8,4,380,12761,454,364,31,39,8,13,87,51,13725
Moira (S),24900,1892,184,302,11,14,0,8,35,26,2440,75,5,8,0,0,0,0,0,0,83,326,16,31,0,3,0,0,3,9,387,9609,323,484,38,39,4,24,101,108,10625,4194,88,126,21,20,4,4,44,58,4505,3264,27,23,0,0,4,8,12,19,3344,883,127,167,0,0,0,0,6,3,1189,181,15,70,0,0,0,0,0,0,276,655,35,45,0,0,0,7,9,7,750,15,4,5,0,0,0,0,0,0,22,149,3,12,14,13,0,0,21,11,202,106,3,13,0,0,0,0,0,0,124,1986,194,315,11,13,0,8,39,26,2561,75,5,8,0,0,0,0,0,0,83,346,19,34,0,3,0,0,3,9,408,9853,329,496,38,35,4,24,105,108,10899
Monash (C),24970,9296,4560,4228,0,0,0,24,28,105,18220,230,182,132,0,0,0,3,5,4,547,1008,287,159,0,0,0,3,3,34,1488,44439,9576,7745,3,3,4,38,41,208,62014,20175,1973,1552,0,0,0,3,8,31,23728,13810,2589,1677,0,0,0,3,3,38,18115,6509,3306,3100,0,0,0,12,10,56,12986,431,299,397,0,0,0,0,0,3,1140,2014,757,540,0,0,0,11,11,26,3343,74,90,109,0,0,0,0,0,3,272,178,83,71,0,0,0,0,0,18,352,165,39,32,0,0,0,0,0,0,235,9368,4576,4243,0,0,0,24,28,111,18326,228,182,136,0,0,0,3,5,4,549,1014,284,160,0,0,0,3,3,34,1499,44601,9602,7768,3,3,4,38,41,206,62221
Strathfield (A),17100,845,409,3930,0,0,0,75,75,71,5334,28,3,32,0,0,0,0,0,0,65,115,21,297,0,0,0,6,6,15,460,5263,800,6294,0,0,0,134,134,110,12598,2504,138,537,0,0,0,11,11,6,3193,1776,226,1502,0,0,0,33,33,23,3563,551,251,3059,0,0,0,58,58,43,3970,86,98,278,0,0,0,0,0,0,457,183,43,448,0,0,0,16,16,13,703,13,20,37,0,0,0,0,0,0,65,19,7,89,0,0,0,0,0,9,122,20,4,33,0,0,0,3,3,3,67,866,418,3941,0,0,0,76,76,72,5381,26,3,32,0,0,0,0,0,0,67,121,23,304,0,0,0,6,6,15,465,5299,808,6316,0,0,0,132,132,116,12674
Sutherland Shire (A),17150,4171,2871,8303,12,75,3,127,218,77,15640,158,83,330,0,0,0,0,0,3,577,817,263,433,3,6,0,12,22,35,1577,47935,10182,16442,59,114,3,183,355,196,75111,21233,3736,3401,35,28,0,28,91,33,28488,22128,3309,4042,3,0,0,27,28,48,29552,2808,1639,6489,0,4,3,92,104,42,11088,270,653,760,0,0,0,0,0,3,1691,987,389,964,0,3,0,22,26,24,2393,67,104,180,0,0,0,0,0,3,353,84,155,37,17,69,0,10,86,3,369,130,25,66,0,0,0,7,9,0,220,4351,2973,8500,20,77,3,127,227,76,16118,160,88,335,0,0,0,0,0,3,589,835,269,449,3,6,0,12,22,36,1609,48705,10368,16718,62,118,3,186,367,199,76356
Sydney (C),17200,398,7751,43302,3,0,3,269,276,285,52020,13,105,415,0,0,7,4,6,0,542,80,522,1939,0,0,19,20,43,180,2758,1682,16337,65056,3,8,41,365,409,564,84051,728,3549,7604,0,3,6,38,39,39,11964,474,4499,11889,0,0,3,41,42,54,16964,232,4696,30850,3,3,0,186,192,161,36126,62,1565,4813,0,0,0,0,0,16,6459,90,1569,6153,0,0,3,62,71,67,7954,14,120,1034,0,0,0,11,11,14,1197,10,82,798,0,0,3,14,17,31,935,11,91,349,0,0,0,3,3,6,457,417,8128,44003,3,0,3,272,284,291,53121,10,115,421,0,0,7,4,6,0,559,84,542,1969,0,0,19,20,43,182,2816,1717,16835,65879,3,8,41,369,416,574,85423
Tamworth Regional (A),17310,3649,1159,308,18,10,3,108,143,49,5316,128,21,3,0,0,0,0,4,3,161,453,101,23,12,3,0,0,19,10,610,16833,1605,377,64,33,12,190,300,124,19246,6972,241,25,29,26,3,52,102,36,7372,6576,94,10,3,0,9,38,48,33,6763,2683,963,234,0,0,0,74,77,20,3978,383,183,86,0,0,0,100,100,5,762,1202,120,34,8,0,0,10,16,15,1395,41,44,3,0,0,0,3,3,3,97,249,22,9,22,7,0,3,33,12,326,148,20,9,0,0,0,3,3,0,175,4712,1358,370,24,8,3,202,235,56,6729,137,23,3,0,0,0,0,4,8,177,524,116,27,17,3,0,3,26,11,710,18918,1830,441,75,36,15,296,417,139,21752
Temora (A),17350,402,24,85,0,0,0,8,8,0,513,14,0,0,0,0,0,0,0,0,18,54,0,7,0,0,0,0,0,0,61,2081,41,116,9,0,3,11,25,14,2272,1050,8,21,6,0,0,4,9,6,1094,606,7,7,0,0,0,3,5,4,622,171,14,29,0,0,0,3,3,0,219,41,3,3,0,0,0,0,0,0,52,170,0,20,0,0,0,0,0,0,188,0,4,25,0,0,0,0,0,0,32,26,0,0,0,0,0,3,3,0,35,23,3,0,0,0,0,0,0,0,24,433,23,83,0,0,0,5,5,0,547,14,0,0,0,0,0,0,0,0,18,53,0,7,0,0,0,0,0,0,66,2149,40,118,9,0,3,15,23,14,2344
Tenterfield (A),17400,436,40,19,0,4,0,3,15,3,515,23,0,0,0,0,0,0,0,0,22,76,0,0,0,0,0,0,3,4,79,2367,51,28,7,12,4,7,37,19,2506,1299,5,5,3,6,3,3,12,10,1334,596,4,0,0,3,0,4,11,3,614,193,34,14,0,0,0,0,0,3,247,34,0,7,0,0,0,0,0,0,41,197,3,0,0,3,0,0,3,0,208,40,9,0,0,0,0,0,0,0,45,29,0,3,0,0,0,0,0,0,37,40,0,0,0,4,0,0,3,0,44,536,46,27,3,4,0,3,14,3,626,24,0,0,0,0,0,0,0,0,25,81,0,0,0,0,0,0,3,4,85,2536,51,36,4,12,4,13,43,19,2682
Glen Eira (C),22310,4361,4616,8406,0,0,0,120,120,66,17570,126,112,134,0,0,0,0,0,4,380,560,324,308,0,0,0,8,8,23,1222,26378,12630,12779,0,0,0,178,181,171,52138,11715,3648,1569,0,0,0,20,19,32,16990,9654,3939,2374,0,0,0,28,35,49,16047,3032,3322,6975,0,0,0,76,76,40,13439,45,194,201,0,0,0,0,0,0,443,1095,974,1010,0,0,0,36,36,16,3127,38,49,120,0,0,0,0,0,0,206,70,31,57,0,0,0,5,5,0,171,110,70,71,0,0,0,0,0,8,260,4398,4637,8434,0,0,0,120,120,66,17658,126,112,134,0,0,0,0,0,4,380,563,324,315,0,0,0,8,8,23,1228,26458,12661,12825,0,0,0,178,181,171,52296
Glenelg (S),22410,1288,133,172,0,8,3,12,26,12,1631,44,0,0,0,0,0,3,4,3,45,222,15,21,0,0,0,7,4,9,273,6855,198,251,21,19,5,23,66,45,7411,3062,38,44,14,8,0,3,32,14,3194,2337,10,16,0,0,0,0,4,6,2377,618,78,97,0,0,3,8,6,0,808,143,28,70,0,0,0,0,0,0,239,477,24,17,0,0,0,4,4,8,533,12,3,3,0,0,0,0,0,0,19,72,3,4,0,8,0,0,13,3,90,53,5,0,0,0,0,0,0,0,57,1389,139,184,0,8,3,12,26,10,1748,40,0,0,0,0,0,3,4,3,51,235,15,21,0,0,0,7,4,9,278,7067,203,266,21,19,5,23,66,46,7644
Golden Plains (S),22490,590,5,7,0,0,0,0,5,3,607,31,0,0,0,0,0,0,0,0,31,149,0,3,0,0,0,0,0,4,157,6992,17,24,8,3,9,6,31,20,7082,2474,3,12,0,3,0,0,10,11,2506,3831,3,4,3,4,6,3,16,8,3864,256,5,4,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,254,3,0,0,0,0,0,3,0,261,8,0,0,0,0,0,0,0,0,8,37,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,46,600,5,7,0,0,0,0,5,3,620,30,0,0,0,0,0,0,0,0,30,149,0,3,0,0,0,0,0,4,156,7093,17,24,8,3,9,6,31,19,7184
Greater Bendigo (C),22620,8371,2134,381,20,21,3,31,77,63,11031,192,18,4,0,0,0,0,0,3,222,945,157,36,18,6,0,4,23,13,1180,36358,3137,538,83,78,7,58,232,171,40442,12935,538,60,38,43,7,9,106,39,13671,14243,291,63,7,5,0,20,28,57,14679,5358,1398,214,0,0,0,6,12,38,7022,885,429,64,0,0,0,0,0,6,1389,2049,251,37,4,0,3,17,23,17,2370,189,83,27,0,0,0,0,0,0,301,163,25,40,14,19,0,4,41,4,265,169,28,11,5,0,0,0,6,5,217,8817,2202,397,23,21,3,31,81,67,11563,194,18,4,0,0,0,0,0,3,228,981,158,39,15,6,0,4,25,13,1220,37175,3211,561,90,78,7,58,241,179,41361
Greater Dandenong (C),22670,8607,4523,3356,80,80,4,63,223,64,16773,185,58,135,0,0,0,3,4,0,392,1179,375,250,3,3,0,16,26,25,1853,34554,8044,5185,99,89,10,178,380,130,48290,12831,1182,593,19,4,3,51,69,15,14694,11811,1918,855,0,0,0,47,55,18,14661,5375,3225,2601,0,6,3,33,43,41,11295,754,579,305,0,0,0,12,12,4,1648,1941,567,279,3,0,0,12,23,11,2824,71,51,84,0,0,0,0,0,0,211,424,84,58,71,65,0,3,146,0,717,146,49,42,0,3,0,3,6,3,254,8714,4561,3374,79,83,4,65,225,64,16948,185,60,139,0,0,0,3,4,0,392,1182,377,255,3,3,0,20,30,25,1867,34738,8098,5209,105,90,10,184,392,130,48563
Greater Geelong (C),22750,16118,5383,1603,22,104,0,125,256,112,23471,502,130,22,4,3,0,10,14,5,675,1814,326,112,0,14,0,3,24,27,2301,73170,9368,2422,69,243,3,239,557,274,85787,27511,2042,387,37,112,0,38,189,73,30200,27732,1504,300,8,6,3,60,80,57,29674,10392,3519,1164,3,0,0,51,58,66,15198,1589,855,143,0,0,0,0,0,0,2597,3662,696,189,0,8,0,26,36,23,4599,351,271,61,0,0,0,4,4,3,690,324,79,37,16,90,0,35,146,10,603,288,70,26,0,3,0,11,16,6,406,16611,5483,1624,22,107,0,129,262,113,24094,515,128,22,4,3,0,10,14,5,687,1847,325,117,0,14,0,3,24,27,2338,74212,9490,2457,69,242,3,241,559,276,86995
Moonee Valley (C),25060,3833,3486,6478,0,0,0,104,105,59,13959,115,63,71,0,0,0,3,3,0,256,642,208,351,0,0,0,3,3,23,1237,24852,8977,9097,0,0,0,179,188,149,43254,11928,2336,915,0,0,0,37,34,25,15238,8411,2890,1286,0,0,0,35,35,34,12652,2665,2689,4194,0,0,0,79,79,43,9673,95,240,1573,0,0,0,0,0,7,1913,913,511,574,0,0,0,25,25,9,2032,59,28,98,0,0,0,0,0,0,183,70,19,35,0,0,0,4,5,3,133,91,43,53,0,0,0,0,0,0,194,3895,3530,6535,0,0,0,104,105,60,14123,118,66,70,0,0,0,3,3,0,258,644,212,357,0,0,0,3,3,23,1243,24992,9028,9160,0,0,0,179,188,151,43513
Moorabool (S),25150,1501,392,89,0,7,0,12,17,3,2005,69,6,0,0,0,0,0,3,0,83,219,31,4,7,0,0,0,6,14,286,9989,724,129,14,22,6,30,77,44,10966,3480,145,18,6,11,0,12,31,15,3679,4829,157,12,0,0,6,9,16,12,5021,846,229,28,0,0,0,3,3,0,1111,157,46,31,0,0,0,0,0,0,232,429,48,26,0,0,0,3,3,0,507,16,62,3,0,0,0,0,0,0,77,47,8,3,0,7,0,0,9,0,69,51,6,3,0,0,0,0,0,3,57,1546,395,91,0,7,0,12,17,3,2057,74,6,0,0,0,0,0,3,0,92,225,37,4,7,0,0,0,6,17,297,10156,735,131,14,22,6,30,77,52,11145
Moreland (C),25250,7048,8410,7095,5,0,0,178,180,111,22841,236,65,42,0,0,0,0,0,3,348,966,443,273,0,0,0,9,9,18,1711,34215,15913,10080,5,3,0,259,271,222,60704,14846,2598,843,0,0,0,32,39,42,18357,11230,4431,1853,0,3,0,35,43,56,17605,4557,6549,5823,0,0,0,118,117,67,17110,405,550,442,0,0,0,8,8,4,1409,1800,1201,731,0,0,0,44,48,33,3814,42,68,84,0,0,0,3,3,5,199,184,88,64,3,0,0,10,12,7,353,163,82,41,0,0,0,0,0,0,293,7156,8537,7177,5,0,0,175,182,114,23169,238,65,37,0,0,0,0,0,3,350,968,448,281,0,0,0,9,9,23,1731,34444,16083,10188,5,3,0,260,275,231,61218
Mornington Peninsula (S),25340,8265,2206,1105,31,88,4,9,136,46,11759,476,303,50,0,0,0,0,0,14,852,1322,228,132,14,20,0,3,33,13,1733,48111,5720,2684,133,300,14,22,469,161,57149,19456,1941,966,91,177,0,7,279,54,22693,18914,1045,430,3,10,3,3,20,35,20451,5437,1619,750,0,6,0,0,8,18,7835,495,210,172,0,0,0,0,0,3,879,1930,303,166,6,10,0,7,22,14,2435,63,50,9,0,0,0,0,0,0,115,322,34,9,20,69,0,3,97,9,471,238,36,21,4,0,3,0,7,3,306,8484,2247,1123,31,89,4,9,134,52,12039,484,303,50,0,0,0,0,0,14,855,1336,233,132,14,20,0,3,33,13,1750,48672,5776,2706,133,299,14,22,472,167,57791
Mount Alexander (S),25430,1036,161,37,0,5,0,8,16,12,1257,45,0,5,0,0,0,0,0,0,60,177,15,3,0,0,0,0,0,3,207,6858,259,57,12,9,4,11,38,58,7277,3189,63,4,13,0,0,6,21,20,3299,2454,19,6,0,0,3,4,9,25,2509,537,64,11,0,0,0,0,0,3,617,76,55,10,0,0,0,0,0,0,134,379,33,9,0,0,0,4,6,3,431,19,8,8,0,0,0,0,0,0,33,30,5,0,0,0,0,0,3,3,40,33,3,0,0,0,0,0,0,0,42,1068,164,37,0,5,0,8,16,12,1293,45,0,5,0,0,0,0,0,0,60,189,21,3,0,0,0,0,0,3,211,6949,266,57,12,9,5,16,43,58,7374
Moyne (S),25490,1071,42,17,7,3,0,5,10,15,1153,59,0,0,0,0,0,0,0,0,66,150,3,3,0,0,0,0,3,3,165,5604,83,26,16,9,4,22,48,43,5805,2392,25,11,5,3,0,9,23,17,2463,1974,6,3,3,0,3,9,9,12,2013,353,18,9,0,0,0,3,7,3,387,30,21,0,0,0,0,0,0,0,56,447,5,6,3,0,0,3,7,7,476,8,0,0,0,0,0,0,0,0,8,175,0,0,3,4,0,0,3,0,177,84,0,0,0,0,0,0,0,0,89,1103,49,17,7,5,0,5,17,15,1193,65,0,0,0,0,0,0,0,0,66,155,3,3,0,0,0,0,3,3,170,5687,85,26,16,6,4,27,46,46,5897
Murrindindi (S),25620,665,63,40,9,7,3,10,25,6,805,37,0,0,0,0,0,0,0,0,38,164,21,4,23,21,0,3,44,3,235,4785,128,53,67,45,14,22,146,48,5171,2142,35,6,32,16,8,3,57,25,2267,1842,14,3,3,0,7,4,16,12,1891,307,38,28,0,0,0,7,5,3,384,28,17,8,0,0,0,0,0,0,48,255,4,3,0,0,0,0,10,0,271,4,0,0,0,0,0,0,0,0,10,58,3,0,7,3,0,3,16,5,80,42,0,0,0,0,0,3,3,0,48,688,61,46,9,7,3,8,28,6,834,36,0,0,0,0,0,0,0,0,35,166,21,4,24,21,0,3,46,3,242,4870,134,54,72,45,24,18,152,48,5263
Nillumbik (S),25710,1386,279,184,0,0,4,3,5,15,1867,95,10,32,0,0,0,0,0,3,134,298,23,16,0,0,0,0,0,7,348,18379,680,504,3,0,3,4,18,55,19629,7285,163,164,0,0,0,3,4,16,7639,9410,201,108,5,0,0,0,4,15,9742,841,182,137,0,0,0,0,0,11,1158,42,49,6,0,0,0,0,0,0,102,448,33,23,0,0,0,3,4,3,518,7,3,16,0,0,0,0,0,0,27,22,3,0,0,0,0,0,0,0,30,46,13,6,0,0,0,0,0,0,57,1405,279,184,0,0,4,3,5,15,1892,95,10,32,0,0,0,0,0,3,134,300,23,17,0,0,0,0,0,7,350,18502,682,506,7,0,3,4,15,56,19759
Northern Grampians (S),25810,782,61,131,9,7,0,4,12,22,1007,30,3,0,0,0,0,3,3,0,38,131,8,6,0,0,0,3,4,3,151,4256,87,158,25,16,0,13,52,50,4604,2068,12,22,15,6,0,3,26,12,2144,1294,4,0,0,3,0,3,5,16,1316,325,19,64,0,0,0,0,0,4,413,93,11,40,0,0,0,0,0,0,145,288,11,9,0,0,0,3,4,7,317,17,14,6,0,0,0,0,0,0,36,60,6,3,3,7,0,0,7,6,85,35,3,0,0,0,0,0,0,6,45,816,61,133,9,7,0,4,12,20,1041,33,3,0,0,0,0,3,3,0,36,127,8,6,0,0,0,3,4,3,155,4333,87,163,25,16,0,13,56,52,4695
Port Phillip (C),25900,807,3658,19321,0,0,0,332,335,87,24211,23,55,150,0,0,0,0,0,3,229,101,226,796,0,0,0,12,13,30,1163,3956,10699,29511,3,3,0,474,481,183,44830,1649,3494,3637,0,0,0,50,50,34,8871,1384,3293,5636,3,0,0,78,86,28,10420,551,2365,15179,0,0,0,270,270,62,18434,31,546,1429,0,0,0,3,4,3,2004,189,678,2311,0,0,0,58,58,11,3248,9,34,318,0,0,0,3,3,3,370,16,16,101,0,0,0,0,0,0,135,22,45,147,0,0,0,3,3,4,221,811,3688,19483,0,0,0,335,340,85,24411,23,57,150,0,0,0,0,0,3,234,97,234,800,0,0,0,12,13,33,1181,3974,10764,29702,3,3,0,482,484,183,45110
Pyrenees (S),25990,360,0,14,0,3,0,0,4,6,383,22,0,0,3,0,0,0,0,0,23,82,0,4,0,0,0,0,3,3,89,2598,0,21,7,7,3,3,26,18,2664,1352,0,0,4,8,0,4,17,3,1373,824,0,0,0,0,0,0,0,6,824,83,0,3,0,0,0,0,0,0,93,7,0,3,0,0,0,0,0,0,9,210,0,5,0,0,0,0,3,3,217,3,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,41,373,0,14,0,3,0,0,3,6,402,25,0,0,3,0,0,0,0,0,26,84,0,4,0,0,0,0,3,3,91,2653,0,21,13,7,3,3,27,18,2723
Queenscliffe (B),26080,170,27,13,0,0,0,5,5,3,222,6,0,0,0,0,0,0,0,0,8,27,3,0,0,0,0,0,0,0,35,1043,80,32,0,0,0,8,13,4,1168,630,42,9,0,0,0,3,9,4,694,210,6,4,0,0,0,0,0,0,226,94,19,11,0,0,0,3,3,0,122,0,4,3,0,0,0,0,0,0,7,58,3,0,0,0,0,3,3,0,73,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,10,168,27,13,0,0,0,5,5,4,223,6,0,0,0,0,0,0,0,0,8,27,3,0,0,0,0,0,0,0,35,1048,80,32,0,0,0,8,13,11,1181
South Gippsland (S),26170,1635,135,153,12,0,0,10,18,18,1954,81,3,19,0,0,0,0,0,3,106,283,17,6,4,3,0,0,5,3,316,10032,245,248,32,5,3,42,80,49,10661,4508,78,62,16,3,0,14,35,12,4695,3591,18,16,0,0,0,12,19,17,3654,780,73,62,0,0,0,3,3,3,920,89,24,33,0,0,0,0,0,0,150,577,15,29,0,0,0,3,3,7,633,24,18,20,0,0,0,0,0,0,61,125,0,4,5,0,0,3,9,3,145,103,6,6,3,0,0,0,3,0,116,1696,138,159,12,0,0,10,18,18,2023,85,3,19,0,0,0,0,0,3,107,284,17,11,4,3,0,0,5,3,317,10155,249,254,32,5,3,42,80,49,10796
Southern Grampians (S),26260,1093,118,76,4,0,0,12,14,27,1323,53,0,0,0,0,0,0,0,7,64,161,11,3,0,0,0,0,0,9,181,5817,170,105,9,4,0,23,36,67,6201,2761,33,14,3,0,0,5,7,16,2844,1813,12,5,0,0,0,6,9,13,1849,447,51,42,0,0,0,0,0,3,543,119,23,29,0,0,0,0,0,0,170,410,12,6,0,0,0,3,3,6,436,13,23,0,0,0,0,0,0,3,45,92,3,0,4,0,0,3,9,3,112,61,3,0,0,0,0,0,0,4,65,1143,120,81,4,0,0,12,12,24,1381,53,0,0,0,0,0,0,0,7,68,168,11,3,0,0,0,0,0,9,189,5936,177,106,8,4,0,28,38,71,6326
Stonnington (C),26350,1717,3187,15294,0,3,0,188,190,80,20475,76,82,146,0,0,0,3,3,5,310,259,206,593,0,0,0,5,5,14,1070,11863,9021,22230,0,8,0,247,257,152,43524,5811,3186,2845,0,0,0,24,25,28,11895,4019,2370,3371,0,0,0,25,26,33,9822,1224,2348,12208,0,3,0,148,152,44,15968,9,101,1088,0,0,0,0,0,4,1200,432,649,1742,0,0,0,36,36,22,2881,7,33,156,0,0,0,3,3,3,202,26,23,106,0,0,0,3,3,3,161,36,56,103,0,0,0,3,3,8,201,1729,3217,15394,0,3,0,188,190,80,20611,79,82,146,0,0,0,3,3,5,312,258,204,593,0,0,0,5,5,14,1076,11898,9065,22347,0,8,0,247,257,159,43724
Strathbogie (S),26430,632,74,61,6,0,0,12,18,3,792,33,4,0,0,0,0,0,0,0,43,122,9,4,4,0,0,0,4,3,140,3803,123,91,27,14,7,15,60,24,4105,1871,25,17,12,13,10,4,36,15,1963,1178,3,7,0,0,3,0,3,4,1196,283,12,40,0,0,0,3,7,0,341,29,24,0,0,0,0,0,0,0,56,247,7,13,0,3,0,4,5,0,276,0,18,3,0,0,0,0,0,0,22,57,4,3,3,0,0,0,3,0,76,45,3,0,0,0,0,0,0,0,51,656,74,66,6,3,0,12,17,3,817,38,4,0,0,0,0,0,0,0,47,128,9,4,4,0,0,0,4,3,146,3866,120,94,27,19,7,15,61,24,4174
Surf Coast (S),26490,1664,300,74,0,3,0,13,16,17,2067,74,13,5,0,0,0,0,0,0,91,216,17,0,3,0,0,0,4,0,237,9279,581,129,3,11,8,14,43,46,10076,3716,156,33,0,6,0,0,12,23,3935,3665,96,18,4,0,0,0,12,11,3799,1008,242,45,0,0,0,8,8,0,1306,32,3,8,0,0,0,0,0,0,43,528,48,12,0,0,0,3,5,9,603,5,4,8,0,0,0,0,0,0,14,56,3,0,0,3,0,0,3,0,59,58,3,0,0,0,0,0,3,0,67,1689,306,74,0,3,0,13,16,17,2097,77,13,5,0,0,0,0,0,0,96,217,17,0,3,0,0,0,4,0,242,9358,583,129,3,11,8,14,43,46,10163
