LGA_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,LGA_NAME11
70200,1015,69,72,155,5,1316,2523,281,284,35,3,3126,496,340,449,11,4,1300,443,109,201,5,0,758,345,132,165,52,7,701,33,0,18,3,9,63,253,156,86,59,0,554,74,33,24,12,0,143,1644,770,943,142,20,3519,40,19,3,8,0,70,158,55,62,83,8,366,5380,1194,1364,423,36,8397,Alice Springs (T)
52940,138,0,0,0,0,138,57,0,0,0,0,57,3,0,0,0,0,3,6,0,3,0,0,9,30,0,3,0,3,36,6,0,3,0,0,9,15,0,0,0,0,15,4,0,0,0,0,4,64,0,9,0,3,76,4,0,0,0,0,4,9,0,0,0,0,9,272,0,9,0,3,284,Dowerin (S)
53010,132,0,0,5,0,137,49,0,0,0,0,49,0,0,0,0,0,0,12,0,0,0,0,12,18,0,0,0,0,18,3,0,0,0,0,3,17,0,0,0,0,17,10,0,0,0,0,10,60,0,0,0,0,60,3,0,0,0,0,3,3,4,0,0,0,7,247,4,0,5,0,256,Dumbleyung (S)
53080,124,0,0,10,3,137,59,0,0,4,0,63,3,0,0,0,0,3,15,0,0,0,0,15,41,0,0,0,0,41,6,0,0,3,0,9,44,3,0,3,0,50,13,0,0,4,0,17,122,3,0,10,0,135,3,0,0,0,0,3,12,3,0,0,3,18,320,6,0,24,6,356,Dundas (S)
54690,90,0,0,0,0,90,34,0,0,0,0,34,0,0,0,0,0,0,12,0,0,0,0,12,19,0,0,0,0,19,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,46,0,0,0,0,46,0,0,0,0,0,0,5,0,0,0,0,5,175,0,0,0,0,175,Koorda (S)
53710,188,0,0,4,0,192,88,0,0,0,0,88,5,0,0,0,0,5,26,0,0,0,0,26,34,0,0,0,0,34,3,0,0,0,0,3,27,0,0,0,0,27,8,0,0,0,0,8,103,0,0,0,0,103,3,0,0,0,0,3,5,0,0,0,0,5,387,0,0,4,0,391,Goomalling (S)
60610,2473,43,72,7,3,2598,2400,23,22,5,0,2450,756,56,162,4,0,978,414,131,91,0,0,636,471,24,70,7,0,572,19,15,17,3,0,54,49,18,21,0,0,88,33,4,8,4,0,49,1742,248,369,18,0,2377,24,0,3,0,0,27,135,14,17,0,0,166,6774,328,483,30,3,7618,Burnie (C)
60810,3098,61,128,37,0,3324,2737,24,39,8,0,2808,413,30,114,0,0,557,256,21,166,0,0,443,516,53,55,9,0,633,4,3,18,0,0,25,67,6,15,12,0,100,46,4,11,0,0,61,1302,117,379,21,0,1819,49,12,21,3,0,85,180,9,36,27,0,252,7366,223,603,96,0,8288,Central Coast (M)
61010,383,34,0,10,0,427,221,15,0,3,0,239,24,0,0,0,0,24,8,0,0,0,0,8,66,14,0,0,0,80,0,0,0,0,0,0,54,18,0,0,0,72,17,4,0,3,0,24,169,36,0,3,0,208,12,0,0,0,0,12,13,3,0,5,0,21,798,88,0,21,0,907,Central Highlands (M)
54280,1418,70,37,100,5,1630,3825,185,90,11,9,4120,1152,291,270,0,4,1717,397,170,85,0,5,657,554,61,54,9,0,678,32,36,0,0,0,68,326,69,78,124,5,602,54,19,4,4,3,84,2515,646,491,137,17,3806,37,4,0,0,0,41,210,36,16,16,0,278,8005,941,634,264,31,9875,Kalgoorlie/Boulder (C)
56930,222,0,25,0,0,247,108,5,9,0,0,122,25,3,42,0,0,70,0,0,0,0,0,0,16,0,12,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,8,49,3,57,0,0,109,3,0,0,0,0,3,8,0,0,0,0,8,390,8,91,0,0,489,Peppermint Grove (S)
61410,6943,230,156,25,0,7354,7257,206,120,17,0,7600,1038,176,176,3,3,1396,756,201,209,0,0,1166,1105,154,165,8,0,1432,42,12,20,0,0,74,108,13,14,9,0,144,72,5,5,4,0,86,3121,561,589,24,3,4298,92,16,27,0,0,135,367,51,34,4,0,456,17780,1064,926,70,3,19843,Clarence (C)
53780,8873,413,249,60,3,9598,16345,420,254,25,3,17047,3040,325,249,10,0,3624,615,180,228,0,3,1026,2555,179,144,8,3,2889,45,31,62,0,0,138,264,17,20,40,0,341,141,11,12,0,0,164,6660,743,715,58,6,8182,247,107,86,0,3,443,697,60,70,4,0,831,32822,1743,1374,147,15,36101,Gosnells (C)
53920,24,3,0,18,9,54,16,0,0,0,0,16,0,0,0,0,0,0,346,13,0,5,9,373,13,0,0,9,0,22,67,0,0,12,0,79,86,18,4,11,5,124,8,0,0,4,3,15,520,31,4,41,17,613,12,0,0,5,3,20,19,0,0,6,3,28,591,34,4,70,32,731,Halls Creek (S)
55040,31,0,3,14,0,48,20,0,0,3,0,23,3,0,0,0,0,3,33,7,0,0,0,40,21,0,0,4,0,25,8,0,0,0,0,8,148,13,6,5,0,172,39,0,0,0,3,42,252,20,6,9,3,290,6,0,0,3,0,9,14,3,0,3,0,20,323,23,9,32,3,390,Leonora (S)
55110,6931,776,273,230,7,8217,7971,297,165,12,3,8448,3447,681,439,4,0,4571,311,348,111,3,0,773,1854,305,166,7,3,2335,51,62,70,0,0,183,136,52,25,40,0,253,120,28,16,0,0,164,5919,1476,827,54,3,8279,224,406,194,5,0,829,449,160,59,15,0,683,21494,3115,1518,316,13,26456,Mandurah (C)
57000,94,0,0,0,0,94,38,0,0,0,0,38,3,0,0,0,0,3,4,0,0,0,0,4,22,0,0,0,0,22,0,0,0,0,0,0,17,0,0,3,0,20,7,0,0,0,0,7,53,0,0,3,0,56,4,0,0,0,0,4,0,0,0,0,0,0,189,0,0,3,0,192,Perenjori (S)
57080,44,150,787,9,6,996,47,131,1351,24,0,1553,31,125,2809,23,8,2996,0,87,262,0,0,349,23,54,793,9,0,879,3,15,24,0,0,42,5,4,114,3,0,126,3,9,51,0,4,67,65,294,4053,35,12,4459,0,3,20,0,0,23,3,16,108,0,0,127,159,594,6319,68,18,7158,Perth (C)
57140,199,0,3,3,0,205,101,0,3,3,0,107,14,0,3,0,0,17,23,3,5,0,0,31,40,0,0,0,0,40,4,0,6,0,0,10,13,0,3,0,0,16,8,0,0,0,0,8,102,3,17,0,0,122,6,0,0,0,0,6,13,0,0,0,0,13,421,3,23,6,0,453,Pingelly (S)
57210,696,18,0,17,0,731,523,30,6,4,0,563,162,11,3,0,0,176,26,13,0,0,0,39,116,3,0,3,0,122,3,12,0,0,0,15,51,3,0,0,0,54,28,0,0,0,0,28,386,42,3,3,0,434,15,4,3,0,0,22,47,3,0,5,0,55,1667,97,12,29,0,1805,Plantagenet (S)
57280,222,20,16,97,0,355,521,53,22,31,3,630,370,83,64,11,3,531,339,93,23,0,0,455,94,5,13,15,3,130,37,0,8,0,0,45,839,257,141,34,9,1280,47,6,9,9,0,71,1726,444,258,69,15,2512,24,0,0,7,0,31,74,32,10,68,3,187,2567,549,306,272,21,3715,Port Hedland (T)
57350,211,0,0,5,0,216,88,0,0,0,0,88,7,0,0,0,0,7,25,3,0,0,0,28,27,0,3,0,0,30,10,0,0,0,0,10,19,0,0,0,0,19,7,0,0,0,0,7,95,3,3,0,0,101,7,0,0,0,0,7,9,0,0,0,0,9,410,3,3,5,0,421,Quairading (S)
57420,210,11,0,15,0,236,133,0,0,3,0,136,99,5,0,0,0,104,9,8,6,0,0,23,55,0,0,3,0,58,0,0,0,0,0,0,101,5,0,8,0,114,13,0,0,0,0,13,277,18,6,11,0,312,5,0,0,0,0,5,10,6,0,9,0,25,635,35,6,38,0,714,Ravensthorpe (S)
57490,7775,528,371,257,0,8931,15533,324,194,12,7,16070,4495,504,569,5,0,5573,403,206,273,0,0,882,2449,260,249,9,0,2967,20,26,17,0,0,63,456,33,29,42,0,560,111,14,17,4,0,146,7934,1043,1154,60,0,10191,155,22,38,5,0,220,592,68,72,18,0,750,31989,1985,1829,352,7,36162,Rockingham (C)
54340,478,0,3,5,0,486,441,3,0,3,0,447,113,23,33,0,0,169,108,3,20,0,0,131,114,0,0,4,0,118,12,3,9,0,0,24,54,3,3,0,0,60,14,0,0,0,0,14,415,32,65,4,0,516,9,0,0,0,0,9,49,3,3,0,0,55,1392,38,71,12,0,1513,Katanning (S)
54410,198,0,0,0,0,198,96,0,3,3,0,102,4,0,0,0,0,4,20,0,12,0,0,32,45,0,0,0,0,45,0,3,8,0,0,11,24,0,0,0,0,24,5,0,0,3,0,8,98,3,20,3,0,124,5,0,0,0,0,5,10,0,0,0,0,10,407,3,23,6,0,439,Kellerberrin (S)
54480,103,0,0,4,0,107,40,0,0,0,0,40,0,0,0,0,0,0,0,3,4,0,0,7,17,3,0,0,0,20,0,0,0,0,0,0,18,0,4,0,0,22,7,0,0,0,0,7,42,6,8,0,0,56,4,0,0,0,0,4,0,0,0,0,0,0,189,6,8,4,0,207,Kent (S)
54970,22,0,0,10,0,32,15,0,0,3,0,18,0,0,0,0,0,0,13,3,3,0,0,19,15,3,3,3,0,24,63,0,4,0,0,67,21,0,3,3,0,27,5,0,4,0,0,9,117,6,17,6,0,146,0,0,0,0,0,0,4,0,0,8,0,12,158,6,17,27,0,208,Laverton (S)
55180,1357,3,20,11,3,1394,1014,3,8,3,0,1028,297,4,54,0,0,355,95,10,41,0,0,146,234,4,7,0,3,248,3,0,25,0,0,28,85,0,5,0,3,93,50,0,5,0,3,58,764,18,137,0,9,928,39,0,0,0,0,39,72,6,10,0,0,88,3246,30,175,14,12,3477,Manjimup (S)
55250,52,0,0,4,5,61,23,0,0,0,3,26,0,0,0,0,0,0,76,8,4,0,0,88,13,0,0,3,0,16,21,0,5,0,0,26,31,7,5,5,3,51,4,0,0,0,3,7,145,15,14,8,6,188,7,0,0,3,0,10,13,0,0,0,4,17,240,15,14,15,18,302,Meekatharra (S)
55320,12599,1432,566,0,11,14608,10224,942,405,0,8,11579,2612,739,659,0,5,4015,432,249,149,3,0,833,1942,507,321,0,0,2770,22,40,77,0,0,139,122,30,58,0,0,210,123,32,22,0,0,177,5253,1597,1286,3,5,8144,110,178,222,0,0,510,475,154,107,0,0,736,28661,4303,2586,3,24,35577,Melville (C)
71300,10,0,0,3,0,13,3,0,0,0,0,3,0,0,0,0,0,0,575,0,15,0,0,590,3,0,0,0,0,3,297,3,8,0,0,308,180,0,14,3,0,197,25,0,0,0,0,25,1080,3,37,3,0,1123,32,0,0,3,0,35,26,0,0,3,0,29,1151,3,37,12,0,1203,East Arnhem (S)
72200,320,24,0,50,9,403,671,45,12,8,0,736,186,38,49,7,0,280,170,72,93,0,0,335,161,17,17,22,0,217,82,4,7,9,0,102,372,31,27,33,4,467,19,0,5,5,0,29,990,162,198,76,4,1430,10,3,0,10,0,23,71,13,44,68,0,196,2062,247,254,212,13,2788,Katherine (T)
72300,1293,70,21,196,4,1584,2588,96,15,92,4,2795,196,17,8,14,4,239,8,5,7,0,0,20,440,18,21,69,0,548,22,0,0,0,0,22,49,4,8,39,0,100,70,0,3,12,0,85,785,44,47,134,4,1014,33,0,3,11,0,47,98,6,6,30,0,140,4797,216,92,463,12,5580,Litchfield (M)
55390,12,0,0,5,3,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,30,0,0,4,0,34,9,0,0,0,0,9,3,0,0,0,0,3,50,0,0,4,0,54,4,0,0,0,0,4,3,0,0,0,0,3,69,0,0,9,3,81,Menzies (S)
55460,399,8,0,12,0,419,369,0,0,0,0,369,24,4,6,0,0,34,68,29,4,0,0,101,123,8,0,3,0,134,3,10,0,0,0,13,71,6,3,4,0,84,11,0,0,0,0,11,300,57,13,7,0,377,7,0,0,0,0,7,37,3,3,0,0,43,1112,68,16,19,0,1215,Merredin (S)
55530,70,0,0,8,0,78,29,0,0,0,0,29,4,0,0,0,0,4,3,0,3,0,0,6,21,0,0,0,0,21,0,0,0,0,0,0,24,0,3,0,0,27,7,0,0,0,0,7,59,0,6,0,0,65,3,0,0,0,0,3,7,0,0,0,0,7,168,0,6,8,0,182,Mingenew (S)
74660,11,0,0,10,0,21,0,0,3,3,0,6,0,0,0,3,0,3,361,4,10,3,0,378,4,0,0,0,0,4,132,0,7,4,0,143,263,13,88,13,5,382,22,0,12,4,0,38,782,17,117,27,5,948,18,0,3,0,0,21,24,0,6,3,0,33,835,17,129,43,5,1029,West Arnhem (S)
55600,315,0,6,3,3,327,268,0,0,3,3,274,33,7,0,0,0,40,58,9,9,0,0,76,78,0,0,3,0,81,4,5,0,0,0,9,38,0,0,0,0,38,18,0,3,3,0,24,229,21,12,6,0,268,6,0,0,0,0,6,20,0,3,0,0,23,838,21,21,12,6,898,Moora (S)
79399,140,0,0,85,9,234,80,0,10,40,3,133,98,13,63,0,3,177,54,61,7,0,0,122,42,12,18,12,0,84,7,9,3,0,0,19,784,241,184,21,3,1233,70,20,7,16,0,113,1055,356,282,49,6,1748,30,3,10,0,3,46,16,5,9,30,4,64,1321,364,311,204,25,2225,Unincorporated NT
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89399,31239,3813,1557,120,9,36738,41764,5510,3095,10,12,50391,7116,3977,5851,13,5,16962,5118,2130,2151,7,3,9409,5601,2144,2475,27,11,10258,223,203,159,3,3,591,1351,298,210,28,7,1894,312,86,75,3,0,476,19721,8838,10921,81,29,39590,348,289,175,6,0,818,1195,358,322,10,0,1885,94267,18808,16070,227,50,129422,Unincorporated ACT
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99399,85,18,66,0,0,169,35,12,13,0,0,60,20,0,4,0,0,24,70,4,79,0,3,156,25,15,22,3,0,65,46,0,0,0,0,46,68,9,9,3,11,100,11,4,0,0,0,15,240,32,114,6,14,406,25,0,0,0,0,25,11,5,19,0,0,35,396,67,212,6,14,695,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55670,114,0,0,0,0,114,63,0,0,0,0,63,13,3,0,0,0,16,14,0,0,0,0,14,33,0,0,0,0,33,3,0,0,0,0,3,29,3,0,0,0,32,5,0,0,0,0,5,97,6,0,0,0,103,7,0,0,0,0,7,9,0,0,3,0,12,290,6,0,3,0,299,Morawa (S)
55810,60,3,0,0,0,63,17,0,0,0,0,17,9,0,0,0,0,9,37,0,0,0,0,37,30,0,0,0,0,30,3,0,0,0,0,3,23,0,0,0,0,23,3,0,0,0,0,3,105,0,0,0,0,105,0,0,0,0,0,0,11,0,0,0,0,11,193,3,0,0,0,196,Mount Magnet (S)
55740,902,101,88,0,0,1091,711,72,102,0,0,885,208,73,398,0,0,679,27,100,75,0,0,202,117,42,161,0,0,320,6,3,13,0,0,22,6,0,15,0,0,21,4,4,7,3,0,18,368,222,669,3,0,1262,9,11,17,0,0,37,40,13,31,0,0,84,2030,419,907,3,0,3359,Mosman Park (T)
55880,92,0,0,0,0,92,35,0,0,0,0,35,0,0,0,0,0,0,8,0,0,0,0,8,18,0,0,0,0,18,5,0,0,0,0,5,15,0,0,0,0,15,4,0,0,0,0,4,50,0,0,0,0,50,8,0,0,0,0,8,3,0,0,0,0,3,188,0,0,0,0,188,Mount Marshall (S)
56520,466,5,12,3,0,486,472,3,3,0,0,478,107,12,24,3,0,146,107,45,28,0,0,180,87,4,6,0,0,97,5,0,22,0,0,27,38,3,9,3,0,53,12,0,5,0,0,17,356,64,94,6,0,520,6,0,6,0,0,12,32,3,7,0,0,42,1332,75,122,9,0,1538,Narrogin (T)
55950,95,0,0,3,0,98,43,0,0,0,0,43,0,0,0,0,0,0,7,6,0,0,0,13,16,3,0,0,0,19,3,0,0,0,0,3,14,3,0,0,0,17,7,3,0,0,0,10,47,15,0,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,188,15,0,3,0,206,Mukinbudin (S)
56020,95,0,0,3,0,98,38,0,0,3,0,41,0,0,0,0,0,0,18,0,0,0,0,18,12,0,0,3,0,15,4,0,4,0,0,8,33,0,0,0,0,33,8,0,0,0,0,8,75,0,4,3,0,82,3,0,0,0,0,3,7,0,0,0,0,7,218,0,4,9,0,231,Mullewa (S)
56090,4490,105,22,6,0,4623,5647,74,5,3,3,5732,605,50,5,0,0,660,60,46,40,0,0,146,634,38,16,0,0,688,36,0,0,0,0,36,54,3,0,0,0,57,52,0,0,0,0,52,1441,137,61,0,0,1639,66,4,0,3,0,73,289,11,7,18,0,325,11933,331,95,30,3,12392,Mundaring (S)
56580,2779,202,88,0,0,3069,1865,97,39,0,0,2001,597,110,111,0,0,818,65,42,36,0,0,143,385,66,44,5,0,500,0,14,13,0,3,30,127,11,6,0,0,144,27,11,7,0,0,45,1201,254,217,5,3,1680,34,30,78,0,0,142,86,23,21,0,0,130,5965,606,443,5,3,7022,Nedlands (C)
56620,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,197,0,6,0,0,203,0,0,0,3,0,3,56,0,0,0,0,56,44,0,6,0,3,53,3,0,0,0,0,3,300,0,12,3,3,318,11,0,0,0,0,11,11,0,0,0,0,11,325,0,12,7,3,347,Ngaanyatjarraku (S)
57560,292,15,22,192,3,524,672,49,14,35,4,774,530,105,41,5,0,681,436,141,16,0,7,600,144,25,13,12,0,194,25,3,0,3,0,31,1668,275,123,68,8,2142,79,15,11,7,0,112,2882,564,204,95,15,3760,44,4,5,3,3,59,102,27,20,18,0,167,3992,659,265,343,25,5284,Roebourne (S)
60210,1211,33,3,25,0,1272,598,7,3,14,0,622,215,15,3,5,0,238,49,15,9,0,0,73,166,3,7,7,0,183,4,0,0,0,0,4,45,3,3,5,0,56,36,0,0,3,0,39,515,36,22,20,0,593,19,0,0,0,0,19,77,0,3,0,0,80,2420,76,31,59,0,2586,Break O'Day (M)
56160,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,11,6,0,0,0,0,6,23,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,34,Murchison (S)
56230,1690,26,20,108,0,1844,1869,13,9,17,0,1908,391,21,15,3,0,430,61,23,7,0,0,91,355,13,11,5,0,384,18,0,0,0,0,18,79,11,0,35,0,125,44,0,0,0,0,44,948,68,33,43,0,1092,139,22,3,3,0,167,132,11,6,14,0,163,4778,140,71,185,0,5174,Murray (S)
56300,230,0,0,10,0,240,122,0,0,7,0,129,21,0,0,0,0,21,11,6,0,0,0,17,37,0,0,8,0,45,0,0,0,0,0,0,38,0,0,0,0,38,13,0,0,0,0,13,120,6,0,8,0,134,7,0,0,0,0,7,9,0,0,0,0,9,488,6,0,25,0,519,Nannup (S)
56790,499,7,4,50,6,566,282,6,5,9,0,302,72,17,3,3,0,95,35,3,3,0,0,41,98,16,5,3,0,122,8,0,5,0,0,13,37,4,0,6,0,47,13,0,0,5,0,18,263,40,16,17,0,336,15,0,0,5,0,20,43,0,0,3,0,46,1102,53,25,84,6,1270,Northampton (S)
56860,40,0,0,0,0,40,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,5,0,0,0,0,5,9,0,0,0,0,9,4,0,0,0,0,4,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,87,Nungarin (S)
56370,150,0,0,3,0,153,59,0,0,0,0,59,3,0,0,0,0,3,6,4,8,0,0,18,37,0,0,0,0,37,0,0,3,0,0,3,26,3,0,0,0,29,8,0,0,0,0,8,80,7,11,0,0,98,7,0,0,0,0,7,6,0,0,0,0,6,302,7,11,3,0,323,Narembeen (S)
56450,127,0,0,0,0,127,90,0,0,0,0,90,11,0,0,0,0,11,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,18,0,0,0,0,18,5,0,0,0,0,5,58,0,0,0,0,58,3,0,0,0,0,3,6,0,0,0,0,6,284,0,0,0,0,284,Narrogin (S)
59340,201,5,0,176,4,386,298,20,8,36,3,365,122,24,16,10,3,175,379,44,28,0,0,451,104,11,4,26,0,145,120,3,0,8,0,131,288,34,40,67,0,429,31,3,0,12,3,49,1044,119,88,123,6,1380,18,3,3,14,0,38,50,9,0,38,0,97,1611,156,99,387,13,2266,Wyndham-East Kimberley (S)
59350,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,32,0,0,0,0,32,3,0,0,0,0,3,3,0,0,0,0,3,54,0,0,0,0,54,Yalgoo (S)
60410,1126,4,64,0,0,1194,2180,14,88,11,0,2293,357,7,60,0,0,424,752,59,97,0,0,908,236,5,50,0,0,291,22,3,8,0,0,33,33,3,13,0,0,49,19,0,6,0,0,25,1419,77,234,0,0,1730,19,0,3,0,0,22,94,0,10,0,0,104,4838,95,399,11,0,5343,Brighton (M)
56730,1244,9,10,35,0,1298,1381,13,7,7,3,1411,232,9,21,0,0,262,159,30,79,0,0,268,249,0,12,3,3,267,6,0,5,0,0,11,71,5,3,9,3,91,28,0,0,0,0,28,745,44,120,12,6,927,20,0,3,0,0,23,96,3,11,6,0,116,3486,69,151,60,9,3775,Northam (S)
57630,14,0,0,0,3,17,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,3,3,0,0,0,5,0,5,33,0,0,5,6,44,Sandstone (S)
57700,1540,8,6,5,0,1559,3097,9,3,7,3,3119,313,0,4,3,0,320,24,0,0,0,0,24,369,0,0,3,0,372,6,0,0,0,0,6,64,0,0,6,0,70,40,0,0,0,0,40,816,0,4,12,0,832,26,0,0,0,0,26,106,0,0,0,0,106,5585,17,13,24,3,5642,Serpentine-Jarrahdale (S)
57770,61,0,3,32,0,96,43,0,3,0,0,46,19,8,17,0,0,44,30,0,10,0,0,40,24,3,3,0,0,30,0,0,3,0,0,3,52,0,3,7,0,62,9,0,3,0,0,12,134,11,39,7,0,191,4,0,0,0,0,4,3,3,0,6,0,12,245,14,45,45,0,349,Shark Bay (S)
57840,3136,1074,547,0,4,4761,2878,1041,539,0,0,4458,917,1182,1423,0,0,3522,435,147,163,0,0,745,665,666,540,0,0,1871,9,38,54,0,0,101,47,36,34,0,0,117,36,43,24,0,0,103,2109,2112,2238,0,0,6459,37,139,82,0,0,258,149,98,72,0,0,319,8309,4464,3478,0,4,16255,South Perth (C)
57910,18034,4279,1368,79,3,23763,16337,6455,2139,7,8,24946,4536,4563,3334,4,4,12441,1153,1588,703,0,0,3444,3886,2756,1637,6,3,8288,44,181,270,3,0,498,392,253,175,14,6,840,206,123,61,3,0,393,10217,9464,6180,30,13,25904,240,271,266,3,0,780,1031,541,347,6,0,1925,45859,21010,10300,125,24,77318,Stirling (C)
57980,1297,446,300,4,3,2050,983,324,291,7,3,1608,449,535,1002,6,4,1996,14,27,322,0,0,363,296,237,383,0,4,920,0,7,41,0,0,48,10,27,42,0,0,79,17,16,16,0,3,52,786,849,1806,6,11,3458,12,13,184,0,0,209,49,25,61,0,0,135,3127,1657,2642,17,17,7460,Subiaco (C)
58050,8060,310,230,187,5,8792,17502,541,249,15,3,18310,2758,532,271,3,3,3567,822,387,323,0,0,1532,2303,240,142,7,3,2695,87,33,19,0,0,139,298,45,10,22,10,385,118,16,11,4,0,149,6386,1253,776,36,16,8467,137,13,9,4,0,163,622,81,50,55,0,808,32707,2198,1314,297,24,36540,Swan (C)
58190,66,0,0,4,0,70,31,0,0,0,0,31,3,0,0,0,0,3,4,0,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,38,0,0,0,0,38,3,0,0,0,0,3,8,0,0,0,0,8,146,0,0,4,0,150,Tammin (S)
58260,106,0,0,0,0,106,47,0,0,0,0,47,4,0,0,0,0,4,9,3,0,0,0,12,22,0,0,0,0,22,0,0,0,0,0,0,20,3,0,0,0,23,11,3,0,0,0,14,66,9,0,0,0,75,10,0,0,0,0,10,4,4,0,0,0,8,233,13,0,0,0,246,Three Springs (S)
61210,1004,0,34,10,0,1048,1063,0,5,7,0,1075,164,0,31,4,0,199,73,0,27,0,0,100,200,0,7,6,0,213,7,0,38,0,0,45,119,3,11,7,0,140,48,0,4,0,0,52,611,3,118,17,0,749,26,0,5,0,0,31,56,0,14,0,0,70,2760,3,176,34,0,2973,Circular Head (M)
