LGA_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,LGA_NAME11
17200,1004,3127,6123,27,14,10295,810,4370,11766,24,40,17010,647,4061,23908,104,106,28826,179,1564,4438,11,266,6458,237,1542,4841,61,41,6722,25,170,564,0,7,766,23,74,448,8,12,565,25,105,317,3,6,456,1136,7516,34516,187,438,43793,21,106,263,0,20,410,86,371,1176,7,24,1664,3057,15490,53844,245,536,73172,Sydney (C)
18200,853,3,21,40,0,917,782,3,5,7,4,801,149,3,47,0,0,199,35,3,0,0,0,38,166,3,5,9,0,183,58,8,5,0,0,71,80,3,8,16,0,107,23,3,0,5,0,31,511,23,65,30,0,629,21,0,0,0,0,21,81,0,0,14,0,95,2248,29,91,91,4,2463,Wentworth (A)
18250,5890,532,1923,9,0,8354,4318,687,2221,11,4,7241,1181,449,4648,16,0,6294,29,44,323,0,0,396,512,134,786,12,0,1444,20,15,61,3,0,99,27,15,82,4,0,128,67,5,57,0,0,129,1836,662,5957,35,0,8490,59,17,146,0,0,222,191,25,177,0,0,393,12294,1923,10424,55,4,24700,Willoughby (C)
18350,6461,376,61,42,5,6945,5402,232,10,8,3,5655,1482,329,96,19,5,1931,271,76,37,0,0,384,686,64,26,11,0,787,93,45,22,0,0,160,146,14,3,12,4,179,105,10,4,4,0,123,2783,538,188,46,9,3564,118,8,20,3,0,149,313,43,15,7,3,381,15077,1197,294,106,20,16694,Wingecarribee (A)
18400,4048,186,39,22,3,4298,6832,51,18,16,0,6917,1096,70,52,14,0,1232,97,15,21,0,0,133,516,31,24,12,0,583,44,8,34,0,0,86,116,0,7,27,0,150,79,6,3,4,0,92,1948,130,141,57,0,2276,60,37,10,0,0,107,303,15,14,22,0,354,13191,419,222,117,3,13952,Wollondilly (A)
18450,21424,1896,1677,405,12,25414,18986,1738,1583,32,8,22347,4048,1906,4498,101,20,10573,2425,1602,1765,0,4,5796,2194,537,1086,58,5,3880,115,118,129,0,0,362,256,47,148,71,0,522,199,37,104,6,0,346,9237,4247,7730,236,29,21479,263,109,204,13,0,589,1193,266,417,58,0,1934,51103,8256,11611,744,49,71763,Wollongong (C)
18500,2615,1697,2880,6,14,7212,1477,1273,2002,7,4,4763,419,1064,4072,19,22,5596,3,9,67,0,0,79,210,358,1195,17,3,1783,3,8,50,0,0,61,27,19,39,10,3,98,35,31,95,0,0,161,697,1489,5518,46,28,7778,23,30,132,0,0,185,105,110,311,0,0,526,4917,4599,10843,59,46,20464,Woollahra (A)
18550,16504,1403,769,275,3,18954,18001,805,213,31,8,19058,6896,1469,1141,45,3,9554,729,623,392,3,3,1750,2635,307,231,41,3,3217,115,82,124,0,0,321,304,32,48,249,3,636,210,56,27,13,4,310,10889,2569,1963,351,16,15788,225,136,149,8,0,518,1150,213,188,40,0,1591,46769,5126,3282,705,27,55909,Wyong (A)
18710,1729,42,9,19,0,1799,2192,30,4,14,0,2240,286,39,28,3,0,356,68,0,0,0,0,68,344,21,11,4,0,380,35,4,0,0,0,39,90,0,3,6,0,99,44,0,0,3,0,47,867,64,42,16,0,989,30,19,0,0,0,49,87,9,0,5,0,101,4905,164,55,54,0,5178,Yass Valley (A)
18750,1719,32,35,17,0,1803,1286,12,14,3,0,1315,500,96,94,0,0,690,95,12,15,0,0,122,260,14,17,3,3,297,9,7,11,0,0,27,65,0,0,0,3,68,50,0,5,4,0,59,979,129,142,7,6,1263,35,0,15,0,0,50,124,6,11,0,0,141,4143,179,217,27,6,4572,Young (A)
19399,155,0,3,8,0,166,76,0,3,3,0,82,0,0,0,0,0,0,6,0,0,0,0,6,31,0,6,0,0,37,4,0,0,0,0,4,50,0,3,3,0,56,12,0,0,0,0,12,103,0,9,3,0,115,13,0,0,0,0,13,9,0,0,3,0,12,356,0,15,17,0,388,Unincorporated NSW
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20110,2071,31,35,24,0,2161,1312,18,8,18,0,1356,368,54,40,4,0,466,53,5,27,0,0,85,345,12,38,11,3,409,8,0,0,0,0,8,38,0,5,6,4,53,54,0,3,0,0,57,866,71,113,21,7,1078,32,0,0,3,0,35,91,8,9,3,0,111,4372,128,165,69,7,4741,Alpine (S)
20260,1910,17,33,12,0,1972,1224,8,12,7,0,1251,319,24,57,3,0,403,97,8,39,0,0,144,247,10,17,3,0,277,8,4,3,0,0,15,49,0,0,7,0,56,44,0,4,0,0,48,764,46,120,13,0,943,32,0,5,0,0,37,116,0,10,3,0,129,4046,71,180,35,0,4332,Ararat (RC)
20570,10866,464,443,74,0,11847,11671,270,230,22,3,12196,4234,803,1184,6,3,6230,1011,215,366,5,0,1597,1615,128,195,13,3,1954,137,62,73,0,0,272,176,28,37,39,0,280,128,17,23,3,0,171,7301,1253,1878,66,6,10504,161,68,26,0,0,255,705,92,138,5,3,943,30704,2147,2715,167,12,35745,Ballarat (C)
20660,15331,1001,658,8,0,16998,13071,1220,757,5,6,15059,3335,1305,1425,20,3,6088,873,348,492,0,0,1713,1271,290,302,12,0,1875,119,37,96,0,0,252,268,21,18,3,0,310,132,18,21,0,0,171,5998,2019,2354,35,3,10409,215,27,24,0,0,266,763,95,105,3,0,966,35378,4362,3898,51,9,43698,Banyule (C)
20740,4691,218,122,51,4,5086,3191,54,32,10,7,3294,1498,88,133,0,0,1719,71,73,92,0,0,236,705,42,35,9,0,791,17,18,13,3,0,51,95,13,16,30,0,154,84,3,13,3,0,103,2470,237,302,45,0,3054,65,14,0,3,0,82,286,18,26,13,0,343,10703,541,482,122,11,11859,Bass Coast (S)
20830,5679,388,130,62,0,6259,5741,164,34,8,0,5947,1222,215,175,6,3,1621,221,53,98,0,0,372,794,62,50,22,0,928,17,19,8,0,0,44,109,8,7,47,0,171,103,9,6,0,0,118,2466,366,344,75,3,3254,81,17,6,4,0,108,344,32,21,15,0,412,14311,967,535,164,3,15980,Baw Baw (S)
20910,10661,2087,1260,15,3,14026,8518,1545,896,21,5,10985,2060,1097,1349,39,3,4548,177,258,443,3,0,881,793,331,350,25,5,1504,18,10,71,0,0,99,54,12,23,3,5,97,105,29,33,3,0,170,3207,1737,2269,73,13,7299,114,54,79,0,0,247,443,124,143,4,0,714,22943,5547,4647,113,21,33271,Bayside (C)
21010,2163,62,41,23,0,2289,1665,17,13,9,0,1704,460,108,139,0,0,707,191,44,31,0,0,266,240,17,19,10,0,286,0,4,3,0,0,7,16,3,3,3,0,25,39,3,6,0,0,48,946,179,201,13,0,1339,36,24,7,0,0,67,104,21,15,3,0,143,4914,303,277,48,0,5542,Benalla (RC)
21110,17737,2888,2353,18,5,23001,12483,2119,2072,23,7,16704,3517,2214,5737,98,11,11577,133,60,350,0,0,543,1299,628,1145,70,3,3145,53,75,179,0,0,307,76,41,78,12,0,207,161,68,95,3,0,327,5239,3086,7584,183,14,16106,202,47,90,0,0,339,615,163,296,8,0,1082,36276,8303,12395,232,26,57232,Boroondara (C)
21180,20160,681,583,12,0,21436,19263,851,834,5,3,20956,5133,733,1768,21,7,7662,891,115,255,0,0,1261,2635,268,503,15,5,3426,108,21,48,0,0,177,507,58,119,31,0,715,279,16,45,4,3,347,9553,1211,2738,71,15,13588,245,63,38,3,0,349,2081,128,233,0,0,2442,51302,2934,4426,91,18,58771,Brimbank (C)
21270,1419,16,7,17,0,1459,580,6,0,5,0,591,56,3,11,3,0,73,31,13,13,0,0,57,193,3,5,0,0,201,3,3,7,0,0,13,58,0,8,3,0,69,36,0,0,0,0,36,377,22,44,6,0,449,29,3,0,0,0,32,75,3,4,3,0,85,2480,50,55,31,0,2616,Buloke (S)
21370,4998,77,232,74,3,5384,4401,38,63,18,3,4523,1072,123,321,3,4,1523,319,117,144,0,0,580,704,30,73,11,0,818,45,8,39,0,0,92,154,6,15,37,0,212,128,0,12,3,0,143,2422,284,604,54,4,3368,65,5,46,0,0,116,325,11,66,5,0,407,12211,415,1011,151,10,13798,Campaspe (S)
21450,6042,208,282,67,3,6602,12213,206,77,7,3,12506,2819,389,152,9,0,3369,172,92,15,0,3,282,990,67,39,27,0,1123,32,3,12,0,0,47,114,5,7,61,0,187,117,7,3,8,0,135,4244,563,228,105,3,5143,113,8,165,4,0,290,413,43,34,6,0,496,23025,1028,786,189,9,25037,Cardinia (S)
21610,17839,818,706,34,3,19400,40634,1468,602,6,0,42710,8347,768,929,6,3,10053,1163,76,311,3,5,1558,2957,170,207,5,0,3339,83,15,36,0,0,134,273,19,27,72,0,391,257,14,20,5,0,296,13080,1062,1530,91,8,15771,365,88,106,5,0,564,1735,118,170,4,0,2027,73653,3554,3114,140,11,80472,Casey (C)
21670,2287,45,62,53,0,2447,1413,10,12,14,0,1449,374,25,63,10,0,472,107,41,31,0,0,179,288,13,23,9,0,333,16,3,21,0,0,40,33,3,3,6,0,45,25,3,3,0,0,31,843,88,144,25,0,1100,28,0,10,0,0,38,181,15,12,8,0,216,4752,158,240,100,0,5250,Central Goldfields (S)
21750,3080,102,90,12,0,3284,2439,43,21,5,0,2508,525,86,87,3,0,701,162,30,58,0,0,250,477,33,40,11,0,561,22,24,8,0,0,54,83,14,8,12,0,117,46,4,5,3,0,58,1315,191,206,29,0,1741,56,17,0,0,0,73,205,15,17,12,0,249,7095,368,334,58,0,7855,Colac-Otway (S)
21830,2724,11,39,20,3,2797,1761,8,7,9,0,1785,330,16,30,4,0,380,57,7,67,0,0,131,503,4,18,4,0,529,4,0,5,0,0,9,180,3,0,5,4,192,103,0,3,9,0,115,1177,30,123,22,4,1356,65,0,0,3,3,71,162,3,13,9,0,187,5889,52,182,63,10,6196,Corangamite (S)
21890,14766,1305,1051,41,5,17168,10682,1868,1777,63,4,14394,4597,2243,4875,121,8,11844,758,473,1094,0,0,2325,1807,490,741,63,6,3107,93,40,84,0,0,217,192,42,95,10,0,339,187,43,60,5,0,295,7634,3331,6949,199,14,18127,168,58,52,3,0,281,1105,189,352,8,0,1654,34355,6751,10181,314,23,51624,Darebin (C)
22110,6941,193,289,201,7,7631,4485,82,79,38,0,4684,1267,117,299,5,0,1688,349,56,161,0,0,566,909,27,104,28,4,1072,54,59,27,0,0,140,144,13,20,110,0,287,146,6,15,3,0,170,2869,278,626,146,4,3923,99,19,3,6,0,127,385,32,49,28,0,494,14779,604,1046,419,11,16859,East Gippsland (S)
22170,11277,669,852,115,0,12913,17975,824,792,19,4,19614,5533,1078,1731,9,4,8355,828,167,314,0,0,1309,1880,230,384,21,3,2518,115,48,43,0,0,206,118,37,35,221,0,411,158,26,35,9,0,228,8632,1586,2542,260,7,13027,196,49,316,3,0,564,941,113,207,22,0,1283,39021,3241,4709,419,11,47401,Frankston (C)
22250,1905,23,41,25,0,1994,1042,0,0,5,0,1047,290,9,48,5,0,352,78,15,21,3,0,117,268,5,17,7,3,300,5,0,0,0,0,5,75,0,6,10,0,91,67,0,0,0,0,67,783,29,92,25,3,932,33,0,0,0,0,33,132,10,12,3,0,157,3895,62,145,58,3,4163,Gannawarra (S)
22410,2998,93,53,28,3,3175,2507,36,19,12,3,2577,563,61,114,0,0,738,155,41,57,0,0,253,468,17,36,4,0,525,13,3,12,0,0,28,77,0,8,8,0,93,53,6,3,4,0,66,1329,128,230,16,0,1703,33,4,0,0,0,37,197,9,10,5,0,221,7064,270,312,61,6,7713,Glenelg (S)
22490,2338,3,3,16,3,2363,3191,9,4,8,0,3212,197,5,0,4,0,206,0,0,0,0,0,0,237,0,8,5,0,250,3,0,4,0,0,7,53,0,0,0,0,53,32,0,3,0,0,35,522,5,15,9,0,551,36,0,0,0,0,36,137,0,0,0,0,137,6224,17,22,33,3,6299,Golden Plains (S)
22620,12448,252,411,139,4,13254,13141,199,191,39,5,13575,3963,527,819,11,0,5320,1024,169,354,3,0,1550,2053,149,222,18,0,2442,188,49,45,0,0,282,217,32,40,67,0,356,159,17,13,4,0,193,7604,943,1493,103,0,10143,178,11,16,6,0,211,882,48,91,15,0,1036,34253,1453,2202,302,9,38219,Greater Bendigo (C)
22670,12318,877,1331,326,0,14852,10426,1191,1812,18,5,13452,4030,1105,4003,21,4,9163,762,182,817,0,0,1761,1712,229,761,17,6,2725,72,11,90,0,0,173,367,59,159,179,0,764,122,23,72,9,0,226,7065,1609,5902,226,10,14812,254,16,120,6,6,402,1271,148,501,53,0,1973,31334,3841,9666,629,21,45491,Greater Dandenong (C)
22750,26590,980,1390,221,5,29186,26096,609,968,31,6,27710,7695,1229,2587,34,4,11549,1717,441,624,0,3,2785,3640,321,712,40,0,4713,332,93,243,0,0,668,406,61,124,145,0,736,308,39,74,6,3,430,14098,2184,4364,225,10,20881,342,149,147,14,0,652,1624,151,284,38,0,2097,68750,4073,7153,529,21,80526,Greater Geelong (C)
22830,6542,145,258,192,4,7141,7329,71,119,21,4,7544,2058,280,750,8,4,3100,688,76,260,0,0,1024,1108,72,119,20,4,1323,113,11,56,0,0,180,241,13,45,110,0,409,133,10,28,6,0,177,4341,462,1258,144,8,6213,168,11,46,3,0,228,509,37,115,24,0,685,18889,726,1796,384,16,21811,Greater Shepparton (C)
22910,2469,21,20,25,0,2535,1935,6,5,10,0,1956,371,12,23,0,0,406,54,26,29,0,0,109,384,14,14,7,0,419,9,4,18,0,0,31,36,3,3,15,0,57,46,3,3,0,0,52,900,62,90,22,0,1074,38,0,8,6,0,52,137,3,6,3,0,149,5479,92,129,66,0,5766,Hepburn (S)
22980,1213,0,25,17,0,1255,569,3,0,0,0,572,121,0,19,3,0,143,12,4,11,0,0,27,141,0,11,3,0,155,7,0,11,0,0,18,26,0,6,5,0,37,35,0,7,0,0,42,342,4,65,11,0,422,21,0,0,0,0,21,71,0,3,0,0,74,2216,7,93,28,0,2344,Hindmarsh (S)
23110,9889,932,436,52,3,11312,8299,1304,525,23,0,10151,3148,1026,1394,27,3,5598,255,190,427,0,0,872,1133,226,272,20,3,1654,59,24,28,0,0,111,145,42,27,55,0,269,111,13,28,7,0,159,4851,1521,2176,109,6,8663,93,21,17,3,0,134,642,99,125,15,0,881,23774,3877,3279,202,9,31141,Hobsons Bay (C)
23190,2691,120,110,20,0,2941,2400,43,30,4,0,2477,774,76,234,4,0,1088,200,46,64,0,0,310,328,27,41,4,0,400,12,23,3,0,0,38,38,6,4,4,0,52,48,13,5,0,0,66,1400,191,351,12,0,1954,24,20,0,3,0,47,164,19,26,6,0,215,6679,393,517,45,0,7634,Horsham (RC)
23270,13852,778,379,64,3,15076,22107,2100,433,11,7,24658,4262,880,721,8,3,5874,1181,114,272,0,3,1570,1948,264,159,12,7,2390,86,20,22,0,3,131,302,29,26,128,0,485,169,23,15,5,0,212,7948,1330,1215,153,16,10662,222,47,8,3,0,280,1296,145,105,18,5,1569,45425,4400,2140,249,31,52245,Hume (C)
23350,2197,33,30,21,0,2281,2098,15,16,16,0,2145,376,41,30,10,0,457,38,21,35,0,0,94,308,21,17,11,0,357,9,0,14,0,0,23,35,0,4,11,0,50,49,3,3,0,0,55,815,86,103,32,0,1036,28,0,4,3,0,35,97,5,5,10,0,117,5235,139,158,82,0,5614,Indigo (S)
23430,14933,2600,1663,123,3,19322,14709,3040,1870,19,9,19647,3282,2163,2917,52,0,8414,340,221,400,0,0,961,1297,516,614,47,0,2474,67,40,55,0,0,162,96,46,56,158,0,356,135,43,57,4,0,239,5217,3029,4099,261,0,12606,160,124,110,4,0,398,862,258,338,13,0,1471,35881,9051,8080,420,12,53444,Kingston (C)
23670,16108,1209,434,87,0,17838,21623,1171,548,10,0,23352,4090,1033,516,10,3,5652,560,239,148,0,3,950,1537,254,153,13,0,1957,64,64,23,0,0,151,92,28,13,43,0,176,126,24,18,3,5,176,6469,1642,871,69,11,9062,344,221,139,5,0,709,851,170,61,12,0,1094,45395,4413,2053,183,11,52055,Knox (C)
23810,9131,295,426,163,0,10015,9337,202,175,23,4,9741,2712,162,975,0,3,3852,831,190,420,0,3,1444,1050,51,161,15,0,1277,122,14,74,0,0,210,108,5,38,46,0,197,118,4,32,0,0,154,4941,426,1700,61,6,7134,95,3,84,5,0,187,655,46,153,17,0,871,24159,972,2538,269,10,27948,Latrobe (C)
23940,1596,0,9,45,0,1650,720,0,0,11,0,731,58,0,4,0,0,62,23,4,21,0,0,48,243,0,8,7,0,258,6,0,3,0,0,9,60,3,3,3,0,69,55,0,0,4,0,59,445,7,39,14,0,505,38,0,3,4,0,45,87,0,3,14,0,104,2886,7,54,88,0,3035,Loddon (S)
24130,5164,41,100,30,0,5335,6552,42,48,19,3,6664,851,67,114,6,0,1038,126,4,48,0,0,178,613,18,47,9,0,687,42,0,26,0,0,68,92,3,3,13,0,111,77,0,4,0,0,81,1801,92,242,28,0,2163,72,0,3,0,0,75,249,9,22,3,0,283,13838,184,415,80,3,14520,Macedon Ranges (S)
24210,16507,1498,690,13,0,18708,10787,1291,515,3,3,12599,2570,1030,661,8,0,4269,53,58,31,0,0,142,934,249,160,13,0,1356,27,29,17,0,0,73,77,12,11,4,0,104,114,11,14,0,0,139,3775,1389,894,25,0,6083,157,147,83,0,0,387,656,111,79,0,0,846,31882,4436,2261,41,3,38623,Manningham (C)
24250,1170,74,8,11,0,1263,927,21,5,7,0,960,168,46,26,0,0,240,53,11,0,0,0,64,182,16,3,0,0,201,0,0,0,0,0,0,54,0,0,10,5,69,38,3,0,0,0,41,495,76,29,10,5,615,29,5,0,0,0,34,96,9,5,3,0,113,2717,185,47,31,5,2985,Mansfield (S)
24330,5417,539,527,27,5,6515,6034,1360,1100,16,13,8523,2515,1115,2716,26,9,6381,467,446,605,0,0,1518,1187,280,438,22,4,1931,62,13,134,4,0,213,160,30,84,8,0,282,84,19,47,0,0,150,4475,1903,4024,60,13,10475,83,11,46,5,0,145,480,78,227,0,5,790,16489,3891,5924,108,36,26448,Maribyrnong (C)
24410,10826,1753,367,14,4,12964,13710,1656,491,7,3,15867,2835,2049,550,12,0,5446,350,410,117,0,0,877,1125,514,112,13,0,1764,44,92,71,0,0,207,61,35,12,0,0,108,98,33,11,0,0,142,4513,3133,873,25,0,8544,117,73,33,0,0,223,524,225,37,3,0,789,29690,6840,1801,49,7,38387,Maroondah (C)
24600,648,1549,4085,13,0,6295,650,1680,5262,10,8,7610,424,1974,15246,25,22,17691,21,374,1857,0,0,2252,177,727,2882,27,0,3813,7,79,475,0,0,561,21,51,374,7,0,453,17,57,235,3,0,312,667,3262,21069,62,22,25082,18,35,127,5,0,185,41,142,618,3,0,804,2024,6668,31161,93,30,39976,Melbourne (C)
24650,6904,554,154,41,3,7656,18204,852,162,6,4,19228,3762,626,308,3,0,4699,225,47,81,0,0,353,1278,115,59,10,0,1462,69,19,13,0,0,101,127,18,5,63,0,213,98,13,5,0,0,116,5559,838,471,76,0,6944,182,80,19,0,0,281,730,83,38,12,4,867,31579,2407,844,135,11,34976,Melton (S)
24780,5758,171,221,137,3,6290,6140,113,111,16,5,6385,1968,404,565,4,0,2941,480,106,249,3,0,838,1036,59,103,31,0,1229,65,38,47,0,0,150,210,21,30,99,0,360,152,12,17,9,0,190,3911,640,1011,146,0,5708,109,16,21,6,0,152,495,65,114,41,0,715,16413,1005,1478,346,8,19250,Mildura (RC)
24850,3348,96,81,33,0,3558,5109,109,57,18,0,5293,871,104,181,8,0,1164,260,43,62,0,0,365,506,32,42,13,0,593,17,7,0,0,0,24,288,25,12,36,0,361,56,3,3,3,0,65,1998,214,300,60,0,2572,53,18,8,0,0,79,255,27,18,13,0,313,10763,464,464,124,0,11815,Mitchell (S)
24900,3996,99,174,113,7,4389,3326,42,41,12,0,3421,772,81,227,3,0,1083,200,29,97,0,0,326,580,35,83,17,5,720,13,3,21,0,0,37,160,3,20,34,0,217,114,0,12,0,0,126,1839,151,460,54,5,2509,72,10,16,0,0,98,267,8,47,9,0,331,9500,310,738,188,12,10748,Moira (S)
24970,21910,1801,1060,9,4,24784,14357,1852,1184,14,7,17414,5729,2076,2312,34,13,10164,532,306,251,0,0,1089,2118,496,562,23,4,3203,88,51,42,0,0,181,150,31,58,3,8,250,212,45,43,0,0,300,8829,3005,3268,60,25,15187,239,47,244,3,0,533,1112,176,166,4,0,1458,46447,6881,5922,90,36,59376,Monash (C)
25060,13096,1209,1018,14,4,15341,8840,1568,1393,14,4,11819,2709,1325,3376,40,6,7456,165,167,1656,0,0,1988,1099,380,571,27,3,2080,50,22,84,0,0,156,64,16,47,7,0,134,123,23,51,3,0,200,4210,1933,5785,77,9,12014,136,19,53,0,0,208,744,103,330,0,0,1177,27026,4832,8579,105,17,40559,Moonee Valley (C)
25150,3290,32,89,38,0,3449,4506,18,45,5,0,4574,679,35,134,3,0,851,169,4,74,3,0,250,398,3,39,6,0,446,17,0,13,0,0,30,72,0,11,15,0,98,47,3,15,0,0,65,1382,45,286,27,0,1740,58,0,6,3,0,67,218,4,23,3,0,248,9454,99,449,76,0,10078,Moorabool (S)
25250,16097,1861,1000,29,9,18996,11351,2796,1885,49,10,16091,4518,3138,4993,70,9,12728,461,426,571,0,0,1458,1980,777,812,49,6,3624,48,31,90,4,0,173,200,59,61,14,0,334,195,66,168,5,0,434,7402,4497,6695,142,15,18751,200,44,52,0,0,296,1173,267,263,6,0,1709,36223,9465,9895,226,34,55843,Moreland (C)
25340,17867,1931,818,352,6,20974,18636,765,348,32,3,19784,4908,1086,718,13,0,6725,589,252,179,3,0,1023,2079,260,201,29,3,2572,46,21,9,0,0,76,318,41,29,94,0,482,260,27,20,7,0,314,8200,1687,1156,146,3,11192,244,297,66,3,4,614,1137,264,158,23,5,1587,46084,4944,2546,556,21,54151,Mornington Peninsula (S)
25430,3111,23,62,33,0,3229,2275,17,15,7,3,2317,472,30,43,3,0,548,53,35,73,0,0,161,413,13,28,10,3,467,16,0,8,0,0,24,29,0,0,11,0,40,50,0,3,0,0,53,1033,78,155,24,3,1293,42,3,3,3,0,51,175,8,24,3,0,210,6636,129,259,70,6,7100,Mount Alexander (S)
25490,2444,33,10,21,0,2508,1859,18,4,10,0,1891,288,22,14,0,0,324,35,27,5,0,0,67,455,13,5,8,0,481,14,4,0,0,0,18,159,3,0,4,0,166,124,3,0,0,0,127,1075,72,24,12,0,1183,67,0,0,0,0,67,148,6,0,0,0,154,5593,129,38,43,0,5803,Moyne (S)
25620,2144,13,6,103,0,2266,1735,4,0,19,3,1761,263,14,10,5,0,292,49,23,0,11,0,83,289,4,9,7,3,312,9,0,0,0,0,9,69,3,5,25,0,102,33,0,4,4,0,41,712,44,28,52,3,839,32,0,0,5,0,37,117,3,3,8,0,131,4740,64,37,187,6,5034,Murrindindi (S)
25710,7202,158,51,12,3,7426,9433,142,105,7,3,9690,830,144,81,3,3,1061,49,23,39,0,0,111,452,41,28,5,0,526,13,10,36,0,0,59,43,5,0,3,0,51,59,6,6,0,0,71,1446,229,190,11,3,1879,78,10,4,0,0,92,245,16,14,0,0,275,18404,555,364,30,9,19362,Nillumbik (S)
25810,2067,37,10,26,0,2140,1395,6,3,15,4,1423,335,30,57,0,0,422,96,22,30,0,0,148,255,16,11,6,0,288,26,10,4,0,0,40,61,7,3,9,0,80,41,3,4,0,0,48,814,88,109,15,0,1026,28,0,0,0,0,28,107,6,8,31,0,152,4411,137,130,87,4,4769,Northern Grampians (S)
25900,2537,2545,3208,27,4,8321,2130,2613,5418,36,5,10202,1127,2126,12975,112,3,16343,32,405,1535,0,0,1972,411,645,2434,44,3,3537,21,22,168,0,3,214,15,26,116,0,0,157,52,55,171,3,0,281,1658,3279,17399,159,9,22504,29,38,115,0,0,182,153,149,554,5,0,861,6507,8624,26694,227,18,42070,Port Phillip (C)
25990,1378,0,0,26,0,1404,764,0,0,8,3,775,48,0,5,3,0,56,3,8,6,0,0,17,226,0,15,3,0,244,3,0,0,0,0,3,42,0,0,3,0,45,32,0,0,3,0,35,354,8,26,12,0,400,25,0,0,0,0,25,78,0,3,3,0,84,2599,8,29,49,3,2688,Pyrenees (S)
26080,627,41,8,0,0,676,221,3,3,3,0,230,91,21,6,3,0,121,3,10,0,0,0,13,67,3,6,3,0,79,0,14,0,0,0,14,35,0,0,3,0,38,16,0,0,0,0,16,212,48,12,9,0,281,0,0,0,0,0,0,22,4,3,0,0,29,1082,96,26,12,0,1216,Queenscliffe (B)
26170,4436,55,69,28,3,4591,3479,16,16,19,0,3530,670,61,64,4,0,799,94,44,22,0,0,160,603,17,21,11,0,652,14,28,11,0,0,53,127,0,0,13,0,140,119,7,0,5,0,131,1627,157,118,33,0,1935,89,8,12,0,0,109,244,18,21,4,0,287,9875,254,236,84,3,10452,South Gippsland (S)
26260,2919,32,39,13,0,3003,1777,11,14,7,0,1809,341,11,117,4,0,473,143,9,39,0,0,191,467,8,29,12,0,516,17,0,42,0,0,59,120,3,5,18,0,146,66,3,6,5,0,80,1154,34,238,39,0,1465,61,0,5,3,0,69,165,0,18,7,0,190,6076,77,314,69,0,6536,Southern Grampians (S)
