lga_code16,m_15_19_e,m_15_19_om_ie,m_15_19_om_uie,m_15_19_cfw,m_15_19_se_ns,m_15_19_total,m_20_24_e,m_20_24_om_ie,m_20_24_om_uie,m_20_24_cfw,m_20_24_es_ns,m_20_24_total,m_25_29_e,m_25_29_om_ie,m_25_29_om_uie,m_25_29_cfw,m_25_29_es_ns,m_25_29_total,m_30_34_e,m_30_34_om_ie,m_30_34_om_uie,m_30_34_cfw,m_30_34_es_ns,m_30_34_total,m_35_39_e,m_35_39_om_ie,m_35_39_om_uie,m_35_39_cfw,m_35_39_es_ns,m_35_39_total,m_40_44_e,m_40_44_om_ie,m_40_44_om_uie,m_40_44_cfw,m_40_44_es_ns,m_40_44_total,m_45_49_e,m_45_49_om_ie,m_45_49_om_uie,m_45_49_cfw,m_45_49_es_ns,m_45_49_total,m_50_54_e,m_50_54_om_ie,m_50_54_om_uie,m_50_54_cfw,m_50_54_es_ns,m_50_54_total,m_55_59_e,m_55_59_om_ie,m_55_59_om_uie,m_55_59_cfw,m_55_59_es_ns,m_55_59_total,m_60_64_e,m_60_64_om_ie,m_60_64_om_uie,m_60_64_cfw,m_60_64_es_ns,m_60_64_total,m_65_69_e,m_65_69_om_ie,m_65_69_om_uie,m_65_69_cfw,m_65_69_es_ns,m_65_69_total,m_70_74_e,m_70_74_om_ie,m_70_74_om_uie,m_70_74_cfw,m_70_74_es_ns,m_70_74_total,m_75ov_e,m_75ov_om_ie,m_75ov_om_uie,m_75ov_cfw,m_75ov_es_ns,m_75ov_total,m_total_e,m_total_om_ie,m_total_om_uie,m_total_cfw,m_total_es_ns,m_total_total,f_15_19_e,f_15_19_om_ie,f_15_19_om_uie,f_15_19_cfw,f_15_19_es_ns,f_15_19_total,f_20_24_e,f_20_24_om_ie,f_20_24_om_uie,f_20_24_cfw,f_20_24_es_ns,f_20_24_total,f_25_29_e,f_25_29_om_ie,f_25_29_om_uie,f_25_29_cfw,f_25_29_es_ns,f_25_29_total,f_30_34_e,f_30_34_om_ie,f_30_34_om_uie,f_30_34_cfw,f_30_34_es_ns,f_30_34_total,f_35_39_e,f_35_39_om_ie,f_35_39_om_uie,f_35_39_cfw,f_35_39_es_ns,f_35_39_total,f_40_44_e,f_40_44_om_ie,f_40_44_om_uie,f_40_44_cfw,f_40_44_es_ns,f_40_44_total,f_45_49_e,f_45_49_om_ie,f_45_49_om_uie,f_45_49_cfw,f_45_49_es_ns,f_45_49_total,f_50_54_e,f_50_54_om_ie,f_50_54_om_uie,f_50_54_cfw,f_50_54_es_ns,f_50_54_total,f_55_59_e,f_55_59_om_ie,f_55_59_om_uie,f_55_59_cfw,f_55_59_es_ns,f_55_59_total,f_60_64_e,f_60_64_om_ie,f_60_64_om_uie,f_60_64_cfw,f_60_64_es_ns,f_60_64_total,f_65_69_e,f_65_69_om_ie,f_65_69_om_uie,f_65_69_cfw,f_65_69_es_ns,f_65_69_total,f_70_74_e,f_70_74_om_ie,f_70_74_om_uie,f_70_74_cfw,f_70_74_es_ns,f_70_74_total,f_75ov_e,f_75ov_om_ie,f_75ov_om_uie,f_75ov_cfw,f_75ov_es_ns,f_75ov_total,f_total_e,f_total_om_ie,f_total_om_uie,f_total_cfw,f_total_es_ns,f_total_total,p_15_19_e,p_15_19_om_ie,p_15_19_om_uie,p_15_19_cfw,p_15_19_es_ns,p_15_19_total,p_20_24_e,p_20_24_om_ie,p_20_24_om_uie,p_20_24_cfw,p_20_24_es_ns,p_20_24_total,p_25_29_e,p_25_29_om_ie,p_25_29_om_uie,p_25_29_cfw,p_25_29_es_ns,p_25_29_total,p_30_34_e,p_30_34_om_ie,p_30_34_om_uie,p_30_34_cfw,p_30_34_es_ns,p_30_34_total,p_35_39_e,p_35_39_om_ie,p_35_39_om_uie,p_35_39_cfw,p_35_39_es_ns,p_35_39_total,p_40_44_e,p_40_44_om_ie,lga_name16
14200,199,0,3,3,7,212,269,3,5,3,6,288,246,0,15,3,4,271,239,13,40,3,4,296,211,17,33,10,3,277,237,19,41,12,4,319,252,29,36,18,10,341,256,27,58,11,13,364,230,33,69,24,9,361,141,24,52,17,4,245,52,16,48,14,0,128,12,12,31,17,3,79,8,13,24,26,3,73,2363,207,451,156,67,3247,193,0,0,3,0,199,229,0,8,3,5,243,222,3,18,4,3,253,220,8,21,7,0,253,225,11,23,14,9,279,260,14,33,13,3,326,312,13,28,9,5,374,301,16,24,14,5,362,285,20,46,12,9,366,153,15,35,26,3,221,46,9,24,13,3,103,13,9,10,15,4,48,4,3,7,20,9,43,2470,117,286,143,50,3074,391,0,3,10,7,408,505,5,14,8,4,535,465,8,33,5,10,520,463,15,60,6,5,553,434,27,57,19,12,553,501,34,Inverell (A)
14400,229,0,0,0,3,234,245,4,19,3,0,270,165,10,20,4,0,198,133,25,40,0,5,202,118,35,47,0,0,202,121,35,51,4,0,217,108,44,48,4,4,208,138,38,53,3,9,238,126,38,48,8,3,224,110,46,67,15,3,238,49,20,43,9,0,124,14,15,18,13,3,65,12,9,9,7,0,38,1578,321,453,78,37,2466,241,0,0,0,0,246,262,3,11,7,0,280,171,5,12,3,0,194,171,7,25,3,0,212,179,16,45,4,3,241,240,32,54,12,3,343,223,25,55,12,3,323,263,28,49,8,4,353,256,27,51,9,4,350,139,28,30,17,3,220,48,10,19,10,0,94,14,8,6,4,0,31,3,0,3,6,0,19,2217,199,357,96,30,2897,469,0,4,3,3,479,508,3,26,5,3,552,339,19,29,5,0,392,302,35,60,6,5,413,302,48,91,8,7,447,365,63,Kiama (A)
14500,686,0,21,5,0,722,1125,16,43,6,6,1198,1020,63,74,7,7,1167,958,110,91,15,7,1185,783,180,102,14,10,1092,751,276,149,24,9,1209,788,326,155,49,12,1331,748,403,215,32,13,1414,597,355,198,31,18,1195,434,259,183,33,8,907,271,248,143,28,3,692,113,127,91,17,3,346,68,78,68,36,10,259,8336,2447,1524,300,103,12709,974,3,20,7,4,1006,1404,7,46,3,6,1468,1360,20,50,12,6,1451,1291,66,84,20,8,1467,1155,125,148,20,5,1459,1401,190,199,41,7,1838,1709,233,277,44,16,2275,1728,246,189,30,13,2208,1445,167,196,42,16,1865,988,121,128,21,7,1270,519,80,91,34,6,741,182,48,55,28,0,313,80,30,28,13,4,157,14239,1328,1526,310,109,17509,1662,3,46,12,5,1726,2532,27,86,6,14,2665,2375,79,126,17,16,2615,2253,175,181,30,16,2657,1939,305,250,36,16,2546,2147,463,Ku-ring-gai (A)
14550,76,0,0,4,0,81,81,0,4,0,0,93,64,3,3,0,0,80,98,4,16,0,0,119,74,10,15,6,4,104,72,9,21,5,4,108,82,18,33,9,0,143,121,9,54,6,5,192,99,21,59,21,3,199,90,17,58,20,8,188,27,10,33,23,3,98,16,3,23,5,0,45,0,0,22,18,10,49,911,105,334,113,31,1497,61,0,0,0,3,70,39,0,9,0,0,45,53,0,6,4,0,68,71,3,15,3,0,88,65,5,14,4,0,94,91,3,21,4,0,126,94,7,14,9,0,139,134,9,28,8,5,187,141,11,34,14,0,191,81,6,22,10,3,124,22,5,19,13,3,56,7,0,9,6,0,20,0,3,7,10,0,18,867,60,186,89,17,1225,138,0,0,4,3,145,122,0,13,0,0,139,121,5,10,0,0,146,170,7,27,3,0,205,141,15,32,14,4,203,158,16,Kyogle (A)
14600,34,0,0,0,0,38,98,0,10,3,3,111,72,7,8,0,0,92,79,14,24,10,4,127,69,16,19,5,3,109,55,7,26,6,4,99,75,21,18,8,0,116,69,10,26,18,7,119,76,18,45,9,3,150,47,8,31,13,3,109,28,3,26,21,0,78,5,0,20,9,4,37,10,3,13,16,0,47,711,110,263,116,35,1239,48,0,0,3,0,52,89,0,4,0,0,88,93,4,3,6,0,108,91,0,8,4,3,113,74,4,11,3,0,86,91,0,11,9,0,111,87,12,6,5,3,118,95,9,18,5,3,129,80,3,17,5,3,113,60,4,18,16,6,100,27,0,8,8,0,46,7,0,6,3,0,21,9,0,3,8,3,22,855,40,119,77,21,1112,81,0,0,3,0,84,183,0,8,4,3,195,170,12,15,5,0,206,173,11,33,15,6,238,136,21,30,10,3,197,147,10,Lachlan (A)
14650,1997,3,16,6,14,2036,2918,18,63,13,37,3048,2499,99,143,11,16,2769,2303,207,227,15,31,2777,2073,305,222,25,23,2652,2139,369,281,33,25,2845,2037,410,331,32,33,2843,1930,401,299,30,32,2693,1848,367,331,42,26,2608,1233,270,268,44,23,1839,422,175,183,37,8,825,150,71,70,31,5,321,55,44,35,26,10,161,21597,2734,2462,354,272,27424,2423,10,12,6,19,2476,3197,9,59,12,22,3299,2785,44,118,12,17,2978,2635,93,201,38,17,2980,2410,138,243,35,14,2840,2768,197,305,53,27,3341,2916,185,261,54,22,3434,2859,191,270,65,30,3411,2454,163,217,44,26,2896,1463,122,148,41,19,1791,436,57,65,29,16,608,105,33,36,21,11,202,36,13,7,12,8,79,26481,1250,1942,416,247,30335,4421,14,31,18,37,4517,6109,32,124,23,60,6343,5290,142,259,17,35,5747,4940,298,428,58,44,5755,4482,445,466,66,39,5486,4903,565,Lake Macquarie (C)
14700,208,0,6,3,0,218,679,0,10,0,3,697,896,24,35,0,3,961,1098,58,45,4,4,1211,890,92,55,3,8,1050,811,115,65,8,5,999,639,154,82,5,6,886,574,115,77,10,8,774,422,140,78,10,9,663,251,69,59,11,4,396,130,77,38,7,3,253,48,36,25,12,0,122,23,27,13,8,3,64,6668,900,596,86,52,8301,228,0,4,0,3,237,647,3,6,7,3,667,914,10,30,5,6,960,972,26,35,5,3,1038,783,41,52,5,3,888,732,54,70,7,0,865,668,63,67,18,3,821,610,74,77,7,3,773,528,62,53,10,6,659,325,53,45,3,6,425,155,33,26,8,4,234,42,17,13,3,0,73,24,3,12,3,3,36,6630,433,478,90,47,7682,436,0,6,3,3,457,1327,3,14,8,14,1360,1812,40,61,5,13,1922,2068,83,82,9,7,2244,1673,132,114,14,11,1940,1544,167,Lane Cove (A)
14750,123,0,0,3,0,125,199,0,10,3,3,210,229,8,16,0,3,254,187,9,15,7,0,216,158,12,13,3,3,199,211,20,14,5,3,262,213,31,34,10,0,287,217,25,41,13,9,304,205,26,34,13,3,279,142,19,37,13,4,211,44,12,19,4,4,82,11,10,4,11,0,35,11,3,12,14,5,37,1946,171,247,100,44,2504,118,0,0,0,3,119,176,0,5,0,0,179,176,0,9,3,0,179,176,4,12,0,0,190,155,3,9,7,3,173,198,10,19,3,3,233,209,8,18,14,7,252,212,10,18,5,0,254,204,10,28,5,7,252,111,5,7,6,0,126,41,6,14,5,0,63,9,5,0,8,0,22,6,0,3,4,3,22,1777,63,137,75,21,2074,238,0,0,3,3,244,370,0,14,4,4,392,400,8,22,5,3,434,363,13,24,7,0,410,319,19,25,13,5,370,409,31,Leeton (A)
14850,534,0,5,3,5,554,640,3,15,4,15,672,630,15,39,5,8,703,677,33,59,3,9,780,700,53,94,3,5,859,759,58,115,10,13,956,809,77,140,14,11,1054,817,86,182,18,21,1122,838,97,164,28,14,1139,567,70,183,27,8,856,232,53,117,36,6,447,68,20,60,14,3,163,24,9,35,32,16,108,7281,579,1214,202,132,9417,648,0,4,7,6,667,742,0,15,7,4,768,719,6,26,7,3,766,742,14,51,13,8,827,861,32,64,9,3,977,1053,32,90,19,11,1205,1150,42,102,15,16,1322,1208,36,112,28,7,1387,1175,39,101,20,11,1350,753,27,90,21,11,906,244,13,50,30,8,343,46,6,30,9,5,97,12,3,11,14,8,50,9356,255,757,198,110,10672,1184,0,7,7,15,1223,1381,3,30,11,17,1444,1346,26,68,11,11,1467,1419,47,115,16,19,1610,1563,88,162,15,10,1836,1810,92,Lismore (C)
14870,225,0,0,0,3,235,310,5,5,0,3,326,345,12,8,7,8,380,342,19,11,6,0,376,279,18,20,3,0,329,337,32,31,3,5,404,364,24,40,4,6,440,389,34,41,4,5,476,424,30,47,15,5,516,197,23,43,16,0,279,75,12,29,10,0,126,29,12,17,10,3,73,3,3,12,14,4,35,3328,215,309,89,42,3987,202,0,0,0,0,201,258,3,9,3,3,272,284,5,14,6,4,312,250,3,20,4,4,281,254,13,20,3,3,300,372,20,27,4,0,423,352,19,31,4,4,404,355,27,35,16,3,436,349,23,28,9,7,414,188,8,20,10,6,244,72,6,4,14,3,98,30,3,8,7,0,53,8,0,5,6,3,21,2968,132,221,92,45,3452,429,0,3,0,5,433,565,4,10,3,9,593,631,10,20,9,9,692,591,22,29,7,4,657,536,33,46,8,4,631,708,45,Lithgow (C)
14900,1656,12,12,22,28,1723,3428,74,66,30,49,3643,3719,200,149,10,50,4134,3621,366,217,32,34,4273,3180,478,255,31,43,3978,3088,511,299,36,52,3992,2843,512,354,47,60,3824,2719,461,299,37,56,3569,2443,366,246,44,39,3132,1547,250,207,26,31,2067,607,165,94,22,24,907,144,64,38,16,10,275,65,44,22,16,5,147,29057,3502,2266,368,467,35663,1776,4,17,14,21,1834,3197,21,54,17,26,3307,3440,53,101,21,24,3651,3312,124,156,45,26,3662,3064,144,181,54,32,3479,3490,207,203,51,35,3988,3233,178,205,48,32,3702,2966,146,158,38,34,3344,2544,123,143,31,38,2883,1330,101,98,34,16,1569,476,52,38,16,13,592,101,19,18,9,3,155,28,14,7,3,7,61,28952,1189,1383,382,306,32221,3432,16,31,35,51,3559,6622,93,118,44,78,6954,7157,256,258,36,73,7783,6932,490,375,75,61,7938,6244,619,441,78,74,7453,6582,722,Liverpool (C)
14920,47,0,0,0,0,45,70,0,0,0,3,75,115,0,5,0,4,127,106,5,15,4,0,125,101,3,18,0,4,124,114,11,24,6,3,161,117,10,23,8,0,163,116,18,43,4,0,186,99,16,38,12,0,157,74,19,39,14,5,159,39,12,21,17,3,88,7,4,14,11,0,40,3,3,18,11,0,40,1006,111,261,90,28,1494,48,0,0,0,0,48,63,0,0,0,3,64,64,0,3,0,6,76,91,3,11,0,0,105,82,3,9,6,3,99,95,0,13,6,0,112,110,3,24,4,0,143,107,7,23,4,9,150,102,7,29,11,4,152,74,5,12,9,3,106,24,4,14,6,3,48,12,3,5,11,0,36,3,0,5,6,0,20,871,40,151,71,25,1163,94,0,0,0,0,95,129,0,4,0,3,144,179,3,10,4,9,202,197,9,25,3,3,236,182,9,26,4,10,225,210,12,Liverpool Plains (A)
14950,14,0,0,0,0,18,25,0,0,0,0,30,27,3,0,0,0,38,18,3,12,0,0,33,16,9,14,3,3,41,23,4,9,3,0,38,25,6,18,3,0,50,19,10,30,5,0,54,19,9,19,13,0,54,11,5,21,9,0,43,6,5,12,9,0,27,4,0,12,7,0,23,0,0,5,6,0,15,200,47,150,65,8,468,7,0,0,0,0,7,25,0,0,0,0,25,22,0,0,0,0,24,27,0,3,6,0,36,12,0,3,3,0,22,34,0,13,5,0,50,33,0,9,3,3,46,41,3,6,3,0,59,50,3,8,3,0,64,21,0,3,10,3,38,11,0,4,12,0,30,0,0,4,0,0,12,0,0,0,3,0,3,277,13,65,41,11,411,23,0,0,0,0,28,50,0,0,0,0,49,49,3,0,3,0,58,48,4,16,7,0,72,26,9,13,8,3,62,51,4,Lockhart (A)
15050,901,4,8,9,7,930,1252,15,28,4,9,1309,1259,44,54,3,7,1367,1158,101,58,5,3,1329,1050,119,72,7,9,1251,1015,140,85,13,10,1265,1078,158,88,10,15,1354,969,131,95,16,13,1226,890,145,121,13,7,1178,540,111,107,10,11,783,212,69,64,17,5,363,69,32,23,13,0,139,24,6,14,11,8,65,10424,1067,818,142,103,12553,1055,0,7,0,14,1073,1352,6,23,8,15,1396,1403,23,70,16,3,1525,1333,39,76,24,9,1475,1311,46,105,17,8,1485,1476,86,109,26,11,1706,1436,71,98,22,12,1636,1306,83,110,25,13,1536,1117,57,88,25,3,1294,561,39,59,23,13,696,190,25,24,21,4,264,41,8,6,10,7,73,19,5,4,4,3,40,12599,486,782,216,118,14199,1956,4,11,13,20,1999,2600,17,54,16,24,2705,2662,67,128,25,6,2893,2488,138,137,29,15,2807,2356,161,176,22,23,2741,2493,225,Maitland (C)
15240,797,0,7,9,20,836,892,10,21,9,19,942,845,22,49,5,20,945,840,44,97,7,13,1003,760,73,118,5,18,968,892,123,176,27,19,1232,1023,129,236,37,25,1443,1065,158,272,44,37,1581,1020,172,325,37,31,1581,766,155,287,67,26,1297,286,103,150,58,16,621,81,58,86,50,14,286,27,16,68,53,18,189,9290,1065,1903,410,272,12939,850,0,0,7,25,882,904,0,15,4,15,938,884,8,40,16,18,960,887,28,61,18,5,998,962,41,103,23,18,1148,1239,83,132,37,17,1511,1407,77,167,39,15,1713,1541,79,173,47,23,1866,1537,83,166,59,28,1879,944,70,116,54,34,1225,336,50,94,58,17,549,77,14,56,33,12,190,35,11,16,25,17,97,11606,546,1143,427,235,13955,1645,0,7,21,48,1716,1791,11,36,9,27,1886,1730,29,90,21,33,1904,1728,75,158,23,22,2007,1727,112,224,34,30,2123,2128,203,Mid-Coast (A)
15270,232,0,0,5,4,246,349,0,7,7,10,371,457,11,21,0,3,491,499,16,29,11,7,566,436,32,31,3,9,506,423,49,50,8,7,534,440,68,70,10,11,595,462,56,60,15,14,598,365,48,87,26,9,537,203,30,77,27,3,337,73,27,57,42,3,203,31,15,36,35,3,119,7,15,28,30,8,85,3980,371,555,207,86,5191,246,0,0,4,5,256,283,0,6,0,6,298,307,8,18,3,0,328,340,11,39,18,5,421,324,16,48,10,6,407,387,25,62,5,8,496,475,40,33,9,4,564,431,29,48,20,7,538,379,31,40,20,5,477,193,20,46,31,0,288,69,15,30,14,5,134,20,7,13,21,5,65,5,3,16,13,3,44,3460,216,414,172,74,4336,481,0,0,8,13,507,635,4,16,6,18,672,760,15,37,5,3,819,845,30,71,22,15,985,762,48,78,15,16,918,809,78,Mid-Western Regional (A)
15300,128,0,3,3,4,139,241,4,10,0,4,255,254,11,22,3,5,291,203,16,34,0,8,257,216,18,29,0,3,268,193,44,47,3,3,295,223,40,41,17,10,333,229,31,48,16,6,328,180,47,65,11,10,318,139,28,52,16,5,243,68,25,34,19,3,152,21,12,22,14,3,68,8,7,22,12,5,53,2099,289,428,108,66,2991,109,0,0,0,0,114,188,0,3,0,0,197,243,0,10,0,0,261,237,8,26,4,4,277,222,17,19,9,0,268,236,15,26,4,3,282,222,28,24,8,3,288,236,21,30,14,7,304,191,20,42,23,0,278,125,11,23,22,3,188,43,7,19,8,3,86,18,3,7,10,3,41,8,3,4,11,0,28,2080,137,240,113,34,2613,237,0,3,0,3,247,434,8,15,3,7,460,496,11,35,4,10,557,444,25,52,3,12,536,438,36,48,6,4,534,429,57,Moree Plains (A)
15350,161,0,0,0,4,166,391,6,7,3,3,410,388,31,36,0,4,456,351,51,40,0,0,448,290,75,50,4,6,431,220,99,59,3,5,390,212,120,50,11,3,390,199,123,74,12,3,408,133,116,66,8,5,331,102,82,59,9,6,265,73,83,50,17,3,219,26,44,33,15,0,110,18,32,20,18,3,87,2568,851,544,110,45,4112,197,0,5,0,0,206,490,3,13,0,6,514,498,14,14,0,0,535,439,23,35,6,0,502,315,52,48,4,10,422,326,51,70,12,0,461,290,72,72,10,4,454,332,71,60,17,3,489,264,68,66,12,0,401,202,52,40,11,0,308,116,37,37,14,0,195,47,20,18,6,0,83,18,6,11,12,4,53,3535,469,487,100,28,4626,355,0,6,4,4,368,884,11,19,3,5,923,887,44,49,0,6,985,785,77,72,9,0,958,600,126,97,13,17,851,553,150,Mosman (A)
15520,120,0,0,4,3,125,165,3,6,10,0,191,156,9,12,3,0,177,136,15,21,7,4,177,111,29,27,9,4,172,143,33,25,10,8,219,173,36,48,15,9,274,147,32,46,18,4,256,170,56,60,30,9,314,120,27,56,25,3,229,48,22,37,20,5,130,22,9,15,24,4,66,12,11,19,21,3,70,1513,281,370,187,52,2407,117,0,0,6,3,128,147,0,0,0,3,150,129,6,9,0,0,142,139,8,16,10,0,169,114,5,7,5,7,141,132,21,15,6,7,181,181,19,25,13,3,243,187,26,20,12,3,249,183,10,24,20,4,245,120,8,24,18,4,171,18,11,11,7,3,56,12,7,12,13,4,39,4,0,3,10,0,20,1472,120,165,128,38,1927,237,3,0,13,3,253,313,3,6,10,8,339,281,9,15,8,0,316,270,25,36,8,7,346,223,38,32,18,8,313,277,52,Murray River (A)
15560,45,0,0,3,0,48,56,0,3,3,3,70,72,8,12,4,3,96,51,3,5,3,0,63,49,10,17,4,0,79,45,23,12,4,0,82,48,14,18,3,3,85,60,23,26,9,0,120,63,21,25,6,3,118,47,6,11,14,3,86,28,4,12,3,4,51,3,4,11,4,0,24,0,3,8,7,0,24,560,137,151,67,24,932,18,0,3,5,0,27,36,0,0,0,0,33,73,0,7,0,0,77,41,7,3,0,3,57,45,3,8,3,0,56,50,14,6,7,0,80,56,6,8,7,4,84,58,12,12,4,0,80,55,15,15,6,7,83,34,4,0,8,0,53,10,0,10,6,0,27,6,0,4,0,0,13,0,0,3,6,0,13,477,65,68,45,21,674,62,0,3,4,0,73,91,0,3,3,4,101,142,8,17,7,3,177,90,9,10,8,3,116,91,12,19,7,0,133,96,40,Murrumbidgee (A)
15650,223,0,3,3,4,231,441,0,5,0,3,457,624,8,15,0,3,644,709,13,10,0,6,744,680,17,16,0,6,718,681,17,21,4,4,729,652,26,18,5,5,715,638,18,27,4,3,692,510,21,35,9,7,587,255,22,26,11,6,319,72,13,24,3,5,118,18,8,16,13,0,52,9,6,8,7,3,32,5518,173,219,65,59,6034,208,0,0,0,6,209,316,0,3,0,0,323,374,3,20,3,3,405,344,9,14,4,0,379,330,9,18,3,0,363,346,11,23,3,5,393,368,13,13,12,4,407,353,13,30,17,3,409,265,5,12,7,6,292,145,4,18,3,3,175,40,4,14,4,0,59,12,0,4,6,3,31,11,0,3,3,3,20,3103,76,173,64,38,3461,430,0,3,3,9,442,759,3,10,0,7,780,994,14,29,3,3,1050,1054,29,26,6,6,1119,1011,25,32,3,10,1079,1027,31,Muswellbrook (A)
15700,154,0,3,3,3,164,212,4,7,0,5,223,203,0,13,3,3,228,194,9,12,5,4,229,198,14,34,4,7,260,210,17,37,6,9,279,197,23,44,4,5,271,218,15,54,15,12,310,225,25,69,9,7,332,155,22,76,17,7,283,51,8,57,17,3,139,21,6,19,10,0,54,4,9,11,19,3,49,2048,162,442,119,62,2826,151,0,3,0,3,158,179,0,4,0,0,182,151,3,11,0,3,175,151,4,22,7,4,188,181,6,27,10,0,227,220,13,38,9,4,284,256,19,40,5,8,326,310,14,44,9,3,372,335,18,48,7,4,408,169,17,41,16,0,243,49,4,17,15,0,97,19,4,13,3,0,37,3,4,3,13,0,26,2181,105,296,89,38,2708,301,0,3,3,6,317,387,4,11,3,5,412,356,4,20,9,8,395,351,9,36,9,9,415,386,24,59,10,9,485,427,35,Nambucca (A)
15750,168,0,0,5,3,177,234,4,0,0,3,241,340,6,18,0,4,376,351,3,19,8,6,396,339,25,26,3,4,397,298,25,44,17,3,392,299,35,47,4,7,387,320,42,44,9,0,415,255,54,36,22,9,372,163,34,44,16,9,267,56,32,33,27,3,148,24,11,17,10,3,69,6,3,19,20,5,50,2850,274,349,146,59,3679,135,0,3,3,3,148,193,0,3,0,0,198,258,3,5,3,0,276,244,4,13,9,4,277,205,24,12,7,3,255,219,17,30,10,5,280,214,6,21,10,4,255,240,19,36,15,9,318,224,25,21,19,4,284,139,14,26,7,3,188,47,16,18,15,0,95,9,3,9,7,3,28,3,6,5,13,3,28,2130,130,213,122,43,2627,307,0,3,4,4,321,423,4,4,3,3,434,600,13,25,10,9,654,595,14,38,15,10,671,545,44,43,13,4,651,518,41,Narrabri (A)
15800,38,0,0,3,0,43,70,0,4,5,0,78,72,0,8,3,0,86,56,9,13,0,0,77,56,10,20,8,0,94,77,11,16,7,0,114,75,7,18,5,0,112,90,8,22,13,3,138,73,10,36,14,3,135,48,11,23,7,0,88,25,10,23,15,3,75,6,5,10,4,0,22,0,3,12,9,0,23,689,90,206,79,16,1083,47,0,0,0,0,48,72,0,5,0,0,80,63,0,3,0,0,65,76,3,0,10,0,84,69,6,9,0,0,78,82,6,10,6,0,99,89,7,11,4,0,111,109,4,16,8,0,136,101,8,12,11,4,140,56,3,12,3,0,81,16,6,14,3,0,41,0,3,9,0,0,12,5,3,6,10,0,20,777,50,102,57,13,1007,87,0,0,3,3,92,137,3,12,3,0,154,133,0,7,4,0,155,131,14,13,10,0,164,128,15,26,4,0,171,159,15,Narrandera (A)
15850,35,0,0,3,0,37,88,5,5,0,0,102,94,5,5,3,0,113,100,9,12,3,0,127,74,8,17,3,0,107,77,9,30,5,3,127,80,15,20,12,5,131,81,14,30,18,0,139,77,22,32,8,3,147,61,14,30,9,3,117,28,13,22,15,3,75,4,6,11,10,3,36,12,0,11,12,3,38,796,121,230,111,32,1286,45,0,0,0,0,45,51,0,0,0,3,56,88,0,3,0,0,88,60,3,7,3,0,77,65,0,14,3,0,84,76,12,11,4,0,100,82,6,15,11,0,115,85,7,17,3,0,113,94,9,11,8,0,119,54,8,14,13,0,90,19,3,14,14,0,50,5,0,0,7,0,17,6,0,0,6,0,15,731,44,107,80,14,975,82,0,0,3,0,83,135,5,5,0,3,153,179,5,8,3,0,200,164,15,21,10,0,208,142,8,30,5,0,189,152,23,Narromine (A)
15900,2063,5,8,12,29,2122,4414,21,89,7,36,4570,4802,109,203,16,46,5177,4874,246,264,24,25,5437,4481,361,244,16,20,5120,4617,429,290,26,38,5396,4590,473,310,22,22,5420,4404,446,328,35,39,5252,3956,390,325,27,37,4739,2264,283,252,31,35,2861,739,144,129,31,16,1064,206,70,68,20,16,379,95,33,44,28,15,213,41504,3018,2553,302,376,47740,2415,12,10,12,18,2467,5028,14,63,3,32,5142,5360,54,124,10,17,5565,5092,97,210,30,27,5453,4824,164,264,32,28,5313,5102,190,266,46,27,5638,5208,207,272,49,42,5783,5028,184,206,51,31,5498,4326,154,197,45,43,4764,2419,96,135,22,18,2691,728,58,76,38,16,922,144,20,36,16,16,235,64,11,12,15,12,112,45738,1280,1889,355,317,49581,4481,20,21,17,51,4588,9445,42,152,11,62,9713,10159,168,326,28,63,10740,9970,342,476,52,55,10895,9297,519,512,55,43,10426,9720,623,Newcastle (C)
15950,620,5,8,9,12,654,2694,26,42,9,20,2796,4539,127,111,19,24,4820,5841,275,161,16,33,6324,5478,431,169,17,33,6129,4502,523,196,19,23,5267,3529,557,174,26,23,4316,2739,540,176,29,17,3496,1909,446,195,27,22,2606,1076,342,157,26,20,1615,487,284,114,26,12,936,154,127,67,24,6,386,69,68,40,25,4,208,33642,3756,1631,273,255,39555,749,3,8,4,12,772,2940,3,24,9,14,2992,4808,54,69,7,21,4957,5102,117,138,26,25,5407,4075,156,171,29,19,4448,3420,190,156,33,16,3811,2934,242,164,20,17,3377,2214,219,157,22,23,2638,1627,186,137,37,19,2009,987,132,102,19,6,1245,479,89,75,22,10,677,173,39,25,9,4,252,49,10,18,14,9,95,29559,1435,1247,249,205,32694,1371,10,19,11,21,1423,5636,31,68,13,35,5793,9343,175,179,24,48,9780,10942,392,303,42,59,11737,9556,586,337,50,51,10581,7914,713,North Sydney (A)
