lga_name_2016,lga_code_2016,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw
Campbelltown (C) (NSW),11500,4,0,0,3,0,0,0,7,0,243,4,260,0,0,0,0,0,0,0,14,0,63,3,82,0,3,0,0,0,0,0,18,0,50,3,81,0,0,0,0,0,4,0,20,0,47,3,75,3,3,0,0,0,9,0,50,4,436,6,518,4,7,0,11,0,40,0,76,6,194,3,339,3,29,0,10,0,91,3,124,12,1248,13,1534,9,42,0,36,4,212,3,117,17,406,9,859,39,56,0,123,7,299,12,94,15,413,10,1065,161,51,5,201,12,238,10,92,21,253,9,1045,198,33,0,200,4,208,12,46,10,90,3,813,305,40,9,177,27,128,5,34,16,59,3,796,843,39,16,282,34,212,6,39,12,82,4,1568,569,12,11,168,23,52,3,11,7,11,3,871,281,6,3,72,6,18,0,5,0,14,0,408,147,3,5,19,3,34,0,10,0,4,0,226,145,4,3,40,9,26,3,5
Canada Bay (A),11520,0,4,0,0,0,6,0,0,0,272,0,288,0,0,0,0,0,0,0,7,0,84,0,92,0,0,0,0,0,0,0,22,3,39,0,61,0,0,0,0,0,3,0,18,0,12,0,41,0,15,3,0,0,9,0,33,4,261,6,320,0,12,0,3,0,20,0,43,0,90,0,179,8,32,0,10,0,58,3,62,8,523,4,704,13,27,3,16,3,74,7,61,8,220,5,428,27,60,5,52,0,121,3,72,9,250,4,599,64,51,5,99,3,101,3,58,3,192,0,576,67,25,0,80,7,96,3,32,5,77,0,400,127,34,5,103,12,80,8,25,7,93,3,490,439,44,12,174,22,182,4,60,10,122,3,1059,449,26,4,143,21,60,11,31,5,78,0,824,443,23,3,101,9,25,0,14,3,41,0,656,372,8,3,41,7,97,3,11,5,19,0,564,907,28,14,156,40,111,10,44
Canterbury-Bankstown (A),11570,4,0,0,6,0,3,0,11,4,867,14,910,0,7,0,3,0,5,0,21,9,287,3,334,0,8,0,0,0,7,0,71,7,197,3,297,0,0,0,0,0,5,0,84,10,125,0,223,3,25,0,6,0,31,10,133,24,1446,12,1681,0,33,0,11,0,126,3,208,19,432,3,834,17,104,11,35,7,221,8,238,38,3056,39,3769,33,134,5,104,3,404,14,239,36,779,22,1769,100,171,13,247,10,514,19,200,42,726,14,2048,262,151,7,378,28,346,9,135,20,446,19,1804,231,73,11,301,15,284,8,68,15,131,4,1143,402,69,13,309,30,212,10,52,7,122,3,1235,1157,87,18,402,57,298,8,80,20,147,8,2278,796,26,14,229,32,105,9,31,9,44,4,1301,527,16,9,114,13,41,6,7,6,25,3,763,325,5,0,41,8,64,0,3,0,11,0,474,498,18,7,109,16,43,3,13
Carrathool (A),11600,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,10,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,3,0,3,0,3,0,24,0,41,3,0,0,3,0,3,0,0,0,7,0,22,0,0,0,3,0,3,3,0,0,8,0,18,3,4,0,9,0,4,0,0,0,0,0,28,5,0,0,14,0,4,0,0,0,0,0,27,13,0,0,7,0,3,0,0,0,3,0,20,13,0,0,12,0,3,0,0,0,0,0,37,14,3,0,3,0,4,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,8,12,3,0,0,0,0,0,0
Central Coast (C) (NSW),11650,3,0,0,5,0,10,0,10,4,394,11,435,7,3,0,3,0,0,0,38,4,183,7,242,0,3,0,3,0,8,0,47,4,136,0,207,0,0,0,0,0,8,0,28,5,91,5,135,16,40,3,8,0,21,0,96,7,1276,24,1481,5,35,0,12,0,56,9,175,7,502,7,809,15,101,10,46,0,148,9,314,32,4770,83,5539,51,124,10,98,13,359,11,424,47,1810,33,2973,115,214,15,298,23,422,14,359,55,1882,34,3425,303,195,20,529,26,404,22,277,38,1300,26,3146,323,107,21,455,28,316,16,127,21,359,6,1774,517,87,17,472,35,278,17,132,16,346,6,1925,1429,154,29,765,75,443,34,118,23,414,12,3493,1028,67,30,490,42,125,23,75,11,177,0,2065,633,33,22,231,33,53,11,19,5,70,0,1118,332,20,6,85,22,150,5,20,9,50,0,698,508,59,17,249,28,101,10,54
Burwood (A),11300,0,0,0,0,0,0,3,0,0,177,0,188,0,0,0,0,0,0,0,7,0,50,0,56,0,3,0,0,0,0,0,19,0,29,0,51,0,0,0,0,0,0,0,14,0,14,0,23,0,5,0,0,0,4,0,29,0,114,0,148,0,10,0,0,0,20,0,37,0,37,0,102,0,23,3,3,0,21,0,31,0,248,3,334,0,25,0,12,0,44,0,14,3,87,0,187,5,42,0,50,0,60,0,30,4,73,0,260,36,22,0,68,0,29,3,28,0,45,0,233,53,13,0,54,3,37,3,8,0,15,0,188,61,11,5,39,4,26,7,5,5,22,0,176,155,13,3,55,11,49,3,14,3,32,0,325,113,3,0,43,0,18,0,5,0,13,0,202,83,7,0,19,0,4,0,0,0,9,0,121,51,3,3,11,0,7,0,0,0,0,0,86,105,5,3,22,11,17,0,5
Byron (A),11350,4,0,0,0,0,0,0,0,0,25,0,34,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,6,0,15,0,29,0,0,0,0,0,0,0,7,0,12,0,11,3,3,0,7,0,3,0,18,4,70,0,104,0,3,0,7,0,8,0,16,0,38,0,73,5,32,0,8,0,7,0,53,5,225,5,341,5,28,0,18,0,29,4,42,0,107,3,238,17,59,0,48,0,35,4,53,3,122,3,334,39,47,6,55,10,28,3,33,3,109,3,332,25,21,0,49,5,10,3,19,4,38,0,185,41,23,5,50,3,21,5,13,0,41,3,213,81,24,8,60,10,20,3,18,0,52,3,279,53,8,0,50,9,13,7,9,0,16,3,166,37,7,0,23,0,5,4,3,0,10,3,97,22,5,0,9,0,9,0,6,0,7,0,52,41,16,3,28,9,18,5,14
Cabonne (A),11400,0,0,0,3,0,0,0,0,0,20,0,27,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,3,0,6,11,0,0,0,0,0,0,4,0,46,0,65,0,7,0,3,0,7,0,15,0,15,0,42,11,0,0,8,3,8,3,12,5,163,3,215,9,9,0,14,0,19,0,22,3,41,0,126,14,8,3,31,0,20,5,13,4,51,0,141,31,13,4,38,0,25,7,6,3,30,0,151,17,6,3,22,3,5,0,5,0,10,0,68,33,8,0,20,0,11,0,3,0,8,0,93,59,9,0,39,7,21,0,7,0,6,0,149,38,3,0,16,3,4,0,3,0,3,0,77,32,0,3,12,0,0,0,0,0,7,0,60,12,0,0,3,0,6,0,0,0,0,0,28,25,3,0,16,0,3,0,3
Camden (A),11450,0,0,0,0,0,3,0,0,0,95,0,103,0,0,0,0,0,0,0,3,0,23,0,30,0,0,0,0,0,0,0,8,0,22,0,33,0,0,0,0,0,0,0,7,0,11,0,10,8,12,0,0,0,0,0,15,3,166,3,207,3,0,0,3,0,12,0,17,3,61,0,106,0,12,0,6,0,25,0,41,4,543,8,637,6,16,0,16,4,57,5,50,3,190,3,352,21,24,3,37,4,74,6,50,9,247,0,473,59,23,7,88,5,92,3,44,6,127,0,447,71,4,3,85,11,79,3,28,4,48,3,341,123,14,3,94,11,66,3,12,9,39,0,381,565,27,11,207,28,122,13,17,11,64,3,1062,510,13,4,124,31,37,7,6,3,12,0,750,301,6,5,57,13,12,4,4,3,5,0,410,167,4,0,21,5,29,0,0,4,5,0,245,186,4,3,59,6,27,0,3
Central Darling (A),11700,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,18,0,16,3,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,4,0,12,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3,0,10,3,0,0,6,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Cessnock (C),11720,0,0,0,0,0,3,0,3,0,53,0,60,0,4,0,0,0,0,0,9,0,31,0,42,0,0,0,0,0,3,0,10,0,26,0,44,0,0,0,0,0,0,0,6,0,15,0,24,3,3,0,3,0,3,0,25,0,228,3,274,0,6,0,4,0,13,0,42,0,92,0,165,8,11,4,11,0,21,0,61,6,805,9,943,10,20,0,18,0,59,3,74,9,244,3,441,20,33,7,60,4,75,4,54,13,213,3,492,76,30,3,93,8,79,8,26,10,139,0,469,53,12,0,91,6,61,0,26,4,25,0,285,97,6,4,75,7,45,6,16,6,42,3,306,243,24,8,123,21,78,5,20,3,51,7,581,152,11,3,85,12,15,4,3,0,18,0,300,106,3,6,32,5,3,0,4,4,8,0,173,42,0,6,7,0,13,0,5,3,4,0,77,72,7,0,25,6,12,0,7
Clarence Valley (A),11730,5,3,0,0,0,0,0,3,0,57,0,66,3,0,0,4,0,3,0,3,0,49,0,64,0,3,0,0,0,0,0,5,0,31,0,46,0,0,0,0,0,0,0,7,0,23,0,31,10,5,0,4,0,4,0,28,7,373,9,447,3,11,0,12,0,10,0,52,10,129,0,226,16,39,0,25,0,34,9,93,8,1196,17,1442,12,45,3,42,5,75,0,104,16,399,9,702,45,48,10,78,3,75,6,79,12,366,6,732,98,48,7,106,9,53,10,40,6,249,0,622,47,24,3,78,4,43,0,24,6,60,0,282,72,25,3,87,5,43,8,23,4,69,0,338,143,27,6,129,7,55,6,15,9,74,3,479,74,14,3,70,10,27,0,5,4,29,0,235,57,6,0,18,5,9,0,10,3,5,0,111,25,3,0,8,3,16,0,0,0,3,0,59,36,3,0,24,3,11,0,4
Cobar (A),11750,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,4,0,3,0,11,4,3,0,0,0,3,0,4,0,41,0,60,3,3,0,8,0,4,0,3,3,11,0,35,4,0,0,4,0,9,0,6,3,8,0,24,4,0,0,10,0,8,0,0,0,10,0,32,5,0,0,3,0,7,0,0,0,0,0,22,10,0,0,12,0,4,0,0,0,3,0,31,22,0,0,21,3,12,0,0,0,4,0,61,22,0,0,12,0,0,0,0,0,3,0,39,21,0,0,3,3,0,0,0,0,0,0,35,7,0,0,0,0,4,0,0,0,0,0,11,26,0,0,4,0,3,0,4
Coffs Harbour (C),11800,0,0,0,0,0,0,0,3,0,85,0,93,0,0,0,0,0,0,0,7,0,27,0,33,3,0,0,0,0,0,0,12,0,37,0,49,0,0,0,0,0,3,0,9,0,20,0,34,8,12,0,3,0,6,0,33,3,360,7,429,0,11,0,5,0,10,3,62,11,139,0,244,15,29,3,8,0,47,4,103,9,1148,15,1392,20,63,5,37,3,88,6,129,9,465,3,833,32,74,3,99,5,105,12,111,7,463,4,916,92,73,7,182,7,85,12,66,6,332,4,875,102,32,3,143,3,51,4,38,3,90,0,480,131,26,8,128,9,49,7,23,3,100,3,485,270,38,5,193,24,79,5,34,10,105,0,755,190,10,3,97,13,41,11,7,3,49,0,424,111,12,0,42,3,5,5,5,0,20,0,200,54,4,0,12,0,16,0,3,5,9,0,98,92,7,4,47,3,19,5,11
Coolamon (A),12000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,33,0,30,0,0,0,0,0,0,0,4,0,13,0,21,3,3,0,0,0,4,0,4,3,77,0,92,3,4,0,0,0,4,0,10,0,8,0,38,3,3,0,9,0,10,0,3,0,15,0,47,15,4,0,12,0,8,0,4,0,15,0,56,3,4,3,3,0,3,0,5,0,3,0,30,5,3,0,4,0,0,0,0,0,0,0,18,21,3,0,7,0,3,0,0,0,7,0,39,15,0,0,3,0,0,0,0,0,0,0,19,15,0,0,6,0,0,0,0,0,0,0,22,5,0,0,3,0,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0
Coonamble (A),12150,5,0,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,13,0,0,0,0,0,0,0,7,0,0,0,10,4,3,0,3,0,0,0,5,0,50,0,61,0,0,0,3,0,4,0,4,4,3,0,24,11,0,0,3,0,3,0,0,0,14,0,37,14,6,0,8,0,3,0,8,0,6,0,46,7,0,0,3,0,0,0,0,0,0,0,18,12,0,0,3,0,3,0,0,0,3,0,19,17,0,0,9,5,5,0,0,0,0,0,38,15,0,0,3,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,0
Cowra (A),12350,3,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,3,0,12,0,20,0,0,0,0,0,0,0,7,0,5,0,11,3,3,0,0,0,0,0,4,0,65,0,80,0,0,0,3,0,11,0,5,0,18,0,40,9,11,0,9,0,18,0,21,0,236,3,298,11,9,0,7,0,18,0,28,3,63,0,143,15,13,0,26,0,27,6,16,4,63,3,177,25,7,0,41,0,22,0,19,0,41,0,164,17,0,0,22,0,16,0,5,0,5,0,64,34,7,0,14,0,4,0,8,0,10,0,77,53,8,0,31,3,9,0,9,0,15,3,129,20,0,0,11,0,5,3,7,0,3,0,57,17,0,0,3,0,3,0,0,0,6,0,29,10,0,3,6,0,4,0,0,0,0,0,21,19,3,0,7,0,0,0,0
Cumberland (A),12380,3,0,0,0,0,6,0,4,5,640,5,665,0,0,0,0,0,0,0,13,3,165,5,187,0,3,0,3,0,5,0,37,6,122,0,180,0,0,0,0,0,6,0,61,3,72,3,144,9,10,0,0,0,23,0,80,11,726,9,877,0,22,3,8,0,60,3,126,15,223,5,473,19,92,3,23,3,199,9,177,22,1456,20,2018,21,87,3,58,5,315,6,124,31,441,15,1114,52,140,10,202,10,353,9,122,23,426,11,1353,172,105,10,285,17,239,7,80,15,234,10,1169,202,49,11,217,17,202,10,41,10,71,3,832,287,26,5,170,23,162,3,30,8,63,3,776,796,44,13,271,48,188,4,29,3,98,3,1503,496,14,12,142,23,51,0,15,6,24,0,786,318,12,7,72,6,17,3,3,0,15,0,450,172,0,7,14,3,34,0,0,0,13,0,247,216,11,0,33,18,33,0,8
Dungog (A),12700,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,3,0,11,0,14,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,50,0,57,0,4,0,0,0,3,0,4,0,16,0,35,3,4,0,3,0,7,0,10,0,139,3,173,7,3,0,5,0,10,0,15,3,48,0,82,7,9,0,23,0,12,0,12,0,57,3,129,14,10,0,24,0,14,7,17,0,34,0,109,6,11,0,18,5,11,0,0,0,11,0,59,17,3,0,21,4,12,0,0,0,10,0,66,44,5,0,30,0,18,0,6,3,7,0,114,21,0,0,15,0,4,0,0,0,3,0,48,20,0,0,12,0,3,0,0,3,0,0,45,7,0,0,3,0,8,0,0,0,0,0,19,13,3,0,16,3,3,0,3
Edward River (A),12730,0,0,0,0,0,0,0,0,0,11,0,18,3,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,3,35,0,48,0,0,0,0,0,4,0,12,0,12,0,28,0,0,0,9,0,10,0,13,0,99,3,141,0,5,0,9,0,8,0,10,3,34,0,70,10,5,0,21,0,22,0,13,0,40,0,111,18,4,0,26,3,15,3,4,3,26,0,103,19,3,0,18,0,6,0,9,0,6,0,62,22,0,0,11,0,6,0,0,0,7,0,53,59,5,3,32,3,9,0,3,0,10,0,124,28,3,3,17,4,3,4,3,0,3,0,57,17,3,3,6,0,0,0,0,0,3,0,29,6,0,0,3,0,0,0,0,0,0,0,16,7,0,0,8,4,5,0,0
Eurobodalla (A),12750,0,0,0,0,0,0,0,0,0,45,0,51,3,0,0,0,0,0,0,5,0,37,0,49,3,0,0,3,0,4,0,14,0,35,0,54,0,0,0,0,0,0,0,3,0,23,0,28,4,8,0,3,0,3,0,23,5,249,3,298,0,11,0,5,0,12,3,38,4,92,3,179,9,22,3,11,0,20,4,82,11,886,21,1061,10,43,0,12,3,45,3,89,17,365,0,587,26,62,3,68,4,48,3,72,5,457,3,745,53,50,3,97,5,50,9,41,8,309,0,633,39,18,4,70,3,33,0,29,8,82,0,286,69,23,6,51,3,29,4,28,10,76,0,294,107,14,4,79,5,39,3,29,11,114,3,414,61,3,5,36,0,17,7,13,0,50,0,186,38,6,0,11,0,8,3,3,0,27,0,106,22,0,0,4,0,4,0,3,0,11,0,45,25,13,3,16,6,11,0,3
Fairfield (C),12850,3,0,0,4,0,4,3,9,8,478,3,503,0,3,0,3,0,0,0,9,4,150,0,168,0,3,0,0,0,6,0,39,6,115,0,169,0,0,0,0,0,5,0,33,0,74,3,122,0,5,0,4,0,13,0,64,3,961,6,1066,3,11,8,3,0,67,0,87,10,290,8,489,10,47,3,12,0,163,7,143,16,2119,32,2550,15,49,3,46,3,265,4,117,16,402,3,927,48,67,6,136,5,288,8,105,21,387,5,1089,138,49,5,168,11,199,5,62,9,218,15,897,140,20,3,121,11,145,7,37,6,59,0,554,199,20,9,97,15,83,0,17,3,63,3,500,467,30,7,144,19,105,11,22,10,56,9,881,297,13,4,81,7,33,3,11,0,24,0,482,165,10,3,42,7,16,3,3,3,13,0,262,92,3,0,18,7,10,0,0,4,7,0,141,115,4,4,29,5,22,4,4
Federation (A),12870,3,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,10,5,3,0,0,0,0,0,9,0,81,0,105,0,0,0,0,0,4,0,7,0,28,0,48,3,5,0,3,0,7,4,15,3,257,3,304,7,8,0,10,0,16,3,27,9,84,3,164,8,5,4,16,0,11,3,13,0,98,0,164,21,11,4,25,3,24,7,8,0,52,0,163,17,3,0,23,3,19,0,3,0,10,0,79,32,3,0,25,0,8,0,0,0,13,3,92,58,3,0,29,5,14,0,8,7,10,0,144,46,0,5,19,3,3,0,3,0,0,0,81,13,3,0,6,3,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,6,0,9,13,3,0,5,0,0,3,3
Forbes (A),12900,8,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,43,0,52,0,0,0,0,0,0,0,11,0,13,0,28,3,0,3,4,0,13,0,13,0,138,5,185,4,3,0,13,0,21,0,12,3,43,0,98,15,7,4,18,0,16,0,11,0,44,0,117,25,5,0,37,0,7,0,4,0,23,0,104,16,4,0,15,0,7,0,4,0,7,0,52,29,3,3,24,0,3,0,0,0,15,0,76,51,3,0,22,0,8,0,8,0,9,0,96,27,0,0,12,0,7,0,0,0,0,0,45,16,0,0,0,0,7,0,0,0,0,0,25,6,0,0,0,0,0,0,0,0,0,0,12,11,0,0,8,0,3,0,0
Georges River (A),12930,4,0,0,0,0,0,0,8,0,592,9,607,0,3,0,0,0,4,0,16,3,171,0,207,0,7,0,0,0,5,0,44,3,95,0,157,0,0,0,0,0,9,0,43,3,49,0,102,0,21,0,7,0,13,0,68,5,521,3,631,0,17,0,5,0,51,0,94,0,163,3,344,9,76,6,19,0,117,5,115,15,1130,10,1495,7,72,0,22,0,160,8,125,10,394,3,814,49,129,9,122,4,221,15,118,17,452,6,1148,120,94,3,222,15,177,17,86,17,287,4,1042,153,40,0,210,19,148,8,45,6,109,8,746,234,32,9,132,11,108,8,41,13,127,3,717,636,57,11,269,26,215,7,53,13,174,0,1464,498,29,12,144,21,72,7,28,7,72,0,898,348,25,5,78,15,37,3,18,3,34,0,564,240,6,7,40,7,56,3,12,6,29,3,400,400,26,8,125,24,59,7,22
Gilgandra (A),12950,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,22,0,0,0,3,0,0,0,3,0,4,0,10,7,3,0,3,0,3,0,8,0,79,3,101,6,6,0,9,0,9,0,7,0,11,0,45,13,0,0,5,0,5,0,3,0,19,0,46,15,4,3,12,0,3,0,0,0,10,0,51,3,0,0,4,0,10,0,0,0,0,0,26,8,0,0,4,5,0,0,0,0,3,0,28,18,4,3,10,0,3,0,0,0,0,0,50,18,0,0,7,0,3,0,0,0,0,0,25,6,0,0,3,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,7,5,0,0,3,0,3,0,0
Glen Innes Severn (A),13010,0,0,0,0,0,0,0,0,0,14,0,19,0,4,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,5,0,14,0,58,0,88,0,3,0,3,0,3,0,9,0,18,0,42,0,8,0,11,0,6,0,11,4,175,3,220,6,3,0,5,0,18,0,19,0,41,0,97,16,15,3,13,0,20,4,13,0,48,0,129,28,6,0,25,0,9,0,6,3,35,0,112,8,0,0,25,0,3,3,3,0,3,0,46,19,9,0,15,0,7,4,0,0,12,0,64,29,3,0,19,0,7,0,0,0,6,0,66,16,3,0,8,3,0,0,0,0,0,0,35,10,4,0,9,0,0,0,0,0,0,0,17,3,0,0,3,0,0,0,0,0,0,0,7,4,3,0,4,0,3,0,0
