LGA_MAIN11,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total,LGA_NAME11
30410,284,5,18,10,3,320,690,9,15,8,0,722,33,0,0,0,0,33,35,0,3,3,0,41,758,9,18,11,0,796,79,4,0,3,0,86,1121,18,36,24,3,1202,Barcaldine (R)
30450,35,3,4,7,0,49,66,0,0,3,3,72,8,0,0,0,0,8,0,0,0,0,0,0,74,0,0,3,3,80,0,0,0,3,0,3,109,3,4,13,3,132,Barcoo (S)
30760,213,3,31,3,0,250,474,9,13,11,3,510,19,0,0,0,0,19,38,4,0,0,0,42,531,13,13,11,3,571,35,0,0,9,0,44,779,16,44,23,3,865,Blackall Tambo (R)
33800,1248,35,146,28,0,1457,2420,21,86,36,3,2566,157,0,4,0,0,161,108,0,14,0,0,122,2685,21,104,36,3,2849,160,3,13,5,0,181,4093,59,263,69,3,4487,Hinchinbrook (S)
33830,130,0,8,3,0,141,35,0,0,0,0,35,3,0,0,0,0,3,46,0,3,0,0,49,84,0,3,0,0,87,0,0,0,0,0,0,214,0,11,3,0,228,Hope Vale (S)
33960,8721,921,772,186,10,10610,36895,1587,745,150,31,39408,1467,107,51,6,3,1634,2416,195,88,23,8,2730,40778,1889,884,179,42,43772,1668,134,110,29,3,1944,51167,2944,1766,394,55,56326,Ipswich (C)
33980,712,45,30,89,0,876,4643,236,120,135,10,5144,146,8,3,7,0,164,203,24,14,24,0,265,4992,268,137,166,10,5573,170,3,14,16,0,203,5874,316,181,271,10,6652,Isaac (R)
34420,130,0,45,0,0,175,20,0,29,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0,49,5,0,3,0,0,8,155,0,77,0,0,232,Kowanyama (S)
34570,64,0,14,0,0,78,11,0,10,3,0,24,0,0,0,0,0,0,3,0,0,0,0,3,14,0,10,3,0,27,5,0,0,0,0,5,83,0,24,3,0,110,Lockhart River (S)
34580,2522,74,172,90,0,2858,7398,69,126,42,5,7640,414,3,3,3,0,423,429,3,21,7,0,460,8241,75,150,52,5,8523,436,8,37,37,0,518,11199,157,359,179,5,11899,Lockyer Valley (R)
34590,11599,1999,1057,220,6,14881,60528,4679,1310,202,23,66742,2314,246,76,15,0,2651,2969,506,150,29,0,3654,65811,5431,1536,246,23,73047,2808,345,178,38,0,3369,80218,7775,2771,504,29,91297,Logan (C)
34800,62,0,0,3,3,68,181,0,0,7,5,193,12,0,0,0,0,12,11,0,0,0,0,11,204,0,0,7,5,216,12,0,0,3,0,15,278,0,0,13,8,299,McKinlay (S)
53430,1244,542,437,60,0,2283,5100,1488,829,87,8,7512,182,75,44,3,0,304,269,145,112,8,0,534,5551,1708,985,98,8,8350,235,81,64,10,0,390,7030,2331,1486,168,8,11023,Fremantle (C)
36710,12261,3454,3171,902,8,19796,69003,6826,8313,982,43,85167,2800,431,401,70,0,3702,2676,544,976,111,3,4310,74479,7801,9690,1163,46,93179,2583,485,530,136,0,3734,89323,11740,13391,2201,54,116709,Sunshine Coast (R)
37010,7540,929,2152,202,6,10829,36750,2027,4406,314,29,43526,1494,99,200,10,3,1806,1755,211,565,44,6,2581,39999,2337,5171,368,38,47913,1653,146,384,41,3,2227,49192,3412,7707,611,47,60969,Townsville (C)
33620,3910,135,359,178,5,4587,10101,153,265,176,8,10703,771,12,26,6,0,815,596,21,48,27,0,692,11468,186,339,209,8,12210,530,16,75,37,0,658,15908,337,773,424,13,17455,Gympie (R)
30900,42,3,7,3,3,58,79,3,0,0,3,85,4,0,0,0,0,4,3,0,3,0,0,6,86,3,3,0,3,95,11,0,4,0,0,15,139,6,14,3,6,168,Boulia (S)
31000,33952,6237,12210,863,24,53286,214519,26526,49641,860,135,291681,5987,912,1899,59,5,8862,7884,2076,5285,153,12,15410,228390,29514,56825,1072,152,315953,7538,1227,2561,205,5,11536,269880,36978,71596,2140,181,380775,Brisbane (C)
34710,322,15,18,10,3,368,871,18,43,17,3,952,46,3,3,3,3,58,68,0,12,0,0,80,985,21,58,20,6,1090,61,4,5,0,0,70,1368,40,81,30,9,1528,Longreach (R)
34770,5770,531,984,299,9,7593,23805,1079,1501,349,33,26767,1055,38,73,27,0,1193,1100,155,203,64,0,1522,25960,1272,1777,440,33,29482,1113,109,208,54,3,1487,32843,1912,2969,793,45,38562,Mackay (R)
31750,29,0,0,3,0,32,76,0,0,4,0,80,4,0,0,0,0,4,0,0,0,0,0,0,80,0,0,4,0,84,4,0,0,0,0,4,113,0,0,7,0,120,Bulloo (S)
31820,6833,930,909,354,3,9029,19204,723,956,370,9,21262,1005,70,60,17,0,1152,917,68,139,47,3,1174,21126,861,1155,434,12,23588,1064,133,157,60,0,1414,29023,1924,2221,848,15,34031,Bundaberg (R)
31900,1582,99,186,65,3,1935,3535,94,146,56,3,3834,198,5,7,5,0,215,166,5,21,9,0,201,3899,104,174,70,3,4250,234,11,41,16,3,305,5715,214,401,151,9,6490,Burdekin (S)
31950,27,4,0,5,0,36,48,0,0,15,4,67,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,15,4,67,8,0,0,5,0,13,83,4,0,25,4,116,Burke (S)
32070,6267,1218,2902,246,13,10646,30387,2497,6573,365,50,39872,1227,116,303,14,6,1666,1513,256,925,49,7,2750,33127,2869,7801,428,63,44288,1360,225,545,55,10,2195,40754,4312,11248,729,86,57129,Cairns (R)
32250,160,0,32,37,0,229,221,8,14,37,4,284,20,0,0,3,0,23,19,0,10,6,0,35,260,8,24,46,4,342,42,5,7,18,0,72,462,13,63,101,4,643,Carpentaria (S)
32260,2343,91,395,129,3,2961,5482,67,371,132,7,6059,338,6,30,11,0,385,321,15,63,17,0,416,6141,88,464,160,7,6860,376,13,69,32,0,490,8860,192,928,321,10,10311,Cassowary Coast (R)
32270,1152,44,128,164,3,1491,5780,171,347,176,18,6492,192,6,10,14,3,225,340,27,46,45,0,458,6312,204,403,235,21,7175,233,9,19,40,3,304,7697,257,550,439,27,8970,Central Highlands (R)
32310,1100,21,60,56,0,1237,2311,17,51,74,3,2456,138,0,3,4,0,145,140,0,9,11,0,160,2589,17,63,89,3,2761,173,6,13,18,0,210,3862,44,136,163,3,4208,Charters Towers (R)
35760,1255,12,53,66,0,1386,2002,20,30,60,3,2115,99,3,0,3,0,105,148,0,3,7,0,158,2249,23,33,70,3,2378,161,7,17,37,0,222,3665,42,103,173,3,3986,North Burnett (R)
35780,231,0,77,26,0,334,88,0,31,23,4,146,19,0,3,4,0,26,28,0,6,3,0,37,135,0,40,30,4,209,9,0,6,4,0,19,375,0,123,60,4,562,Northern Peninsula Area (R)
32330,161,0,29,0,0,190,41,0,5,0,0,46,5,0,0,0,0,5,4,0,0,0,0,4,50,0,5,0,0,55,0,0,0,0,0,0,211,0,34,0,0,245,Cherbourg (S)
32450,220,12,12,19,4,267,476,15,9,25,0,525,22,0,0,0,0,22,30,4,3,5,0,42,528,19,12,30,0,589,41,5,0,5,0,51,789,36,24,54,4,907,Cloncurry (S)
32500,372,6,47,32,3,460,624,18,31,56,7,736,28,0,3,0,0,31,29,3,4,0,3,39,681,21,38,56,10,806,53,3,4,9,0,69,1106,30,89,97,13,1335,Cook (S)
32600,27,0,0,0,0,27,41,0,0,4,0,45,0,0,0,0,0,0,9,0,0,0,0,9,50,0,0,4,0,54,15,0,0,6,0,21,92,0,0,10,0,102,Croydon (S)
36250,5406,1595,539,119,0,7659,33548,2538,816,126,6,37034,1150,162,45,5,0,1362,1298,220,93,10,3,1624,35996,2920,954,141,9,40020,1168,227,77,21,0,1493,42570,4742,1570,281,9,49172,Redland (C)
36300,72,5,3,5,0,85,169,0,3,3,3,178,11,0,0,0,3,14,12,0,0,0,0,12,192,0,3,3,6,204,19,4,0,3,0,26,283,9,6,11,6,315,Richmond (S)
36360,7350,467,1124,255,3,9199,22915,535,1285,284,20,25039,1147,39,74,22,0,1282,1192,67,164,39,3,1465,25254,641,1523,345,23,27786,1219,92,197,41,3,1552,33823,1200,2844,641,29,38537,Rockhampton (R)
36510,2512,118,150,89,3,2872,8624,142,139,87,5,8997,477,8,11,6,0,502,449,9,16,3,0,477,9550,159,166,96,5,9976,375,20,19,15,0,429,12437,297,335,200,8,13277,Scenic Rim (R)
36580,1815,10,54,99,3,1981,4837,23,32,65,3,4960,290,0,4,3,0,297,277,6,8,10,0,301,5404,29,44,78,3,5558,264,0,7,9,0,280,7483,39,105,186,6,7819,Somerset (R)
36630,3006,24,311,75,7,3423,6694,32,265,61,7,7059,421,0,14,3,3,441,382,5,36,11,0,434,7497,37,315,75,10,7934,425,6,40,13,17,501,10928,67,666,163,34,11858,South Burnett (R)
36660,3263,111,337,41,3,3755,7185,126,221,52,15,7599,501,5,20,5,0,531,450,16,41,9,3,519,8136,147,282,66,18,8649,392,13,32,21,0,458,11791,271,651,128,21,12862,Southern Downs (R)
32750,22,0,0,3,3,28,54,0,0,3,3,60,3,0,0,0,0,3,6,0,0,0,3,9,63,0,0,3,6,72,0,0,0,3,0,3,85,0,0,9,9,103,Diamantina (S)
36810,3719,130,427,218,4,4498,9179,133,287,216,13,9828,597,12,30,14,0,653,476,21,39,29,0,565,10252,166,356,259,13,11046,547,15,82,45,3,692,14518,311,865,522,20,16236,Tablelands (R)
36910,9740,712,2074,141,10,12677,32938,1274,2530,104,36,36882,1530,67,142,8,0,1747,1618,134,328,15,4,2099,36086,1475,3000,127,40,40728,1391,64,299,26,0,1780,47217,2251,5373,294,50,55185,Toowoomba (R)
36950,193,54,33,0,0,280,216,74,91,10,0,391,13,4,3,0,0,20,19,6,16,3,3,47,248,84,110,13,3,458,52,11,9,4,0,76,493,149,152,17,3,814,Torres (S)
36960,492,0,22,12,0,526,131,0,6,0,0,137,24,0,6,0,0,30,208,0,6,0,0,214,363,0,18,0,0,381,31,0,5,0,0,36,886,0,45,12,0,943,Torres Strait Island (R)
32770,123,0,4,4,0,131,34,0,3,0,0,37,4,0,0,0,0,4,36,0,3,0,0,39,74,0,6,0,0,80,4,0,0,0,0,4,201,0,10,4,0,215,Doomadgee (S)
33100,82,0,3,19,3,107,177,3,0,11,4,195,6,0,0,0,0,6,9,0,0,0,0,9,192,3,0,11,4,210,13,0,0,8,4,25,287,3,3,38,11,342,Etheridge (S)
33200,184,6,6,4,0,200,385,0,7,9,0,401,18,0,0,0,0,18,17,0,0,0,0,17,420,0,7,9,0,436,28,0,0,0,0,28,632,6,13,13,0,664,Flinders (S)
33220,7535,357,1082,391,3,9368,21360,597,1164,332,9,23462,1122,37,77,14,0,1250,1073,58,153,37,3,1324,23555,692,1394,383,12,26036,1072,55,157,56,5,1345,32162,1104,2633,830,20,36749,Fraser Coast (R)
33360,2587,162,320,232,4,3305,12678,372,647,258,12,13967,536,18,35,18,5,612,622,35,105,30,0,792,13836,425,787,306,17,15371,627,13,46,43,0,729,17050,600,1153,581,21,19405,Gladstone (R)
33430,12743,6370,7405,833,25,27376,86480,23342,22499,855,124,133300,3092,1113,1115,68,9,5397,3656,2177,2901,97,17,8848,93228,26632,26515,1020,150,147545,3705,1215,1648,114,14,6696,109676,34217,35568,1967,189,181617,Gold Coast (C)
33610,978,12,146,28,3,1167,2084,9,98,28,3,2222,119,0,8,0,0,127,129,3,17,3,0,152,2332,12,123,31,3,2501,127,0,20,21,0,168,3437,24,289,80,6,3836,Goondiwindi (R)
34830,35,0,3,3,0,41,16,0,3,0,0,19,0,0,0,0,0,0,5,0,3,3,0,11,21,0,6,3,0,30,3,0,0,0,0,3,59,0,9,6,0,74,Mapoon (S)
34860,1059,31,55,25,7,1177,2560,87,77,26,17,2767,119,6,8,0,0,133,169,4,5,5,0,183,2848,97,90,31,17,3083,157,4,12,13,0,186,4064,132,157,69,24,4446,Maranoa (R)
35010,15870,3031,2661,602,13,22177,87499,5484,3875,456,49,97363,3325,300,215,26,5,3871,3877,582,450,75,0,4984,94701,6366,4540,557,54,106218,3282,423,377,129,0,4211,113853,9820,7578,1288,67,132606,Moreton Bay (R)
35250,161,0,5,3,0,169,43,0,5,9,0,57,3,0,0,0,0,3,7,0,4,0,0,11,53,0,9,9,0,71,5,0,3,0,0,8,219,0,17,12,0,248,Mornington (S)
35300,909,76,263,78,6,1332,3360,203,509,131,15,4218,135,7,26,9,0,177,191,24,95,21,0,331,3686,234,630,161,15,4726,208,17,58,58,0,341,4803,327,951,297,21,6399,Mount Isa (C)
35600,486,11,15,9,3,524,928,6,17,13,5,969,41,0,0,0,0,41,52,4,0,0,0,56,1021,10,17,13,5,1066,59,0,3,3,0,65,1566,21,35,25,8,1655,Murweh (S)
35670,118,0,34,0,3,155,13,0,4,0,0,17,0,0,0,3,0,3,3,0,0,3,0,6,16,0,4,6,0,26,0,0,0,0,0,0,134,0,38,6,3,181,Napranum (S)
35790,32,0,7,3,0,42,57,0,17,0,0,74,6,0,0,0,0,6,194,0,50,17,0,261,257,0,67,17,0,341,0,0,0,3,0,3,289,0,74,23,0,386,Palm Island (S)
35800,249,0,14,15,0,278,326,3,0,13,4,346,11,0,0,0,0,11,28,0,3,0,0,31,365,3,3,13,4,388,38,0,3,0,0,41,652,3,20,28,4,707,Paroo (S)
36070,84,0,20,4,0,108,30,0,9,0,0,39,0,0,0,0,0,0,11,0,0,0,0,11,41,0,9,0,0,50,0,0,3,0,0,3,125,0,32,4,0,161,Pormpuraaw (S)
36150,91,3,15,4,0,113,219,3,3,7,0,232,9,0,0,0,0,9,8,0,3,0,0,11,236,3,6,7,0,252,8,0,3,4,0,15,335,6,24,15,0,380,Quilpie (S)
37300,70,39,21,3,0,133,519,118,113,13,0,763,16,6,6,0,0,28,16,16,13,0,0,45,551,140,132,13,0,836,23,5,5,0,0,33,644,184,158,16,0,1002,Weipa (T)
37310,2737,50,180,83,3,3053,6388,68,138,70,10,6674,337,4,8,4,0,353,416,6,25,8,0,455,7141,78,171,82,10,7482,361,4,30,19,0,414,10239,132,381,184,13,10949,Western Downs (R)
37340,1656,134,472,159,8,2429,5574,370,799,240,11,6994,319,18,36,12,0,385,305,44,163,35,3,550,6198,432,998,287,14,7929,318,37,87,48,0,490,8172,603,1557,494,22,10848,Whitsunday (R)
57840,951,725,579,0,3,2258,6689,3223,2430,0,3,12345,224,136,102,0,0,462,220,246,276,0,0,742,7133,3605,2808,0,3,13549,223,132,94,0,0,449,8307,4462,3481,0,6,16256,South Perth (C)
40070,115,383,541,3,3,1045,799,2137,3146,19,14,6115,32,83,129,0,0,244,42,183,303,4,0,532,873,2403,3578,23,14,6891,30,81,132,0,0,243,1018,2867,4251,26,17,8179,Adelaide (C)
40120,1692,125,40,12,6,1875,10062,164,45,20,0,10291,646,15,4,0,0,665,367,8,5,3,0,383,11075,187,54,23,0,11339,368,23,3,5,0,399,13135,335,97,40,6,13613,Adelaide Hills (DC)
40220,1992,174,102,48,3,2319,5795,175,42,59,7,6078,444,22,5,0,0,471,366,10,13,5,0,394,6605,207,60,64,7,6943,206,18,11,7,0,242,8803,399,173,119,10,9504,Alexandrina (DC)
46860,121,4,7,0,0,132,318,11,4,4,0,337,22,0,3,0,0,25,32,0,0,0,0,32,372,11,7,4,0,394,13,0,0,0,0,13,506,15,14,4,0,539,Robe (DC)
37570,32,0,9,0,0,41,8,0,3,0,0,11,3,0,0,0,0,3,14,0,3,0,0,17,25,0,6,0,0,31,0,0,0,0,0,0,57,0,15,0,0,72,Wujal Wujal (S)
37600,249,0,25,34,0,308,62,0,5,4,0,71,3,0,0,0,0,3,31,0,4,0,0,35,96,0,9,4,0,109,3,0,0,3,0,6,348,0,34,41,0,423,Yarrabah (S)
58190,46,0,0,0,0,46,87,0,0,3,0,90,7,0,0,0,0,7,0,0,0,0,0,0,94,0,0,3,0,97,6,0,0,0,0,6,146,0,0,3,0,149,Tammin (S)
47700,4682,1070,428,3,0,6183,24725,1248,508,4,7,26492,1031,107,29,0,0,1167,942,121,68,0,0,1131,26698,1476,605,4,7,28790,831,116,45,0,0,992,32211,2662,1078,7,7,35965,Tea Tree Gully (C)
51540,363,61,29,94,3,550,909,51,19,95,14,1088,57,6,0,7,0,70,66,10,5,14,0,95,1032,67,24,116,14,1253,80,23,7,36,0,146,1475,151,60,246,17,1949,Carnarvon (S)
37400,130,12,8,18,3,171,280,0,8,13,7,308,17,0,0,0,0,17,15,0,0,0,0,15,312,0,8,13,7,340,26,0,0,7,0,33,468,12,16,38,10,544,Winton (S)
39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53520,2229,318,350,113,5,3015,7630,277,333,102,3,8345,487,22,19,7,3,538,516,48,42,20,0,626,8633,347,394,129,6,9509,404,54,46,21,3,528,11266,719,790,263,14,13052,Geraldton-Greenough (C)
53570,345,5,19,8,0,377,1072,11,13,20,0,1116,72,0,3,0,3,78,66,3,5,4,0,78,1210,14,21,24,3,1272,48,0,0,3,0,51,1603,19,40,35,3,1700,Gingin (S)
53640,106,3,3,0,0,112,283,0,3,3,3,292,25,0,0,0,0,25,22,3,0,0,0,25,330,3,3,3,3,342,18,3,0,0,0,21,454,9,6,3,3,475,Gnowangerup (S)
37550,115,0,23,0,0,138,24,0,10,0,0,34,0,0,3,0,0,3,34,0,6,0,0,40,58,0,19,0,0,77,5,0,4,0,0,9,178,0,46,0,0,224,Woorabinda (S)
41010,373,3,40,11,0,427,658,3,28,21,3,713,29,0,0,3,0,32,50,0,4,0,0,54,737,3,32,24,3,799,45,0,4,0,0,49,1155,6,76,35,3,1275,Ceduna (DC)
41060,7552,2239,1752,27,3,11573,20069,3608,2492,43,9,26221,1033,196,173,3,0,1405,1013,334,372,8,0,1727,22115,4138,3037,54,9,29353,967,300,262,3,0,1532,30634,6677,5051,84,12,42458,Charles Sturt (C)
41140,748,31,52,8,0,839,2100,23,17,22,0,2162,151,5,0,0,0,156,134,3,3,3,3,146,2385,31,20,25,3,2464,83,3,11,0,0,97,3216,65,83,33,3,3400,Clare and Gilbert Valleys (DC)
54060,258,16,19,17,0,310,820,17,13,15,4,869,61,0,0,3,0,64,39,0,3,3,0,45,920,17,16,21,4,978,36,0,0,3,0,39,1214,33,35,41,4,1327,Irwin (S)
54130,64,6,0,3,0,73,254,6,3,5,0,268,10,0,0,0,0,10,16,0,0,0,0,16,280,6,3,5,0,294,17,3,0,0,0,20,361,15,3,8,0,387,Jerramungup (S)
54170,4442,651,504,67,0,5664,39953,1670,970,74,9,42676,1370,115,65,6,0,1556,1358,126,119,14,0,1617,42681,1911,1154,94,9,45849,1286,100,89,7,0,1482,48409,2662,1747,168,9,52995,Joondalup (C)
54200,2438,266,97,25,0,2826,13836,415,104,41,3,14399,570,33,9,5,0,617,469,15,5,0,0,489,14875,463,118,46,3,15505,481,41,17,3,0,542,17794,770,232,74,3,18873,Kalamunda (S)
57910,8139,4478,2507,41,4,15169,33434,13994,6201,64,21,53714,1322,630,348,8,0,2308,1472,1175,791,6,0,3444,36228,15799,7340,78,21,59466,1492,734,452,7,0,2685,45859,21011,10299,126,25,77320,Stirling (C)
57980,280,174,600,3,0,1057,2613,1322,1658,13,18,5624,80,42,79,0,0,201,94,88,211,0,0,393,2787,1452,1948,13,18,6218,60,32,93,0,0,185,3127,1658,2641,16,18,7460,Subiaco (C)
58050,4698,640,485,116,7,5946,24755,1226,655,112,16,26764,952,73,34,5,0,1064,1241,146,77,9,3,1476,26948,1445,766,126,19,29304,1061,113,63,55,0,1292,32707,2198,1314,297,26,36542,Swan (C)
40250,354,0,13,7,0,374,98,0,28,0,0,126,14,0,3,0,0,17,4,0,0,0,0,4,116,0,31,0,0,147,6,0,0,0,0,6,476,0,44,7,0,527,Anangu Pitjantjatjara (AC)
40310,1670,131,126,26,0,1953,5399,156,103,34,8,5700,309,9,9,0,0,327,252,23,19,6,0,300,5960,188,131,40,8,6327,204,9,16,0,0,229,7834,328,273,66,8,8509,Barossa (DC)
40430,314,0,23,5,0,342,540,3,12,7,4,566,45,0,0,0,0,45,47,0,0,0,0,47,632,3,12,7,4,658,22,0,8,0,0,30,968,3,43,12,4,1030,Barunga West (DC)
40520,1025,123,153,20,0,1321,2156,75,80,28,3,2342,148,4,10,0,3,165,144,22,10,0,0,176,2448,101,100,28,6,2683,122,12,30,3,0,167,3595,236,283,51,6,4171,Berri and Barmera (DC)
41330,250,7,5,9,0,271,327,9,5,3,0,344,18,0,0,0,0,18,10,0,0,3,0,13,355,9,5,6,0,375,62,0,0,0,0,62,667,16,10,15,0,708,Coober Pedy (DC)
41560,1563,136,57,14,0,1770,2869,88,20,13,4,2994,217,11,5,0,0,233,160,10,3,5,0,178,3246,109,28,18,4,3405,152,17,7,4,0,180,4961,262,92,36,4,5355,Copper Coast (DC)
41750,107,0,5,8,0,120,242,3,0,9,3,257,18,0,3,0,0,21,12,0,0,5,0,17,272,3,3,14,3,295,11,0,0,0,0,11,390,3,8,22,3,426,Elliston (DC)
54620,63,6,9,0,0,78,207,3,3,5,0,218,11,0,3,0,0,14,13,0,0,0,0,13,231,3,6,5,0,245,13,0,3,0,0,16,307,9,18,5,0,339,Kondinin (S)
45040,1829,356,145,31,3,2364,3836,202,79,25,0,4142,268,19,10,0,3,300,349,27,15,4,0,395,4453,248,104,29,3,4837,239,39,20,7,0,305,6521,643,269,67,6,7506,Murray Bridge (RC)
62410,552,28,17,18,0,615,834,37,15,34,0,920,58,0,5,0,0,63,62,4,0,0,0,66,954,41,20,34,0,1049,47,0,3,3,0,53,1553,69,40,55,0,1717,Glamorgan/Spring Bay (M)
51960,224,17,15,13,0,269,742,21,35,15,0,813,36,0,3,0,0,39,52,9,3,4,0,68,830,30,41,19,0,920,51,3,3,0,0,57,1105,50,59,32,0,1246,Coolgardie (S)
52030,98,0,5,10,0,113,239,0,3,4,0,246,20,0,0,0,0,20,34,0,0,0,0,34,293,0,3,4,0,300,8,0,0,0,0,8,399,0,8,14,0,421,Coorow (S)
40700,1383,485,856,7,0,2731,9137,1521,1702,3,0,12363,384,73,109,0,0,566,241,82,175,3,0,501,9762,1676,1986,6,0,13430,250,71,112,0,0,433,11395,2232,2954,13,0,16594,Burnside (C)
40910,3322,544,699,3,0,4568,10145,1202,887,6,5,12245,537,73,66,0,0,676,436,81,104,0,0,621,11118,1356,1057,6,5,13542,431,85,82,0,0,598,14871,1985,1838,9,5,18708,Campbelltown (C)
41190,189,3,0,0,0,192,410,3,0,4,5,422,25,0,0,3,0,28,25,0,0,3,0,28,460,3,0,10,5,478,18,0,0,3,0,21,667,6,0,13,5,691,Cleve (DC)
43080,146,0,0,4,0,150,208,0,0,7,0,215,16,0,0,0,0,16,14,0,0,0,0,14,238,0,0,7,0,245,18,0,0,0,0,18,402,0,0,11,0,413,Karoonda East Murray (DC)
41830,186,3,15,0,0,204,381,5,4,6,4,400,19,0,0,3,0,22,26,0,0,3,0,29,426,5,4,12,4,451,18,3,0,11,0,32,630,11,19,23,4,687,Flinders Ranges (DC)
41960,126,4,15,10,0,155,271,4,3,3,0,281,18,0,0,0,0,18,16,0,0,0,0,16,305,4,3,3,0,315,5,0,5,0,0,10,436,8,23,13,0,480,Franklin Harbour (DC)
46970,62,11,3,8,3,87,947,75,61,11,5,1099,27,3,3,0,0,33,45,12,11,3,0,71,1019,90,75,14,5,1203,22,4,3,3,0,32,1103,105,81,25,8,1322,Roxby Downs (M)
47140,8183,1542,1063,44,5,10837,27400,2180,1314,60,8,30962,1381,146,59,6,0,1592,1770,292,179,8,0,2249,30551,2618,1552,74,8,34803,1365,203,151,4,0,1723,40099,4363,2766,122,13,47363,Salisbury (C)
47290,232,0,9,3,0,244,496,0,8,0,0,504,28,0,0,0,0,28,31,0,0,3,0,34,555,0,8,3,0,566,21,0,0,0,0,21,808,0,17,6,0,831,Southern Mallee (DC)
47490,181,5,11,6,0,203,436,0,13,14,0,463,31,0,0,3,0,34,31,0,0,3,0,34,498,0,13,20,0,531,20,3,0,0,0,23,699,8,24,26,0,757,Streaky Bay (DC)
47630,582,39,18,12,0,651,1506,16,6,12,0,1540,110,0,0,0,0,110,94,0,5,4,0,103,1710,16,11,16,0,1753,55,6,0,5,0,66,2347,61,29,33,0,2470,Tatiara (DC)
42030,1515,424,94,25,3,2061,4780,307,105,21,5,5218,249,30,13,0,0,292,261,41,19,3,0,324,5290,378,137,24,5,5834,223,44,7,10,0,284,7028,846,238,59,8,8179,Gawler (T)
42110,492,25,6,3,0,526,911,20,6,14,0,951,86,0,0,0,0,86,66,0,0,0,0,66,1063,20,6,14,0,1103,44,0,4,0,3,51,1599,45,16,17,3,1680,Goyder (DC)
42250,611,5,7,10,0,633,1695,5,8,15,3,1726,173,0,0,0,0,173,103,0,3,0,3,109,1971,5,11,15,6,2008,77,0,0,0,0,77,2659,10,18,25,6,2718,Grant (DC)
47800,606,21,5,20,0,652,1175,13,0,20,4,1212,75,0,3,3,0,81,86,0,3,4,0,93,1336,13,6,27,4,1386,62,10,4,4,0,80,2004,44,15,51,4,2118,The Coorong (DC)
47910,294,27,24,0,0,345,557,6,14,0,0,577,52,0,0,0,0,52,34,0,0,0,0,34,643,6,14,0,0,663,19,4,4,14,0,41,956,37,42,14,0,1049,Tumby Bay (DC)
54690,49,0,0,0,0,49,115,0,0,0,0,115,6,0,0,0,0,6,4,0,0,0,0,4,125,0,0,0,0,125,3,0,0,0,0,3,177,0,0,0,0,177,Koorda (S)
54760,74,5,7,0,0,86,200,3,5,0,0,208,8,0,0,0,0,8,10,0,3,0,0,13,218,3,8,0,0,229,8,0,0,0,0,8,300,8,15,0,0,323,Kulin (S)
54830,1683,166,124,6,3,1982,6277,243,220,0,0,6740,289,12,12,0,0,313,489,28,42,0,0,559,7055,283,274,0,0,7612,344,26,22,0,0,392,9082,475,420,6,3,9986,Kwinana (T)
54900,91,14,4,0,0,109,352,15,0,4,0,371,10,3,0,0,0,13,31,0,0,0,0,31,393,18,0,4,0,415,9,0,0,5,0,14,493,32,4,9,0,538,Lake Grace (S)
