lga_name_2016,lga_code_2016,h_w_in_ps_oo_ds_sh,h_w_in_ps_oo_ds_sdrtht,h_w_in_ps_oo_ds_fa,h_w_in_ps_oo_ds_od_c,h_w_in_ps_oo_ds_od_ch,h_w_in_ps_oo_ds_od_ih_t_so,h_w_in_ps_oo_od_hf_a_so,h_w_in_ps_oo_ds_od_tot,h_w_in_ps_oo_ds_ns,h_w_in_ps_oo_tot,h_w_in_ps_m_ds_sh,h_w_in_ps_m_ds_sdrtht,h_w_in_ps_m_ds_fa,h_w_in_ps_m_ds_od_c,h_w_in_ps_m_ds_od_ch,h_w_in_ps_m_ds_od_ih_t_so,h_w_in_ps_m_od_hf_a_so,h_w_in_ps_m_ds_od_tot,h_w_in_ps_m_ds_ns,h_w_in_ps_m_tot,h_w_in_ps_rrea_ds_sh,h_w_in_ps_rrea_ds_sdrtht,h_w_in_ps_rrea_ds_fa,h_w_in_ps_rrea_ds_od_c,h_w_in_ps_rrea_ds_od_ch,h_w_in_ps_rrea_ds_od_ih_t_so,h_w_in_ps_rrea_od_hf_a_so,h_w_in_ps_rrea_ds_od_tot,h_w_in_ps_rrea_ds_ns,h_w_in_ps_rrea_tot,h_w_in_ps_rha_ds_sh,h_w_in_ps_rha_ds_sdrtht,h_w_in_ps_rha_ds_fa,h_w_in_ps_rha_ds_od_c,h_w_in_ps_rha_ds_od_ch,h_w_in_ps_rha_ds_od_ih_t_so,h_w_in_ps_rha_od_hf_a_so,h_w_in_ps_rha_ds_od_tot,h_w_in_ps_rha_ds_ns,h_w_in_ps_rha_tot,h_w_in_ps_r_psh_ds_sh,h_w_in_ps_r_psh_ds_sdrtht,h_w_in_ps_r_psh_ds_fa,h_w_in_ps_r_psh_ds_od_c,h_w_in_ps_r_psh_ds_od_ch,h_w_in_ps_r_psh_ds_od_ih_t_so,h_w_in_ps_r_psh_od_hf_a_so,h_w_in_ps_r_psh_ds_od_tot,h_w_in_ps_r_psh_ds_ns,h_w_in_ps_r_psh_tot,h_w_in_ps_r_hcc_ds_sh,h_w_in_ps_r_hcc_ds_sdrtht,h_w_in_ps_r_hcc_ds_fa,h_w_in_ps_r_hcc_ds_od_c,h_w_in_ps_r_hcc_ds_od_ch,h_w_in_ps_r_hcc_ds_od_ih_t_so,h_w_in_ps_r_hcc_od_hf_a_so,h_w_in_ps_r_hcc_ds_od_tot,h_w_in_ps_r_hcc_ds_ns,h_w_in_ps_r_hcc_tot,h_w_in_ps_r_olt_ds_sh,h_w_in_ps_r_olt_ds_sdrtht,h_w_in_ps_r_olt_ds_fa,h_w_in_ps_r_olt_ds_od_c,h_w_in_ps_r_olt_ds_od_ch,h_w_in_ps_r_olt_ds_od_ih_t_so,h_w_in_ps_r_olt_od_hf_a_so,h_w_in_ps_r_olt_ds_od_tot,h_w_in_ps_r_olt_ds_ns,h_w_in_ps_r_olt_tot,h_w_in_ps_r_lns_ds_sh,h_w_in_ps_r_lns_ds_sdrtht,h_w_in_ps_r_lns_ds_fa,h_w_in_ps_r_lns_ds_od_c,h_w_in_ps_r_lns_ds_od_ch,h_w_in_ps_r_lns_ds_od_ih_t_so,h_w_in_ps_r_lns_od_hf_a_so,h_w_in_ps_r_lns_ds_od_tot,h_w_in_ps_r_lns_ds_ns,h_w_in_ps_r_lns_tot,h_w_in_ps_r_tot_ds_sh,h_w_in_ps_r_tot_ds_sdrtht,h_w_in_ps_r_tot_ds_fa,h_w_in_ps_r_tot_ds_od_c,h_w_in_ps_r_tot_ds_od_ch,h_w_in_ps_r_tot_ds_od_ih_t_so,h_w_in_ps_r_tot_od_hf_a_so,h_w_in_ps_r_tot_ds_od_tot,h_w_in_ps_r_tot_ds_ns,h_w_in_ps_r_tot_tot,h_w_in_ps_ott_ds_sh,h_w_in_ps_ott_ds_sdrtht,h_w_in_ps_ott_ds_fa,h_w_in_ps_ott_ds_od_c,h_w_in_ps_ott_ds_od_ch,h_w_in_ps_ott_ds_od_ih_t_so,h_w_in_ps_ott_od_hf_a_so,h_w_in_ps_ott_ds_od_tot,h_w_in_ps_ott_ds_ns,h_w_in_ps_ott_tot,h_w_in_ps_t_ns_ds_sh,h_w_in_ps_t_ns_ds_sdrtht,h_w_in_ps_t_ns_ds_fa,h_w_in_ps_t_ns_ds_od_c,h_w_in_ps_t_ns_ds_od_ch,h_w_in_ps_t_ns_ds_od_ih_t_so,h_w_in_ps_t_ns_od_hf_a_so,h_w_in_ps_t_ns_ds_od_tot,h_w_in_ps_t_ns_ds_ns,h_w_in_ps_t_ns_tot,h_w_in_ps_tot_ds_sh,h_w_in_ps_tot_ds_sdrtht,h_w_in_ps_tot_ds_fa,h_w_in_ps_tot_ds_od_c,h_w_in_ps_tot_ds_od_ch,h_w_in_ps_tot_ds_od_ih_t_so,h_w_in_ps_tot_od_hf_a_so,h_w_in_ps_tot_ds_od_tot,h_w_in_ps_tot_ds_ns,h_w_in_ps_tot_tot,oh_oo_ds_sh,oh_oo_ds_sdrtht,oh_oo_ds_fa,oh_oo_ds_od_c,oh_oo_ds_od_ch,oh_oo_ds_od_ih_t_so,oh_oo_od_hf_a_so,oh_oo_ds_od_tot,oh_oo_ds_ns,oh_oo_ds_tot,oh_m_ds_sh,oh_m_ds_sdrtht,oh_m_ds_fa,oh_m_ds_od_c,oh_m_ds_od_ch,oh_m_ds_od_ih_t_so,oh_m_od_hf_a_so,oh_m_ds_od_tot,oh_m_ds_ns,oh_m_ds_tot,oh_rrea_ds_sh,oh_rrea_ds_sdrtht,oh_rrea_ds_fa,oh_rrea_ds_od_c,oh_rrea_ds_od_ch,oh_rrea_ds_od_ih_t_so,oh_rrea_od_hf_a_so,oh_rrea_ds_od_tot,oh_rrea_ds_ns,oh_rrea_ds_tot,oh_rha_ds_sh,oh_rha_ds_sdrtht,oh_rha_ds_fa,oh_rha_ds_od_c,oh_rha_ds_od_ch,oh_rha_ds_od_ih_t_so,oh_rha_od_hf_a_so,oh_rha_ds_od_tot,oh_rha_ds_ns,oh_rha_ds_tot,oh_r_psh_ds_sh,oh_r_psh_ds_sdrtht,oh_r_psh_ds_fa,oh_r_psh_ds_od_c,oh_r_psh_ds_od_ch,oh_r_psh_ds_od_ih_t_so,oh_r_psh_od_hf_a_so,oh_r_psh_ds_od_tot,oh_r_psh_ds_ns,oh_r_psh_ds_tot,oh_r_hcc_ds_sh,oh_r_hcc_ds_sdrtht,oh_r_hcc_ds_fa,oh_r_hcc_ds_od_c,oh_r_hcc_ds_od_ch,oh_r_hcc_ds_od_ih_t_so,oh_r_hcc_od_hf_a_so,oh_r_hcc_ds_od_tot,oh_r_hcc_ds_ns,oh_r_hcc_ds_tot,oh_r_olt_ds_sh,oh_r_olt_ds_sdrtht,oh_r_olt_ds_fa,oh_r_olt_ds_od_c,oh_r_olt_ds_od_ch,oh_r_olt_ds_od_ih_t_so,oh_r_olt_od_hf_a_so,oh_r_olt_ds_od_tot,oh_r_olt_ds_ns,oh_r_olt_ds_tot,oh_r_lns_ds_sh,oh_r_lns_ds_sdrtht,oh_r_lns_ds_fa,oh_r_lns_ds_od_c,oh_r_lns_ds_od_ch,oh_r_lns_ds_od_ih_t_so,oh_r_lns_od_hf_a_so,oh_r_lns_ds_od_tot,oh_r_lns_ds_ns,oh_r_lns_ds_tot
Frankston (C),22170,91,5,0,0,0,0,0,0,0,102,206,15,3,0,3,0,0,3,0,227,131,40,12,0,0,0,0,0,0,185,50,10,0,0,0,0,0,0,0,66,46,8,0,0,0,0,0,0,0,52,3,3,0,0,0,0,0,0,0,4,11,0,3,0,6,0,0,6,0,13,3,0,0,0,0,0,0,0,0,4,236,63,19,0,6,0,0,9,0,330,7,3,0,0,0,0,0,0,0,13,22,5,3,0,0,0,0,0,0,34,566,96,27,0,12,0,0,10,3,697,11233,1577,111,14,100,0,5,120,15,13057,17767,1997,173,3,7,0,17,19,16,19965,5932,2906,730,0,8,0,11,21,16,9607,623,380,73,0,0,0,0,0,3,1077,1763,571,95,0,5,0,6,12,11,2455,85,112,10,0,0,0,0,0,0,214,110,56,18,5,207,0,0,218,0,401,108,53,16,0,5,0,0,5,0,185
Gannawarra (S),22250,21,0,0,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,26,18,0,0,0,0,0,0,0,0,18,4,0,3,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,89,0,3,0,0,0,0,0,0,96,1960,0,27,13,0,0,3,19,3,2007,1065,0,3,4,0,0,3,7,3,1077,288,0,23,0,0,0,0,0,0,313,60,0,24,0,0,0,0,0,0,85,299,7,14,0,0,0,3,3,3,317,5,0,4,0,0,0,0,0,0,4,72,0,0,3,0,0,4,4,0,78,34,0,3,3,0,0,0,3,0,43
Greater Shepparton (C),22830,106,0,0,0,0,0,0,4,0,108,262,5,0,0,0,0,0,0,0,268,168,33,6,0,0,0,0,0,0,206,147,32,10,0,0,0,0,0,0,189,68,8,0,0,0,0,0,0,0,76,24,8,3,0,0,0,0,0,0,27,7,0,0,0,0,0,0,3,0,15,11,0,0,0,0,0,0,0,0,11,431,76,12,3,0,0,0,5,0,528,6,0,0,0,0,0,0,0,0,6,44,5,0,3,3,0,0,3,0,58,850,90,16,5,3,0,0,9,0,963,6884,362,7,60,67,3,7,144,8,7405,7063,162,4,10,0,3,9,19,10,7261,2304,877,43,0,0,0,12,11,8,3249,460,196,36,0,0,0,0,0,0,690,1134,174,14,0,4,0,9,11,11,1339,88,41,17,0,0,0,0,0,0,150,260,32,9,26,51,0,3,86,4,383,115,32,5,0,0,0,0,0,0,156
Hepburn (S),22910,20,0,0,0,0,0,3,3,0,24,27,0,0,0,0,0,3,3,0,27,11,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,70,3,0,0,0,0,5,5,0,83,2415,20,0,11,3,3,135,154,36,2619,1914,3,0,0,0,0,94,95,29,2046,345,15,4,0,0,0,33,34,3,403,47,18,23,0,0,0,0,0,0,89,351,7,11,3,0,0,16,19,13,397,3,11,9,0,0,0,0,0,0,28,26,3,0,9,0,0,0,9,0,42,39,0,0,0,0,0,0,0,3,46
Hindmarsh (S),22980,13,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,42,1117,61,18,4,0,3,3,5,8,1206,551,17,3,4,0,0,0,4,9,577,118,7,13,0,0,0,0,0,0,143,5,3,8,0,0,0,0,0,0,16,119,17,8,0,0,0,0,0,0,138,6,0,6,0,0,0,0,0,0,18,27,0,9,0,0,0,0,0,0,41,26,0,3,0,0,0,0,0,0,30
Hobsons Bay (C),23110,34,10,0,0,0,0,0,0,0,44,49,11,4,0,0,0,0,0,0,64,48,33,3,0,0,0,0,0,0,88,14,11,5,0,0,0,0,0,0,28,13,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,83,42,15,0,0,0,0,6,0,142,4,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,8,178,65,18,0,0,0,0,6,0,268,8649,2102,275,8,5,0,15,31,15,11070,7442,2900,295,4,3,0,3,12,31,10677,3130,2462,1010,0,0,0,39,39,24,6670,193,289,324,0,0,0,0,0,0,812,962,374,130,0,0,0,18,20,16,1501,59,15,65,0,0,0,0,0,0,142,101,53,15,3,4,3,0,15,4,186,87,40,9,0,0,0,0,0,0,138
Horsham (RC),23190,16,0,0,0,0,0,0,0,0,16,40,0,0,0,0,0,0,0,0,37,37,0,4,0,0,0,0,0,0,39,26,3,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,9,7,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,139,9,10,0,0,0,0,0,0,150,2717,115,68,3,0,0,6,11,14,2915,2454,31,24,3,0,0,3,5,3,2515,765,113,205,0,0,0,0,0,3,1089,133,69,42,0,0,0,0,0,3,247,338,18,25,0,0,0,0,0,3,387,6,20,5,0,0,0,0,0,0,36,39,12,0,0,0,0,0,3,3,61,34,13,4,0,0,0,0,0,0,45
Hume (C),23270,73,0,3,0,0,0,0,0,0,76,245,5,0,0,0,0,0,0,0,250,133,23,17,0,0,0,0,0,0,164,71,12,6,0,0,0,3,3,0,95,39,6,3,0,0,0,0,0,0,48,3,3,3,0,0,0,0,0,0,7,3,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,249,43,27,0,4,0,3,5,0,333,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,31,591,54,31,0,4,0,4,4,3,688,14629,777,319,7,43,0,32,81,18,15827,24914,1698,367,3,3,0,26,32,30,27040,6166,2206,818,0,0,0,13,14,39,9245,914,301,213,0,0,0,38,36,4,1467,2203,351,163,0,0,0,7,14,17,2746,91,22,44,0,0,0,0,0,0,163,403,71,44,3,104,0,3,111,3,628,157,27,15,0,3,0,3,10,0,217
Indigo (S),23350,21,0,0,0,0,0,0,0,0,21,37,0,0,0,0,0,3,3,0,44,17,0,4,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,3,0,0,0,3,3,0,96,2314,27,43,12,10,0,10,32,12,2424,2101,6,16,0,3,0,5,8,19,2144,366,17,72,0,0,0,3,3,0,458,39,8,42,0,0,0,0,0,0,88,331,13,21,0,0,0,4,6,5,379,11,14,4,0,0,0,0,0,0,30,37,0,3,0,6,0,0,7,0,50,32,0,5,0,0,0,0,0,0,42
Kingston (C) (Vic.),23430,44,13,3,0,0,0,0,0,0,58,81,20,8,0,0,0,0,0,0,104,28,40,24,0,0,0,0,0,0,92,8,8,4,0,0,0,0,0,0,25,5,6,3,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,60,52,37,0,3,0,0,3,0,148,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,10,189,84,54,0,3,0,0,3,0,324,13891,3931,1332,20,64,0,12,99,40,19295,13744,4826,1878,5,4,0,28,34,48,20516,3212,3804,3044,0,0,0,54,57,34,10152,290,315,280,0,0,0,0,0,5,890,1072,797,417,0,6,0,23,28,17,2327,54,42,79,0,0,0,0,0,7,191,90,55,36,18,72,0,4,85,7,277,107,65,37,3,4,0,0,8,5,223
Knox (C),23670,64,0,0,0,0,0,0,0,0,68,132,9,0,0,0,0,0,0,0,134,90,23,3,0,0,0,0,0,0,115,16,7,3,0,0,0,0,0,0,30,18,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,131,35,8,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,335,48,13,0,0,0,0,3,0,389,16045,1777,268,18,57,0,38,112,19,18221,20505,1873,233,0,0,0,50,50,20,22682,5287,1502,331,0,0,0,18,18,22,7167,509,245,148,0,0,0,0,0,0,898,1477,308,30,0,0,0,11,12,11,1841,58,51,70,0,0,0,3,3,0,183,74,18,15,6,31,0,6,49,6,159,113,25,13,0,0,0,0,0,3,143
Latrobe (C) (Vic.),23810,65,3,3,0,0,0,0,0,0,70,171,0,0,0,0,0,0,0,0,171,125,19,17,0,0,0,0,0,0,159,70,19,17,0,0,0,0,0,0,104,31,0,0,0,0,0,0,0,0,33,11,3,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,252,41,31,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,22,508,46,33,0,0,0,0,0,0,591,9339,384,175,18,41,3,4,67,15,9975,9162,132,103,3,4,3,3,9,15,9424,2903,513,704,0,0,0,3,3,13,4147,659,277,213,0,0,0,0,0,3,1153,1185,98,88,0,4,0,3,4,12,1387,82,54,32,0,0,0,0,0,0,167,89,38,8,9,13,0,0,18,14,164,77,18,9,0,0,0,0,0,3,116
Loddon (S),23940,29,0,0,3,0,0,0,3,0,30,15,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,64,0,3,3,0,0,0,5,0,70,1447,3,3,25,3,8,3,33,32,1522,724,0,0,0,0,0,3,13,10,749,71,0,11,0,0,0,0,0,0,78,7,8,15,0,0,0,0,0,0,30,216,0,8,0,0,0,3,3,0,227,7,0,3,0,0,0,0,0,0,8,61,0,0,4,3,0,0,6,0,67,47,0,0,0,0,0,0,0,0,47
Macedon Ranges (S),24130,35,0,0,0,0,0,0,0,0,36,70,0,0,0,0,0,0,0,0,76,17,3,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,38,3,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,150,6,0,0,0,0,0,0,0,154,5431,174,46,5,11,3,3,20,19,5691,6972,107,19,0,0,0,17,17,16,7130,1001,205,49,0,0,0,17,13,3,1280,97,49,6,0,0,0,0,0,0,155,514,72,16,0,0,0,8,13,10,623,37,36,6,0,0,0,0,0,0,78,62,8,0,0,3,0,3,12,0,83,66,3,0,0,0,0,0,0,0,73
Manningham (C),24210,22,0,3,0,0,0,0,0,0,27,34,7,0,0,0,0,0,0,0,37,30,0,5,0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,6,0,0,0,0,0,0,50,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,99,10,12,0,0,0,0,0,0,127,15414,2174,628,13,4,0,3,15,21,18255,10238,1916,626,0,0,0,3,3,22,12804,2972,1457,953,0,0,0,3,9,9,5403,57,57,62,0,0,0,0,0,0,178,964,334,162,0,0,0,7,7,6,1473,15,24,39,0,0,0,0,0,0,76,70,20,19,0,0,0,3,0,3,114,111,30,19,0,0,0,0,0,0,155
Mansfield (S),24250,11,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,3,0,0,0,3,0,40,1368,11,0,3,3,0,3,14,14,1402,950,3,0,0,0,0,3,6,3,967,256,12,4,0,0,0,0,0,0,283,49,3,0,0,0,0,0,0,0,56,166,0,3,0,0,3,0,0,3,177,0,0,0,0,0,0,0,0,0,0,43,7,0,3,0,0,3,5,0,61,31,0,4,0,0,0,0,0,0,37
Maribyrnong (C),24330,15,0,3,0,0,0,0,0,0,20,37,10,17,0,0,0,0,0,0,67,52,22,34,0,0,0,0,0,0,106,25,17,3,0,0,0,0,0,0,43,8,3,4,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,96,36,52,0,0,0,0,0,0,187,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,5,155,53,67,0,0,0,0,0,0,276,4909,1083,443,0,0,0,29,32,17,6486,5643,2466,1159,0,0,0,34,34,14,9319,2778,2209,4215,0,0,0,48,48,33,9287,413,736,294,0,0,0,0,0,6,1450,958,509,489,0,4,0,25,29,17,1999,47,35,139,0,0,0,0,0,0,224,95,53,91,0,3,0,12,14,5,252,74,33,30,0,0,0,3,3,0,142
Maroondah (C),24410,48,3,0,0,0,0,0,0,0,55,86,3,3,0,0,0,0,0,0,94,71,6,4,0,0,0,0,0,0,85,30,4,0,0,0,0,0,0,0,38,17,3,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,16,7,0,0,0,0,0,0,144,3,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,13,266,26,15,0,0,0,0,0,0,310,12330,573,73,0,3,0,0,3,17,12992,14876,959,276,0,0,0,4,3,25,16136,5029,1112,377,0,0,0,11,11,18,6552,479,241,53,0,0,0,0,0,0,772,1374,187,48,0,0,0,3,3,11,1626,82,85,56,0,0,0,0,0,3,225,74,26,0,0,0,0,0,0,3,104,97,15,3,0,0,0,0,0,0,117
Melbourne (C),24600,0,3,7,0,0,0,0,0,0,12,3,7,17,0,0,0,0,0,0,25,5,29,122,0,0,0,0,0,0,156,0,5,23,0,0,0,0,0,0,31,0,9,15,0,0,0,0,0,0,22,0,4,9,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,46,164,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,9,58,200,0,0,0,0,5,0,269,592,1752,5577,0,4,3,4,11,37,7978,435,1808,6988,0,0,0,11,16,44,9289,310,2203,24943,0,0,0,45,45,178,27678,50,305,2122,0,0,0,0,0,17,2497,132,739,4499,0,0,0,14,19,31,5422,10,59,536,0,0,0,0,0,0,612,15,33,723,0,0,0,3,5,21,799,13,61,284,0,0,0,7,7,11,364
Melton (C),24650,47,3,0,0,0,0,0,0,0,54,219,7,0,0,0,0,0,0,0,227,151,26,5,0,0,0,0,0,0,182,19,12,0,0,0,0,0,0,0,28,32,4,0,0,0,0,0,3,0,35,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,209,49,5,0,0,0,0,4,0,261,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,13,494,62,3,0,0,0,0,4,0,557,8425,832,54,20,8,0,3,31,10,9346,19913,1608,71,0,0,0,3,7,39,21648,4659,1392,152,0,3,0,0,8,16,6223,176,140,13,0,0,0,0,0,3,322,1385,242,21,0,3,0,6,8,10,1663,60,41,3,0,0,0,0,0,0,99,124,42,4,13,50,0,3,67,0,238,104,19,0,0,0,0,0,0,0,127
Mildura (RC),24780,79,0,0,0,0,0,0,0,0,86,196,0,0,0,0,0,0,0,3,204,177,36,28,0,0,0,0,3,0,242,134,23,36,0,0,0,0,0,0,195,70,0,8,0,0,0,0,0,0,78,20,3,3,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,0,0,0,15,421,68,70,0,0,0,0,4,0,557,9,0,0,0,0,0,0,0,0,12,24,0,9,0,0,0,0,0,0,36,729,73,75,0,0,0,0,10,4,890,5644,402,119,59,43,3,6,106,34,6313,6014,162,59,0,0,0,0,7,24,6262,1966,580,453,0,0,0,3,3,10,3002,287,146,153,0,0,0,0,0,0,585,1040,128,86,6,4,0,4,17,9,1277,36,16,70,0,0,0,0,0,3,127,207,17,29,28,29,0,0,62,3,321,107,4,11,0,0,0,0,0,3,138
Mitchell (S),24850,41,0,0,0,0,0,0,0,0,44,116,0,0,0,0,0,0,0,0,120,72,3,0,0,0,0,0,0,0,79,18,0,3,0,0,0,0,0,0,20,19,0,3,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,113,3,7,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,289,4,9,0,0,0,0,0,0,306,3643,112,69,16,14,0,4,43,16,3872,6030,59,27,0,0,3,3,8,13,6140,1320,153,115,0,0,0,4,4,3,1599,191,47,44,0,0,0,0,0,0,283,581,21,34,0,0,0,0,3,14,652,8,3,9,0,0,0,0,0,0,23,259,17,14,4,16,0,0,22,0,313,64,3,3,0,0,0,0,0,0,74
Moira (S),24900,54,0,0,0,0,0,0,0,0,55,83,0,0,0,0,0,0,0,0,83,41,7,6,0,0,0,0,0,0,55,20,0,4,0,0,0,0,0,0,27,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,96,12,17,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,246,14,12,0,0,0,0,0,0,272,4139,82,126,21,20,4,4,44,58,4455,3180,27,23,0,0,4,8,12,19,3261,846,126,160,0,0,0,0,3,3,1137,159,17,67,0,0,0,0,0,0,248,628,31,45,0,0,0,7,9,7,721,14,4,5,0,0,0,0,0,0,22,141,3,12,14,13,0,0,21,11,194,98,3,13,0,0,0,0,0,0,121
Monash (C),24970,42,0,0,0,0,0,0,0,0,44,43,0,3,0,0,0,0,0,0,47,47,4,6,0,0,0,0,0,0,57,12,7,4,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,18,17,0,0,0,0,0,0,107,4,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,0,0,0,12,160,23,23,0,0,0,0,0,0,211,20131,1973,1551,0,0,0,3,8,31,23690,13771,2585,1677,0,0,0,3,3,38,18071,6467,3300,3093,0,0,0,12,10,56,12928,419,294,393,0,0,0,0,0,3,1109,2001,757,540,0,0,0,11,11,26,3331,64,88,105,0,0,0,0,0,3,265,178,83,71,0,0,0,0,0,16,353,164,39,32,0,0,0,0,0,0,235
