LGA_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,LGA_NAME11
34710,993,421,549,521,535,401,190,172,61,3843,3,0,3,3,0,3,3,0,0,15,0,7,8,7,21,100,108,24,3,278,7,7,5,11,26,68,115,20,0,259,38,91,54,68,103,184,134,29,3,704,0,0,3,0,0,25,26,7,0,61,0,0,0,0,0,13,9,0,0,22,0,0,0,0,4,15,21,0,3,43,0,0,0,0,0,3,0,0,0,3,3,3,0,3,8,9,4,0,0,30,0,0,0,0,0,0,0,0,0,0,48,108,70,89,162,417,417,80,9,1400,51,108,73,92,162,420,420,80,9,1415,1044,529,622,613,697,821,610,252,70,5258,Longreach (R)
34770,23394,13672,13915,14862,15107,11025,6483,3647,1227,103332,32,35,21,25,27,22,13,7,0,182,28,54,53,72,106,203,178,72,10,776,22,36,60,59,63,142,195,43,10,630,486,819,802,736,889,819,466,172,58,5247,7,4,22,12,18,59,46,8,0,176,11,11,14,18,34,35,22,3,3,151,9,13,3,13,23,26,34,5,0,126,3,4,0,0,5,5,3,0,0,20,7,3,5,7,4,5,3,3,0,37,0,0,0,0,0,0,0,0,0,0,573,944,959,917,1142,1294,947,306,81,7163,605,979,980,942,1169,1316,960,313,81,7345,23999,14651,14895,15804,16276,12341,7443,3960,1308,110677,Mackay (R)
34800,149,137,184,135,115,116,61,27,9,933,3,0,5,3,4,5,0,0,0,20,0,0,5,6,10,22,18,4,0,65,0,0,7,6,3,4,11,7,0,38,7,50,135,123,128,102,22,5,0,572,0,0,3,3,3,3,0,0,0,12,0,0,0,0,6,8,0,0,0,14,0,0,0,0,5,3,0,3,0,11,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,7,53,153,138,155,142,51,22,0,721,10,53,158,141,159,147,51,22,0,741,159,190,342,276,274,263,112,49,9,1674,McKinlay (S)
35010,81413,46753,43655,53726,48783,41800,27157,14114,5379,362780,64,72,39,30,33,41,26,6,9,320,93,77,93,103,118,222,246,137,26,1115,48,37,54,55,80,165,190,101,24,754,1085,1682,1215,846,700,983,613,263,135,7522,12,8,19,15,14,58,48,26,4,204,25,17,19,12,29,31,33,10,4,180,4,4,10,8,24,54,50,15,3,172,8,8,7,9,13,8,6,0,0,59,4,3,3,3,9,19,7,7,0,55,0,0,0,0,0,0,0,0,0,0,1279,1836,1420,1051,987,1540,1193,559,196,10061,1343,1908,1459,1081,1020,1581,1219,565,205,10381,82756,48661,45114,54807,49803,43381,28376,14679,5584,373161,Moreton Bay (R)
35250,392,138,164,137,133,76,40,9,4,1093,8,0,4,5,0,0,0,0,0,17,0,0,0,0,4,6,0,0,0,10,0,0,0,0,0,3,3,0,0,6,3,11,15,15,9,11,11,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,15,13,20,14,0,0,91,11,11,19,20,13,20,14,0,0,108,403,149,183,157,146,96,54,9,4,1201,Mornington (S)
35300,4929,2900,3666,2982,2617,1583,779,351,70,19877,6,12,11,14,12,3,0,3,0,61,21,37,39,40,66,132,101,18,0,454,20,6,22,23,19,78,68,25,4,265,176,257,325,323,347,374,187,41,3,2033,4,0,8,12,3,26,38,8,0,99,11,10,8,10,17,33,19,4,0,112,4,0,3,3,11,21,8,3,3,56,8,14,14,27,32,14,6,3,0,118,0,5,4,5,4,5,10,3,0,36,0,0,0,0,0,0,0,0,0,0,244,329,423,443,499,683,437,105,10,3173,250,341,434,457,511,686,437,108,10,3234,5179,3241,4100,3439,3128,2269,1216,459,80,23111,Mount Isa (C)
35600,973,475,520,565,586,457,342,205,66,4189,8,4,3,0,3,3,0,4,0,25,5,5,4,9,4,36,42,5,0,110,0,0,3,0,3,33,38,15,0,92,33,59,46,63,58,84,50,14,4,411,0,0,0,0,3,18,16,0,0,37,0,3,3,0,6,4,0,0,0,16,0,0,0,4,0,3,3,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,38,67,59,76,77,178,152,34,4,685,46,71,62,76,80,181,152,38,4,710,1019,546,582,641,666,638,494,243,70,4899,Murweh (S)
35670,272,143,103,109,86,47,19,14,0,793,5,0,4,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,11,5,0,9,3,6,3,0,0,0,26,277,143,112,112,92,50,19,14,0,819,Napranum (S)
35760,1897,813,884,1142,1319,1411,1153,564,202,9385,7,7,3,4,5,6,6,0,0,38,4,4,7,5,11,46,49,3,3,132,0,4,3,0,0,30,23,9,0,69,49,79,63,65,99,151,108,18,13,645,0,0,3,4,0,11,8,5,0,31,0,0,3,0,0,5,7,0,0,15,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,53,87,79,74,113,253,195,35,16,905,60,94,82,78,118,259,201,35,16,943,1957,907,966,1220,1437,1670,1354,599,218,10328,North Burnett (R)
35780,756,385,281,247,209,137,41,25,10,2091,4,3,3,3,3,0,3,0,0,19,9,0,5,7,5,20,24,3,0,73,5,0,7,12,20,58,22,3,0,127,27,23,36,27,51,54,13,0,0,231,3,0,0,3,0,5,3,3,0,17,0,0,0,0,6,0,16,0,0,22,0,0,0,0,3,10,0,0,0,13,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,48,49,85,147,78,9,0,487,52,26,51,52,88,147,81,9,0,506,808,411,332,299,297,284,122,34,10,2597,Northern Peninsula Area (R)
35800,381,159,187,199,248,222,160,79,21,1656,13,0,3,7,4,5,0,0,0,32,3,8,3,5,9,33,39,0,0,100,3,0,0,3,15,28,20,11,0,80,7,24,16,19,42,55,42,13,0,218,0,0,3,0,0,0,6,0,0,9,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,5,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,25,27,66,124,115,24,0,426,26,32,28,34,70,129,115,24,0,458,407,191,215,233,318,351,275,103,21,2114,Paroo (S)
36070,148,76,100,113,80,52,26,11,0,606,9,3,4,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,17,18,7,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,17,18,7,3,0,0,68,19,9,11,20,18,10,3,0,0,90,167,85,111,133,98,62,29,11,0,696,Pormpuraaw (S)
36150,190,75,101,121,148,108,64,34,13,854,0,5,3,0,0,0,0,0,0,8,0,0,0,0,7,0,18,5,0,30,0,0,0,0,0,12,15,0,0,27,5,23,23,18,39,49,27,4,0,188,0,0,0,5,0,4,0,0,0,9,0,0,0,3,4,3,3,3,0,16,0,0,5,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,5,0,16,0,0,0,0,0,0,0,0,0,0,5,30,28,26,50,68,73,17,0,297,5,35,31,26,50,68,73,17,0,305,195,110,132,147,198,176,137,51,13,1159,Quilpie (S)
36250,27302,17450,13963,18431,19735,16931,10436,5978,2628,132854,12,15,12,7,11,17,11,3,4,92,24,17,31,33,41,74,76,34,3,333,9,14,16,12,18,36,58,37,11,211,358,605,453,299,314,292,211,120,67,2719,8,0,0,4,9,8,13,6,0,48,3,5,8,13,3,24,12,3,0,71,7,4,3,5,9,15,10,3,3,59,0,3,0,0,3,3,3,0,0,12,6,0,5,0,4,9,8,3,3,38,0,0,0,0,0,0,0,0,0,0,415,648,516,366,401,461,391,206,87,3491,427,663,528,373,412,478,402,209,91,3583,27729,18113,14491,18804,20147,17409,10838,6187,2719,136437,Redland (C)
36300,168,88,94,115,111,95,47,36,14,768,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,12,3,0,23,0,0,0,0,0,0,9,3,0,12,3,17,8,12,19,35,24,3,3,124,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,5,0,0,14,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,8,12,22,52,50,12,3,182,3,20,8,12,22,52,50,12,3,182,171,108,102,127,133,147,97,48,17,950,Richmond (S)
36360,22303,13834,12442,13026,14139,11757,7796,4844,1700,101841,24,43,13,23,15,10,11,4,0,143,16,31,62,34,80,226,281,99,6,835,20,22,28,29,66,212,420,176,19,992,574,981,787,750,866,895,520,225,104,5702,6,10,5,6,27,46,93,33,7,233,0,3,7,4,15,20,15,0,0,64,6,5,4,0,16,30,43,10,3,117,0,8,0,8,9,3,0,0,0,28,4,3,3,0,4,17,16,7,0,54,0,0,0,0,0,0,0,0,0,0,626,1063,896,831,1083,1449,1388,550,139,8025,650,1106,909,854,1098,1459,1399,554,139,8168,22953,14940,13351,13880,15237,13216,9195,5398,1839,110009,Rockhampton (R)
36510,7346,3610,3002,4831,5209,4831,3503,1703,647,34682,17,12,13,3,7,9,5,5,3,74,9,25,34,35,19,46,39,14,3,224,4,8,14,17,15,20,22,9,3,112,183,225,170,155,151,129,109,21,23,1166,7,3,6,3,3,5,3,3,0,33,4,3,3,9,5,3,4,0,0,31,3,0,3,0,3,3,7,0,0,19,0,3,14,3,5,4,0,0,0,29,0,3,10,8,3,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,210,270,254,230,204,213,187,50,29,1647,227,282,267,233,211,222,192,55,32,1721,7573,3892,3269,5064,5420,5053,3695,1758,679,36403,Scenic Rim (R)
36580,4344,2095,1938,2711,3008,3003,2132,814,265,20310,9,7,10,5,9,5,4,5,3,57,8,3,9,4,7,17,20,0,3,71,3,0,3,4,3,3,12,7,3,38,90,109,75,77,90,100,66,27,13,647,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,11,4,0,0,15,0,3,0,3,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,115,87,91,100,134,108,34,19,789,110,122,97,96,109,139,112,39,22,846,4454,2217,2035,2807,3117,3142,2244,853,287,21156,Somerset (R)
36630,6465,3036,2661,3533,3856,4232,3225,1622,573,29203,15,16,7,4,9,8,8,7,3,77,9,3,9,12,16,32,43,5,3,132,0,6,3,3,5,12,47,10,3,89,110,171,183,155,225,227,122,66,17,1276,0,0,3,0,4,10,8,4,0,29,0,0,0,0,0,6,4,0,0,10,0,0,3,4,7,9,5,0,0,28,5,3,3,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,124,183,204,174,257,300,229,85,27,1583,139,199,211,178,266,308,237,92,30,1660,6604,3235,2872,3711,4122,4540,3462,1714,603,30863,South Burnett (R)
36660,6779,3423,2852,3799,4375,4579,3345,1889,753,31794,48,51,8,6,7,13,12,0,3,148,15,20,24,12,25,49,40,10,3,198,6,7,8,5,4,9,13,4,0,56,124,228,147,136,165,191,102,51,29,1173,0,4,0,3,4,3,4,3,0,21,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,10,3,0,0,13,3,0,0,0,3,0,0,0,0,6,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,148,259,179,156,208,271,162,68,32,1483,196,310,187,162,215,284,174,68,35,1631,6975,3733,3039,3961,4590,4863,3519,1957,788,33425,Southern Downs (R)
36710,56908,32087,28460,39873,41824,38167,28744,16861,6714,289638,65,42,32,40,40,50,27,15,12,323,187,121,241,238,290,735,948,381,70,3211,350,94,281,414,477,1336,2267,1460,243,6922,1036,1555,1366,1114,1259,1541,1199,593,279,9942,48,23,56,64,100,226,310,140,26,993,28,18,45,50,76,107,58,31,0,413,28,16,12,26,59,219,339,176,29,904,12,9,9,20,14,19,4,3,0,90,17,12,22,23,37,82,89,61,12,355,0,0,0,0,0,0,0,0,0,0,1706,1848,2032,1949,2312,4265,5214,2845,659,22830,1771,1890,2064,1989,2352,4315,5241,2860,671,23153,58679,33977,30524,41862,44176,42482,33985,19721,7385,312791,Sunshine Coast (R)
36810,8543,4185,3623,5247,5931,5872,4369,2230,703,40703,30,25,14,20,16,14,11,4,6,140,79,33,17,14,35,124,117,33,6,458,14,9,22,14,32,107,105,30,3,336,190,285,285,257,336,407,288,105,43,2196,7,0,5,12,10,41,46,9,0,130,7,6,10,10,28,34,42,8,0,145,0,0,0,0,5,23,16,3,0,47,4,4,4,4,7,9,3,0,0,35,0,0,0,3,4,10,0,3,0,20,0,0,0,0,0,0,0,0,0,0,301,337,343,314,457,755,617,191,52,3367,331,362,357,334,473,769,628,195,58,3507,8874,4547,3980,5581,6404,6641,4997,2425,761,44210,Tablelands (R)
36910,31722,18948,16559,18495,18780,16304,11754,7275,2894,142731,55,44,33,27,26,14,13,8,8,228,54,74,75,38,79,94,98,39,7,558,10,19,27,30,29,40,49,19,5,228,719,1144,830,542,656,596,435,208,104,5234,0,9,9,11,11,22,14,4,0,80,5,3,6,5,3,13,8,0,0,43,4,6,3,3,7,11,14,0,0,48,9,12,5,4,4,8,0,0,0,42,0,3,3,0,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,801,1270,958,633,796,787,618,270,116,6249,856,1314,991,660,822,801,631,278,124,6477,32578,20262,17550,19155,19602,17105,12385,7553,3018,149208,Toowoomba (R)
34830,56,35,37,34,40,21,11,4,3,241,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,16,13,8,7,6,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,13,8,7,12,7,0,0,0,63,16,13,8,12,12,7,0,0,0,68,72,48,45,46,52,28,11,4,3,309,Mapoon (S)
34860,2829,1382,1630,1686,1675,1302,861,477,142,11984,14,13,6,6,4,7,6,0,3,59,4,13,16,8,16,47,61,9,0,174,8,6,10,5,9,46,52,13,0,149,85,195,258,270,272,224,108,27,8,1447,0,0,13,5,15,17,21,5,0,76,0,0,10,6,3,12,7,0,0,38,0,0,0,4,0,8,0,0,0,12,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,6,8,0,0,14,0,0,0,0,0,0,0,0,0,0,97,214,312,298,315,360,257,54,8,1915,111,227,318,304,319,367,263,54,11,1974,2940,1609,1948,1990,1994,1669,1124,531,153,13958,Maranoa (R)
35790,711,409,294,313,245,151,36,14,0,2173,12,18,13,7,10,5,3,0,0,68,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,16,21,15,13,13,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,25,18,13,13,0,0,0,117,44,34,38,25,23,18,3,0,0,185,755,443,332,338,268,169,39,14,0,2358,Palm Island (S)
36950,906,422,428,401,384,256,92,39,16,2944,10,9,9,0,0,0,0,0,0,28,3,4,0,0,9,6,3,4,0,29,0,5,5,0,11,6,5,0,0,32,60,48,81,61,71,54,27,23,3,428,0,0,0,0,3,4,0,0,0,7,0,0,3,5,0,3,0,0,0,11,6,0,3,6,4,3,0,0,0,22,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,60,92,72,98,76,35,27,3,532,79,69,101,72,98,76,35,27,3,560,985,491,529,473,482,332,127,66,19,3504,Torres (S)
36960,1404,577,546,406,381,261,122,53,7,3757,27,17,24,4,7,3,0,0,0,82,0,0,6,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,18,42,34,19,24,21,8,0,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42,40,19,29,21,8,0,3,180,45,59,64,23,36,24,8,0,3,262,1449,636,610,429,417,285,130,53,10,4019,Torres Strait Island (R)
37010,35886,26372,23813,23635,21785,16538,9489,5022,1787,164327,43,54,35,38,30,28,15,8,0,251,74,141,153,123,182,315,294,140,35,1457,87,83,97,123,158,334,402,178,34,1496,836,1662,1147,962,1123,1116,775,340,108,8069,15,18,26,21,43,92,105,36,10,366,14,35,24,19,33,61,38,12,3,239,13,8,12,20,42,76,73,24,3,271,12,41,11,9,10,8,3,3,0,97,8,12,14,24,29,40,39,13,0,179,0,0,0,0,0,0,0,0,0,0,1059,2000,1484,1301,1620,2042,1729,746,193,12174,1102,2054,1519,1339,1650,2070,1744,754,193,12425,36988,28426,25332,24974,23435,18608,11233,5776,1980,176752,Townsville (C)
43080,193,90,66,134,158,165,80,78,19,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,5,0,9,3,3,7,0,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,6,7,7,0,8,42,0,5,0,9,6,7,7,0,8,42,193,95,66,143,164,172,87,78,27,1025,Karoonda East Murray (DC)
37300,830,380,581,558,409,245,50,9,0,3062,3,3,4,0,0,0,0,0,0,10,4,7,14,8,14,21,15,3,3,89,0,5,3,5,6,26,11,4,0,60,25,53,79,94,118,120,35,4,3,531,0,0,6,0,0,4,4,0,0,14,0,4,4,3,3,8,3,0,0,25,0,0,3,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,69,109,113,146,179,71,11,6,733,32,72,113,113,146,179,71,11,6,743,862,452,694,671,555,424,121,20,6,3805,Weipa (T)
37310,7133,3330,3468,4208,3867,3370,2325,1305,486,29492,26,25,16,16,7,12,5,0,3,110,21,26,42,40,52,74,57,21,4,337,0,4,25,6,18,31,39,10,0,133,138,452,603,521,508,371,136,49,16,2794,0,0,9,17,11,8,4,0,0,49,3,6,10,6,11,6,6,0,0,48,0,6,4,8,10,12,7,0,0,47,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,8,0,0,13,0,0,0,0,0,0,0,0,0,0,162,498,693,598,610,507,257,80,20,3425,188,523,709,614,617,519,262,80,23,3535,7321,3853,4177,4822,4484,3889,2587,1385,509,33027,Western Downs (R)
37340,5745,3514,4195,4175,4325,3654,2100,1024,334,29066,9,19,27,4,14,15,7,4,4,103,91,130,187,134,198,357,397,100,17,1611,149,92,174,181,153,314,368,125,16,1572,217,334,511,440,528,642,361,75,19,3127,36,45,37,31,35,86,62,21,5,358,17,22,31,29,24,35,13,8,0,179,3,11,6,8,17,45,43,17,0,150,0,3,0,0,3,7,3,0,0,16,14,7,14,16,12,16,9,3,0,91,0,0,0,0,0,0,0,0,0,0,527,644,960,839,970,1502,1256,349,57,7104,536,663,987,843,984,1517,1263,353,61,7207,6281,4177,5182,5018,5309,5171,3363,1377,395,36273,Whitsunday (R)
40430,380,153,152,268,340,380,298,198,92,2261,0,3,3,0,3,0,3,3,0,15,0,0,0,0,0,7,5,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,5,12,9,16,32,15,11,0,110,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,9,16,44,23,11,0,136,10,11,18,9,19,44,26,14,0,151,390,164,170,277,359,424,324,212,92,2412,Barunga West (DC)
40520,2040,1092,1037,1248,1448,1391,879,633,249,10017,7,3,0,5,6,0,3,3,3,30,0,3,0,0,4,8,7,0,0,22,6,3,4,5,3,15,6,0,0,42,0,0,3,0,0,3,3,0,0,9,45,62,54,54,55,62,39,26,4,401,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,71,65,59,65,88,58,26,4,490,61,74,65,64,71,88,61,29,7,520,2101,1166,1102,1312,1519,1479,940,662,256,10537,Berri and Barmera (DC)
40070,1105,5202,4323,2123,1896,1884,1130,590,357,18610,4,34,13,6,7,3,0,3,0,70,9,86,195,210,232,178,106,42,3,1061,10,93,198,263,264,197,87,20,5,1137,3,15,104,101,153,85,27,10,0,498,232,368,401,375,396,315,244,218,165,2714,0,31,57,67,110,76,39,22,0,402,4,9,14,10,13,33,10,4,0,97,3,29,15,33,30,22,9,4,0,145,5,7,17,31,24,28,6,0,0,118,0,0,0,0,0,0,0,0,0,0,266,638,1001,1090,1222,934,528,320,173,6172,270,672,1014,1096,1229,937,528,323,173,6242,1375,5874,5337,3219,3125,2821,1658,913,530,24852,Adelaide (C)
