LGA_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,LGA_NAME11
51470,230,208,438,129,55,184,13,49,62,16,6,22,0,0,0,158,110,268,54,80,134,0.0,0.0,0.0,68.7,52.9,61.2,68.7,52.9,61.2,0,3,3,0,4,4,5,20,25,14,8,22,64,29,93,228,211,439,29,31,60,163,147,310,76,79,155,Carnamah (S)
51540,2307,2175,4482,1059,686,1745,212,366,578,113,96,209,75,60,135,1459,1208,2667,553,698,1251,5.1,5.0,5.1,63.3,55.6,59.5,60.0,52.8,56.5,13,20,33,13,33,46,114,188,302,99,133,232,582,275,857,2168,2039,4207,422,426,848,1408,1312,2720,969,964,1933,Carnarvon (S)
51610,485,428,913,241,109,350,56,122,178,21,19,40,11,9,20,329,259,588,121,150,271,3.3,3.5,3.4,68.0,60.5,64.5,65.7,58.4,62.3,3,3,6,0,7,7,23,58,81,18,49,67,133,42,175,494,473,967,72,59,131,312,294,606,209,199,408,Chapman Valley (S)
59340,3096,2798,5894,1623,1067,2690,251,454,705,197,146,343,109,83,192,2180,1750,3930,532,760,1292,5.0,4.7,4.9,70.4,62.6,66.7,66.8,59.6,63.4,60,54,114,26,68,94,229,420,649,165,205,370,819,344,1163,2524,2461,4985,995,910,1905,1475,1331,2806,1777,1751,3528,Wyndham-East Kimberley (S)
48260,2866,3104,5970,1225,675,1900,398,778,1176,74,98,172,86,67,153,1783,1618,3401,919,1341,2260,4.8,4.1,4.5,62.2,52.1,57.0,59.2,50.0,54.4,276,197,473,77,106,183,695,687,1382,231,313,544,363,255,618,2714,2920,5634,479,516,995,1897,2034,3931,1159,1246,2405,Walkerville (M)
48340,4654,4683,9337,2204,922,3126,466,1297,1763,240,208,448,197,148,345,3107,2575,5682,1374,1925,3299,6.3,5.7,6.1,66.8,55.0,60.9,62.5,51.8,57.2,22,23,45,18,51,69,174,363,537,151,296,447,1240,672,1912,5092,4957,10049,534,608,1142,3778,3626,7404,1481,1634,3115,Wattle Range (DC)
48410,22748,24135,46883,9986,6156,16142,3186,5758,8944,736,796,1532,876,739,1615,14784,13449,28233,6829,9539,16368,5.9,5.5,5.7,65.0,55.7,60.2,61.1,52.7,56.8,905,851,1756,292,545,837,3296,4033,7329,1810,1971,3781,4953,2618,7571,21461,22665,44126,3971,4100,8071,14208,15171,29379,9787,10222,20009,West Torrens (C)
48540,8879,8775,17654,4001,1744,5745,711,1997,2708,404,303,707,456,353,809,5572,4397,9969,2694,3881,6575,8.2,8.0,8.1,62.8,50.1,56.5,57.6,46.1,51.9,74,85,159,33,78,111,448,716,1164,297,454,751,2964,1257,4221,8906,8776,17682,1469,1472,2941,6260,6105,12365,3411,3492,6903,Whyalla (C)
48640,498,468,966,327,126,453,41,140,181,20,36,56,4,3,7,392,305,697,99,149,248,1.0,1.0,1.0,78.2,65.3,72.0,77.4,64.7,71.3,3,3,6,0,3,3,23,58,81,5,43,48,134,70,204,534,528,1062,77,71,148,393,364,757,176,185,361,Wudinna (DC)
48750,1857,1889,3746,626,284,910,280,499,779,69,63,132,75,42,117,1050,888,1938,732,937,1669,7.1,4.7,6.0,56.5,47.0,51.7,52.5,44.8,48.6,38,27,65,13,37,50,111,146,257,141,175,316,522,303,825,1819,1865,3684,255,276,531,1186,1179,2365,800,865,1665,Yankalilla (DC)
48830,4769,4556,9325,1692,699,2391,474,1042,1516,166,128,294,112,84,196,2444,1953,4397,2173,2447,4620,4.6,4.3,4.5,51.2,42.9,47.2,48.9,41.0,45.1,16,21,37,22,46,68,144,316,460,189,317,506,1301,581,1882,4831,4577,9408,587,621,1208,3658,3399,7057,1522,1535,3057,Yorke Peninsula (DC)
49399,2247,1407,3654,1275,468,1743,143,242,385,124,56,180,61,30,91,1603,796,2399,336,387,723,3.8,3.8,3.8,71.4,56.5,65.7,68.7,54.4,63.2,18,16,34,8,17,25,92,106,198,88,82,170,617,181,798,1788,1181,2969,481,294,775,1196,788,1984,951,589,1540,Unincorporated SA
49499,1626,1140,2766,376,164,540,145,127,272,66,30,96,161,93,254,748,414,1162,601,596,1197,21.5,22.5,21.9,46.0,36.3,42.0,36.1,28.2,32.8,33,33,66,7,17,24,113,126,239,68,82,150,351,155,506,367,222,589,1065,894,1959,213,120,333,1119,876,1995,
50080,13092,13828,26920,5570,2980,8550,1627,3653,5280,658,542,1200,450,324,774,8305,7499,15804,4164,5826,9990,5.4,4.3,4.9,63.4,54.2,58.7,60.0,51.9,55.8,190,145,335,122,253,375,890,1431,2321,780,1350,2130,3591,2295,5886,12832,13556,26388,2582,2797,5379,8343,8739,17082,6078,6690,12768,Albany (C)
50210,24190,24737,48927,12763,6459,19222,2471,5957,8428,1166,933,2099,910,796,1706,17310,14145,31455,5286,9181,14467,5.3,5.6,5.4,71.6,57.2,64.3,67.8,54.0,60.8,387,319,706,190,344,534,1576,2389,3965,1455,2155,3610,7502,4238,11740,23568,23697,47265,5083,5458,10541,14067,14097,28164,12328,12967,25295,Armadale (C)
50250,5603,2611,8214,3658,1161,4819,252,422,674,376,172,548,51,53,104,4337,1808,6145,196,527,723,1.2,2.9,1.7,77.4,69.2,74.8,76.5,67.2,73.5,46,27,73,36,44,80,334,310,644,283,218,501,2018,479,2497,3471,2196,5667,1854,895,2749,1347,859,2206,3652,1920,5572,Ashburton (S)
50280,4617,4674,9291,2050,1020,3070,728,1450,2178,292,201,493,141,107,248,3211,2778,5989,1009,1593,2602,4.4,3.9,4.1,69.5,59.4,64.5,66.5,57.1,61.8,70,68,138,50,116,166,496,710,1206,307,529,836,1356,668,2024,4401,4414,8815,969,999,1968,2752,2717,5469,2240,2346,4586,Augusta-Margaret River (S)
50350,5840,6006,11846,2970,1729,4699,658,1422,2080,247,227,474,184,162,346,4059,3540,7599,1462,2190,3652,4.5,4.6,4.6,69.5,58.9,64.1,66.4,56.2,61.2,143,142,285,81,138,219,654,895,1549,453,528,981,1556,781,2337,5665,5796,11461,1037,1018,2055,3789,3929,7718,2462,2523,4985,Bassendean (T)
50420,25714,25836,51550,13035,7641,20676,3144,6072,9216,986,914,1900,870,676,1546,18035,15303,33338,5972,9184,15156,4.8,4.4,4.6,70.1,59.2,64.7,66.8,56.6,61.7,916,843,1759,398,619,1017,3772,4341,8113,2147,2464,4611,5958,2908,8866,23700,23957,47657,4732,4787,9519,15126,15487,30613,11576,11557,23133,Bayswater (C)
51680,1732,1722,3454,915,426,1341,159,481,640,81,46,127,38,38,76,1193,991,2184,431,645,1076,3.2,3.8,3.5,68.9,57.6,63.2,66.7,55.4,61.0,14,12,26,7,15,22,75,127,202,110,162,272,535,265,800,1838,1818,3656,267,247,514,1132,1115,2247,842,850,1692,Chittering (S)
74660,2299,2127,4426,846,467,1313,303,296,599,113,114,227,184,154,338,1446,1031,2477,694,963,1657,12.7,14.9,13.6,62.9,48.5,56.0,54.9,41.2,48.3,32,28,60,11,25,36,86,132,218,68,65,133,441,174,615,2690,2488,5178,389,344,733,2084,1932,4016,727,675,1402,West Arnhem (S)
51750,3701,4121,7822,1542,896,2438,572,1063,1635,106,112,218,94,64,158,2314,2135,4449,1058,1747,2805,4.1,3.0,3.6,62.5,51.8,56.9,60.0,50.3,54.9,432,331,763,96,189,285,1047,1179,2226,279,462,741,315,205,520,3258,3687,6945,781,824,1605,2035,2365,4400,1826,1960,3786,Claremont (T)
51820,35039,35894,70933,19626,10103,29729,3763,9633,13396,1640,1524,3164,1078,999,2077,26107,22259,48366,7103,12069,19172,4.1,4.5,4.3,74.5,62.0,68.2,71.4,59.2,65.3,864,806,1670,372,657,1029,3742,5070,8812,2542,3422,5964,10057,4831,14888,35261,35846,71107,6685,6798,13483,21419,21924,43343,17433,17947,35380,Cockburn (C)
51890,3966,3395,7361,2062,613,2675,256,869,1125,238,126,364,118,85,203,2674,1693,4367,971,1561,2532,4.4,5.0,4.6,67.4,49.9,59.3,64.5,47.3,56.6,19,13,32,10,29,39,121,187,308,127,189,316,1434,530,1964,3783,3504,7287,742,540,1282,2705,2483,5188,1535,1325,2860,Collie (S)
51960,1697,1300,2997,1011,349,1360,90,225,315,82,50,132,60,66,126,1243,690,1933,225,472,697,4.8,9.6,6.5,73.2,53.1,64.5,69.7,48.0,60.3,11,9,20,9,9,18,47,71,118,48,68,116,490,175,665,1425,1220,2645,459,384,843,765,639,1404,944,819,1763,Coolgardie (S)
52030,480,400,880,254,91,345,28,82,110,17,11,28,13,12,25,312,196,508,140,183,323,4.2,6.1,4.9,65.0,49.0,57.7,62.3,46.0,54.9,0,4,4,0,4,4,11,39,50,20,33,53,109,47,156,466,403,869,67,66,133,344,288,632,157,156,313,Coorow (S)
52170,3043,3234,6277,1474,770,2244,446,808,1254,117,118,235,64,65,129,2101,1761,3862,652,1163,1815,3.0,3.7,3.3,69.0,54.5,61.5,66.9,52.4,59.5,330,252,582,63,144,207,988,978,1966,240,354,594,288,173,461,2646,2798,5444,677,698,1375,1731,1870,3601,1437,1457,2894,Cottesloe (T)
52240,461,384,845,242,95,337,35,88,123,22,18,40,16,12,28,315,213,528,106,149,255,5.1,5.6,5.3,68.2,55.5,62.4,64.7,52.3,59.1,3,0,3,0,5,5,16,34,50,31,40,71,79,48,127,465,415,880,59,51,110,344,285,629,148,146,294,Cranbrook (S)
52310,351,338,689,181,88,269,35,90,125,23,11,34,9,5,14,248,194,442,91,129,220,3.6,2.6,3.2,70.7,57.6,64.2,68.1,56.1,62.2,3,7,10,0,7,7,15,32,47,17,28,45,92,39,131,381,374,755,38,43,81,273,262,535,117,120,237,Cuballing (S)
52100,443,429,872,250,110,360,46,108,154,18,30,48,14,11,25,328,259,587,98,155,253,4.3,4.2,4.3,74.0,60.2,67.2,70.9,57.7,64.4,5,0,5,0,6,6,8,51,59,13,37,50,102,53,155,447,439,886,69,67,136,325,303,628,160,168,328,Corrigin (S)
52380,127,99,226,33,24,57,5,14,19,3,5,8,9,3,12,50,46,96,42,39,81,18.0,6.5,12.5,39.4,46.9,42.7,32.3,43.9,37.3,0,0,0,3,0,3,0,5,5,4,3,7,22,10,32,97,78,175,26,22,48,52,36,88,63,59,122,Cue (S)
52450,572,486,1058,294,113,407,45,122,167,16,17,33,15,10,25,370,262,632,179,202,381,4.1,3.8,4.0,64.7,54.0,59.8,62.1,52.0,57.4,4,0,4,3,7,10,20,43,63,24,29,53,138,66,204,571,495,1066,87,87,174,358,327,685,250,218,468,Cunderdin (S)
52520,547,470,1017,356,142,498,32,127,159,34,31,65,7,6,13,429,306,735,91,152,243,1.6,2.0,1.8,78.0,65.4,72.2,76.7,64.1,70.9,3,3,6,0,10,10,18,44,62,18,33,51,108,49,157,558,508,1066,80,52,132,401,364,765,197,165,362,Dalwallinu (S)
52590,1384,1190,2574,637,283,920,129,292,421,64,43,107,38,25,63,868,643,1511,355,430,785,4.4,3.9,4.2,62.7,54.1,58.7,60.0,52.0,56.3,11,4,15,5,18,23,55,125,180,71,105,176,380,133,513,1242,1048,2290,282,268,550,825,658,1483,595,581,1176,Dandaragan (S)
52660,4713,4838,9551,2691,1173,3864,412,1357,1769,269,205,474,143,120,263,3515,2855,6370,914,1700,2614,4.1,4.2,4.1,74.6,59.0,66.7,71.5,56.5,63.9,33,28,61,29,43,72,218,424,642,238,383,621,1791,1122,2913,4851,4908,9759,951,1024,1975,2952,2900,5852,2398,2594,4992,Dardanup (S)
52730,2041,2155,4196,704,366,1070,360,614,974,102,96,198,60,52,112,1226,1128,2354,699,941,1640,4.9,4.6,4.8,60.1,52.3,56.1,57.2,49.9,53.4,72,48,120,34,72,106,240,344,584,162,250,412,563,299,862,1992,2089,4081,401,419,820,1247,1273,2520,1020,1117,2137,Denmark (S)
52800,3999,2493,6492,987,721,1708,342,327,669,127,111,238,76,59,135,1532,1218,2750,2082,963,3045,5.0,4.8,4.9,38.3,48.9,42.4,36.4,46.5,40.3,20,40,60,18,55,73,127,216,343,95,130,225,539,257,796,2539,2462,5001,562,575,1137,1690,1631,3321,1114,1123,2237,Derby-West Kimberley (S)
52870,2138,2143,4281,999,429,1428,253,589,842,112,82,194,49,50,99,1413,1150,2563,605,907,1512,3.5,4.3,3.9,66.1,53.7,59.9,63.8,51.4,57.6,29,22,51,10,46,56,127,246,373,128,203,331,629,308,937,2211,2195,4406,305,339,644,1487,1415,2902,879,969,1848,Donnybrook-Balingup (S)
53990,8932,8963,17895,4809,1972,6781,819,2551,3370,457,330,787,279,258,537,6364,5111,11475,2000,3362,5362,4.4,5.0,4.7,71.2,57.0,64.1,68.1,54.2,61.1,69,64,133,58,126,184,505,838,1343,491,743,1234,2941,1579,4520,9051,8916,17967,1801,1886,3687,5528,5387,10915,4543,4704,9247,Harvey (S)
54060,1402,1409,2811,596,274,870,144,370,514,81,48,129,41,38,79,862,730,1592,455,621,1076,4.8,5.2,5.0,61.4,51.8,56.6,58.5,49.1,53.8,9,3,12,6,22,28,47,125,172,74,109,183,434,191,625,1441,1397,2838,245,264,509,886,839,1725,677,710,1387,Irwin (S)
54130,443,372,815,281,124,405,44,96,140,16,22,38,6,3,9,347,245,592,73,112,185,1.7,1.2,1.5,78.3,65.9,72.6,77.0,65.1,71.5,0,6,6,0,9,9,18,49,67,17,24,41,104,61,165,469,396,865,65,62,127,316,252,568,181,164,345,Jerramungup (S)
54170,60247,62698,122945,33596,16745,50341,7941,19713,27654,2585,2443,5028,1747,1591,3338,45869,40492,86361,11890,20069,31959,3.8,3.9,3.9,76.1,64.6,70.2,73.2,62.0,67.5,2076,1395,3471,931,1518,2449,8109,10018,18127,5616,7034,12650,17229,8543,25772,62140,63929,126069,9547,9924,19471,43048,44562,87610,24481,25246,49727,Joondalup (C)
54200,21106,21872,42978,11467,5852,17319,2294,5786,8080,904,838,1742,558,477,1035,15223,12953,28176,4719,7942,12661,3.7,3.7,3.7,72.1,59.2,65.6,69.5,57.0,63.2,501,337,838,244,414,658,1907,2659,4566,1560,2218,3778,6211,3029,9240,21645,22247,43892,3163,3328,6491,14577,14866,29443,8663,9248,17911,Kalamunda (S)
52940,266,252,518,153,57,210,24,66,90,11,11,22,5,9,14,193,143,336,62,107,169,2.6,6.3,4.2,72.8,56.3,64.7,70.9,52.8,62.0,0,5,5,0,5,5,10,27,37,9,17,26,60,33,93,303,284,587,28,29,57,191,178,369,115,116,231,Dowerin (S)
53010,263,221,484,170,57,227,22,69,91,7,11,18,7,8,15,206,145,351,50,71,121,3.4,5.5,4.3,78.3,65.9,72.7,75.7,62.3,69.6,0,0,0,0,10,10,20,31,51,14,19,33,46,32,78,273,250,523,38,22,60,188,173,361,98,82,180,Dumbleyung (S)
53080,548,378,926,254,121,375,32,59,91,32,19,51,22,7,29,340,206,546,99,133,232,6.5,3.4,5.3,62.2,54.4,59.0,58.1,52.5,55.8,0,0,0,3,9,12,25,24,49,28,20,48,126,31,157,382,348,730,141,98,239,216,194,410,261,210,471,Dundas (S)
54550,788,771,1559,416,188,604,82,191,273,46,39,85,24,13,37,568,431,999,188,312,500,4.2,3.0,3.7,72.1,55.9,64.1,69.0,54.2,61.7,4,4,8,3,8,11,40,97,137,48,64,112,156,99,255,828,846,1674,101,113,214,624,591,1215,259,277,536,Kojonup (S)
53150,2693,2939,5632,1329,785,2114,368,839,1207,123,121,244,71,59,130,1891,1804,3695,644,1005,1649,3.8,3.3,3.5,70.2,61.3,65.6,67.6,59.3,63.3,212,198,410,82,147,229,642,712,1354,230,337,567,460,224,684,2697,2902,5599,454,489,943,1822,1951,3773,1162,1237,2399,East Fremantle (T)
53220,7083,3038,10121,4334,1278,5612,301,367,668,413,155,568,78,65,143,5126,1865,6991,324,641,965,1.5,3.5,2.0,72.4,61.4,69.1,71.3,59.3,67.7,84,32,116,33,32,65,410,333,743,314,200,514,2325,466,2791,3995,2223,6218,2277,1070,3347,1697,1038,2735,4226,2003,6229,East Pilbara (S)
53290,5224,5265,10489,2631,1180,3811,556,1460,2016,280,256,536,157,135,292,3624,3031,6655,1192,1912,3104,4.3,4.5,4.4,69.4,57.6,63.4,66.4,55.0,60.7,31,36,67,28,91,119,271,473,744,244,393,637,1407,770,2177,5167,5204,10371,1025,1088,2113,3311,3305,6616,2415,2530,4945,Esperance (S)
53360,1034,882,1916,522,283,805,108,243,351,70,41,111,30,15,45,730,582,1312,212,240,452,4.1,2.6,3.4,70.6,65.8,68.4,67.7,64.1,66.1,16,16,32,8,20,28,48,104,152,77,60,137,378,145,523,913,787,1700,247,234,481,495,424,919,587,526,1113,Exmouth (S)
53430,11013,11625,22638,4948,3103,8051,1447,2965,4412,451,402,853,388,310,698,7234,6780,14014,2982,4179,7161,5.4,4.6,5.0,65.7,58.3,61.9,62.2,55.7,58.8,673,706,1379,223,450,673,1947,2623,4570,874,1090,1964,2195,1032,3227,9739,10432,20171,2229,2313,4542,6112,6545,12657,5138,5476,10614,Fremantle (C)
53520,13998,14306,28304,7008,3710,10718,1303,3579,4882,756,559,1315,531,459,990,9598,8307,17905,3525,5245,8770,5.5,5.5,5.5,68.6,58.1,63.3,64.8,54.9,59.8,140,136,276,94,205,299,673,1329,2002,675,1104,1779,4146,2123,6269,13539,13881,27420,3068,3366,6434,8446,8569,17015,6943,7440,14383,Geraldton-Greenough (C)
53570,1966,1803,3769,795,345,1140,208,404,612,104,98,202,53,38,91,1160,885,2045,617,805,1422,4.6,4.3,4.4,59.0,49.1,54.3,56.3,47.0,51.8,13,11,24,6,12,18,89,136,225,102,146,248,587,221,808,1887,1770,3657,295,329,624,1278,1148,2426,785,810,1595,Gingin (S)
53640,504,438,942,312,117,429,32,114,146,24,21,45,22,10,32,390,262,652,85,158,243,5.6,3.8,4.9,77.4,59.8,69.2,73.0,57.5,65.8,3,3,6,0,8,8,21,37,58,28,38,66,101,59,160,563,521,1084,62,44,106,400,343,743,184,168,352,Gnowangerup (S)
54620,503,344,847,301,122,423,34,84,118,29,15,44,16,7,23,380,228,608,64,104,168,4.2,3.1,3.8,75.5,66.3,71.8,72.4,64.2,69.1,4,4,8,0,10,10,17,33,50,27,29,56,103,42,145,439,359,798,92,66,158,300,250,550,195,144,339,Kondinin (S)
54690,177,154,331,104,38,142,15,33,48,6,5,11,3,3,6,128,79,207,46,71,117,2.3,3.8,2.9,71.5,51.6,62.3,69.8,49.7,60.5,0,0,0,0,3,3,5,14,19,8,7,15,35,18,53,208,172,380,16,24,40,140,110,250,63,67,130,Koorda (S)
54760,333,287,620,222,83,305,29,93,122,12,14,26,9,5,14,272,195,467,52,92,144,3.3,2.6,3.0,81.7,67.2,75.0,79.0,65.5,72.7,3,0,3,0,4,4,16,43,59,19,28,47,56,28,84,369,340,709,46,48,94,284,240,524,113,120,233,Kulin (S)
54830,11475,11052,22527,5561,2890,8451,948,2400,3348,515,413,928,464,457,921,7488,6160,13648,3020,4115,7135,6.2,7.4,6.7,65.3,55.7,60.6,61.2,51.6,56.5,119,110,229,43,102,145,573,894,1467,505,807,1312,3121,1815,4936,10522,10496,21018,2379,2640,5019,6066,5933,11999,5662,6036,11698,Kwinana (T)
54900,585,482,1067,403,172,575,44,137,181,30,23,53,6,5,11,483,337,820,73,126,199,1.2,1.5,1.3,82.7,69.9,76.9,81.7,68.9,75.9,0,0,0,4,14,18,34,78,112,15,45,60,134,58,192,606,533,1139,75,74,149,449,369,818,197,194,391,Lake Grace (S)
53710,372,385,757,194,77,271,35,115,150,11,9,20,10,6,16,250,207,457,104,161,265,4.0,2.9,3.5,67.2,53.9,60.4,64.5,52.3,58.3,3,4,7,3,4,7,12,32,44,4,35,39,85,59,144,412,400,812,53,57,110,264,268,532,162,152,314,Goomalling (S)
53780,41993,41998,83991,21836,11387,33223,4493,9912,14405,1879,1563,3442,1504,1441,2945,29712,24303,54015,9528,15281,24809,5.1,5.9,5.5,70.8,57.9,64.3,67.2,54.4,60.8,897,767,1664,324,469,793,3477,4591,8068,2739,3557,6296,11673,6376,18049,41360,41688,83048,7563,7606,15169,25826,26116,51942,19520,19879,39399,Gosnells (C)
53920,1263,1228,2491,371,282,653,130,126,256,49,43,92,87,58,145,637,509,1146,543,672,1215,13.7,11.4,12.7,50.5,41.4,46.0,43.6,36.7,40.2,16,16,32,11,15,26,53,89,142,34,53,87,213,114,327,1418,1395,2813,274,267,541,1073,1099,2172,456,442,898,Halls Creek (S)
54280,12585,11227,23812,7631,3907,11538,827,2278,3105,603,463,1066,350,350,700,9411,6998,16409,1540,3055,4595,3.7,5.0,4.3,74.8,62.3,68.9,72.0,59.2,66.0,198,119,317,92,173,265,764,1126,1890,499,788,1287,3898,1571,5469,10643,9968,20611,3339,3081,6420,5459,4973,10432,7321,6977,14298,Kalgoorlie/Boulder (C)
55040,1469,635,2104,834,244,1078,67,68,135,75,29,104,10,16,26,986,357,1343,131,171,302,1.0,4.5,1.9,67.2,56.1,63.8,66.5,53.6,62.6,22,0,22,9,4,13,95,65,160,55,46,101,382,70,452,780,418,1198,410,222,632,336,169,505,796,412,1208,Leonora (S)
55110,27315,29443,56758,11144,5295,16439,2669,6494,9163,1264,866,2130,1100,1021,2121,16177,13676,29853,9057,13931,22988,6.8,7.5,7.1,59.2,46.5,52.6,55.2,43.0,48.9,314,218,532,169,331,500,1466,2262,3728,1656,2337,3993,8533,4429,12962,24988,26472,51460,6390,7069,13459,14232,15115,29347,14970,16393,31363,Mandurah (C)
54340,1551,1609,3160,654,370,1024,144,310,454,182,134,316,65,43,108,1045,857,1902,415,663,1078,6.2,5.0,5.7,67.3,53.3,60.2,63.1,50.6,56.8,14,6,20,9,26,35,69,128,197,56,78,134,390,220,610,1691,1674,3365,270,333,603,1045,1073,2118,746,787,1533,Katanning (S)
54410,444,474,918,194,86,280,41,102,143,16,21,37,13,8,21,264,217,481,153,239,392,4.9,3.7,4.4,59.3,45.8,52.3,56.4,44.1,50.1,3,3,6,0,4,4,9,39,48,18,24,42,101,58,159,496,501,997,68,52,120,366,374,740,150,147,297,Kellerberrin (S)
54480,215,173,388,169,58,227,9,47,56,4,9,13,0,3,3,182,117,299,27,55,82,0.0,2.6,1.0,85.8,66.5,77.1,85.8,64.8,76.3,0,0,0,0,5,5,11,34,45,9,20,29,39,26,65,247,202,449,22,21,43,176,130,306,75,69,144,Kent (S)
54970,761,312,1073,444,121,565,68,45,113,60,13,73,15,7,22,587,186,773,76,95,171,2.6,3.8,2.8,77.0,59.8,72.0,75.1,57.6,70.0,6,3,9,5,0,5,48,29,77,30,15,45,246,38,284,521,242,763,217,98,315,252,132,384,460,193,653,Laverton (S)
55180,3611,3582,7193,1671,755,2426,438,1064,1502,210,152,362,114,84,198,2433,2055,4488,997,1368,2365,4.7,4.1,4.4,67.4,57.4,62.4,64.2,55.0,59.6,38,33,71,22,61,83,208,289,497,151,281,432,921,531,1452,3879,3763,7642,511,572,1083,2756,2607,5363,1359,1498,2857,Manjimup (S)
55250,693,430,1123,365,132,497,47,47,94,37,19,56,16,8,24,465,206,671,87,139,226,3.4,3.9,3.6,67.0,47.9,59.7,64.7,46.0,57.6,6,5,11,3,4,7,40,49,89,33,13,46,144,45,189,430,318,748,229,144,373,244,197,441,377,231,608,Meekatharra (S)
55320,37675,41830,79505,18784,10295,29079,5088,11326,16414,1411,1469,2880,1089,986,2075,26372,24076,50448,9570,16121,25691,4.1,4.1,4.1,70.0,57.6,63.5,67.1,55.2,60.8,2421,1695,4116,801,1372,2173,7758,8956,16714,3576,4558,8134,7296,3759,11055,37208,40800,78008,6445,6723,13168,25370,28016,53386,16001,17385,33386,Melville (C)
55390,167,141,308,42,20,62,23,22,45,6,9,15,5,3,8,76,54,130,83,78,161,6.6,5.6,6.2,45.5,38.6,42.3,42.5,36.4,39.7,0,3,3,3,3,6,4,11,15,3,0,3,16,9,25,153,132,285,36,39,75,107,90,197,70,64,134,Menzies (S)
55460,1375,1201,2576,731,343,1074,111,292,403,53,40,93,42,28,70,937,703,1640,371,440,811,4.5,4.0,4.3,68.2,58.5,63.7,65.1,56.2,60.9,12,11,23,10,21,31,63,128,191,45,86,131,329,155,484,1321,1216,2537,284,231,515,829,763,1592,685,602,1287,Merredin (S)
55530,199,162,361,119,48,167,12,29,41,8,11,19,8,16,24,147,104,251,39,57,96,5.4,15.4,9.6,74.2,63.4,69.3,70.2,53.7,62.7,0,0,0,3,3,6,11,15,26,7,12,19,40,20,60,213,176,389,33,39,72,147,121,268,80,79,159,Mingenew (S)
55880,204,165,369,146,54,200,14,48,62,4,3,7,3,3,6,167,108,275,29,57,86,1.8,2.8,2.2,81.9,64.3,73.9,80.4,62.5,72.3,3,3,6,0,0,0,11,24,35,5,11,16,44,24,68,233,182,415,26,31,57,174,138,312,64,65,129,Mount Marshall (S)
55600,977,950,1927,556,264,820,99,255,354,44,33,77,24,16,40,723,568,1291,199,342,541,3.3,2.8,3.1,74.0,59.9,67.0,71.5,58.2,65.0,5,13,18,8,18,26,57,101,158,34,49,83,232,127,359,1011,981,1992,144,178,322,688,641,1329,383,420,803,Moora (S)
55670,357,313,670,174,84,258,30,75,105,21,14,35,10,9,19,235,182,417,99,115,214,4.3,4.9,4.6,65.5,58.1,62.1,62.7,55.3,59.2,3,3,6,0,7,7,16,34,50,7,30,37,89,40,129,348,311,659,88,89,177,196,168,364,214,199,413,Morawa (S)
56580,7932,8574,16506,3698,1751,5449,1275,2435,3710,254,306,560,217,167,384,5444,4659,10103,2109,3578,5687,4.0,3.6,3.8,68.6,54.3,61.2,65.9,52.4,58.9,1212,770,1982,177,376,553,2386,2604,4990,500,913,1413,589,419,1008,7963,8564,16527,1532,1524,3056,5254,5955,11209,3743,3677,7420,Nedlands (C)
