lga_code16,p_othsvs_h_0,p_othsvs_h_1_15,p_othsvs_h_16_24,p_othsvs_h_25_34,p_othsvs_h_35_39,p_othsvs_h_40,p_othsvs_h_41_48,p_othsvs_h_49_more,p_othsvs_h_ns,p_othsvs_h_tot,p_idns_h_0,p_idns_h_1_15,p_idns_h_16_24,p_idns_h_25_34,p_idns_h_35_39,p_idns_h_40,p_idns_h_41_48,p_idns_h_49_more,p_idns_h_ns,p_idns_h_tot,p_tot_h_0,p_tot_h_1_15,p_tot_h_16_24,p_tot_h_25_34,p_tot_h_35_39,p_tot_h_40,p_tot_h_41_48,p_tot_h_49_more,p_tot_h_ns,p_tot_h_tot,lga_name16
45340,32,263,182,226,323,239,128,217,14,1629,51,152,88,120,203,168,78,160,248,1256,1393,6329,4644,5722,6921,4895,3055,4159,601,37728,Onkaparinga (C)
45400,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,6,14,12,45,39,48,43,60,23,98,6,377,Orroroo/Carrieton (DC)
45540,0,0,0,3,0,0,0,4,0,7,0,3,0,0,0,0,0,0,6,13,9,71,58,78,53,61,28,96,19,474,Peterborough (DC)
45680,19,113,62,77,127,101,55,68,3,625,39,95,62,87,155,105,39,67,224,873,953,3012,2692,3808,5423,3670,1838,2381,466,24249,Playford (C)
45890,78,248,268,363,826,597,339,352,25,3096,75,211,174,202,628,393,170,269,493,2621,1929,5891,4807,6692,15740,10899,7550,8600,1053,63157,Port Adelaide Enfield (C)
46090,5,20,9,23,51,41,23,21,4,205,9,14,12,11,17,17,3,15,55,146,241,567,534,693,1323,791,416,713,116,5389,Port Augusta (C)
46300,8,42,34,48,57,54,25,40,5,303,8,17,9,29,32,27,19,22,51,214,235,949,758,1013,1281,862,643,750,124,6625,Port Lincoln (C)
46450,9,32,26,25,50,50,27,24,3,241,4,27,7,14,36,23,17,16,46,180,267,880,745,850,1083,941,820,948,132,6652,Port Pirie City and Dists (M)
46510,8,32,34,43,65,69,37,43,4,341,11,27,24,19,38,24,8,21,37,196,163,936,631,824,1122,790,448,729,85,5735,Prospect (C)
46670,3,11,8,11,23,16,13,17,0,104,11,11,16,12,28,15,7,22,31,152,148,455,378,528,694,568,369,607,84,3825,Renmark Paringa (DC)
46860,0,3,0,4,4,0,0,0,4,14,0,7,3,0,3,0,3,7,12,37,49,111,57,67,98,79,51,98,18,632,Robe (DC)
46970,0,4,0,10,9,11,5,26,0,58,4,3,3,0,0,3,0,12,11,45,121,113,171,137,169,196,273,1015,38,2233,Roxby Downs (M)
47980,47,187,154,206,284,171,105,129,15,1286,8,72,50,63,91,87,40,59,105,577,655,2703,2309,2758,3843,2867,1696,2293,259,19383,Unley (C)
48050,8,36,17,30,31,31,28,26,0,207,7,20,8,10,8,3,3,7,38,110,206,827,671,781,657,457,281,440,79,4396,Victor Harbor (C)
48130,5,6,11,3,7,8,0,8,0,47,0,3,3,6,16,10,6,15,22,89,106,307,247,335,560,375,205,499,58,2689,Wakefield (DC)
51960,3,0,0,3,0,5,3,8,0,21,3,5,3,3,3,5,0,14,23,58,110,107,80,95,118,161,213,1108,49,2043,Coolgardie (S)
52030,0,0,0,3,0,0,0,0,0,5,0,3,3,0,0,0,0,0,3,13,12,37,37,36,25,51,38,129,7,373,Coorow (S)
48260,0,22,14,9,13,12,7,5,3,95,0,14,10,5,7,7,0,6,23,77,83,402,333,357,372,273,191,285,54,2350,Walkerville (M)
48340,0,29,13,13,24,20,4,16,0,121,17,18,10,10,17,24,8,19,28,154,273,580,404,583,735,696,427,821,77,4587,Wattle Range (DC)
48410,67,160,186,228,585,426,273,230,17,2177,49,137,85,118,277,231,109,141,289,1443,1447,4146,3912,5136,10438,7460,4683,5085,607,42916,West Torrens (C)
48540,9,48,30,36,64,28,13,29,0,264,3,17,17,19,31,33,22,22,60,217,311,928,829,926,1428,903,677,1000,138,7135,Whyalla (C)
48640,0,0,0,0,5,4,0,7,0,17,3,0,4,0,0,0,3,0,5,22,27,53,67,75,68,94,43,187,12,637,Wudinna (DC)
48750,0,9,10,7,7,3,0,7,0,33,4,7,3,3,0,3,0,3,9,43,74,281,176,207,171,149,87,243,20,1409,Yankalilla (DC)
48830,3,17,4,20,22,27,12,18,0,128,11,20,8,7,9,18,6,19,41,131,173,529,434,484,384,531,310,781,89,3714,Yorke Peninsula (DC)
49399,5,6,4,13,9,12,9,29,4,84,10,13,4,5,13,19,8,46,38,158,369,219,208,207,610,599,687,2810,124,5831,Unincorporated SA
50080,18,106,64,76,144,124,59,89,13,696,23,89,45,61,66,91,34,78,116,601,650,2136,1591,2066,2644,2185,1327,1977,246,14818,Albany (C)
50210,14,142,71,91,118,122,67,86,3,717,31,97,62,47,106,125,35,78,133,723,626,2927,2181,2463,2945,2788,1383,1973,325,17605,Armadale (C)
50250,20,8,10,9,9,21,14,128,3,216,92,44,23,24,34,50,30,647,165,1103,2168,553,479,470,550,911,1219,16623,476,23446,Ashburton (S)
50280,11,38,28,20,31,39,11,23,4,212,26,31,30,26,30,35,23,29,41,264,281,960,728,867,821,848,434,787,115,5849,Augusta-Margaret River (S)
50350,9,28,24,20,52,70,25,34,0,267,10,38,21,24,78,72,33,50,53,384,150,578,504,609,1273,1206,689,824,107,5942,Bassendean (T)
50420,35,192,155,127,259,236,119,169,23,1313,30,130,96,88,192,226,79,138,165,1140,581,3255,2538,2540,3630,3365,1598,2348,369,20215,Bayswater (C)
50490,28,102,106,145,336,341,147,225,11,1447,34,130,108,124,381,440,163,242,283,1910,1379,2563,2892,3835,8265,8192,4711,5942,626,38400,Belmont (C)
50560,0,0,0,6,0,3,3,0,0,10,0,0,0,4,3,4,0,3,4,17,16,68,51,64,45,83,29,124,10,486,Beverley (S)
50630,8,4,0,0,6,8,8,43,0,79,0,3,3,7,7,3,3,12,22,57,186,100,97,76,106,188,258,1067,56,2125,Boddington (S)
50770,3,0,0,6,0,0,0,0,0,14,3,6,0,0,0,3,0,4,10,28,43,67,75,81,43,86,40,203,11,654,Boyup Brook (S)
50840,4,10,7,10,14,8,8,9,0,62,5,18,3,8,8,6,3,12,20,89,68,272,202,198,190,214,166,313,45,1674,Bridgetown-Greenbushes (S)
50910,0,0,0,0,4,3,0,0,0,12,8,3,3,3,3,0,0,3,9,22,22,40,43,64,37,53,38,123,17,427,Brookton (S)
51080,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,4,4,13,28,35,21,29,22,50,44,130,10,357,Broomehill-Tambellup (S)
51120,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,3,0,3,6,10,11,45,36,37,21,86,34,125,11,409,Bruce Rock (S)
51190,27,126,85,117,203,202,124,145,26,1061,36,97,69,70,131,180,66,118,156,918,874,2643,2340,2774,4370,3623,2194,2902,369,22094,Bunbury (C)
51260,19,84,62,64,71,99,42,53,7,506,12,80,49,44,64,84,34,67,101,534,563,2165,1733,2008,2051,2040,1112,1728,237,13639,Busselton (C)
51310,5,52,55,54,71,45,30,34,3,346,19,76,48,43,74,90,25,47,75,507,443,2026,1795,1885,2275,2126,948,1451,181,13119,Cambridge (T)
51330,70,287,250,274,610,588,288,409,23,2793,80,286,231,236,739,798,329,471,451,3617,1626,5902,4656,4978,11525,11418,6081,7753,949,54889,Canning (C)
51400,3,37,26,34,29,27,25,32,0,209,11,16,4,8,22,23,5,14,22,128,180,582,410,510,538,510,319,476,50,3567,Capel (S)
51470,0,0,0,0,0,4,3,3,0,16,0,0,0,3,3,0,3,6,0,13,12,20,18,23,29,66,40,112,3,311,Carnamah (S)
51680,0,13,3,4,3,3,3,7,0,36,0,12,6,7,7,10,3,19,15,84,54,186,145,129,176,207,160,278,26,1361,Chittering (S)
51750,7,45,17,28,42,42,19,23,3,234,6,48,25,24,31,35,19,20,52,244,187,1347,940,875,982,1005,470,770,110,6685,Claremont (T)
51820,39,215,134,171,277,342,153,236,15,1592,72,220,173,196,536,643,283,472,360,2959,1212,4534,3554,4010,7657,8753,4606,6623,730,41679,Cockburn (C)
51890,9,19,15,15,11,16,26,15,3,123,9,13,9,10,17,20,12,31,39,155,219,431,334,362,571,644,1140,684,109,4493,Collie (S)
52100,0,0,3,0,0,9,0,3,0,19,0,3,3,0,0,7,0,0,10,20,23,46,42,50,46,106,61,140,12,528,Corrigin (S)
52170,8,28,24,32,31,29,8,9,0,169,6,38,10,7,13,19,20,22,15,145,77,545,384,363,344,389,202,340,38,2679,Cottesloe (T)
52240,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,0,0,9,26,20,49,29,48,34,104,49,154,17,504,Cranbrook (S)
52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,12,15,5,13,15,39,13,69,5,194,Cuballing (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,6,9,12,14,0,68,4,121,Cue (S)
52450,0,0,0,0,0,7,0,5,0,18,0,0,0,0,8,6,0,10,7,29,26,65,57,61,79,92,62,170,6,610,Cunderdin (S)
52520,0,0,0,4,3,4,3,7,0,21,0,8,3,4,5,10,4,17,3,44,30,64,54,66,52,150,80,279,15,782,Dalwallinu (S)
52590,3,6,4,7,10,0,10,3,0,36,4,5,4,5,0,5,5,4,13,53,62,162,150,134,134,192,147,416,27,1430,Dandaragan (S)
52660,0,21,18,17,12,11,10,15,0,104,5,17,9,12,17,17,18,33,17,145,152,598,402,457,411,393,404,519,61,3403,Dardanup (S)
52940,0,0,0,0,3,3,0,0,0,9,0,3,0,0,0,0,3,0,0,7,5,27,31,20,15,57,17,96,11,289,Dowerin (S)
53010,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,12,10,28,22,22,21,47,34,121,8,309,Dumbleyung (S)
53080,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,0,3,12,9,28,26,23,16,23,46,41,45,293,21,537,Dundas (S)
53150,3,15,10,12,15,16,7,4,0,83,3,15,12,9,11,12,3,10,12,91,52,327,236,245,261,295,146,217,22,1797,East Fremantle (T)
53220,24,38,29,21,19,21,13,118,7,285,19,23,11,11,11,18,11,74,90,285,1202,404,347,288,553,494,1291,9130,315,14018,East Pilbara (S)
53290,12,28,24,39,60,56,39,44,5,296,16,28,12,18,27,44,20,28,44,247,312,746,496,709,838,901,650,1176,108,5935,Esperance (S)
53360,0,6,6,5,3,13,6,9,0,54,9,12,7,0,6,9,3,9,14,69,100,146,97,169,218,248,126,250,28,1382,Exmouth (S)
53430,20,113,91,92,179,163,83,113,10,861,58,156,109,98,193,253,82,190,184,1320,960,3278,2896,2781,4559,4556,2314,3121,412,24868,Fremantle (C)
53570,0,8,6,9,0,8,3,3,0,46,9,11,5,4,3,14,6,11,20,81,73,232,201,200,203,328,183,442,44,1910,Gingin (S)
53640,0,3,0,0,0,9,3,3,3,14,4,3,3,8,0,4,0,11,0,36,23,62,55,52,52,122,74,192,7,643,Gnowangerup (S)
54280,28,53,47,47,97,111,90,259,9,746,17,45,23,42,58,100,47,132,146,612,576,1241,898,1211,1975,2303,1820,4469,338,14815,Kalgoorlie/Boulder (C)
54310,21,36,27,23,45,61,47,145,4,406,77,52,28,38,65,83,57,339,109,844,968,742,599,782,1244,1629,1700,5178,254,13086,Karratha (C)
53710,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,4,3,12,20,42,45,38,34,65,18,83,3,355,Goomalling (S)
53780,31,183,123,123,288,232,125,266,16,1403,47,154,98,112,254,235,86,165,193,1341,786,3560,2838,2921,4521,4144,2004,3113,420,24306,Gosnells (C)
53800,17,88,68,73,137,159,67,136,4,750,19,74,44,56,93,112,46,113,124,693,722,1836,1459,1933,2786,2714,1524,2449,271,15703,Greater Geraldton (C)
53920,0,3,3,8,8,12,9,9,0,51,4,3,3,3,5,11,0,5,16,48,41,45,48,68,151,143,89,276,41,901,Halls Creek (S)
53990,6,39,30,36,28,34,24,30,3,226,14,34,10,20,34,38,20,45,48,264,272,906,666,819,869,1034,754,1178,133,6632,Harvey (S)
54060,0,7,0,3,11,7,0,6,0,34,0,3,3,3,3,9,0,7,19,48,46,194,107,141,108,127,79,201,34,1039,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,0,5,14,28,65,29,62,36,92,51,202,14,582,Jerramungup (S)
54170,53,407,300,340,393,279,154,167,28,2106,61,269,152,117,173,234,76,158,322,1553,1568,9484,6722,6738,7476,6313,2865,4119,756,46047,Joondalup (C)
54200,17,129,68,65,121,119,63,93,10,690,18,95,54,63,107,126,46,87,105,702,394,2222,1523,1651,2326,2431,1468,2215,253,14481,Kalamunda (S)
54340,3,7,14,11,7,22,7,13,0,94,5,7,6,9,12,14,4,7,13,74,69,177,146,208,383,344,194,280,32,1826,Katanning (S)
54410,0,3,0,0,0,0,0,0,0,7,3,3,0,3,0,3,0,4,3,20,17,38,51,65,46,62,22,118,14,432,Kellerberrin (S)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,4,29,18,22,17,31,32,120,6,283,Kent (S)
54550,3,3,0,5,3,8,9,3,0,35,5,3,0,3,0,7,4,3,14,27,54,89,83,101,81,165,72,280,26,949,Kojonup (S)
54620,0,0,0,0,0,0,3,3,0,9,0,0,0,4,7,5,0,5,12,30,20,43,42,41,52,66,91,334,14,700,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,10,5,16,9,13,9,33,19,67,5,181,Koorda (S)
54760,0,3,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,3,3,4,19,23,20,33,25,49,39,163,4,382,Kulin (S)
54830,14,40,45,30,66,39,33,64,3,323,29,48,33,35,114,134,56,108,84,641,469,1058,914,1035,2453,2546,1786,2204,188,12657,Kwinana (C)
54900,0,3,3,0,4,11,3,9,0,25,0,0,0,4,0,8,0,8,13,36,34,56,60,72,38,135,80,269,26,760,Lake Grace (S)
54970,0,0,0,0,4,3,0,12,0,25,5,8,0,0,3,4,0,12,15,49,226,53,48,36,103,80,241,1531,53,2378,Laverton (S)
55040,0,0,0,0,0,0,0,20,0,27,4,3,3,0,0,3,0,10,6,31,170,63,63,47,101,86,194,1496,48,2275,Leonora (S)
55110,29,138,106,139,175,159,97,82,15,927,22,136,99,71,77,143,49,89,165,852,779,3735,2913,3265,3550,2945,1462,2255,397,21307,Mandurah (C)
55180,9,14,8,15,25,30,13,24,0,136,10,14,10,12,23,31,7,28,44,170,230,510,445,506,577,728,328,722,85,4129,Manjimup (S)
55250,0,0,0,0,0,0,0,4,0,11,3,0,0,0,3,5,0,3,19,39,101,40,29,25,82,51,101,751,47,1227,Meekatharra (S)
55320,33,264,206,236,402,315,142,145,19,1766,58,208,140,128,169,243,94,157,295,1497,1448,6704,5225,5238,7272,6399,2870,4307,619,40084,Melville (C)
55950,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,3,5,8,3,25,17,14,10,45,27,91,10,253,Mukinbudin (S)
55390,0,3,0,0,13,3,3,12,0,36,4,0,0,0,0,0,0,3,0,15,46,15,14,15,46,15,70,436,17,685,Menzies (S)
55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,18,24,17,29,21,98,5,241,Mingenew (S)
56090,17,87,55,37,71,69,46,53,3,438,13,57,39,26,71,78,36,63,60,442,304,1433,1066,1041,1260,1557,826,1119,137,8739,Mundaring (S)
55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,9,19,32,31,38,57,38,92,6,335,Morawa (S)
55600,0,4,0,5,6,10,14,5,0,46,3,5,0,8,6,12,10,8,8,54,50,120,97,115,120,230,115,276,27,1160,Moora (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,3,8,11,7,3,28,0,70,Nungarin (S)
56930,0,4,9,3,4,7,3,3,0,33,0,4,8,4,0,10,4,0,5,31,24,213,154,139,134,174,110,124,12,1094,Peppermint Grove (S)
55740,0,16,8,7,11,6,3,10,0,65,0,26,16,7,8,15,3,8,10,93,61,482,364,330,370,347,166,262,40,2427,Mosman Park (T)
55810,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,7,3,12,19,14,7,25,26,25,21,181,8,330,Mount Magnet (S)
55880,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,8,14,27,20,22,21,41,33,103,12,275,Mount Marshall (S)
57490,47,232,180,150,239,221,115,134,10,1317,47,159,103,100,163,202,71,132,214,1188,1132,4985,3682,3846,5003,4610,2688,3633,488,30054,Rockingham (C)
65010,0,5,5,5,0,3,3,8,0,26,10,6,3,4,3,8,0,5,8,52,40,141,127,151,118,147,82,258,27,1089,Southern Midlands (M)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,7,4,5,36,0,67,Murchison (S)
56230,3,27,16,18,23,19,10,51,4,172,6,25,19,17,28,36,18,48,41,228,216,632,526,505,1324,717,520,864,99,5406,Murray (S)
56300,0,0,0,0,0,0,0,0,0,6,0,8,3,0,4,0,0,0,3,18,20,69,60,62,63,81,35,86,8,474,Nannup (S)
65210,0,4,0,0,3,0,0,3,0,11,7,7,0,4,0,0,0,4,0,26,37,138,95,116,89,79,50,95,17,713,Tasman (M)
65410,6,20,9,13,24,22,3,16,0,107,10,26,11,18,19,21,15,13,29,158,159,522,439,437,580,494,384,702,84,3808,Waratah/Wynyard (M)
65610,4,9,7,3,3,6,7,9,4,53,0,0,0,3,0,0,3,4,23,45,111,205,152,155,208,187,300,540,61,1912,West Coast (M)
65810,14,34,16,23,23,17,6,24,3,154,3,27,11,12,14,20,7,8,37,141,196,676,511,524,573,485,268,452,70,3762,West Tamar (M)
56370,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,3,0,3,4,16,20,35,25,38,28,76,41,129,10,395,Narembeen (S)
56460,3,12,17,6,21,34,12,17,0,112,13,7,3,7,4,19,13,17,23,103,144,251,238,263,354,409,239,386,46,2332,Narrogin (S)
56580,25,104,106,139,187,193,78,81,3,918,24,70,44,51,76,108,29,64,132,602,887,2268,2395,2518,4130,3853,1631,2374,275,20327,Nedlands (C)
56620,0,0,0,4,0,8,0,3,3,17,0,0,0,0,0,0,0,0,4,12,17,19,19,53,56,49,23,76,12,344,Ngaanyatjarraku (S)
56730,4,25,19,11,33,33,13,25,0,159,12,21,15,13,22,43,18,25,31,200,162,461,431,505,827,746,547,605,84,4359,Northam (S)
56790,3,3,5,3,5,7,4,7,0,37,0,3,0,3,0,3,3,9,6,35,63,161,126,149,110,149,105,275,28,1155,Northampton (S)
57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,3,9,3,18,0,46,Sandstone (S)
57700,3,31,22,23,14,20,12,12,0,139,9,29,26,17,39,49,22,42,30,252,181,664,479,569,624,768,446,772,82,4585,Serpentine-Jarrahdale (S)
57770,0,3,0,0,3,4,0,0,0,14,0,3,0,3,3,7,0,0,0,23,11,41,36,56,59,62,34,113,6,420,Shark Bay (S)
57840,6,108,49,52,76,55,41,39,4,439,22,93,50,46,56,84,19,48,82,501,422,2109,1719,1584,2261,2051,1007,1523,182,12856,South Perth (C)
57910,81,469,338,362,630,625,318,352,28,3189,91,404,302,305,572,706,265,416,526,3590,2280,10255,8436,8629,14529,14127,6778,9279,1170,75495,Stirling (C)
57980,12,108,82,98,192,134,67,82,4,778,24,102,77,58,99,175,43,122,162,869,1004,3371,2957,2845,4671,5241,2270,3464,355,26182,Subiaco (C)
58050,98,318,227,263,551,764,304,596,14,3135,84,294,210,231,565,583,226,432,449,3082,1751,6496,5309,5690,10918,10658,5391,8261,937,55407,Swan (C)
58190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,8,9,12,15,20,20,27,15,46,3,174,Tammin (S)
58260,0,3,0,0,0,3,0,4,0,5,0,3,0,0,0,3,0,0,0,12,17,31,16,20,30,53,34,86,3,281,Three Springs (S)
57000,0,0,0,0,0,0,0,4,0,5,4,0,0,3,0,0,0,13,3,28,52,33,26,28,28,42,78,472,19,770,Perenjori (S)
57080,79,188,239,257,710,484,260,340,30,2593,170,307,310,287,635,1018,346,620,818,4517,5143,7324,10025,9743,27269,32455,14582,20268,1710,128511,Perth (C)
57140,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,5,10,53,40,28,32,61,16,94,3,336,Pingelly (S)
57210,0,12,3,3,12,6,3,6,0,56,4,6,11,8,13,11,0,9,25,83,106,257,195,232,211,330,255,386,50,2023,Plantagenet (S)
57280,18,17,10,19,45,34,40,159,5,345,25,24,16,19,35,29,35,118,86,391,717,461,377,521,940,975,1028,4220,232,9476,Port Hedland (T)
57350,0,0,3,0,0,4,0,3,0,9,0,3,0,0,0,3,0,3,3,16,24,41,41,30,24,55,31,98,11,354,Quairading (S)
57420,4,0,0,0,0,6,0,8,0,20,4,0,5,0,0,0,3,7,5,22,69,87,59,57,53,83,83,512,28,1020,Ravensthorpe (S)
58330,3,5,4,4,0,6,3,4,0,36,7,7,7,3,0,13,0,6,10,52,49,151,120,99,73,114,70,162,16,856,Toodyay (S)
59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,6,9,6,11,12,48,165,12,285,Westonia (S)
58400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,8,20,7,6,24,11,50,4,152,Trayning (S)
72800,16,28,23,36,72,84,34,59,6,363,13,28,18,36,54,64,24,80,77,383,284,714,581,767,1622,1288,708,1290,160,7412,Palmerston (C)
73600,7,17,4,12,26,25,5,19,10,126,9,8,3,4,14,5,4,10,69,125,102,141,99,117,271,208,120,579,151,1778,Roper Gulf (R)
58470,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,4,3,7,6,4,3,10,3,26,3,77,Upper Gascoyne (S)
58510,24,100,106,102,213,176,102,98,8,922,27,97,96,66,172,185,60,104,221,1029,886,3074,3003,3058,5750,5547,2484,3693,495,27996,Victoria Park (T)
70200,15,44,31,40,168,115,58,84,0,559,22,16,18,28,97,73,31,62,95,449,488,777,673,1063,3183,2295,1201,1995,218,11884,Alice Springs (T)
74050,0,29,5,12,10,7,0,9,8,81,7,3,0,0,9,0,0,3,32,53,17,115,28,65,113,74,32,83,38,572,Tiwi Islands (R)
74550,3,3,9,3,7,14,0,13,3,52,3,4,0,0,3,0,0,3,24,42,27,62,46,57,118,117,51,270,36,790,Victoria Daly (R)
58540,0,3,0,3,4,3,0,9,0,22,0,3,0,0,4,5,0,4,0,17,20,42,38,44,38,61,55,175,3,475,Victoria Plains (S)
74680,0,3,7,5,32,10,3,8,7,74,0,0,0,0,3,3,3,3,12,33,19,25,36,54,165,113,38,82,23,551,West Daly (R)
79399,4,12,8,16,26,55,27,44,0,198,11,14,6,14,48,63,28,68,73,330,314,291,249,342,1009,1417,716,1914,138,6401,Unincorporated NT
58570,25,127,144,161,262,217,112,134,10,1202,18,99,100,83,129,164,54,124,126,906,650,2519,2403,2209,3783,4064,1972,2760,296,20651,Vincent (C)
58610,0,3,0,0,0,10,4,8,0,25,6,5,3,3,0,0,0,3,8,26,33,92,55,82,45,140,65,152,6,681,Wagin (S)
58680,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,12,10,8,16,12,27,14,59,3,160,Wandering (S)
58760,42,350,230,252,355,432,191,364,20,2235,93,271,181,188,479,534,195,336,360,2639,1289,6486,4752,5239,7838,7849,3734,6022,780,44004,Wanneroo (C)
58820,0,7,5,9,16,7,4,20,0,62,8,3,9,10,5,14,4,14,17,73,126,154,154,179,562,311,259,387,43,2172,Waroona (S)
58890,0,0,4,0,0,0,0,3,0,10,0,3,3,0,6,0,0,3,4,15,12,52,42,34,26,42,29,124,8,378,West Arthur (S)
62410,0,8,0,3,9,0,3,11,0,29,3,12,4,6,3,7,0,7,17,70,90,250,151,211,212,185,104,214,41,1467,Glamorgan/Spring Bay (M)
62610,14,87,86,86,176,149,67,95,12,780,36,64,47,62,159,136,39,87,154,792,651,2120,1862,2284,4108,3362,1930,2064,337,18713,Glenorchy (C)
62810,48,225,190,248,446,288,156,202,19,1823,48,146,104,113,163,132,40,93,291,1132,2164,5962,5557,6962,11792,7620,4154,5317,643,50180,Hobart (C)
63010,5,23,17,16,20,35,8,13,0,135,8,20,19,15,22,25,5,17,36,161,158,654,511,609,630,717,308,577,99,4260,Huon Valley (M)
63210,3,4,11,4,5,4,0,3,0,41,3,8,7,0,7,0,0,3,22,51,83,214,154,154,166,175,130,255,36,1358,Kentish (M)
59100,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,3,8,16,48,27,25,24,33,23,97,7,293,Wickepin (S)
74560,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,11,8,4,3,4,8,6,0,47,Wagait (S)
74660,5,19,13,6,42,41,3,12,9,141,5,3,4,7,13,12,3,9,76,138,93,101,98,105,376,335,121,425,116,1780,West Arnhem (R)
59170,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,3,0,3,3,21,17,44,47,44,29,60,41,163,7,457,Williams (S)
59250,0,0,0,0,0,0,0,8,0,16,0,4,0,0,0,0,3,7,15,32,84,24,35,31,50,35,84,796,27,1157,Wiluna (S)
89399,159,811,632,720,1394,1105,684,935,73,6508,184,572,373,381,863,959,368,615,1335,5660,9400,20817,17216,21210,51430,44853,23317,29131,3274,220648,Unincorporated ACT
99399,5,5,11,10,11,11,4,8,3,64,12,16,8,12,24,20,4,20,37,143,168,227,177,244,591,410,319,476,75,2692,Unincorp. Other Territories
63410,0,3,0,0,7,5,3,4,0,24,4,4,0,0,0,3,0,3,7,27,54,75,55,91,117,133,73,158,12,765,King Island (M)
63610,10,68,38,50,38,63,30,48,3,358,16,50,22,34,34,40,12,35,53,300,315,1569,1057,1184,1313,1258,671,979,115,8465,Kingborough (M)
63810,7,11,12,19,22,19,4,4,0,107,8,13,9,16,19,15,6,8,26,118,161,399,424,533,572,509,251,438,66,3345,Latrobe (M) (Tas.)
64010,37,198,167,165,317,252,137,157,14,1449,50,118,73,99,199,150,59,111,259,1115,1344,4512,3951,4728,7391,5272,2785,3716,572,34271,Launceston (C)
64210,3,20,16,15,20,32,14,21,0,138,9,25,18,18,30,21,12,24,42,189,238,726,658,738,901,828,457,853,105,5500,Meander Valley (M)
64610,7,25,17,19,26,30,19,9,0,148,20,18,13,16,38,31,18,19,35,201,178,489,421,655,983,751,481,752,71,4765,Northern Midlands (M)
64810,8,13,8,5,9,16,13,0,3,82,7,8,10,11,3,8,7,14,12,78,117,473,350,366,372,360,157,294,37,2521,Sorell (M)
59310,0,8,3,3,3,9,0,0,0,28,0,3,3,0,3,9,6,7,6,35,27,76,53,73,48,130,97,166,15,689,Wongan-Ballidu (S)
59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,28,13,18,14,21,14,12,66,9,189,Woodanilling (S)
59330,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,9,31,17,24,19,27,15,69,7,214,Wyalkatchem (S)
59340,0,13,5,19,17,37,20,30,3,146,7,9,3,16,33,22,14,35,43,184,197,211,176,289,596,649,421,1068,90,3693,Wyndham-East Kimberley (S)
59350,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,13,23,78,25,22,8,13,15,33,488,27,711,Yalgoo (S)
72300,9,15,14,15,31,42,25,61,8,216,47,45,18,37,66,81,37,308,146,785,893,619,561,663,1696,2121,1419,7293,353,15611,Litchfield (M)
59360,3,0,0,3,0,4,0,9,0,14,0,3,4,3,0,0,0,9,14,41,87,65,51,59,80,66,63,788,36,1303,Yilgarn (S)
