LGA_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
34710,0,3,3,3,3,6,0,0,0,0,0,0,5,3,8,599,640,1239,78,63,141,32,3,35,16,6,22,38,18,56,24,6,30,145,118,263,940,863,1803,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,16,5,21,0,0,0,0,0,0,7,0,7,7,0,7,104,121,225,56,68,124,21,17,38,1144,1074,2218,Longreach (R)
34770,11,3,14,1105,286,1391,8,3,11,4,0,4,75,61,136,21411,16544,37955,2487,1772,4259,638,25,663,374,66,440,481,126,607,245,104,349,851,825,1676,27690,19815,47505,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,70,13,83,31,26,57,12,8,20,113,47,160,209,114,323,328,161,489,4,5,9,21,10,31,22,3,25,47,18,65,867,1398,2265,3109,3040,6149,512,358,870,32553,24790,57343,Mackay (R)
34800,0,0,0,60,9,69,0,0,0,0,0,0,0,0,0,89,53,142,10,10,20,11,3,14,4,0,4,4,3,7,47,14,61,77,54,131,302,146,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,13,3,16,20,3,23,4,0,4,7,0,7,0,0,0,11,0,11,68,72,140,23,17,40,12,5,17,436,243,679,McKinlay (S)
35250,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,52,19,71,48,21,69,0,0,0,0,0,0,3,0,3,3,0,3,53,53,106,162,96,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,8,4,0,4,173,106,279,Mornington (S)
35300,0,3,3,69,10,79,3,0,3,0,0,0,42,62,104,3706,2796,6502,535,444,979,59,3,62,172,11,183,150,33,183,65,33,98,346,311,657,5147,3706,8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,50,36,86,57,36,93,0,0,0,3,0,3,3,3,6,6,3,9,56,116,172,619,424,1043,94,69,163,5979,4354,10333,Mount Isa (C)
35600,3,0,3,4,0,4,0,0,0,0,0,0,0,3,3,648,613,1261,92,98,190,52,3,55,17,5,22,18,7,25,22,18,40,105,96,201,961,843,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,23,19,4,23,0,0,0,0,0,0,0,0,0,0,0,0,114,101,215,69,124,193,20,12,32,1183,1084,2267,Murweh (S)
35670,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,49,24,73,17,17,34,0,0,0,0,0,0,0,0,0,0,0,0,42,19,61,113,60,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,116,64,180,Napranum (S)
35760,0,0,0,29,28,57,0,0,0,0,0,0,0,0,0,1291,982,2273,135,161,296,74,4,78,34,8,42,20,5,25,45,28,73,232,203,435,1860,1419,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,5,0,5,0,0,0,14,5,19,31,11,42,45,16,61,0,0,0,0,0,0,4,4,8,4,4,8,344,306,650,142,222,364,53,33,86,2448,2000,4448,North Burnett (R)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,47,10,3,13,6,0,6,0,0,0,0,0,0,3,3,6,32,34,66,79,59,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,3,0,3,3,0,3,19,15,34,3,4,7,0,0,0,107,81,188,Diamantina (S)
33360,0,0,0,432,69,501,49,5,54,0,0,0,32,34,66,10839,7911,18750,1191,854,2045,254,7,261,418,22,440,217,35,252,114,59,173,389,424,813,13935,9420,23355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,99,13,112,10,7,17,14,0,14,123,23,146,284,60,344,407,83,490,0,0,0,20,3,23,18,3,21,38,6,44,314,586,900,1568,1458,3026,249,222,471,16511,11775,28286,Gladstone (R)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,58,23,19,42,3,0,3,3,0,3,4,0,4,4,0,4,70,76,146,143,117,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,4,7,5,3,8,159,124,283,Doomadgee (S)
33100,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,83,33,116,13,3,16,13,3,16,4,0,4,3,3,6,20,12,32,46,50,96,185,104,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,62,52,114,17,11,28,7,11,18,277,178,455,Etheridge (S)
33200,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,235,195,430,18,16,34,27,0,27,6,3,9,3,0,3,15,7,22,61,46,107,365,270,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,3,0,3,3,0,3,106,78,184,27,34,61,4,7,11,508,392,900,Flinders (S)
35780,0,0,0,26,11,37,0,0,0,0,0,0,0,0,0,162,117,279,55,78,133,3,0,3,3,0,3,3,0,3,3,0,3,93,151,244,348,357,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,10,15,25,9,9,18,376,387,763,Northern Peninsula Area (R)
36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,30,8,5,13,7,0,7,0,0,0,0,0,0,0,0,0,90,78,168,130,88,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,7,8,3,11,144,95,239,Pormpuraaw (S)
36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,102,228,14,12,26,16,5,21,7,3,10,0,0,0,12,3,15,61,40,101,236,165,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,44,41,85,26,16,42,7,0,7,320,222,542,Quilpie (S)
36250,808,838,1646,630,820,1450,31,32,63,4,0,4,45,31,76,24313,20064,44377,1590,1951,3541,945,16,961,480,29,509,224,50,274,289,120,409,525,599,1124,29884,24550,54434,85,81,166,0,0,0,0,0,0,226,256,482,50,67,117,27,8,35,388,412,800,18,30,48,0,0,0,131,210,341,48,109,157,5,18,23,202,367,569,561,347,908,1151,1126,2277,58,64,122,16,43,59,64,33,97,138,140,278,1199,1935,3134,2650,4280,6930,462,445,907,35484,32476,67960,Redland (C)
36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,81,192,10,6,16,5,0,5,8,0,8,3,0,3,8,6,14,37,33,70,182,126,308,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,57,50,107,12,15,27,6,3,9,260,197,457,Richmond (S)
36360,17,8,25,586,241,827,10,5,15,3,0,3,81,85,166,17283,15242,32525,2140,1973,4113,674,15,689,354,39,393,372,69,441,182,80,262,856,813,1669,22558,18570,41128,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,3,0,3,6,6,12,0,0,0,0,0,0,88,11,99,23,24,47,9,14,23,120,49,169,197,100,297,323,155,478,3,3,6,9,0,9,22,3,25,34,6,40,741,1108,1849,2548,3007,5555,434,355,789,26638,23201,49839,Rockhampton (R)
36510,10,22,32,32,21,53,0,0,0,0,0,0,7,3,10,5572,4529,10101,403,456,859,351,12,363,117,14,131,36,7,43,102,43,145,352,300,652,6982,5407,12389,0,3,3,0,0,0,0,0,0,45,38,83,0,11,11,0,0,0,45,52,97,4,0,4,0,0,0,9,16,25,3,5,8,3,0,3,19,21,40,65,41,106,129,114,243,5,11,16,0,0,0,0,0,0,5,11,16,745,846,1591,643,1019,1662,149,116,265,8653,7513,16166,Scenic Rim (R)
36580,6,14,20,26,12,38,0,0,0,0,0,0,0,0,0,2958,2445,5403,239,293,532,247,11,258,64,7,71,12,3,15,43,27,70,198,147,345,3793,2959,6752,3,3,6,0,0,0,0,0,0,33,38,71,0,6,6,3,0,3,39,47,86,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,9,0,9,37,14,51,85,61,146,5,9,14,0,0,0,0,0,0,5,9,14,362,363,725,420,535,955,86,67,153,4751,3994,8745,Somerset (R)
36630,4,5,9,131,19,150,0,0,0,0,0,0,8,0,8,3777,3447,7224,444,373,817,225,5,230,87,12,99,58,11,69,76,24,100,336,324,660,5146,4220,9366,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,3,17,8,0,8,0,0,0,22,3,25,59,22,81,84,25,109,0,0,0,4,3,7,5,3,8,9,6,15,506,476,982,529,707,1236,115,94,209,6389,5528,11917,South Burnett (R)
36660,3,0,3,25,15,40,3,0,3,0,0,0,15,16,31,4660,4048,8708,543,511,1054,294,14,308,99,13,112,93,15,108,82,31,113,373,363,736,6190,5026,11216,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,3,3,3,0,3,6,6,12,44,27,71,53,36,89,0,0,0,0,0,0,5,3,8,5,3,8,663,619,1282,598,921,1519,131,93,224,7640,6698,14338,Southern Downs (R)
36710,313,225,538,754,569,1323,18,0,18,4,11,15,87,68,155,45755,41399,87154,3462,4094,7556,1804,42,1846,880,118,998,783,290,1073,824,288,1112,2117,2180,4297,56801,49284,106085,33,39,72,0,0,0,0,0,0,248,139,387,30,50,80,10,11,21,321,239,560,0,0,0,0,0,0,27,27,54,65,105,170,46,18,64,138,150,288,574,269,843,1033,658,1691,53,37,90,60,18,78,41,15,56,154,70,224,4081,5633,9714,6343,9151,15494,941,926,1867,69353,65722,135075,Sunshine Coast (R)
36810,3,0,3,174,39,213,4,0,4,4,0,4,15,17,32,5287,5064,10351,538,586,1124,341,14,355,103,14,117,89,16,105,150,65,215,590,456,1046,7298,6271,13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,14,0,14,0,3,3,4,3,7,18,9,27,83,39,122,101,48,149,3,0,3,8,0,8,3,9,12,14,9,23,884,884,1768,867,1050,1917,221,161,382,9385,8423,17808,Tablelands (R)
36910,15,8,23,187,148,335,4,4,8,0,0,0,98,108,206,24546,21123,45669,2400,2508,4908,965,31,996,525,41,566,485,81,566,312,119,431,1520,1196,2716,31057,25367,56424,0,0,0,3,0,3,0,0,0,8,7,15,0,3,3,0,0,0,11,10,21,0,0,0,0,0,0,14,8,22,13,20,33,4,6,10,31,34,65,265,126,391,307,170,477,7,0,7,5,10,15,18,3,21,30,13,43,1783,1957,3740,2839,4344,7183,520,441,961,36536,32292,68828,Toowoomba (R)
36950,0,0,0,3,0,3,25,19,44,0,0,0,13,38,51,199,166,365,74,104,178,10,0,10,3,3,6,15,7,22,34,13,47,169,195,364,545,545,1090,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,24,8,32,27,15,42,0,0,0,4,5,9,0,0,0,4,5,9,16,15,31,44,59,103,31,35,66,667,674,1341,Torres (S)
36960,0,0,0,11,3,14,4,0,4,0,0,0,0,0,0,163,32,195,48,66,114,9,0,9,5,3,8,7,0,7,24,13,37,528,460,988,799,577,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,15,8,23,21,8,29,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,14,20,34,24,34,58,868,647,1515,Torres Strait Island (R)
37010,4,4,8,718,525,1243,38,23,61,8,0,8,137,117,254,30369,27679,58048,3021,3085,6106,932,28,960,1185,140,1325,1324,372,1696,624,212,836,1354,1135,2489,39714,33320,73034,0,3,3,0,0,0,0,0,0,0,3,3,3,0,3,0,3,3,3,9,12,7,5,12,0,0,0,12,28,40,33,55,88,39,24,63,91,112,203,513,292,805,607,413,1020,8,6,14,29,39,68,71,25,96,108,70,178,798,1402,2200,3995,5427,9422,635,526,1161,45857,41158,87015,Townsville (C)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24,20,13,33,3,0,3,0,0,0,0,0,0,0,0,0,15,5,20,54,26,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,54,30,84,Mapoon (S)
34860,3,4,7,13,9,22,0,0,0,0,4,4,7,7,14,2037,1695,3732,233,215,448,146,0,146,37,11,48,32,10,42,69,18,87,287,270,557,2864,2243,5107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,53,43,10,53,0,0,0,0,0,0,4,0,4,4,0,4,445,445,890,236,297,533,89,54,143,3681,3049,6730,Maranoa (R)
35010,3272,3610,6882,880,1040,1920,10,9,19,8,12,20,141,82,223,60569,49273,109842,4542,5226,9768,2714,58,2772,1548,115,1663,696,169,865,689,241,930,1446,1637,3083,76515,61472,137987,602,601,1203,0,0,0,0,0,0,1779,1820,3599,321,498,819,195,39,234,2897,2958,5855,3,3,6,0,3,3,104,158,262,95,154,249,15,18,33,217,336,553,758,305,1063,3872,3599,7471,356,374,730,30,23,53,52,12,64,438,409,847,2769,4432,7201,7284,11305,18589,1309,1085,2394,92187,82302,174489,Moreton Bay (R)
35790,3,0,3,54,34,88,3,0,3,0,0,0,0,0,0,85,47,132,37,55,92,8,0,8,0,0,0,0,0,0,4,6,10,117,127,244,311,269,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,10,9,19,328,286,614,Palm Island (S)
35800,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,210,179,389,29,24,53,9,3,12,5,0,5,3,0,3,12,5,17,43,48,91,315,262,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,0,0,0,3,3,6,3,3,6,83,69,152,33,39,72,22,3,25,461,379,840,Paroo (S)
47910,0,0,0,5,3,8,0,0,0,0,3,3,0,0,0,331,279,610,26,28,54,19,0,19,5,3,8,13,6,19,11,4,15,50,31,81,460,357,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,120,79,199,62,71,133,18,6,24,667,516,1183,Tumby Bay (DC)
48540,0,0,0,132,36,168,0,0,0,0,0,0,56,22,78,3197,2683,5880,444,332,776,48,0,48,73,9,82,107,10,117,27,15,42,146,180,326,4230,3287,7517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,48,4,9,13,7,0,7,56,12,68,47,19,66,103,31,134,0,0,0,3,0,3,3,3,6,6,3,9,32,74,106,656,586,1242,87,63,150,5114,4044,9158,Whyalla (C)
69399,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,7,3,0,3,0,0,0,0,0,0,0,0,0,17,3,20,22,5,27,50,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,9,0,3,3,60,17,77,
37300,0,0,0,9,6,15,0,0,0,0,0,0,4,0,4,685,447,1132,63,82,145,9,0,9,13,0,13,56,37,93,12,6,18,37,59,96,888,637,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,10,6,16,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29,131,111,242,15,12,27,1057,785,1842,Weipa (T)
37310,6,0,6,109,26,135,0,0,0,0,0,0,6,10,16,4767,3735,8502,560,390,950,272,9,281,83,9,92,97,24,121,134,42,176,576,455,1031,6610,4700,11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,17,0,17,59,20,79,76,20,96,0,0,0,3,0,3,13,0,13,16,0,16,876,726,1602,518,723,1241,150,124,274,8246,6293,14539,Western Downs (R)
37340,5,0,5,220,153,373,62,16,78,0,0,0,29,26,55,4789,3749,8538,611,514,1125,246,4,250,110,24,134,96,27,123,236,139,375,742,745,1487,7146,5397,12543,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,19,5,24,0,0,0,19,0,19,7,12,19,4,0,4,49,17,66,149,63,212,201,80,281,0,0,0,9,4,13,7,5,12,16,9,25,332,498,830,765,753,1518,153,118,271,8613,6855,15468,Whitsunday (R)
40250,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,92,51,143,33,39,72,0,0,0,0,0,0,0,0,0,0,0,0,188,236,424,316,329,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,13,4,17,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,8,14,22,12,10,22,354,360,714,Anangu Pitjantjatjara (AC)
40070,33,20,53,280,357,637,3,0,3,54,70,124,29,21,50,2005,1301,3306,137,228,365,3,0,3,49,16,65,182,94,276,47,13,60,1243,1245,2488,4065,3365,7430,5,5,10,0,0,0,4,0,4,3,0,3,3,3,6,3,0,3,18,8,26,0,0,0,7,9,16,3,7,10,5,10,15,9,13,22,24,39,63,33,22,55,75,69,144,3,3,6,3,4,7,4,3,7,10,10,20,196,216,412,453,557,1010,38,36,74,4837,4253,9090,Adelaide (C)
40120,3,5,8,366,325,691,0,0,0,3,0,3,16,7,23,7291,5783,13074,336,499,835,172,8,180,84,6,90,65,14,79,122,30,152,344,222,566,8802,6899,15701,3,0,3,0,0,0,0,0,0,3,5,8,3,0,3,3,0,3,12,5,17,0,0,0,0,0,0,94,139,233,26,48,74,3,0,3,123,187,310,111,56,167,246,248,494,5,4,9,7,11,18,9,3,12,21,18,39,681,771,1452,925,1456,2381,111,108,219,10786,9500,20286,Adelaide Hills (DC)
40220,6,6,12,31,22,53,0,6,6,3,0,3,3,5,8,3467,2946,6413,205,208,413,124,0,124,30,7,37,46,11,57,77,28,105,201,179,380,4193,3418,7611,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,4,0,4,9,9,18,0,0,0,0,0,0,10,27,37,0,8,8,0,0,0,10,35,45,46,15,61,65,59,124,0,0,0,3,0,3,6,0,6,9,0,9,349,381,730,491,797,1288,82,82,164,5189,4737,9926,Alexandrina (DC)
40310,8,14,22,31,13,44,0,0,0,0,3,3,0,0,0,4287,3417,7704,204,205,409,107,3,110,47,0,47,55,7,62,51,11,62,212,172,384,5002,3845,8847,0,0,0,0,0,0,0,0,0,15,13,28,3,3,6,0,0,0,18,16,34,0,0,0,0,0,0,7,14,21,4,0,4,0,0,0,11,14,25,44,14,58,73,44,117,4,6,10,0,0,0,4,0,4,8,6,14,319,370,689,449,730,1179,64,71,135,5915,5066,10981,Barossa (DC)
40430,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,263,226,489,15,16,31,22,0,22,0,0,0,0,0,0,19,3,22,53,38,91,378,283,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,86,61,147,45,53,98,9,8,17,518,408,926,Barunga West (DC)
40520,0,3,3,15,7,22,0,0,0,0,0,0,0,0,0,1567,1425,2992,110,108,218,31,3,34,14,0,14,8,0,8,18,10,28,138,95,233,1901,1651,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,138,122,260,177,246,423,36,34,70,2262,2057,4319,Berri and Barmera (DC)
41560,0,0,0,13,5,18,0,0,0,0,0,0,5,0,5,1639,1478,3117,162,118,280,67,5,72,21,0,21,22,8,30,40,7,47,120,114,234,2089,1735,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,26,10,36,29,13,42,0,0,0,3,0,3,3,0,3,6,0,6,97,132,229,269,386,655,38,41,79,2528,2307,4835,Copper Coast (DC)
41750,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,131,115,246,8,4,12,4,0,4,0,0,0,0,5,5,4,3,7,34,26,60,184,153,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,84,41,125,20,35,55,3,4,7,297,233,530,Elliston (DC)
44060,769,699,1468,607,810,1417,16,3,19,171,245,416,56,24,80,13725,11491,25216,804,1185,1989,256,12,268,205,30,235,324,84,408,225,60,285,353,363,716,17511,15006,32517,110,78,188,0,0,0,14,11,25,113,130,243,18,28,46,10,4,14,265,251,516,0,0,0,15,27,42,23,47,70,25,64,89,7,10,17,70,148,218,210,152,362,545,551,1096,36,57,93,13,16,29,6,8,14,55,81,136,457,586,1043,1825,3132,4957,253,269,522,20646,19625,40271,Marion (C)
44210,3,0,3,12,0,12,0,0,0,0,0,0,0,3,3,1141,878,2019,67,73,140,51,0,51,20,0,20,8,0,8,31,12,43,99,78,177,1432,1044,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,4,4,4,8,20,7,27,24,11,35,0,3,3,0,0,0,0,0,0,0,3,3,187,147,334,153,218,371,24,16,40,1820,1439,3259,Mid Murray (DC)
37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,146,308,18,12,30,19,0,19,8,0,8,6,8,14,9,5,14,55,39,94,277,210,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,0,0,0,0,0,0,3,0,3,3,0,3,63,68,131,25,23,48,11,4,15,387,305,692,Winton (S)
