LGA_MAIN11,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons,LGA_NAME11
36910,47219,124986,1773,3057,479,934,2252,3991,5059,8100,93,149,204,323,17,25,5373,8597,191,275,26,50,75,168,292,493,49,106,55185,138173,5652,0,60837,138173,Toowoomba (R)
36950,493,1875,61,148,89,271,150,419,125,304,4,19,9,9,13,38,151,370,4,7,0,0,15,38,19,45,3,3,816,2712,148,0,964,2712,Torres (S)
36960,885,3656,0,0,0,0,0,0,44,102,0,0,0,0,0,0,44,102,14,40,0,0,0,0,14,40,0,0,943,3798,221,0,1164,3798,Torres Strait Island (R)
37010,49191,137607,1960,3674,1452,2941,3412,6615,5469,8981,1161,2088,1017,1895,60,118,7707,13082,536,877,27,62,48,100,611,1039,47,97,60968,158440,7187,0,68155,158440,Townsville (C)
50490,9990,24850,1613,3150,459,1027,2072,4177,904,1684,510,879,174,374,3,4,1591,2941,13,24,3,4,4,9,20,37,19,38,13692,32043,1452,0,15144,32043,Belmont (C)
37550,177,759,0,0,0,0,0,0,47,149,0,0,0,0,0,0,47,149,0,0,0,0,0,0,0,0,0,0,224,908,44,0,268,908,Woorabinda (S)
61610,8335,20627,750,1078,22,46,772,1124,496,751,19,25,5,11,10,13,530,800,93,146,6,14,12,29,111,189,11,23,9759,22763,965,0,10724,22763,Devonport (C)
32750,86,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,5,0,0,6,15,8,16,100,213,33,0,133,213,Diamantina (S)
52590,1052,2450,10,17,0,3,10,20,19,28,0,0,0,0,0,0,19,28,29,44,18,34,5,8,52,86,5,4,1138,2588,1439,0,2577,2588,Dandaragan (S)
32770,200,1158,0,0,0,0,0,0,9,28,0,0,0,0,0,0,9,28,5,3,0,0,0,0,5,3,0,0,214,1189,41,0,255,1189,Doomadgee (S)
33100,288,666,0,9,3,0,3,9,3,4,0,0,0,0,0,4,3,8,28,44,4,5,7,18,39,67,11,14,344,764,72,0,416,764,Etheridge (S)
33200,630,1519,8,6,0,0,8,6,14,21,0,0,0,0,0,0,14,21,9,21,3,0,3,12,15,33,0,3,667,1582,179,0,846,1582,Flinders (S)
33220,32160,80528,716,1291,388,761,1104,2052,2218,3448,258,428,138,245,19,36,2633,4157,727,1085,38,91,65,128,830,1304,20,44,36747,88085,5562,0,42309,88085,Fraser Coast (R)
33360,17050,48332,380,765,221,442,601,1207,995,1751,54,70,99,157,6,18,1154,1996,477,781,69,131,34,81,580,993,21,50,19406,52578,2944,0,22350,52578,Gladstone (R)
33430,109676,312642,15227,30931,18990,44043,34217,74974,10386,18710,11633,20545,13412,24359,138,248,35569,63862,1782,2600,18,41,166,357,1966,2998,191,369,181619,454845,25184,0,206803,454845,Gold Coast (C)
33610,3439,8872,22,38,3,4,25,42,285,448,0,0,0,0,4,0,289,448,56,90,3,5,20,48,79,143,3,19,3835,9524,573,0,4408,9524,Goondiwindi (R)
33620,15905,40028,206,334,132,254,338,588,723,1033,22,41,3,3,25,48,773,1125,316,489,68,135,39,80,423,704,14,27,17453,42472,3162,0,20615,42472,Gympie (R)
33800,4093,10100,55,99,3,3,58,102,258,359,3,7,0,0,0,4,261,370,45,84,3,5,24,48,72,137,3,12,4487,10721,752,0,5239,10721,Hinchinbrook (S)
34830,60,241,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,5,6,0,8,0,0,5,14,0,0,71,261,14,0,85,261,Mapoon (S)
34860,4063,10508,123,279,9,18,132,297,158,300,0,0,0,0,0,0,158,300,51,80,9,20,10,19,70,119,24,59,4447,11283,1024,0,5471,11283,Maranoa (R)
35010,113853,324339,6410,11170,3410,7168,9820,18338,5142,8327,1066,1744,1241,2049,130,271,7579,12391,1127,1575,25,50,136,270,1288,1895,66,163,132606,357126,11246,0,143852,357126,Moreton Bay (R)
35250,220,1067,0,0,0,0,0,0,18,37,0,0,0,0,0,0,18,37,9,4,0,0,0,0,9,4,0,3,247,1111,64,0,311,1111,Mornington (S)
35300,4802,14532,286,614,42,78,328,692,862,1632,51,84,36,76,3,3,952,1795,270,434,25,35,3,10,298,479,23,47,6403,17545,691,0,7094,17545,Mount Isa (C)
35600,1567,3883,17,32,4,9,21,41,35,57,0,0,0,0,0,0,35,57,16,43,0,4,7,15,23,62,10,20,1656,4063,383,0,2039,4063,Murweh (S)
35670,133,671,0,0,0,0,0,0,40,114,0,0,0,0,0,0,40,114,6,9,0,0,0,0,6,9,3,13,182,807,28,0,210,807,Napranum (S)
35760,3667,8712,31,57,11,34,42,91,102,169,0,0,0,0,0,0,102,169,139,216,5,16,28,52,172,284,3,5,3986,9261,919,0,4905,9261,North Burnett (R)
35790,288,1953,0,0,0,0,0,0,74,189,0,0,0,0,0,0,74,189,24,42,0,9,0,0,24,51,0,3,386,2196,19,0,405,2196,Palm Island (S)
35800,655,1555,0,5,0,0,0,5,16,25,0,0,0,0,0,0,16,25,11,17,3,0,13,32,27,49,8,21,706,1655,202,0,908,1655,Paroo (S)
36070,124,516,0,0,0,0,0,0,33,105,0,0,0,0,0,0,33,105,4,6,0,0,0,0,4,6,0,0,161,627,20,0,181,627,Pormpuraaw (S)
36150,335,806,4,3,0,0,4,3,21,30,0,0,0,0,0,0,21,30,6,14,3,3,8,13,17,30,4,3,381,872,186,0,567,872,Quilpie (S)
36250,42569,120495,2623,3983,2122,4124,4745,8107,1221,1920,184,341,120,216,43,84,1568,2561,231,340,5,20,43,91,279,451,10,24,49171,131638,4889,0,54060,131638,Redland (C)
37400,467,1115,12,18,0,0,12,18,17,29,0,0,0,0,0,0,17,29,17,34,18,25,0,0,35,59,13,14,544,1235,215,0,759,1235,Winton (S)
41010,1155,3041,4,8,0,0,4,8,76,95,0,0,0,0,0,0,76,95,24,38,3,6,9,17,36,61,3,7,1274,3212,301,0,1575,3212,Ceduna (DC)
41060,30635,77936,4981,9197,1698,3629,6679,12826,4495,7217,327,572,188,310,41,72,5051,8171,21,38,5,4,57,121,83,163,10,26,42458,99122,3974,0,46432,99122,Charles Sturt (C)
41140,3216,7783,65,92,0,0,65,92,70,86,0,0,11,14,0,3,81,103,4,11,4,5,24,56,32,72,4,0,3398,8050,688,0,4086,8050,Clare and Gilbert Valleys (DC)
56860,85,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,85,210,33,0,118,210,Nungarin (S)
37570,56,251,0,0,0,0,0,0,15,23,0,0,0,0,0,0,15,23,0,0,0,0,0,0,0,0,0,0,71,274,12,0,83,274,Wujal Wujal (S)
37600,347,2150,0,0,0,0,0,0,35,89,0,0,0,0,0,0,35,89,12,28,29,81,0,0,41,109,0,0,423,2348,16,0,439,2348,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41330,669,1333,16,33,0,0,16,33,12,28,0,0,0,0,0,0,12,28,7,15,3,0,3,0,13,15,0,6,710,1415,399,0,1109,1415,Coober Pedy (DC)
41560,4962,11399,238,360,25,68,263,428,70,92,0,4,19,30,3,0,92,126,29,45,5,5,0,5,34,55,3,3,5354,12011,2490,0,7844,12011,Copper Coast (DC)
41750,388,884,5,8,0,0,5,8,8,6,0,0,0,0,0,0,8,6,9,17,3,6,11,24,23,47,3,3,427,948,342,0,769,948,Elliston (DC)
65210,920,1960,9,16,0,0,9,16,8,14,0,0,0,0,0,3,8,17,6,26,0,0,8,11,14,37,0,0,951,2030,1342,0,2293,2030,Tasman (M)
65410,4712,11736,359,544,12,27,371,571,233,321,0,0,0,0,9,10,242,331,37,59,5,8,8,27,50,94,0,0,5375,12732,722,0,6097,12732,Waratah/Wynyard (M)
40070,1016,2328,960,1682,1907,3866,2867,5548,1035,1752,853,1432,2357,4081,7,11,4252,7276,0,0,0,0,25,50,25,50,17,32,8177,15234,1276,0,9453,15234,Adelaide (C)
40120,13135,35270,269,400,64,116,333,516,89,152,0,0,0,0,7,16,96,168,11,17,8,5,20,46,39,68,9,13,13612,36035,1351,0,14963,36035,Adelaide Hills (DC)
40220,8805,20870,349,516,50,110,399,626,171,233,0,0,0,0,3,4,174,237,81,114,18,47,20,52,119,213,7,12,9504,21958,4331,0,13835,21958,Alexandrina (DC)
40250,477,2209,0,0,0,0,0,0,42,59,0,0,0,0,0,0,42,59,7,10,0,0,0,0,7,10,0,0,526,2278,261,0,787,2278,Anangu Pitjantjatjara (AC)
40310,7832,19766,324,557,3,6,327,563,263,381,0,0,5,9,4,0,272,390,47,86,3,5,18,36,68,127,8,16,8507,20862,887,0,9394,20862,Barossa (DC)
40430,967,2109,3,3,0,0,3,3,43,50,0,0,0,0,0,4,43,54,5,11,0,0,7,16,12,27,4,3,1029,2196,767,0,1796,2196,Barunga West (DC)
40520,3595,8942,238,389,0,3,238,392,284,388,0,0,0,0,0,0,284,388,42,60,0,5,8,9,50,74,5,9,4172,9805,640,0,4812,9805,Berri and Barmera (DC)
43080,402,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,14,12,20,0,0,414,969,156,0,570,969,Karoonda East Murray (DC)
72300,4797,13969,202,576,13,40,215,616,88,175,0,0,0,0,3,3,91,178,391,860,66,127,6,17,463,1004,13,31,5579,15798,402,0,5981,15798,Litchfield (M)
40700,11397,30404,1673,2923,555,1190,2228,4113,2476,3797,210,316,261,428,9,8,2956,4549,4,0,0,0,8,17,12,17,0,7,16593,39090,1755,0,18348,39090,Burnside (C)
40910,14870,38938,1720,3368,265,628,1985,3996,1827,2975,0,0,0,0,10,22,1837,2997,3,3,3,5,4,9,10,17,6,7,18708,45955,1568,0,20276,45955,Campbelltown (C)
41190,668,1567,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,18,11,21,4,4,687,1602,291,0,978,1602,Cleve (DC)
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41830,629,1437,10,17,0,8,10,25,20,25,0,0,0,0,0,0,20,25,17,26,3,3,4,14,24,43,3,8,686,1538,170,0,856,1538,Flinders Ranges (DC)
41960,434,1051,7,8,0,3,7,11,23,24,0,0,0,0,0,0,23,24,9,12,3,3,3,0,15,15,0,0,479,1101,274,0,753,1101,Franklin Harbour (DC)
46970,1105,3366,100,195,6,9,106,204,79,126,0,0,0,0,0,0,79,126,21,41,3,0,0,0,24,41,5,16,1319,3753,160,0,1479,3753,Roxby Downs (M)
47140,40099,109117,3556,6346,808,1853,4364,8199,2344,3715,252,439,148,248,23,38,2767,4440,115,156,3,8,4,25,122,189,15,30,47367,121975,3057,0,50424,121975,Salisbury (C)
47290,808,1871,0,0,0,0,0,0,19,27,0,0,0,0,0,0,19,27,0,0,0,0,3,8,3,8,0,0,830,1906,227,0,1057,1906,Southern Mallee (DC)
47490,699,1726,11,17,0,0,11,17,21,27,0,0,0,0,0,0,21,27,5,11,17,30,4,11,26,52,0,0,757,1822,380,0,1137,1822,Streaky Bay (DC)
47630,2347,5913,60,91,3,3,63,94,28,32,0,0,0,0,0,0,28,32,23,36,0,4,8,10,31,50,0,3,2469,6092,542,0,3011,6092,Tatiara (DC)
47700,32212,84989,2300,3514,361,760,2661,4274,1037,1607,8,10,23,42,10,13,1078,1672,0,3,3,3,3,3,6,9,6,24,35963,90968,2279,0,38242,90968,Tea Tree Gully (C)
47800,2005,4760,40,57,3,7,43,64,17,26,0,0,0,0,0,0,17,26,37,57,3,3,12,22,52,82,3,8,2120,4940,646,0,2766,4940,The Coorong (DC)
42030,7027,17404,843,1343,5,10,848,1353,238,393,0,0,0,0,0,3,238,396,57,69,0,0,0,3,57,72,6,12,8176,19237,673,0,8849,19237,Gawler (T)
42110,1599,3700,46,69,0,0,46,69,16,21,0,0,0,0,0,0,16,21,7,14,0,0,12,28,19,42,0,3,1680,3835,436,0,2116,3835,Goyder (DC)
42250,2663,7050,9,20,0,5,9,25,18,22,0,0,0,0,0,4,18,26,13,17,9,19,3,3,25,39,3,3,2718,7143,839,0,3557,7143,Grant (DC)
47910,955,2202,33,39,0,4,33,43,44,66,0,0,0,0,0,0,44,66,15,18,0,3,0,0,15,21,0,3,1047,2335,438,0,1485,2335,Tumby Bay (DC)
42600,7922,19820,2140,3672,647,1371,2787,5043,2876,4279,566,935,611,1022,13,18,4066,6254,25,37,0,0,29,43,54,80,7,12,14836,31209,1989,0,16825,31209,Holdfast Bay (C)
42750,1671,3708,18,25,4,6,22,31,71,89,0,0,0,0,0,0,71,89,7,14,8,12,4,3,19,29,0,0,1783,3857,1110,0,2893,3857,Kangaroo Island (DC)
43220,401,947,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,411,959,125,0,536,959,Kimba (DC)
43360,866,1921,23,42,0,0,23,42,27,40,0,0,0,0,0,0,27,40,3,4,0,0,5,7,8,11,3,0,927,2014,594,0,1521,2014,Kingston (DC)
43650,4678,12914,38,71,13,33,51,104,50,58,0,0,0,0,0,0,50,58,5,11,0,0,5,13,10,24,0,8,4789,13108,379,0,5168,13108,Light (RegC)
43710,1656,4245,9,15,9,20,18,35,20,25,0,0,0,3,0,0,20,28,24,28,13,26,4,18,41,72,0,9,1735,4389,651,0,2386,4389,Lower Eyre Peninsula (DC)
43790,4043,9878,230,393,3,5,233,398,133,164,0,0,0,0,0,0,133,164,46,66,5,21,11,13,62,100,3,3,4474,10543,818,0,5292,10543,Loxton Waikerie (DC)
43920,2857,7773,7,29,8,17,15,46,20,21,0,0,0,0,3,4,23,25,15,18,4,10,5,11,24,39,0,0,2919,7883,304,0,3223,7883,Mallala (DC)
50250,1621,4825,150,257,20,35,170,292,36,51,0,0,0,0,0,0,36,51,94,173,3,4,6,9,103,186,8,29,1938,5383,544,0,2482,5383,Ashburton (S)
44000,16,45,0,0,0,0,0,0,8,20,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,24,65,14,0,38,65,Maralinga Tjarutja (AC)
44060,24746,62487,4743,8487,1149,2396,5892,10883,2982,4635,17,29,157,256,26,39,3182,4959,0,3,0,3,11,12,11,18,5,12,33836,78359,2664,0,36500,78359,Marion (C)
44210,3079,6846,84,148,25,49,109,197,14,14,0,0,0,0,3,0,17,14,59,98,7,8,7,22,73,128,11,22,3289,7207,2554,0,5843,7207,Mid Murray (DC)
44340,19604,51876,1583,2723,95,209,1678,2932,2249,3536,136,299,0,5,41,58,2426,3898,27,40,5,7,16,42,48,89,5,4,23761,58799,1841,0,25602,58799,Mitcham (C)
44550,10127,26922,314,493,18,33,332,526,327,497,0,3,0,0,34,63,361,563,43,51,3,9,24,53,70,113,7,7,10897,28131,992,0,11889,28131,Mount Barker (DC)
44620,8335,20741,631,1119,36,68,667,1187,1138,1610,11,13,41,57,3,6,1193,1686,13,26,0,0,8,6,21,32,3,5,10219,23651,1108,0,11327,23651,Mount Gambier (C)
44830,1109,2506,7,5,0,0,7,5,18,22,0,0,0,0,0,0,18,22,11,13,4,11,5,19,20,43,0,0,1154,2576,332,0,1486,2576,Mount Remarkable (DC)
45040,6523,16334,638,1211,6,18,644,1229,245,406,14,23,4,11,5,12,268,452,61,86,7,11,0,4,68,101,4,13,7507,18129,1020,0,8527,18129,Murray Bridge (RC)
45090,2942,7217,30,55,0,0,30,55,121,177,0,0,0,0,5,3,126,180,12,14,0,5,6,14,18,33,7,7,3123,7492,560,0,3683,7492,Naracoorte and Lucindale (DC)
45120,1760,4061,44,54,0,5,44,59,10,18,0,0,0,0,0,0,10,18,10,7,0,0,15,48,25,55,0,0,1839,4193,389,0,2228,4193,Northern Areas (DC)
45290,8182,20521,2136,3637,1334,2612,3470,6249,2976,4733,274,390,58,98,17,24,3325,5245,3,9,0,0,17,42,20,51,7,13,15004,32079,1562,0,16566,32079,Norwood Payneham St Peters (C)
45340,54553,141420,2953,4620,443,939,3396,5559,2092,3147,69,87,12,16,26,40,2199,3290,319,436,0,0,23,35,342,471,34,71,60524,150811,5642,0,66166,150811,Onkaparinga (C)
45400,347,768,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,4,0,0,3,3,6,7,0,0,356,775,115,0,471,775,Orroroo/Carrieton (DC)
50350,4613,11507,469,797,96,206,565,1003,523,960,0,0,0,0,6,9,529,969,0,0,0,0,7,7,7,7,0,0,5714,13486,442,0,6156,13486,Bassendean (T)
50420,16705,42886,3234,6238,1110,2182,4344,8420,1650,2869,800,1376,813,1329,9,23,3272,5597,0,0,0,0,9,17,9,17,16,29,24346,56949,2319,0,26665,56949,Bayswater (C)
45540,752,1529,0,0,3,9,3,9,0,5,0,0,0,0,14,19,14,24,0,3,6,3,5,11,11,17,0,3,780,1582,235,0,1015,1582,Peterborough (DC)
45680,23446,64097,4068,8822,164,373,4232,9195,1064,1453,74,103,56,78,14,25,1208,1659,111,145,4,14,0,0,115,159,4,6,29005,75116,2347,0,31352,75116,Playford (C)
45890,32630,82830,5566,11190,1323,2751,6889,13941,4546,7642,156,244,242,364,30,50,4974,8300,70,106,0,0,70,153,140,259,21,34,44654,105364,3952,0,48606,105364,Port Adelaide Enfield (C)
46090,4358,10761,373,734,30,58,403,792,175,244,0,0,44,51,3,3,222,298,31,54,4,10,8,26,43,90,3,0,5029,11941,942,0,5971,11941,Port Augusta (C)
46300,4179,10575,761,1429,76,157,837,1586,367,568,42,51,42,55,7,11,458,685,37,59,0,6,7,5,44,70,0,3,5518,12919,800,0,6318,12919,Port Lincoln (C)
46450,5934,14427,659,1239,5,8,664,1247,311,366,9,13,34,38,0,3,354,420,37,56,3,0,19,47,59,103,3,5,7014,16202,923,0,7937,16202,Port Pirie City and Dists (M)
46510,5705,15103,596,1073,280,602,876,1675,1210,2029,0,0,0,0,16,35,1226,2064,0,0,0,0,9,16,9,16,4,3,7820,18861,706,0,8526,18861,Prospect (C)
46670,3195,7848,95,179,15,24,110,203,231,344,0,0,0,0,3,4,234,348,36,54,4,8,6,9,46,71,4,11,3589,8481,458,0,4047,8481,Renmark Paringa (DC)
46860,506,1130,6,14,9,22,15,36,15,23,0,0,0,0,0,0,15,23,0,0,0,0,4,10,4,10,0,3,540,1202,781,0,1321,1202,Robe (DC)
50560,625,1372,13,25,0,0,13,25,3,0,0,0,0,0,0,0,3,0,5,11,4,3,5,3,14,17,3,0,658,1414,247,0,905,1414,Beverley (S)
47980,8887,23657,2060,3576,852,1675,2912,5251,2516,4003,158,241,123,233,25,31,2822,4508,0,4,0,0,5,6,5,10,12,16,14638,33442,1571,0,16209,33442,Unley (C)
48050,5072,11027,338,502,67,128,405,630,203,294,12,14,18,28,4,7,237,343,21,38,0,5,8,12,29,55,0,4,5743,12059,2295,0,8038,12059,Victor Harbor (C)
48130,2478,5981,42,61,3,7,45,68,19,24,0,0,0,0,0,0,19,24,14,24,0,3,7,13,21,40,3,6,2566,6119,537,0,3103,6119,Wakefield (DC)
50630,517,1343,25,51,0,0,25,51,17,36,0,0,0,0,0,0,17,36,10,18,8,11,0,0,18,29,0,0,577,1459,210,0,787,1459,Boddington (S)
50770,608,1434,4,3,0,0,4,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,615,1444,175,0,790,1444,Boyup Brook (S)
50840,1647,3879,48,67,4,3,52,70,6,4,0,0,0,0,0,0,6,4,6,12,7,15,3,9,16,36,3,3,1724,3992,440,0,2164,3992,Bridgetown-Greenbushes (S)
50910,310,745,23,37,0,0,23,37,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,0,7,11,0,0,340,793,137,0,477,793,Brookton (S)
50980,3237,10514,377,796,87,189,464,985,344,681,3,5,0,0,0,0,347,686,403,763,41,85,50,125,494,973,45,94,4587,13252,580,0,5167,13252,Broome (S)
51080,384,1041,5,23,0,0,5,23,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,4,6,4,0,0,398,1068,111,0,509,1068,Broomehill-Tambellup (S)
51120,367,868,0,0,0,0,0,0,22,28,0,0,0,0,0,0,22,28,0,0,0,0,0,3,0,3,3,4,392,903,98,0,490,903,Bruce Rock (S)
51190,9545,23367,1598,2664,217,417,1815,3081,661,1098,125,197,33,51,3,3,822,1349,130,196,3,3,10,19,143,218,5,19,12330,28034,1651,0,13981,28034,Bunbury (C)
51260,9637,24852,698,1045,128,300,826,1345,303,479,0,0,9,17,7,24,319,520,184,301,15,32,9,19,208,352,9,29,10999,27098,4253,0,15252,27098,Busselton (S)
51310,7156,20319,521,914,394,736,915,1650,286,448,227,341,366,531,3,6,882,1326,0,0,0,0,4,3,4,3,12,14,8969,23312,941,0,9910,23312,Cambridge (T)
51330,23983,67054,3361,7356,449,1332,3810,8688,1971,4170,24,71,235,306,12,20,2242,4567,24,29,3,0,9,16,36,45,8,25,30079,80379,2255,0,32334,80379,Canning (C)
51400,4587,13142,10,16,3,6,13,22,30,48,0,0,0,0,3,9,33,57,6,10,6,24,4,5,16,39,3,22,4652,13282,583,0,5235,13282,Capel (S)
51470,206,464,10,6,0,0,10,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,219,473,44,0,263,473,Carnamah (S)
51540,1475,4054,141,236,9,22,150,258,59,103,0,0,0,0,0,0,59,103,228,403,11,23,10,16,249,442,16,46,1949,4903,294,0,2243,4903,Carnarvon (S)
51610,390,1014,5,15,4,12,9,27,0,0,0,0,0,0,0,6,0,6,16,23,0,0,0,3,16,26,3,3,418,1076,70,0,488,1076,Chapman Valley (S)
48260,2070,5233,185,330,131,236,316,566,287,398,0,0,36,73,0,0,323,471,23,38,0,0,4,5,27,43,4,0,2740,6313,301,0,3041,6313,Walkerville (M)
48340,4254,10204,152,251,0,3,152,254,156,210,0,0,0,0,0,0,156,210,18,28,4,10,9,18,31,56,10,18,4603,10742,1096,0,5699,10742,Wattle Range (DC)
48410,15046,37675,2404,4215,539,1185,2943,5400,4312,7311,485,897,181,308,19,31,4997,8547,0,3,3,0,17,27,20,30,8,15,23014,51667,2108,0,25122,51667,West Torrens (C)
48540,6031,14738,2488,5167,7,20,2495,5187,334,416,28,37,12,16,5,8,379,477,23,35,0,4,9,20,32,59,0,0,8937,20461,1142,0,10079,20461,Whyalla (C)
48640,484,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,484,1157,134,0,618,1157,Wudinna (DC)
48750,1757,3867,19,35,23,49,42,84,26,35,15,21,0,0,0,0,41,56,24,32,3,5,0,5,27,42,0,0,1867,4049,1626,0,3493,4049,Yankalilla (DC)
48830,4348,9451,62,78,9,26,71,104,64,85,0,0,0,0,0,0,64,85,99,147,4,4,32,84,135,235,0,0,4618,9875,4506,0,9124,9875,Yorke Peninsula (DC)
49399,1151,2843,3,3,9,17,12,20,52,68,0,0,0,0,4,0,56,68,48,73,12,16,6,12,66,101,25,69,1310,3101,957,0,2267,3101,Unincorporated SA
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50080,11128,28037,640,987,96,206,736,1193,466,704,10,22,0,0,12,15,488,741,148,213,10,22,12,33,170,268,4,10,12526,30249,2547,0,15073,30249,Albany (C)
51960,1104,3069,27,48,22,32,49,80,57,94,0,0,0,0,0,0,57,94,19,38,5,6,9,11,33,55,3,5,1246,3303,294,0,1540,3303,Coolgardie (S)
50210,19513,53157,1253,2423,51,84,1304,2507,1003,1896,32,49,3,3,7,16,1045,1964,86,112,5,19,9,20,100,151,6,8,21968,57787,2022,0,23990,57787,Armadale (C)
51680,1454,3931,16,30,0,0,16,30,0,0,0,0,0,0,0,7,0,7,10,25,19,52,3,4,32,81,4,4,1506,4053,321,0,1827,4053,Chittering (S)
52030,397,923,0,0,0,0,0,0,9,13,0,0,0,0,0,3,9,16,11,16,0,0,5,3,16,19,0,0,422,958,397,0,819,958,Coorow (S)
51750,2340,6000,192,352,193,370,385,722,370,575,198,281,305,525,0,0,873,1381,0,0,0,0,0,6,0,6,3,3,3601,8112,582,0,4183,8112,Claremont (T)
51820,27492,76069,2445,4689,362,759,2807,5448,737,1253,571,971,92,167,33,59,1433,2450,85,123,3,4,13,31,101,158,10,11,31843,84136,2544,0,34387,84136,Cockburn (C)
51890,3073,7737,81,125,0,0,81,125,55,75,0,0,0,0,26,32,81,107,24,45,0,0,18,36,42,81,0,4,3277,8054,510,0,3787,8054,Collie (S)
52660,3957,10799,208,342,3,13,211,355,28,55,0,0,0,0,0,0,28,55,83,127,3,3,5,10,91,140,0,4,4287,11353,486,0,4773,11353,Dardanup (S)
52730,1899,4370,90,138,3,10,93,148,5,11,0,0,0,0,6,3,11,14,24,41,4,15,8,9,36,65,0,0,2039,4597,1015,0,3054,4597,Denmark (S)
52800,1416,5243,43,82,10,20,53,102,60,117,0,0,0,0,0,0,60,117,96,178,11,15,8,28,115,221,16,34,1660,5717,315,0,1975,5717,Derby-West Kimberley (S)
52870,1910,4728,6,13,0,0,6,13,36,47,0,0,0,0,0,0,36,47,5,10,6,12,3,3,14,25,3,0,1969,4813,396,0,2365,4813,Donnybrook-Balingup (S)
52100,407,900,9,11,0,0,9,11,21,25,0,0,0,0,0,0,21,25,0,0,0,0,3,9,3,9,0,0,440,945,181,0,621,945,Corrigin (S)
52170,1912,5157,87,176,227,480,314,656,164,280,305,434,84,148,0,0,553,862,0,0,0,0,0,0,0,0,0,3,2779,6678,426,0,3205,6678,Cottesloe (T)
52240,405,932,7,17,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,412,952,89,0,501,952,Cranbrook (S)
52310,331,794,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,335,801,81,0,416,801,Cuballing (S)
52380,89,196,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,23,4,3,0,0,13,26,0,0,102,225,27,0,129,225,Cue (S)
