lga_code16,mng_nni_a_15_19,mng_nni_a_20_24,mng_nni_a_25_34,mng_nni_a_35_44,mng_nni_a_45_54,mng_nni_a_55_64,mng_nni_a_65_74,mng_nni_a_75ov,mng_nni_tot,mng_1_149_a_15_19,mng_1_149_a_20_24,mng_1_149_a_25_34,mng_1_149_a_35_44,mng_1_149_a_45_54,mng_1_149_a_55_64,mng_1_149_a_65_74,mng_1_149_a_75ov,mng_1_149_tot,mng_150_299_a_15_19,mng_150_299_a_20_24,mng_150_299_a_25_34,mng_150_299_a_35_44,mng_150_299_a_45_54,mng_150_299_a_55_64,mng_150_299_a_65_74,mng_150_299_a_75ov,mng_150_299_tot,mng_300_399_a_15_19,mng_300_399_a_20_24,mng_300_399_a_25_34,mng_300_399_a_35_44,mng_300_399_a_45_54,mng_300_399_a_55_64,mng_300_399_a_65_74,mng_300_399_a_75ov,mng_300_399_tot,mng_400_499_a_15_19,mng_400_499_a_20_24,mng_400_499_a_25_34,mng_400_499_a_35_44,mng_400_499_a_45_54,mng_400_499_a_55_64,mng_400_499_a_65_74,mng_400_499_a_75ov,mng_400_499_tot,mng_500_649_a_15_19,mng_500_649_a_20_24,mng_500_649_a_25_34,mng_500_649_a_35_44,mng_500_649_a_45_54,mng_500_649_a_55_64,mng_500_649_a_65_74,mng_500_649_a_75ov,mng_500_649_tot,mng_650_799_a_15_19,mng_650_799_a_20_24,mng_650_799_a_25_34,mng_650_799_a_35_44,mng_650_799_a_45_54,mng_650_799_a_55_64,mng_650_799_a_65_74,mng_650_799_a_75ov,mng_650_799_tot,mng_800_999_a_15_19,mng_800_999_a_20_24,mng_800_999_a_25_34,mng_800_999_a_35_44,mng_800_999_a_45_54,mng_800_999_a_55_64,mng_800_999_a_65_74,mng_800_999_a_75ov,mng_800_999_tot,mng_1000_1249_a_15_19,mng_1000_1249_a_20_24,mng_1000_1249_a_25_34,mng_1000_1249_a_35_44,mng_1000_1249_a_45_54,mng_1000_1249_a_55_64,mng_1000_1249_a_65_74,mng_1000_1249_a_75ov,mng_1000_1249_tot,mng_1250_1499_a_15_19,mng_1250_1499_a_20_24,mng_1250_1499_a_25_34,mng_1250_1499_a_35_44,mng_1250_1499_a_45_54,mng_1250_1499_a_55_64,mng_1250_1499_a_65_74,mng_1250_1499_a_75ov,mng_1250_1499_tot,mng_1500_1749_a_15_19,mng_1500_1749_a_20_24,mng_1500_1749_a_25_34,mng_1500_1749_a_35_44,mng_1500_1749_a_45_54,mng_1500_1749_a_55_64,mng_1500_1749_a_65_74,mng_1500_1749_a_75ov,mng_1500_1749_tot,mng_1750_1999_a_15_19,mng_1750_1999_a_20_24,mng_1750_1999_a_25_34,mng_1750_1999_a_35_44,mng_1750_1999_a_45_54,mng_1750_1999_a_55_64,mng_1750_1999_a_65_74,mng_1750_1999_a_75ov,mng_1750_1999_tot,mng_2000_2999_a_15_19,mng_2000_2999_a_20_24,mng_2000_2999_a_25_34,mng_2000_2999_a_35_44,mng_2000_2999_a_45_54,mng_2000_2999_a_55_64,mng_2000_2999_a_65_74,mng_2000_2999_a_75ov,mng_2000_2999_tot,mng_3000mo_a_15_19,mng_3000mo_a_20_24,mng_3000mo_a_25_34,mng_3000mo_a_35_44,mng_3000mo_a_45_54,mng_3000mo_a_55_64,mng_3000mo_a_65_74,mng_3000mo_a_75ov,mng_3000mo_tot,mng_pins_a_15_19,mng_pins_a_20_24,mng_pins_a_25_34,mng_pins_a_35_44,mng_pins_a_45_54,mng_pins_a_55_64,mng_pins_a_65_74,mng_pins_a_75ov,mng_pins_tot,mng_tot_a_15_19,mng_tot_a_20_24,mng_tot_a_25_34,mng_tot_a_35_44,mng_tot_a_45_54,mng_tot_a_55_64,mng_tot_a_65_74,mng_tot_a_75ov,mng_tot_tot,pro_nni_a_15_19,pro_nni_a_20_24,pro_nni_a_25_34,pro_nni_a_35_44,pro_nni_a_45_54,pro_nni_a_55_64,pro_nni_a_65_74,pro_nni_a_75ov,pro_nni_tot,pro_1_149_a_15_19,pro_1_149_a_20_24,pro_1_149_a_25_34,pro_1_149_a_35_44,pro_1_149_a_45_54,pro_1_149_a_55_64,pro_1_149_a_65_74,pro_1_149_a_75ov,pro_1_149_tot,pro_150_299_a_15_19,pro_150_299_a_20_24,pro_150_299_a_25_34,pro_150_299_a_35_44,pro_150_299_a_45_54,pro_150_299_a_55_64,pro_150_299_a_65_74,pro_150_299_a_75ov,pro_150_299_tot,pro_300_399_a_15_19,pro_300_399_a_20_24,pro_300_399_a_25_34,pro_300_399_a_35_44,pro_300_399_a_45_54,pro_300_399_a_55_64,pro_300_399_a_65_74,pro_300_399_a_75ov,pro_300_399_tot,pro_400_499_a_15_19,pro_400_499_a_20_24,pro_400_499_a_25_34,pro_400_499_a_35_44,pro_400_499_a_45_54,pro_400_499_a_55_64,pro_400_499_a_65_74,pro_400_499_a_75ov,pro_400_499_tot,pro_500_649_a_15_19,pro_500_649_a_20_24,pro_500_649_a_25_34,pro_500_649_a_35_44,pro_500_649_a_45_54,pro_500_649_a_55_64,pro_500_649_a_65_74,pro_500_649_a_75ov,pro_500_649_tot,pro_650_799_a_15_19,pro_650_799_a_20_24,lga_name16
52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,4,0,16,0,0,0,3,0,0,3,0,10,0,0,0,4,6,3,0,3,13,0,0,4,4,0,3,4,0,10,0,0,0,3,3,0,0,0,9,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,13,22,26,19,18,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuballing (S)
52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,0,0,17,0,0,3,0,0,4,0,0,13,0,0,9,3,0,3,0,0,16,0,0,9,5,7,17,4,0,52,0,0,5,6,10,11,3,0,41,0,0,4,13,6,17,0,0,42,0,0,3,6,5,10,3,0,25,0,0,6,16,21,10,5,0,60,0,0,0,5,3,6,3,0,16,0,0,0,0,0,0,0,0,4,0,9,49,55,63,94,18,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,3,3,0,0,0,14,0,3,9,3,0,3,0,0,17,0,6,10,11,4,5,0,0,34,0,0,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cue (S)
52450,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,3,0,0,5,3,0,17,0,0,0,0,3,0,4,0,8,0,3,3,4,3,3,0,0,19,0,3,4,3,11,0,3,0,26,0,0,4,0,0,7,0,0,15,0,5,3,3,0,3,3,0,19,0,0,0,4,4,3,0,0,12,0,0,0,6,0,8,0,0,14,0,0,0,0,5,0,3,0,12,0,0,0,0,0,6,0,0,6,0,10,18,40,32,50,19,4,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Cunderdin (S)
52520,0,0,0,0,6,9,0,0,17,0,0,0,0,3,3,0,0,3,0,0,0,5,8,0,0,3,13,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,8,0,0,4,0,3,3,3,0,19,0,0,6,0,6,7,0,0,19,0,0,3,3,7,3,0,0,22,0,3,10,13,4,7,8,0,37,0,0,4,10,4,8,0,0,28,0,0,6,11,7,8,0,0,40,0,0,4,0,3,3,0,0,14,0,0,10,4,4,8,0,0,31,0,0,3,3,3,9,0,0,18,0,0,0,0,0,0,0,0,0,0,13,44,55,64,60,24,11,269,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,Dalwallinu (S)
52590,0,0,3,4,3,0,0,0,14,0,0,0,0,3,5,4,0,7,0,0,0,0,3,6,3,0,13,0,0,0,3,8,0,0,0,21,0,0,5,3,0,3,5,3,18,0,0,3,3,0,11,5,3,28,0,4,4,0,6,11,9,0,37,0,0,0,4,11,9,4,0,34,0,5,5,3,16,13,11,0,62,0,0,3,15,8,13,9,3,48,0,0,0,7,13,3,4,3,25,0,0,0,0,8,3,0,0,13,0,0,0,17,4,10,0,0,29,0,0,3,7,3,5,6,0,19,0,0,0,0,6,3,0,0,8,7,9,40,65,90,85,60,20,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,6,0,0,Dandaragan (S)
52660,0,0,0,0,8,0,0,0,12,0,0,0,3,0,0,0,0,13,0,0,0,0,4,3,0,0,14,0,0,0,4,0,3,0,0,15,0,0,6,4,4,3,4,5,30,0,0,3,3,0,6,3,3,28,0,3,3,3,8,8,3,0,30,0,9,10,10,12,4,3,3,47,0,3,7,15,19,3,6,3,53,0,0,7,9,12,7,0,0,41,0,0,10,7,14,8,6,0,41,0,0,3,3,4,3,3,0,19,0,0,3,8,19,15,6,5,51,0,0,0,5,11,10,0,0,28,0,0,0,0,0,3,3,0,7,0,19,55,77,120,84,47,21,419,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,3,0,6,0,0,12,0,3,0,4,3,3,0,0,10,0,0,0,3,4,0,3,0,18,0,3,Dardanup (S)
52730,0,0,0,0,4,5,3,0,12,0,0,0,0,0,4,3,0,11,0,0,0,3,0,8,3,4,21,0,0,0,8,9,0,5,0,24,0,0,3,4,3,8,4,6,22,0,0,0,3,10,9,12,3,40,0,0,9,7,6,15,8,0,48,0,0,3,5,11,7,12,3,38,0,3,3,13,13,15,8,0,52,0,0,0,3,12,10,8,0,29,0,0,0,3,8,4,3,4,23,0,0,0,3,5,3,0,0,13,0,0,0,6,10,8,5,0,30,0,0,4,3,10,4,4,0,24,0,0,0,0,3,3,3,0,9,0,4,24,60,98,110,72,19,394,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,4,0,0,10,0,0,0,0,4,10,4,0,12,0,0,0,5,4,5,4,0,21,0,0,4,0,3,8,0,0,23,0,0,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,13,0,0,0,0,4,0,0,0,4,0,0,0,0,5,3,0,0,8,0,0,5,5,3,4,6,0,24,0,0,8,4,4,5,0,0,21,0,0,0,3,6,3,4,0,12,0,0,3,3,5,11,5,0,24,0,0,0,3,3,0,3,0,12,0,0,7,3,7,4,0,0,17,0,0,0,0,0,3,4,0,4,0,0,3,3,0,0,0,0,8,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,3,26,23,34,44,28,4,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,4,0,0,7,0,0,6,0,0,0,0,3,4,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,16,20,20,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,Dundas (S)
53150,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,12,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,5,0,4,6,0,0,11,0,3,11,0,5,3,0,0,28,0,5,9,4,10,3,0,0,32,0,0,12,4,3,5,0,0,25,0,0,12,8,10,7,0,0,27,0,0,6,17,0,3,0,0,27,0,0,0,7,3,10,0,0,19,0,0,0,8,23,11,0,0,48,0,0,3,4,11,5,0,0,30,0,0,0,0,0,0,0,0,0,0,19,53,58,81,57,10,0,283,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,17,0,3,3,3,3,4,0,0,20,0,0,5,3,0,3,0,0,14,0,0,8,4,7,3,4,0,24,0,0,East Fremantle (T)
53220,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,3,0,3,0,0,10,0,0,3,0,0,0,0,0,6,0,4,6,4,3,3,3,0,19,0,3,8,4,9,11,0,0,44,0,4,21,20,10,11,0,0,69,0,0,19,14,10,5,3,0,53,0,0,17,26,8,8,3,0,56,0,0,36,42,43,18,0,0,145,0,0,70,134,105,35,7,0,349,0,0,4,0,3,0,0,0,10,4,17,190,254,192,99,20,0,779,0,0,0,0,3,0,0,0,7,0,0,5,3,3,0,0,0,11,0,12,20,8,3,3,0,0,48,0,0,9,6,3,0,0,0,20,0,0,12,6,0,4,3,0,16,0,0,6,13,0,0,3,0,23,0,0,East Pilbara (S)
53290,0,0,3,5,4,6,0,0,18,0,0,0,0,0,9,3,0,17,0,0,3,9,11,0,3,0,23,0,0,3,8,4,5,3,3,25,0,0,3,5,19,6,8,5,41,0,4,9,17,14,15,7,0,69,0,3,16,20,20,10,9,4,72,0,8,10,19,21,14,8,0,95,0,7,21,42,31,29,5,3,141,0,0,15,27,37,24,6,3,121,0,3,24,27,29,24,4,0,113,0,3,14,23,26,12,4,0,79,0,3,14,35,50,33,8,4,147,0,0,9,16,36,15,8,0,90,0,0,0,3,5,7,4,0,22,3,29,142,259,321,218,96,21,1087,0,0,0,0,0,3,0,0,3,3,0,0,0,8,0,0,0,7,3,0,5,5,0,3,0,0,12,0,3,0,0,0,4,0,0,15,0,0,6,12,5,0,3,0,25,0,3,3,5,6,3,3,0,29,0,4,Esperance (S)
53360,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,3,3,0,7,5,0,19,0,0,3,3,0,3,0,0,9,0,4,5,8,7,3,0,0,27,0,3,3,9,9,3,3,0,30,0,0,3,8,4,3,3,0,16,0,0,4,3,0,4,0,0,13,0,0,4,8,4,0,0,0,16,0,0,0,5,11,4,0,0,32,0,0,0,6,13,6,0,0,25,0,0,0,0,0,0,0,0,0,3,8,25,52,55,38,13,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,10,3,0,Exmouth (S)
53430,0,0,6,4,14,11,0,0,35,4,7,11,3,0,3,0,0,22,4,9,3,6,7,13,3,0,39,4,6,8,13,4,8,7,0,47,3,12,11,11,13,19,7,3,77,0,17,25,19,45,19,12,6,135,3,16,44,13,32,28,10,4,156,0,26,108,50,46,41,16,0,283,0,18,125,90,92,57,13,3,408,0,8,93,80,92,46,12,3,328,0,7,68,79,81,65,10,0,305,0,4,41,80,66,58,5,3,257,0,0,82,181,202,134,23,0,625,0,0,26,132,191,109,38,0,492,0,0,3,6,9,6,0,0,30,13,130,646,779,895,601,163,20,3247,0,4,3,5,3,5,0,0,18,13,4,11,10,11,7,3,0,60,3,13,28,20,21,8,8,0,99,4,12,25,20,26,23,6,3,114,0,14,30,43,28,24,14,3,153,0,21,37,54,33,43,28,4,220,0,20,Fremantle (C)
53640,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,10,0,0,3,0,3,7,0,0,13,0,3,7,7,6,3,3,0,24,0,0,7,0,4,5,3,0,17,0,0,6,0,14,12,0,0,27,0,0,3,3,4,5,0,0,22,0,0,0,11,4,6,4,0,26,0,0,4,3,4,4,4,0,14,0,0,0,11,10,11,3,0,36,0,0,3,3,9,5,4,0,27,0,0,0,0,0,0,0,0,3,3,11,28,41,60,64,30,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,Gnowangerup (S)
54280,0,0,4,3,10,3,0,0,15,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,16,0,0,0,0,6,0,0,0,11,0,3,3,6,5,5,3,0,21,0,5,13,5,4,11,3,3,47,0,7,15,9,11,7,3,0,53,0,23,32,26,24,11,3,0,122,0,10,26,34,33,23,0,0,128,0,0,37,27,26,27,5,0,119,0,0,26,42,46,33,3,0,136,0,0,18,26,41,24,4,0,118,0,0,43,93,81,61,12,0,296,0,0,25,77,77,54,12,3,242,0,0,0,3,3,4,3,0,20,4,53,243,356,366,269,54,4,1353,0,0,0,3,0,0,0,0,7,0,3,6,4,0,0,7,0,20,0,0,3,4,8,3,0,0,19,0,0,9,3,4,0,0,0,21,0,3,6,8,4,3,0,0,27,0,3,9,13,11,8,3,0,44,3,7,Kalgoorlie/Boulder (C)
54310,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,5,0,0,3,3,0,0,0,0,7,0,0,3,0,0,3,3,0,9,0,0,0,3,0,0,0,0,5,0,0,3,4,6,0,0,0,21,3,0,11,4,3,3,0,0,25,0,7,18,9,9,3,0,0,46,0,11,32,20,16,6,0,0,88,0,5,33,32,34,18,0,0,114,0,3,29,22,31,10,0,0,100,0,0,29,32,24,14,0,0,104,0,4,45,108,100,44,3,0,302,0,0,54,148,95,48,8,0,354,0,0,0,0,4,0,0,0,9,9,32,252,404,324,158,18,3,1203,0,0,0,0,0,0,0,0,4,4,0,9,6,0,0,0,0,12,3,0,10,3,6,0,0,0,17,0,0,7,7,3,0,0,0,20,0,0,7,12,4,4,0,0,20,0,0,5,7,7,3,0,0,26,0,0,Karratha (C)
53800,0,0,6,6,8,11,3,0,30,3,0,3,4,7,5,6,0,31,4,3,6,3,9,3,6,0,23,0,0,3,6,11,6,3,0,35,7,3,3,8,7,11,10,4,56,0,3,4,13,28,27,7,3,83,5,10,22,24,25,29,6,4,117,0,5,55,37,34,36,10,5,181,0,10,49,46,61,58,7,0,223,0,4,23,41,53,32,14,3,166,0,0,21,44,51,39,14,3,173,0,3,23,31,36,28,11,4,138,0,0,29,109,114,78,8,3,333,0,0,10,32,72,38,13,5,161,0,0,0,6,4,6,0,0,22,22,38,250,401,513,399,113,28,1776,0,0,0,3,5,0,0,0,13,9,0,4,3,3,0,0,0,20,0,3,12,10,0,4,0,0,35,0,0,10,19,9,3,5,0,53,0,4,16,12,9,5,9,3,58,3,10,21,27,14,13,9,4,94,0,14,Greater Geraldton (C)
53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,3,5,4,0,0,0,16,0,4,4,5,3,0,0,0,14,0,0,0,3,4,0,0,0,5,0,0,7,0,3,5,0,0,11,0,0,6,10,11,4,3,0,26,0,0,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,3,0,9,21,29,30,19,4,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,4,4,6,0,0,0,14,0,0,Halls Creek (S)
53990,0,0,0,3,4,9,3,0,18,0,0,0,0,0,0,0,0,4,5,0,3,0,5,14,3,0,30,0,0,0,4,4,7,7,0,37,0,3,4,5,3,9,3,8,30,0,4,7,12,10,11,17,3,53,0,5,6,9,9,15,10,3,64,3,4,13,12,21,14,9,3,91,0,7,19,22,25,20,20,3,108,0,0,4,18,19,15,4,0,67,0,0,8,12,20,20,7,0,70,0,0,5,6,18,13,3,0,44,0,0,19,27,35,30,4,0,116,0,0,5,24,30,22,5,0,86,0,0,0,0,4,6,3,0,14,12,32,98,160,207,206,103,24,831,0,0,0,0,3,0,0,0,3,3,0,0,6,3,0,0,0,15,0,0,4,10,7,0,3,0,27,0,3,7,5,3,5,0,0,26,0,0,0,4,3,5,0,0,18,0,0,8,14,10,5,6,0,38,0,3,Harvey (S)
53710,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,3,12,0,0,0,3,3,0,0,0,10,0,0,0,0,0,7,3,0,12,0,0,0,4,4,3,0,0,13,0,0,0,3,0,7,3,0,15,0,0,0,4,8,3,0,0,15,0,0,0,0,3,3,0,0,7,0,0,0,0,6,0,0,0,3,0,0,3,3,0,0,3,0,9,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,13,23,28,39,15,5,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goomalling (S)
53780,0,0,9,9,9,9,0,0,34,0,0,3,7,3,4,0,0,18,3,6,3,6,11,3,4,0,42,0,0,6,9,16,11,7,0,53,3,3,14,11,15,11,6,0,72,4,3,22,29,36,21,11,3,126,0,17,36,32,42,33,12,3,177,0,27,72,63,42,43,17,0,257,3,11,108,89,82,47,15,0,352,0,8,60,68,87,49,5,0,280,0,3,50,87,70,55,13,0,282,0,0,36,52,57,29,7,0,191,0,0,36,131,155,85,15,4,425,0,0,12,55,67,44,11,0,200,0,0,0,8,3,3,4,0,26,24,86,478,651,686,458,136,15,2528,0,0,5,8,3,0,0,0,20,11,5,14,12,5,11,0,0,66,5,13,18,21,11,7,8,0,87,0,6,25,20,9,6,6,0,81,0,5,25,27,13,10,8,0,97,0,7,38,44,27,23,14,0,163,0,19,Gosnells (C)
54060,0,0,0,4,3,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,0,0,0,0,3,0,3,0,12,0,0,0,0,0,4,0,0,7,0,0,3,0,0,3,0,0,10,0,0,0,0,3,5,3,0,8,0,0,0,0,3,10,0,0,16,0,0,4,4,5,0,0,0,18,0,0,4,3,3,3,0,0,16,0,0,0,4,3,3,0,0,13,0,0,0,3,0,3,3,0,6,0,0,0,0,10,3,0,0,15,0,0,0,4,8,0,0,0,18,0,0,0,0,0,4,0,0,4,0,0,11,28,44,44,28,4,158,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,Irwin (S)
54130,0,0,3,0,0,3,0,0,17,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,11,0,0,3,4,3,6,0,0,21,0,0,5,5,7,5,0,4,22,0,0,3,5,12,11,3,0,32,0,0,10,6,9,17,4,0,40,0,0,5,8,7,6,3,5,25,0,0,5,4,6,4,0,0,25,0,0,0,0,9,8,4,0,22,0,0,8,3,0,3,0,0,20,0,0,3,6,4,8,0,0,21,0,0,0,0,4,3,0,0,4,0,3,44,45,63,68,23,11,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,Jerramungup (S)
54170,0,3,11,9,10,11,3,0,51,9,5,10,5,7,10,4,3,54,13,9,6,18,15,13,0,3,72,6,10,16,17,13,15,6,0,83,10,13,19,12,30,16,17,0,121,8,28,43,47,49,41,13,0,232,7,73,78,59,43,49,15,3,336,3,79,165,105,88,67,15,0,524,0,42,185,130,131,88,18,0,598,0,12,96,95,109,79,17,0,404,0,0,68,100,117,94,18,0,404,0,0,38,74,77,61,15,3,264,0,0,48,177,216,171,15,3,639,0,0,15,86,128,94,25,0,349,0,3,12,8,19,10,0,0,50,59,283,816,957,1059,800,182,22,4167,0,0,12,13,13,10,5,0,49,36,35,20,43,11,19,3,0,168,22,31,41,42,36,28,17,0,214,8,17,36,67,50,28,22,7,234,4,12,57,79,52,39,21,0,273,3,37,127,135,82,74,36,4,506,0,41,Joondalup (C)
54200,0,0,0,0,9,3,0,0,18,3,0,0,0,5,4,4,0,16,0,0,0,8,3,0,3,0,15,0,3,3,6,7,4,7,0,37,0,0,3,8,13,12,7,3,43,0,8,12,16,18,20,11,0,76,8,10,15,16,15,16,9,0,94,0,11,31,27,25,23,8,0,131,0,14,39,50,37,39,9,0,198,0,3,35,39,47,28,10,0,162,0,0,35,39,45,26,7,0,151,0,0,15,26,51,29,10,0,131,0,0,27,107,100,70,12,0,323,0,0,9,48,66,62,8,0,196,0,0,0,7,4,10,0,0,21,17,53,230,403,444,337,110,18,1617,0,0,3,4,3,0,0,0,12,10,3,7,6,3,3,3,0,31,3,9,16,8,7,9,11,0,59,0,3,10,13,13,12,3,0,49,0,6,13,10,13,17,7,3,60,3,0,18,14,25,25,12,0,96,0,11,Kalamunda (S)
