lga_code16,m1_train_mng,m1_train_pro,m1_train_tectw,m1_train_copsw,m1_train_claw,m1_train_swks,m1_train_maopdv,m1_train_lab,m1_train_idns,m1_train_tot,m1_bus_mng,m1_bus_pro,m1_bus_tectw,m1_bus_copsw,m1_bus_claw,m1_bus_swks,m1_bus_maopdv,m1_bus_lab,m1_bus_idns,m1_bus_tot,m1_ferry_mng,m1_ferry_pro,m1_ferry_tectw,m1_ferry_copsw,m1_ferry_claw,m1_ferry_swks,m1_ferry_maopdv,m1_ferry_lab,m1_ferry_idns,m1_ferry_tot,m1_tram_inc_lr_mng,m1_tram_inc_lr_pro,m1_tram_inc_lr_tectw,m1_tram_inc_lr_copsw,m1_tram_inc_lr_claw,m1_tram_inc_lr_swks,m1_tram_inc_lr_maopdv,m1_tram_inc_lr_lab,m1_tram_inc_lr_idns,m1_tram_inc_lr_tot,m1_taxi_mng,m1_taxi_pro,m1_taxi_tectw,m1_taxi_copsw,m1_taxi_claw,m1_taxi_swks,m1_taxi_maopdv,m1_taxi_lab,m1_taxi_idns,m1_taxi_tot,m1_carasdriv_mng,m1_carasdriv_pro,m1_carasdriv_tectw,m1_carasdriv_copsw,m1_carasdriv_claw,m1_carasdriv_swks,m1_carasdriv_maopdv,m1_carasdriv_lab,m1_carasdriv_idns,m1_carasdriv_tot,m1_caraspas_mng,m1_caraspas_pro,m1_caraspas_tectw,m1_caraspas_copsw,m1_caraspas_claw,m1_caraspas_swks,m1_caraspas_maopdv,m1_caraspas_lab,m1_caraspas_idns,m1_caraspas_tot,m1_truck_mng,m1_truck_pro,m1_truck_tectw,m1_truck_copsw,m1_truck_claw,m1_truck_swks,m1_truck_maopdv,m1_truck_lab,m1_truck_idns,m1_truck_tot,m1_mbikescoot_mng,m1_mbikescoot_pro,m1_mbikescoot_tectw,m1_mbikescoot_copsw,m1_mbikescoot_claw,m1_mbikescoot_swks,m1_mbikescoot_maopdv,m1_mbikescoot_lab,m1_mbikescoot_idns,m1_mbikescoot_tot,m1_bicycle_mng,m1_bicycle_pro,m1_bicycle_tectw,m1_bicycle_copsw,m1_bicycle_claw,m1_bicycle_swks,m1_bicycle_maopdv,m1_bicycle_lab,m1_bicycle_idns,m1_bicycle_tot,m1_oth_mng,m1_oth_pro,m1_oth_tectw,m1_oth_copsw,m1_oth_claw,m1_oth_swks,m1_oth_maopdv,m1_oth_lab,m1_oth_idns,m1_oth_tot,m1_wlkonly_mng,m1_wlkonly_pro,m1_wlkonly_tectw,m1_wlkonly_copsw,m1_wlkonly_claw,m1_wlkonly_swks,m1_wlkonly_maopdv,m1_wlkonly_lab,m1_wlkonly_idns,m1_wlkonly_tot,m1_tot_m1_mng,m1_tot_m1_pro,m1_tot_m1_tectw,m1_tot_m1_copsw,m1_tot_m1_claw,m1_tot_m1_swks,m1_tot_m1_maopdv,m1_tot_m1_lab,m1_tot_m1_idns,m1_tot_m1_tot,m2_trnbus_mng,m2_trnbus_pro,m2_trnbus_tectw,m2_trnbus_copsw,m2_trnbus_claw,m2_trnbus_swks,m2_trnbus_maopdv,m2_trnbus_lab,m2_trnbus_idns,m2_trnbus_tot,m2_trnfer_mng,m2_trnfer_pro,m2_trnfer_tectw,m2_trnfer_copsw,m2_trnfer_claw,m2_trnfer_swks,m2_trnfer_maopdv,m2_trnfer_lab,m2_trnfer_idns,m2_trnfer_tot,m2_trntrm_inc_lr_mng,m2_trntrm_inc_lr_pro,m2_trntrm_inc_lr_tectw,m2_trntrm_inc_lr_copsw,m2_trntrm_inc_lr_claw,m2_trntrm_inc_lr_swks,m2_trntrm_inc_lr_maopdv,m2_trntrm_inc_lr_lab,m2_trntrm_inc_lr_idns,m2_trntrm_inc_lr_tot,m2_trncarasdriv_mng,m2_trncarasdriv_pro,m2_trncarasdriv_tectw,m2_trncarasdriv_copsw,m2_trncarasdriv_claw,m2_trncarasdriv_swks,m2_trncarasdriv_maopdv,m2_trncarasdriv_lab,m2_trncarasdriv_idns,m2_trncarasdriv_tot,m2_trncaraspa_mng,m2_trncaraspa_pro,m2_trncaraspa_tectw,m2_trncaraspa_copsw,m2_trncaraspa_claw,m2_trncaraspa_swks,m2_trncaraspa_maopdv,m2_trncaraspa_lab,m2_trncaraspa_idns,m2_trncaraspa_tot,m2_trnoth_mng,m2_trnoth_pro,m2_trnoth_tectw,m2_trnoth_copsw,m2_trnoth_claw,m2_trnoth_swks,m2_trnoth_maopdv,m2_trnoth_lab,m2_trnoth_idns,m2_trnoth_tot,m2_trn_and_tot_mng,m2_trn_and_tot_pro,m2_trn_and_tot_tectw,m2_trn_and_tot_copsw,m2_trn_and_tot_claw,m2_trn_and_tot_swks,m2_trn_and_tot_maopdv,m2_trn_and_tot_lab,m2_trn_and_tot_idns,m2_trn_and_tot_tot,lga_name16
52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,32,38,15,32,19,33,46,7,285,3,3,5,3,0,0,3,8,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,12,20,4,3,5,0,3,0,3,0,48,98,40,50,20,39,28,37,54,7,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Corrigin (S)
52870,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,111,131,101,84,80,70,172,11,899,9,3,6,10,3,16,3,32,0,78,4,0,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,8,15,0,0,0,0,0,4,0,0,23,55,4,6,7,6,3,7,21,0,111,220,118,153,116,98,102,90,230,14,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Donnybrook-Balingup (S)
52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,13,10,12,5,12,17,0,132,3,0,3,0,0,0,0,3,0,7,4,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,17,6,4,3,5,0,3,0,0,39,66,24,25,15,15,5,14,21,5,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dowerin (S)
53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,64,149,40,97,48,114,283,12,1040,35,0,8,6,5,3,4,144,6,217,7,0,8,0,0,0,13,0,4,25,3,0,0,0,0,0,0,0,0,7,0,3,0,5,0,0,0,5,0,7,17,5,0,0,0,0,0,0,0,24,49,6,18,3,6,7,5,42,0,142,360,80,183,49,107,64,143,473,19,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gingin (S)
51750,23,51,32,36,23,63,0,26,6,253,4,22,11,14,8,22,3,19,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,604,1315,411,614,522,613,54,247,37,4414,26,38,24,34,21,60,4,27,0,224,0,0,6,0,0,0,0,0,0,9,0,3,10,3,0,0,0,0,0,16,9,29,12,12,0,13,3,5,0,82,0,7,3,10,3,0,0,3,3,31,28,57,15,42,14,51,6,17,3,221,692,1525,510,760,586,820,77,346,45,5357,9,20,16,22,17,36,4,20,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,9,0,0,0,30,0,7,6,0,0,10,0,0,0,15,0,3,0,0,0,0,0,3,0,8,20,36,20,30,22,47,3,25,0,197,Claremont (T)
51820,24,31,32,21,30,27,4,41,3,217,21,33,87,54,25,94,45,113,7,472,3,3,20,8,3,3,3,4,7,55,0,0,0,0,0,0,0,0,0,3,7,0,6,3,4,8,6,5,4,38,4294,4454,7569,2346,4160,2399,3212,2727,467,31625,103,107,365,171,147,333,128,468,24,1832,26,3,101,0,9,3,108,31,5,289,14,29,65,12,17,8,27,16,3,191,31,51,44,23,12,17,17,16,0,214,14,40,86,17,21,12,27,30,8,269,64,44,65,84,32,83,26,81,10,490,4592,4808,8443,2742,4467,2975,3607,3536,546,35714,21,36,22,24,27,45,13,44,4,240,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,19,8,8,4,5,0,0,0,59,0,0,3,0,3,3,0,0,0,11,0,3,3,0,0,0,4,0,0,10,33,60,39,32,41,50,14,47,7,327,Cockburn (C)
51890,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,68,3,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,392,807,244,245,147,486,315,48,2893,17,47,143,16,19,31,68,54,6,399,0,0,9,0,0,0,3,3,0,14,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,10,13,4,10,17,5,10,0,11,0,72,248,446,1009,281,269,189,631,396,54,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Collie (S)
52170,5,12,8,11,3,4,0,12,0,64,0,0,5,8,0,3,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,277,337,270,303,210,192,12,104,18,1725,14,9,5,13,4,27,0,6,0,76,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,3,5,3,3,0,0,0,3,0,16,0,3,5,0,0,0,0,0,0,15,17,20,4,15,10,14,0,12,0,95,320,391,305,354,231,247,21,145,22,2028,0,0,5,12,7,11,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,5,3,9,14,9,13,0,6,0,62,Cottesloe (T)
52240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11,20,17,21,8,26,57,3,245,4,0,4,0,0,0,0,16,0,28,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,20,31,0,0,4,0,3,3,11,0,55,135,17,23,24,24,9,32,81,3,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cranbrook (S)
52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,15,0,3,0,15,18,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,3,0,12,48,0,21,3,7,0,17,18,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cuballing (S)
52800,0,0,0,0,0,0,0,0,0,0,0,5,11,13,0,0,16,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,283,142,220,148,45,37,135,25,1167,18,49,34,52,27,15,4,66,5,268,0,0,8,0,0,0,7,9,0,20,0,4,5,4,3,0,0,4,0,18,9,17,5,9,3,0,0,4,0,48,13,18,9,0,0,0,12,30,0,79,66,137,66,113,49,36,13,81,9,566,250,500,277,416,221,99,91,326,49,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,4,3,0,9,6,0,44,0,3,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,12,6,4,4,0,0,0,0,4,0,24,17,14,12,3,7,3,23,15,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cue (S)
52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,58,87,40,38,24,20,45,0,377,3,0,3,0,0,7,3,6,0,21,3,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,30,8,8,11,0,3,0,5,0,71,110,69,99,47,39,33,26,61,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cunderdin (S)
52520,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,37,83,30,39,27,43,55,0,436,3,0,6,0,4,0,0,12,0,28,4,0,0,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,6,0,0,17,42,8,3,3,9,3,3,14,0,95,181,55,105,32,55,32,55,84,3,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dalwallinu (S)
52590,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,164,81,147,56,87,39,81,136,7,786,5,3,9,5,3,10,12,28,0,86,11,0,3,0,0,0,4,3,0,22,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,5,0,19,11,0,3,0,0,0,0,8,0,25,46,7,8,8,3,11,4,29,0,124,242,96,182,67,103,59,111,210,5,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dandaragan (S)
52660,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,295,409,290,182,230,356,281,27,2320,9,6,19,26,16,77,10,37,5,205,7,0,0,0,0,0,11,3,4,19,6,0,4,0,0,3,0,6,0,21,3,0,0,0,0,7,0,5,0,16,4,6,3,3,0,0,3,0,0,21,13,3,3,10,7,22,6,13,0,79,294,315,443,338,203,346,383,345,37,2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dardanup (S)
52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,195,178,123,126,100,51,148,6,1074,4,4,10,12,7,18,0,9,0,61,5,0,3,0,0,0,3,0,0,11,3,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,4,0,17,12,0,0,0,0,0,0,3,0,18,44,9,14,11,6,18,4,11,0,126,215,219,207,146,142,135,64,179,6,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,18,9,11,11,3,8,24,0,133,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,13,4,9,3,3,4,3,0,0,42,72,16,25,17,17,10,22,28,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,39,22,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,40,21,20,3,29,11,4,178,0,3,17,0,0,0,16,5,0,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,11,3,0,25,22,7,13,10,3,9,0,14,0,89,50,37,121,32,22,18,92,65,7,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dundas (S)
53150,0,0,0,0,0,0,0,0,0,4,3,3,5,11,0,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,176,259,152,236,136,63,25,57,17,1115,7,3,7,19,7,0,0,9,0,55,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,11,0,5,3,7,3,4,0,0,0,23,3,3,0,4,0,0,0,0,0,13,11,8,11,14,9,0,0,10,3,70,211,284,187,296,156,70,26,74,22,1330,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,10,East Fremantle (T)
53220,0,3,4,0,0,0,3,0,0,8,46,192,1207,8,75,0,1614,168,49,3359,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,10,14,0,7,0,12,7,3,49,306,381,856,133,208,56,554,191,49,2729,54,161,306,25,39,18,256,116,19,993,3,3,48,0,0,0,46,31,0,135,3,3,14,0,3,0,11,0,0,44,8,10,27,4,8,0,25,13,0,92,81,157,569,30,47,8,652,157,42,1741,89,145,197,92,47,33,85,190,9,889,593,1050,3236,300,435,115,3263,876,171,10038,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,12,East Pilbara (S)
53290,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,544,605,642,350,473,356,382,480,40,3869,18,19,32,20,25,65,14,75,3,269,4,0,5,0,0,0,13,3,0,37,4,3,16,6,0,17,8,12,3,72,4,11,8,9,3,3,6,9,0,56,19,10,3,5,0,6,5,3,4,49,77,39,26,26,21,23,24,44,7,281,679,689,731,417,527,466,457,637,64,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Esperance (S)
53360,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,101,153,76,96,52,26,74,12,693,6,6,18,12,3,6,3,12,0,65,0,3,7,0,0,0,4,0,0,17,0,3,3,0,0,6,0,0,0,15,4,16,12,11,3,13,3,15,0,75,0,7,6,3,0,4,0,14,0,30,24,19,20,25,13,15,6,20,5,145,142,154,226,135,116,91,46,133,19,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Exmouth (S)
53430,30,138,37,72,42,30,5,37,8,403,56,117,81,146,86,131,17,127,17,782,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,3,3,4,0,25,2442,3676,2367,1777,2446,1209,1269,1397,205,16787,82,124,135,166,111,129,44,199,16,997,7,0,19,0,5,8,33,15,0,83,20,49,29,21,9,5,11,19,3,165,48,135,64,76,28,29,18,46,7,447,14,40,26,11,14,4,9,27,10,158,93,160,47,110,56,78,12,73,8,634,2805,4447,2803,2373,2801,1629,1414,1946,266,20488,23,47,30,40,22,19,3,26,0,220,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,33,12,5,10,7,4,3,0,75,3,4,0,0,4,3,0,3,3,20,0,7,0,0,3,3,0,0,0,20,34,93,43,44,41,25,4,35,3,329,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,40,53,19,35,20,20,62,0,365,3,0,3,0,3,0,5,11,0,24,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,0,4,0,0,0,0,0,0,15,37,3,7,3,5,4,7,7,0,77,168,42,75,25,41,24,38,82,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnowangerup (S)
54280,0,3,0,0,0,0,0,0,0,4,7,17,93,8,12,14,203,25,3,378,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,10,16,3,16,15,3,0,78,1068,1592,2217,998,1286,687,1520,762,160,10293,31,113,225,89,59,205,148,194,17,1085,8,3,49,3,0,0,49,27,0,136,0,8,37,11,5,17,28,14,0,113,4,21,39,5,3,14,11,20,5,122,19,13,44,6,12,0,44,19,6,157,71,74,64,76,32,79,32,88,6,518,1211,1849,2782,1214,1410,1032,2046,1137,199,12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,Kalgoorlie/Boulder (C)
54310,0,4,0,0,0,0,0,0,6,13,19,116,498,8,49,7,346,186,33,1259,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,13,3,0,0,8,3,0,32,828,1084,1587,564,872,348,680,580,143,6692,58,153,326,67,65,109,128,185,18,1107,5,0,33,0,0,0,31,18,3,90,0,7,21,7,7,9,11,10,3,80,5,14,19,26,3,8,11,15,6,99,35,56,158,8,21,3,82,68,14,449,82,69,120,81,41,41,30,87,3,552,1052,1508,2774,762,1063,521,1330,1146,218,10385,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,11,Karratha (C)
