LGA_MAIN11,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
31950,0,0,0,4,6,12,6,3,0,31,0,0,0,0,0,3,0,0,0,3,0,9,25,15,13,9,6,3,0,80,17,49,90,85,85,71,25,9,0,431,Burke (S)
32070,51,62,203,323,573,1130,1598,1121,453,5514,8,29,67,123,126,104,101,92,38,688,852,992,2148,2194,2181,1801,1228,884,464,12744,5474,9049,21525,24616,23017,17893,9656,4431,1680,117341,Cairns (R)
32250,3,3,17,4,35,58,60,14,0,194,0,0,3,0,7,9,10,3,6,38,18,32,44,54,65,49,30,19,3,314,98,131,288,262,347,247,171,52,9,1605,Carpentaria (S)
32260,14,20,50,83,193,432,675,563,201,2231,0,8,11,19,30,21,29,32,7,157,116,118,234,278,342,334,292,226,85,2025,936,1348,2771,3468,4428,3879,2640,1477,473,21420,Cassowary Coast (R)
32270,8,8,45,63,139,272,335,134,35,1039,6,0,3,6,11,7,7,6,3,49,181,220,427,446,421,308,208,113,47,2371,1121,1946,4819,4494,4049,2667,1209,443,110,20858,Central Highlands (R)
32310,0,9,21,40,93,271,312,207,79,1032,0,0,3,6,7,11,11,3,7,48,45,40,96,156,158,149,152,121,62,979,405,574,1303,1631,1565,1548,1082,587,209,8904,Charters Towers (R)
33830,3,6,5,15,22,34,16,12,3,116,0,0,0,0,0,0,3,0,0,3,9,6,6,4,0,5,0,0,0,30,67,115,158,135,98,61,19,12,6,671,Hope Vale (S)
33960,86,106,362,500,805,1860,2691,1797,762,8969,12,26,68,126,182,148,108,57,28,755,715,823,1590,1741,1479,1161,1035,895,427,9866,7046,12167,24930,23970,21115,15991,9477,5001,1803,121500,Ipswich (C)
32330,9,10,12,10,24,37,22,10,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,13,108,89,156,153,131,75,25,13,0,750,Cherbourg (S)
32450,0,6,6,14,25,64,50,20,7,192,0,0,3,0,3,7,3,3,6,25,26,42,89,67,79,59,36,14,4,416,119,284,559,497,469,347,151,54,23,2503,Cloncurry (S)
32500,6,4,0,17,42,65,60,22,6,222,3,6,0,3,7,8,6,7,0,40,32,87,270,172,100,68,54,12,8,803,123,251,662,619,647,610,326,85,18,3341,Cook (S)
32600,0,0,4,3,0,8,10,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,13,5,9,7,7,3,0,44,7,18,47,45,37,40,24,6,3,227,Croydon (S)
34420,6,3,6,9,24,54,15,0,3,120,0,0,0,3,0,8,0,0,3,14,0,0,0,3,3,3,0,0,0,9,68,80,137,190,120,94,25,0,6,720,Kowanyama (S)
34570,3,0,3,0,3,8,7,3,0,27,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,7,0,0,0,16,33,58,75,65,49,32,21,6,0,339,Lockhart River (S)
34580,15,20,79,123,236,650,1000,529,165,2817,3,7,28,27,19,19,16,10,6,135,175,179,310,353,420,352,370,259,129,2547,1519,2126,3875,4567,4977,4278,2951,1335,460,26088,Lockyer Valley (R)
34590,126,216,597,878,1326,2738,3250,1803,749,11683,44,73,212,289,314,264,200,121,58,1575,1357,1369,2424,2633,2559,2325,1865,1401,708,16641,12044,19490,38825,39921,36492,30549,16611,7167,2499,203598,Logan (C)
34710,0,3,9,17,36,67,65,63,17,277,0,0,3,3,3,6,5,0,0,20,16,13,31,39,37,31,19,43,18,247,152,253,603,567,576,450,216,192,65,3074,Longreach (R)
34770,28,35,114,241,507,1369,2063,1406,467,6230,6,13,29,24,52,31,40,28,15,238,395,617,1356,1390,1511,1160,883,753,370,8435,4324,7263,15714,16586,17015,12341,6993,3840,1278,85354,Mackay (R)
34800,0,5,0,3,3,20,21,9,3,64,0,0,0,0,0,0,3,0,0,3,8,10,33,17,12,19,9,13,3,124,50,102,211,149,126,141,66,27,9,881,McKinlay (S)
36250,37,53,134,220,336,1142,1833,1360,765,5880,14,10,24,44,44,50,45,36,25,292,372,286,630,897,988,1033,904,962,559,6631,5335,8127,14656,19181,20661,17943,11102,6244,2713,105962,Redland (C)
32750,0,0,4,0,3,11,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,4,0,0,19,16,28,53,26,46,43,14,7,0,233,Diamantina (S)
35760,0,3,20,39,72,285,446,277,76,1218,0,3,5,4,3,6,13,6,5,45,47,25,62,99,133,138,185,137,86,912,269,398,971,1223,1439,1552,1248,600,214,7914,North Burnett (R)
35780,0,3,4,3,13,58,33,24,4,142,0,0,0,3,0,0,0,0,3,6,13,12,14,22,10,8,6,0,0,85,143,204,309,270,227,153,57,30,10,1403,Northern Peninsula Area (R)
36300,0,0,0,5,7,19,21,16,5,73,0,0,0,0,0,3,3,0,0,6,6,7,6,14,12,9,10,6,5,75,39,55,93,118,124,104,58,36,16,643,Richmond (S)
36360,47,57,224,329,481,1399,2476,1614,598,7225,8,19,51,63,62,54,49,40,21,367,531,651,1227,1253,1436,1169,1191,1194,672,9324,4407,6963,13567,14134,15437,12926,8431,5082,1808,82755,Rockhampton (R)
32770,12,10,20,11,24,30,14,10,0,131,0,3,0,3,0,5,0,3,5,19,0,0,5,3,4,0,0,0,0,12,81,109,220,152,118,71,18,13,5,787,Doomadgee (S)
33100,0,3,0,8,7,22,32,10,3,85,0,0,0,0,3,3,0,0,0,6,0,0,4,3,18,23,26,11,0,85,18,57,98,124,130,144,119,30,3,723,Etheridge (S)
33200,0,4,6,13,18,43,61,40,7,192,0,0,0,0,0,3,6,3,0,12,7,8,14,24,12,33,23,8,6,135,42,106,184,252,255,259,185,75,19,1377,Flinders (S)
33220,40,51,155,275,469,1387,2440,1680,593,7090,6,8,30,47,47,61,57,49,14,319,305,321,670,833,902,1070,1333,1165,599,7198,2994,3990,8303,11331,12949,14357,12047,6150,2071,74192,Fraser Coast (R)
33360,12,21,53,93,229,625,844,518,187,2582,6,0,6,16,10,23,23,12,4,100,289,304,698,749,774,596,414,288,103,4215,2245,3468,7834,8879,8747,6474,3362,1493,419,42921,Gladstone (R)
33430,115,172,460,711,1242,2653,4108,3434,1777,14672,18,71,134,148,208,153,170,206,65,1173,1983,3055,5709,5208,4999,4776,4580,4325,2761,37396,17341,34392,68391,71981,66518,57895,39706,22326,9295,387845,Gold Coast (C)
33610,10,5,20,36,54,183,248,180,57,793,0,0,3,0,8,6,9,9,3,38,43,49,98,132,119,112,147,91,50,841,311,531,1196,1511,1459,1228,929,493,156,7814,Goondiwindi (R)
33620,21,29,87,143,225,717,1248,761,264,3495,3,6,9,11,21,25,29,25,6,135,171,119,261,358,454,492,587,504,288,3234,1438,1856,4194,5570,6643,6804,5160,2414,810,34889,Gympie (R)
34830,3,0,3,6,10,8,6,6,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,39,40,44,22,9,6,6,202,Mapoon (S)
34860,3,5,22,44,99,179,293,186,72,903,0,0,6,3,10,15,11,17,3,65,103,82,173,189,200,122,102,102,20,1093,487,774,1822,1835,1813,1449,944,518,155,9797,Maranoa (R)
35010,128,179,464,717,1198,3408,5685,3670,1650,17099,11,43,87,131,149,107,134,117,35,814,1334,1409,2708,3110,3006,2780,2728,2680,1423,21178,14579,22157,45716,55735,50969,44235,28778,14732,5575,282476,Moreton Bay (R)
35250,8,7,17,8,28,32,22,6,3,131,0,0,0,0,3,0,7,0,3,13,4,0,5,11,3,0,0,0,0,23,64,63,170,141,143,88,41,6,6,722,Mornington (S)
35300,19,19,45,79,108,214,208,122,24,838,4,4,11,11,13,24,14,16,3,100,234,277,588,521,470,288,181,103,17,2679,868,1723,3917,3200,2832,1742,859,376,71,15588,Mount Isa (C)
35600,3,9,27,28,35,91,123,96,31,443,0,0,3,3,3,3,0,3,0,15,22,9,41,53,54,64,54,60,25,382,180,254,581,613,656,529,370,220,74,3477,Murweh (S)
35670,3,0,4,10,17,25,18,12,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,67,113,119,95,52,24,12,0,530,Napranum (S)
35790,26,15,28,42,54,72,25,13,3,278,0,3,3,0,3,0,0,0,0,9,6,6,6,0,9,7,0,0,0,34,218,188,323,331,270,166,41,16,3,1556,Palm Island (S)
35800,0,3,4,3,39,48,57,36,9,199,3,0,3,3,0,7,3,3,0,22,3,4,15,19,26,19,18,11,3,118,60,102,218,225,288,240,172,79,21,1405,Paroo (S)
36070,5,0,7,18,13,34,20,9,0,106,0,0,0,3,4,3,3,0,0,13,0,0,0,3,3,0,0,0,0,6,36,40,108,126,82,59,28,9,0,488,Pormpuraaw (S)
36150,0,0,3,6,10,15,20,10,6,70,0,0,0,0,0,0,0,0,0,0,0,3,8,6,7,9,10,7,3,53,22,66,116,129,179,116,77,41,15,761,Quilpie (S)
40070,0,16,23,23,34,41,56,65,54,312,0,15,14,3,12,11,8,16,3,82,107,393,542,321,264,241,140,124,107,2239,1071,4126,4579,2231,1994,2026,1195,632,364,18218,Adelaide (C)
40120,10,4,16,22,36,135,258,272,192,945,0,0,6,11,4,6,10,10,6,53,98,77,171,211,244,222,204,159,97,1483,1194,1963,3035,5590,6511,5910,3167,1429,569,29368,Adelaide Hills (DC)
40220,5,10,30,22,56,216,380,328,191,1238,0,4,3,4,4,8,11,5,6,45,53,40,63,96,155,193,231,246,88,1165,640,946,1865,2784,3291,3806,3298,1717,578,18925,Alexandrina (DC)
40250,27,39,97,89,68,39,32,9,6,406,0,6,16,22,19,35,26,16,7,147,10,18,34,21,16,7,4,3,0,113,116,253,463,317,238,162,78,37,16,1680,Anangu Pitjantjatjara (AC)
40310,3,0,19,22,52,187,433,426,310,1452,3,0,3,0,3,6,3,0,4,22,30,34,73,113,121,146,135,166,84,902,589,984,2262,3101,3254,3056,1934,1208,551,16939,Barossa (DC)
40430,4,0,4,3,6,46,73,74,50,260,0,0,0,0,0,3,0,0,0,3,10,5,3,19,23,26,22,26,12,146,47,62,160,279,376,440,326,215,95,2000,Barunga West (DC)
40520,6,12,27,29,69,200,254,217,84,898,0,0,3,6,9,7,32,25,3,85,39,29,60,98,107,136,128,142,102,841,289,507,1094,1318,1527,1491,955,670,264,8115,Berri and Barmera (DC)
37400,0,0,0,4,17,28,42,25,11,127,0,0,0,0,0,0,3,4,0,7,3,0,10,8,12,15,21,20,0,89,49,62,155,165,202,184,152,76,20,1065,Winton (S)
41010,5,9,8,6,24,62,89,55,29,287,0,0,0,3,0,4,0,0,4,11,10,12,31,23,34,20,28,23,7,188,140,202,408,496,467,472,277,121,44,2627,Ceduna (DC)
41060,37,55,149,209,410,1199,2103,2241,1168,7571,5,26,68,105,150,160,315,324,116,1269,277,362,767,765,863,840,916,1109,830,6729,2958,6928,13632,14648,14817,12589,8958,7038,3316,84884,Charles Sturt (C)
41140,0,0,4,11,22,76,152,164,108,537,0,0,3,0,4,0,0,0,0,7,19,16,29,43,63,71,58,68,49,416,187,405,819,1123,1254,1312,912,496,212,6720,Clare and Gilbert Valleys (DC)
50980,12,16,30,35,51,104,80,43,10,381,0,11,6,4,12,13,13,9,3,71,98,155,366,350,269,194,96,42,11,1581,549,1050,2593,2536,2135,1464,526,188,44,11085,Broome (S)
37550,14,8,7,4,11,18,10,3,3,78,0,0,0,0,0,0,0,0,3,3,14,0,0,5,5,4,0,4,0,32,96,78,127,106,96,60,16,7,6,592,Woorabinda (S)
41330,3,4,3,11,15,38,60,14,3,151,0,0,0,0,0,0,6,9,0,15,8,12,26,31,33,46,63,15,0,234,38,83,175,207,280,265,255,67,9,1379,Coober Pedy (DC)
41560,4,11,16,19,64,190,404,297,159,1164,0,0,0,3,10,10,12,9,5,49,18,27,47,74,106,116,163,178,53,782,301,571,1102,1386,1799,2041,1801,1000,341,10342,Copper Coast (DC)
41750,0,0,0,0,0,17,22,23,3,65,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,6,6,11,38,13,60,111,130,191,157,90,48,14,814,Elliston (DC)
45040,11,15,52,44,107,299,460,434,204,1626,6,9,40,17,14,14,14,10,4,128,94,122,265,316,242,188,220,188,90,1725,728,1175,2206,2666,2718,2355,1867,1138,405,15258,Murray Bridge (RC)
37570,0,0,4,6,14,12,3,0,0,39,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,29,26,36,51,34,24,6,0,0,206,Wujal Wujal (S)
37600,19,8,3,9,20,37,39,12,6,153,0,0,0,0,3,0,0,3,0,6,6,3,3,5,0,3,0,0,0,20,195,239,310,300,264,134,45,19,9,1515,Yarrabah (S)
39399,0,3,0,0,0,11,6,6,3,29,0,0,0,0,0,0,0,3,0,3,0,6,11,10,19,15,12,7,6,86,7,54,64,61,76,71,53,41,12,439,
39499,20,21,53,49,72,223,250,40,8,736,0,6,13,11,8,5,8,7,3,61,119,203,361,326,311,347,201,66,15,1949,445,1116,2100,1555,1712,2646,1484,292,49,11399,
43080,0,0,0,3,6,30,31,35,15,120,0,0,0,0,3,0,3,3,0,9,6,3,3,15,9,14,4,9,4,67,23,33,60,141,171,181,87,75,23,794,Karoonda East Murray (DC)
45090,0,6,23,28,29,76,140,115,80,497,5,7,25,19,18,3,3,0,0,80,34,19,61,51,47,69,57,57,34,429,229,388,1016,1089,1190,1041,665,402,205,6225,Naracoorte and Lucindale (DC)
45120,3,0,3,6,14,58,107,87,64,342,0,3,4,0,0,5,0,0,0,12,8,7,18,21,37,37,39,38,15,220,108,161,440,485,702,698,500,297,126,3517,Northern Areas (DC)
45400,0,0,0,3,3,10,17,31,26,90,0,0,0,0,0,0,3,3,0,6,0,0,0,6,4,10,4,7,6,37,15,29,62,97,134,165,98,71,38,709,Orroroo/Carrieton (DC)
40700,3,3,17,19,41,98,245,353,217,996,0,0,10,7,20,13,22,32,7,111,84,131,187,201,274,279,275,327,327,2085,1182,2934,3780,5062,6226,5887,4135,2872,1553,33631,Burnside (C)
40910,21,7,50,58,113,503,1213,1129,443,3537,0,7,19,33,31,54,152,186,75,557,100,125,231,305,310,281,376,453,253,2434,1341,3264,5719,6770,6553,5218,4729,3379,1323,38296,Campbelltown (C)
41190,0,0,0,4,9,27,39,54,27,160,0,0,0,0,0,3,3,0,0,6,0,0,3,6,6,9,7,21,6,58,25,89,150,226,265,244,161,116,48,1324,Cleve (DC)
45290,9,13,20,18,41,170,513,739,408,1931,3,5,11,11,20,19,68,125,39,301,71,162,338,226,252,242,248,268,214,2021,843,2893,5651,4758,4534,3906,2703,2265,1286,28839,Norwood Payneham St Peters (C)
41830,0,6,0,4,11,26,39,38,15,139,0,0,0,0,3,0,0,0,0,3,6,5,9,12,23,23,24,15,8,125,43,75,147,198,246,291,181,101,46,1328,Flinders Ranges (DC)
41960,0,0,0,0,6,16,33,20,10,85,0,0,0,0,0,0,0,0,0,0,6,7,3,11,9,34,18,17,3,108,36,69,106,167,167,228,138,61,22,994,Franklin Harbour (DC)
45340,50,62,172,185,390,1071,1461,1278,763,5432,3,14,35,34,40,48,57,62,18,311,419,407,812,994,1123,1125,1062,1192,797,7931,5052,9842,20118,21892,22535,20867,12351,6864,2818,122339,Onkaparinga (C)
52730,0,0,3,4,14,28,44,42,24,159,0,0,0,0,0,3,0,0,0,3,12,9,27,36,54,42,27,32,17,256,121,155,382,636,866,836,632,295,105,4028,Denmark (S)
42030,9,13,18,21,63,171,330,324,191,1140,0,0,3,4,15,7,8,14,9,60,77,67,111,145,164,141,174,240,97,1216,718,1293,2310,2566,3016,2413,1858,1356,493,16023,Gawler (T)
42110,0,3,0,8,34,68,102,107,61,383,5,0,0,0,0,0,0,0,0,5,10,9,5,28,42,35,34,43,25,231,114,153,298,488,687,629,472,265,118,3224,Goyder (DC)
42250,3,3,6,9,25,126,155,104,23,454,0,0,0,3,0,0,3,3,0,9,20,22,66,99,102,95,79,61,47,591,215,289,692,1204,1310,1187,615,270,82,5864,Grant (DC)
50250,8,9,6,11,35,41,25,0,0,135,0,3,4,3,8,3,3,9,0,33,34,143,436,381,308,149,23,3,0,1477,200,751,2427,2205,1613,771,132,20,3,8122,Ashburton (S)
50280,0,3,6,7,27,27,71,66,42,249,0,0,0,3,3,0,0,3,7,16,53,35,152,172,152,123,68,92,46,893,319,423,1510,1953,1764,1532,820,456,189,8966,Augusta-Margaret River (S)
50350,0,10,16,32,56,99,157,184,93,647,0,0,3,16,30,15,17,21,9,111,52,60,109,135,137,115,120,121,39,888,500,962,2000,2174,2043,1758,1015,755,280,11487,Bassendean (T)
50420,10,22,92,168,205,434,731,785,379,2826,0,19,43,66,88,81,92,113,46,548,191,309,830,587,565,553,483,513,343,4374,1837,4481,10780,9159,7944,7068,4577,2902,1362,50110,Bayswater (C)
50490,10,18,64,80,125,235,433,385,158,1508,0,16,31,37,46,42,46,31,15,264,163,313,647,537,451,369,345,338,167,3330,1181,2894,6674,5208,4337,3515,2429,1749,672,28659,Belmont (C)
50560,0,3,0,6,5,15,37,19,10,95,0,0,0,0,0,0,0,0,0,0,5,3,7,18,10,15,36,15,3,112,34,44,97,174,223,308,254,97,36,1267,Beverley (S)
50630,0,0,0,0,6,9,21,13,7,56,0,0,0,3,0,0,0,0,0,3,17,25,104,96,73,41,15,12,3,386,69,101,388,435,373,265,118,48,22,1819,Boddington (S)
50770,0,0,3,0,3,13,22,15,7,63,0,0,0,0,0,0,3,0,0,3,0,3,6,10,18,6,9,12,12,76,25,43,149,216,243,244,179,82,36,1217,Boyup Brook (S)
50840,0,0,0,3,14,33,49,44,18,161,0,0,0,3,0,0,0,0,3,6,6,7,19,24,23,37,45,16,6,183,103,107,341,526,670,777,535,187,64,3310,Bridgetown-Greenbushes (S)
