lga_code16,p_1_149_om_uie,p_1_149_cfw,p_1_149_es_ns,p_1_149_tot,p_150_299_e,p_150_299_om_ie,p_150_299_om_uie,p_150_299_cfw,p_150_299_es_ns,p_150_299_tot,p_300_399_e,p_300_399_om_ie,p_300_399_om_uie,p_300_399_cfw,p_300_399_es_ns,p_300_399_tot,p_400_499_e,p_400_499_om_ie,p_400_499_om_uie,p_400_499_cfw,p_400_499_es_ns,p_400_499_tot,p_500_649_e,p_500_649_om_ie,p_500_649_om_uie,p_500_649_cfw,p_500_649_es_ns,p_500_649_tot,p_650_799_e,p_650_799_om_ie,p_650_799_om_uie,p_650_799_cfw,p_650_799_es_ns,p_650_799_tot,p_800_999_e,p_800_999_om_ie,p_800_999_om_uie,p_800_999_cfw,p_800_999_es_ns,p_800_999_tot,p_1000_1249_e,p_1000_1249_om_ie,p_1000_1249_om_uie,p_1000_1249_cfw,p_1000_1249_es_ns,p_1000_1249_tot,p_1250_1499_e,p_1250_1499_om_ie,p_1250_1499_om_uie,p_1250_1499_cfw,p_1250_1499_es_ns,p_1250_1499_tot,p_1500_1749_e,p_1500_1749_om_ie,p_1500_1749_om_uie,p_1500_1749_cfw,p_1500_1749_es_ns,p_1500_1749_tot,p_1750_1999_e,p_1750_1999_om_ie,p_1750_1999_om_uie,p_1750_1999_cfw,p_1750_1999_es_ns,p_1750_1999_tot,p_2000_2999_e,p_2000_2999_om_ie,p_2000_2999_om_uie,p_2000_2999_cfw,p_2000_2999_es_ns,p_2000_2999_tot,p_3000mor_e,p_3000mor_om_ie,p_3000mor_om_uie,p_3000mor_cfw,p_3000mor_es_ns,p_3000mor_tot,p_persinc_ns_e,p_persinc_ns_om_ie,p_persinc_ns_om_uie,p_persinc_ns_cfw,p_persinc_ns_es_ns,p_persinc_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
20110,23,13,9,263,135,15,38,28,0,224,203,22,46,40,14,320,257,17,62,22,7,365,375,53,95,23,6,558,471,66,53,13,8,610,463,64,77,20,10,630,388,54,59,14,3,519,262,38,31,10,3,342,165,42,36,0,6,251,127,9,14,0,3,157,118,20,20,3,3,168,29,20,18,0,0,80,53,3,8,13,8,89,3272,437,593,237,81,4613,Alpine (S)
20260,14,11,3,188,165,8,26,26,5,237,162,15,37,20,4,238,239,17,48,19,3,331,413,34,45,26,8,519,571,22,38,22,10,661,546,41,49,10,7,655,554,38,41,22,3,651,331,19,27,10,5,393,264,27,23,0,0,319,179,22,18,6,0,220,168,17,16,4,4,207,39,26,17,3,0,89,63,3,7,13,8,93,3861,299,419,231,62,4870,Ararat (RC)
20570,83,54,34,2033,1817,61,153,64,31,2125,1872,79,207,69,44,2271,2492,107,221,40,42,2903,3800,216,312,56,49,4432,4904,285,288,47,63,5596,5766,283,288,35,50,6420,5474,335,296,31,57,6190,3585,282,144,22,35,4065,2818,234,109,6,20,3192,1836,149,85,8,16,2086,1907,266,123,11,7,2304,630,302,141,24,13,1111,586,43,35,18,42,729,39470,2676,2516,616,519,45788,Ballarat (C)
20660,115,51,12,1896,1679,68,200,51,27,2030,1526,100,209,39,30,1905,1824,124,238,35,28,2253,2834,235,326,41,32,3471,3756,274,306,42,42,4412,4392,318,305,32,53,5105,4774,384,309,33,40,5546,3354,346,216,19,23,3955,2667,357,164,17,27,3227,1754,192,118,6,14,2078,1644,316,136,9,15,2126,771,382,177,22,4,1359,562,64,46,20,18,704,33352,3231,2885,502,383,40356,Banyule (C)
20740,44,24,4,523,411,17,80,30,13,555,525,43,116,37,23,734,638,58,125,22,16,856,1001,82,189,38,24,1337,1066,99,169,41,18,1390,1033,70,176,26,20,1320,890,95,137,22,18,1165,468,70,90,16,7,656,372,60,63,12,4,519,235,33,28,10,3,307,249,67,44,4,3,354,85,72,31,4,6,202,129,18,34,15,19,220,7574,815,1344,339,193,10258,Bass Coast (S)
20830,52,58,25,839,632,30,146,55,27,886,674,50,143,55,12,928,901,71,171,51,26,1218,1341,112,208,58,27,1741,1606,129,222,35,29,2032,1667,157,232,29,25,2109,1393,165,202,23,25,1809,917,120,138,10,15,1196,680,100,95,14,10,891,478,66,50,8,8,614,390,106,85,12,15,598,129,98,69,14,10,326,241,39,51,18,26,374,11792,1269,1901,548,280,15789,Baw Baw (S)
20910,119,44,13,1552,1269,51,178,43,16,1559,1176,85,184,41,15,1512,1288,103,215,40,16,1663,1870,202,283,34,15,2404,2240,255,309,52,23,2878,2800,300,327,36,32,3499,2876,423,358,40,30,3733,1878,353,267,28,16,2537,1531,436,248,39,16,2259,1034,277,128,17,16,1464,1273,504,255,29,8,2070,648,664,256,59,11,1645,322,62,53,15,22,486,21647,3807,3221,616,249,29537,Bayside (C)
21010,15,9,7,203,161,4,48,29,7,251,187,25,34,31,8,288,259,22,71,28,7,386,379,32,92,14,5,520,526,55,69,12,7,679,549,43,80,10,9,692,533,39,55,3,9,641,354,33,37,14,3,437,267,27,20,4,3,318,165,18,7,0,6,193,165,18,13,0,0,202,49,26,18,3,0,91,80,8,10,6,3,106,3856,349,576,219,77,5075,Benalla (RC)
21110,164,70,24,2931,2712,130,257,99,42,3242,2569,194,282,88,40,3175,2791,231,324,62,40,3452,4047,377,442,88,34,4989,4803,508,475,68,46,5910,6386,510,523,77,45,7539,7344,686,559,69,61,8724,5643,549,412,54,34,6703,5043,698,379,52,33,6204,3616,462,224,24,23,4356,5812,939,376,48,18,7196,3262,1394,462,86,22,5231,850,128,82,34,59,1149,57730,6956,5006,1156,540,71382,Boroondara (C)
21180,85,60,28,2239,2303,87,211,75,54,2727,2362,162,274,93,47,2946,2765,184,315,73,68,3401,4681,391,429,74,93,5671,7116,446,425,59,114,8152,8772,523,435,42,115,9883,9000,626,354,30,75,10090,5957,429,203,17,38,6635,4251,404,139,24,28,4848,2718,237,97,6,21,3083,2930,389,97,5,12,3438,1074,369,104,11,18,1580,1042,84,69,29,86,1315,57224,4427,3271,755,818,66496,Brimbank (C)
21270,10,16,6,137,69,13,21,46,3,143,86,5,32,25,3,145,118,17,33,27,0,203,169,39,35,27,7,280,177,40,27,31,4,273,224,38,30,20,3,320,224,41,25,18,3,308,127,17,10,3,0,161,93,25,11,5,0,142,58,3,5,0,0,68,46,11,8,3,3,69,5,18,9,3,4,36,21,3,8,11,0,41,1532,286,279,306,33,2442,Buloke (S)
21370,42,56,14,708,450,33,101,64,8,652,580,60,159,62,25,879,741,67,158,48,22,1038,1268,89,210,76,30,1668,1575,134,193,40,22,1971,1818,157,205,29,27,2231,1688,151,180,21,37,2082,923,95,94,15,5,1139,739,89,52,12,9,897,486,52,43,3,4,586,452,84,52,6,9,601,121,94,41,12,8,281,205,30,29,27,27,310,11663,1163,1615,600,255,15291,Campaspe (S)
21450,86,44,25,1424,1051,41,171,73,17,1357,958,106,163,61,31,1315,1215,115,209,48,26,1603,1954,173,246,62,28,2473,2234,255,278,49,25,2841,2487,280,279,44,30,3121,2225,305,277,17,34,2858,1400,262,173,11,16,1863,969,250,122,7,11,1366,681,127,65,7,5,890,605,162,79,8,6,862,172,152,77,15,6,424,352,33,64,11,28,483,17636,2311,2324,574,303,23143,Cardinia (S)
21610,192,98,38,3832,3233,121,425,123,43,3941,2892,226,429,117,44,3713,3385,247,545,74,63,4310,5349,430,680,94,66,6612,6437,507,635,68,81,7728,7124,641,667,58,70,8556,6549,769,616,60,57,8042,4368,518,369,38,43,5336,3009,526,260,25,27,3837,2101,303,161,17,11,2594,1935,437,197,18,14,2608,625,491,172,25,11,1317,914,98,85,30,67,1194,51639,5399,5495,1077,637,64240,Casey (C)
21670,11,9,9,199,168,11,47,25,9,256,205,15,32,12,6,269,229,10,50,5,9,306,453,22,71,15,9,567,532,31,44,11,10,637,516,33,40,3,4,602,419,18,25,6,7,477,192,16,15,3,0,222,163,15,12,0,3,196,89,6,7,0,0,106,79,17,8,3,0,112,17,7,18,0,0,41,59,7,11,8,5,82,3295,222,396,126,78,4116,Central Goldfields (S)
21750,45,25,6,451,300,20,69,43,12,438,381,24,78,31,16,523,497,34,112,41,16,699,837,40,116,32,21,1051,984,70,111,30,14,1208,1231,52,117,17,16,1434,1049,85,117,12,13,1282,583,46,82,7,11,722,383,38,51,6,9,485,237,27,28,3,6,300,205,32,39,3,0,285,65,66,28,0,0,160,146,9,29,7,11,208,7274,557,1061,328,158,9389,Colac-Otway (S)
21830,44,43,6,388,241,12,62,40,6,362,245,22,94,52,12,430,290,34,122,32,15,497,483,40,154,42,8,730,525,38,117,28,10,726,668,67,149,25,10,919,678,56,93,22,11,863,375,59,94,17,8,549,320,33,56,7,6,428,188,30,46,11,3,273,185,43,40,7,13,290,104,52,87,14,5,258,113,11,34,13,16,183,4712,537,1250,424,146,7080,Corangamite (S)
21890,129,46,22,2025,2096,61,267,82,42,2543,2055,146,287,64,40,2592,2376,155,367,43,34,2985,3594,266,427,52,51,4383,4613,351,416,54,58,5486,5307,399,469,44,79,6299,5301,459,435,24,56,6281,3636,309,276,13,32,4265,2837,377,193,17,25,3454,1912,201,119,14,6,2249,2057,345,188,12,9,2607,810,346,125,18,16,1313,614,66,46,14,52,790,39202,3538,3779,615,542,47683,Darebin (C)
22110,59,40,20,685,508,26,129,57,20,736,659,50,180,76,19,980,925,57,185,52,27,1245,1486,106,230,71,41,1929,1749,136,219,28,34,2169,1794,128,194,39,37,2194,1617,127,186,39,27,1997,883,103,129,8,9,1135,677,118,77,10,6,889,381,41,34,15,5,480,386,60,39,5,6,498,116,70,38,15,6,234,186,24,58,31,31,323,11980,1062,1772,579,303,15688,East Gippsland (S)
22170,117,60,24,2164,1717,77,208,82,26,2102,1687,109,261,66,43,2168,2059,113,290,58,41,2567,3497,263,380,53,46,4245,4422,299,356,47,55,5177,4943,435,378,48,43,5847,4889,433,360,29,43,5757,3214,404,231,12,20,3885,2371,373,190,15,14,2963,1504,213,109,14,7,1840,1409,349,142,9,11,1915,583,358,153,5,16,1109,640,79,56,20,63,849,35006,3558,3261,648,448,42912,Frankston (C)
22250,24,27,3,189,108,5,36,35,6,194,137,19,54,20,3,238,179,40,46,33,8,304,338,41,88,26,15,498,379,65,69,26,12,552,417,62,57,14,15,563,399,43,40,7,3,500,173,40,31,0,0,249,116,26,32,3,3,180,74,17,14,4,0,99,77,18,18,0,0,119,16,27,25,6,0,69,38,8,14,4,11,75,2604,419,559,264,87,3937,Gannawarra (S)
22830,57,45,25,1166,808,39,101,63,15,1026,967,75,147,81,23,1288,1351,91,171,54,20,1689,2282,193,209,68,28,2777,3124,220,220,40,57,3669,3653,218,214,36,33,4147,3538,268,194,22,45,4064,2213,200,113,19,25,2558,1578,185,82,13,15,1877,941,93,44,9,8,1090,965,185,61,11,9,1231,340,167,72,14,13,602,410,31,51,24,52,573,23265,1995,1779,622,360,28025,Greater Shepparton (C)
22910,28,32,12,222,188,17,67,28,7,304,223,22,98,25,6,378,255,38,91,27,13,422,414,50,103,26,10,595,469,53,114,15,8,655,424,52,116,10,6,600,342,47,65,14,15,484,211,41,41,5,3,301,129,28,29,3,3,193,96,16,15,5,0,129,95,26,23,0,0,144,18,27,16,0,0,66,50,11,17,10,10,92,3067,417,828,250,93,4651,Hepburn (S)
22980,11,8,0,79,46,5,24,14,0,93,55,6,29,13,7,107,95,9,28,17,0,152,182,21,32,32,0,267,241,27,32,14,3,316,262,19,31,16,7,335,189,18,40,24,3,274,104,13,31,5,0,150,75,14,17,0,0,109,59,5,12,0,4,76,58,10,7,0,0,77,16,8,10,5,0,43,20,3,3,9,6,39,1468,163,323,188,30,2174,Hindmarsh (S)
23110,82,32,10,1157,990,39,134,40,28,1221,976,74,160,40,19,1272,1198,104,146,21,26,1493,2101,140,261,38,29,2571,3153,210,227,32,52,3675,4021,235,269,22,41,4590,4586,337,247,17,32,5219,3178,265,161,14,27,3650,2498,243,119,17,11,2895,1841,158,69,3,20,2097,2576,238,113,15,10,2954,936,245,73,10,12,1283,528,35,30,15,39,638,29718,2373,2129,399,369,34988,Hobsons Bay (C)
23190,30,17,15,434,294,4,37,26,3,377,334,18,59,27,5,447,469,28,51,24,11,584,773,57,90,33,13,968,998,56,87,30,12,1184,1163,72,96,31,12,1374,964,91,83,16,7,1153,610,60,40,10,3,723,421,57,29,5,6,514,269,35,16,3,0,329,243,52,41,8,0,354,68,58,27,16,0,169,120,9,17,7,11,169,7115,618,725,310,105,8873,Horsham (RC)
23270,140,63,43,2650,2574,112,265,95,60,3108,2787,162,354,80,79,3465,3424,251,385,78,77,4223,6078,467,511,92,107,7257,9284,582,529,54,141,10587,12120,653,514,48,144,13476,12167,804,475,48,127,13614,8098,571,280,35,59,9042,5948,581,177,31,50,6776,4067,352,143,9,23,4595,4995,472,137,10,23,5643,2126,486,103,21,27,2758,1373,107,81,32,92,1687,77746,5669,4133,864,1086,89491,Hume (C)
23350,20,19,4,234,167,16,43,33,10,262,153,20,47,29,8,257,199,29,79,19,8,331,334,35,88,32,10,501,379,39,92,13,15,535,477,41,75,21,9,625,478,74,48,11,11,625,359,26,37,5,0,425,274,31,31,3,3,351,172,18,27,4,3,224,155,22,32,0,0,211,41,30,19,8,0,95,57,4,15,10,9,93,3437,394,663,243,87,4826,Indigo (S)
23430,142,87,35,3137,2764,103,292,91,28,3280,2551,214,299,92,38,3187,3099,236,366,87,56,3854,5053,415,541,87,75,6166,7602,528,524,69,78,8795,9166,625,572,46,86,10506,9104,803,524,54,63,10542,5836,640,342,16,37,6877,4280,724,234,30,29,5306,2823,409,169,23,21,3451,3556,703,206,22,22,4503,1517,687,136,20,20,2383,984,106,75,30,88,1284,61406,6292,4478,963,692,73832,Kingston (C) (Vic.)
23670,136,72,21,3028,2605,98,262,95,31,3094,2320,189,292,104,48,2951,2835,210,329,59,42,3473,4457,342,475,65,44,5388,6313,443,433,53,61,7307,8016,568,436,45,60,9128,7930,651,460,37,56,9132,4955,503,293,23,22,5802,3765,504,215,20,22,4529,2468,299,139,10,14,2927,3308,450,162,16,16,3949,1340,495,113,9,17,1966,858,81,79,20,49,1083,54140,4905,3866,784,512,64206,Knox (C)
23810,51,24,19,1332,1110,33,110,49,22,1328,1211,50,123,32,32,1455,1513,52,130,21,26,1746,2516,106,172,22,39,2857,3022,138,165,22,34,3379,3383,136,174,26,41,3760,3274,184,180,21,31,3698,2427,116,90,4,16,2652,2001,144,60,14,10,2227,1540,100,35,0,13,1699,2305,123,67,4,12,2508,967,149,45,5,6,1177,441,27,32,16,34,553,27041,1394,1463,337,360,30601,Latrobe (C) (Vic.)
23940,11,27,0,122,64,13,44,46,5,165,78,18,44,41,3,186,104,14,54,31,3,201,190,31,69,31,5,326,233,23,66,20,11,348,244,32,65,16,8,371,210,36,54,10,7,319,118,20,15,3,0,162,85,14,20,0,0,124,63,4,16,6,5,86,45,12,4,4,0,68,8,3,11,0,3,27,25,3,7,15,7,59,1557,240,500,294,59,2651,Loddon (S)
24130,66,29,6,793,555,37,116,47,10,759,558,62,112,45,16,790,662,60,117,36,19,894,1051,102,177,36,16,1389,1171,107,191,33,17,1530,1218,158,182,16,26,1609,1121,154,174,10,12,1471,722,163,107,12,7,1010,534,136,94,14,5,788,310,66,46,4,3,428,305,104,63,13,3,485,98,116,48,11,8,281,179,25,32,16,9,263,9211,1317,1561,420,160,12673,Macedon Ranges (S)
24210,104,38,14,1986,1768,77,182,59,15,2098,1517,142,186,58,13,1910,1632,135,209,43,11,2032,2189,241,311,55,32,2825,2410,281,269,56,27,3048,2648,296,318,39,31,3332,2582,396,252,34,18,3287,1596,277,185,20,14,2094,1295,323,140,23,13,1791,938,189,93,15,7,1247,1047,313,120,22,4,1502,467,359,108,11,6,947,379,60,46,15,33,539,22363,3171,2529,621,238,28931,Manningham (C)
24250,9,9,0,155,102,9,24,27,3,165,114,4,31,25,0,178,174,25,42,23,4,258,290,27,58,20,3,394,312,34,63,16,3,428,318,42,52,13,9,428,297,47,50,17,7,411,161,21,39,11,0,239,108,29,23,3,3,166,85,18,17,3,0,120,74,29,19,5,0,128,15,16,11,3,3,49,42,4,7,0,5,58,2218,313,453,192,47,3219,Mansfield (S)
24330,58,27,16,1513,1778,44,146,41,30,2031,1719,67,184,35,32,2042,1966,108,212,30,48,2365,2823,170,275,37,45,3342,3587,219,237,36,38,4116,4501,266,261,29,46,5100,4367,297,248,20,31,4959,3056,187,165,4,13,3420,2233,247,117,11,16,2620,1460,128,80,3,11,1686,1745,220,105,8,16,2091,732,245,94,7,10,1093,471,19,33,14,44,578,31989,2259,2234,387,394,37261,Maribyrnong (C)
24410,117,56,14,2240,2006,62,187,69,26,2347,1835,133,199,56,25,2246,2056,143,231,44,30,2506,3162,214,271,55,15,3711,4099,297,330,52,38,4821,5126,329,344,29,51,5879,4896,442,333,30,33,5738,3203,337,234,17,18,3805,2311,384,162,16,13,2891,1506,230,110,7,15,1865,1548,367,144,5,10,2073,542,329,88,16,13,991,652,65,49,5,34,801,35136,3383,2840,558,341,42258,Maroondah (C)
24600,179,109,87,5940,8889,177,351,136,106,9653,9911,299,413,123,153,10897,11741,346,458,114,165,12819,17856,604,701,120,217,19498,24812,754,693,112,252,26625,38573,956,836,104,298,40769,52353,1260,827,80,313,54834,45618,1041,650,55,199,47562,43920,1197,574,48,183,45930,33464,870,478,28,109,34950,65399,1948,966,51,167,68522,43498,4259,2970,66,191,50991,5077,223,187,62,311,5864,407834,14190,10397,1522,2808,436750,Melbourne (C)
24650,69,49,19,1392,1123,53,142,51,21,1392,1074,78,196,43,22,1417,1217,86,167,55,19,1539,1917,190,231,35,32,2406,2529,237,246,29,34,3065,2725,262,240,15,40,3280,2648,306,240,15,26,3239,1806,213,128,11,12,2163,1311,169,91,11,16,1596,814,105,57,0,8,980,830,126,59,9,8,1031,215,158,43,3,7,423,372,35,36,13,26,484,19916,2059,1959,436,306,24682,Melton (C)
24780,38,48,21,936,745,34,102,65,30,983,811,46,101,76,25,1065,1106,67,139,83,29,1424,1826,112,197,61,37,2239,2555,146,178,49,30,2960,2801,181,206,39,39,3271,2320,198,181,47,20,2771,1448,149,122,35,16,1766,1083,145,81,11,17,1344,649,66,54,10,4,788,553,98,55,3,9,722,206,114,41,21,4,382,321,24,50,44,32,469,17335,1410,1572,704,324,21354,Mildura (RC)
24850,31,28,10,622,454,16,48,25,8,552,458,37,88,23,17,624,518,45,61,20,16,664,828,75,105,21,26,1050,1074,78,89,15,26,1282,1122,96,130,20,28,1403,1160,108,96,10,20,1392,826,72,62,5,8,980,640,71,41,8,13,774,454,36,21,4,7,523,379,65,28,3,9,480,85,46,30,7,5,164,169,13,20,11,24,231,8752,777,862,266,206,10865,Mitchell (S)
24900,34,37,14,519,265,19,74,65,9,426,412,42,103,49,18,620,565,54,106,54,18,795,890,88,150,58,25,1204,1082,98,138,41,21,1373,1144,105,135,25,12,1422,1043,121,104,26,15,1307,630,77,63,13,6,795,463,63,45,5,3,586,366,43,20,10,4,441,242,66,36,7,7,352,54,71,65,16,0,209,189,33,28,33,15,297,7786,902,1150,518,171,10534,Moira (S)
24970,155,64,34,3253,3423,133,269,95,30,3953,3334,221,320,106,45,4027,3901,201,348,89,65,4597,6273,396,479,102,68,7313,8603,526,508,80,71,9792,11380,619,547,60,71,12676,13506,712,492,44,70,14825,10027,572,357,25,52,11029,8780,608,257,32,49,9723,6121,411,143,28,24,6723,9171,674,213,33,41,10133,4229,868,244,24,34,5392,1364,102,78,36,83,1659,93389,6159,4455,1035,754,105786,Monash (C)
25060,73,48,25,1896,1703,53,162,41,22,1990,1635,113,180,45,32,2011,1768,111,207,50,38,2170,2612,197,292,43,53,3196,3064,279,319,38,47,3752,3697,379,267,45,46,4434,3766,403,312,33,29,4542,2626,338,213,26,17,3218,2066,331,193,18,15,2624,1482,203,120,15,3,1816,1675,339,157,11,9,2187,658,384,142,13,5,1210,485,64,36,22,48,657,29116,3267,2703,556,395,36036,Moonee Valley (C)
25150,22,28,5,491,345,27,67,40,8,483,348,42,52,34,7,481,386,43,67,14,4,515,576,61,96,20,13,770,682,70,87,31,8,874,777,78,84,15,9,973,702,111,73,9,11,910,435,79,46,9,5,580,368,79,36,8,3,487,232,30,21,0,3,291,198,40,24,3,0,263,43,62,23,7,0,136,107,7,7,3,12,128,5651,743,710,285,105,7495,Moorabool (S)
25250,139,54,23,1388,1592,75,287,76,34,2063,1840,131,367,58,42,2439,2082,152,373,52,43,2702,3173,254,512,55,64,4061,3918,347,488,51,54,4856,4206,395,513,38,49,5200,4045,443,430,27,46,4993,2658,363,305,17,24,3362,1995,358,211,14,15,2597,1199,215,143,7,5,1574,1141,322,163,13,6,1654,439,362,124,13,8,940,480,53,70,26,37,659,30024,3522,4169,617,470,38807,Moreland (C)
25340,171,77,31,2798,2013,107,309,115,26,2580,2095,182,373,103,49,2810,2576,234,465,93,61,3432,4231,377,600,83,53,5344,4981,454,589,71,76,6170,5343,547,574,64,52,6572,4508,669,609,72,49,5903,2875,553,437,37,35,3937,2079,540,324,37,24,3015,1524,312,191,24,14,2068,1442,444,220,25,20,2152,475,473,214,42,17,1216,744,98,112,39,55,1042,37534,5062,5224,1077,571,49479,Mornington Peninsula (S)
17150,210,67,35,3828,3065,93,275,90,28,3551,2877,157,364,96,40,3532,3390,169,375,66,49,4050,4909,384,568,76,47,5981,5889,553,597,65,64,7164,6628,682,655,59,60,8082,6559,868,710,61,69,8271,4431,658,434,30,30,5580,3578,806,422,25,38,4868,2580,493,244,14,20,3350,3133,812,355,27,24,4352,1089,867,300,29,20,2298,790,114,78,25,53,1063,52568,6745,5631,894,590,66430,Sutherland Shire (A)
17200,244,112,73,5311,8552,196,525,166,136,9578,10777,404,682,163,162,12193,13268,449,776,137,197,14832,19009,878,1186,144,252,21473,26861,1111,1188,124,261,29553,40431,1556,1393,124,297,43805,55020,2097,1474,130,312,59039,47795,1651,1171,71,220,50903,46591,2079,1038,74,208,49988,36102,1509,796,65,140,38612,75478,3321,1402,62,233,80500,62527,7094,4163,123,283,74188,5338,331,240,65,363,6343,453830,22987,16431,1952,3225,498425,Sydney (C)
17100,25,11,5,419,572,21,49,15,9,674,791,58,83,19,13,971,813,58,70,20,19,984,1336,110,142,31,25,1650,2010,154,149,17,23,2352,2819,219,127,28,37,3216,2865,245,146,17,23,3294,1899,199,106,9,18,2224,1396,161,76,8,11,1660,1047,136,38,6,3,1230,1552,198,51,8,5,1808,596,199,45,8,3,851,283,32,20,4,30,365,18410,1793,1135,237,226,21800,Strathfield (A)
17310,40,53,14,879,653,25,137,73,16,905,809,33,165,81,27,1112,1138,45,202,50,35,1473,1977,74,243,59,36,2390,2960,125,239,37,47,3406,3538,147,264,35,34,4009,3063,187,250,41,30,3567,1757,153,137,22,15,2084,1358,134,107,21,11,1627,979,71,58,8,5,1122,1094,116,102,9,7,1335,275,130,76,9,3,497,297,19,53,33,48,441,20725,1267,2129,662,331,25106,Tamworth Regional (A)
17350,5,15,0,71,79,3,21,15,3,121,90,0,16,14,0,129,118,10,35,13,0,175,190,11,43,17,4,260,241,8,42,14,4,313,244,15,68,22,3,343,199,21,49,10,7,287,110,9,35,3,0,162,101,10,16,0,0,138,73,12,13,3,0,100,63,11,19,0,3,98,15,12,16,4,0,49,30,0,14,3,3,55,1625,126,399,153,30,2336,Temora (A)
17400,20,25,4,107,64,0,36,36,3,147,102,5,39,25,5,174,107,11,38,27,4,185,155,11,57,27,5,256,195,7,43,17,5,268,214,7,45,3,5,279,156,13,39,21,3,235,88,9,22,3,0,123,50,11,10,3,3,76,50,0,5,8,0,68,39,11,17,12,0,80,9,11,7,8,0,35,20,6,13,15,3,56,1327,101,408,246,61,2140,Tenterfield (A)
22410,24,24,7,392,274,17,50,29,7,373,328,9,67,32,6,443,388,15,66,32,10,513,618,39,91,32,16,798,682,51,109,33,14,888,688,43,115,30,8,888,803,55,93,26,7,983,484,30,57,11,10,582,459,33,36,5,6,538,352,13,35,9,10,420,449,30,39,9,3,521,93,44,31,16,3,188,115,9,27,9,15,174,6098,396,836,319,118,7768,Glenelg (S)
22490,20,18,3,138,135,15,36,20,6,209,127,28,34,30,3,222,170,17,62,21,7,276,249,37,72,22,5,390,249,56,84,18,4,409,271,51,50,18,11,395,280,54,58,15,3,406,174,36,17,11,3,249,127,38,29,3,3,200,68,18,11,0,0,107,79,20,15,3,0,114,21,29,24,9,3,85,34,8,16,9,3,65,2091,412,538,229,52,3323,Golden Plains (S)
22620,98,60,41,2045,1622,59,185,87,31,1982,1774,83,227,70,33,2194,2310,95,250,55,47,2755,3775,205,343,66,59,4452,5162,244,341,60,63,5875,5572,313,328,50,56,6313,5094,332,320,23,47,5812,3605,286,186,10,16,4101,2691,269,143,16,22,3137,1715,137,85,3,15,1961,2012,236,100,8,11,2365,593,308,111,6,4,1022,573,32,60,34,31,739,38450,2619,2818,671,494,45051,Greater Bendigo (C)
22670,87,74,40,2089,2425,98,223,89,47,2881,2639,195,313,91,52,3292,3268,222,344,72,70,3978,6077,439,487,82,98,7176,11058,583,441,76,157,12315,14788,682,511,61,148,16196,14668,804,462,50,115,16101,9001,557,282,24,51,9910,6569,585,188,24,36,7399,4101,354,111,4,18,4594,4961,547,135,20,22,5680,1844,619,146,22,21,2649,1460,130,59,30,113,1795,85067,5907,3824,882,1021,96693,Greater Dandenong (C)
22750,207,106,62,4519,3778,135,370,127,47,4453,3993,213,490,132,67,4884,4891,218,509,98,68,5784,7632,429,657,103,91,8918,9342,456,679,91,108,10674,10893,622,667,73,114,12375,11014,737,678,55,71,12555,7472,577,458,42,49,8603,5990,606,339,33,45,7005,4116,323,194,19,24,4679,4706,554,299,30,30,5626,1653,719,290,32,16,2711,1268,115,97,43,91,1612,81132,5801,6010,1215,899,95057,Greater Geelong (C)
25430,26,30,9,314,181,11,81,20,7,305,242,20,112,17,10,405,329,30,110,20,8,493,596,38,122,23,8,789,818,46,93,16,16,995,905,55,105,8,15,1093,701,54,79,6,12,853,434,30,60,6,8,535,299,29,37,4,4,375,175,20,17,3,0,213,170,34,30,3,6,240,51,27,32,0,0,117,77,6,19,13,4,122,5254,412,928,209,101,6916,Mount Alexander (S)
25490,30,32,8,205,157,15,53,39,6,264,197,19,63,43,5,331,229,25,95,38,10,397,345,36,137,43,17,591,420,51,143,31,10,646,566,59,153,35,8,826,615,76,129,27,5,855,374,53,88,13,6,537,303,40,71,11,3,435,231,16,44,11,4,312,219,41,62,5,6,329,53,37,74,14,3,188,70,13,25,19,24,147,3941,500,1188,433,118,6186,Moyne (S)
25620,18,26,0,191,145,16,52,30,4,243,175,27,56,26,3,290,209,29,57,19,10,327,360,45,73,18,7,507,385,47,63,14,14,518,376,41,54,15,4,482,367,54,66,14,10,512,216,46,42,10,3,311,135,37,22,11,3,207,94,16,12,0,3,125,89,27,24,5,0,142,30,21,25,7,5,88,53,10,24,8,4,100,2782,422,608,235,66,4114,Murrindindi (S)
25710,81,32,9,1091,676,33,113,32,4,867,546,63,139,32,3,784,648,83,149,32,14,918,891,141,183,28,17,1252,1018,150,180,17,12,1375,1104,221,200,17,14,1567,1043,247,193,19,15,1515,724,206,117,12,6,1059,523,241,98,10,9,875,402,110,59,6,5,586,370,164,82,6,0,625,145,179,71,9,3,409,168,29,30,18,14,256,9262,1890,1706,330,125,13315,Nillumbik (S)
25810,14,14,7,225,145,11,36,23,5,222,203,15,52,17,14,298,242,28,63,32,7,370,413,48,62,30,7,553,549,43,44,16,3,663,559,57,53,15,7,690,465,36,49,11,5,562,296,25,30,11,6,357,207,22,12,8,3,252,124,12,12,0,3,156,134,10,20,0,4,172,32,12,14,6,0,63,64,5,11,13,6,99,3631,335,469,243,73,4748,Northern Grampians (S)
