LGA_MAIN11,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
45540,14,12,26,52,44,96,33,19,52,0,0,0,85,63,148,42,42,84,0,0,0,0,3,3,42,45,87,5,3,8,0,4,4,0,4,4,4,16,20,0,0,0,9,27,36,3,3,6,0,0,0,0,3,3,4,0,4,0,0,0,7,6,13,0,3,3,0,0,0,0,0,0,0,3,3,71,67,138,228,223,451,Peterborough (DC)
45680,623,638,1261,2705,2507,5212,719,687,1406,680,607,1287,4104,3801,7905,1488,1470,2958,502,537,1039,551,564,1115,2541,2571,5112,147,192,339,133,265,398,205,233,438,271,490,761,9,9,18,765,1189,1954,262,406,668,103,173,276,40,87,127,146,233,379,5,4,9,556,903,1459,92,115,207,132,259,391,5,9,14,229,383,612,3101,2966,6067,11919,12451,24370,Playford (C)
45890,747,694,1441,2612,2370,4982,1340,1321,2661,503,503,1006,4455,4194,8649,1655,1507,3162,899,928,1827,365,369,734,2919,2804,5723,354,337,691,320,495,815,239,198,437,486,669,1155,17,11,28,1416,1710,3126,1225,1288,2513,546,567,1113,102,153,255,451,630,1081,18,31,49,2342,2669,5011,208,241,449,207,378,585,10,18,28,425,637,1062,4803,4168,8971,17107,16876,33983,Port Adelaide Enfield (C)
46090,97,98,195,437,391,828,140,147,287,17,20,37,594,558,1152,210,210,420,137,154,291,5,5,10,352,369,721,33,13,46,7,26,33,25,32,57,21,52,73,3,3,6,89,126,215,11,14,25,3,10,13,3,10,13,27,55,82,0,0,0,44,89,133,13,7,20,7,28,35,0,3,3,20,38,58,1182,840,2022,2378,2118,4496,Port Augusta (C)
46510,116,135,251,374,388,762,291,276,567,149,126,275,814,790,1604,133,135,268,224,230,454,137,150,287,494,515,1009,44,48,92,56,61,117,43,24,67,75,94,169,3,0,3,221,227,448,457,471,928,128,137,265,36,35,71,128,199,327,7,5,12,756,847,1603,48,41,89,41,56,97,3,3,6,92,100,192,560,474,1034,3053,3088,6141,Prospect (C)
50840,31,29,60,171,162,333,31,55,86,3,0,3,205,217,422,99,93,192,22,26,48,4,6,10,125,125,250,7,13,20,6,4,10,12,8,20,11,27,38,0,0,0,36,52,88,3,5,8,3,7,10,3,0,3,7,16,23,0,0,0,16,28,44,7,0,7,4,0,4,0,3,3,11,3,14,93,100,193,517,554,1071,Bridgetown-Greenbushes (S)
50910,4,9,13,36,46,82,0,0,0,0,0,0,36,46,82,18,10,28,0,3,3,3,3,6,21,16,37,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,0,3,34,24,58,98,105,203,Brookton (S)
47980,252,250,502,779,762,1541,258,287,545,410,437,847,1447,1486,2933,341,305,646,182,220,402,392,472,864,915,997,1912,66,64,130,53,63,116,65,35,100,140,162,302,0,0,0,324,324,648,718,956,1674,361,349,710,58,88,146,260,386,646,5,8,13,1402,1787,3189,19,32,51,67,92,159,0,5,5,86,129,215,980,988,1968,5406,5961,11367,Unley (C)
48050,60,45,105,277,272,549,4,14,18,181,155,336,462,441,903,196,196,392,8,3,11,76,99,175,280,298,578,11,10,21,8,22,30,22,19,41,52,80,132,0,0,0,93,131,224,22,24,46,8,26,34,3,6,9,11,44,55,0,0,0,44,100,144,6,11,17,17,27,44,0,0,0,23,38,61,516,579,1095,1478,1632,3110,Victor Harbor (C)
48130,50,48,98,246,212,458,9,12,21,80,95,175,335,319,654,175,158,333,8,7,15,41,55,96,224,220,444,4,3,7,3,11,14,17,18,35,8,28,36,3,0,3,35,60,95,6,12,18,4,6,10,4,4,8,9,22,31,0,3,3,23,47,70,0,7,7,4,16,20,0,0,0,4,23,27,218,183,401,889,900,1789,Wakefield (DC)
50980,122,119,241,594,555,1149,189,197,386,6,6,12,789,758,1547,242,194,436,89,94,183,7,8,15,338,296,634,12,14,26,8,18,26,27,34,61,59,155,214,5,0,5,111,221,332,10,58,68,17,50,67,4,21,25,39,126,165,0,4,4,70,259,329,4,4,8,18,36,54,3,0,3,25,40,65,1131,861,1992,2586,2554,5140,Broome (S)
51080,7,14,21,60,62,122,3,8,11,0,0,0,63,70,133,23,12,35,0,0,0,3,0,3,26,12,38,0,0,0,4,7,11,3,0,3,0,9,9,0,0,0,7,16,23,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,0,0,0,3,3,0,0,0,0,3,3,55,46,101,158,168,326,Broomehill-Tambellup (S)
51120,3,8,11,52,47,99,3,0,3,3,0,3,58,47,105,24,21,45,0,0,0,0,0,0,24,21,45,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,31,40,71,120,128,248,Bruce Rock (S)
51190,217,232,449,786,787,1573,224,229,453,115,114,229,1125,1130,2255,502,453,955,127,132,259,114,108,222,743,693,1436,80,80,160,31,88,119,122,86,208,78,139,217,5,8,13,316,401,717,53,123,176,32,97,129,12,36,48,63,146,209,0,0,0,160,402,562,22,24,46,45,84,129,0,0,0,67,108,175,1651,1294,2945,4279,4260,8539,Bunbury (C)
51260,266,225,491,935,803,1738,293,327,620,279,304,583,1507,1434,2941,448,379,827,207,257,464,288,250,538,943,886,1829,51,56,107,22,59,81,114,59,173,71,178,249,0,5,5,258,357,615,28,63,91,19,59,78,9,24,33,42,119,161,0,0,0,98,265,363,10,14,24,40,74,114,0,3,3,50,91,141,984,951,1935,4106,4209,8315,Busselton (S)
51310,245,208,453,748,675,1423,308,268,576,266,222,488,1322,1165,2487,226,234,460,240,267,507,395,370,765,861,871,1732,46,45,91,24,38,62,41,30,71,49,75,124,0,0,0,160,188,348,574,487,1061,91,113,204,58,58,116,133,217,350,6,4,10,862,879,1741,12,18,30,31,71,102,0,0,0,43,89,132,603,652,1255,4096,4052,8148,Cambridge (T)
51330,513,473,986,2500,2325,4825,514,530,1044,349,356,705,3363,3211,6574,1725,1654,3379,506,442,948,361,441,802,2592,2537,5129,411,321,732,216,303,519,285,158,443,308,434,742,21,15,36,1241,1231,2472,2391,2432,4823,747,590,1337,158,191,349,421,578,999,17,18,35,3734,3809,7543,133,123,256,157,265,422,12,3,15,302,391,693,2817,2399,5216,14562,14051,28613,Canning (C)
51470,6,6,12,20,26,46,0,0,0,0,0,0,20,26,46,9,6,15,0,0,0,0,0,0,9,6,15,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,58,63,72,135,Carnamah (S)
48260,35,42,77,125,126,251,32,42,74,124,89,213,281,257,538,36,34,70,40,48,88,131,162,293,207,244,451,10,11,21,3,20,23,9,4,13,18,22,40,0,0,0,40,57,97,169,167,336,48,39,87,11,10,21,36,52,88,0,3,3,264,271,535,0,4,4,12,24,36,3,0,3,15,28,43,225,215,440,1067,1114,2181,Walkerville (M)
48340,102,73,175,433,404,837,173,140,313,11,9,20,617,553,1170,236,231,467,97,96,193,7,13,20,340,340,680,7,11,18,7,24,31,49,36,85,32,92,124,3,3,6,98,166,264,8,33,41,4,14,18,0,13,13,20,29,49,0,0,0,32,89,121,4,10,14,19,13,32,0,3,3,23,26,49,327,344,671,1539,1591,3130,Wattle Range (DC)
48410,334,302,636,1064,964,2028,579,621,1200,247,247,494,1890,1832,3722,650,586,1236,378,408,786,280,279,559,1308,1273,2581,162,121,283,121,178,299,144,100,244,246,307,553,7,7,14,680,713,1393,915,1182,2097,404,420,824,64,113,177,277,375,652,12,14,26,1672,2104,3776,112,85,197,130,191,321,4,13,17,246,289,535,1648,1784,3432,7778,8297,16075,West Torrens (C)
54760,4,11,15,49,52,101,0,0,0,0,0,0,49,52,101,17,8,25,0,0,0,4,0,4,21,8,29,0,0,0,0,0,0,0,4,4,3,3,6,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,3,3,3,0,3,0,0,0,3,3,6,15,14,29,95,102,197,Kulin (S)
48640,6,13,19,49,54,103,0,0,0,5,4,9,54,58,112,26,37,63,4,0,4,0,0,0,30,37,67,0,0,0,0,3,3,6,3,9,4,7,11,0,0,0,10,13,23,0,4,4,0,3,3,0,0,0,3,3,6,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,26,39,65,129,170,299,Wudinna (DC)
48750,18,26,44,113,135,248,0,4,4,37,32,69,150,171,321,73,76,149,3,3,6,27,22,49,103,101,204,3,3,6,0,11,11,5,7,12,11,32,43,0,0,0,19,53,72,3,17,20,0,5,5,4,0,4,8,22,30,0,0,0,15,44,59,0,3,3,0,11,11,0,3,3,0,17,17,116,103,219,421,515,936,Yankalilla (DC)
48830,53,61,114,367,325,692,30,26,56,55,75,130,452,426,878,226,237,463,4,5,9,44,37,81,274,279,553,4,13,17,3,8,11,25,12,37,19,37,56,0,0,0,51,70,121,8,12,20,0,13,13,4,3,7,4,19,23,4,0,4,20,47,67,6,4,10,4,19,23,0,0,0,10,23,33,267,256,523,1127,1162,2289,Yorke Peninsula (DC)
49399,33,19,52,145,121,266,9,3,12,3,3,6,157,127,284,62,66,128,5,0,5,4,5,9,71,71,142,3,0,3,0,8,8,9,7,16,25,20,45,0,0,0,37,35,72,0,0,0,3,3,6,0,5,5,22,9,31,0,0,0,25,17,42,3,3,6,8,8,16,0,0,0,11,11,22,398,321,719,732,601,1333,Unincorporated SA
49499,8,10,18,47,45,92,7,0,7,9,14,23,63,59,122,21,20,41,0,4,4,6,0,6,27,24,51,6,6,12,3,12,15,8,4,12,14,14,28,3,0,3,34,36,70,14,25,39,10,15,25,7,0,7,8,8,16,0,0,0,39,48,87,4,5,9,7,6,13,0,0,0,11,11,22,299,160,459,481,348,829,
50080,268,277,545,1093,985,2078,148,112,260,357,339,696,1598,1436,3034,666,627,1293,116,140,256,266,235,501,1048,1002,2050,99,93,192,41,82,123,144,107,251,114,299,413,3,5,8,401,586,987,22,76,98,23,71,94,9,26,35,71,151,222,0,3,3,125,327,452,17,23,40,28,73,101,4,3,7,49,99,148,1328,907,2235,4817,4634,9451,Albany (C)
50210,545,538,1083,2009,1869,3878,239,214,453,501,541,1042,2749,2624,5373,1037,1055,2092,213,242,455,415,377,792,1665,1674,3339,201,172,373,63,122,185,276,144,420,173,283,456,6,3,9,719,724,1443,328,415,743,93,144,237,60,83,143,165,298,463,7,7,14,653,947,1600,56,62,118,86,179,265,7,4,11,149,245,394,2551,2379,4930,9031,9131,18162,Armadale (C)
50250,84,79,163,400,352,752,0,0,0,5,10,15,405,362,767,114,93,207,0,3,3,4,5,9,118,101,219,6,6,12,6,3,9,26,13,39,58,65,123,0,3,3,96,90,186,0,5,5,8,8,16,3,8,11,56,40,96,4,0,4,71,61,132,0,0,0,14,21,35,0,0,0,14,21,35,1162,359,1521,1950,1073,3023,Ashburton (S)
50280,82,78,160,376,355,731,92,91,183,99,80,179,567,526,1093,242,221,463,35,39,74,32,27,59,309,287,596,8,15,23,7,21,28,37,10,47,44,124,168,3,3,6,99,173,272,19,31,50,19,25,44,3,3,6,34,57,91,0,3,3,75,119,194,3,9,12,22,27,49,0,3,3,25,39,64,556,465,1021,1713,1687,3400,Augusta-Margaret River (S)
51750,63,49,112,140,138,278,55,64,119,131,119,250,326,321,647,50,35,85,44,45,89,258,208,466,352,288,640,16,11,27,8,15,23,6,10,16,15,34,49,0,0,0,45,70,115,245,272,517,56,89,145,28,17,45,51,62,113,0,3,3,380,443,823,8,5,13,10,21,31,0,0,0,18,26,44,468,306,774,1652,1503,3155,Claremont (T)
51820,781,664,1445,2906,2711,5617,804,866,1670,285,254,539,3995,3831,7826,1281,1153,2434,868,1000,1868,402,414,816,2551,2567,5118,222,209,431,89,163,252,343,176,519,317,428,745,13,10,23,984,986,1970,752,1049,1801,237,349,586,100,180,280,365,601,966,10,4,14,1464,2183,3647,237,63,300,140,282,422,8,4,12,385,349,734,2955,2730,5685,13115,13310,26425,Cockburn (C)
51890,75,67,142,348,278,626,85,67,152,9,13,22,442,358,800,183,198,381,23,25,48,12,19,31,218,242,460,27,27,54,3,13,16,42,25,67,20,46,66,5,0,5,97,111,208,3,19,22,6,10,16,0,5,5,15,8,23,0,0,0,24,42,66,3,3,6,6,9,15,0,0,0,9,12,21,470,293,763,1335,1125,2460,Collie (S)
52310,0,8,8,25,24,49,16,22,38,0,0,0,41,46,87,19,32,51,0,0,0,0,0,0,19,32,51,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,4,4,8,3,0,3,0,3,3,0,0,0,3,3,6,17,14,31,84,119,203,Cuballing (S)
51680,38,24,62,183,155,338,20,8,28,30,34,64,233,197,430,70,60,130,58,68,126,57,68,125,185,196,381,5,5,10,3,3,6,8,8,16,10,26,36,0,0,0,26,42,68,6,20,26,0,8,8,0,4,4,8,12,20,0,0,0,14,44,58,9,0,9,4,13,17,0,0,0,13,13,26,143,123,266,652,639,1291,Chittering (S)
52240,13,9,22,41,47,88,0,3,3,0,5,5,41,55,96,18,15,33,0,0,0,3,8,11,21,23,44,3,0,3,0,3,3,0,3,3,3,6,9,0,0,0,6,12,18,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,8,8,3,0,3,3,0,3,0,0,0,6,0,6,47,38,85,134,145,279,Cranbrook (S)
63810,47,41,88,354,318,672,76,64,140,21,18,39,451,400,851,202,203,405,53,63,116,18,15,33,273,281,554,30,43,73,8,17,25,46,21,67,35,64,99,3,3,6,122,148,270,14,22,36,7,19,26,0,9,9,23,41,64,0,0,0,44,91,135,0,3,3,10,25,35,0,0,0,10,28,38,273,246,519,1220,1235,2455,Latrobe (M)
64010,287,266,553,1857,1888,3745,414,396,810,335,317,652,2606,2601,5207,1248,1135,2383,328,332,660,434,396,830,2010,1863,3873,313,314,627,165,235,400,214,140,354,234,320,554,11,10,21,937,1019,1956,815,894,1709,364,375,739,50,96,146,229,449,678,5,11,16,1463,1825,3288,60,62,122,94,166,260,0,5,5,154,233,387,2015,2101,4116,9472,9908,19380,Launceston (C)
51960,28,32,60,161,187,348,13,0,13,17,22,39,191,209,400,67,82,149,9,13,22,16,18,34,92,113,205,7,4,11,0,3,3,23,9,32,12,18,30,0,0,0,42,34,76,0,3,3,0,9,9,0,0,0,8,14,22,0,0,0,8,26,34,4,0,4,5,10,15,0,0,0,9,10,19,323,238,561,693,662,1355,Coolgardie (S)
52030,8,15,23,40,48,88,0,0,0,3,3,6,43,51,94,7,12,19,0,3,3,0,0,0,7,15,22,0,0,0,0,0,0,0,4,4,0,7,7,0,0,0,0,11,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,30,72,103,122,225,Coorow (S)
52100,12,5,17,42,39,81,0,0,0,0,3,3,42,42,84,10,4,14,0,0,0,0,4,4,10,8,18,0,0,0,0,0,0,4,5,9,3,6,9,0,0,0,7,11,18,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,3,0,3,0,0,0,0,0,0,3,0,3,29,30,59,103,102,205,Corrigin (S)
52520,12,5,17,65,53,118,0,0,0,3,3,6,68,56,124,14,14,28,0,0,0,13,5,18,27,19,46,0,0,0,0,0,0,6,5,11,0,8,8,0,0,0,6,13,19,0,3,3,0,0,0,0,3,3,3,3,6,0,0,0,3,9,12,3,0,3,3,3,6,0,0,0,6,3,9,37,24,61,159,129,288,Dalwallinu (S)
52590,18,27,45,153,115,268,7,0,7,3,5,8,163,120,283,36,29,65,5,0,5,8,5,13,49,34,83,3,0,3,0,0,0,3,5,8,5,21,26,0,4,4,11,30,41,0,0,0,0,7,7,3,0,3,7,11,18,0,0,0,10,18,28,0,6,6,3,9,12,0,0,0,3,15,18,201,151,352,455,395,850,Dandaragan (S)
52660,106,101,207,473,427,900,108,109,217,48,46,94,629,582,1211,253,291,544,61,49,110,63,35,98,377,375,752,32,25,57,6,16,22,52,45,97,26,56,82,0,0,0,116,142,258,20,44,64,0,31,31,0,11,11,28,48,76,0,3,3,48,137,185,4,6,10,13,30,43,0,0,0,17,36,53,418,372,790,1711,1745,3456,Dardanup (S)
52730,42,34,76,200,176,376,4,0,4,41,50,91,245,226,471,134,129,263,0,7,7,13,11,24,147,147,294,6,9,15,0,19,19,16,9,25,23,62,85,0,3,3,45,102,147,6,5,11,4,5,9,0,0,0,9,32,41,0,0,0,19,42,61,0,7,7,4,8,12,0,0,0,4,15,19,183,165,348,685,731,1416,Denmark (S)
52800,77,57,134,295,310,605,67,72,139,44,31,75,406,413,819,93,79,172,5,7,12,23,25,48,121,111,232,10,4,14,8,4,12,7,12,19,13,41,54,0,0,0,38,61,99,0,8,8,5,15,20,0,3,3,14,42,56,0,0,0,19,68,87,6,9,15,7,5,12,0,4,4,13,18,31,1941,463,2404,2615,1191,3806,Derby-West Kimberley (S)
52870,40,45,85,179,168,347,49,50,99,19,19,38,247,237,484,102,78,180,18,23,41,30,34,64,150,135,285,17,13,30,8,4,12,13,12,25,9,28,37,0,3,3,47,60,107,4,14,18,3,12,15,0,0,0,10,22,32,0,0,0,17,48,65,4,8,12,8,10,18,0,0,0,12,18,30,183,131,314,696,674,1370,Donnybrook-Balingup (S)
53990,212,182,394,826,779,1605,294,298,592,129,113,242,1249,1190,2439,583,481,1064,146,155,301,88,73,161,817,709,1526,44,56,100,14,26,40,108,57,165,47,125,172,6,0,6,219,264,483,25,55,80,9,53,62,8,22,30,43,99,142,0,0,0,85,229,314,6,14,20,17,53,70,4,0,4,27,67,94,901,845,1746,3510,3486,6996,Harvey (S)
54060,27,33,60,172,140,312,0,0,0,6,14,20,178,154,332,82,41,123,9,20,29,9,18,27,100,79,179,4,7,11,4,0,4,12,10,22,11,28,39,0,0,0,31,45,76,4,0,4,0,3,3,0,0,0,4,14,18,0,0,0,8,17,25,0,0,0,4,9,13,0,0,0,4,9,13,148,114,262,496,451,947,Irwin (S)
54130,9,11,20,60,54,114,0,0,0,3,0,3,63,54,117,5,5,10,0,0,0,4,0,4,9,5,14,0,0,0,0,0,0,0,5,5,8,4,12,0,0,0,8,9,17,3,0,3,0,0,0,0,0,0,3,5,8,0,0,0,6,5,11,0,0,0,3,3,6,0,0,0,3,3,6,47,31,78,145,118,263,Jerramungup (S)
52170,55,49,104,219,169,388,31,31,62,89,99,188,339,299,638,20,31,51,29,41,70,122,149,271,171,221,392,9,9,18,5,8,13,8,3,11,17,16,33,0,0,0,39,36,75,166,173,339,33,66,99,21,18,39,42,67,109,3,0,3,265,324,589,0,6,6,5,29,34,0,0,0,5,35,40,368,383,751,1242,1347,2589,Cottesloe (T)
52380,3,0,3,8,9,17,0,0,0,0,0,0,8,9,17,3,3,6,0,0,0,3,0,3,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,35,23,58,52,38,90,Cue (S)
52450,6,14,20,51,56,107,0,0,0,3,3,6,54,59,113,67,33,100,5,3,8,5,3,8,77,39,116,0,0,0,0,0,0,10,0,10,4,8,12,0,0,0,14,8,22,0,0,0,0,4,4,3,0,3,3,4,7,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,46,36,82,203,164,367,Cunderdin (S)
54170,1096,1015,2111,4707,4431,9138,1251,1167,2418,969,975,1944,6927,6573,13500,2500,2333,4833,1256,1212,2468,1561,1577,3138,5317,5122,10439,455,341,796,134,204,338,632,260,892,395,610,1005,24,9,33,1640,1424,3064,2173,2797,4970,311,567,878,238,344,582,632,1012,1644,19,20,39,3373,4740,8113,104,100,204,209,345,554,5,3,8,318,448,766,3915,3635,7550,22586,22957,45543,Joondalup (C)
54200,410,361,771,1657,1491,3148,410,427,837,310,310,620,2377,2228,4605,854,872,1726,582,561,1143,238,293,531,1674,1726,3400,119,113,232,40,63,103,233,118,351,149,226,375,8,4,12,549,524,1073,376,534,910,79,129,208,64,78,142,172,260,432,4,3,7,695,1004,1699,29,38,67,59,138,197,9,0,9,97,176,273,1834,1656,3490,7636,7675,15311,Kalamunda (S)
53150,57,57,114,231,160,391,54,70,124,48,56,104,333,286,619,55,52,107,108,104,212,63,67,130,226,223,449,9,15,24,9,9,18,16,5,21,20,38,58,0,0,0,54,67,121,95,123,218,32,31,63,14,17,31,41,54,95,0,0,0,182,225,407,0,3,3,16,16,32,0,0,0,16,19,35,223,199,422,1091,1076,2167,East Fremantle (T)
53220,60,46,106,364,353,717,0,3,3,36,25,61,400,381,781,105,118,223,0,3,3,17,10,27,122,131,253,12,0,12,5,6,11,27,18,45,58,46,104,0,0,0,102,70,172,3,3,6,3,8,11,7,9,16,80,45,125,0,0,0,93,65,158,3,6,9,13,17,30,0,0,0,16,23,39,1779,660,2439,2572,1376,3948,East Pilbara (S)
53290,120,117,237,563,526,1089,84,72,156,51,51,102,698,649,1347,369,397,766,0,4,4,54,67,121,423,468,891,16,8,24,4,12,16,49,35,84,24,48,72,3,0,3,96,103,199,6,15,21,3,14,17,4,8,12,17,50,67,4,0,4,34,87,121,5,8,13,13,38,51,0,0,0,18,46,64,593,517,1110,1982,1987,3969,Esperance (S)
53360,17,19,36,103,105,208,0,0,0,0,0,0,103,105,208,44,30,74,0,0,0,3,3,6,47,33,80,0,4,4,3,0,3,4,5,9,12,25,37,0,0,0,19,34,53,4,0,4,0,3,3,0,3,3,5,7,12,0,0,0,9,13,22,0,0,0,3,3,6,0,0,0,3,3,6,133,83,216,331,290,621,Exmouth (S)
53430,170,175,345,559,531,1090,143,190,333,127,143,270,829,864,1693,198,208,406,215,220,435,105,104,209,518,532,1050,57,36,93,64,74,138,68,33,101,76,119,195,0,0,0,265,262,527,269,390,659,171,236,407,38,51,89,169,304,473,0,0,0,647,981,1628,14,19,33,38,65,103,0,3,3,52,87,139,1053,969,2022,3534,3870,7404,Fremantle (C)
53520,291,273,564,949,1002,1951,499,455,954,268,273,541,1716,1730,3446,535,501,1036,469,523,992,190,223,413,1194,1247,2441,80,99,179,15,77,92,165,101,266,96,221,317,3,4,7,359,502,861,27,75,102,5,50,55,9,43,52,61,150,211,3,3,6,105,321,426,17,19,36,32,49,81,0,3,3,49,71,120,1693,1346,3039,5407,5490,10897,Geraldton-Greenough (C)
53570,33,42,75,182,167,349,8,4,12,7,16,23,197,187,384,69,71,140,9,13,22,26,22,48,104,106,210,6,3,9,0,3,3,11,5,16,8,22,30,0,0,0,25,33,58,5,10,15,0,5,5,0,4,4,8,16,24,0,0,0,13,35,48,6,8,14,4,0,4,0,0,0,10,8,18,277,190,467,659,601,1260,Gingin (S)
53640,14,16,30,71,64,135,0,0,0,4,12,16,75,76,151,15,11,26,0,0,0,9,8,17,24,19,43,0,0,0,0,4,4,5,4,9,4,5,9,4,0,4,13,13,26,4,0,4,0,4,4,0,0,0,0,3,3,0,0,0,4,7,11,0,0,0,4,0,4,0,0,0,4,0,4,48,32,80,182,163,345,Gnowangerup (S)
54480,6,6,12,33,25,58,0,0,0,0,0,0,33,25,58,6,5,11,0,0,0,3,0,3,9,5,14,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,12,3,15,60,48,108,Kent (S)
54550,9,27,36,55,55,110,31,38,69,3,3,6,89,96,185,26,27,53,3,0,3,6,0,6,35,27,62,0,0,0,0,0,0,6,4,10,3,10,13,0,0,0,9,14,23,4,0,4,3,0,3,0,0,0,0,5,5,0,0,0,7,5,12,3,3,6,0,6,6,0,0,0,3,9,12,63,53,116,215,231,446,Kojonup (S)
52940,7,10,17,40,30,70,0,0,0,0,0,0,40,30,70,12,5,17,0,0,0,0,0,0,12,5,17,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,0,3,3,0,3,3,0,0,0,0,6,6,17,6,23,79,66,145,Dowerin (S)
53010,4,6,10,25,31,56,0,0,0,3,0,3,28,31,59,6,3,9,0,3,3,0,3,3,6,9,15,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,7,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33,57,73,130,Dumbleyung (S)
