LGA_MAIN11,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
17400,55,53,108,177,202,379,77,77,154,12,8,20,266,287,553,157,163,320,17,19,36,10,10,20,184,192,376,8,5,13,4,23,27,15,18,33,17,69,86,0,0,0,44,115,159,0,18,18,0,8,8,7,0,7,12,24,36,0,0,0,19,50,69,8,5,13,6,28,34,0,0,0,14,33,47,306,264,570,888,994,1882,Tenterfield (A)
17420,1983,1799,3782,5528,5245,10773,1869,1775,3644,1137,1016,2153,8534,8036,16570,3437,3236,6673,2040,1928,3968,1874,1544,3418,7351,6708,14059,327,296,623,133,323,456,735,306,1041,496,840,1336,19,16,35,1710,1781,3491,2685,3018,5703,427,500,927,335,378,713,902,1113,2015,35,25,60,4384,5034,9418,148,212,360,256,530,786,8,14,22,412,756,1168,3274,3220,6494,27648,27334,54982,The Hills Shire (A)
17450,28,23,51,101,110,211,37,25,62,3,0,3,141,135,276,84,95,179,8,16,24,6,5,11,98,116,214,3,0,3,0,4,4,15,3,18,13,28,41,0,0,0,31,35,66,6,10,16,0,4,4,0,0,0,3,7,10,0,0,0,9,21,30,0,4,4,4,9,13,0,0,0,4,13,17,233,87,320,544,430,974,Tumbarumba (A)
17500,103,93,196,380,354,734,107,103,210,3,0,3,490,457,947,284,285,569,52,56,108,10,3,13,346,344,690,12,17,29,3,8,11,66,35,101,65,98,163,3,3,6,149,161,310,10,29,39,5,16,21,5,5,10,18,39,57,0,0,0,38,89,127,8,8,16,3,19,22,0,0,0,11,27,38,344,343,687,1481,1514,2995,Tumut Shire (A)
17550,661,603,1264,2237,2165,4402,690,713,1403,386,388,774,3313,3266,6579,1824,1702,3526,563,611,1174,341,370,711,2728,2683,5411,119,154,273,99,194,293,274,175,449,286,576,862,18,12,30,796,1111,1907,317,468,785,106,287,393,59,62,121,180,457,637,3,7,10,665,1281,1946,51,82,133,104,232,336,7,0,7,162,314,476,2911,3200,6111,11236,12458,23694,Tweed (A)
17620,159,125,284,411,381,792,108,130,238,108,98,206,627,609,1236,280,255,535,97,114,211,66,69,135,443,438,881,10,8,18,5,13,18,81,41,122,53,93,146,3,4,7,152,159,311,16,37,53,3,8,11,3,16,19,12,53,65,0,0,0,34,114,148,0,5,5,8,36,44,0,0,0,8,41,49,426,463,889,1849,1949,3798,Upper Hunter Shire (A)
17640,61,66,127,193,195,388,89,82,171,10,4,14,292,281,573,188,191,379,49,49,98,11,6,17,248,246,494,3,10,13,0,6,6,47,15,62,26,66,92,0,0,0,76,97,173,12,23,35,5,14,19,3,6,9,15,39,54,0,0,0,35,82,117,5,7,12,3,11,14,0,0,0,8,18,26,224,225,449,944,1015,1959,Upper Lachlan Shire (A)
17650,67,61,128,214,206,420,44,50,94,39,34,73,297,290,587,161,149,310,39,51,90,41,38,79,241,238,479,6,14,20,3,12,15,24,12,36,27,48,75,0,0,0,60,86,146,22,35,57,10,25,35,0,6,6,22,53,75,0,0,0,54,119,173,3,3,6,3,6,9,0,0,0,6,9,15,160,152,312,885,955,1840,Uralla (A)
17700,13,13,26,42,29,71,14,11,25,0,0,0,56,40,96,31,28,59,0,0,0,4,3,7,35,31,66,0,0,0,0,3,3,3,3,6,0,5,5,0,0,0,3,11,14,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,3,4,7,0,0,0,3,3,6,0,0,0,3,3,6,53,50,103,166,152,318,Urana (A)
17750,594,600,1194,1626,1494,3120,770,769,1539,323,322,645,2719,2585,5304,1127,1095,2222,537,592,1129,343,342,685,2007,2029,4036,319,150,469,114,133,247,409,230,639,322,483,805,12,13,25,1176,1009,2185,569,1188,1757,167,244,411,72,122,194,294,492,786,13,6,19,1115,2052,3167,88,25,113,78,147,225,4,3,7,170,175,345,1509,1596,3105,9290,10046,19336,Wagga Wagga (C)
17800,35,31,66,123,124,247,31,21,52,3,3,6,157,148,305,103,112,215,15,17,32,5,3,8,123,132,255,8,8,16,0,4,4,13,9,22,6,15,21,3,3,6,30,39,69,7,12,19,0,5,5,0,8,8,7,11,18,0,0,0,14,36,50,3,4,7,0,8,8,0,0,0,3,12,15,202,151,353,564,549,1113,Wakool (A)
17850,37,32,69,81,93,174,21,14,35,4,12,16,106,119,225,70,66,136,6,17,23,18,22,40,94,105,199,0,0,0,0,6,6,14,7,21,4,18,22,0,0,0,18,31,49,4,10,14,0,6,6,0,5,5,6,12,18,0,0,0,10,33,43,0,3,3,0,7,7,0,0,0,0,10,10,90,90,180,355,420,775,Walcha (A)
17900,81,63,144,215,178,393,67,70,137,3,0,3,285,248,533,95,116,211,6,3,9,12,20,32,113,139,252,8,4,12,0,9,9,7,9,16,24,47,71,3,0,3,42,69,111,4,18,22,3,13,16,0,10,10,11,24,35,0,0,0,18,65,83,4,3,7,3,8,11,0,0,0,7,11,18,432,319,751,978,914,1892,Walgett (A)
17950,29,43,72,62,65,127,40,73,113,0,0,0,102,138,240,40,53,93,3,7,10,10,6,16,53,66,119,4,0,4,3,8,11,18,10,28,3,18,21,0,0,0,28,36,64,9,5,14,0,0,0,3,3,6,0,14,14,0,0,0,12,22,34,0,0,0,3,6,9,0,0,0,3,6,9,102,97,199,329,408,737,Warren (A)
18000,1691,1524,3215,4450,4187,8637,1020,924,1944,837,772,1609,6307,5883,12190,2357,2377,4734,1355,1153,2508,891,808,1699,4603,4338,8941,234,213,447,142,215,357,592,281,873,591,818,1409,18,18,36,1577,1545,3122,1225,1474,2699,291,393,684,166,200,366,680,960,1640,19,19,38,2381,3046,5427,110,135,245,277,544,821,5,9,14,392,688,1080,3623,3617,7240,20574,20641,41215,Warringah (A)
18020,101,86,187,336,294,630,104,86,190,9,6,15,449,386,835,321,280,601,11,9,20,12,20,32,344,309,653,12,9,21,5,27,32,25,16,41,47,115,162,0,0,0,89,167,256,10,31,41,4,12,16,3,10,13,14,36,50,4,0,4,35,89,124,4,4,8,10,21,31,0,0,0,14,25,39,438,383,821,1470,1445,2915,Warrumbungle Shire (A)
18050,583,563,1146,883,812,1695,282,248,530,700,614,1314,1865,1674,3539,308,258,566,271,256,527,700,754,1454,1279,1268,2547,66,93,159,106,150,256,113,74,187,265,294,559,7,3,10,557,614,1171,585,710,1295,261,363,624,84,122,206,481,654,1135,9,25,34,1420,1874,3294,97,140,237,175,288,463,0,8,8,272,436,708,3889,3587,7476,9865,10016,19881,Waverley (A)
18100,45,31,76,103,95,198,33,47,80,3,3,6,139,145,284,111,125,236,7,12,19,6,0,6,124,137,261,4,3,7,0,8,8,9,9,18,10,37,47,0,0,0,23,57,80,8,8,16,3,4,7,0,0,0,3,18,21,0,0,0,14,30,44,0,0,0,0,5,5,0,0,0,0,5,5,125,95,220,470,500,970,Weddin (A)
18150,84,73,157,274,246,520,83,92,175,30,19,49,387,357,744,193,152,345,47,54,101,31,26,57,271,232,503,9,10,19,9,17,26,34,23,57,27,42,69,0,3,3,79,95,174,11,23,34,3,7,10,3,11,14,9,19,28,0,3,3,26,63,89,0,0,0,6,22,28,0,0,0,6,22,28,742,356,1098,1595,1198,2793,Wellington (A)
18200,72,55,127,227,216,443,52,25,77,18,22,40,297,263,560,174,165,339,27,29,56,8,10,18,209,204,413,11,16,27,3,5,8,34,16,50,35,46,81,0,0,0,83,83,166,4,13,17,5,11,16,0,6,6,5,25,30,0,0,0,14,55,69,3,5,8,6,9,15,0,0,0,9,14,23,262,230,492,946,904,1850,Wentworth (A)
18250,784,682,1466,1882,1762,3644,499,439,938,439,388,827,2820,2589,5409,721,873,1594,601,488,1089,646,671,1317,1968,2032,4000,102,127,229,80,152,232,109,61,170,192,387,579,5,3,8,488,730,1218,1158,1349,2507,296,369,665,123,115,238,477,553,1030,11,18,29,2065,2404,4469,83,110,193,163,280,443,4,9,13,250,399,649,1800,1799,3599,10175,10635,20810,Willoughby (C)
18350,442,417,859,1219,1184,2403,396,393,789,336,252,588,1951,1829,3780,728,647,1375,471,514,985,362,586,948,1561,1747,3308,44,70,114,27,64,91,198,127,325,173,340,513,3,6,9,445,607,1052,123,179,302,41,102,143,32,31,63,163,264,427,3,4,7,362,580,942,29,28,57,56,140,196,0,3,3,85,171,256,1261,1333,2594,6107,6684,12791,Wingecarribee (A)
18400,577,483,1060,1608,1456,3064,365,358,723,312,316,628,2285,2130,4415,1010,1023,2033,326,362,688,275,244,519,1611,1629,3240,56,85,141,19,50,69,354,157,511,126,210,336,12,4,16,567,506,1073,214,319,533,34,96,130,32,69,101,114,216,330,3,7,10,397,707,1104,37,34,71,52,126,178,0,0,0,89,160,249,1229,1196,2425,6755,6811,13566,Wollondilly (A)
18450,2023,1967,3990,5628,5127,10755,1532,1582,3114,640,588,1228,7800,7297,15097,4079,3948,8027,1535,1591,3126,625,568,1193,6239,6107,12346,414,424,838,245,416,661,980,501,1481,721,1073,1794,30,22,52,2390,2436,4826,3261,3433,6694,1269,1007,2276,321,338,659,788,1222,2010,24,29,53,5663,6029,11692,139,133,272,252,531,783,7,13,20,398,677,1075,5918,5773,11691,30431,30286,60717,Wollongong (C)
18500,388,433,821,516,484,1000,158,245,403,806,773,1579,1480,1502,2982,126,105,231,96,265,361,1177,1071,2248,1399,1441,2840,46,34,80,47,62,109,53,37,90,103,159,262,4,0,4,253,292,545,683,770,1453,205,257,462,92,110,202,402,531,933,13,4,17,1395,1672,3067,44,49,93,94,186,280,0,4,4,138,239,377,2957,2981,5938,8010,8560,16570,Woollahra (A)
17100,219,198,417,660,631,1291,289,262,551,210,182,392,1159,1075,2234,675,615,1290,310,268,578,309,292,601,1294,1175,2469,111,68,179,120,138,258,85,35,120,101,191,292,3,8,11,420,440,860,860,843,1703,272,205,477,97,81,178,225,197,422,11,11,22,1465,1337,2802,100,95,195,82,142,224,4,3,7,186,240,426,1555,1444,2999,6298,5909,12207,Strathfield (A)
17150,2303,2144,4447,6303,5985,12288,2081,2021,4102,550,513,1063,8934,8519,17453,4463,4306,8769,1862,1872,3734,804,785,1589,7129,6963,14092,344,363,707,128,249,377,1324,524,1848,735,1105,1840,28,28,56,2559,2269,4828,2123,2751,4874,342,557,899,380,407,787,911,1330,2241,22,21,43,3778,5066,8844,99,131,230,357,645,1002,8,10,18,464,786,1250,5079,5127,10206,30246,30874,61120,Sutherland Shire (A)
17200,545,501,1046,1163,1166,2329,326,327,653,290,279,569,1779,1772,3551,645,589,1234,289,496,785,391,390,781,1325,1475,2800,591,584,1175,682,893,1575,245,220,465,839,975,1814,24,22,46,2381,2694,5075,4235,5364,9599,2363,2172,4535,377,428,805,2156,2249,4405,49,45,94,9180,10258,19438,872,1141,2013,745,895,1640,29,22,51,1646,2058,3704,12984,10484,23468,29840,29242,59082,Sydney (C)
18710,146,154,300,432,365,797,235,242,477,79,76,155,746,683,1429,315,313,628,148,159,307,85,96,181,548,568,1116,17,9,26,3,21,24,69,39,108,66,100,166,0,0,0,155,169,324,64,81,145,22,44,66,8,16,24,65,123,188,0,3,3,159,267,426,5,11,16,22,39,61,0,0,0,27,50,77,453,477,930,2234,2368,4602,Yass Valley (A)
18750,137,116,253,392,388,780,153,146,299,9,11,20,554,545,1099,274,267,541,168,170,338,9,11,20,451,448,899,12,15,27,8,19,27,69,51,120,38,92,130,4,3,7,131,180,311,12,35,47,7,7,14,6,6,12,15,35,50,0,3,3,40,86,126,4,3,7,12,18,30,0,0,0,16,21,37,413,468,881,1742,1864,3606,Young (A)
19399,4,12,16,45,33,78,3,3,6,0,0,0,48,36,84,15,11,26,0,3,3,0,3,3,15,17,32,0,0,0,0,0,0,3,0,3,3,9,12,0,0,0,6,9,15,0,0,0,3,0,3,0,3,3,0,5,5,0,0,0,3,8,11,0,4,4,0,0,0,0,0,0,0,4,4,29,15,44,105,101,206,Unincorporated NSW
19499,37,39,76,157,140,297,19,13,32,19,22,41,195,175,370,120,121,241,15,14,29,17,12,29,152,147,299,42,33,75,27,31,58,28,33,61,34,73,107,3,3,6,134,173,307,95,135,230,57,63,120,13,13,26,43,64,107,0,4,4,208,279,487,27,34,61,23,34,57,5,0,5,55,68,123,1957,863,2820,2738,1744,4482,
20110,93,84,177,312,340,652,95,120,215,7,3,10,414,463,877,299,239,538,103,87,190,26,30,56,428,356,784,16,7,23,9,13,22,49,24,73,34,78,112,0,0,0,108,122,230,10,34,44,5,14,19,0,10,10,22,58,80,0,3,3,37,119,156,4,9,13,19,32,51,0,0,0,23,41,64,319,331,650,1422,1516,2938,Alpine (S)
20260,91,84,175,320,328,648,67,85,152,9,3,12,396,416,812,186,179,365,165,152,317,7,3,10,358,334,692,8,12,20,3,5,8,19,15,34,30,44,74,3,0,3,63,76,139,16,20,36,6,20,26,4,5,9,13,55,68,0,0,0,39,100,139,3,12,15,15,29,44,0,0,0,18,41,59,719,376,1095,1684,1427,3111,Ararat (RC)
20570,860,818,1678,2376,2223,4599,1057,1070,2127,394,391,785,3827,3684,7511,1519,1637,3156,1067,902,1969,670,712,1382,3256,3251,6507,183,192,375,88,126,214,286,167,453,294,391,685,5,9,14,856,885,1741,1201,1679,2880,324,453,777,81,125,206,359,642,1001,17,4,21,1982,2903,4885,101,116,217,194,334,528,8,8,16,303,458,761,2928,3140,6068,14012,15139,29151,Ballarat (C)
20660,1149,1031,2180,2982,2693,5675,1200,1177,2377,328,368,696,4510,4238,8748,2148,1876,4024,948,993,1941,639,758,1397,3735,3627,7362,354,270,624,166,159,325,403,139,542,367,432,799,23,13,36,1313,1013,2326,1580,1911,3491,474,555,1029,141,216,357,543,916,1459,24,13,37,2762,3611,6373,180,155,335,233,521,754,8,11,19,421,687,1108,2870,2988,5858,16760,17195,33955,Banyule (C)
20740,262,211,473,820,782,1602,113,152,265,82,92,174,1015,1026,2041,528,501,1029,59,74,133,184,231,415,771,806,1577,25,33,58,18,39,57,87,63,150,101,147,248,7,3,10,238,285,523,22,58,80,16,49,65,5,19,24,42,124,166,0,0,0,85,250,335,21,33,54,49,105,154,4,4,8,74,142,216,1084,1225,2309,3529,3945,7474,Bass Coast (S)
20830,411,332,743,1246,1219,2465,322,336,658,204,222,426,1772,1777,3549,832,817,1649,326,400,726,355,375,730,1513,1592,3105,81,106,187,21,73,94,193,130,323,126,273,399,7,3,10,428,585,1013,117,256,373,40,81,121,24,48,72,84,212,296,0,0,0,265,597,862,40,43,83,59,146,205,4,4,8,103,193,296,1239,1213,2452,5731,6289,12020,Baw Baw (S)
20910,987,954,1941,2431,2231,4662,910,915,1825,999,947,1946,4340,4093,8433,893,869,1762,576,653,1229,1826,1625,3451,3295,3147,6442,202,153,355,52,93,145,197,77,274,169,287,456,11,10,21,631,620,1251,1341,1448,2789,197,263,460,144,151,295,366,566,932,9,11,20,2057,2439,4496,55,60,115,150,307,457,8,4,12,213,371,584,2521,2757,5278,14044,14381,28425,Bayside (C)
21010,122,93,215,351,346,697,137,119,256,33,32,65,521,497,1018,276,222,498,163,180,343,63,55,118,502,457,959,14,15,29,12,21,33,56,42,98,55,95,150,3,4,7,140,177,317,18,36,54,4,17,21,3,10,13,25,44,69,0,0,0,50,107,157,8,7,15,14,37,51,0,0,0,22,44,66,354,383,737,1711,1758,3469,Benalla (RC)
21110,1501,1462,2963,4013,3614,7627,1456,1278,2734,1148,1380,2528,6617,6272,12889,1998,1944,3942,1407,1077,2484,2917,3052,5969,6322,6073,12395,462,356,818,199,252,451,251,131,382,319,490,809,14,14,28,1245,1243,2488,4237,4299,8536,1026,992,2018,322,394,716,950,1420,2370,33,39,72,6568,7144,13712,153,174,327,292,597,889,10,15,25,455,786,1241,3951,3990,7941,26659,26970,53629,Boroondara (C)
21180,1287,1211,2498,4048,3813,7861,2033,2118,4151,622,600,1222,6703,6531,13234,3864,3451,7315,1470,1747,3217,791,775,1566,6125,5973,12098,820,678,1498,472,541,1013,548,252,800,419,560,979,43,37,80,2302,2068,4370,2087,2477,4564,595,654,1249,254,281,535,443,627,1070,32,31,63,3411,4070,7481,517,601,1118,501,902,1403,34,37,71,1052,1540,2592,8434,8049,16483,29314,29442,58756,Brimbank (C)
21270,50,58,108,223,181,404,65,52,117,0,5,5,288,238,526,212,224,436,3,9,12,3,0,3,218,233,451,0,4,4,3,0,3,18,4,22,7,16,23,0,0,0,28,24,52,8,24,32,3,4,7,7,4,11,5,19,24,0,0,0,23,51,74,6,4,10,4,10,14,0,3,3,10,17,27,184,178,362,801,799,1600,Buloke (S)
21370,258,243,501,1181,1034,2215,347,341,688,104,63,167,1632,1438,3070,879,868,1747,320,321,641,135,145,280,1334,1334,2668,57,75,132,11,38,49,180,82,262,85,210,295,5,6,11,338,411,749,42,118,160,13,43,56,10,25,35,43,121,164,0,4,4,108,311,419,22,26,48,59,129,188,0,5,5,81,160,241,1223,1280,2503,4974,5177,10151,Campaspe (S)
21450,828,807,1635,2522,2386,4908,574,572,1146,584,613,1197,3680,3571,7251,1611,1481,3092,382,425,807,735,826,1561,2728,2732,5460,193,248,441,43,88,131,409,217,626,243,400,643,10,4,14,898,957,1855,312,507,819,62,188,250,32,87,119,152,361,513,3,0,3,561,1143,1704,77,92,169,115,367,482,4,9,13,196,468,664,2136,2144,4280,11027,11822,22849,Cardinia (S)
21610,2462,2291,4753,8603,7995,16598,2127,2181,4308,1494,1445,2939,12224,11621,23845,6492,5888,12380,1967,2031,3998,1706,1878,3584,10165,9797,19962,926,886,1812,297,536,833,1128,595,1723,916,1268,2184,48,35,83,3315,3320,6635,1868,2442,4310,398,594,992,180,329,509,639,973,1612,38,32,70,3123,4370,7493,330,430,760,495,1137,1632,22,29,51,847,1596,2443,7747,7571,15318,39883,40566,80449,Casey (C)
21670,79,80,159,363,299,662,73,96,169,15,8,23,451,403,854,240,244,484,57,44,101,89,100,189,386,388,774,17,21,38,4,11,15,39,20,59,21,55,76,0,0,0,81,107,188,19,30,49,10,18,28,6,10,16,12,41,53,0,3,3,47,102,149,12,17,29,22,51,73,0,0,0,34,68,102,425,391,816,1503,1539,3042,Central Goldfields (S)
21750,178,163,341,518,463,981,311,281,592,10,12,22,839,756,1595,361,347,708,313,356,669,13,13,26,687,716,1403,16,26,42,8,15,23,87,42,129,62,116,178,3,0,3,176,199,375,32,58,90,13,29,42,5,12,17,28,82,110,0,0,0,78,181,259,10,6,16,39,83,122,4,0,4,53,89,142,645,663,1308,2656,2767,5423,Colac-Otway (S)
21830,151,130,281,555,480,1035,174,190,364,4,4,8,733,674,1407,443,395,838,205,223,428,18,29,47,666,647,1313,23,32,55,6,14,20,62,44,106,37,114,151,0,3,3,128,207,335,20,67,87,7,37,44,6,10,16,21,47,68,0,0,0,54,161,215,19,23,42,15,47,62,4,0,4,38,70,108,465,466,931,2235,2355,4590,Corangamite (S)
21890,1178,1048,2226,2837,2620,5457,1230,1203,2433,297,345,642,4364,4168,8532,1836,1681,3517,852,970,1822,369,408,777,3057,3059,6116,454,410,864,341,414,755,281,155,436,508,570,1078,24,21,45,1608,1570,3178,2190,2909,5099,1226,1393,2619,146,213,359,807,1312,2119,25,28,53,4394,5855,10249,294,309,603,308,574,882,20,19,39,622,902,1524,5355,4937,10292,20578,21539,42117,Darebin (C)
22110,334,315,649,1192,1105,2297,279,267,546,118,122,240,1589,1494,3083,794,727,1521,418,408,826,105,107,212,1317,1242,2559,66,88,154,31,90,121,134,118,252,110,275,385,9,6,15,350,577,927,47,78,125,17,61,78,13,21,34,73,183,256,0,3,3,150,346,496,34,32,66,51,117,168,3,3,6,88,152,240,1379,1340,2719,5207,5466,10673,East Gippsland (S)
22170,1235,1064,2299,4054,3674,7728,651,613,1264,441,436,877,5146,4723,9869,2916,2924,5840,539,565,1104,547,610,1157,4002,4099,8101,346,392,738,152,227,379,664,288,952,467,719,1186,16,16,32,1645,1642,3287,632,975,1607,195,306,501,69,175,244,303,595,898,8,12,20,1207,2063,3270,133,147,280,225,552,777,15,15,30,373,714,1087,4304,4598,8902,17912,18903,36815,Frankston (C)
22250,74,73,147,295,292,587,78,80,158,32,22,54,405,394,799,321,298,619,35,44,79,17,15,32,373,357,730,10,11,21,5,5,10,29,11,40,12,40,52,0,0,0,56,67,123,7,25,32,3,12,15,3,3,6,10,20,30,0,0,0,23,60,83,4,15,19,8,21,29,0,0,0,12,36,48,375,380,755,1318,1367,2685,Gannawarra (S)
22410,133,126,259,570,564,1134,157,134,291,100,83,183,827,781,1608,550,448,998,92,113,205,138,145,283,780,706,1486,22,38,60,5,28,33,70,49,119,61,158,219,3,0,3,161,273,434,22,32,54,15,25,40,6,15,21,27,71,98,0,0,0,70,143,213,16,27,43,15,76,91,0,3,3,31,106,137,622,661,1283,2624,2796,5420,Glenelg (S)
22490,197,170,367,798,767,1565,116,107,223,95,89,184,1009,963,1972,386,386,772,222,216,438,165,123,288,773,725,1498,25,27,52,17,22,39,71,34,105,68,83,151,3,0,3,184,166,350,72,113,185,11,43,54,11,9,20,52,85,137,4,0,4,150,250,400,20,26,46,26,82,108,0,0,0,46,108,154,504,486,990,2863,2868,5731,Golden Plains (S)
22620,860,775,1635,2814,2587,5401,1064,1038,2102,314,315,629,4192,3940,8132,2124,2150,4274,777,823,1600,413,476,889,3314,3449,6763,302,261,563,93,158,251,357,229,586,328,570,898,8,14,22,1088,1232,2320,817,1423,2240,203,343,546,47,121,168,294,562,856,7,7,14,1368,2456,3824,87,130,217,182,350,532,9,11,20,278,491,769,3089,3180,6269,14189,15523,29712,Greater Bendigo (C)
22670,946,880,1826,3154,2821,5975,1106,1078,2184,349,363,712,4609,4262,8871,3098,2682,5780,797,1055,1852,434,409,843,4329,4146,8475,798,557,1355,512,520,1032,325,208,533,470,498,968,34,37,71,2139,1820,3959,1477,1632,3109,508,519,1027,134,181,315,359,402,761,27,31,58,2505,2765,5270,511,566,1077,455,821,1276,27,33,60,993,1420,2413,5788,5393,11181,21309,20686,41995,Greater Dandenong (C)
22750,1819,1595,3414,5705,5247,10952,1737,1742,3479,945,956,1901,8387,7945,16332,4004,3615,7619,1539,1987,3526,1600,1463,3063,7143,7065,14208,545,569,1114,186,373,559,758,469,1227,822,1131,1953,24,25,49,2335,2567,4902,1878,2439,4317,500,768,1268,176,264,440,587,1133,1720,12,19,31,3153,4623,7776,256,265,521,429,871,1300,18,15,33,703,1151,1854,6806,6100,12906,30346,31046,61392,Greater Geelong (C)
22830,514,473,987,1839,1808,3647,668,613,1281,131,118,249,2638,2539,5177,1380,1403,2783,631,660,1291,231,228,459,2242,2291,4533,118,138,256,61,139,200,251,137,388,209,308,517,6,0,6,645,722,1367,111,236,347,43,83,126,29,57,86,124,236,360,3,3,6,310,615,925,64,73,137,103,184,287,4,4,8,171,261,432,2471,2228,4699,8991,9129,18120,Greater Shepparton (C)
22910,114,113,227,397,383,780,93,97,190,38,40,78,528,520,1048,277,274,551,73,76,149,62,50,112,412,400,812,24,25,49,3,23,26,38,14,52,33,87,120,0,0,0,98,149,247,34,59,93,32,56,88,8,5,13,43,93,136,0,0,0,117,213,330,17,14,31,28,61,89,3,0,3,48,75,123,493,522,1015,1810,1992,3802,Hepburn (S)
22980,31,31,62,188,184,372,10,9,19,45,32,77,243,225,468,212,189,401,0,3,3,5,7,12,217,199,416,3,6,9,3,3,6,16,7,23,14,12,26,0,0,0,36,28,64,6,14,20,3,9,12,0,3,3,10,25,35,0,0,0,19,51,70,8,6,14,15,17,32,0,0,0,23,23,46,163,166,329,732,723,1455,Hindmarsh (S)
23110,700,661,1361,2007,1859,3866,784,826,1610,203,195,398,2994,2880,5874,1509,1237,2746,756,773,1529,323,337,660,2588,2347,4935,273,222,495,134,141,275,207,83,290,234,313,547,15,9,24,863,768,1631,768,945,1713,267,319,586,88,111,199,379,610,989,12,12,24,1514,1997,3511,173,171,344,227,358,585,13,6,19,413,535,948,3028,2932,5960,12100,12120,24220,Hobsons Bay (C)
23190,154,136,290,583,551,1134,129,118,247,110,108,218,822,777,1599,464,445,909,156,216,372,8,7,15,628,668,1296,19,35,54,6,9,15,67,53,120,42,72,114,3,3,6,137,172,309,29,76,105,17,39,56,13,23,36,49,100,149,0,3,3,108,241,349,12,7,19,28,34,62,0,0,0,40,41,81,532,545,1077,2421,2580,5001,Horsham (RC)
23270,1355,1352,2707,4959,4660,9619,1784,1702,3486,914,969,1883,7657,7331,14988,3765,3825,7590,1498,1611,3109,1163,1207,2370,6426,6643,13069,735,667,1402,288,400,688,635,348,983,442,638,1080,30,25,55,2130,2078,4208,1369,1933,3302,290,430,720,127,246,373,339,575,914,19,26,45,2144,3210,5354,299,387,686,362,676,1038,31,21,52,692,1084,1776,6473,6479,12952,26877,28177,55054,Hume (C)
