lga_code16,m_negnilinc_e,m_negnilinc_om_ie,m_negnilinc_om_uie,m_negnilinc_cfw,m_negnilinc_es_ns,m_negnilinc_tot,m_1_149_e,m_1_149_om_ie,m_1_149_om_uie,m_1_149_cfw,m_1_149_es_ns,m_1_149_tot,m_150_299_e,m_150_299_om_ie,m_150_299_om_uie,m_150_299_cfw,m_150_299_es_ns,m_150_299_tot,m_300_399_e,m_300_399_om_ie,m_300_399_om_uie,m_300_399_cfw,m_300_399_es_ns,m_300_399_tot,m_400_499_e,m_400_499_om_ie,m_400_499_om_uie,m_400_499_cfw,m_400_499_es_ns,m_400_499_tot,m_500_649_e,m_500_649_om_ie,m_500_649_om_uie,m_500_649_cfw,m_500_649_es_ns,m_500_649_tot,m_650_799_e,m_650_799_om_ie,m_650_799_om_uie,m_650_799_cfw,m_650_799_es_ns,m_650_799_tot,m_800_999_e,m_800_999_om_ie,m_800_999_om_uie,m_800_999_cfw,m_800_999_es_ns,m_800_999_tot,m_1000_1249_e,m_1000_1249_om_ie,m_1000_1249_om_uie,m_1000_1249_cfw,m_1000_1249_es_ns,m_1000_1249_tot,m_1250_1499_e,m_1250_1499_om_ie,m_1250_1499_om_uie,m_1250_1499_cfw,m_1250_1499_es_ns,m_1250_1499_tot,m_1500_1749_e,m_1500_1749_om_ie,m_1500_1749_om_uie,m_1500_1749_cfw,m_1500_1749_es_ns,m_1500_1749_tot,m_1750_1999_e,m_1750_1999_om_ie,m_1750_1999_om_uie,m_1750_1999_cfw,m_1750_1999_es_ns,m_1750_1999_tot,m_2000_2999_e,m_2000_2999_om_ie,m_2000_2999_om_uie,m_2000_2999_cfw,m_2000_2999_es_ns,m_2000_2999_tot,m_3000mor_e,m_3000mor_om_ie,m_3000mor_om_uie,m_3000mor_cfw,m_3000mor_es_ns,m_3000mor_tot,m_persinc_ns_e,m_persinc_ns_om_ie,m_persinc_ns_om_uie,m_persinc_ns_cfw,m_persinc_ns_es_ns,m_persinc_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_negnilinc_e,f_negnilinc_om_ie,f_negnilinc_om_uie,f_negnilinc_cfw,f_negnilinc_es_ns,f_negnilinc_tot,f_1_149_e,f_1_149_om_ie,f_1_149_om_uie,f_1_149_cfw,f_1_149_es_ns,f_1_149_tot,f_150_299_e,f_150_299_om_ie,f_150_299_om_uie,f_150_299_cfw,f_150_299_es_ns,f_150_299_tot,f_300_399_e,f_300_399_om_ie,f_300_399_om_uie,f_300_399_cfw,f_300_399_es_ns,f_300_399_tot,f_400_499_e,f_400_499_om_ie,f_400_499_om_uie,f_400_499_cfw,f_400_499_es_ns,f_400_499_tot,f_500_649_e,f_500_649_om_ie,f_500_649_om_uie,f_500_649_cfw,f_500_649_es_ns,f_500_649_tot,f_650_799_e,f_650_799_om_ie,f_650_799_om_uie,f_650_799_cfw,f_650_799_es_ns,f_650_799_tot,f_800_999_e,f_800_999_om_ie,f_800_999_om_uie,f_800_999_cfw,f_800_999_es_ns,f_800_999_tot,f_1000_1249_e,f_1000_1249_om_ie,f_1000_1249_om_uie,f_1000_1249_cfw,f_1000_1249_es_ns,f_1000_1249_tot,f_1250_1499_e,f_1250_1499_om_ie,f_1250_1499_om_uie,f_1250_1499_cfw,f_1250_1499_es_ns,f_1250_1499_tot,f_1500_1749_e,f_1500_1749_om_ie,f_1500_1749_om_uie,f_1500_1749_cfw,f_1500_1749_es_ns,f_1500_1749_tot,f_1750_1999_e,f_1750_1999_om_ie,f_1750_1999_om_uie,f_1750_1999_cfw,f_1750_1999_es_ns,f_1750_1999_tot,f_2000_2999_e,f_2000_2999_om_ie,f_2000_2999_om_uie,f_2000_2999_cfw,f_2000_2999_es_ns,f_2000_2999_tot,f_3000mor_e,f_3000mor_om_ie,f_3000mor_om_uie,f_3000mor_cfw,f_3000mor_es_ns,f_3000mor_tot,f_persinc_ns_e,f_persinc_ns_om_ie,f_persinc_ns_om_uie,f_persinc_ns_cfw,f_persinc_ns_es_ns,f_persinc_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_negnilinc_e,p_negnilinc_om_ie,p_negnilinc_om_uie,p_negnilinc_cfw,p_negnilinc_es_ns,p_negnilinc_tot,p_1_149_e,p_1_149_om_ie,lga_name16
20740,18,6,15,29,3,69,164,3,20,10,3,200,106,6,35,18,3,165,146,21,45,15,7,238,173,31,74,12,6,296,265,48,112,18,6,455,431,59,107,19,13,629,496,41,120,11,10,678,485,67,100,11,11,682,238,56,71,8,7,377,209,45,48,5,3,307,153,25,15,6,0,199,178,45,23,4,3,256,58,51,22,3,6,148,68,14,21,6,8,121,3196,520,835,164,100,4815,13,8,8,23,0,45,269,5,23,19,3,328,303,13,45,17,5,391,374,19,63,20,12,493,465,24,52,11,12,561,736,36,70,20,18,882,633,40,56,22,9,765,541,24,53,15,9,643,404,23,38,9,4,484,227,20,20,8,0,278,167,13,19,4,3,212,82,11,18,3,3,106,67,24,12,0,0,106,27,21,5,0,0,52,63,9,15,11,14,104,4378,291,508,175,86,5443,29,11,19,49,3,114,435,13,Bass Coast (S)
20830,19,6,30,44,3,102,241,11,13,28,10,296,165,7,65,24,13,271,162,27,74,27,3,293,282,38,108,26,15,462,353,65,113,22,13,567,635,85,133,25,17,895,802,108,150,18,17,1104,743,124,142,12,20,1044,506,84,107,4,4,706,385,77,68,3,8,543,283,52,39,0,5,377,279,82,57,6,11,428,94,79,44,11,11,234,106,25,33,8,19,191,5060,870,1167,253,163,7516,29,0,19,66,6,120,450,10,36,31,13,547,471,17,75,29,9,615,515,25,65,26,8,638,614,38,63,29,9,755,982,55,96,33,11,1176,976,46,90,17,12,1136,862,45,81,13,7,1007,647,39,63,10,11,765,411,34,35,5,3,495,287,23,27,11,0,349,199,10,14,4,3,234,110,25,26,3,0,171,38,19,17,9,4,85,127,15,19,15,10,184,6738,396,730,295,119,8271,56,8,42,108,9,224,688,16,Baw Baw (S)
20910,29,22,18,36,3,106,558,21,30,12,6,624,425,20,45,12,5,516,405,37,80,22,3,542,423,54,84,16,5,582,556,112,126,16,9,815,731,142,154,23,13,1065,1105,185,163,13,11,1478,1260,277,203,23,18,1775,866,229,173,11,9,1290,753,289,149,17,11,1215,531,194,71,8,13,819,758,366,166,18,7,1323,464,503,175,31,4,1179,133,45,30,6,15,238,9010,2505,1661,259,136,13572,61,14,26,66,0,165,793,20,91,30,3,936,846,30,129,26,7,1038,773,55,106,27,13,964,866,50,127,29,13,1080,1313,93,155,17,8,1583,1511,116,153,30,13,1813,1691,115,170,24,22,2019,1616,145,159,21,10,1957,1010,120,99,19,6,1254,769,141,101,26,5,1039,506,81,50,10,3,654,511,143,84,6,0,748,182,166,85,26,3,468,190,19,25,10,5,245,12634,1304,1559,353,116,15967,89,35,41,100,3,272,1347,40,Bayside (C)
21010,3,3,5,14,0,28,54,0,9,8,0,74,48,3,27,15,3,90,53,10,16,20,8,104,80,13,36,13,3,146,113,18,55,11,3,203,232,46,53,10,3,342,288,28,58,7,4,397,290,29,36,3,7,365,207,16,25,10,0,263,162,18,17,7,0,205,111,8,8,0,3,133,125,13,7,0,0,151,27,25,14,0,0,65,39,3,5,4,4,53,1843,239,368,108,40,2597,5,3,0,24,3,39,110,0,8,4,4,129,114,0,25,20,3,161,133,7,22,13,4,181,183,4,30,14,6,248,266,11,32,9,3,323,292,14,17,7,4,339,257,9,22,7,0,297,243,14,16,4,4,273,151,14,9,7,0,179,102,7,0,3,0,120,54,8,3,0,0,64,35,5,9,0,0,52,17,3,3,0,0,25,42,3,4,8,3,55,2013,111,204,106,39,2476,15,5,7,35,3,63,167,4,Benalla (RC)
21110,88,52,24,102,3,274,972,32,57,22,5,1088,937,54,85,39,14,1133,835,83,125,31,15,1100,936,119,145,27,23,1250,1225,209,229,37,15,1711,1563,299,236,34,32,2159,2357,321,292,41,22,3039,2894,437,343,33,36,3739,2346,370,251,24,17,3010,2354,492,219,20,16,3111,1927,327,135,7,15,2420,3604,695,233,27,17,4573,2353,1080,326,56,16,3832,354,86,48,10,32,532,24743,4658,2747,536,283,32967,142,14,22,115,11,307,1638,32,106,44,14,1840,1783,77,165,62,27,2109,1737,113,151,59,18,2081,1849,117,180,33,20,2195,2820,176,212,48,27,3280,3244,217,243,36,18,3754,4033,187,227,34,18,4503,4453,246,214,37,28,4985,3299,180,164,33,18,3686,2691,203,159,32,13,3096,1691,137,81,11,7,1933,2208,243,147,17,3,2619,905,316,137,27,5,1401,494,45,33,17,25,615,32978,2307,2253,617,257,38418,232,68,42,221,11,575,2606,65,Boroondara (C)
21180,122,30,36,74,5,267,804,32,30,26,15,904,859,38,95,36,22,1045,921,79,150,51,29,1225,1044,112,191,37,45,1424,1993,259,273,45,45,2616,3624,320,300,31,70,4340,5083,420,334,32,80,5946,5481,511,278,13,49,6330,3794,344,152,11,26,4324,2722,333,96,16,19,3188,1832,191,78,8,18,2126,2281,332,69,5,11,2696,868,304,84,8,16,1279,568,68,51,15,57,745,31981,3371,2210,393,501,38461,113,12,10,88,8,228,1218,21,47,36,15,1338,1441,51,117,35,32,1678,1447,79,127,46,24,1716,1717,76,121,40,26,1980,2695,133,159,29,46,3055,3493,126,119,28,41,3813,3686,101,101,12,33,3939,3520,114,78,20,25,3760,2160,84,49,7,14,2303,1530,70,39,7,9,1662,884,48,19,5,5,952,654,59,27,0,3,743,206,65,20,0,4,304,476,21,25,16,26,565,25247,1064,1052,355,319,28037,236,43,38,160,16,490,2024,50,Brimbank (C)
21270,3,8,10,46,0,68,43,0,4,11,4,64,16,6,7,31,0,64,17,6,17,11,0,53,38,13,28,17,0,104,49,26,27,17,3,121,65,26,24,19,3,132,141,33,26,13,0,217,128,26,22,13,3,193,64,18,7,5,0,92,51,15,11,5,0,84,40,3,5,0,0,49,35,10,8,0,3,56,5,17,3,3,3,30,11,3,3,4,0,25,713,207,205,199,25,1351,8,0,4,26,0,41,59,0,3,6,0,72,54,8,8,15,3,83,68,3,18,13,0,99,79,4,6,8,0,99,117,10,13,8,3,159,110,17,0,9,0,137,87,8,10,6,0,107,93,9,5,3,0,111,61,3,3,0,0,66,45,10,0,4,0,58,19,0,0,0,0,24,11,0,0,0,0,12,0,5,0,0,0,6,12,0,0,3,0,16,820,74,81,109,9,1090,7,10,15,74,0,108,97,3,Buloke (S)
21370,20,7,38,71,3,129,214,9,15,25,6,274,124,16,56,26,4,227,157,35,84,38,10,319,219,39,93,27,13,380,402,53,126,43,11,630,624,88,107,25,15,859,932,107,128,16,19,1204,956,109,126,15,23,1225,549,73,57,6,8,697,466,69,39,5,3,584,345,44,25,3,3,419,346,64,36,4,4,465,92,70,28,7,5,203,107,22,15,18,12,173,5549,791,978,327,145,7792,31,6,14,52,3,103,364,4,23,29,9,436,327,18,43,36,4,429,426,26,73,26,10,565,521,33,65,26,10,653,868,34,79,38,19,1039,950,46,88,14,11,1111,883,46,83,7,3,1033,733,45,55,10,10,861,374,24,35,6,0,439,272,28,15,3,3,316,142,11,14,0,3,169,103,13,16,0,0,138,36,24,16,9,5,77,92,12,17,11,12,138,6108,372,639,270,111,7497,44,13,49,120,4,231,580,16,Campaspe (S)
21450,41,10,17,44,7,118,493,17,28,14,6,551,289,18,51,23,7,388,258,48,62,28,11,398,346,52,99,24,13,534,579,107,140,25,13,863,927,159,164,21,13,1281,1291,190,179,16,23,1699,1222,223,202,5,27,1687,831,203,122,7,13,1179,586,181,77,4,4,854,427,99,53,9,5,596,448,131,59,3,3,645,128,118,51,5,8,311,168,27,35,5,17,253,8037,1575,1339,240,172,11358,43,8,18,65,6,145,744,9,62,27,20,869,763,29,119,56,10,970,704,59,108,32,18,911,862,61,112,21,13,1074,1379,69,112,38,11,1607,1313,99,108,29,10,1566,1198,90,103,27,7,1425,1007,79,69,9,11,1178,560,64,51,7,8,686,382,69,47,3,8,505,251,20,15,3,0,293,162,33,18,5,0,216,43,29,21,11,4,112,184,6,25,7,6,227,9596,739,983,333,131,11787,88,20,39,113,7,263,1237,24,Cardinia (S)
21610,103,25,35,87,9,261,1296,22,51,39,11,1419,976,52,151,41,20,1242,836,109,177,54,18,1190,978,134,265,29,30,1442,1515,256,341,53,28,2197,2357,354,372,39,39,3158,3269,455,452,36,39,4253,3323,571,457,37,35,4422,2286,412,264,26,35,3025,1723,408,200,15,17,2358,1189,245,130,13,4,1581,1363,339,149,8,6,1869,475,374,124,9,9,989,424,62,58,14,43,609,22111,3821,3223,506,342,30010,164,20,23,138,7,347,2161,24,144,60,24,2406,2258,69,268,82,19,2703,2061,112,254,63,29,2521,2407,110,275,42,32,2872,3829,171,345,38,36,4423,4080,150,267,34,41,4565,3859,186,215,25,30,4309,3222,195,156,17,22,3622,2082,107,108,13,6,2313,1288,120,58,11,3,1485,906,52,39,6,6,1010,570,98,49,8,5,735,156,113,46,15,0,333,489,32,29,18,24,582,29521,1575,2272,569,292,34231,271,46,61,228,14,613,3455,50,Casey (C)
21670,3,0,8,13,3,28,72,0,8,5,4,87,51,3,33,7,8,102,67,8,17,6,3,102,66,7,27,3,4,111,141,12,47,6,0,199,234,23,31,12,6,305,265,26,24,3,0,323,229,17,19,3,3,279,96,16,13,0,0,129,85,11,7,0,3,109,55,4,8,0,0,65,43,10,3,3,0,69,12,12,13,0,0,32,27,0,5,0,4,41,1453,155,259,77,44,1980,6,0,4,3,0,12,94,3,7,3,5,110,116,4,12,19,0,148,137,10,17,7,3,173,161,8,20,5,0,193,315,6,27,4,10,365,300,12,15,0,7,337,252,10,19,0,0,282,187,5,9,3,0,199,90,0,4,0,0,99,79,7,0,0,3,87,38,3,0,0,0,42,37,5,0,0,0,42,3,0,6,0,0,11,32,0,3,3,3,42,1841,70,137,53,36,2133,12,0,10,16,3,43,163,3,Central Goldfields (S)
21750,15,3,15,37,5,79,136,6,21,15,4,178,75,13,29,17,3,141,103,17,48,18,9,180,147,21,62,19,8,257,258,28,77,16,9,389,440,40,66,16,12,579,715,36,81,7,9,854,623,62,88,9,10,793,363,39,57,3,7,468,250,30,33,3,9,321,166,24,26,4,3,226,138,28,31,0,0,198,47,47,24,0,0,110,70,6,17,5,6,106,3557,380,680,165,90,4875,19,3,12,31,3,68,223,3,25,12,3,271,224,11,38,25,4,296,281,11,33,13,4,345,351,20,48,23,5,442,579,18,44,15,10,661,541,27,46,12,4,630,512,16,39,10,8,580,419,22,35,8,3,487,217,9,22,0,5,258,135,9,16,5,3,164,72,5,0,0,0,78,64,9,9,3,0,86,17,20,9,0,0,49,74,4,12,5,8,99,3718,179,386,160,64,4507,31,7,33,69,6,149,360,10,Colac-Otway (S)
21830,11,12,40,41,8,108,112,7,20,18,4,155,48,6,40,14,5,116,61,13,55,23,3,156,80,18,72,18,5,189,165,25,87,24,7,307,221,25,72,14,7,339,376,45,93,11,5,533,450,38,64,14,8,573,232,40,61,6,7,347,221,24,44,9,3,296,136,22,32,7,3,201,146,33,30,0,6,218,85,41,55,6,4,196,67,8,22,11,4,113,2406,360,780,219,87,3855,10,9,24,39,3,76,181,3,25,22,3,230,190,8,29,26,5,250,186,9,43,26,7,277,210,15,54,19,10,304,315,16,69,20,3,422,303,19,44,12,4,379,287,21,50,11,6,383,233,18,32,11,4,294,144,16,27,8,3,205,100,8,18,0,3,127,51,9,10,0,0,74,40,11,11,7,4,72,11,10,32,8,0,62,41,9,16,6,4,76,2303,175,470,209,66,3224,22,18,62,83,12,187,290,4,Corangamite (S)
21890,90,30,18,61,9,200,651,20,39,13,8,734,728,21,102,33,11,899,714,86,139,24,19,977,816,95,196,16,21,1145,1221,162,235,23,26,1668,1945,242,231,25,33,2481,2533,288,305,30,53,3208,2651,349,275,10,36,3319,1931,219,177,3,18,2353,1597,294,134,7,16,2054,1149,165,75,5,5,1406,1404,262,138,9,5,1817,574,282,83,10,15,963,315,41,35,7,32,433,18313,2552,2185,292,291,23634,111,14,20,58,5,202,1150,11,87,31,15,1297,1365,37,160,48,27,1646,1340,62,149,39,23,1615,1557,58,173,30,21,1841,2368,102,190,26,29,2712,2670,104,185,27,27,3012,2775,111,160,18,25,3094,2654,110,163,15,22,2959,1706,83,99,5,13,1913,1242,83,59,3,14,1403,763,37,37,7,3,852,651,82,53,5,3,796,237,63,44,6,3,351,307,20,7,6,25,363,20890,984,1596,324,251,24046,193,44,40,115,12,406,1798,34,Darebin (C)
22110,27,7,18,36,0,87,232,0,19,16,12,281,128,14,62,27,8,231,185,22,87,41,6,348,259,36,103,26,12,436,468,68,140,45,24,740,719,94,138,18,26,986,940,88,128,22,19,1209,887,90,127,20,16,1138,458,81,94,6,7,645,398,83,51,6,4,545,228,27,28,4,3,295,275,40,26,3,6,355,87,52,24,10,0,171,74,14,34,12,20,158,5373,722,1081,297,160,7641,23,0,8,56,3,94,335,0,39,21,13,408,379,13,69,29,17,501,471,27,89,34,15,632,658,23,84,24,10,804,1015,37,90,30,21,1192,1030,47,84,10,15,1178,849,43,68,13,16,983,730,40,61,17,11,858,428,22,30,3,3,492,280,28,24,4,3,337,155,14,10,5,0,180,110,15,15,3,3,147,30,19,10,4,3,70,110,7,17,16,13,170,6602,333,687,283,139,8043,51,7,26,97,3,179,562,6,East Gippsland (S)
22170,57,17,24,57,4,161,747,18,31,19,7,824,510,33,67,32,9,641,488,51,103,32,22,695,577,59,138,27,15,813,1005,156,218,26,24,1425,1502,198,233,23,25,1976,2114,309,264,27,29,2742,2331,315,261,21,28,2956,1629,315,169,6,19,2143,1211,284,135,6,8,1650,872,164,83,6,0,1127,934,276,102,3,9,1322,421,284,119,4,11,839,292,57,37,10,39,440,14708,2535,1979,302,241,19765,73,7,8,66,3,162,1180,13,79,40,14,1338,1208,38,141,52,20,1458,1199,67,157,39,25,1477,1485,59,154,32,21,1747,2489,112,162,32,23,2817,2919,106,126,25,27,3201,2824,123,114,23,19,3107,2557,119,97,13,9,2798,1587,86,62,4,5,1744,1160,90,58,3,3,1313,631,48,20,5,4,713,474,68,40,3,0,589,155,67,31,0,9,264,345,22,21,7,27,415,20296,1026,1282,343,207,23150,136,20,30,126,11,325,1930,30,Frankston (C)
22250,6,7,13,27,0,55,40,0,15,12,0,69,36,3,24,21,3,86,40,7,27,18,0,96,54,27,29,17,0,122,114,26,48,16,9,212,182,40,42,17,8,291,241,39,37,10,13,340,233,30,26,0,3,291,108,30,24,0,0,161,66,17,21,3,0,108,50,16,11,4,0,74,61,19,9,0,0,92,16,22,16,4,0,53,22,7,9,4,3,44,1265,290,341,159,44,2101,5,0,7,25,0,36,88,3,14,16,3,126,74,3,11,13,3,107,98,13,25,10,3,144,127,9,23,20,5,181,219,14,38,9,5,286,200,20,24,5,4,262,173,20,26,4,3,225,170,16,14,3,4,201,67,8,7,0,0,83,51,9,6,0,0,73,19,3,4,0,0,27,21,6,5,0,0,32,3,10,12,3,0,21,20,3,7,0,0,31,1339,136,219,103,45,1835,7,7,24,49,0,90,133,3,Gannawarra (S)
22830,37,3,29,61,4,134,387,15,29,23,5,465,232,16,53,36,4,336,283,41,81,45,13,456,470,53,91,26,11,650,728,121,119,35,15,1012,1273,134,149,26,37,1617,1837,154,147,21,18,2167,1962,198,140,13,27,2347,1230,148,75,7,20,1476,933,137,63,6,9,1150,599,66,33,5,3,708,694,147,42,8,6,888,247,124,61,3,9,446,197,19,29,17,31,295,11112,1376,1138,324,199,14155,46,0,15,69,5,138,631,12,23,24,17,703,573,23,53,33,12,689,680,33,65,36,13,828,882,39,80,30,11,1037,1554,72,90,33,14,1765,1852,89,73,17,21,2054,1812,67,65,15,13,1977,1570,71,56,7,19,1720,981,53,37,6,0,1077,646,50,21,7,3,726,340,25,15,0,5,384,272,41,24,4,3,339,95,36,17,8,3,155,214,15,15,6,22,271,12152,619,640,299,164,13876,85,9,47,127,9,273,1025,26,Greater Shepparton (C)
22910,4,0,4,22,0,32,49,0,12,11,0,70,47,10,40,11,3,115,41,11,51,18,3,119,58,20,47,17,5,146,115,31,59,19,3,225,173,28,56,10,5,263,201,37,74,7,0,323,190,35,41,9,11,283,109,28,23,0,0,161,60,17,24,0,3,108,49,7,10,3,0,77,62,14,19,0,3,100,14,22,11,3,0,45,20,8,7,3,5,44,1196,275,467,126,43,2104,3,3,5,25,0,42,101,0,19,17,7,148,139,5,29,16,3,188,175,10,50,14,3,253,195,14,47,12,7,278,292,14,47,5,6,368,295,23,61,5,3,390,221,15,37,6,3,280,154,19,24,0,5,201,104,10,16,0,0,141,63,14,7,0,0,87,49,7,6,0,0,59,28,4,3,0,0,41,0,10,9,0,0,19,30,3,7,3,4,43,1873,146,359,122,52,2548,13,4,8,48,0,74,147,3,Hepburn (S)
22980,0,0,9,23,0,36,23,3,4,8,0,39,5,0,16,9,0,33,22,8,19,10,0,54,36,7,18,10,0,72,67,7,23,18,0,118,118,14,26,4,0,167,137,14,18,15,3,182,90,13,27,17,0,146,50,12,23,0,0,88,33,11,18,0,0,59,35,5,10,0,4,51,43,7,7,0,0,62,7,8,8,3,0,26,12,0,4,4,0,21,675,106,228,131,16,1158,5,0,3,9,0,19,31,3,7,0,0,43,42,4,12,6,0,61,34,0,12,3,7,55,62,4,6,3,0,81,116,8,9,14,0,155,121,9,7,3,0,150,128,7,14,3,5,150,101,9,8,8,0,122,52,3,7,3,0,61,41,4,3,0,0,48,23,0,4,0,0,23,14,0,0,0,0,18,8,3,0,3,0,12,13,0,0,8,0,20,799,55,89,63,18,1022,5,6,12,29,0,56,60,4,Hindmarsh (S)
23110,64,9,9,30,3,120,428,9,39,8,5,487,352,18,49,12,14,451,365,41,64,16,13,496,439,57,66,7,11,579,796,82,142,22,22,1068,1484,148,134,12,24,1806,2407,172,182,12,32,2808,3005,262,179,13,28,3487,2270,200,106,11,22,2610,1880,181,78,4,7,2159,1438,126,51,3,15,1633,2221,189,85,8,9,2511,824,200,60,8,8,1091,346,28,24,4,26,422,18314,1731,1270,170,242,21727,54,3,14,64,4,149,594,7,44,17,5,670,634,17,83,20,9,769,609,32,103,26,12,773,764,48,78,9,17,916,1296,64,116,14,9,1500,1667,66,90,17,31,1870,1614,62,82,7,13,1779,1580,75,70,3,8,1738,908,64,52,7,8,1049,614,60,43,7,0,734,406,34,22,0,3,466,359,54,25,6,3,443,113,49,22,3,3,184,181,4,6,7,12,220,11406,646,858,223,128,13256,120,15,30,95,11,268,1020,22,Hobsons Bay (C)
23190,12,10,9,30,0,63,145,0,16,9,7,177,84,0,21,14,0,118,87,7,25,16,3,140,152,15,31,12,0,208,262,37,56,22,13,385,436,35,51,18,6,540,590,51,70,18,7,740,511,70,55,11,4,653,309,41,25,5,4,392,232,48,14,3,6,301,181,24,8,6,0,221,184,37,29,5,0,252,44,35,24,4,0,109,51,6,13,4,9,85,3280,414,449,192,68,4398,20,3,4,18,0,40,228,3,10,8,5,260,217,6,20,9,4,255,250,13,26,13,3,303,316,17,27,6,4,375,505,19,37,18,7,582,565,23,36,9,10,645,572,20,28,10,5,636,450,24,28,8,3,503,298,16,16,4,3,334,184,8,14,0,0,206,93,10,3,0,0,106,65,16,10,3,0,95,25,23,6,9,0,54,63,3,5,4,4,82,3842,199,274,120,40,4476,30,13,15,43,0,102,371,3,Horsham (RC)
23270,167,30,24,96,16,330,933,11,34,25,16,1011,966,48,117,36,21,1186,1098,98,185,33,47,1458,1395,159,226,34,43,1859,2515,326,322,52,61,3287,4840,410,347,26,89,5713,7237,509,379,27,96,8254,7809,658,345,25,94,8927,5498,463,221,29,45,6254,4260,465,138,19,32,4917,3056,288,106,9,23,3482,4145,419,109,8,21,4701,1871,399,83,14,19,2385,778,86,66,11,58,1000,46555,4367,2697,447,691,54757,149,13,12,86,15,273,1450,24,103,36,31,1638,1609,69,155,58,36,1926,1692,67,171,45,32,2005,2033,92,164,42,34,2366,3564,143,186,35,47,3971,4445,166,182,27,45,4871,4887,141,132,12,46,5227,4364,149,130,19,33,4691,2596,107,60,8,13,2791,1686,115,36,9,9,1862,1020,61,35,5,3,1121,847,56,30,3,3,944,259,81,20,4,4,375,592,25,22,17,31,687,31191,1301,1435,414,390,34737,314,41,38,184,29,606,2379,30,Hume (C)
23350,4,3,8,22,0,41,56,8,9,12,0,80,49,6,17,14,0,96,38,11,25,13,7,97,56,15,38,15,4,121,99,24,45,17,8,199,146,25,58,6,9,245,245,28,51,11,3,339,254,50,31,9,5,352,219,15,25,3,0,261,196,20,20,0,3,246,121,12,18,3,0,159,123,12,26,0,0,164,25,23,12,3,0,64,27,0,13,3,6,48,1667,246,402,142,45,2497,12,0,3,15,0,31,122,3,12,13,3,150,118,5,20,17,3,170,114,8,22,11,6,162,140,16,37,9,7,213,238,7,38,13,5,301,226,14,38,8,3,289,234,16,27,7,3,283,217,25,17,4,5,270,146,13,14,0,0,165,76,9,10,0,3,97,50,8,10,0,3,65,32,4,5,0,0,49,16,7,6,0,0,35,29,3,3,5,4,47,1777,149,260,104,41,2335,13,4,11,36,0,68,183,8,Indigo (S)
23430,121,36,26,96,3,288,1116,20,41,31,8,1219,1022,55,104,30,15,1234,896,119,133,43,23,1206,1167,140,198,36,27,1569,1939,256,306,33,41,2582,3599,355,331,36,50,4377,5113,458,411,38,56,6077,5604,615,358,30,50,6655,3751,508,266,10,28,4559,2882,571,180,22,25,3672,1987,315,123,17,24,2466,2733,572,152,15,11,3486,1205,580,102,17,15,1917,531,80,52,15,66,747,33669,4684,2792,475,432,42049,119,15,25,109,3,266,1705,34,103,52,26,1920,1741,50,182,55,22,2052,1656,96,164,46,20,1983,1931,99,173,53,31,2281,3113,156,231,50,33,3581,4001,166,197,33,27,4417,4057,167,161,10,32,4429,3502,190,163,25,15,3893,2084,131,83,6,10,2321,1403,153,50,14,11,1630,831,97,46,5,6,983,823,128,53,7,8,1020,309,111,35,6,8,469,452,22,19,14,27,535,27734,1608,1686,485,259,31776,242,55,53,203,11,557,2818,52,Kingston (C) (Vic.)
23670,109,18,21,63,5,216,1112,22,44,32,12,1216,888,44,114,42,10,1099,767,81,117,45,23,1025,883,110,167,27,15,1199,1407,214,271,30,18,1942,2726,291,284,20,35,3351,4135,406,286,19,47,4901,4347,488,327,18,31,5216,2932,401,225,17,19,3590,2412,390,166,15,20,3003,1653,255,104,6,14,2030,2519,360,117,10,11,3016,1085,409,88,3,16,1594,435,58,54,9,35,583,27398,3533,2388,358,305,33976,112,8,9,98,3,239,1635,26,91,45,11,1809,1716,57,149,52,24,1995,1557,113,171,57,26,1925,1953,99,160,26,28,2275,3056,129,208,33,27,3448,3593,158,146,34,22,3957,3883,161,153,22,13,4228,3578,160,135,21,20,3913,2020,107,71,4,9,2213,1361,110,51,5,4,1526,811,46,31,0,6,893,793,87,44,7,9,930,257,87,21,6,0,369,420,21,25,7,19,500,26744,1369,1482,426,212,30234,219,23,35,159,12,451,2750,50,Knox (C)
23810,48,3,15,32,3,105,457,4,25,10,5,509,306,14,45,18,7,397,284,30,62,16,12,397,383,29,65,15,12,505,668,63,94,13,14,856,988,96,101,12,17,1205,1483,96,110,13,23,1731,1609,144,137,9,14,1910,1370,86,60,4,11,1540,1278,109,50,10,5,1447,1161,84,30,0,14,1289,1969,104,49,0,12,2141,861,120,39,4,3,1034,244,18,21,4,19,308,13125,1000,897,166,187,15371,64,6,15,40,4,129,758,7,34,12,9,823,809,16,62,31,17,934,928,28,66,13,21,1056,1129,26,64,11,9,1240,1846,44,81,13,21,2001,2028,44,65,14,23,2176,1899,43,57,12,18,2030,1668,48,52,11,17,1787,1058,28,27,3,8,1116,720,41,16,3,4,783,376,18,5,0,0,409,330,21,15,3,0,371,104,23,11,3,3,143,201,8,9,8,16,249,13922,399,566,174,172,15233,115,13,27,73,11,237,1219,14,Latrobe (C) (Vic.)
