LGA_MAIN11,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total,LGA_NAME11
37550,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,3,7,3,3,0,0,0,22,3,0,5,7,6,0,0,0,21,0,3,3,3,0,0,0,0,9,3,11,10,11,4,0,0,0,39,5,4,0,0,0,0,0,0,9,8,18,13,14,4,0,0,0,57,0,3,0,0,0,0,0,0,3,29,3,7,7,6,0,3,0,55,46,30,32,31,19,0,3,0,161,Woorabinda (S)
41060,611,435,297,123,31,4,2321,17,273,342,351,271,77,29,0,1360,971,3589,2554,1718,1268,454,168,48,10770,400,1212,1561,1489,1135,503,232,76,6608,121,257,287,255,249,135,44,14,1362,1298,2369,2614,2605,1967,1211,778,265,13107,258,240,180,106,88,32,16,3,923,1677,2866,3081,2966,2304,1378,838,282,15392,69,138,166,161,155,117,70,31,907,1013,860,914,1028,989,1062,1283,902,8051,4186,9719,9229,8148,6419,3714,2651,1343,45409,Charles Sturt (C)
41140,27,16,24,15,3,0,99,3,9,27,31,35,16,0,0,121,24,140,167,118,140,74,20,6,689,13,56,97,115,125,62,25,0,493,9,16,33,25,30,16,0,0,129,139,211,257,267,213,103,46,5,1241,25,28,20,18,14,3,0,0,108,173,255,310,310,257,122,46,5,1478,6,12,11,16,21,9,6,0,81,54,41,59,69,86,73,91,62,535,273,527,698,675,688,371,191,73,3496,Clare and Gilbert Valleys (DC)
42750,12,13,5,9,6,3,56,0,5,7,16,23,3,0,0,54,10,79,78,59,72,40,10,0,348,8,26,37,58,71,29,9,8,246,6,15,11,6,12,6,3,0,59,32,107,123,160,117,56,14,6,615,11,10,12,11,9,0,0,0,53,49,132,146,177,138,62,17,6,727,0,3,7,8,9,3,0,3,33,25,34,45,58,53,62,37,21,335,92,287,332,389,371,208,79,41,1799,Kangaroo Island (DC)
43080,0,3,0,0,0,0,3,0,0,3,0,0,4,0,0,7,6,11,11,12,3,3,3,0,49,0,0,13,10,15,0,0,0,38,0,4,3,3,3,0,0,0,13,15,14,17,23,17,9,4,0,99,6,0,6,0,3,0,0,0,15,21,18,26,26,23,9,4,0,127,0,0,0,0,0,0,0,0,0,11,4,17,16,15,6,13,5,87,38,33,70,67,56,22,20,5,311,Karoonda East Murray (DC)
44830,3,8,3,0,0,0,14,0,0,9,14,7,6,0,0,36,10,33,22,45,29,15,4,6,164,3,15,26,41,39,17,6,3,150,3,6,9,6,3,4,3,3,37,25,63,58,117,81,49,13,4,410,3,6,9,6,0,0,0,0,24,31,75,76,129,84,53,16,7,471,0,3,3,6,3,3,3,0,21,27,19,23,41,39,49,26,8,232,71,145,162,284,204,143,55,24,1088,Mount Remarkable (DC)
37570,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,6,3,3,3,0,3,0,0,0,12,5,6,6,3,0,0,0,0,20,3,0,3,3,0,0,0,0,9,11,9,12,6,3,0,0,0,41,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,6,14,9,21,9,9,0,0,0,62,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,3,7,8,6,0,0,0,27,3,8,14,4,6,0,0,0,35,3,3,6,8,3,0,0,0,23,35,40,52,22,15,0,0,0,164,18,15,13,12,3,0,0,0,61,56,58,71,42,21,0,0,0,248,0,0,5,3,0,0,0,0,8,30,15,16,8,6,0,0,0,75,92,84,113,71,39,0,0,0,399,Yarrabah (S)
39399,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,6,7,0,3,0,0,28,0,9,5,9,3,3,0,0,29,0,0,3,0,3,0,3,0,9,17,20,8,21,11,6,7,0,90,0,0,3,0,3,0,0,0,6,17,20,14,21,17,6,10,0,105,0,0,0,0,0,4,0,0,4,11,14,15,22,15,12,10,6,105,34,52,40,62,35,28,20,6,277,
39499,40,40,43,11,3,0,238,5,23,17,23,26,11,3,0,108,160,415,172,117,160,69,12,0,1105,51,124,114,137,204,76,13,3,722,18,30,23,28,47,20,3,3,172,191,333,270,300,502,265,52,3,1916,48,27,9,20,26,6,3,0,139,257,390,302,348,575,291,58,6,2227,8,31,21,30,35,27,7,6,165,339,374,348,325,378,226,71,13,2074,830,1448,1014,1020,1421,711,167,28,6639,
41330,3,0,0,0,0,0,3,0,0,3,5,3,0,0,0,11,9,21,16,14,18,7,3,0,88,4,15,15,24,16,7,0,0,81,0,0,0,6,0,3,3,0,12,18,34,31,50,51,43,12,0,239,0,3,3,3,0,0,0,0,9,18,37,34,59,51,46,15,0,260,0,0,7,4,6,3,0,0,20,30,28,40,34,45,62,17,0,256,61,101,118,140,139,125,35,0,719,Coober Pedy (DC)
41560,7,13,11,5,0,0,39,0,8,16,21,23,4,0,0,72,37,124,90,96,104,55,21,3,530,7,52,82,138,128,98,21,8,534,12,32,33,32,34,25,0,3,171,172,280,324,389,299,257,109,23,1853,42,52,28,25,19,7,0,0,173,226,364,385,446,352,289,109,26,2197,6,7,15,11,14,18,11,3,85,87,60,73,122,134,209,210,59,954,363,618,668,847,766,678,372,99,4411,Copper Coast (DC)
40070,306,242,234,138,52,16,1666,17,138,82,71,108,42,12,0,470,805,1809,586,455,502,227,80,25,4489,312,340,191,189,164,143,48,18,1405,33,31,34,24,37,14,11,3,187,215,273,197,164,146,78,31,17,1121,71,39,22,12,11,6,0,0,161,319,343,253,200,194,98,42,20,1469,40,42,29,20,30,28,13,10,212,570,554,341,297,258,173,146,120,2459,2114,3853,1788,1474,1490,849,393,209,12170,Adelaide (C)
40120,421,486,433,178,38,14,1708,3,63,223,240,270,81,7,3,890,234,846,1387,1299,1159,453,123,24,5525,73,274,618,830,852,370,106,21,3144,48,56,106,122,138,75,20,3,568,438,630,993,1174,791,408,161,43,4638,83,60,56,60,48,13,7,6,333,569,746,1155,1356,977,496,188,52,5539,16,39,46,84,85,62,24,8,364,294,193,249,319,304,269,198,120,1946,1197,2291,4099,4614,4080,1909,684,242,19116,Adelaide Hills (DC)
40220,51,50,84,60,13,3,301,0,20,43,65,74,49,7,3,261,49,228,312,299,360,269,70,23,1610,49,140,290,339,418,301,107,13,1657,22,49,81,65,81,69,22,13,402,308,538,641,776,694,497,231,47,3732,68,79,55,51,25,8,7,0,293,398,666,777,892,800,574,260,60,4427,12,23,32,49,61,45,36,5,263,176,83,146,198,269,337,293,95,1597,687,1197,1651,1892,2066,1635,786,202,10116,Alexandrina (DC)
40250,3,5,3,4,0,0,21,0,5,0,3,8,0,3,0,19,3,43,14,17,9,0,3,0,89,0,6,6,15,11,0,0,0,38,6,8,3,3,0,0,0,0,20,7,28,17,23,15,0,0,3,93,9,4,14,4,3,0,0,0,34,22,40,34,30,18,0,0,3,147,3,0,3,3,3,0,0,0,12,40,46,29,20,11,8,0,0,154,68,146,89,93,63,12,6,3,480,Anangu Pitjantjatjara (AC)
40310,61,66,52,22,6,0,231,0,26,72,66,82,23,0,5,274,68,353,403,289,283,111,48,10,1565,34,176,315,343,310,134,54,9,1375,26,63,74,68,69,26,11,3,340,327,642,775,725,544,268,113,26,3420,77,76,49,37,22,15,3,0,279,430,781,898,830,635,309,127,29,4039,7,15,43,55,38,24,13,3,198,150,110,152,172,212,176,211,117,1300,689,1485,1944,1821,1612,799,459,173,8982,Barossa (DC)
40430,0,7,0,0,0,0,10,0,4,4,6,7,0,0,0,21,3,19,18,19,7,14,0,0,80,0,0,24,32,33,20,4,0,113,0,8,7,6,7,3,0,3,34,20,54,50,50,68,46,22,5,315,0,3,6,6,4,3,0,0,22,20,65,63,62,79,52,22,8,371,0,3,8,3,3,0,6,0,23,20,3,24,21,36,31,38,14,187,43,97,141,150,165,117,70,22,805,Barunga West (DC)
41830,3,0,0,0,0,0,6,0,3,4,5,9,0,0,0,21,8,24,34,11,22,5,3,3,110,0,9,15,20,24,7,3,0,78,0,6,3,3,7,6,0,0,25,27,41,47,50,45,24,4,0,238,8,4,3,3,0,0,0,0,18,35,51,53,56,52,30,4,0,281,0,3,3,0,0,3,0,3,12,17,11,17,24,34,30,21,7,161,60,104,129,116,141,75,31,13,669,Flinders Ranges (DC)
41960,0,0,0,3,0,0,3,0,0,0,0,6,4,0,0,10,0,10,12,11,15,0,3,0,51,3,0,12,11,17,6,0,0,49,3,5,0,4,0,4,0,0,16,15,38,39,33,31,11,5,0,172,6,6,4,3,0,0,0,0,19,24,49,43,40,31,15,5,0,207,0,0,0,3,3,0,0,0,6,15,9,19,13,32,21,16,6,131,42,68,86,78,104,49,24,6,457,Franklin Harbour (DC)
43710,0,8,15,3,0,0,26,0,8,14,10,10,0,0,0,42,8,83,69,45,54,25,9,0,293,5,37,56,63,53,29,5,0,248,3,14,15,8,10,3,0,0,53,64,130,153,158,92,64,22,4,687,9,19,14,6,6,6,0,0,60,76,163,182,172,108,73,22,4,800,3,4,14,6,7,9,3,0,46,52,34,70,77,50,42,36,11,372,144,329,405,381,297,181,75,15,1827,Lower Eyre Peninsula (DC)
43360,6,3,0,0,0,0,17,0,4,6,6,7,0,0,0,23,4,33,11,17,25,11,3,3,107,8,12,16,23,27,9,0,0,95,3,8,7,3,6,3,3,0,33,31,58,48,51,46,25,16,3,278,3,10,6,6,3,3,0,0,31,37,76,61,60,55,31,19,3,342,0,0,10,0,8,0,3,0,21,19,11,14,21,41,28,33,22,189,68,144,124,130,163,79,58,28,794,Kingston (DC)
40700,637,796,637,336,140,34,2973,14,121,225,354,290,119,37,7,1167,667,1657,1879,1882,1590,857,394,161,9087,141,280,554,698,736,544,276,119,3348,29,37,75,112,146,99,47,22,567,261,339,410,606,410,268,178,70,2542,51,31,35,46,30,18,16,6,233,341,407,520,764,586,385,241,98,3342,26,30,59,64,93,83,52,21,428,347,223,228,340,370,381,461,389,2739,1562,3085,4102,4898,4302,2705,1601,829,23084,Burnside (C)
41190,0,0,0,4,0,0,4,0,0,5,5,6,0,0,0,16,8,25,19,14,11,3,3,0,83,0,10,30,18,12,7,3,0,80,0,0,12,4,6,6,0,0,28,32,45,52,44,41,16,3,0,233,7,9,3,4,3,3,0,0,29,39,54,67,52,50,25,3,0,290,0,3,0,4,3,3,3,3,19,8,6,13,11,13,6,21,11,89,55,98,134,104,95,48,33,14,581,Cleve (DC)
42030,54,49,36,17,9,0,202,0,21,41,58,45,15,3,0,183,100,296,251,233,191,74,39,10,1194,48,170,241,323,254,105,51,13,1205,36,51,62,58,43,31,12,3,296,338,647,593,586,422,244,170,37,3037,87,77,40,32,16,14,0,0,266,461,775,695,676,481,289,182,40,3599,12,19,27,39,36,20,19,3,175,240,137,172,187,169,207,261,107,1480,861,1455,1481,1565,1212,727,564,173,8038,Gawler (T)
42110,5,9,5,6,0,0,25,0,4,4,9,10,0,0,0,27,3,23,41,40,45,29,3,0,184,0,22,41,48,42,22,6,6,187,9,7,20,20,13,6,3,0,78,62,77,113,128,111,69,24,0,584,12,16,7,9,0,0,3,0,47,83,100,140,157,124,75,30,0,709,5,3,4,7,4,9,3,0,35,36,13,35,50,45,44,42,28,293,127,165,270,320,275,185,84,34,1460,Goyder (DC)
42250,13,13,11,4,0,0,45,0,9,21,20,15,5,0,0,70,12,75,112,76,78,23,3,0,379,7,39,70,73,81,42,14,3,329,6,17,41,23,20,6,4,0,117,107,203,320,289,178,72,11,0,1180,29,15,23,11,9,0,0,0,87,142,235,384,323,207,78,15,0,1384,6,9,13,14,15,11,0,0,68,65,70,103,108,104,89,69,50,658,232,441,716,627,511,252,101,53,2933,Grant (DC)
45040,25,22,16,0,3,0,88,0,13,20,33,34,9,0,3,112,38,194,152,109,116,69,19,5,702,34,94,156,184,147,77,25,3,720,24,51,66,48,45,16,4,3,257,286,489,521,576,374,247,83,26,2602,88,90,84,53,30,9,3,0,357,398,630,671,677,449,272,90,29,3216,6,15,38,39,15,19,3,3,138,301,288,350,258,207,241,228,86,1959,780,1253,1412,1322,984,687,368,129,6935,Murray Bridge (RC)
50910,0,0,4,0,0,0,4,0,3,3,0,6,0,0,0,12,4,11,12,0,4,4,0,0,35,0,3,5,9,6,6,0,3,32,0,3,3,3,0,0,0,0,9,10,16,15,16,21,11,6,0,95,0,3,3,4,0,0,0,0,10,10,22,21,23,21,11,6,0,114,0,3,6,4,6,4,0,0,23,4,6,15,7,13,17,13,6,81,18,48,62,43,60,42,19,9,301,Brookton (S)
50980,44,50,39,14,0,0,181,3,45,55,51,31,8,0,0,193,57,430,361,223,147,29,7,0,1254,54,190,228,188,119,26,9,0,814,32,35,30,43,24,6,0,0,170,224,510,524,388,239,80,26,5,1996,73,62,33,30,13,3,0,0,214,329,607,587,461,276,89,26,5,2380,13,46,49,55,35,18,3,0,219,337,396,401,295,214,105,49,16,1813,793,1748,1725,1323,861,289,94,21,6854,Broome (S)
43220,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,6,21,11,8,9,0,0,0,55,0,6,11,7,10,8,3,0,45,3,6,0,3,0,0,0,0,12,8,36,23,31,23,11,4,0,136,0,4,3,0,3,0,0,0,10,11,46,26,34,26,11,4,0,158,0,0,3,0,3,0,0,0,6,5,9,7,9,13,9,17,19,88,22,82,61,61,64,28,24,19,361,Kimba (DC)
43650,36,24,18,3,0,0,99,4,17,37,43,23,3,4,0,131,49,179,237,171,128,53,17,7,841,18,112,205,248,127,83,10,7,810,18,38,51,56,25,13,3,0,204,166,403,539,528,302,141,58,10,2147,43,46,26,31,18,0,0,0,164,227,487,616,615,345,154,61,10,2515,7,9,27,25,16,5,9,3,101,121,53,85,135,94,88,75,46,697,426,875,1243,1261,751,389,176,73,5194,Light (RegC)
50250,23,12,7,3,0,0,74,0,30,33,9,6,0,0,0,78,83,269,182,69,34,4,3,0,644,19,143,164,120,44,7,4,0,501,11,33,32,24,5,0,0,0,105,224,718,662,454,201,21,0,0,2280,20,43,28,15,5,0,0,0,111,255,794,722,493,211,21,0,0,2496,11,19,32,28,11,3,0,0,104,192,435,388,304,149,25,3,0,1496,560,1719,1544,1035,462,63,10,0,5393,Ashburton (S)
42600,312,333,258,104,44,10,1344,11,86,141,189,180,58,23,7,695,369,1278,1017,952,832,367,210,74,5099,116,354,492,679,616,323,174,97,2851,39,71,70,92,122,73,39,18,524,418,705,649,839,679,371,259,101,4021,72,64,47,40,37,18,13,6,297,529,840,766,971,838,462,311,125,4842,12,29,47,57,70,52,42,35,344,313,289,263,328,354,334,528,490,2899,1360,3149,3038,3509,3148,1700,1332,838,18074,Holdfast Bay (C)
44000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,14,5,0,5,9,3,0,0,0,22,Maralinga Tjarutja (AC)
44060,526,371,290,80,32,10,1993,28,231,273,310,250,85,29,5,1211,789,3108,2106,1492,1084,426,188,57,9250,304,1054,1236,1317,1023,485,239,73,5731,136,170,243,226,222,127,62,17,1203,1138,2252,2183,2176,1710,923,621,211,11214,278,224,151,140,91,27,10,6,927,1552,2646,2577,2542,2023,1077,693,234,13344,50,110,151,149,147,86,72,27,792,730,593,603,728,765,729,936,645,5729,3501,8378,7472,6909,5582,2968,2189,1051,38050,Marion (C)
44210,7,3,14,8,0,0,32,0,7,8,13,15,8,0,0,51,11,61,63,54,82,37,8,0,316,0,26,60,76,102,50,18,3,335,7,8,23,22,23,14,4,0,101,83,159,226,285,288,184,67,6,1298,28,24,17,23,10,3,0,0,105,118,191,266,330,321,201,71,6,1504,3,0,6,12,21,14,8,4,68,89,111,126,152,161,130,111,51,931,221,396,536,640,716,448,216,64,3237,Mid Murray (DC)
44340,783,839,676,334,108,18,3348,13,193,427,465,430,129,39,4,1700,806,2538,2624,2127,1759,904,349,118,11225,203,589,1037,1158,1092,636,293,143,5151,60,103,136,206,162,114,79,25,885,558,960,1152,1246,870,599,412,161,5958,139,96,90,87,50,37,14,6,519,757,1159,1378,1539,1082,750,505,192,7362,35,63,98,112,117,83,69,28,605,457,322,318,410,408,417,551,375,3258,2310,5415,6665,6650,5564,3253,1914,878,32649,Mitcham (C)
44550,140,138,122,48,15,0,514,4,52,143,127,108,32,6,0,472,137,544,756,586,459,184,63,23,2752,72,297,553,524,438,250,68,21,2223,42,68,110,103,97,36,18,3,477,438,877,1021,938,625,281,110,27,4317,110,98,67,65,36,15,6,3,400,590,1043,1198,1106,758,332,134,33,5194,20,41,48,58,46,31,16,5,265,196,145,193,225,222,195,158,110,1444,1022,2170,3031,2764,2153,1072,460,192,12864,Mount Barker (DC)
46300,24,21,24,8,0,0,96,4,15,24,20,24,11,0,0,98,40,240,196,132,96,47,21,5,777,15,73,134,178,149,60,25,13,647,22,31,46,40,32,9,6,0,186,268,457,438,399,288,144,60,25,2079,55,99,47,30,14,10,0,3,258,345,587,531,469,334,163,66,28,2523,14,40,33,39,14,9,8,3,160,158,114,133,142,146,137,140,76,1046,576,1088,1075,1001,787,435,260,125,5347,Port Lincoln (C)
46450,16,20,11,3,0,0,68,0,20,22,20,25,5,0,0,92,53,193,134,122,118,52,14,0,686,21,78,108,166,132,61,13,6,585,19,34,38,35,37,13,17,0,193,245,397,467,484,391,221,119,23,2347,79,67,47,39,17,11,0,0,260,343,498,552,558,445,245,136,23,2800,9,12,22,20,22,11,14,6,116,161,128,165,168,194,215,235,93,1359,587,947,1019,1074,947,592,412,128,5706,Port Pirie City and Dists (M)
45090,9,3,10,0,4,0,38,0,10,14,19,12,6,0,0,61,31,152,114,66,56,32,14,0,465,10,62,90,93,97,37,13,0,402,3,16,25,25,19,3,3,5,99,106,238,234,243,156,48,17,11,1053,36,32,27,13,4,3,0,0,115,145,286,286,281,179,54,20,16,1267,6,11,15,11,15,8,4,3,73,92,65,62,68,96,69,68,48,568,284,598,590,541,465,206,123,67,2874,Naracoorte and Lucindale (DC)
45120,6,3,10,3,0,0,28,0,11,7,15,11,6,0,0,50,10,91,52,49,50,17,6,0,275,5,21,33,69,57,16,9,3,213,6,11,10,13,11,3,3,0,57,57,127,119,133,96,46,31,4,613,16,15,13,4,5,3,0,0,56,79,153,142,150,112,52,34,4,726,6,4,6,4,7,8,3,3,41,31,14,22,40,55,52,50,25,289,131,300,268,330,302,154,102,35,1622,Northern Areas (DC)
45290,471,402,340,147,37,19,2068,17,162,182,204,210,64,12,0,851,660,2286,1487,1043,824,340,143,61,6844,177,471,519,519,496,263,106,69,2620,30,55,74,94,95,38,19,10,415,305,546,551,566,391,215,190,73,2837,40,66,36,40,19,11,6,3,221,375,667,661,700,505,264,215,86,3473,23,44,56,51,44,33,28,14,293,330,356,264,306,279,278,358,264,2435,1615,4605,3640,3225,2698,1389,899,513,18584,Norwood Payneham St Peters (C)
45340,457,449,399,183,40,3,1887,32,219,368,436,398,135,21,6,1615,757,2925,2737,2125,1724,723,247,58,11296,409,1541,2229,2339,1993,850,291,67,9719,236,462,548,466,485,210,85,21,2513,2653,5371,5137,5040,4192,2118,948,226,25685,609,643,387,299,191,84,17,3,2233,3498,6476,6072,5805,4868,2412,1050,250,30431,118,205,269,276,263,213,92,31,1467,1420,1067,1199,1368,1414,1380,1376,894,10118,6247,12776,13331,12798,11059,5896,3117,1309,66533,Onkaparinga (C)
48540,41,29,24,12,0,0,160,4,21,30,31,21,4,0,0,111,110,375,315,191,121,38,14,0,1164,29,87,224,196,129,69,15,3,752,22,50,61,49,30,18,7,0,237,359,603,779,812,570,344,173,26,3666,98,104,61,35,10,8,0,0,316,479,757,901,896,610,370,180,26,4219,4,30,22,33,22,25,11,3,150,274,207,242,324,284,360,252,82,2025,907,1524,1775,1700,1211,878,472,114,8581,Whyalla (C)
51080,0,0,0,3,0,0,3,0,3,4,4,0,0,0,0,11,6,17,26,13,10,5,0,0,77,0,7,8,11,14,4,3,0,47,0,6,3,3,3,0,0,0,15,6,28,26,27,21,9,0,0,117,3,3,0,0,0,0,0,0,6,9,37,29,30,24,9,0,0,138,0,0,0,0,4,0,0,0,4,7,7,15,9,9,10,6,3,66,22,71,82,67,61,31,9,3,346,Broomehill-Tambellup (S)
51120,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,6,3,19,16,3,4,0,4,0,49,0,8,13,9,9,5,0,0,44,0,0,0,3,3,0,0,3,9,19,14,23,24,17,10,0,0,107,8,3,0,0,0,0,0,0,11,27,17,23,27,20,10,0,3,127,0,0,0,3,8,3,0,0,14,5,6,8,6,5,11,15,11,67,35,53,60,54,46,29,19,14,310,Bruce Rock (S)
51190,78,81,70,22,6,0,324,3,60,93,73,62,12,4,0,307,116,633,494,444,330,147,62,11,2237,130,284,298,381,336,139,54,19,1641,47,87,77,90,66,37,15,8,427,911,1201,981,1039,812,481,429,189,6043,150,87,67,40,33,8,0,0,385,1108,1375,1125,1169,911,526,444,197,6855,32,71,63,91,92,61,36,14,460,296,378,343,307,214,168,99,21,1826,1688,2865,2494,2546,2015,1075,705,262,13650,Bunbury (C)
45400,0,0,0,0,0,0,3,0,0,3,6,4,0,0,0,13,3,3,7,5,9,8,0,5,40,3,7,13,9,14,6,3,0,55,0,0,4,0,0,0,0,0,4,11,23,22,26,34,18,4,0,138,0,0,0,4,0,0,0,0,4,11,23,26,30,34,18,4,0,146,0,0,4,3,0,0,0,0,7,6,4,6,6,14,6,16,4,62,26,37,59,59,75,38,23,9,326,Orroroo/Carrieton (DC)
45540,0,6,0,4,0,0,10,0,0,0,0,7,0,0,0,7,3,14,3,10,11,7,3,0,51,0,7,8,14,18,9,0,0,56,0,0,8,6,0,0,3,0,17,9,24,25,43,36,20,15,8,180,7,0,4,3,0,0,0,0,14,16,24,37,52,36,20,18,8,211,0,3,0,6,10,6,3,0,28,16,11,18,25,40,39,21,9,179,35,59,66,113,122,85,45,17,542,Peterborough (DC)
45680,89,68,35,13,9,0,311,9,57,56,67,59,13,8,0,269,247,704,562,425,300,109,46,13,2406,206,583,737,739,454,172,79,16,2986,183,232,229,215,110,46,20,4,1039,1499,2578,2122,1886,1242,707,402,82,10518,458,410,225,133,57,12,3,3,1301,2140,3220,2576,2234,1409,765,425,89,12858,64,108,112,91,78,47,37,11,548,1159,787,878,858,762,697,714,284,6139,3837,5544,5010,4482,3097,1816,1318,413,25517,Playford (C)
45890,736,423,261,88,26,3,2835,15,277,320,307,241,61,14,0,1235,873,4218,2626,1472,1007,357,137,36,10726,490,1493,1545,1305,989,382,142,43,6389,138,266,293,250,206,81,30,10,1274,1421,2947,2683,2622,1870,978,641,209,13371,336,368,223,157,86,29,10,3,1212,1895,3581,3199,3029,2162,1088,681,222,15857,87,214,190,177,142,94,57,22,983,1429,1508,1362,1318,1223,1091,1262,768,9961,4876,12502,9978,8031,6025,3161,2319,1094,47986,Port Adelaide Enfield (C)
46090,12,17,18,6,0,0,78,0,15,22,28,35,3,0,0,103,64,164,150,100,70,23,9,5,585,21,55,103,158,117,29,3,0,486,16,33,33,28,18,3,3,3,137,194,354,372,459,305,175,68,11,1938,49,56,44,15,6,9,0,0,179,259,443,449,502,329,187,71,14,2254,3,8,30,18,17,16,5,3,100,305,335,339,265,256,196,168,71,1935,652,1045,1105,1088,842,460,256,93,5541,Port Augusta (C)
46510,256,204,150,48,11,0,1025,6,76,120,143,105,25,5,0,480,306,1080,856,583,392,117,47,12,3393,99,291,320,343,252,74,29,12,1420,34,38,54,54,37,13,4,3,237,216,394,403,412,262,126,79,34,1926,40,40,36,19,12,0,3,0,150,290,472,493,485,311,139,86,37,2313,14,27,32,39,20,11,8,8,159,224,171,127,156,122,114,149,94,1157,959,2453,2204,1953,1352,528,335,163,9947,Prospect (C)
46670,7,9,9,3,0,0,52,0,7,13,8,23,3,0,0,54,18,116,86,67,42,22,6,3,360,22,67,89,87,98,33,7,0,403,6,12,29,19,9,9,0,0,84,142,217,238,250,166,91,39,15,1158,25,38,20,10,7,0,0,0,100,173,267,287,279,182,100,39,15,1342,3,16,11,22,19,9,4,4,88,119,111,112,127,127,116,121,63,896,335,608,605,599,500,286,177,85,3195,Renmark Paringa (DC)
46860,3,0,7,0,0,0,13,0,0,9,3,0,0,0,0,12,3,19,27,10,14,14,8,0,95,3,5,12,13,24,13,4,0,74,6,3,8,3,6,0,0,0,26,22,45,45,38,32,17,3,3,205,5,7,0,3,3,0,0,0,18,33,55,53,44,41,17,3,3,249,0,0,4,3,3,4,0,0,14,12,12,18,17,23,29,16,8,135,51,94,126,90,112,77,31,11,592,Robe (DC)
