LGA_MAIN11,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total,LGA_NAME11
34570,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10,0,3,0,0,0,0,16,0,0,3,3,3,3,0,0,12,4,0,0,0,0,0,0,0,4,10,14,25,10,6,0,3,0,68,3,3,5,0,0,0,0,0,11,17,17,30,10,6,0,3,0,83,4,3,0,8,0,0,0,0,15,6,3,6,6,3,0,0,0,24,30,33,39,30,15,3,3,0,153,Lockhart River (S)
34770,218,272,153,40,6,6,896,11,135,211,257,130,35,8,0,787,506,2032,1723,1254,742,225,97,15,6594,205,849,1287,1317,761,314,100,26,4859,148,251,270,252,138,62,20,3,1144,2513,4696,4357,4082,2604,1089,371,82,19794,375,345,214,159,67,37,0,3,1200,3036,5292,4841,4493,2809,1188,391,88,22138,68,126,162,198,157,84,57,12,864,1398,1506,1556,1677,1304,954,830,388,9613,5230,10135,9998,9468,6056,2840,1489,535,45751,Mackay (R)
34800,0,3,0,0,0,0,6,0,5,3,0,0,0,0,0,8,6,28,15,11,3,0,0,0,63,0,9,10,6,8,3,0,0,36,4,0,8,0,0,0,0,0,12,32,60,34,19,23,3,0,0,171,3,7,0,3,0,0,0,0,13,39,67,42,22,23,3,0,0,196,3,0,0,0,0,3,0,0,6,18,31,19,11,23,15,14,3,134,66,143,89,53,57,24,14,3,449,McKinlay (S)
35250,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,12,5,9,3,10,10,0,0,0,37,0,3,7,10,9,0,0,0,29,4,3,6,5,4,0,0,0,22,6,16,19,9,11,3,0,0,64,0,10,0,0,4,0,0,0,14,10,29,25,14,19,3,0,0,100,0,5,0,0,0,0,0,0,5,9,12,5,11,5,5,0,0,47,24,58,45,52,43,8,0,0,230,Mornington (S)
35300,46,53,28,7,0,0,217,7,48,37,35,18,3,0,0,148,186,595,283,183,98,20,4,3,1372,39,222,204,166,72,28,9,3,743,18,37,36,31,23,6,3,0,154,466,962,771,658,327,129,29,3,3345,68,53,30,20,15,3,4,0,193,552,1052,837,709,365,138,36,3,3692,15,28,18,27,17,10,0,0,115,580,617,562,489,299,194,103,18,2862,1383,2641,1987,1662,897,400,152,27,9149,Mount Isa (C)
35600,3,6,6,0,0,0,26,0,5,12,6,3,3,0,0,29,19,108,64,52,33,7,0,0,283,4,39,47,51,29,10,0,3,183,10,6,15,17,8,0,0,0,56,88,108,125,84,70,30,6,0,511,16,12,3,7,0,3,0,0,41,114,126,143,108,78,33,6,0,608,6,6,4,4,10,0,0,3,33,52,44,57,60,74,61,62,20,430,198,336,330,287,233,114,68,26,1592,Murweh (S)
35670,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,3,3,3,0,0,0,9,0,0,3,3,0,0,0,0,6,11,8,14,12,7,0,0,0,52,6,3,3,3,0,0,0,0,15,17,11,20,18,7,0,0,0,73,0,0,3,0,0,0,0,0,3,6,3,0,0,0,0,0,0,9,23,17,30,21,10,0,0,0,101,Napranum (S)
35760,14,6,10,8,0,0,50,0,14,23,17,12,7,0,0,73,30,112,98,68,86,36,15,0,445,20,64,88,93,84,43,11,0,403,13,8,22,26,33,7,0,3,112,107,213,214,248,216,117,34,8,1157,47,32,17,20,8,4,0,0,128,167,253,253,294,257,128,34,11,1397,5,10,12,18,15,12,5,4,81,101,76,101,134,153,197,146,88,996,323,541,589,630,617,431,211,103,3445,North Burnett (R)
35780,3,0,3,0,3,0,12,4,0,0,0,0,0,0,0,4,9,31,20,17,12,3,0,0,92,3,9,29,21,10,4,0,0,76,3,6,7,3,0,3,0,0,22,35,67,51,60,24,3,3,3,246,20,20,22,9,4,0,0,0,75,58,93,80,72,28,6,3,3,343,0,0,6,3,3,0,0,0,12,50,34,32,28,16,3,0,0,163,124,170,170,141,72,16,6,3,702,Northern Peninsula Area (R)
36070,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,0,0,0,9,0,3,7,6,3,0,0,0,19,3,0,3,3,0,0,0,0,9,4,18,19,8,8,0,0,0,57,8,5,5,9,0,0,0,0,27,15,23,27,20,8,0,0,0,93,0,0,0,0,6,0,0,0,6,6,5,5,4,6,0,0,0,26,24,37,39,30,26,0,0,0,156,Pormpuraaw (S)
32330,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,12,4,0,0,0,31,0,5,7,0,6,0,0,0,18,19,31,26,20,0,0,0,0,96,8,6,6,7,0,0,3,0,30,27,42,39,27,6,0,3,0,144,0,0,0,4,0,0,0,0,4,0,0,5,5,5,0,0,0,15,30,45,53,51,15,0,3,0,197,Cherbourg (S)
32450,12,7,3,0,0,0,32,0,3,6,6,0,3,0,0,18,22,76,55,27,13,4,0,0,197,13,36,25,27,9,4,0,0,114,6,6,3,3,6,0,0,0,24,70,147,103,87,53,11,6,0,477,7,6,6,3,0,0,0,0,22,83,159,112,93,59,11,6,0,523,4,6,0,8,6,3,0,0,27,79,89,77,83,64,42,17,4,455,201,379,287,251,154,67,23,4,1366,Cloncurry (S)
32500,9,9,14,4,0,0,51,0,6,8,8,8,0,0,0,30,13,68,39,37,32,15,6,0,210,8,22,45,46,40,18,3,0,182,4,3,11,10,7,3,0,0,38,30,83,116,126,124,44,11,0,534,8,16,9,10,3,0,0,0,46,42,102,136,146,134,47,11,0,618,0,10,8,11,14,7,0,0,50,140,281,182,118,81,57,15,6,880,206,501,427,375,323,148,35,6,2021,Cook (S)
32600,0,3,3,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,6,3,3,0,0,0,12,3,4,3,3,0,3,0,0,16,0,3,0,0,0,0,0,0,3,5,9,4,3,9,3,0,0,33,0,0,0,0,0,0,0,0,0,5,12,4,3,9,3,0,0,36,0,0,0,0,0,0,0,0,0,8,9,3,7,3,6,3,0,39,16,25,19,19,18,12,3,0,112,Croydon (S)
34580,74,82,68,30,9,0,331,6,24,54,60,39,21,3,0,207,131,513,391,344,242,130,39,9,1799,87,235,375,378,304,130,34,11,1554,47,69,84,77,71,23,5,3,379,528,839,993,974,741,378,112,25,4590,158,70,79,50,19,10,0,0,386,733,978,1156,1101,831,411,117,28,5355,24,30,42,63,41,37,25,4,266,499,371,400,462,396,422,294,134,2978,1480,2219,2492,2490,1921,1181,521,186,12490,Lockyer Valley (R)
34590,709,592,462,141,43,3,2738,68,328,481,403,331,82,17,5,1715,1297,5076,3908,2703,1859,688,182,45,15758,1174,3217,3411,3006,2190,823,203,45,14069,470,728,791,668,508,192,67,17,3441,5022,8663,8575,7737,5912,2831,919,192,39851,1260,950,670,440,245,76,17,3,3661,6752,10341,10036,8845,6665,3099,1003,212,46953,212,388,407,474,431,275,115,28,2330,3987,2845,3104,2971,2767,2146,1517,733,20070,13524,22949,22056,18994,14705,7254,3080,1071,103633,Logan (C)
32750,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,3,4,0,0,0,18,0,6,0,3,0,3,0,0,12,0,3,0,0,0,0,0,0,3,12,10,11,9,4,4,0,0,50,6,0,0,3,0,0,0,0,9,18,13,11,12,4,4,0,0,62,0,0,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,8,26,30,14,18,12,7,0,0,107,Diamantina (S)
34710,11,3,5,0,0,0,25,0,8,10,9,5,3,0,0,35,25,131,65,51,29,8,6,0,315,20,42,72,50,29,8,3,3,227,3,12,10,10,9,0,0,3,47,79,132,108,103,68,24,9,3,526,20,18,8,6,5,0,0,0,57,102,162,126,119,82,24,9,6,630,4,3,3,3,8,4,0,0,25,42,39,44,46,32,25,43,18,289,193,391,331,281,190,72,61,27,1546,Longreach (R)
32770,0,3,3,0,0,0,6,0,4,0,0,0,0,0,0,4,7,16,7,6,3,0,0,0,39,0,3,3,3,0,0,0,0,9,0,7,0,0,0,0,0,0,7,8,11,8,9,5,0,0,0,41,0,8,9,0,0,0,0,0,17,8,26,17,9,5,0,0,0,65,3,0,3,0,0,0,0,0,6,6,7,10,0,3,0,0,0,26,24,56,40,21,14,0,0,0,155,Doomadgee (S)
33100,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,6,6,16,6,8,6,3,0,0,45,3,3,6,0,10,7,0,0,29,0,0,3,3,0,0,0,0,6,15,22,14,23,15,16,3,0,108,6,3,0,3,3,0,0,0,15,21,25,17,29,18,16,3,0,129,0,0,3,0,3,0,0,0,6,0,7,6,22,21,25,8,0,89,33,51,44,59,58,51,11,0,307,Etheridge (S)
33200,3,3,0,0,0,0,10,0,3,5,0,0,3,0,0,11,4,27,15,10,8,3,3,3,73,3,9,15,12,12,6,0,0,57,0,6,4,3,3,0,0,0,16,35,42,38,45,27,11,8,0,206,3,3,3,3,0,3,0,0,15,38,51,45,51,30,14,8,0,237,4,3,0,3,0,0,4,0,14,19,19,27,20,41,23,8,6,163,68,116,110,99,91,49,23,9,565,Flinders (S)
33220,179,156,146,100,22,6,699,7,70,187,179,186,68,15,3,715,199,905,1143,961,821,499,153,28,4709,128,548,925,1124,1047,611,217,47,4647,117,158,239,270,217,142,43,7,1193,1195,2055,2688,2996,2972,2017,732,175,14830,492,270,240,192,132,56,8,0,1390,1804,2483,3167,3458,3321,2215,783,182,17413,45,84,121,192,244,200,112,25,1023,927,768,966,1092,1299,1607,1360,656,8675,3116,4942,6688,7162,7064,5300,2662,947,37881,Fraser Coast (R)
34830,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,8,4,4,3,0,0,28,0,0,0,0,4,0,0,0,4,3,6,8,4,8,3,0,0,32,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,0,0,21,15,17,15,7,11,3,0,0,68,Mapoon (S)
34860,24,4,12,0,0,0,73,3,20,21,25,10,3,4,0,86,65,324,195,117,93,24,6,5,829,20,137,171,156,99,36,7,5,631,19,24,31,42,23,13,0,0,152,267,419,355,288,191,57,31,5,1613,44,43,27,9,10,0,0,0,133,330,486,413,339,224,70,31,5,1898,7,10,16,23,15,8,5,0,84,222,191,208,217,148,122,102,31,1241,647,1201,1048,881,601,263,155,46,4842,Maranoa (R)
35010,1407,1265,937,346,88,17,4904,65,593,1168,951,724,255,51,8,3815,1575,6744,7621,5144,3501,1620,528,145,26878,1496,4133,5944,5347,3968,1928,584,132,23532,564,859,1142,961,850,395,135,45,4951,6426,11201,12290,11050,8250,4597,1813,446,56073,1529,1054,722,536,379,140,37,3,4400,8519,13114,14154,12547,9479,5132,1985,494,65424,261,447,632,650,643,454,239,81,3407,4007,3131,3710,3480,3409,3293,2959,1609,25598,15950,28979,34636,29384,22661,13028,6434,2486,153558,Moreton Bay (R)
36150,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,8,14,12,12,3,3,0,0,52,5,3,16,12,7,3,0,0,46,0,0,4,3,0,0,0,0,7,19,32,16,20,15,5,4,0,111,0,0,0,3,0,0,0,0,3,19,32,20,26,15,5,4,0,121,0,0,0,3,3,3,0,0,9,3,10,10,10,11,12,9,4,69,35,59,58,66,39,26,16,4,303,Quilpie (S)
36250,521,632,465,199,61,13,2171,22,171,369,425,324,107,37,6,1461,763,2272,2830,2399,1713,753,276,89,11095,623,1446,2361,2407,1770,872,334,112,9925,200,289,357,397,345,194,67,21,1870,2327,3908,4197,4656,3625,1918,886,218,21735,557,314,238,195,129,53,12,3,1501,3084,4511,4792,5248,4099,2165,965,242,25106,78,144,250,287,272,211,128,33,1403,1160,783,1058,1198,1274,1151,1122,662,8408,5754,9583,12181,12596,9917,5458,2923,1157,59569,Redland (C)
36300,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,11,11,6,6,3,0,0,43,3,4,11,10,7,0,0,0,35,3,3,3,3,3,0,0,3,18,10,21,17,17,15,4,0,0,84,6,3,0,0,0,0,0,0,9,19,27,20,20,18,4,0,3,111,0,3,3,3,0,0,0,0,9,12,8,14,11,10,7,8,3,73,40,53,59,53,41,14,8,9,277,Richmond (S)
36360,326,337,296,93,30,3,1309,22,143,270,266,181,61,13,3,959,514,1947,1711,1510,1023,424,134,30,7293,196,763,1083,1224,883,357,130,30,4666,127,176,225,193,147,80,24,6,978,1935,3258,3066,3111,2316,1138,506,99,15429,472,315,183,147,99,26,3,3,1248,2534,3749,3474,3451,2562,1244,533,108,17655,65,110,127,143,137,102,47,10,741,1592,1353,1392,1606,1317,1310,1312,684,10566,4941,8271,8383,8537,6399,3591,2199,868,43189,Rockhampton (R)
36510,114,135,126,77,20,4,511,5,39,76,84,80,28,3,4,319,93,404,587,501,489,275,94,25,2468,80,261,472,522,430,276,98,18,2157,29,43,104,99,84,64,11,3,437,501,830,1149,1234,965,545,168,25,5417,86,90,65,63,39,18,8,0,369,616,963,1318,1396,1088,627,187,28,6223,21,29,40,66,88,66,35,8,353,337,221,348,353,419,393,306,157,2534,1155,1949,2955,3057,2720,1742,743,244,14565,Scenic Rim (R)
36580,32,28,36,26,3,0,138,3,22,33,40,39,12,0,0,149,46,198,205,193,185,95,22,6,950,27,129,201,240,207,124,35,4,967,23,51,50,65,45,23,8,3,268,286,506,621,689,598,325,95,10,3130,70,54,49,40,36,13,0,0,262,379,611,720,794,679,361,103,13,3660,12,19,33,32,60,36,7,0,199,226,133,223,260,269,267,158,72,1608,693,1125,1447,1587,1475,921,328,95,7671,Somerset (R)
36630,44,41,44,21,4,0,178,11,27,43,54,45,24,4,0,208,88,328,338,282,257,137,47,7,1484,56,179,320,353,301,153,42,13,1417,40,67,94,58,89,34,10,0,392,463,710,783,866,788,458,145,38,4251,131,94,71,62,32,11,3,0,404,634,871,948,986,909,503,158,38,5047,10,24,32,43,70,42,31,9,261,251,159,302,296,418,475,345,158,2404,1050,1612,2027,2055,2044,1355,631,225,10999,South Burnett (R)
36660,52,73,64,48,9,3,289,0,31,64,68,72,31,8,0,274,79,333,410,375,404,206,68,22,1897,38,182,293,365,356,182,79,21,1516,42,50,91,81,66,50,15,3,398,506,741,805,949,800,433,148,35,4417,152,78,69,56,32,13,5,0,405,700,869,965,1086,898,496,168,38,5220,20,34,50,44,65,55,27,11,306,295,201,248,320,397,435,398,235,2529,1135,1687,2082,2331,2256,1453,757,330,12031,Southern Downs (R)
36710,1161,1246,1161,665,193,21,5000,50,391,991,1020,925,400,85,8,3870,1066,5266,6617,5456,4450,2534,943,234,26566,1018,2856,4977,5135,4434,2746,1130,279,22575,392,544,819,821,860,564,212,62,4274,4456,7899,9767,10252,7789,4759,2240,601,47763,1101,610,551,487,371,150,66,12,3348,5949,9053,11137,11560,9020,5473,2518,675,55385,168,344,524,673,774,677,381,128,3669,2765,2035,2785,3046,3056,3443,3297,1970,22397,11046,20468,28192,28136,23820,15938,8547,3315,139462,Sunshine Coast (R)
36810,110,131,111,74,17,6,487,4,24,75,99,74,44,8,0,328,102,454,630,550,547,271,85,21,2660,68,217,482,536,507,295,83,16,2204,48,66,107,108,75,55,12,7,478,570,917,1258,1410,1175,699,219,45,6293,143,102,91,60,43,14,3,0,456,761,1085,1456,1578,1293,768,234,52,7227,21,46,77,99,110,89,45,10,497,632,525,651,643,686,599,486,238,4460,1591,2386,3481,3636,3328,2140,958,343,17863,Tablelands (R)
36910,687,692,515,251,51,10,2688,16,232,409,425,361,143,37,4,1627,827,3139,2974,2284,1703,847,299,87,12160,462,1400,1868,2020,1440,774,324,65,8353,215,257,368,312,276,163,52,15,1658,2958,4292,3894,3908,2757,1454,630,141,20034,707,422,274,205,147,55,17,3,1830,3880,4971,4536,4425,3180,1672,699,159,23522,88,150,203,206,229,179,110,32,1197,1585,1169,1298,1293,1429,1439,1593,993,10799,6881,11520,11975,11345,8857,5305,3113,1350,60346,Toowoomba (R)
36950,15,7,10,3,0,0,46,0,7,11,12,9,0,0,0,39,5,79,67,32,31,3,0,0,217,7,30,46,36,16,4,0,0,139,0,12,10,7,8,0,0,0,37,34,73,69,66,41,8,3,0,294,14,20,11,4,0,0,0,0,49,48,105,90,77,49,8,3,0,380,0,6,6,6,6,0,0,0,24,105,89,71,87,59,25,9,3,448,168,324,306,257,180,43,12,3,1293,Torres (S)
36960,6,3,0,0,0,0,9,0,4,9,8,4,0,0,0,25,9,20,19,21,11,6,3,0,89,8,25,35,36,20,6,0,0,130,9,16,8,11,3,0,0,0,47,60,117,92,64,19,12,3,0,367,58,58,34,28,10,0,0,0,188,127,191,134,103,32,12,3,0,602,3,8,6,6,0,3,3,0,29,77,52,40,34,32,6,3,0,244,224,300,249,211,99,33,12,0,1128,Torres Strait Island (R)
37010,805,805,503,198,47,7,3012,56,329,419,411,283,82,15,4,1599,1358,4670,3706,2542,1572,647,179,49,14723,509,1636,2405,2203,1438,556,202,45,8994,266,361,420,358,256,98,38,14,1811,3456,6321,5521,5074,3396,1586,609,100,26063,797,470,288,212,127,37,5,4,1940,4519,7152,6229,5644,3779,1721,652,118,29814,140,237,249,272,243,157,62,19,1379,2740,2435,2313,2200,1735,1319,1110,622,14474,9351,17077,16126,14077,9553,4680,2267,864,73995,Townsville (C)
50840,7,12,20,8,3,0,53,0,6,5,12,16,3,0,0,42,7,39,80,66,74,34,9,4,313,11,21,55,62,75,46,13,4,287,6,6,16,10,13,8,0,0,59,44,59,117,154,158,89,20,5,646,12,11,3,10,12,0,3,0,51,62,76,136,174,183,97,23,5,756,0,10,6,21,20,18,10,0,85,25,15,20,25,41,46,25,11,208,105,170,309,372,429,252,83,24,1744,Bridgetown-Greenbushes (S)
51470,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,6,4,9,3,6,0,0,0,0,22,0,5,4,3,6,3,0,0,21,0,0,3,3,6,0,0,0,12,12,13,6,13,19,6,0,0,69,3,3,0,6,0,0,0,0,12,15,16,9,22,25,6,0,0,93,0,0,0,3,3,0,0,0,6,6,11,6,9,9,11,5,3,60,25,44,22,43,46,23,5,3,211,Carnamah (S)
51540,12,5,6,0,0,0,34,0,13,12,9,13,0,0,0,47,20,90,78,55,34,19,6,0,302,8,39,52,51,55,23,6,0,234,7,11,12,8,10,0,0,0,48,66,136,157,161,113,68,27,0,728,21,21,18,13,6,0,0,0,79,94,168,187,182,129,68,27,0,855,8,8,14,15,12,16,6,3,82,90,106,130,124,138,97,52,19,756,220,435,485,441,387,223,97,22,2310,Carnarvon (S)
35790,0,3,0,0,0,0,3,0,3,5,0,0,0,0,0,8,5,20,9,10,6,5,0,0,55,0,0,15,8,6,0,0,0,29,0,3,6,0,3,0,0,0,12,17,35,28,39,14,3,0,0,136,24,19,15,15,4,0,0,0,77,41,57,49,54,21,3,0,0,225,0,0,4,0,4,0,0,0,8,36,15,18,25,9,3,6,0,112,82,95,100,100,46,11,6,0,440,Palm Island (S)
35800,3,0,0,3,0,0,9,0,0,6,4,3,0,0,0,13,6,28,15,22,0,6,0,0,77,0,11,14,26,18,6,4,0,79,0,0,6,3,8,0,0,0,17,36,43,44,43,29,18,7,3,223,7,4,0,4,4,0,0,0,19,43,47,50,50,41,18,7,3,259,3,6,0,0,3,3,0,0,15,19,17,26,28,26,18,9,3,146,71,112,114,130,91,54,20,6,598,Paroo (S)
37300,15,6,3,0,0,0,30,0,8,7,8,5,0,0,0,28,16,112,84,33,9,0,0,0,254,8,31,48,38,21,8,0,0,154,6,5,8,7,3,0,0,0,29,63,177,168,131,64,11,0,0,614,12,9,0,0,5,0,0,0,26,81,191,176,138,72,11,0,0,669,0,0,3,6,3,0,0,0,12,76,107,77,66,42,11,6,0,385,181,455,410,295,155,30,6,0,1532,Weipa (T)
37310,34,27,26,3,0,0,147,12,31,46,52,48,4,3,0,196,132,558,444,253,167,75,32,15,1676,41,237,309,292,214,96,32,8,1229,28,63,95,93,56,17,6,3,361,586,933,923,794,561,235,72,17,4121,124,90,73,40,25,12,0,0,364,738,1086,1091,927,642,264,78,20,4846,16,28,39,34,48,23,10,0,198,395,345,462,398,347,335,289,113,2684,1334,2342,2425,1983,1492,800,444,156,10976,Western Downs (R)
37340,44,51,36,18,7,0,219,3,34,44,38,36,15,4,0,174,123,486,381,249,223,92,20,8,1582,113,331,364,364,249,130,21,8,1580,40,72,81,56,53,25,4,0,331,639,1129,1084,1073,794,369,133,14,5235,122,100,71,59,36,10,0,3,401,801,1301,1236,1188,883,404,137,17,5967,30,43,50,80,68,37,14,7,329,628,762,641,637,506,312,233,89,3808,1704,3014,2760,2607,2001,1008,436,129,13659,Whitsunday (R)
40520,14,12,9,7,0,0,53,0,14,17,16,13,0,0,0,60,39,155,122,108,62,33,11,0,530,16,57,80,127,106,36,15,8,445,14,23,31,30,21,15,7,3,144,150,234,266,297,218,96,52,13,1326,35,43,31,20,9,3,0,0,141,199,300,328,347,248,114,59,16,1611,0,11,13,13,20,7,4,3,71,117,85,108,121,157,153,150,105,996,371,633,682,744,615,350,239,132,3766,Berri and Barmera (DC)
41750,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,9,3,21,13,8,15,6,0,0,66,0,6,10,15,14,0,4,0,49,0,0,0,6,6,0,0,0,12,14,19,24,27,20,9,6,3,122,3,6,0,3,3,0,0,0,15,17,25,24,36,29,9,6,3,149,3,0,3,4,0,0,0,0,10,10,6,6,6,3,6,8,8,53,33,61,56,72,67,21,18,11,339,Elliston (DC)
44620,40,43,29,10,0,0,162,3,38,41,54,34,20,0,0,190,85,411,293,237,203,82,29,12,1352,29,132,207,218,253,97,35,13,984,42,71,78,63,51,19,8,0,332,491,921,758,716,483,221,113,34,3737,153,157,75,44,35,6,3,0,473,686,1149,911,823,569,246,124,34,4542,11,27,26,18,37,25,16,6,166,214,119,192,192,230,266,317,141,1671,1031,1913,1710,1585,1355,746,521,206,9067,Mount Gambier (C)
43790,7,11,14,3,0,0,43,0,8,19,25,18,3,3,0,76,40,149,144,96,93,39,13,4,578,18,58,113,105,121,54,13,4,486,13,20,37,36,27,7,0,0,140,163,259,296,299,229,117,33,24,1420,35,40,32,27,12,8,3,0,157,211,319,365,362,268,132,36,24,1717,8,12,11,12,16,6,6,5,76,90,45,94,122,117,128,123,79,798,367,599,753,733,647,365,194,116,3774,Loxton Waikerie (DC)
43920,7,8,12,6,3,0,45,0,3,11,10,5,6,0,0,35,25,53,67,57,41,11,6,0,260,8,54,90,105,61,28,0,0,346,6,26,36,22,19,3,4,0,116,111,199,314,321,207,104,17,6,1279,25,31,24,15,5,3,0,0,103,142,256,374,358,231,110,21,6,1498,5,7,10,15,11,3,3,0,54,95,51,74,100,100,62,31,6,519,275,433,633,653,461,226,64,12,2757,Mallala (DC)
50080,64,85,99,39,14,5,335,0,41,98,104,94,30,4,3,374,66,398,608,487,438,200,95,28,2320,83,261,405,565,437,254,93,31,2129,47,91,98,99,102,50,24,10,521,676,883,992,1029,720,399,167,42,4908,185,91,72,47,39,18,7,0,459,908,1065,1162,1175,861,467,198,52,5888,29,46,52,96,116,92,70,25,526,381,291,350,293,289,282,343,161,2390,1467,2131,2739,2805,2334,1364,817,305,13962,Albany (C)
50210,186,137,107,50,11,3,709,15,104,134,126,105,38,10,3,535,292,1217,941,683,499,238,79,16,3965,296,848,735,749,573,280,111,17,3609,103,176,188,171,144,66,31,5,884,1488,2241,1772,1855,1583,763,354,81,10137,247,161,128,86,80,13,5,0,720,1838,2578,2088,2112,1807,842,390,86,11741,61,163,144,162,199,136,71,18,954,666,626,621,621,525,393,367,135,3954,3175,5744,4849,4590,3815,1977,1039,278,25467,Armadale (C)
37400,3,3,0,3,0,0,9,0,0,4,3,3,3,0,0,13,3,19,9,8,6,6,0,0,51,3,14,12,0,9,6,3,0,47,3,0,3,6,0,0,0,0,12,29,38,36,45,28,14,0,0,190,6,6,3,0,4,0,0,0,19,38,44,42,51,32,14,0,0,221,0,0,0,0,0,3,3,0,6,9,5,15,8,17,26,24,3,107,53,82,85,73,67,61,30,3,454,Winton (S)
40910,392,322,180,90,33,3,1472,13,115,205,178,163,66,12,4,756,530,1898,1551,990,660,369,121,43,6162,248,511,765,690,524,338,149,46,3271,47,91,137,114,91,62,36,12,590,530,852,1124,1057,712,542,341,79,5237,94,95,67,49,34,22,11,0,372,671,1038,1328,1220,837,626,388,91,6199,32,52,86,75,59,61,30,14,409,394,277,360,361,341,475,524,275,3007,1917,4314,4687,3836,2764,2025,1257,476,21276,Campbelltown (C)
41010,7,3,4,0,0,0,17,0,4,6,8,4,0,0,0,22,19,33,33,30,22,12,0,0,149,10,25,28,37,37,12,3,0,152,6,6,10,7,9,3,0,0,41,47,97,119,75,70,32,3,3,446,8,12,11,4,5,0,0,0,40,61,115,140,86,84,35,3,3,527,0,5,6,3,6,0,0,0,20,52,32,23,44,41,26,30,10,258,142,217,243,211,198,85,36,13,1145,Ceduna (DC)
