lga_code16,p_pg_deg_35_44_yr,p_pg_deg_45_54_yr,p_pg_deg_55_64_yr,p_pg_deg_65_74_yr,p_pg_deg_75_84_yr,p_pg_deg_85_yr_over,p_pguate_deg_tot,p_grad_dip_cer_15_24,p_grad_dip_cer_25_34,p_grad_dip_cer_35_44,p_grad_dip_cer_45_54,p_grad_dip_cer_55_64,p_grad_dip_cer_65_74,p_grad_dip_cer_75_84,p_grad_dip_cer_85_over,p_grad_dip_cer_tot,p_b_deg_15_24_yr,p_b_deg_25_34_yr,p_b_deg_35_44_yr,p_b_deg_45_54_yr,p_b_deg_55_64_yr,p_b_deg_65_74_yr,p_b_deg_75_84_yr,p_b_deg_85_yr_over,p_b_deg_tot,p_adv_dip_dip_15_24,p_adv_dip_dip_25_34,p_adv_dip_dip_35_44,p_adv_dip_dip_45_54,p_adv_dip_dip_55_64,p_adv_dip_dip_65_74,p_adv_dip_dip_75_84,p_adv_dip_dip_85_over,p_adv_dip_dip_total,p_cer_iii_iv_15_24_yr,p_cer_iii_iv_25_34_yr,p_cer_iii_iv_35_44_yr,p_cer_iii_iv_45_54_yr,p_cer_iii_iv_55_64_yr,p_cer_iii_iv_65_74_yr,p_cer_iii_iv_75_84_yr,p_cer_iii_iv_85_yr,p_cer_iii_iv_tot,p_cer_i_ii_15_24_yr,p_cer_i_ii_25_34_yr,p_cer_i_ii_35_44_yr,p_cer_i_ii_45_54_yr,p_cer_i_ii_55_64_yr,p_cer_i_ii_65_74_yr,p_cer_i_ii_75_84_yr,p_cer_i_ii_85_yr_over,p_cer_i_ii_tot,p_cer_nfd_15_24_yr,p_cer_nfd_25_34_yr,p_cer_nfd_35_44_yr,p_cer_nfd_45_54_yr,p_cer_nfd_55_64_yr,p_cer_nfd_65_74_yr,p_cer_nfd_75_84_yr,p_cer_nfd_85_yr_over,p_cer_nfd_tot,p_cer_tot_15_24_yr,p_cer_tot_25_34_yr,p_cer_tot_35_44_yr,p_cer_tot_45_54_yr,p_cer_tot_55_64_yr,p_cer_tot_65_74_yr,p_cer_tot_75_84_yr,p_cer_tot_85_yr_over,p_cer_tot_tot,p_lvl_educ_inad_desc_15_24,p_lvl_educ_inad_desc_25_34,p_lvl_educ_inad_desc_35_44,p_lvl_educ_inad_desc_45_54,p_lvl_educ_inad_desc_55_64,p_lvl_educ_inad_desc_65_74,p_lvl_educ_inad_desc_75_84,p_lvl_educ_inad_desc_85,p_lvl_educ_inad_desc_tot,p_lvl_educ_ns_15_24,p_lvl_educ_ns_25_34,p_lvl_educ_ns_35_44,p_lvl_educ_ns_45_54,p_lvl_educ_ns_55_64,p_lvl_educ_ns_65_74,p_lvl_educ_ns_75_84,p_lvl_educ_ns_85,p_lvl_educ_ns_tot,p_tot_15_24_yr,p_tot_25_34_yr,p_tot_35_44_yr,p_tot_45_54_yr,p_tot_55_64_yr,p_tot_65_74_yr,p_tot_75_84_yr,p_tot_85_yr_over,p_tot_tot,lga_name16
41190,3,3,4,0,0,0,21,3,3,5,4,8,0,0,0,18,8,52,30,18,23,12,3,3,134,5,21,18,36,36,14,3,0,132,37,64,62,74,71,38,5,0,354,0,7,4,0,3,4,0,0,17,0,6,9,8,4,3,0,0,39,38,77,75,80,81,47,10,3,408,0,3,0,0,3,0,0,3,13,17,24,29,31,53,46,20,10,226,64,180,157,182,199,111,33,20,952,Cleve (DC)
41830,6,7,6,3,0,0,22,0,0,0,4,6,7,0,0,19,3,29,21,20,25,18,3,0,113,5,6,12,16,29,16,6,0,95,19,47,35,61,57,37,11,0,271,0,3,5,0,0,0,0,0,13,3,3,9,3,5,0,0,0,19,20,49,43,61,65,42,10,0,299,0,0,0,0,0,3,0,0,8,25,19,6,19,51,35,26,12,193,57,107,96,135,184,122,44,14,755,Flinders Ranges (DC)
41960,0,0,3,0,0,0,9,0,0,0,3,0,3,0,0,10,3,12,13,14,11,10,0,0,67,3,8,15,17,19,11,0,0,67,18,45,38,46,54,23,7,0,239,3,7,3,3,5,0,0,0,27,0,3,11,4,6,3,0,0,26,20,50,50,57,61,33,8,0,287,0,0,0,0,0,0,0,0,0,12,21,24,38,40,47,11,15,214,40,97,104,127,141,106,19,22,650,Franklin Harbour (DC)
42030,72,67,50,22,16,0,293,7,21,39,59,65,41,11,0,234,113,335,316,235,228,136,50,17,1437,72,242,304,378,347,173,68,24,1609,434,832,593,736,550,346,183,63,3736,96,98,40,44,30,17,7,0,341,25,58,59,93,74,55,24,12,394,560,987,693,872,650,415,219,72,4476,9,16,16,30,32,28,11,9,148,182,173,163,219,229,230,208,136,1539,947,1842,1602,1859,1606,1046,580,261,9740,Gawler (T)
42600,402,348,334,176,60,13,1670,8,95,157,194,233,116,27,8,844,345,1334,1242,920,948,533,231,114,5670,102,365,525,694,684,521,225,101,3203,421,696,630,788,756,515,266,130,4202,66,52,56,39,36,34,10,0,293,41,43,90,158,151,132,57,36,717,525,794,779,982,948,685,330,168,5210,7,32,32,47,40,59,40,32,287,222,268,268,277,387,389,338,344,2489,1219,3215,3407,3458,3578,2478,1245,771,19368,Holdfast Bay (C)
43220,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,3,33,12,4,9,3,4,0,66,7,13,10,8,13,3,3,0,67,14,35,33,22,28,11,4,0,150,0,3,0,3,3,4,0,0,13,0,0,3,3,3,0,0,0,11,15,39,34,32,34,17,4,0,176,0,0,0,0,0,0,0,0,4,11,17,15,14,10,3,16,9,91,40,100,75,67,72,33,33,11,429,Kimba (DC)
43360,4,7,3,0,0,0,13,0,10,0,3,11,6,0,0,24,8,34,21,11,30,14,6,0,115,3,18,20,29,27,17,4,0,117,47,68,54,47,47,50,18,0,330,12,9,3,0,5,0,0,0,34,0,10,11,13,7,3,0,0,50,55,86,69,63,61,56,18,0,403,0,0,3,3,5,4,0,0,16,20,20,15,19,30,30,44,20,206,86,159,134,131,170,124,72,29,902,Kingston (DC) (SA)
43650,47,41,27,12,0,0,154,0,21,44,37,43,18,7,0,163,113,209,267,167,145,73,16,3,1000,26,123,246,261,191,81,29,5,964,248,475,549,562,429,207,59,13,2541,60,47,37,31,22,16,4,0,210,17,29,59,53,48,34,9,3,261,317,549,646,653,499,249,73,14,3012,6,5,9,9,12,9,5,0,60,144,86,92,153,174,135,81,35,902,609,1021,1355,1328,1097,582,216,65,6260,Light (RegC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,3,7,5,3,0,0,0,31,16,4,11,6,5,4,0,0,45,Maralinga Tjarutja (AC)
44060,918,530,393,191,53,8,3145,32,292,364,298,291,140,28,6,1461,974,3750,2811,1627,1319,706,246,88,11521,323,1261,1454,1448,1305,766,275,122,6953,1213,2501,2124,2224,1936,1132,609,247,11974,235,194,160,140,119,64,11,9,928,101,167,258,240,271,234,99,47,1412,1547,2865,2542,2599,2326,1427,717,295,14316,48,101,90,100,102,99,61,33,636,576,645,517,565,675,596,625,486,4682,3541,9921,8699,7174,6419,3924,1995,1046,42720,Marion (C)
44210,10,10,8,17,6,0,59,0,0,5,11,17,23,0,0,66,18,66,71,72,70,75,13,3,384,18,44,62,91,99,91,20,0,422,87,197,217,302,333,226,90,4,1460,31,16,18,20,9,11,5,0,111,7,17,18,37,32,32,12,0,151,119,239,253,356,373,267,105,5,1720,0,3,3,9,12,14,3,0,42,105,137,145,187,195,169,117,41,1099,263,494,554,736,770,651,260,59,3788,Mid Murray (DC)
44340,1028,928,753,464,168,29,4149,20,221,425,483,445,254,60,17,1935,716,2653,2859,2274,1830,1234,452,204,12230,166,578,924,1168,1062,833,333,156,5216,612,959,1074,1261,1015,668,403,176,6167,105,73,71,86,59,39,18,3,457,46,67,146,166,192,182,104,48,959,770,1103,1298,1514,1270,890,526,230,7586,17,45,68,64,81,77,55,40,448,298,299,294,367,399,461,515,472,3113,2031,5633,6899,6792,5848,4216,2114,1147,34684,Mitcham (C)
44550,175,170,161,96,22,4,765,7,63,124,146,144,61,13,3,558,162,736,832,672,542,326,95,38,3397,108,373,561,665,491,336,110,39,2680,538,1116,1004,1035,786,460,147,51,5139,125,116,65,59,41,21,6,0,434,51,70,123,129,122,101,40,15,648,716,1308,1198,1226,952,578,193,61,6232,7,20,37,41,34,33,13,11,198,329,219,253,266,320,260,195,101,1953,1338,2833,3180,3185,2650,1689,646,254,15773,Mount Barker (DC)
45290,700,481,389,230,79,20,2679,20,183,190,246,225,122,38,11,1031,597,2120,1581,1116,945,572,204,73,7200,110,423,485,501,515,371,131,73,2606,253,559,446,611,447,295,179,80,2866,62,38,37,43,26,20,3,5,236,37,35,65,97,88,90,32,26,478,350,637,548,748,562,402,215,109,3581,16,48,37,53,42,29,29,14,269,204,294,220,251,233,243,243,173,1871,1339,4453,3751,3394,2915,1983,936,474,19243,Norwood Payneham St Peters (C)
45340,675,553,474,312,87,14,2657,32,303,472,426,491,263,49,5,2031,818,3043,3302,2334,1961,1199,340,94,13087,452,1979,2436,2870,2406,1373,454,124,12082,2845,6065,5426,5314,4437,3004,1232,345,28673,622,582,464,316,246,125,36,4,2393,236,429,566,585,547,453,197,68,3071,3702,7077,6456,6209,5224,3578,1471,424,34134,64,121,147,177,195,200,103,29,1029,1263,1122,1170,1245,1287,1463,1136,806,9504,6361,14154,14654,13812,12027,8380,3638,1499,74521,Onkaparinga (C)
44620,80,72,48,11,4,0,278,10,42,43,49,52,24,9,3,226,75,407,354,257,208,126,44,14,1481,59,166,231,317,250,154,49,27,1239,559,991,832,780,582,330,142,50,4265,109,129,75,72,36,23,0,0,440,32,64,72,86,72,49,20,10,412,701,1187,979,935,687,404,162,60,5109,10,17,20,19,22,12,13,3,115,210,185,206,231,256,279,286,152,1809,1071,2060,1915,1876,1518,1006,565,260,10267,Mount Gambier (C)
44830,0,7,6,3,0,0,17,0,3,3,7,16,4,0,0,39,8,25,29,30,54,14,6,3,171,5,15,22,58,55,30,7,0,192,27,63,66,105,100,64,24,4,446,10,10,0,4,3,4,3,0,32,0,3,7,6,11,8,3,3,40,38,71,67,113,113,73,27,7,520,0,0,0,3,12,3,0,0,20,27,10,27,36,45,80,42,20,283,77,122,158,253,310,214,86,28,1246,Mount Remarkable (DC)
45040,39,31,24,13,0,0,142,7,18,23,30,42,20,7,0,144,60,244,212,130,128,97,40,7,921,73,151,171,223,208,142,45,16,1016,402,644,509,646,498,281,130,35,3136,90,79,78,44,40,24,7,0,350,42,64,65,62,60,44,15,0,362,534,794,648,751,594,343,145,33,3855,10,34,23,8,18,9,10,3,120,310,356,288,277,214,280,182,86,2008,1003,1640,1404,1455,1224,909,424,148,8206,Murray Bridge (RC)
45090,15,8,11,9,0,0,65,0,13,17,12,22,10,0,0,72,27,149,156,78,62,44,15,3,541,8,69,99,102,90,65,17,5,462,141,237,219,241,177,80,30,10,1144,29,34,25,7,20,3,0,0,118,13,17,33,42,22,18,8,3,159,188,288,277,294,218,105,34,13,1422,0,12,10,14,5,11,3,0,50,63,74,67,81,75,70,75,57,565,293,626,641,581,492,312,150,81,3177,Naracoorte and Lucindale (DC)
45120,5,7,9,0,3,0,38,0,3,10,7,16,3,0,0,43,18,72,80,43,55,29,8,6,314,7,31,47,50,68,48,9,3,269,77,126,128,118,123,74,27,12,694,15,15,7,9,5,4,5,0,64,6,5,15,12,13,9,3,0,66,103,149,147,144,148,89,36,12,823,0,0,0,3,4,5,3,0,20,51,31,34,47,70,70,39,40,382,184,292,327,300,365,256,100,60,1879,Northern Areas (DC)
45400,0,3,0,0,0,0,6,0,3,0,3,3,0,0,0,11,3,15,11,10,7,8,3,0,60,4,9,7,10,13,5,4,0,52,3,27,23,20,27,24,5,0,130,0,3,3,0,3,0,0,0,7,0,0,0,0,4,0,0,0,8,8,28,26,28,33,24,5,0,147,3,0,0,0,0,0,0,0,3,6,5,5,20,22,21,16,14,114,25,62,49,68,88,54,30,13,396,Orroroo/Carrieton (DC)
45540,0,0,4,3,0,0,17,0,0,0,0,7,0,0,0,10,3,16,3,5,23,10,0,0,64,0,3,16,9,23,9,0,0,64,14,29,28,35,56,37,16,4,208,3,12,3,3,7,0,0,0,31,0,3,0,10,12,6,0,0,30,25,41,29,41,70,47,18,3,274,0,0,0,0,3,3,0,0,6,18,15,9,22,42,27,24,19,179,43,72,65,89,180,105,46,19,618,Peterborough (DC)
45680,152,114,70,33,9,3,557,29,93,92,80,75,32,8,0,405,305,1067,788,523,376,206,55,21,3344,292,1043,939,917,680,285,77,30,4265,1856,3621,2438,2272,1640,874,467,118,13291,521,567,252,198,112,35,6,0,1697,159,274,256,236,186,101,44,14,1257,2532,4462,2947,2709,1929,1015,521,133,16249,48,84,65,87,67,67,32,13,464,1122,1092,910,923,871,740,780,356,6786,4338,8008,5889,5364,4072,2370,1484,556,32072,Playford (C)
45890,1318,579,406,159,33,13,4291,31,359,465,333,288,135,20,5,1632,1081,5158,3484,1868,1299,670,208,73,13846,462,1854,1781,1620,1325,661,184,67,7953,1469,3191,2730,2740,2272,1284,660,285,14630,325,337,263,180,143,55,11,4,1309,141,265,339,348,310,171,68,31,1681,1933,3789,3330,3264,2722,1512,741,323,17616,51,204,137,120,130,97,64,19,827,1038,1372,1265,1155,1068,1018,885,645,8436,4662,14440,11779,8937,7230,4253,2148,1149,54596,Port Adelaide Enfield (C)
46090,21,29,22,13,3,0,134,3,26,21,21,31,18,0,0,121,53,230,142,109,92,55,6,3,697,18,81,105,142,157,77,13,3,599,199,395,354,421,396,222,76,29,2095,48,59,39,24,15,9,0,0,198,14,30,38,35,34,29,3,3,177,260,490,435,478,443,264,76,30,2470,5,8,9,14,8,12,7,0,63,312,437,331,297,283,242,156,54,2111,657,1307,1074,1088,1038,682,263,93,6200,Port Augusta (C)
46450,25,30,20,11,0,0,125,0,24,22,32,28,11,5,0,120,67,238,137,140,142,60,22,5,815,13,104,127,198,201,81,23,8,765,286,555,523,556,460,300,128,31,2837,72,67,55,33,18,7,3,0,259,15,32,39,60,38,34,17,3,231,377,653,619,649,514,339,143,37,3336,7,4,13,20,16,21,11,3,90,171,121,151,191,205,212,190,81,1322,643,1175,1103,1253,1127,740,391,140,6574,Port Pirie City and Dists (M)
46510,296,228,170,78,13,3,1236,15,88,104,150,137,53,12,0,546,316,1159,930,581,509,214,65,24,3796,84,276,287,345,311,153,38,29,1520,173,412,334,407,354,163,78,29,1955,38,29,31,17,15,10,3,0,141,19,28,39,54,64,29,13,12,261,232,470,404,474,437,201,95,39,2352,9,29,18,21,31,20,11,3,152,133,164,115,134,128,101,76,59,908,809,2596,2163,1935,1731,830,304,153,10517,Prospect (C)
46670,14,7,15,11,3,0,76,0,13,13,16,20,8,0,0,70,42,150,97,74,59,41,6,7,472,23,96,88,96,106,71,20,11,513,161,274,234,254,211,133,48,15,1339,21,26,18,12,17,6,0,0,99,15,31,29,36,22,22,8,3,165,198,328,275,301,257,166,61,17,1603,0,5,8,5,5,10,3,3,39,124,91,126,115,145,174,108,85,969,383,706,620,618,610,482,197,120,3742,Renmark Paringa (DC)
46860,3,3,0,4,0,0,12,0,5,0,7,4,3,0,0,20,4,18,20,15,26,7,7,8,102,0,8,18,22,27,14,10,0,95,37,39,43,48,45,36,9,9,254,0,5,5,3,3,4,0,0,22,0,4,3,8,10,9,0,0,32,41,50,46,59,54,46,9,9,306,0,0,0,0,4,0,3,3,11,11,12,15,25,29,26,13,9,138,54,96,103,123,136,106,36,21,682,Robe (DC)
46970,19,16,3,0,3,0,61,3,14,6,5,6,0,0,0,38,26,158,102,54,19,3,0,0,355,7,56,54,56,31,5,0,0,214,93,365,291,201,106,10,0,3,1070,16,25,15,12,3,0,0,0,67,6,16,17,8,14,0,0,0,56,113,403,321,222,118,11,0,3,1192,0,4,0,5,0,0,0,0,13,60,156,132,113,65,13,0,0,539,207,815,631,474,242,33,9,4,2412,Roxby Downs (M)
47140,916,356,171,80,14,4,2572,23,234,264,197,154,77,22,3,971,863,3328,2446,1233,811,415,129,41,9280,512,1806,1859,1540,1151,585,208,42,7704,2307,4706,3695,3570,2877,1782,817,204,19962,488,519,367,240,150,56,19,3,1850,185,379,393,421,315,228,86,23,2036,2981,5598,4459,4234,3342,2069,929,237,23842,75,167,170,123,117,110,59,11,835,1136,1259,1027,1101,1040,1069,874,425,7929,5633,13378,11144,8784,6791,4400,2227,774,53132,Salisbury (C)
47290,0,3,4,0,0,0,11,0,4,0,3,4,3,0,0,15,0,43,36,16,18,6,4,0,131,3,12,22,22,27,12,9,0,107,24,48,56,61,44,21,10,0,262,6,3,3,8,3,0,0,0,24,0,3,6,5,5,0,0,0,20,32,56,66,75,50,27,10,3,307,0,3,0,0,0,0,0,0,9,20,24,25,36,29,19,27,16,195,58,147,149,154,124,67,49,17,771,Southern Mallee (DC)
47490,0,0,4,3,0,0,13,0,0,3,7,3,3,0,0,20,7,33,39,18,24,14,5,0,141,3,14,16,17,29,11,3,0,95,34,59,69,46,69,34,17,3,341,4,8,3,0,7,4,0,0,22,4,3,10,5,12,5,0,0,38,43,69,84,52,85,45,17,3,395,0,0,3,0,0,3,3,0,8,20,24,15,37,55,35,17,9,221,72,143,158,136,206,118,50,17,891,Streaky Bay (DC)
47630,7,3,9,0,0,0,29,0,7,7,11,16,3,0,0,47,10,93,101,71,41,34,10,0,365,14,53,75,107,89,34,12,3,388,127,192,185,174,149,64,29,12,926,21,21,20,14,4,7,0,0,81,11,19,23,19,15,20,3,0,112,159,230,225,204,175,85,33,10,1116,0,13,3,10,3,0,0,3,33,79,85,64,108,92,87,68,69,659,260,483,487,525,422,240,129,93,2637,Tatiara (DC)
47700,663,412,312,171,50,3,2248,37,266,349,347,277,145,36,3,1463,758,2665,2543,1556,1178,736,240,53,9735,316,1183,1634,1820,1523,929,310,71,7792,1478,3042,2814,3083,2475,1742,875,206,15721,281,216,201,166,130,70,20,7,1087,98,180,309,332,338,274,97,31,1663,1859,3447,3317,3577,2937,2092,994,242,18470,45,86,95,101,130,126,68,23,676,470,458,528,554,540,651,642,407,4255,3525,8711,9132,8374,6901,4850,2347,803,44641,Tea Tree Gully (C)
47800,3,7,10,7,0,0,31,0,3,3,10,9,3,0,0,30,17,48,53,32,45,21,12,3,226,4,45,43,61,56,52,21,0,279,83,146,143,145,137,66,26,4,750,18,15,7,19,9,3,0,0,90,14,9,20,19,13,7,3,0,88,117,173,170,180,165,76,25,9,923,0,0,0,0,3,3,6,3,21,59,45,53,63,48,89,52,21,430,197,315,333,360,339,253,114,29,1942,The Coorong (DC)
47910,0,3,3,6,0,0,24,0,3,7,13,8,4,0,0,30,9,49,47,21,29,14,4,0,177,0,17,20,32,32,36,3,4,151,21,65,76,77,69,42,21,4,382,3,10,3,6,3,6,5,0,32,7,4,7,6,21,12,3,0,54,31,77,86,90,90,54,29,4,461,0,0,0,0,3,8,7,0,18,23,20,28,45,41,51,24,33,254,64,171,187,208,217,169,66,45,1126,Tumby Bay (DC)
47980,759,666,511,298,98,33,3129,24,192,275,271,318,150,30,14,1259,598,2117,1810,1414,1205,728,239,142,8255,131,377,491,623,528,414,162,96,2817,265,491,380,534,425,299,120,78,2589,50,37,36,21,34,12,10,0,206,32,43,80,106,117,63,40,27,508,350,566,492,661,575,373,163,105,3300,27,34,51,43,45,55,23,34,296,225,231,218,219,248,240,230,307,1919,1377,4245,4106,3893,3431,2251,943,728,20970,Unley (C)
48050,15,33,44,75,19,3,204,0,12,18,28,52,46,15,4,174,20,130,185,148,216,231,95,39,1068,22,91,124,183,253,301,118,37,1110,122,301,324,355,421,451,254,83,2320,45,41,34,13,34,29,0,0,201,7,22,36,43,69,91,48,8,328,176,359,389,419,530,573,304,100,2842,3,5,3,7,22,29,25,16,106,101,46,79,102,156,226,267,191,1162,323,658,814,914,1269,1465,834,383,6668,Victor Harbor (C)
48130,8,5,6,7,3,0,32,3,7,6,11,12,10,0,0,49,21,74,92,49,62,38,7,3,348,13,43,60,68,71,43,14,3,318,99,194,189,166,175,86,35,4,953,24,13,13,20,8,9,0,0,92,12,16,11,32,20,18,0,0,111,128,223,219,217,201,110,42,8,1157,0,8,4,8,9,10,4,0,41,61,53,58,63,94,104,64,42,539,234,420,449,421,456,317,129,58,2484,Wakefield (DC)
48540,56,44,40,16,4,0,213,3,24,27,31,27,14,4,0,128,81,379,325,227,135,57,12,3,1218,35,130,208,272,194,94,33,4,981,337,732,649,843,659,397,241,50,3903,104,112,63,41,25,13,0,0,362,32,57,56,60,55,34,14,3,306,477,896,770,939,735,439,260,59,4574,9,10,13,14,10,17,10,0,88,276,260,201,294,280,268,255,110,1939,875,1763,1603,1828,1425,901,568,180,9137,Whyalla (C)
50910,0,3,3,3,0,0,10,0,4,4,4,3,0,0,0,12,8,11,11,10,6,3,0,0,53,3,8,3,7,6,13,5,0,47,10,20,17,26,25,12,4,0,111,7,0,0,0,0,0,0,0,10,0,0,4,7,0,3,3,0,14,16,17,22,26,26,19,7,0,134,0,0,0,0,3,0,0,0,6,9,8,8,20,17,24,19,25,133,36,56,59,73,56,60,28,25,398,Brookton (S)
50980,105,96,97,74,15,0,495,11,79,75,72,100,45,5,0,392,89,641,526,379,385,317,59,7,2393,57,276,293,288,371,308,67,4,1656,257,631,614,581,603,434,115,5,3233,83,65,54,49,35,17,3,0,303,31,62,66,75,88,86,12,3,432,369,757,730,702,731,536,128,7,3969,9,16,12,18,22,20,11,0,114,363,546,488,448,546,494,151,31,3054,904,2422,2222,2002,2252,1790,433,51,12075,Broome (S)
51260,114,110,95,76,21,0,492,10,74,122,112,94,49,14,0,479,90,599,873,625,523,370,124,36,3243,85,342,496,539,508,392,150,35,2539,514,1035,1262,1145,880,572,275,71,5754,123,76,83,60,53,25,7,3,436,36,72,136,138,134,108,42,9,674,666,1188,1477,1351,1071,708,322,84,6867,9,17,31,30,36,51,30,11,227,334,350,382,398,479,454,386,261,3040,1194,2624,3501,3171,2807,2109,1052,425,16877,Busselton (C)
51310,658,599,383,191,77,17,2256,18,137,190,248,177,83,17,12,871,503,1244,1541,1517,985,461,232,96,6583,72,210,289,461,391,282,189,81,1971,117,260,200,269,255,154,117,54,1424,17,19,22,13,9,14,6,5,102,8,20,43,65,56,40,20,21,274,148,298,265,348,323,206,151,78,1810,5,30,26,27,30,34,17,16,189,130,221,202,200,166,205,260,182,1575,903,2442,3173,3399,2455,1463,943,483,15254,Cambridge (T)
51330,1438,954,528,228,58,5,4869,47,349,399,345,275,109,28,3,1557,1588,4867,3519,2439,1455,812,260,65,15003,824,1471,1302,1302,1134,682,261,82,7055,1125,1685,1503,1641,1467,944,434,120,8923,242,123,116,98,82,45,8,6,715,107,163,205,254,224,191,91,19,1245,1471,1969,1827,1991,1773,1178,530,147,10891,82,145,142,121,96,82,55,16,737,856,966,650,545,537,539,531,401,5033,4966,11323,9275,7706,5803,3639,1720,718,45147,Canning (C)
51960,10,9,4,0,0,0,35,0,7,8,9,4,0,0,0,29,7,62,46,28,19,7,0,0,176,6,37,43,27,34,13,6,0,175,69,203,138,144,84,31,14,0,695,15,12,11,5,0,3,0,0,41,4,12,19,10,8,3,0,0,55,91,229,165,166,94,39,12,0,786,0,3,4,0,3,0,0,0,12,88,154,125,141,84,56,18,0,664,195,500,399,383,255,108,43,5,1884,Coolgardie (S)
52030,0,3,0,3,0,0,4,0,0,0,0,4,0,0,0,5,0,10,13,11,7,7,3,0,53,3,6,7,12,22,17,0,0,63,8,22,17,36,40,23,9,0,166,3,3,0,3,0,0,0,0,9,0,3,8,4,8,6,0,0,30,16,32,25,45,49,33,9,0,204,0,0,0,0,0,3,0,0,3,11,15,16,4,22,16,6,0,84,27,62,59,69,113,82,23,0,429,Coorow (S)
50250,130,76,43,16,0,0,386,3,51,41,49,32,13,0,0,190,85,688,521,296,171,58,9,0,1826,24,354,425,431,250,63,11,0,1553,336,2453,2155,1778,933,141,22,0,7815,36,79,43,30,25,6,0,0,213,17,58,93,79,54,13,0,0,315,385,2594,2288,1889,1013,160,19,0,8348,10,45,47,35,23,9,3,0,162,241,1431,1343,1189,734,140,37,0,5114,743,5280,4788,3959,2268,456,80,0,17580,Ashburton (S)
50280,70,43,47,53,10,4,267,0,34,67,46,54,25,11,3,237,36,416,481,312,280,179,64,12,1779,33,160,235,205,222,146,63,15,1083,129,401,535,464,362,183,49,23,2150,32,28,35,25,22,9,0,0,155,13,38,52,41,47,34,10,4,237,174,466,625,527,433,222,61,28,2539,11,12,4,14,16,11,5,0,82,181,167,207,217,225,183,92,47,1322,441,1306,1684,1369,1276,816,304,106,7311,Augusta-Margaret River (S)
50350,146,94,66,24,3,0,466,5,57,102,77,50,18,5,0,318,94,613,514,335,186,113,35,7,1902,79,241,263,232,201,84,27,4,1134,173,431,392,393,339,216,91,26,2064,48,28,20,11,19,13,4,0,151,12,35,44,52,38,31,10,5,219,236,494,456,457,393,255,102,34,2428,6,21,13,17,17,11,6,4,97,98,115,116,134,137,140,131,88,966,523,1670,1614,1339,1054,649,311,142,7308,Bassendean (T)
50420,800,414,245,133,31,13,2588,27,322,363,265,189,70,23,0,1263,749,3546,2527,1394,971,465,163,36,9853,380,1258,1087,916,730,455,171,63,5069,792,1889,1378,1293,1192,779,380,103,7804,164,101,91,79,50,23,16,6,526,55,142,185,197,198,132,59,21,990,1009,2142,1656,1570,1445,929,449,126,9319,20,116,72,84,68,59,35,19,475,505,809,615,566,590,591,568,501,4750,2732,9094,7118,5223,4235,2713,1443,752,33310,Bayswater (C)
50490,435,175,108,48,7,3,1374,24,155,137,101,75,31,6,3,527,478,2124,1232,576,378,189,60,12,5050,262,886,607,476,397,181,73,26,2901,607,1283,908,816,656,402,219,64,4960,99,73,48,37,22,21,3,3,304,47,104,121,106,104,58,31,12,582,750,1462,1082,955,786,475,257,81,5841,26,75,48,39,43,34,15,4,287,608,1040,637,541,511,424,374,196,4329,2166,6327,4177,2855,2296,1380,796,318,20311,Belmont (C)
50560,5,4,3,4,0,0,15,0,0,3,3,3,0,3,0,18,3,20,11,16,20,17,7,0,94,0,6,12,20,32,12,9,0,96,12,35,38,40,54,42,22,3,254,0,0,4,3,0,0,0,0,10,0,4,4,4,5,9,3,0,30,16,39,47,48,65,48,26,3,287,0,0,0,0,0,7,0,0,7,17,15,30,39,39,33,43,12,220,35,83,111,130,158,123,80,18,738,Beverley (S)
50630,13,11,3,6,0,0,34,0,5,7,5,10,0,0,0,30,0,55,45,22,13,11,0,0,156,0,21,39,29,29,24,0,0,147,40,122,109,113,67,20,4,0,479,3,5,3,0,0,0,4,0,20,0,3,14,8,3,6,0,0,29,49,130,126,121,72,22,12,0,530,0,0,4,3,0,3,0,0,6,16,44,37,47,35,19,16,3,220,66,269,270,238,163,76,30,3,1115,Boddington (S)
50770,4,0,0,3,0,0,13,0,0,0,0,8,3,0,0,10,0,28,43,20,17,9,8,0,121,0,9,17,22,11,29,0,0,98,25,26,42,48,41,22,5,0,215,6,3,9,0,3,0,0,0,20,0,3,5,3,5,4,0,0,25,29,31,54,53,54,29,13,4,260,0,0,0,0,8,0,3,0,10,14,4,3,32,36,39,26,9,166,41,81,126,120,134,112,47,14,669,Boyup Brook (S)
50840,9,10,14,17,0,0,50,0,0,6,21,13,7,0,0,55,8,29,84,67,89,79,16,0,370,11,17,49,69,85,76,14,9,323,63,97,124,161,162,123,34,5,773,17,3,5,8,8,6,3,0,53,9,7,21,15,21,31,3,0,100,95,105,153,183,198,161,35,5,929,0,3,3,9,7,10,8,0,39,44,39,34,83,80,80,72,14,447,154,206,339,433,485,431,151,30,2224,Bridgetown-Greenbushes (S)
