lga_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,lga_name16
44210,88,59,140,3654,3167,6827,282,250,532,4030,3475,7505,32,12,45,1781,1443,3227,8,9,17,1814,1472,3287,3,5,8,140,85,216,0,0,0,139,84,230,33,22,55,1918,1531,3442,5,9,16,1959,1554,3516,51,37,89,1691,1607,3292,34,20,54,1780,1661,3436,0,0,0,51,35,93,242,220,464,292,262,554,9.1,22.7,14.5,7.3,5.6,6.3,0.0,0.0,0.0,7.1,5.4,6.5,39.3,37.3,38.2,52.4,48.3,50.4,1.8,3.6,3.0,48.6,44.7,46.8,38.1,20.3,31.3,48.7,45.5,47.3,2.8,3.6,3.2,45.0,42.3,43.8,5,3,5,152,189,340,0,0,3,153,191,345,26,14,33,1604,1233,2839,8,11,15,1633,1252,2887,0,3,3,226,103,325,0,0,0,225,107,334,0,0,0,31,31,61,0,0,0,31,31,61,0,0,0,28,38,58,0,0,0,28,38,58,0,3,3,115,257,377,3,0,4,123,260,385,0,4,5,150,263,410,3,0,3,158,269,423,0,5,5,37,64,97,0,0,Mid Murray (DC)
44620,151,195,347,9379,10228,19614,535,571,1110,10068,10999,21069,79,81,159,5871,5518,11388,38,28,65,5982,5633,11612,23,11,33,444,356,796,0,0,3,464,363,835,97,93,192,6312,5873,12185,38,31,71,6454,5999,12445,46,91,139,2965,4219,7180,38,56,97,3048,4366,7418,3,12,11,101,145,246,465,487,950,569,639,1206,23.7,11.8,17.2,7.0,6.1,6.5,0.0,0.0,4.2,7.2,6.1,6.7,66.4,47.4,56.1,67.3,57.4,62.1,7.0,5.4,6.4,64.1,54.5,59.1,54.1,41.3,46.5,62.6,53.9,58.1,7.0,4.9,5.8,59.4,51.2,55.1,6,8,9,429,677,1110,3,3,6,435,686,1129,70,77,147,5386,4782,10169,27,29,58,5482,4882,10371,4,0,5,331,195,523,0,0,0,337,199,535,0,0,0,128,139,266,0,0,0,128,144,267,0,0,0,80,146,224,0,4,3,82,151,228,0,7,7,510,978,1486,0,3,4,510,989,1504,4,15,20,430,793,1228,6,3,4,443,817,1256,4,5,9,122,278,398,0,0,Mount Gambier (C)
44830,30,32,60,1133,1086,2221,94,83,182,1254,1206,2457,10,14,27,661,554,1217,7,5,15,684,572,1252,3,0,5,46,25,70,3,0,3,46,27,75,10,16,28,702,582,1285,9,3,17,729,602,1333,17,12,29,409,492,908,12,11,16,436,519,954,0,0,0,18,11,31,69,69,144,89,81,169,30.0,0.0,17.9,6.6,4.3,5.4,33.3,0.0,17.6,6.3,4.5,5.6,37.0,57.1,49.1,62.2,53.6,57.8,10.0,3.6,9.6,58.1,50.1,54.3,37.0,50.0,47.4,58.5,51.1,54.7,7.8,6.0,8.5,54.5,47.6,51.0,0,10,7,68,124,186,0,0,0,70,131,198,12,4,20,579,427,1009,9,4,11,603,439,1039,0,0,0,103,42,144,4,0,6,109,41,150,0,0,0,3,9,11,0,0,0,3,9,11,0,0,3,12,23,34,0,0,0,10,24,35,0,3,3,37,128,166,0,0,0,37,131,172,3,0,4,53,138,192,0,0,0,56,140,192,0,0,0,12,16,26,0,0,Mount Remarkable (DC)
45040,348,306,653,7786,7797,15587,517,492,1012,8650,8593,17242,113,115,228,4331,3845,8173,42,28,68,4489,3986,8470,41,26,66,398,338,742,8,3,10,448,366,817,147,145,293,4729,4181,8911,50,28,78,4929,4357,9287,192,155,350,2951,3492,6436,53,59,113,3190,3704,6901,7,7,13,112,119,232,416,399,818,525,527,1060,27.9,17.9,22.5,8.4,8.1,8.3,16.0,10.7,12.8,9.1,8.4,8.8,42.5,47.2,44.7,60.7,53.7,57.2,9.6,5.8,7.7,57.0,50.7,53.8,32.7,37.5,34.8,55.6,49.3,52.5,8.1,5.8,6.7,51.9,46.4,49.1,17,29,47,299,519,817,3,0,3,315,547,862,98,85,175,3985,3289,7272,36,26,61,4120,3390,7507,4,0,5,369,134,506,5,0,3,368,136,507,0,0,3,70,75,144,0,0,0,67,79,152,0,0,0,42,101,143,0,0,0,42,96,142,0,11,11,330,562,892,7,8,7,337,583,921,17,18,35,355,625,983,4,0,9,377,648,1028,4,3,9,115,193,304,0,3,Murray Bridge (RC)
45400,0,3,6,343,336,679,28,38,66,372,373,744,0,0,0,207,181,391,6,6,11,215,185,398,0,0,0,9,3,18,0,0,0,9,3,18,0,0,0,215,191,407,6,6,11,225,194,419,0,3,3,118,141,265,0,3,5,121,149,272,0,0,0,7,8,11,23,25,52,29,31,62,0.0,0.0,0.0,4.2,1.6,4.4,0.0,0.0,0.0,4.0,1.5,4.3,0.0,0.0,0.0,63.2,56.2,59.6,20.7,17.6,16.2,60.0,51.9,55.6,0.0,0.0,0.0,60.9,53.2,57.2,20.7,17.6,16.2,57.3,49.5,52.9,0,0,0,13,49,67,0,0,0,13,52,69,0,0,0,193,133,319,6,3,7,199,136,328,0,0,0,35,7,47,0,0,0,35,7,47,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,4,6,10,0,3,3,4,10,11,0,0,0,17,42,60,0,3,4,20,45,60,0,0,0,11,42,53,0,0,3,8,43,53,0,0,0,4,3,7,0,0,Orroroo/Carrieton (DC)
45090,45,42,90,3243,3021,6270,165,160,323,3455,3225,6677,24,27,52,2346,1791,4136,30,17,53,2401,1837,4236,0,4,7,101,68,163,0,0,0,102,73,172,27,30,54,2444,1855,4299,30,18,53,2504,1902,4409,9,17,26,739,1102,1839,6,18,26,755,1136,1889,3,3,7,59,69,125,126,120,245,191,189,376,0.0,13.3,13.0,4.1,3.7,3.8,0.0,0.0,0.0,4.1,3.8,3.9,69.2,60.0,62.1,75.4,61.3,68.6,18.5,11.5,16.4,72.6,58.9,66.1,61.5,54.0,59.8,72.4,59.2,66.0,18.5,10.9,16.4,69.6,56.9,63.5,0,4,7,105,213,317,0,0,0,105,215,322,22,19,47,2207,1557,3766,28,19,47,2264,1596,3859,0,3,3,228,123,352,0,0,0,232,120,351,0,0,0,21,36,54,0,0,0,21,35,54,0,0,0,17,53,75,0,0,0,21,53,73,0,3,3,179,365,546,0,3,3,179,374,549,0,0,0,192,284,477,0,0,3,199,286,484,0,3,3,50,60,103,0,0,Naracoorte and Lucindale (DC)
45120,30,26,49,1761,1690,3452,116,103,226,1909,1822,3728,10,7,13,1064,897,1965,5,11,13,1079,915,1993,6,0,6,53,38,90,0,0,3,64,38,101,14,7,21,1121,933,2051,7,9,21,1141,954,2091,17,14,27,619,735,1355,8,10,21,637,764,1399,0,0,0,21,20,43,99,82,185,124,106,234,42.9,0.0,28.6,4.7,4.1,4.4,0.0,0.0,14.3,5.6,4.0,4.8,45.2,33.3,43.8,63.7,55.3,59.5,6.1,8.9,9.3,60.0,52.3,56.1,32.3,33.3,27.1,60.4,53.1,57.0,4.4,10.9,5.7,56.7,50.2,53.5,0,0,0,81,150,236,0,0,0,80,151,237,10,6,12,975,736,1711,5,11,14,990,752,1740,0,0,0,129,57,190,3,0,4,134,58,191,0,0,0,17,23,38,0,0,0,17,23,38,0,0,0,10,33,44,0,0,0,10,33,44,0,0,0,84,219,306,0,3,4,90,223,306,0,0,3,78,185,268,0,5,5,82,191,271,4,0,4,21,30,54,0,0,Northern Areas (DC)
45290,68,85,157,13550,15152,28705,703,741,1447,14327,15976,30307,37,39,76,8451,8378,16827,28,29,59,8514,8444,16962,5,7,10,642,559,1203,3,0,3,646,564,1211,41,48,87,9092,8939,18030,31,29,64,9165,9017,18179,29,35,68,4380,6111,10489,47,69,107,4453,6215,10659,0,0,4,82,104,190,625,644,1275,715,751,1466,12.2,14.6,11.5,7.1,6.3,6.7,9.7,0.0,4.7,7.0,6.3,6.7,58.6,57.8,54.7,67.1,59.0,62.8,4.4,3.9,4.4,63.9,56.4,60.0,52.9,47.0,47.8,62.4,55.3,58.6,4.0,3.9,4.1,59.4,52.8,56.0,9,11,19,1296,1853,3148,4,5,9,1305,1869,3178,27,23,59,7095,6461,13557,22,22,45,7147,6508,13657,10,0,8,642,434,1077,0,0,0,648,440,1089,0,5,6,1370,1353,2724,0,5,9,1371,1359,2731,0,4,4,388,653,1040,0,0,0,388,659,1046,7,10,18,3285,3998,7285,12,12,25,3308,4018,7328,10,6,10,1167,1470,2636,6,9,11,1185,1478,2664,3,0,4,82,118,200,0,0,Norwood Payneham St Peters (C)
45340,711,848,1553,61457,65565,127017,3399,3596,7000,65562,70007,135573,346,366,705,37858,35916,73769,232,197,426,38430,36476,74900,66,60,129,3347,2678,6027,44,27,71,3460,2759,6224,413,422,836,41204,38597,79796,269,223,495,41888,39240,81122,277,410,681,19777,26417,46193,271,406,681,20330,27228,47555,17,20,35,478,555,1030,2856,2970,5827,3353,3541,6891,16.0,14.2,15.4,8.1,6.9,7.6,16.4,12.1,14.3,8.3,7.0,7.7,58.4,49.5,53.9,67.0,58.9,62.8,7.9,6.2,7.1,63.9,56.0,59.8,48.9,43.0,45.4,61.6,54.8,58.1,6.8,5.5,6.1,58.6,52.1,55.2,61,86,149,4138,6477,10616,24,22,48,4224,6591,10812,271,273,545,33403,29182,62586,191,155,350,33862,29617,63476,22,9,26,3562,1604,5170,20,5,25,3605,1620,5226,7,4,9,1313,1380,2693,7,8,12,1322,1396,2717,5,7,13,705,1361,2063,3,11,10,713,1377,2091,21,43,63,5056,8151,13207,28,37,70,5114,8234,13348,29,54,86,4998,7217,12211,28,37,68,5060,7313,12367,15,39,49,787,1328,2119,6,7,Onkaparinga (C)
45540,27,32,56,622,653,1278,56,48,107,710,734,1442,9,10,17,219,248,470,5,0,8,235,261,493,0,0,0,43,30,69,3,0,3,46,32,75,10,10,22,254,279,541,11,0,10,277,291,565,17,18,40,349,362,711,8,3,8,378,389,762,0,0,0,13,10,24,44,44,83,59,53,109,0.0,0.0,0.0,16.9,10.8,12.8,27.3,0.0,30.0,16.6,11.0,13.3,37.0,35.7,35.5,41.2,42.9,42.4,17.5,0.0,9.9,38.8,39.7,39.3,33.3,35.7,27.4,35.6,38.1,36.8,7.9,0.0,7.9,32.9,35.6,34.3,0,0,0,26,45,66,0,0,0,27,45,71,4,7,15,189,199,386,6,0,8,202,210,408,0,0,0,19,11,30,0,0,0,25,11,32,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,7,9,13,0,0,0,7,9,13,0,0,0,26,38,56,0,0,0,23,38,58,0,0,0,10,44,53,0,0,0,13,44,57,0,0,0,13,17,31,0,0,Peterborough (DC)
45680,859,984,1846,30704,31874,62577,2193,2206,4403,33747,35069,68816,350,329,675,17169,14577,31744,129,97,221,17639,15009,32648,119,83,204,2558,1972,4528,27,13,44,2707,2072,4773,462,413,876,19728,16550,36278,156,109,263,20348,17076,37419,369,547,917,10568,14919,25488,154,228,382,11091,15698,26786,23,19,44,410,404,809,1880,1870,3752,2312,2296,4612,25.8,20.1,23.3,13.0,11.9,12.5,17.3,11.9,16.7,13.3,12.1,12.8,54.1,42.2,47.7,64.2,51.9,58.0,7.1,4.9,6.0,60.3,48.7,54.4,41.0,33.6,36.7,55.9,45.7,50.7,5.9,4.4,5.0,52.3,42.8,47.4,52,84,129,1753,2023,3774,12,3,15,1814,2109,3918,295,244,534,15193,12406,27594,101,85,191,15590,12733,28322,9,3,15,1036,494,1534,10,10,19,1061,508,1572,3,4,6,266,285,554,0,0,0,270,292,559,0,8,9,131,274,409,0,0,4,138,282,416,11,35,48,1203,2090,3296,8,13,28,1228,2140,3372,18,64,85,1656,2580,4234,6,14,23,1682,2655,4339,34,36,72,566,887,1453,3,3,Playford (C)
45890,933,982,1915,46354,47680,94035,2400,2531,4929,49692,51193,100886,302,350,654,26881,24471,51354,134,125,257,27323,24942,52263,99,82,178,2983,2179,5164,22,16,36,3103,2274,5379,408,427,830,29864,26656,56518,155,141,297,30428,27224,57647,501,539,1039,15981,20494,36470,190,261,451,16665,21295,37961,28,17,47,509,538,1050,2057,2128,4186,2596,2680,5279,24.3,19.2,21.4,10.0,8.2,9.1,14.2,11.3,12.1,10.2,8.4,9.3,43.5,43.4,43.3,64.4,55.9,60.1,6.5,5.6,6.0,61.2,53.2,57.1,32.2,35.6,34.1,58.0,51.3,54.6,5.6,4.9,5.2,55.0,48.7,51.8,62,113,177,3433,4712,8142,12,7,18,3505,4836,8335,232,223,462,23097,19519,42617,115,109,217,23443,19853,43295,11,6,18,1805,962,2765,4,11,15,1825,977,2800,11,15,22,2112,2193,4305,3,6,7,2130,2208,4339,6,7,13,562,1073,1633,4,7,7,570,1082,1653,30,52,86,5929,7930,13854,22,20,43,5985,8001,13984,33,74,102,3529,4404,7928,20,23,44,3573,4495,8075,21,36,57,490,614,1107,3,8,Port Adelaide Enfield (C)
46090,879,857,1732,4387,4194,8574,451,434,887,5712,5487,11197,250,262,511,2393,2361,4754,23,16,42,2667,2637,5306,125,78,199,249,115,361,0,0,4,374,190,567,369,338,709,2648,2469,5115,30,23,46,3045,2833,5872,461,468,932,1663,1658,3326,28,41,73,2156,2166,4325,44,51,91,74,64,135,396,372,768,514,485,994,33.9,23.1,28.1,9.4,4.7,7.1,0.0,0.0,8.7,12.3,6.7,9.7,42.2,39.4,40.9,60.4,58.9,59.6,6.6,5.3,5.2,53.3,51.7,52.5,28.6,30.6,29.5,54.6,56.3,55.4,5.1,3.7,4.7,46.7,48.1,47.4,45,84,134,455,661,1120,8,4,15,510,759,1263,184,169,352,1924,1682,3602,20,10,32,2133,1854,3985,5,0,5,96,43,146,0,0,0,100,43,149,0,0,0,47,65,109,0,0,0,47,65,109,3,3,8,32,81,111,0,0,0,38,85,121,5,18,20,186,442,631,4,0,4,198,463,656,23,58,78,209,280,488,0,5,3,233,340,572,14,25,35,51,89,141,0,0,Port Augusta (C)
46300,215,245,457,4878,5180,10056,403,416,824,5493,5848,11341,80,82,161,3061,2878,5940,13,12,24,3155,2976,6127,39,16,55,194,159,361,4,0,4,244,180,421,122,100,217,3262,3039,6300,16,12,28,3395,3149,6545,83,141,228,1554,2080,3632,45,63,102,1677,2284,3969,8,8,11,61,62,123,350,339,686,417,411,825,32.0,16.0,25.3,5.9,5.2,5.7,25.0,0.0,14.3,7.2,5.7,6.4,57.3,40.2,47.6,66.9,58.7,62.7,3.9,2.9,3.4,61.9,53.9,57.7,37.6,32.9,35.3,62.8,55.5,59.1,3.2,2.9,2.9,57.5,50.9,54.0,7,11,19,266,436,697,0,0,4,273,449,721,71,75,142,2768,2415,5175,3,12,15,2842,2494,5337,0,0,6,235,112,348,0,0,0,233,117,351,0,3,3,51,60,110,0,0,0,51,62,115,0,5,3,42,105,141,0,0,0,45,106,149,3,9,13,296,576,874,0,3,3,294,587,883,6,12,17,276,422,703,3,3,3,282,438,722,3,3,10,76,113,185,0,0,Port Lincoln (C)
46510,72,61,133,7992,8135,16128,401,387,790,8466,8587,17050,37,28,67,5453,5044,10495,20,15,40,5511,5090,10598,6,7,15,413,305,715,0,0,0,420,309,726,42,34,73,5863,5349,11212,21,15,40,5929,5397,11326,29,24,57,2066,2745,4810,24,24,49,2117,2791,4912,3,0,0,62,47,109,358,347,705,415,393,812,14.3,20.6,20.5,7.0,5.7,6.4,0.0,0.0,0.0,7.1,5.7,6.4,56.8,58.6,56.2,73.4,65.7,69.5,5.2,3.9,5.0,70.1,62.9,66.4,50.0,48.3,51.5,68.2,62.0,65.1,5.0,3.9,5.0,65.1,59.3,62.2,5,8,13,836,1164,1996,3,0,3,843,1177,2019,30,17,46,4571,3856,8430,19,12,30,4618,3888,8505,0,0,3,394,205,606,0,0,0,403,206,606,0,0,0,637,620,1257,4,0,3,640,622,1258,3,5,11,204,348,550,0,0,0,205,353,561,5,9,8,1792,2055,3842,13,10,17,1805,2068,3869,3,6,9,743,825,1569,3,0,3,748,834,1581,0,0,0,60,73,132,0,0,Prospect (C)
46670,61,83,141,3527,3605,7126,306,276,581,3895,3955,7855,29,23,50,2147,1825,3973,31,18,49,2205,1865,4068,6,8,19,165,122,283,3,0,0,174,131,303,36,31,67,2313,1945,4252,32,20,49,2378,1996,4370,31,44,73,1157,1621,2781,32,26,54,1221,1686,2908,0,4,0,60,38,97,245,234,475,299,271,575,16.7,25.8,28.4,7.1,6.3,6.7,9.4,0.0,0.0,7.3,6.6,6.9,53.7,39.2,47.9,65.5,54.0,59.6,10.4,7.1,8.5,61.0,50.5,55.6,43.3,29.1,35.7,60.8,50.6,55.7,10.0,6.4,8.5,56.6,47.2,51.8,3,0,3,144,264,407,0,0,0,148,264,412,25,23,49,1970,1544,3517,27,17,43,2024,1587,3607,4,0,4,155,71,231,3,0,3,166,71,234,0,0,0,32,34,62,0,0,0,31,35,65,0,0,0,18,46,66,0,0,0,18,49,72,0,0,0,160,301,459,0,0,4,161,300,460,0,3,7,205,309,511,0,3,4,206,317,527,0,0,0,34,53,88,0,0,Renmark Paringa (DC)
46860,7,0,9,536,537,1075,57,45,101,595,585,1185,4,0,7,355,312,671,3,0,4,366,314,677,0,0,0,14,11,20,0,0,0,14,11,20,4,0,7,371,320,688,3,0,4,376,321,699,3,0,7,161,209,376,4,0,5,175,212,386,0,0,0,3,6,11,45,39,90,52,52,97,0.0,0.0,0.0,3.8,3.4,2.9,0.0,0.0,0.0,3.7,3.4,2.9,57.1,0.0,50.0,69.3,59.8,64.0,5.8,0.0,4.0,62.4,54.9,59.1,57.1,0.0,50.0,66.4,58.3,62.4,5.8,0.0,4.0,60.7,53.7,57.3,0,0,0,27,35,63,0,0,0,27,35,63,4,0,7,325,274,598,3,0,4,333,276,610,0,0,0,47,25,72,0,0,0,47,25,72,0,0,0,7,9,15,0,0,0,7,9,15,0,0,0,3,15,24,0,0,0,3,15,24,0,0,0,36,66,106,0,0,0,40,66,107,0,0,0,30,65,93,0,0,0,30,61,98,0,0,0,5,13,17,0,0,Robe (DC)
46970,56,23,78,1448,1053,2504,198,77,278,1705,1155,2864,51,20,67,1343,772,2119,11,7,20,1406,794,2199,0,0,3,22,54,81,0,0,0,21,54,79,51,17,69,1370,826,2195,11,7,20,1430,856,2282,5,7,7,75,223,299,0,0,3,80,230,311,0,0,0,4,0,9,185,74,261,198,73,267,0.0,0.0,4.3,1.6,6.5,3.7,0.0,0.0,0.0,1.5,6.3,3.5,91.1,70.8,90.8,94.5,78.7,87.7,5.6,8.6,7.0,83.7,73.9,79.8,91.1,83.3,88.2,92.7,73.6,84.7,5.6,8.6,7.0,82.3,68.5,76.9,0,0,0,29,106,139,0,0,0,29,109,143,49,16,60,1310,666,1969,8,7,15,1366,685,2046,0,0,0,7,18,28,0,0,0,7,18,28,0,0,0,41,23,62,0,0,0,41,23,62,0,0,0,10,21,32,0,0,0,10,26,38,0,0,0,146,150,293,0,0,0,146,150,294,0,0,3,65,103,172,4,0,4,64,110,174,4,0,4,18,23,44,0,0,Roxby Downs (M)
47140,831,936,1765,51359,52540,103900,2594,2532,5120,54784,56006,110789,395,381,776,30283,26049,56328,177,124,305,30852,26557,57408,97,77,176,3571,2628,6197,35,26,56,3699,2730,6434,493,460,951,33850,28675,62528,208,152,357,34553,29287,63841,319,454,774,17005,23367,40369,224,288,510,17543,24107,41655,26,21,43,503,498,1001,2165,2090,4252,2692,2609,5298,19.7,16.7,18.5,10.5,9.2,9.9,16.8,17.1,15.7,10.7,9.3,10.1,58.8,49.2,53.8,65.9,54.6,60.2,8.0,6.0,7.0,63.1,52.3,57.6,47.1,40.7,43.9,59.0,49.6,54.2,6.8,4.9,6.0,56.3,47.4,51.8,72,122,189,3206,3986,7200,10,20,26,3288,4130,7416,312,251,561,26662,21788,48456,157,103,254,27126,22142,49273,12,3,15,2126,1016,3142,12,10,20,2148,1026,3171,3,9,13,1358,1206,2566,3,3,5,1360,1219,2584,5,9,15,361,610,968,0,4,5,368,618,987,18,40,50,3799,5422,9217,15,19,41,3830,5475,9312,40,75,115,3253,4369,7621,17,17,32,3309,4468,7771,21,26,47,621,991,1612,4,4,Salisbury (C)
47290,15,10,29,777,727,1507,67,72,143,864,810,1678,8,0,13,531,435,959,3,5,6,540,435,978,3,0,7,12,16,34,0,0,0,21,19,38,14,4,17,542,446,993,3,5,6,563,459,1014,3,8,8,217,269,484,5,6,8,225,283,505,0,0,0,16,8,32,62,67,127,81,72,152,21.4,0.0,41.2,2.2,3.6,3.4,0.0,0.0,0.0,3.7,4.1,3.7,82.4,33.3,68.0,69.9,61.7,65.8,4.3,6.4,4.3,64.8,56.4,60.7,47.1,0.0,52.0,68.5,60.2,63.6,4.3,6.4,4.3,62.1,53.4,58.5,0,0,0,30,70,100,0,0,0,30,76,99,9,0,10,497,353,846,3,5,6,505,360,867,0,0,0,89,37,126,0,0,0,93,37,130,0,0,0,4,12,11,0,0,0,4,12,11,0,0,0,11,10,15,0,0,0,11,9,17,0,0,0,38,91,122,0,0,0,38,91,122,4,0,5,35,61,96,0,0,0,38,64,98,0,0,0,8,13,23,0,0,Southern Mallee (DC)
47490,12,11,20,817,693,1510,70,59,126,900,764,1660,5,3,10,549,419,969,5,4,6,553,432,988,0,0,0,34,13,41,0,0,0,29,13,44,6,3,10,577,430,1013,5,4,6,586,438,1031,3,6,8,234,253,487,5,3,7,244,259,502,0,0,4,9,7,16,60,55,110,67,62,130,0.0,0.0,0.0,5.9,3.0,4.0,0.0,0.0,0.0,4.9,3.0,4.3,66.7,33.3,45.5,70.4,62.3,66.8,7.1,6.5,4.9,65.3,57.7,62.0,55.6,33.3,45.5,67.0,60.7,63.9,7.1,6.5,4.9,61.6,56.9,59.4,0,3,3,39,106,142,0,0,0,39,109,147,5,0,7,495,314,803,3,6,5,502,316,818,0,0,0,69,31,93,0,0,0,73,31,95,0,0,0,0,7,8,0,0,0,0,7,8,0,0,0,9,10,18,0,0,0,9,10,18,0,3,3,42,88,129,0,3,3,42,89,133,0,0,0,33,67,97,0,0,0,32,63,96,0,0,0,10,13,15,0,0,Streaky Bay (DC)
