lga_code16,psn_15_y_over_indig_m,psn_15_y_over_indig_f,psn_15_y_over_indig_p,psn_15_y_over_nonind_m,psn_15_y_over_nonind_f,psn_15_y_over_nonind_p,psn_15_y_over_ind_s_nsm,psn_15_y_over_ind_s_nsf,psn_15_y_over_ind_s_nsp,psn_15_y_over_totm,psn_15_y_over_totf,psn_15_y_over_totp,in_lf_emp_indig_m,in_lf_emp_indig_f,in_lf_emp_indig_p,in_lf_emp_nonind_m,in_lf_emp_nonind_f,in_lf_emp_nonind_p,in_lf_emp_indst_nsm,in_lf_emp_indst_nsf,in_lf_emp_indst_nsp,in_lf_employd_totm,in_lf_employd_totf,in_lf_employd_totp,in_lf_unemp_ind_m,in_lf_unemp_ind_f,in_lf_unemp_ind_p,in_lf_unemp_no_ind_m,in_lf_unemp_no_ind_f,in_lf_unemp_no_ind_p,in_lf_un_indst_nsm,in_lf_un_indst_nsf,in_lf_un_indst_nsp,in_lf_unemp_totm,in_lf_unemp_totf,in_lf_unemp_totp,in_lf_to_lf_ind_m,in_lf_to_lf_ind_f,in_lf_to_lf_ind_p,in_lf_to_la_fo_no_in_m,in_lf_to_la_fo_no_in_f,in_lf_to_la_fo_no_in_p,in_lf_to_l_fo_in_st_nsm,in_lf_to_l_fo_in_st_nsf,in_lf_to_l_fo_in_st_nsp,in_lf_to_lf_totm,in_lf_to_lf_totf,in_lf_to_lf_totp,n_the_lf_indig_m,n_the_lf_indig_f,n_the_lf_indig_p,n_the_lf_no_indig_m,n_the_lf_no_indig_f,n_the_lf_no_indig_p,n_the_lf_indig_st_nsm,n_the_lf_indig_st_nsf,n_the_lf_indig_st_nsp,n_the_lf_totm,n_the_lf_totf,n_the_lf_totp,lf_st_ns_indig_m,lf_st_ns_indig_f,lf_st_ns_indig_p,lf_st_ns_nonind_m,lf_st_ns_nonind_f,lf_st_ns_nonind_p,lf_st_ns_indig_st_nsm,lf_st_ns_indig_st_nsf,lf_st_ns_indig_st_nsp,lf_st_ns_totm,lf_st_ns_totf,lf_st_ns_totp,pcent_unemploy_indig_m,pcent_unemploy_indig_f,pcent_unemploy_indig_p,pcent_unemploy_nonind_m,pcent_unemploy_nonind_f,pcent_unemploy_nonind_p,pcent_unem_indst_nsm,pcent_unemp_indst_nsf,pcent_unemp_indst_nsp,pcent_unemploy_totm,pcent_unemploy_totf,pcent_unemploy_totp,pcent_lf_part_indig_m,pcent_lf_part_indig_f,pcent_lf_part_indig_p,pcent_lf_part_no_indig_m,pcent_lf_part_no_indig_f,pcent_lf_part_no_indig_p,pcent_lf_part_indst_nsm,pcent_lf_part_indst_nsf,pcent_lf_part_indst_nsp,pcent_lf_part_totm,pcent_lf_part_totf,pcent_lf_part_totp,pcent_emp_to_pop_ind_m,pcent_emp_to_pop_ind_f,pcent_emp_to_pop_ind_p,pcent_emp_t_pop_nonind_m,pcent_emp_t_pop_nonind_f,pcent_emp_t_pop_nonind_p,pcent_emp_t_pop_indst_nsm,pcent_emp_t_pop_indst_nsf,pcent_emp_t_pop_indst_nsp,pcent_emp_to_pop_totm,pcent_emp_to_pop_totf,pcent_emp_to_pop_totp,indsec_gov_ind_m,indsec_gov_ind_f,indsec_gov_ind_p,indsec_gov_no_ind_m,indsec_gov_no_ind_f,indsec_gov_no_ind_p,indsec_gov_indst_nsm,indsec_gov_indst_nsf,indsec_gov_indst_nsp,indsec_gov_totm,indsec_gov_totf,indsec_gov_totp,indsec_priv_ind_m,indsec_priv_ind_f,indsec_priv_ind_p,indsec_priv_nonind_m,indsec_priv_nonind_f,indsec_priv_nonind_p,indsec_priv_indst_nsm,indsec_priv_indst_nsf,indsec_priv_indst_nsp,indsec_priv_totm,indsec_priv_totf,indsec_priv_totp,self_employed_ind_m,self_employed_ind_f,self_employed_ind_p,self_employed_nonind_m,self_employed_nonind_f,self_employed_nonind_p,self_employed_ind_status_nsm,self_employed_ind_status_nsf,self_employed_ind_status_nsp,self_employed_totm,self_employed_totf,self_employed_totp,nsq_pgdl_ind_m,nsq_pgdl_ind_f,nsq_pgdl_ind_p,nsq_pgdl_no_ind_m,nsq_pgdl_no_ind_f,nsq_pgdl_no_ind_p,nsq_pgdl_indst_nsm,nsq_pgdl_indst_nsf,nsq_pgdl_indst_nsp,nsq_pgdl_totm,nsq_pgdl_totf,nsq_pgdl_totp,nsq_gd_gcl_ind_m,nsq_gd_gcl_ind_f,nsq_gd_gcl_ind_p,nsq_gd_gcl_no_in_m,nsq_gd_gcl_no_in_f,nsq_gd_gcl_no_in_p,nsq_gd_gcl_in_st_nsm,nsq_gd_gcl_in_st_nsf,nsq_gd_gcl_in_st_nsp,nsq_gd_gcl_totm,nsq_gd_gcl_totf,nsq_gd_gcl_totp,nsq_bdl_ind_m,nsq_bdl_ind_f,nsq_bdl_ind_p,nsq_bdl_no_ind_m,nsq_bdl_no_ind_f,nsq_bdl_no_ind_p,nsq_bdl_indst_nsm,nsq_bdl_indst_nsf,nsq_bdl_indst_nsp,nsq_bdl_totm,nsq_bdl_totf,nsq_bdl_totp,nsq_ad_dl_ind_m,nsq_ad_dl_ind_f,nsq_ad_dl_ind_p,nsq_ad_dl_no_in_m,nsq_ad_dl_no_in_f,nsq_ad_dl_no_in_p,nsq_ad_dl_in_st_nsm,nsq_ad_dl_in_st_nsf,nsq_ad_dl_in_st_nsp,nsq_ad_dl_totm,nsq_ad_dl_totf,nsq_ad_dl_totp,nsq_crt_ii_ind_m,nsq_crt_ii_ind_f,nsq_crt_ii_ind_p,nsq_cer_ii_no_ind_m,nsq_cer_ii_no_ind_f,nsq_cer_ii_no_ind_p,nsq_ce_ii_indst_nsm,nsq_ce_ii_indst_nsf,lga_name16
53640,40,27,67,432,366,804,63,40,102,535,438,971,12,9,18,349,231,578,0,4,4,356,245,602,4,8,13,3,0,6,0,0,3,11,7,20,16,12,28,354,234,584,0,3,3,367,255,623,21,8,35,81,128,206,0,4,3,105,136,238,0,0,0,3,9,13,58,37,98,67,44,111,25.0,66.7,46.4,0.8,0.0,1.0,0.0,0.0,100.0,3.0,2.7,3.2,43.2,60.0,44.4,80.8,63.1,72.7,0.0,6.8,2.9,68.1,58.6,64.1,32.4,45.0,28.6,79.7,62.3,72.0,0.0,9.1,3.8,66.0,56.3,61.9,3,3,9,11,41,56,0,0,0,13,47,58,5,7,14,335,190,519,0,4,4,339,195,530,0,0,0,35,19,51,0,0,0,35,21,52,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,3,8,12,0,0,0,3,5,8,0,0,0,20,49,70,0,0,0,24,49,76,0,0,0,29,35,68,0,0,0,29,37,68,0,3,4,3,7,11,0,0,Gnowangerup (S)
54280,648,745,1391,10252,9220,19472,1272,1017,2290,12173,10980,23159,240,243,491,8146,6184,14332,47,36,80,8429,6466,14898,79,45,120,389,401,792,3,7,7,474,449,922,319,290,608,8533,6586,15122,53,39,88,8900,6917,15821,301,421,726,1612,2561,4174,24,35,59,1940,3019,4962,24,27,59,113,66,177,1196,944,2139,1329,1043,2373,24.8,15.5,19.7,4.6,6.1,5.2,5.7,17.9,8.0,5.3,6.5,5.8,49.5,39.3,43.6,83.2,71.5,77.7,4.2,3.8,3.8,73.1,63.0,68.3,37.3,32.9,35.2,79.4,67.1,73.6,3.7,3.5,3.5,69.3,58.9,64.3,20,62,81,597,1227,1825,0,9,9,617,1295,1913,219,176,394,7460,4890,12354,47,25,74,7718,5103,12816,3,4,7,210,173,381,0,0,3,217,175,389,0,4,4,267,202,471,0,0,3,269,212,480,0,0,3,91,178,264,0,0,0,88,176,265,9,22,27,799,1228,2027,0,7,10,807,1251,2058,12,29,41,590,830,1416,4,3,4,603,857,1461,7,20,24,104,192,294,0,3,Kalgoorlie/Boulder (C)
54310,978,902,1873,6818,5387,12204,1360,727,2084,9148,7012,16164,377,320,700,5993,3927,9921,54,24,81,6419,4275,10701,122,108,229,217,229,443,4,3,8,341,340,681,497,434,926,6209,4156,10366,60,30,90,6767,4615,11383,449,448,901,546,1191,1735,15,23,35,1012,1660,2673,24,20,45,66,41,108,1287,675,1965,1376,734,2117,24.5,24.9,24.7,3.5,5.5,4.3,6.7,10.0,8.9,5.0,7.4,6.0,51.2,48.1,49.5,91.0,77.1,84.9,4.4,4.1,4.3,73.9,65.8,70.4,38.9,35.5,37.4,87.9,72.9,81.3,4.0,3.3,3.9,70.1,61.0,66.2,11,41,52,412,855,1265,3,8,15,428,909,1336,359,272,626,5538,3043,8581,48,19,64,5942,3336,9279,0,0,5,90,123,207,0,0,0,93,126,214,0,0,0,171,151,324,0,0,0,174,151,325,0,3,6,63,129,193,0,3,3,58,137,198,12,32,42,670,976,1646,3,4,9,682,1011,1696,11,29,40,556,662,1219,3,3,5,571,695,1265,16,33,47,70,144,212,0,0,Karratha (C)
53710,11,18,26,360,357,718,43,37,76,409,413,822,0,5,4,244,194,437,0,0,0,247,199,446,3,0,4,5,17,21,0,0,0,11,17,26,3,3,9,251,209,458,3,0,3,258,215,472,8,11,21,104,145,250,0,3,3,115,161,274,0,0,0,6,3,4,37,34,70,47,37,81,100.0,0.0,44.4,2.0,8.1,4.6,0.0,0.0,0.0,4.3,7.9,5.5,27.3,21.4,30.0,69.5,58.5,64.3,7.5,0.0,3.9,61.4,52.1,57.1,0.0,35.7,13.3,67.6,54.3,61.4,0.0,0.0,0.0,58.8,48.2,53.9,0,0,0,15,46,67,0,0,0,20,53,71,0,0,3,220,146,367,0,0,0,222,146,372,0,0,0,35,16,47,0,0,0,35,16,47,0,0,0,3,4,11,0,0,0,3,4,11,0,0,0,3,7,10,0,0,0,3,7,10,0,0,0,23,44,59,0,0,0,23,44,59,0,5,5,15,36,48,0,0,0,15,34,48,0,0,0,3,10,7,0,0,Goomalling (S)
53780,990,857,1845,43963,43221,87185,2306,2081,4383,47250,46159,93412,309,322,629,28920,23173,52094,109,96,209,29338,23594,52930,86,72,159,3100,2432,5525,19,16,32,3205,2517,5714,396,390,788,32014,25602,57618,130,112,242,32541,26108,58648,562,446,1013,11450,17086,28533,102,143,243,12117,17678,29793,30,21,53,491,535,1027,2074,1821,3895,2595,2378,4969,21.7,18.5,20.2,9.7,9.5,9.6,14.6,14.3,13.2,9.8,9.6,9.7,40.1,45.5,42.5,72.8,59.2,66.1,5.6,5.4,5.5,68.9,56.6,62.8,31.3,37.6,33.9,65.8,53.6,59.8,4.7,4.6,4.8,62.1,51.1,56.7,35,81,114,2576,4080,6651,3,13,15,2610,4166,6777,256,231,490,25918,18829,44748,102,84,184,26274,19148,45426,14,3,23,1919,816,2739,5,0,8,1938,825,2766,8,12,16,1743,1611,3357,7,3,6,1756,1622,3377,3,6,15,392,678,1073,0,0,4,399,692,1091,12,39,49,5025,6596,11621,8,22,32,5041,6656,11701,20,56,79,3549,4198,7745,10,18,27,3579,4269,7855,9,25,34,434,662,1095,0,3,Gosnells (C)
53800,1196,1259,2446,12651,13054,25712,1286,1153,2438,15132,15465,30597,367,384,753,8187,7645,15831,63,57,113,8614,8082,16701,175,123,303,790,502,1296,13,3,17,975,630,1611,546,510,1049,8977,8147,17125,74,62,131,9592,8717,18311,608,700,1308,3516,4733,8243,57,58,116,4176,5491,9665,42,49,90,163,178,336,1164,1030,2197,1368,1258,2624,32.1,24.1,28.9,8.8,6.2,7.6,17.6,4.8,13.0,10.2,7.2,8.8,45.7,40.5,42.9,70.9,62.4,66.6,5.7,5.4,5.4,63.4,56.4,59.8,30.7,30.5,30.8,64.7,58.5,61.6,4.9,5.0,4.6,56.9,52.3,54.6,46,89,137,934,1643,2580,3,11,14,983,1745,2722,321,281,605,7175,5935,13110,50,44,99,7550,6264,13813,3,9,13,505,317,821,6,0,8,516,332,843,0,0,7,210,181,389,0,0,0,211,182,394,0,7,14,118,311,424,0,0,0,121,314,440,13,35,53,766,1542,2313,0,12,11,787,1588,2372,25,64,86,826,1269,2094,8,3,16,861,1332,2196,26,46,67,162,294,455,0,0,Greater Geraldton (C)
53920,766,886,1653,252,230,481,133,131,261,1153,1242,2393,140,144,284,212,198,413,6,0,5,361,342,705,87,68,155,3,3,3,0,0,0,90,66,160,230,209,437,220,200,419,6,0,5,453,408,867,369,525,889,29,29,57,0,0,3,392,554,945,173,149,322,3,3,3,130,129,253,307,280,584,37.8,32.5,35.5,1.4,1.5,0.7,0.0,0.0,0.0,19.9,16.2,18.5,29.8,23.7,26.5,87.3,86.2,87.5,4.4,0.0,1.9,39.3,32.9,36.2,18.1,16.3,17.2,84.1,85.3,86.2,4.4,0.0,1.9,31.3,27.5,29.4,19,26,47,61,69,129,0,0,0,75,96,177,112,104,219,154,126,284,5,0,4,278,233,509,4,0,4,13,0,14,0,0,0,14,0,12,0,0,0,9,28,35,0,0,0,9,28,35,0,0,0,9,12,19,0,0,0,9,12,18,0,11,16,46,72,117,0,0,0,50,82,130,10,9,14,32,24,58,0,0,0,39,37,70,6,12,19,3,0,3,0,0,Halls Creek (S)
53990,168,191,362,9241,9451,18698,812,787,1596,10226,10435,20663,83,79,160,6159,5280,11439,40,39,79,6284,5392,11684,24,31,57,520,399,920,3,0,3,549,438,978,108,109,218,6683,5682,12363,48,37,84,6832,5833,12666,61,78,140,2480,3697,6183,23,44,68,2567,3824,6391,0,3,4,84,70,155,739,706,1447,824,785,1607,22.2,28.4,26.1,7.8,7.0,7.4,6.3,0.0,3.6,8.0,7.5,7.7,63.9,57.4,60.2,72.3,60.1,66.1,5.9,4.7,5.3,66.8,55.9,61.3,49.1,41.6,44.2,66.6,55.9,61.2,4.9,5.0,4.9,61.5,51.6,56.5,3,16,17,421,966,1382,0,0,3,421,983,1408,82,56,137,5689,4257,9942,36,31,67,5805,4348,10151,3,8,8,348,218,566,7,4,13,359,224,583,0,3,3,100,113,211,0,0,3,101,117,217,0,3,3,78,183,263,0,0,0,83,185,264,3,13,16,627,1111,1738,3,7,5,632,1135,1760,3,4,8,645,953,1600,3,3,7,652,965,1616,3,3,5,108,200,312,0,0,Harvey (S)
54060,31,37,67,1335,1351,2687,107,97,206,1476,1481,2958,15,10,22,724,632,1356,4,9,11,738,649,1389,0,0,0,66,49,109,0,0,0,66,49,118,14,10,24,786,681,1466,4,9,12,808,698,1510,15,24,41,518,645,1168,6,5,19,542,681,1222,0,0,0,29,23,51,93,83,177,128,106,227,0.0,0.0,0.0,8.4,7.2,7.4,0.0,0.0,0.0,8.2,7.0,7.8,48.3,29.4,36.9,59.0,50.5,54.6,3.9,9.3,5.8,54.7,47.0,51.0,51.7,29.4,33.8,54.3,46.8,50.5,3.9,9.3,5.3,49.9,43.7,46.9,3,4,6,40,114,159,0,0,0,44,120,162,10,10,22,671,509,1171,4,9,11,684,520,1204,0,0,0,61,31,92,0,0,3,61,37,96,0,0,0,12,7,17,0,0,0,12,7,17,0,0,0,5,23,28,0,0,0,5,23,28,0,3,3,48,109,159,0,0,0,51,114,163,0,0,0,71,142,214,0,0,0,77,144,212,0,0,0,12,28,45,0,0,Irwin (S)
54130,13,9,18,412,338,746,64,47,113,486,387,874,11,0,12,322,234,556,5,0,4,338,234,569,0,0,0,10,0,10,0,0,0,10,4,13,11,3,12,331,232,565,5,0,4,341,237,585,0,3,9,75,97,174,3,0,3,82,106,187,0,0,0,3,4,8,58,47,100,59,45,111,0.0,0.0,0.0,3.0,0.0,1.8,0.0,0.0,0.0,2.9,1.7,2.2,100.0,50.0,57.1,80.9,69.7,75.6,7.6,0.0,3.7,70.7,61.1,66.3,100.0,0.0,57.1,78.7,70.3,74.4,7.6,0.0,3.7,70.1,60.3,64.4,0,0,0,27,45,67,0,0,0,22,45,67,9,0,6,302,190,489,5,0,4,313,186,498,0,0,0,53,25,74,0,0,0,53,25,74,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,13,0,0,0,0,6,13,0,0,0,27,53,86,0,0,0,33,53,86,0,0,0,15,35,53,0,0,0,15,40,57,0,0,0,7,4,14,0,0,Jerramungup (S)
54170,303,330,634,58406,60938,119345,2679,2275,4952,61389,63543,124925,190,166,348,40795,37474,78275,200,153,356,41181,37793,78978,38,36,69,3217,2493,5709,24,9,33,3274,2535,5813,224,195,417,44014,39970,83984,216,165,383,44453,40332,84785,73,119,196,14063,20546,34614,141,170,302,14279,20835,35111,4,6,18,322,424,753,2322,1938,4262,2655,2371,5029,17.0,18.5,16.5,7.3,6.2,6.8,11.1,5.5,8.6,7.4,6.3,6.9,74.4,60.9,66.1,75.4,65.6,70.4,8.1,7.3,7.7,72.4,63.5,67.9,63.1,51.9,55.2,69.9,61.5,65.6,7.5,6.7,7.2,67.1,59.5,63.2,17,46,61,4822,7636,12460,14,25,35,4854,7704,12560,163,116,280,35630,29568,65196,171,127,302,35969,29814,65780,16,3,21,3389,1843,5237,18,6,27,3424,1855,5278,4,4,12,2654,2096,4755,3,3,5,2664,2109,4768,4,8,12,1104,1961,3068,3,9,10,1108,1975,3083,23,32,57,9270,12146,21410,34,27,66,9328,12204,21536,26,35,58,6098,7492,13589,24,31,61,6150,7557,13704,4,6,16,410,763,1179,0,3,Joondalup (C)
54200,288,357,647,21186,21953,43133,1306,1193,2497,22772,23505,46275,166,169,336,14359,12449,26810,68,45,110,14592,12664,27255,41,12,61,1078,924,2005,7,4,15,1126,947,2071,205,189,398,15432,13379,28813,71,43,120,15717,13611,29327,67,166,233,5508,8319,13825,53,80,132,5632,8564,14196,9,7,14,246,257,498,1179,1062,2238,1426,1331,2757,20.0,6.3,15.3,7.0,6.9,7.0,9.9,9.3,12.5,7.2,7.0,7.1,73.0,52.2,61.7,72.8,60.9,66.8,5.4,3.6,4.8,69.0,57.9,63.4,59.1,46.7,52.1,67.8,56.7,62.2,5.2,3.8,4.4,64.1,53.9,58.9,16,45,66,1272,2368,3642,6,4,13,1291,2425,3716,145,123,268,12964,9980,22947,56,39,94,13171,10143,23311,4,6,9,1012,539,1556,3,0,3,1024,545,1569,0,4,7,668,609,1279,3,0,3,674,615,1287,7,3,6,315,528,849,0,0,0,324,532,852,4,15,18,2366,3300,5672,5,11,17,2377,3327,5711,9,35,45,1799,2528,4323,6,11,17,1817,2569,4379,10,15,22,157,328,482,0,3,Kalamunda (S)
54760,6,11,14,294,254,553,25,18,49,330,284,616,0,4,6,242,162,406,0,0,3,247,167,413,0,0,0,8,3,13,0,0,0,8,3,10,0,4,9,249,165,413,0,0,3,251,169,421,3,7,12,44,90,132,0,0,0,53,95,144,0,0,0,3,0,4,23,15,44,26,15,46,0.0,0.0,0.0,3.2,1.8,3.1,0.0,0.0,0.0,3.2,1.8,2.4,0.0,36.4,42.9,84.1,64.7,75.2,0.0,0.0,6.4,76.1,60.6,68.9,0.0,36.4,28.6,81.8,63.5,74.0,0.0,0.0,6.4,74.8,59.9,67.6,0,0,0,21,37,59,0,0,0,21,37,59,0,4,6,219,127,337,0,0,3,218,130,350,0,0,0,32,18,58,0,0,0,38,24,56,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,12,12,0,0,0,0,15,15,0,0,0,25,42,60,0,0,0,25,42,60,0,0,0,14,23,41,0,0,0,14,24,44,0,0,0,5,0,4,0,0,Kulin (S)
54340,93,104,200,1377,1317,2689,215,210,427,1680,1636,3316,39,36,71,933,727,1658,11,13,27,987,773,1759,17,5,22,59,35,88,0,0,0,70,37,114,50,42,95,994,755,1748,11,13,31,1056,812,1866,33,57,95,351,534,885,7,14,17,394,604,999,5,3,15,31,27,55,194,186,379,228,218,445,34.0,11.9,23.2,5.9,4.6,5.0,0.0,0.0,0.0,6.6,4.6,6.1,56.8,41.2,46.3,72.2,57.4,65.0,5.2,6.1,7.3,62.9,49.7,56.4,44.3,35.3,34.6,67.8,55.2,61.7,5.2,6.1,6.3,58.8,47.3,53.1,6,6,19,103,189,291,0,0,0,111,199,312,31,24,55,817,530,1348,11,14,21,862,567,1430,0,0,0,73,33,108,0,0,0,76,33,110,0,0,0,11,7,20,0,0,0,11,7,20,0,0,0,5,22,28,0,0,0,5,21,35,0,8,6,67,146,213,0,0,0,69,154,219,5,9,11,52,84,134,0,3,3,55,90,149,0,0,0,16,28,42,0,0,Katanning (S)
54410,25,32,62,422,424,851,51,47,100,504,510,1008,4,6,8,255,218,475,0,0,3,264,223,487,4,0,9,15,7,14,0,0,0,14,7,22,7,4,13,265,222,492,0,0,3,279,227,507,16,26,39,149,196,346,0,3,5,167,219,386,3,7,8,3,6,16,46,42,91,60,58,113,57.1,0.0,69.2,5.7,3.2,2.8,0.0,0.0,0.0,5.0,3.1,4.3,26.9,10.8,21.7,63.5,52.4,57.6,0.0,0.0,3.0,55.1,45.0,50.4,15.4,16.2,13.3,61.2,51.4,55.6,0.0,0.0,3.0,52.2,44.2,48.4,0,0,0,38,49,87,0,0,0,38,49,87,4,6,8,211,171,384,0,0,3,220,174,392,0,0,0,36,10,48,0,0,0,36,10,48,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,15,52,65,0,0,0,15,52,65,0,0,0,24,32,56,0,0,0,24,31,54,0,0,0,3,3,5,0,0,Kellerberrin (S)
54480,0,0,3,205,163,370,32,24,53,244,186,427,0,0,3,174,120,295,0,0,0,176,119,298,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,174,120,298,0,0,0,176,122,300,0,0,0,31,38,70,0,0,0,31,38,70,0,0,0,3,0,3,30,24,52,32,22,55,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,100.0,83.7,75.9,80.3,0.0,0.0,0.0,73.6,67.0,70.6,0.0,0.0,100.0,83.7,75.9,79.5,0.0,0.0,0.0,73.6,65.4,70.1,0,0,0,16,33,48,0,0,0,16,33,50,0,0,3,159,85,246,0,0,0,166,86,250,0,0,0,27,8,32,0,0,0,27,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,7,8,0,0,0,11,30,41,0,0,0,11,30,41,0,0,0,10,21,26,0,0,0,10,21,26,0,0,0,0,7,4,0,0,Kent (S)
54550,25,29,54,696,668,1360,71,76,145,788,771,1562,14,14,21,521,406,929,6,3,11,539,426,964,3,0,3,17,7,25,0,0,0,19,10,25,13,11,26,538,416,951,6,3,11,554,432,988,7,16,21,142,239,384,0,3,6,153,251,404,3,4,11,12,10,25,65,71,134,85,87,166,23.1,0.0,11.5,3.2,1.7,2.6,0.0,0.0,0.0,3.4,2.3,2.5,56.5,35.5,44.8,77.7,62.6,69.9,8.5,3.9,7.3,69.9,56.1,63.4,60.9,45.2,36.2,75.3,61.1,68.3,8.5,3.9,7.3,68.1,55.3,61.9,3,4,11,21,73,89,0,0,0,25,71,101,7,10,14,499,330,821,7,3,10,510,343,844,0,0,0,86,50,137,0,0,0,86,48,136,0,0,0,3,6,9,0,0,0,3,6,9,0,0,0,3,8,15,0,0,0,3,8,15,0,0,0,56,117,178,0,0,0,56,118,178,0,0,0,33,73,108,0,0,0,33,69,105,0,0,0,9,3,12,0,0,Kojonup (S)
54620,16,17,29,355,268,624,32,23,51,399,307,707,7,3,15,271,202,472,0,5,5,280,206,488,4,0,4,4,8,8,0,0,0,7,7,14,10,5,15,275,208,481,0,5,5,290,212,507,4,8,14,68,62,129,0,0,4,67,72,144,0,0,0,12,3,15,28,18,43,39,22,57,40.0,0.0,26.7,1.5,3.8,1.7,0.0,0.0,0.0,2.4,3.3,2.8,71.4,38.5,51.7,77.5,76.2,77.0,0.0,21.7,9.6,73.2,69.3,71.6,50.0,23.1,51.7,76.3,74.0,75.5,0.0,21.7,9.6,70.7,67.3,68.9,3,0,4,23,45,68,0,0,0,22,47,74,7,0,8,249,152,401,0,5,5,253,156,409,0,0,0,27,9,38,0,0,0,27,9,38,0,0,0,3,3,9,0,0,0,3,3,9,0,0,0,4,9,11,0,0,0,4,9,11,0,0,0,24,41,56,0,0,0,24,41,56,0,3,3,6,30,39,0,0,0,6,36,44,0,0,0,3,3,4,0,0,Kondinin (S)
54690,0,3,7,155,145,305,14,10,20,174,160,333,0,0,0,100,82,183,3,4,4,104,82,192,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,103,82,188,3,4,4,107,87,200,0,0,0,49,63,110,0,0,0,49,62,110,0,0,0,5,0,6,10,9,14,10,5,21,0.0,0.0,0.0,2.9,4.9,2.7,0.0,0.0,0.0,2.8,4.6,2.5,0.0,0.0,0.0,65.6,56.6,61.8,23.1,30.8,22.2,64.5,56.5,60.4,0.0,0.0,0.0,63.7,56.6,60.2,23.1,30.8,22.2,62.7,53.2,58.0,0,0,0,13,19,34,0,0,0,13,24,34,0,0,3,90,62,149,3,4,4,89,64,156,0,0,0,18,7,20,0,0,0,18,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,6,13,15,0,0,0,6,13,15,0,0,0,3,7,12,0,0,0,3,7,12,0,0,0,0,0,0,0,0,Koorda (S)
54830,647,346,996,13710,13423,27129,1119,995,2110,15469,14768,30236,158,124,278,8916,7544,16459,35,31,69,9102,7703,16802,46,24,77,1022,918,1940,8,3,12,1079,951,2029,206,154,352,9935,8460,18397,41,39,80,10185,8650,18836,437,188,622,3635,4833,8468,42,38,86,4110,5063,9175,10,11,22,136,128,264,1030,915,1950,1175,1053,2230,22.3,15.6,21.9,10.3,10.9,10.5,19.5,7.7,15.0,10.6,11.0,10.8,31.5,43.6,35.3,72.5,63.0,67.8,3.7,3.9,3.8,65.8,58.6,62.3,24.2,35.1,27.9,65.1,56.2,60.7,3.1,3.1,3.3,58.8,52.2,55.6,14,34,50,816,1297,2108,0,3,4,833,1331,2162,127,89,217,7991,6147,14143,29,28,61,8155,6263,14418,5,3,9,495,258,754,0,0,3,509,258,763,0,0,4,366,371,741,0,0,0,371,374,742,0,3,8,122,274,389,0,0,0,124,278,394,9,20,29,1260,1886,3140,0,8,5,1266,1906,3176,8,20,30,992,1289,2284,4,3,7,1009,1315,2317,3,11,14,149,292,440,0,3,Kwinana (C)
54900,8,6,13,476,416,889,45,43,89,523,461,985,8,0,6,408,283,693,3,4,9,421,292,708,0,0,0,0,5,8,0,0,0,0,5,8,8,0,6,407,293,699,3,4,9,423,292,713,3,3,3,62,113,173,0,0,0,58,119,182,0,0,4,5,12,12,38,38,74,44,45,92,0.0,0.0,0.0,0.0,1.7,1.1,0.0,0.0,0.0,0.0,1.7,1.1,72.7,0.0,46.2,85.9,70.1,79.1,7.3,9.5,10.8,80.6,64.0,72.2,72.7,0.0,46.2,86.1,67.7,78.4,7.3,9.5,10.8,80.2,64.0,71.7,0,0,0,22,68,97,0,0,0,22,68,97,8,0,6,379,213,595,3,4,9,391,217,609,0,0,0,53,19,71,0,0,0,53,19,71,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,11,0,0,0,0,11,11,0,0,0,29,74,106,0,0,0,35,75,109,0,0,0,19,36,56,0,0,0,14,36,59,0,0,0,3,5,13,0,0,Lake Grace (S)
