LGA_MAIN11,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU_15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU_15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot,LGA_NAME11
34420,0,0,0,4,5,9,3,0,0,21,0,11,26,42,31,12,3,0,0,125,0,3,0,4,0,3,3,0,0,13,145,0,0,0,0,0,0,0,0,145,0,13,0,0,0,0,0,0,0,13,0,23,9,5,3,0,0,0,0,40,0,16,19,25,11,10,3,0,0,84,0,3,0,3,0,0,3,0,0,9,0,0,3,3,3,0,0,0,0,9,0,0,3,6,4,5,0,0,0,18,3,3,3,3,0,0,0,0,0,12,148,72,63,95,57,39,15,0,0,489,0,0,0,7,8,8,0,0,0,23,0,15,26,47,24,13,0,0,0,125,0,21,18,19,8,9,5,0,0,80,131,0,0,0,0,0,0,0,0,131,0,6,0,0,0,0,0,0,0,6,0,30,8,0,0,0,0,0,0,38,0,21,9,11,13,11,5,0,0,70,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34570,0,3,3,0,3,0,3,3,0,15,0,6,15,8,12,3,0,0,0,44,0,3,0,3,0,3,0,0,0,9,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,0,0,0,0,23,0,20,10,5,6,4,3,0,0,48,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,12,4,3,0,4,0,0,0,0,0,11,60,43,36,30,27,13,9,3,0,221,0,3,3,3,4,0,3,0,0,16,0,7,12,12,8,5,0,0,0,44,0,0,5,10,3,5,3,0,0,26,66,0,0,0,0,0,0,0,0,66,0,4,0,0,0,0,0,0,0,4,0,11,3,3,0,0,0,0,0,17,0,17,7,3,0,6,3,3,0,39,0,3,0,3,0,0,0,0,0,6,Lockhart River (S)
34580,0,54,637,1222,1408,1389,1000,399,68,6177,0,153,343,260,225,128,55,9,3,1176,0,11,29,76,68,35,21,12,6,258,3741,0,0,0,0,0,0,0,0,3741,0,617,0,0,0,0,0,0,0,617,0,732,193,131,97,24,3,0,0,1180,0,82,31,21,44,37,50,24,7,296,0,84,56,27,34,22,6,5,0,234,0,178,181,72,83,54,40,11,3,622,0,53,121,169,255,245,209,124,36,1212,76,93,57,55,33,27,19,12,3,375,3817,2057,1648,2033,2247,1961,1403,596,126,15888,0,109,899,1379,1531,1395,819,225,30,6387,0,250,325,260,251,99,37,5,0,1227,0,101,242,380,245,103,75,46,22,1214,3422,0,0,0,0,0,0,0,0,3422,0,632,0,0,0,0,0,0,0,632,0,433,126,48,32,13,3,0,0,655,0,76,35,12,32,41,57,58,24,335,0,101,40,11,15,12,4,4,3,190,Lockyer Valley (R)
34590,0,523,6601,10603,10653,9910,5683,2002,347,46322,0,1570,3898,2752,1653,870,274,57,11,11085,0,89,261,641,851,411,185,90,45,2573,31264,0,0,0,0,0,0,0,0,31264,0,6208,0,0,0,0,0,0,0,6208,0,7403,2913,1038,424,128,13,0,0,11919,0,1170,731,376,347,341,227,131,67,3390,0,966,666,362,273,164,63,21,8,2523,0,908,1066,674,517,452,223,76,17,3933,0,356,1179,1448,1619,1504,1077,541,173,7897,466,623,527,301,233,191,119,28,11,2499,31730,19816,17842,18195,16570,13971,7864,2946,679,129613,0,1026,8596,11437,11121,9318,4248,1273,171,47190,0,2428,3990,2555,1583,758,165,29,0,11508,0,1037,2614,3546,2683,1154,520,324,124,12002,29683,0,0,0,0,0,0,0,0,29683,0,6508,0,0,0,0,0,0,0,6508,0,4824,1514,479,249,123,29,0,0,7218,0,905,396,219,433,687,543,427,230,3840,0,857,308,141,167,72,37,14,10,1606,Logan (C)
34710,0,12,79,129,157,135,60,35,8,615,0,26,74,50,30,13,3,4,0,200,0,6,0,7,12,3,0,0,0,28,478,0,0,0,0,0,0,0,0,478,0,40,0,0,0,0,0,0,0,40,0,49,16,10,3,3,0,0,0,81,0,20,4,5,3,0,0,3,3,38,0,9,4,3,0,0,0,0,0,16,0,12,21,4,4,4,0,0,0,45,0,16,32,26,38,50,32,20,3,217,10,11,10,7,8,4,0,4,3,57,488,201,240,241,255,212,95,66,17,1815,0,11,111,158,161,116,47,25,3,632,0,52,73,54,28,6,3,0,0,216,0,9,34,28,37,12,3,7,0,130,467,0,0,0,0,0,0,0,0,467,0,23,0,0,0,0,0,0,0,23,0,38,20,5,3,3,0,0,0,69,0,14,0,0,3,4,7,4,3,35,0,11,6,0,0,0,0,0,0,17,Longreach (R)
32750,0,0,4,9,5,7,5,3,0,33,0,0,5,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,4,4,7,3,3,0,25,6,0,0,0,0,0,0,0,0,6,23,6,16,13,13,14,8,6,0,99,0,3,7,5,8,7,8,0,0,38,0,3,5,3,0,0,0,0,0,11,0,3,0,3,0,3,0,0,0,9,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamantina (S)
32770,0,3,5,14,23,13,4,3,0,65,0,22,52,33,12,6,0,0,0,125,0,3,0,0,0,0,0,0,0,3,244,0,0,0,0,0,0,0,0,244,0,6,0,0,0,0,0,0,0,6,0,32,7,8,0,0,0,0,0,47,0,28,13,8,8,10,5,3,0,75,0,3,3,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,7,18,7,4,5,3,0,0,0,0,37,262,104,91,68,49,33,9,6,0,622,0,3,14,13,25,3,5,0,0,63,0,29,42,35,13,4,0,0,0,123,0,13,27,13,5,4,0,0,0,62,218,0,0,0,0,0,0,0,0,218,0,3,0,0,0,0,0,0,0,3,0,22,8,0,0,0,0,0,0,30,0,15,10,5,14,10,3,0,0,57,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
33100,0,3,14,31,33,29,35,6,3,154,0,8,3,16,5,3,0,0,0,35,0,0,0,3,0,3,3,0,0,9,69,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,12,4,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,9,5,0,0,14,0,8,5,11,15,23,25,5,0,92,6,3,0,3,4,3,0,0,0,19,75,38,26,68,57,70,68,11,3,416,0,4,26,31,32,40,19,5,0,157,0,5,14,8,7,3,0,0,0,37,0,0,3,0,0,0,3,0,0,6,74,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,0,5,Etheridge (S)
34770,0,134,2482,4122,4590,3776,2264,1054,192,18614,0,735,1620,1046,775,364,116,25,4,4685,0,21,88,227,268,112,55,35,13,819,11667,0,0,0,0,0,0,0,0,11667,0,1800,0,0,0,0,0,0,0,1800,0,2548,759,327,198,52,10,0,0,3894,0,405,203,111,140,94,72,39,9,1073,0,374,241,109,61,28,18,6,3,840,0,483,562,283,235,146,80,36,4,1829,0,204,546,695,915,841,525,323,94,4143,168,280,214,142,126,133,90,33,11,1197,11835,6984,6715,7062,7308,5546,3230,1551,330,50561,0,357,3483,4897,5119,3637,1873,713,96,20175,0,1263,1675,1060,740,321,88,16,0,5163,0,269,655,961,703,237,128,159,62,3174,11034,0,0,0,0,0,0,0,0,11034,0,1861,0,0,0,0,0,0,0,1861,0,1661,335,122,100,50,5,3,0,2276,0,252,74,47,116,138,155,116,62,960,0,296,93,41,37,20,9,6,3,505,Mackay (R)
34800,0,3,20,24,29,33,22,4,0,135,0,4,8,4,0,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,11,0,6,7,0,0,0,0,0,0,13,0,5,13,9,17,6,12,4,0,66,3,5,8,6,4,4,0,0,0,30,67,41,63,46,53,48,37,8,0,363,0,7,27,29,22,31,9,3,3,131,0,9,7,3,6,0,0,0,0,25,0,0,7,3,0,4,3,3,0,20,72,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,16,0,3,0,0,3,0,0,0,0,6,0,8,3,3,0,0,3,0,0,17,McKinlay (S)
35010,0,580,8189,15618,15359,14331,9787,4254,826,68944,0,1885,4609,3491,2195,1253,492,102,16,14043,0,67,284,840,970,491,174,119,76,3021,40544,0,0,0,0,0,0,0,0,40544,0,8311,0,0,0,0,0,0,0,8311,0,8386,2949,1280,602,210,20,0,0,13447,0,1058,647,360,355,338,273,180,98,3309,0,918,595,392,281,140,70,27,9,2432,0,1017,1092,694,703,488,314,132,33,4473,0,444,1400,1945,2209,2294,1797,1206,507,11802,524,806,591,450,280,301,231,82,24,3289,41068,23472,20356,25070,22954,19846,13158,6102,1589,173615,0,1127,10721,17261,16086,14142,8108,2867,389,70701,0,2894,4739,3366,2131,1096,341,61,14,14642,0,1049,2875,4425,3369,1336,603,463,234,14354,38402,0,0,0,0,0,0,0,0,38402,0,8806,0,0,0,0,0,0,0,8806,0,5663,1679,549,326,195,39,3,3,8457,0,802,364,208,430,673,623,533,323,3956,0,834,300,167,158,86,35,11,3,1594,Moreton Bay (R)
35250,0,0,7,6,16,10,7,0,0,46,0,8,38,34,18,13,3,0,0,114,0,3,0,3,3,3,0,0,0,12,210,0,0,0,0,0,0,0,0,210,0,4,0,0,0,0,0,0,0,4,0,21,7,7,0,0,0,0,0,35,0,17,11,14,16,7,4,3,0,72,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,7,11,4,6,0,0,28,3,0,3,0,0,0,0,0,0,6,213,56,66,74,67,37,20,3,0,536,0,0,5,6,17,12,6,5,0,51,0,15,44,28,22,6,0,0,0,115,0,10,21,18,9,6,3,0,0,67,182,0,0,0,0,0,0,0,0,182,0,9,0,0,0,0,0,0,0,9,0,25,15,0,0,0,0,0,0,40,0,18,10,6,11,6,3,0,0,54,0,0,0,0,0,0,0,0,0,0,Mornington (S)
35300,0,31,507,682,652,423,205,85,5,2590,0,198,475,229,142,66,21,0,0,1131,0,5,22,45,54,25,10,5,0,166,2205,0,0,0,0,0,0,0,0,2205,0,267,0,0,0,0,0,0,0,267,0,407,119,44,19,7,0,0,0,596,0,103,62,34,34,24,14,6,5,282,0,63,57,25,11,13,0,5,0,174,0,126,122,51,43,24,11,4,0,381,0,103,199,179,200,170,102,48,6,1007,49,56,63,42,39,44,21,0,0,314,2254,1359,1626,1331,1194,796,384,153,16,9113,0,72,635,711,644,367,149,44,0,2622,0,299,473,189,141,52,9,5,0,1168,0,65,147,166,103,55,28,16,4,584,2071,0,0,0,0,0,0,0,0,2071,0,227,0,0,0,0,0,0,0,227,0,216,41,34,7,0,0,0,0,298,0,70,31,15,31,28,23,11,6,215,0,39,23,11,3,4,0,0,0,80,Mount Isa (C)
35600,0,11,96,149,177,151,90,45,11,730,0,40,58,53,32,17,5,0,0,205,0,0,0,8,12,4,3,0,0,27,488,0,0,0,0,0,0,0,0,488,0,48,0,0,0,0,0,0,0,48,0,76,15,17,3,4,0,0,0,115,0,13,7,4,6,0,0,5,5,40,0,9,3,3,0,0,0,0,0,15,0,8,14,3,0,3,3,0,0,31,0,18,27,15,41,52,48,23,3,227,19,27,8,11,3,10,9,4,0,91,507,250,228,263,274,241,158,77,19,2017,0,15,130,172,189,128,82,31,4,751,0,48,77,47,31,8,6,0,0,217,0,11,26,32,26,8,12,9,4,128,426,0,0,0,0,0,0,0,0,426,0,61,0,0,0,0,0,0,0,61,0,49,11,6,5,0,0,0,0,71,0,5,3,0,3,8,8,6,0,33,0,5,4,0,3,0,0,0,0,12,Murweh (S)
35670,0,0,0,3,0,3,3,3,0,12,0,10,28,32,17,9,0,0,0,96,0,3,3,3,0,0,0,0,0,9,143,0,0,0,0,0,0,0,0,143,0,19,0,0,0,0,0,0,0,19,0,33,11,10,10,0,0,0,0,64,0,14,12,7,6,4,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,7,3,0,0,18,7,3,4,3,3,0,0,0,0,20,150,82,58,58,47,23,6,3,0,427,0,0,0,3,6,4,3,0,0,16,0,10,34,29,13,9,3,0,0,98,0,11,9,16,14,5,4,5,0,64,125,0,0,0,0,0,0,0,0,125,0,13,0,0,0,0,0,0,0,13,0,12,0,4,0,0,0,0,0,16,0,12,6,0,12,3,4,0,0,37,0,3,0,0,0,0,0,0,0,3,Napranum (S)
35760,0,5,147,287,386,450,414,181,29,1899,0,45,89,72,67,50,32,0,0,355,0,0,6,27,13,15,3,3,5,72,931,0,0,0,0,0,0,0,0,931,0,106,0,0,0,0,0,0,0,106,0,121,61,35,26,7,0,0,0,250,0,24,11,6,11,12,9,12,3,88,0,17,11,4,6,0,0,0,0,38,0,39,30,13,20,22,10,5,0,139,0,24,62,69,115,147,133,65,18,633,25,24,19,22,27,22,15,9,0,163,956,405,436,535,671,725,616,275,55,4674,0,20,211,356,437,483,321,107,13,1948,0,79,91,84,56,48,19,0,0,377,0,27,57,83,45,25,27,12,7,283,902,0,0,0,0,0,0,0,0,902,0,118,0,0,0,0,0,0,0,118,0,69,20,13,12,4,0,0,0,118,0,15,7,8,9,11,7,3,11,71,0,17,4,0,0,0,4,3,3,31,North Burnett (R)
35780,0,3,21,32,40,28,5,5,0,134,0,30,66,46,33,14,0,0,0,189,0,3,5,3,7,4,3,0,3,28,372,0,0,0,0,0,0,0,0,372,0,31,0,0,0,0,0,0,0,31,0,70,22,4,3,0,0,0,0,99,0,37,9,7,5,5,5,0,3,71,0,3,0,0,0,0,0,0,0,3,0,0,3,3,3,3,0,3,0,15,0,3,12,17,14,20,4,0,0,70,11,5,6,3,4,6,3,0,0,38,383,185,144,115,109,80,20,8,6,1050,0,0,26,42,34,23,9,0,0,134,0,50,68,44,16,8,0,0,0,186,0,27,24,32,28,10,3,4,0,128,382,0,0,0,0,0,0,0,0,382,0,31,0,0,0,0,0,0,0,31,0,59,8,3,3,0,0,0,0,73,0,25,6,9,6,8,9,6,3,72,0,0,3,0,0,0,0,0,0,3,Northern Peninsula Area (R)
34860,0,20,297,487,467,444,279,126,11,2131,0,96,169,110,87,52,17,7,0,538,0,3,3,25,28,14,6,3,0,82,1374,0,0,0,0,0,0,0,0,1374,0,160,0,0,0,0,0,0,0,160,0,200,68,25,23,10,0,0,0,326,0,30,9,8,8,3,7,6,3,74,0,37,19,3,10,9,0,3,0,81,0,47,39,12,15,17,10,9,0,149,0,46,76,58,112,106,95,65,17,575,49,52,39,34,27,20,6,8,0,235,1423,691,719,762,777,675,420,227,31,5725,0,40,384,545,537,409,227,81,6,2229,0,136,185,111,92,30,16,3,0,573,0,27,76,76,68,30,21,12,7,317,1219,0,0,0,0,0,0,0,0,1219,0,125,0,0,0,0,0,0,0,125,0,115,39,13,6,3,3,0,0,179,0,21,8,3,12,12,8,9,3,76,0,24,16,3,4,0,4,0,0,51,Maranoa (R)
35800,0,0,22,39,63,54,52,17,8,255,0,10,32,21,11,10,3,0,0,87,0,0,0,0,3,7,4,0,0,14,176,0,0,0,0,0,0,0,0,176,0,10,0,0,0,0,0,0,0,10,0,26,14,5,3,0,0,0,0,48,0,8,4,4,3,7,3,0,0,29,0,3,3,0,0,3,0,0,0,9,0,6,5,6,0,0,0,0,0,17,0,9,10,22,39,30,34,16,0,160,10,11,7,4,4,4,3,3,0,46,186,83,97,101,126,115,99,36,8,851,0,6,38,37,71,64,33,14,0,263,0,21,28,17,17,5,0,0,0,88,0,5,12,27,10,7,7,0,0,68,189,0,0,0,0,0,0,0,0,189,0,7,0,0,0,0,0,0,0,7,0,15,0,10,3,0,0,0,0,28,0,7,0,0,3,3,3,3,0,19,0,9,0,0,0,0,0,0,0,9,Paroo (S)
36070,0,0,6,5,3,5,3,0,0,22,0,13,18,30,16,6,0,4,0,87,0,0,0,0,0,0,4,0,0,4,76,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,30,0,9,10,7,16,13,3,0,0,58,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,4,3,4,4,0,0,15,7,5,3,3,0,3,0,0,0,21,83,37,42,64,42,34,14,4,0,320,0,0,8,3,3,5,6,0,0,25,0,10,27,26,18,6,0,0,0,87,0,11,6,6,7,0,4,3,0,37,65,0,0,0,0,0,0,0,0,65,0,4,0,0,0,0,0,0,0,4,0,7,7,3,0,0,0,0,0,17,0,9,12,9,8,3,3,4,0,48,0,0,0,0,0,3,0,0,0,3,Pormpuraaw (S)
36150,0,0,22,32,44,26,18,6,0,148,0,5,8,9,9,8,3,0,0,42,0,0,4,0,5,0,0,0,0,9,99,0,0,0,0,0,0,0,0,99,0,8,0,0,0,0,0,0,0,8,0,14,3,3,0,4,0,0,0,24,0,0,0,0,3,0,3,0,0,6,0,4,0,0,4,0,0,0,0,8,0,3,0,4,0,0,0,0,0,7,0,3,8,4,16,19,17,10,3,80,3,9,0,0,7,0,0,0,0,19,102,46,45,52,88,57,41,16,3,450,0,3,18,44,37,26,16,5,0,149,0,7,14,8,9,8,3,0,0,49,0,3,7,6,9,0,0,5,3,33,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,Quilpie (S)
36250,0,118,2539,5576,6583,5992,3845,1807,440,26900,0,511,1488,1100,875,519,184,53,10,4740,0,16,95,266,365,196,56,49,22,1065,13784,0,0,0,0,0,0,0,0,13784,0,3499,0,0,0,0,0,0,0,3499,0,3444,1201,459,188,84,14,0,0,5390,0,338,223,96,102,108,79,64,46,1056,0,322,207,112,84,58,16,13,0,812,0,349,439,224,224,190,125,41,9,1601,0,142,410,529,709,881,654,475,235,4035,158,278,212,135,109,106,88,41,8,1135,13942,9017,6814,8497,9239,8134,5061,2543,770,64017,0,289,3400,6423,7021,5785,3215,1260,206,27599,0,829,1482,1149,825,435,142,26,10,4898,0,236,771,1399,1286,542,212,153,112,4711,12893,0,0,0,0,0,0,0,0,12893,0,3734,0,0,0,0,0,0,0,3734,0,2346,729,172,141,75,14,0,0,3477,0,284,125,43,123,249,228,234,134,1420,0,302,100,40,40,38,17,7,3,547,Redland (C)
36300,0,3,14,37,25,37,19,6,0,141,0,12,12,6,11,0,0,0,0,41,0,3,0,0,3,0,0,3,0,9,77,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,3,0,0,0,25,0,0,0,0,3,4,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,7,6,0,0,0,0,4,0,17,0,7,8,6,6,6,6,3,7,49,0,0,0,5,3,3,3,0,0,14,77,48,46,57,51,53,28,16,7,383,0,3,20,32,40,24,11,7,0,137,0,16,8,9,7,5,0,0,0,45,0,0,3,5,4,0,0,3,0,15,84,0,0,0,0,0,0,0,0,84,0,4,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,Richmond (S)
36360,0,163,2025,3318,3912,3811,2532,1327,216,17304,0,705,1364,837,639,340,135,38,4,4062,0,29,84,214,264,128,59,48,30,856,10786,0,0,0,0,0,0,0,0,10786,0,1854,0,0,0,0,0,0,0,1854,0,2201,683,330,239,88,9,0,0,3550,0,330,172,91,89,100,89,61,20,952,0,243,167,87,72,33,18,7,3,630,0,495,425,211,172,142,92,35,9,1581,0,249,547,605,849,906,647,486,134,4423,183,338,217,165,138,146,92,35,10,1324,10969,6607,5684,5858,6374,5694,3673,2037,426,47322,0,337,2775,3955,4489,3656,2238,930,85,18465,0,1068,1432,875,686,296,109,14,6,4486,0,366,857,1133,865,314,186,184,90,3995,10097,0,0,0,0,0,0,0,0,10097,0,1869,0,0,0,0,0,0,0,1869,0,1526,344,138,90,66,3,0,0,2167,0,257,91,57,112,163,148,126,63,1017,0,212,75,49,32,20,9,8,0,405,Rockhampton (R)
36510,0,43,548,1339,1604,1655,1248,608,98,7143,0,114,272,343,256,154,80,13,0,1232,0,5,22,67,87,54,24,14,12,285,3600,0,0,0,0,0,0,0,0,3600,0,684,0,0,0,0,0,0,0,684,0,671,231,114,94,36,4,0,0,1150,0,70,32,28,46,37,41,16,9,279,0,73,41,28,38,18,15,4,0,217,0,67,80,52,63,66,42,12,3,385,0,49,89,174,258,321,277,135,73,1376,50,74,67,49,38,38,31,8,0,355,3650,1850,1382,2194,2484,2379,1762,810,195,16706,0,74,764,1591,1727,1662,1060,363,50,7291,0,173,317,338,259,138,54,0,0,1279,0,68,201,362,292,100,53,51,29,1156,3548,0,0,0,0,0,0,0,0,3548,0,747,0,0,0,0,0,0,0,747,0,443,124,43,36,22,3,0,0,671,0,50,13,14,28,52,72,56,22,307,0,65,20,16,17,8,5,0,0,131,Scenic Rim (R)
36580,0,24,361,707,838,996,786,237,49,3998,0,96,203,216,174,118,55,3,0,865,0,3,21,51,48,25,15,5,0,168,2229,0,0,0,0,0,0,0,0,2229,0,375,0,0,0,0,0,0,0,375,0,364,154,96,60,15,0,0,0,689,0,31,23,16,37,31,33,23,7,201,0,53,33,24,22,15,7,3,3,160,0,29,34,35,48,55,32,11,0,244,0,33,55,97,171,209,182,107,25,879,33,52,37,31,37,44,22,12,3,271,2262,1060,921,1273,1435,1508,1132,401,87,10079,0,60,483,820,948,963,650,144,16,4084,0,157,218,216,188,103,22,3,0,907,0,61,142,226,163,51,37,35,21,736,2001,0,0,0,0,0,0,0,0,2001,0,395,0,0,0,0,0,0,0,395,0,242,69,34,18,9,0,0,0,372,0,19,14,9,20,37,30,33,20,182,0,44,12,7,12,6,0,0,3,84,Somerset (R)
