lga_code16,f_srilanka_es_ns,f_srilanka_tot,f_thailand_e,f_thailand_om_ie,f_thailand_om_uie,f_thailand_cfw,f_thailand_es_ns,f_thailand_tot,f_turkey_e,f_turkey_om_ie,f_turkey_om_uie,f_turkey_cfw,f_turkey_es_ns,f_turkey_tot,f_uk_e,f_uk_om_ie,f_uk_om_uie,f_uk_cfw,f_uk_es_ns,f_uk_tot,f_usa_e,f_usa_om_ie,f_usa_om_uie,f_usa_cfw,f_usa_es_ns,f_usa_tot,f_vietnam_e,f_vietnam_om_ie,f_vietnam_om_uie,f_vietnam_cfw,f_vietnam_es_ns,f_vietnam_tot,f_zimbabwe_e,f_zimbabwe_om_ie,f_zimbabwe_om_uie,f_zimbabwe_cfw,f_zimbabwe_es_ns,f_zimbabwe_tot,f_elsewhere_e,f_elsewhere_om_ie,f_elsewhere_om_uie,f_elsewhere_cfw,f_elsewhere_es_ns,f_elsewhere_tot,f_cob_ns_e,f_cob_ns_om_ie,f_cob_ns_om_uie,f_cob_ns_cfw,f_cob_ns_es_ns,f_cob_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_australia_e,p_australia_om_ie,p_australia_om_uie,p_australia_cfw,p_australia_es_ns,p_australia_tot,p_canada_e,p_canada_om_ie,p_canada_om_uie,p_canada_cfw,p_canada_es_ns,p_canada_tot,p_china_e,p_china_om_ie,p_china_om_uie,p_china_cfw,p_china_es_ns,p_china_tot,p_croatia_e,p_croatia_om_ie,p_croatia_om_uie,p_croatia_cfw,p_croatia_es_ns,p_croatia_tot,p_egypt_e,p_egypt_om_ie,p_egypt_om_uie,p_egypt_cfw,p_egypt_es_ns,p_egypt_tot,p_fiji_e,p_fiji_om_ie,p_fiji_om_uie,p_fiji_cfw,p_fiji_es_ns,p_fiji_tot,p_fyrom_e,p_fyrom_om_ie,p_fyrom_om_uie,p_fyrom_cfw,p_fyrom_es_ns,p_fyrom_tot,p_germany_e,p_germany_om_ie,p_germany_om_uie,p_germany_cfw,p_germany_es_ns,p_germany_tot,p_greece_e,p_greece_om_ie,p_greece_om_uie,p_greece_cfw,p_greece_es_ns,p_greece_tot,p_hongkong_e,p_hongkong_om_ie,p_hongkong_om_uie,p_hongkong_cfw,p_hongkong_es_ns,p_hongkong_tot,p_india_e,p_india_om_ie,p_india_om_uie,p_india_cfw,p_india_es_ns,p_india_tot,p_indonesia_e,p_indonesia_om_ie,p_indonesia_om_uie,p_indonesia_cfw,p_indonesia_es_ns,p_indonesia_tot,p_iran_e,p_iran_om_ie,p_iran_om_uie,p_iran_cfw,p_iran_es_ns,p_iran_tot,p_iraq_e,p_iraq_om_ie,p_iraq_om_uie,p_iraq_cfw,p_iraq_es_ns,p_iraq_tot,p_ireland_e,p_ireland_om_ie,p_ireland_om_uie,p_ireland_cfw,p_ireland_es_ns,p_ireland_tot,p_italy_e,p_italy_om_ie,p_italy_om_uie,p_italy_cfw,p_italy_es_ns,p_italy_tot,p_japan_e,p_japan_om_ie,p_japan_om_uie,p_japan_cfw,p_japan_es_ns,p_japan_tot,p_koreasouth_e,p_koreasouth_om_ie,p_koreasouth_om_uie,p_koreasouth_cfw,p_koreasouth_es_ns,p_koreasouth_tot,p_lebanon_e,p_lebanon_om_ie,p_lebanon_om_uie,p_lebanon_cfw,p_lebanon_es_ns,p_lebanon_tot,p_malaysia_e,p_malaysia_om_ie,p_malaysia_om_uie,p_malaysia_cfw,p_malaysia_es_ns,p_malaysia_tot,p_malta_e,p_malta_om_ie,p_malta_om_uie,p_malta_cfw,p_malta_es_ns,p_malta_tot,p_netherlands_e,p_netherlands_om_ie,p_netherlands_om_uie,p_netherlands_cfw,p_netherlands_es_ns,p_netherlands_tot,p_nz_e,p_nz_om_ie,p_nz_om_uie,p_nz_cfw,p_nz_es_ns,p_nz_tot,p_pakistan_e,p_pakistan_om_ie,p_pakistan_om_uie,p_pakistan_cfw,p_pakistan_es_ns,p_pakistan_tot,lga_name16
33430,0,132,511,35,51,9,10,616,36,3,3,0,0,40,6114,505,531,142,39,7340,494,35,47,15,5,592,219,23,38,13,3,301,237,25,10,0,3,279,4508,342,432,116,48,5449,952,87,86,32,64,1214,102147,7036,7499,2193,961,119832,126960,13471,11444,2333,1264,155479,829,94,87,16,11,1034,2045,517,238,164,19,2979,194,30,37,5,6,272,98,42,18,4,4,169,440,55,28,14,8,549,68,4,10,4,0,93,727,105,112,25,11,982,92,26,20,6,4,153,510,91,55,14,0,667,2217,267,126,39,32,2675,384,30,17,7,5,455,273,59,33,5,3,380,69,16,10,0,3,93,587,68,38,14,10,716,365,72,64,24,5,528,1702,213,176,51,23,2167,1079,166,201,51,17,1508,61,17,19,9,0,107,703,97,64,15,4,888,66,11,10,3,0,96,382,81,69,11,3,544,19585,1958,1948,313,238,24046,158,37,11,3,0,215,Gold Coast (C)
33610,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,40,3,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,0,6,25,0,0,4,0,31,39,3,9,3,3,59,1733,135,211,132,35,2254,3036,379,500,276,57,4260,3,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,5,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,54,0,7,0,0,60,0,0,0,0,0,0,Goondiwindi (R)
33620,0,0,9,0,0,0,0,18,0,0,0,0,0,0,234,12,36,10,7,297,14,3,0,3,0,19,4,0,0,0,0,6,9,0,0,0,0,14,94,4,20,9,0,124,106,6,12,13,5,143,6502,336,728,346,92,8005,10476,772,1542,561,155,13506,25,3,0,0,0,31,10,0,0,0,0,15,3,0,0,0,0,3,0,0,3,0,0,3,17,0,0,0,0,14,0,0,0,0,0,0,39,3,9,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3,38,4,0,0,0,50,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,12,12,0,0,0,0,13,8,0,4,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,12,0,3,0,0,16,4,0,0,0,0,5,25,3,10,0,0,39,351,26,52,27,4,453,4,0,0,0,0,4,Gympie (R)
33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,20,3,3,0,0,24,42,3,5,6,0,57,1681,74,142,98,24,2025,2971,238,386,197,68,3856,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,8,13,5,68,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,4,50,7,0,0,0,58,0,0,0,0,0,0,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,3,3,0,0,120,262,14,11,3,3,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,Hope Vale (S)
33960,0,82,68,0,6,0,3,77,7,0,0,3,0,8,1160,47,68,27,12,1314,76,3,8,3,0,89,263,6,57,13,3,335,62,3,0,0,0,65,959,46,124,14,22,1174,292,9,12,6,13,327,27966,849,1561,354,242,30979,41477,1873,2385,463,315,46514,102,8,8,0,0,123,548,35,33,14,0,640,28,11,5,0,0,44,8,0,3,0,0,15,270,23,16,5,4,312,10,0,0,0,0,10,153,11,12,8,0,186,10,3,5,0,0,21,81,9,7,0,0,101,768,63,58,12,11,912,52,0,5,0,0,62,82,15,17,0,0,105,15,0,3,0,0,16,141,12,4,0,0,154,32,0,8,0,5,41,54,0,7,0,0,62,105,12,8,3,0,139,9,4,3,0,0,21,235,11,19,3,0,277,12,0,4,0,0,19,107,14,26,4,0,148,3105,111,185,33,46,3472,43,3,9,0,0,56,Ipswich (C)
33980,0,4,19,0,3,0,0,21,0,0,0,0,0,0,88,0,3,4,0,96,11,3,0,0,0,10,3,0,0,0,0,3,15,0,0,0,0,17,75,0,0,3,0,78,91,9,8,6,3,118,4457,158,281,174,53,5127,15298,577,559,289,148,16864,30,0,0,0,0,34,34,0,0,0,0,35,0,0,0,0,0,3,3,0,0,0,0,5,20,0,0,0,0,20,0,0,0,0,0,0,29,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,9,74,4,0,0,0,81,11,0,0,0,0,10,8,0,0,0,0,8,4,0,0,0,0,4,31,0,0,0,0,26,14,0,0,0,0,15,7,0,0,0,0,7,5,0,0,0,0,10,0,0,0,0,0,0,10,3,0,0,0,17,4,0,0,0,0,3,20,0,0,0,0,26,1095,28,17,9,10,1161,3,0,0,0,0,9,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,120,0,0,0,0,118,225,0,12,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,Kowanyama (S)
34530,0,0,20,0,0,0,0,21,0,0,0,0,0,0,125,14,15,4,0,159,10,3,0,0,0,12,8,0,0,0,0,8,3,0,0,0,0,3,56,3,12,3,0,74,73,0,5,3,0,86,3806,255,427,193,59,4742,5653,535,900,294,98,7473,18,0,0,0,0,22,25,0,0,0,0,25,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,14,0,9,3,0,31,0,0,0,0,0,0,6,0,0,0,0,8,27,3,0,0,0,35,0,0,0,0,0,0,3,0,3,0,0,4,5,0,0,0,0,5,7,0,0,3,0,10,5,0,0,0,0,9,12,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,18,238,11,35,9,3,293,7,0,0,0,0,5,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,3,0,0,88,173,5,3,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,Lockhart River (S)
34580,0,9,10,0,0,0,0,5,0,0,0,0,0,0,137,4,17,4,3,164,14,0,0,0,0,14,10,3,8,0,0,19,8,0,4,0,0,12,305,3,8,4,5,325,99,0,5,4,3,125,4746,213,405,181,75,5625,7103,543,813,332,124,8915,15,0,0,0,0,13,24,3,5,0,0,30,0,0,0,0,0,3,4,0,0,0,0,4,7,0,3,0,0,12,0,0,0,0,0,0,35,3,4,3,0,44,0,0,0,0,0,0,23,0,3,0,0,30,113,5,4,0,5,128,18,0,0,0,0,19,3,0,0,0,0,3,7,0,0,0,0,8,23,0,7,0,0,26,28,0,0,0,0,28,34,0,0,0,0,36,103,0,0,0,0,108,0,0,0,0,0,0,13,0,5,0,0,24,0,0,0,0,0,3,20,0,3,3,0,28,227,21,21,14,5,277,10,0,0,0,0,9,Lockyer Valley (R)
34590,0,103,125,12,15,10,3,159,6,3,0,0,0,14,1961,138,146,58,17,2328,112,10,11,0,0,129,243,19,79,22,6,377,123,7,3,0,0,139,2211,146,247,65,36,2700,376,25,44,19,28,482,38912,2091,2675,828,384,44890,49949,4027,4028,818,459,59280,148,10,16,0,0,175,756,180,100,61,5,1106,86,5,16,4,3,115,50,9,9,4,0,64,518,60,37,18,8,644,32,0,5,0,0,39,237,41,47,9,0,337,27,15,3,0,0,42,219,31,28,6,0,294,1287,122,91,30,19,1546,148,9,13,4,0,174,117,14,19,3,0,151,40,9,13,0,0,64,186,20,20,0,3,233,54,18,10,3,0,85,128,8,16,0,0,142,354,67,51,28,4,503,35,12,9,4,0,69,312,42,40,12,3,411,22,5,4,0,0,32,162,39,21,4,3,231,6610,474,516,96,91,7776,160,36,22,8,3,234,Logan (C)
41010,0,0,0,0,3,0,0,3,0,0,0,0,0,0,20,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,21,0,0,3,0,28,675,33,51,19,12,791,1069,95,150,36,31,1375,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,10,3,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,25,0,0,0,0,0,0,Ceduna (DC)
41060,0,45,47,5,12,4,0,65,3,0,0,0,0,3,946,28,63,11,9,1056,38,0,6,0,0,41,376,37,69,5,7,494,28,0,0,0,0,28,754,40,58,14,15,881,206,15,9,0,17,249,16815,659,1052,223,176,18922,24136,1677,1931,278,244,28269,57,3,11,3,0,72,414,65,39,20,3,539,92,24,17,3,0,131,40,10,11,0,0,53,39,0,3,4,0,47,13,0,4,3,0,23,119,13,28,7,0,175,150,24,31,3,8,213,77,9,0,0,0,90,1259,63,78,11,19,1431,34,0,3,0,0,39,104,14,9,0,0,124,34,0,5,3,0,39,73,9,5,0,0,92,299,70,90,15,3,486,40,0,3,0,0,47,95,9,5,7,3,124,20,3,7,0,3,38,206,15,15,3,3,244,24,3,5,0,0,36,77,6,10,0,0,94,316,15,37,3,0,374,78,0,5,0,0,86,Charles Sturt (C)
37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,3,3,0,9,207,17,32,24,3,281,369,41,68,42,11,529,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,Winton (S)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,127,3,7,0,0,135,220,7,7,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,Woorabinda (S)
41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,243,22,62,40,8,368,438,61,189,81,11,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,Cleve (DC)
41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,4,0,9,123,11,37,35,3,213,208,36,96,71,15,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,84,0,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,241,0,0,0,0,245,401,3,0,0,0,401,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,Yarrabah (S)
41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,11,33,11,3,216,261,34,94,24,7,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,Franklin Harbour (DC)
40070,3,209,217,4,7,10,0,235,19,0,0,0,0,23,4193,59,69,17,21,4352,272,5,0,0,0,285,562,21,27,12,11,636,109,0,0,0,0,112,2441,44,64,12,25,2583,529,9,8,6,39,589,62171,1008,1104,293,404,64979,77681,2451,2334,246,492,83200,331,13,12,0,0,356,2472,239,109,103,12,2941,125,9,3,0,7,150,78,3,7,0,0,85,129,7,7,0,0,142,23,3,0,0,0,28,493,15,18,0,9,542,254,41,17,9,7,332,518,26,10,3,3,559,3007,81,53,15,28,3186,205,0,3,0,3,210,364,19,16,7,0,406,63,3,0,5,0,78,333,12,8,0,0,349,603,57,45,13,12,730,190,9,11,0,0,208,416,48,29,18,8,524,61,14,4,0,0,85,1212,62,32,11,3,1318,55,4,3,0,0,59,253,16,3,0,0,272,1148,52,35,3,11,1255,248,11,5,0,0,263,Adelaide (C)
40120,0,7,6,0,0,0,0,9,0,0,0,0,0,0,225,38,70,18,0,353,12,0,4,0,0,10,24,0,0,0,0,24,3,0,0,0,0,4,73,9,13,6,0,99,39,3,8,0,3,55,3484,343,676,177,48,4733,5505,771,1224,279,93,7866,16,6,0,0,0,22,21,0,5,0,0,29,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,27,7,12,0,0,52,4,0,3,0,0,8,5,3,0,0,0,12,85,7,5,0,0,93,12,0,0,0,0,16,5,0,0,0,0,14,0,0,0,0,0,3,10,7,8,0,0,20,16,12,7,6,0,43,5,0,3,0,0,8,11,0,0,3,0,15,0,0,0,0,0,0,23,0,6,3,0,32,8,0,0,0,0,8,18,7,24,3,6,58,72,19,13,4,0,108,3,0,0,0,0,3,Adelaide Hills (DC)
40220,0,0,7,0,0,0,0,7,0,0,0,0,0,0,195,14,36,13,6,270,3,0,0,0,0,9,3,0,6,0,0,9,0,0,0,0,0,0,23,0,9,0,0,26,42,3,3,3,7,56,2469,171,402,156,55,3257,3863,413,901,271,84,5531,15,0,0,0,0,15,22,3,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,31,3,6,3,0,43,3,3,0,0,0,9,3,0,0,0,0,3,18,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,4,0,0,15,0,0,0,0,0,0,17,7,7,8,0,31,44,8,10,3,0,72,0,0,0,0,0,0,Alexandrina (DC)
41330,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,10,0,3,0,0,10,276,9,25,3,4,323,354,17,52,11,12,446,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,3,4,3,3,0,13,0,0,0,0,0,3,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,13,9,0,0,0,0,9,Coober Pedy (DC)
41560,0,0,0,0,0,0,0,3,0,0,0,0,0,0,82,4,11,0,5,104,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,49,0,7,0,4,66,1919,90,200,58,45,2309,3012,239,450,105,80,3881,3,0,0,0,0,5,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,10,29,3,9,3,0,35,0,3,0,0,0,4,Copper Coast (DC)
40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,326,0,0,0,3,333,533,5,7,0,3,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,28,0,0,0,0,0,0,Anangu Pitjantjatjara (AC)
40310,0,3,3,0,0,0,0,6,0,0,0,0,0,0,231,11,20,7,3,282,13,0,0,0,0,18,3,0,0,0,0,4,6,0,0,0,0,6,39,0,7,0,0,43,78,3,14,3,8,106,4098,207,418,150,63,4936,7121,480,787,248,100,8729,13,3,0,0,0,14,30,0,0,3,0,33,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,5,5,3,0,46,0,0,0,0,0,0,3,0,0,0,0,0,15,4,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,17,6,0,5,4,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,12,3,0,3,0,0,5,15,0,8,6,0,20,76,12,13,3,0,96,0,0,0,0,0,0,Barossa (DC)
