lga_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,lga_name16
32250,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,206,180,383,36,36,70,10,0,9,0,0,0,7,5,14,30,16,40,123,103,223,414,330,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,36,36,78,84,80,166,10,13,26,553,469,1015,Carpentaria (S)
32260,0,3,3,226,184,412,10,0,7,0,0,0,13,13,27,4106,3509,7611,535,477,1013,139,9,142,54,5,58,53,34,84,128,42,175,376,261,633,5643,4527,10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,20,3,11,14,0,0,0,20,17,40,42,22,68,60,42,104,0,0,0,3,0,4,5,0,5,4,0,4,358,428,785,551,728,1280,115,84,202,6730,5811,12542,Cassowary Coast (R)
32270,6,3,9,672,81,752,0,0,3,0,0,0,4,8,16,5319,3568,8888,631,391,1018,145,3,151,59,11,73,60,14,75,131,60,189,467,374,835,7485,4525,12007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,13,91,10,0,13,11,0,11,101,12,112,91,31,120,190,39,234,11,0,12,8,0,10,16,4,18,34,9,39,480,593,1069,830,730,1565,114,75,189,9135,5966,15102,Central Highlands (R) (Qld)
32310,4,0,4,82,17,98,0,0,0,0,0,0,0,3,3,1293,1442,2731,119,154,276,53,7,61,30,4,36,19,3,24,25,18,41,187,143,324,1818,1783,3606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,26,3,36,6,0,9,3,0,3,37,7,43,18,9,25,52,17,71,0,0,0,0,0,0,3,0,3,3,0,3,208,211,421,275,280,555,42,29,73,2400,2321,4728,Charters Towers (R)
37300,0,0,0,26,0,30,6,0,6,0,0,0,0,0,0,968,617,1583,83,63,146,11,0,11,20,0,20,42,18,57,28,7,36,58,69,125,1244,771,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,5,14,11,19,17,11,23,3,0,3,3,0,3,8,0,8,12,0,12,4,33,36,166,144,308,11,12,25,1456,961,2419,Weipa (T)
37310,0,3,5,197,38,234,0,0,0,0,0,0,6,8,11,5400,3902,9300,650,393,1043,296,3,300,80,9,94,95,28,118,194,43,243,609,408,1018,7539,4834,12368,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,5,4,13,3,3,8,3,0,3,17,6,21,87,26,106,101,28,133,11,0,13,21,5,25,19,3,22,50,12,61,826,762,1586,536,787,1315,101,66,165,9149,6485,15634,Western Downs (R)
37340,10,13,23,223,134,350,56,21,80,0,0,0,25,15,43,4934,4214,9149,546,595,1140,134,5,143,110,18,134,95,37,137,258,174,434,891,821,1715,7288,6058,13346,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,4,12,10,4,15,0,0,0,22,9,27,13,11,22,3,6,4,46,23,64,136,51,185,183,73,261,3,0,3,13,5,19,4,8,13,20,14,34,373,536,905,1338,1401,2741,102,98,201,9310,8182,17486,Whitsunday (R)
33220,13,6,23,95,49,142,17,9,20,0,0,0,23,25,46,10844,11068,21904,740,1048,1788,364,13,377,279,37,319,263,111,374,152,60,214,468,500,966,13245,12928,26174,0,4,4,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,7,7,15,0,4,6,0,0,0,10,5,16,4,8,13,0,0,3,15,21,39,150,90,243,174,115,292,0,0,0,8,3,13,0,0,7,11,3,17,668,949,1613,1867,2394,4265,200,190,394,16170,16583,32752,Fraser Coast (R)
33360,3,3,6,643,48,686,120,18,135,4,0,3,34,15,49,9625,8132,17764,690,684,1378,156,3,163,374,17,394,130,25,153,138,63,202,388,391,774,12310,9400,21709,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,8,0,6,151,23,176,0,0,0,17,3,20,3,3,8,3,0,8,183,32,210,485,103,592,667,140,807,3,0,9,571,96,664,18,8,25,593,103,698,327,658,988,1475,1425,2902,132,98,226,15502,11827,27327,Gladstone (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,65,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,21,16,39,62,64,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,67,126,Cherbourg (S)
32450,0,0,0,232,27,257,0,0,0,0,0,0,4,0,6,614,321,931,183,42,231,37,3,38,0,4,8,6,7,17,99,15,115,214,132,347,1390,565,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,3,0,8,10,0,17,17,7,24,32,8,43,0,0,0,3,0,3,4,0,10,10,0,11,53,51,103,93,63,154,23,12,35,1601,691,2292,Cloncurry (S)
32500,0,0,0,56,26,81,3,0,3,0,0,0,0,0,0,637,446,1082,104,66,172,59,4,66,11,3,12,8,5,13,54,23,74,204,174,380,1139,749,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,11,0,19,18,8,24,0,0,0,4,0,4,0,0,0,3,0,5,57,69,124,267,187,454,17,10,34,1504,1022,2522,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,47,4,0,4,3,0,4,0,0,3,0,0,0,3,0,3,11,15,24,53,38,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,36,10,3,13,0,0,0,82,57,138,Croydon (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,176,395,18,15,32,17,0,19,4,3,9,4,0,3,9,9,21,66,46,111,342,250,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,89,78,169,26,35,60,3,8,16,468,372,838,Flinders (S) (Qld)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,55,4,8,8,0,0,3,3,0,3,3,0,4,0,0,0,30,42,77,77,73,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,3,0,3,3,0,3,14,11,27,30,23,51,0,0,0,122,107,227,Diamantina (S)
41140,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,1452,1229,2674,75,62,139,31,0,30,16,0,14,10,3,18,27,7,37,121,102,225,1733,1415,3145,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,28,23,6,32,0,0,0,0,0,0,0,0,0,0,0,0,212,190,396,172,312,483,18,26,48,2156,1946,4104,Clare and Gilbert Valleys (DC)
32770,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,53,37,85,19,32,51,3,0,3,0,0,0,0,0,0,7,0,5,60,75,140,142,154,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,6,5,147,159,313,Doomadgee (S)
32810,4,10,13,34,31,63,3,0,4,0,4,4,3,3,9,1808,1717,3527,147,187,334,47,4,44,40,11,59,126,122,243,73,34,106,300,251,550,2591,2369,4961,3,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,9,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,3,9,9,21,18,41,28,31,56,0,0,0,0,3,4,3,0,3,3,3,5,228,263,492,986,1063,2044,62,38,104,3897,3766,7667,Douglas (S)
33100,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,72,46,117,3,10,12,10,4,13,10,3,9,0,4,4,12,9,21,44,43,85,154,111,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,44,91,42,35,73,0,0,4,249,191,442,Etheridge (S)
33430,1345,1115,2464,1122,1541,2660,47,21,64,710,937,1642,141,145,282,94652,85006,179651,5471,6940,12412,1894,53,1942,1830,229,2060,1552,628,2176,1215,665,1885,3055,3518,6570,113028,100794,213817,240,281,525,0,0,0,13,18,36,581,395,975,83,76,161,77,10,87,997,789,1788,6,3,10,220,345,570,85,83,168,60,152,216,29,28,57,400,612,1010,1149,688,1843,2554,2085,4641,271,230,503,84,94,177,58,36,96,413,359,770,6427,9122,15547,10546,15689,26232,1137,1071,2207,134097,129122,263219,Gold Coast (C)
33610,0,0,0,3,10,8,0,0,0,0,0,0,0,7,10,1760,1446,3208,104,118,219,74,5,74,18,6,21,19,12,30,26,17,44,138,133,272,2145,1751,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,22,15,33,20,17,36,3,0,0,0,0,0,3,0,4,4,4,10,272,242,513,156,223,385,35,28,67,2641,2255,4897,Goondiwindi (R)
33620,6,3,9,52,37,91,6,0,3,0,0,0,6,8,16,5879,5416,11290,449,481,930,313,10,321,111,6,122,31,12,44,87,31,122,284,275,558,7222,6287,13510,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,12,3,9,3,0,3,0,0,0,4,0,4,4,4,4,3,0,0,14,4,18,72,25,94,89,35,120,3,0,3,0,0,0,3,0,5,9,0,10,669,798,1465,905,1122,2033,131,136,265,9028,8377,17403,Gympie (R)
33800,0,0,0,16,3,22,0,0,0,0,0,0,0,3,0,1651,1362,3012,100,103,200,84,3,82,38,0,37,33,3,30,43,10,58,127,83,211,2085,1566,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,15,11,26,15,6,26,0,0,0,0,0,0,0,0,0,0,0,0,157,160,313,183,268,452,40,38,84,2486,2039,4530,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,65,136,26,10,36,0,0,0,0,0,0,0,0,0,18,3,21,28,18,42,145,99,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,150,107,253,Hope Vale (S)
33960,1269,1646,2917,178,211,398,6,5,8,0,3,7,49,32,86,31818,26064,57885,2167,2505,4667,863,23,880,766,62,833,231,35,267,250,136,393,462,573,1036,38068,31298,69365,184,228,410,0,0,3,0,0,0,557,595,1157,103,146,242,67,23,83,907,996,1905,3,0,3,0,0,0,13,36,58,18,40,54,5,7,11,43,77,121,388,170,557,1335,1243,2576,138,175,312,9,4,12,20,8,22,161,188,349,862,1660,2522,3060,4793,7848,412,319,727,43895,39499,83390,Ipswich (C)
33980,3,5,3,1021,189,1210,0,0,0,0,0,0,3,6,4,5299,2510,7810,972,297,1273,117,8,127,45,13,59,42,31,77,205,65,268,463,393,862,8176,3521,11697,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,68,0,70,20,6,19,35,0,33,120,10,127,120,19,143,251,33,281,18,4,20,56,12,66,23,0,23,93,18,106,326,369,693,723,497,1219,80,56,133,9643,4485,14132,Isaac (R)
34420,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,59,28,82,9,15,22,3,0,3,0,0,0,0,0,0,3,3,4,54,78,138,131,126,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,132,128,263,Kowanyama (S)
34530,0,3,3,158,60,217,3,0,6,0,0,0,0,9,9,4953,5160,10116,352,401,757,172,4,175,69,11,83,29,16,40,65,38,99,209,172,380,6013,5869,11885,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,0,20,10,10,19,3,0,3,34,12,40,43,24,66,71,39,112,0,0,0,3,4,5,0,0,7,4,6,10,364,536,896,898,935,1830,98,67,167,7454,7452,14902,Livingstone (S)
34570,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,44,26,69,18,7,21,0,0,0,0,0,0,0,0,0,0,3,4,40,53,93,104,92,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,23,3,7,14,121,109,229,Lockhart River (S)
34580,9,11,19,30,21,45,0,0,0,3,0,3,0,4,8,5671,4860,10525,475,616,1090,283,3,293,113,13,125,14,4,19,56,27,79,204,177,376,6860,5729,12591,0,0,3,0,0,0,0,0,0,22,22,43,0,6,5,0,0,0,24,26,55,0,0,0,0,0,0,9,3,11,0,3,3,0,0,0,9,9,10,55,28,82,79,68,147,3,12,10,4,3,7,7,0,7,8,12,20,408,487,899,672,992,1660,110,90,199,8140,7379,15520,Lockyer Valley (R)
34590,701,805,1498,1336,2157,3492,10,3,16,4,0,11,96,52,151,50879,40671,91550,3522,3885,7411,2083,48,2124,1107,75,1183,262,51,314,431,212,651,628,727,1357,61058,48698,109755,153,183,330,0,0,0,0,0,0,250,300,545,57,77,130,44,8,46,497,567,1060,6,5,11,0,0,0,329,522,852,82,223,307,28,15,42,447,771,1212,575,247,823,1514,1584,3101,110,142,247,31,37,69,16,5,23,155,183,339,1752,3159,4918,4489,6549,11039,700,567,1269,69676,60744,130420,Logan (C)
40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,226,483,19,13,26,7,0,7,0,0,0,0,0,0,16,4,18,47,24,72,336,268,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,79,69,157,43,57,103,15,9,17,475,406,881,Barunga West (DC)
40520,0,0,0,8,3,14,4,0,4,0,0,0,4,0,4,1632,1466,3099,101,110,206,36,0,36,13,0,13,8,3,12,15,11,23,90,109,199,1908,1698,3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,14,3,17,0,0,0,0,0,0,4,0,4,4,0,4,120,112,235,148,239,393,31,33,60,2230,2085,4315,Berri and Barmera (DC)
40700,12,10,21,627,725,1353,4,0,6,0,6,6,18,16,39,6650,5842,12492,288,659,947,37,0,38,86,7,99,410,153,563,74,36,111,241,242,480,8444,7703,16145,17,5,25,0,0,0,0,0,0,6,3,11,0,0,0,3,0,3,24,14,34,0,0,0,3,5,10,35,47,80,15,42,53,8,10,24,63,101,169,97,60,161,190,172,361,0,5,5,3,5,6,3,0,6,5,6,19,606,691,1298,656,1235,1892,58,64,129,9956,9881,19836,Burnside (C)
40910,3,3,9,883,1100,1980,3,0,4,0,0,3,46,17,59,8261,6736,14996,379,766,1151,146,0,148,88,8,92,148,21,171,101,27,128,124,137,261,10181,8817,19002,15,5,20,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,23,9,29,0,0,0,4,5,6,105,132,231,24,68,93,10,4,19,142,205,350,85,44,129,244,264,509,3,5,10,8,6,17,4,0,4,21,12,33,347,477,822,786,1443,2228,98,85,184,11675,11094,22767,Campbelltown (C) (SA)
37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,134,303,11,6,13,0,0,0,4,3,4,9,9,13,11,11,22,41,33,71,234,197,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,50,103,56,52,115,10,3,10,355,317,671,Winton (S)
41010,0,0,0,7,0,10,0,0,0,0,0,0,0,0,3,596,499,1088,43,49,97,11,0,11,3,0,3,3,3,5,12,3,9,51,56,106,724,613,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,44,113,149,129,281,18,17,30,967,803,1769,Ceduna (DC)
41060,500,599,1095,957,1392,2356,9,4,17,181,270,448,75,34,110,18599,15218,33815,862,1560,2422,237,3,242,235,39,265,517,165,678,202,62,263,367,427,795,22744,19770,42519,45,56,107,0,0,0,14,23,38,45,71,119,9,14,26,17,9,24,135,174,306,0,0,0,18,15,30,48,81,130,27,76,102,13,19,36,108,189,300,309,347,653,550,705,1255,45,33,72,21,29,45,13,11,26,76,73,145,670,950,1616,1949,3183,5135,208,193,401,26199,24871,51070,Charles Sturt (C)
37550,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,37,25,62,8,4,10,3,0,3,0,0,0,0,0,0,0,0,0,47,66,111,96,96,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,101,196,Woorabinda (S)
41330,0,0,0,18,3,20,0,0,0,0,0,0,0,0,0,241,187,430,17,29,51,3,0,3,4,0,4,3,0,3,8,3,11,38,33,69,331,256,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,18,16,27,57,58,120,9,11,18,419,345,765,Coober Pedy (DC)
41560,0,0,0,10,0,16,0,0,0,0,0,0,3,3,7,1744,1605,3355,147,111,256,51,0,51,12,4,12,14,3,17,37,9,52,109,80,187,2125,1828,3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,10,29,25,10,35,0,0,0,0,0,0,3,0,3,4,0,4,101,134,240,280,355,636,39,36,71,2570,2361,4927,Copper Coast (DC)
41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,91,232,11,7,15,3,0,3,0,0,0,5,3,4,7,0,10,27,37,65,191,139,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,49,119,43,38,80,8,6,11,306,231,539,Elliston (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,17,18,40,37,26,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,66,Wujal Wujal (S)
37600,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,103,97,192,14,32,48,0,0,0,0,0,3,0,0,0,3,0,3,19,40,57,146,167,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,17,9,7,21,164,190,350,Yarrabah (S)
42110,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,566,405,973,29,34,69,21,0,26,4,3,6,3,4,7,24,4,22,47,37,83,700,486,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6,0,6,6,4,14,0,0,0,0,0,0,0,0,0,0,0,4,149,115,268,65,106,177,15,10,21,941,721,1665,Goyder (DC)
42250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,1178,2672,59,62,130,67,8,69,20,3,20,9,5,14,21,12,35,59,48,102,1734,1307,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,14,19,3,15,0,0,0,0,0,0,0,0,4,0,0,7,176,189,364,139,225,360,26,15,42,2087,1747,3832,Grant (DC)
42750,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,626,586,1214,33,52,79,19,0,20,3,3,3,6,0,11,21,9,26,99,94,189,801,748,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,17,3,21,13,10,27,0,0,0,0,0,0,0,0,0,0,0,0,138,126,263,126,175,299,7,9,13,1097,1059,2151,Kangaroo Island (DC)
40070,43,32,76,362,437,796,3,0,3,89,94,186,91,59,155,2347,1608,3960,171,232,408,4,0,4,48,11,64,226,129,358,132,76,210,1492,1360,2854,5011,4047,9063,32,12,40,0,0,0,5,0,3,0,4,3,0,0,4,4,3,5,40,18,56,0,0,0,3,10,18,7,11,16,3,6,11,10,4,9,26,30,56,86,68,151,154,111,271,15,6,20,3,5,8,34,17,47,52,26,78,258,255,508,686,928,1614,54,52,104,6215,5424,11636,Adelaide (C)
40120,0,3,7,290,316,606,0,0,0,3,0,0,5,8,13,6858,5785,12640,267,445,713,143,0,143,66,3,68,66,17,83,75,36,114,244,162,406,8027,6774,14795,8,0,8,0,0,0,0,0,0,3,3,8,0,0,5,0,0,0,18,3,21,0,0,0,3,0,3,112,149,258,18,33,56,4,0,3,134,185,322,72,46,123,223,239,463,3,0,4,10,15,19,3,3,5,12,19,30,702,784,1487,793,1372,2164,65,75,143,9823,9260,19078,Adelaide Hills (DC)
40220,3,6,8,16,17,32,0,0,0,3,0,0,0,4,4,3458,3148,6609,133,198,333,108,4,110,35,4,36,38,11,53,52,19,73,171,157,323,4015,3567,7581,0,0,0,0,0,0,0,0,0,5,12,18,0,0,0,0,0,0,5,12,19,0,0,0,0,0,0,10,33,46,0,0,3,0,0,0,14,31,48,37,16,49,59,61,118,0,0,3,3,3,3,0,0,0,4,5,6,369,422,799,480,750,1226,57,62,122,4985,4870,9851,Alexandrina (DC)
40250,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,90,62,147,16,35,53,3,0,3,0,0,3,0,0,0,5,0,5,117,195,316,235,303,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,7,11,15,25,19,40,273,330,601,Anangu Pitjantjatjara (AC)
40310,10,12,26,9,16,31,3,0,3,0,0,0,3,3,3,4332,3500,7833,153,201,352,70,0,74,37,4,41,45,8,56,59,15,77,167,129,292,4901,3891,8790,3,3,6,0,0,0,0,0,0,27,26,48,0,0,0,0,0,0,32,25,55,0,0,0,0,0,0,5,16,21,0,3,4,0,0,0,8,16,25,33,12,38,68,54,121,4,7,8,3,0,3,3,0,4,5,3,12,300,369,666,484,828,1317,47,42,88,5808,5186,10999,Barossa (DC)
