lga_code16,onemeth_train_m,onemeth_train_f,onemeth_train_p,onemeth_bus_m,onemeth_bus_f,onemeth_bus_p,onemeth_ferry_m,onemeth_ferry_f,onemeth_ferry_p,onemeth_tram_inc_lt_rail_m,onemeth_tram_inc_lt_rail_f,onemeth_tram_inc_lt_rail_p,onemeth_taxi_m,onemeth_taxi_f,onemeth_taxi_p,onemeth_car_as_driver_m,onemeth_car_as_driver_f,onemeth_car_as_driver_p,onemeth_car_as_passenger_m,onemeth_car_as_passenger_f,onemeth_car_as_passenger_p,onemeth_truck_m,onemeth_truck_f,onemeth_truck_p,onemeth_motorbike_scooter_m,onemeth_motorbike_scooter_f,onemeth_motorbike_scooter_p,onemeth_bicycle_m,onemeth_bicycle_f,onemeth_bicycle_p,onemeth_other_m,onemeth_other_f,onemeth_other_p,onemeth_walked_only_m,onemeth_walked_only_f,onemeth_walked_only_p,onemeth_tot_onemeth_m,onemeth_tot_onemeth_f,onemeth_tot_onemeth_p,twometh_train_bus_m,twometh_train_bus_f,twometh_train_bus_p,twometh_train_ferry_m,twometh_train_ferry_f,twometh_train_ferry_p,twometh_trn_trm_inc_lt_rl_m,twometh_trn_trm_inc_lt_rl_f,twometh_trn_trm_inc_lt_rl_p,twometh_train_car_as_drvr_m,twometh_train_car_as_drvr_f,twometh_train_car_as_drvr_p,twometh_trn_car_as_pass_m,twometh_trn_car_as_pass_f,twometh_trn_car_as_pass_p,twometh_train_other_m,twometh_train_other_f,twometh_train_other_p,twometh_train_tot_m,twometh_train_tot_f,twometh_train_tot_p,twometh_bus_ferry_m,twometh_bus_ferry_f,twometh_bus_ferry_p,twometh_bus_trm_inc_lt_rl_m,twometh_bus_trm_inc_lt_rl_f,twometh_bus_trm_inc_lt_rl_p,twometh_bus_car_as_driver_m,twometh_bus_car_as_driver_f,twometh_bus_car_as_driver_p,twometh_bus_car_as_pass_m,twometh_bus_car_as_pass_f,twometh_bus_car_as_pass_p,twometh_bus_other_m,twometh_bus_other_f,twometh_bus_other_p,twometh_bus_tot_m,twometh_bus_tot_f,twometh_bus_tot_p,twometh_other_twometh_m,twometh_other_twometh_f,twometh_other_twometh_p,twometh_tot_twometh_m,twometh_tot_twometh_f,twometh_tot_twometh_p,threemeth_trn_2_othr_mthd_m,threemeth_trn_2_othr_mthd_f,threemeth_trn_2_othr_mthd_p,thremth_bu_2_ot_met_exc_tra_m,thremth_bu_2_ot_met_exc_tra_f,thremth_bu_2_ot_met_exc_tra_p,threemeth_oth_threemeth_m,threemeth_oth_threemeth_f,threemeth_oth_threemeth_p,threemeth_tot_threemeth_m,threemeth_tot_threemeth_f,threemeth_tot_threemeth_p,worked_home_m,worked_home_f,worked_home_p,did_not_go_to_work_m,did_not_go_to_work_f,did_not_go_to_work_p,meth_travel_to_work_ns_m,meth_travel_to_work_ns_f,meth_travel_to_work_ns_p,tot_m,tot_f,tot_p,lga_name16
17400,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,670,663,1331,34,46,86,61,3,68,13,0,18,10,0,10,27,8,40,65,62,134,888,796,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,15,5,23,15,7,25,0,0,0,0,0,0,0,0,0,0,0,0,207,181,384,92,139,227,23,26,46,1229,1142,2370,Tenterfield (A)
22410,3,0,3,14,10,19,0,0,0,0,0,0,9,10,14,3015,2490,5501,161,180,339,85,0,90,37,10,45,41,3,48,48,16,61,165,167,334,3575,2884,6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,48,38,19,53,0,0,0,0,0,0,0,0,0,0,0,0,320,287,604,372,543,912,70,54,127,4379,3782,8159,Glenelg (S)
22490,33,12,51,13,15,36,0,0,0,0,0,0,0,3,3,4044,3226,7272,186,172,356,117,6,122,15,3,17,7,4,14,31,0,33,80,75,154,4541,3521,8060,0,0,0,0,0,0,0,0,0,35,15,54,0,0,3,0,0,0,35,20,55,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,3,3,12,28,16,38,68,37,101,16,8,24,0,0,0,0,0,0,23,8,27,310,298,609,376,729,1103,80,73,149,5395,4663,10052,Golden Plains (S)
17100,2740,2132,4870,172,208,380,0,0,0,0,0,6,22,9,26,5280,3259,8540,269,482,745,91,3,95,68,3,71,49,21,71,56,32,89,278,316,596,9024,6471,15488,574,592,1167,8,3,9,11,13,25,135,95,232,48,72,118,15,14,31,792,785,1578,0,0,0,0,3,3,12,11,18,3,11,13,6,4,8,21,25,40,60,31,85,872,837,1706,93,106,199,4,0,4,0,0,0,102,107,202,259,379,641,479,721,1199,118,86,208,10846,8604,19447,Strathfield (A)
22310,4814,4062,8877,306,414,727,3,0,7,491,573,1063,59,50,108,20573,17672,38245,687,1316,2007,216,0,217,248,24,271,826,194,1017,188,137,321,673,901,1574,29080,25349,54432,568,473,1045,0,0,0,547,490,1035,595,408,1009,87,157,247,131,58,182,1935,1592,3522,0,0,0,28,37,66,11,16,21,11,23,34,11,9,16,56,87,138,218,176,392,2206,1850,4056,371,366,736,6,9,13,6,8,20,384,385,766,1565,2098,3658,1842,3650,5494,239,213,456,35318,33549,68866,Glen Eira (C)
22620,123,87,212,201,197,399,12,7,17,6,8,17,39,44,80,18183,16057,34240,1100,1359,2458,332,14,347,168,31,198,305,77,382,115,57,168,736,742,1483,21320,18681,39999,11,9,23,0,0,0,7,3,10,40,31,66,10,3,11,7,3,8,69,43,116,0,0,0,0,0,0,14,5,23,16,17,29,15,6,22,44,33,69,193,102,292,303,181,481,18,18,35,5,4,13,11,4,13,31,27,57,819,1042,1862,1896,3586,5483,237,208,448,24605,23717,48320,Greater Bendigo (C)
22670,1977,1781,3759,497,611,1103,4,3,11,12,10,23,112,43,155,25536,15369,40908,1501,2045,3550,458,7,472,102,10,105,139,14,158,260,105,368,351,407,759,30965,20399,51363,342,352,694,0,0,0,77,74,150,463,292,749,66,119,185,24,16,34,961,859,1818,0,0,0,0,3,3,37,21,58,29,79,104,12,9,18,83,105,191,254,152,400,1298,1114,2412,233,284,521,6,3,10,6,0,9,248,285,540,510,839,1351,1519,2263,3781,477,279,763,35020,25183,60208,Greater Dandenong (C)
22750,1355,813,2164,535,693,1230,21,8,30,17,20,38,106,77,176,37797,32981,70782,2121,2713,4836,544,13,559,249,24,278,662,190,853,246,124,371,1224,1338,2571,44887,38993,83885,86,56,143,0,0,0,73,69,146,466,298,761,41,37,84,69,11,82,735,474,1213,0,0,0,0,0,0,47,56,103,37,69,108,18,13,26,91,139,236,348,221,570,1178,839,2015,270,221,484,13,13,27,24,11,34,304,244,547,1662,2293,3951,3852,7266,11114,509,435,943,52392,50064,102456,Greater Geelong (C)
25430,118,112,228,9,8,13,0,0,0,5,0,5,3,4,6,2350,2119,4468,154,151,301,48,0,51,21,0,21,46,32,78,25,6,31,160,141,300,2933,2572,5500,7,3,7,0,0,0,9,5,11,42,14,53,6,8,16,20,9,26,77,42,122,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,5,24,17,42,107,56,170,32,23,58,0,0,0,0,0,0,29,23,58,337,345,679,347,595,936,49,54,106,3801,3648,7450,Mount Alexander (S)
25490,4,0,4,10,3,12,0,0,0,3,0,3,0,0,0,2477,2125,4604,101,130,231,92,3,98,73,7,84,29,10,37,62,23,79,262,154,415,3106,2464,5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,7,9,28,11,38,29,19,42,0,0,4,0,0,0,0,0,0,0,0,3,612,466,1080,293,502,799,63,51,116,4110,3502,7611,Moyne (S)
25620,7,9,14,16,15,28,0,0,0,0,3,4,0,0,0,2083,1661,3745,100,98,201,62,3,64,25,3,28,22,0,22,29,25,50,151,144,293,2502,1951,4456,0,0,0,0,0,0,0,0,0,23,18,35,0,0,4,0,0,0,24,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,25,6,29,48,21,70,3,0,3,0,0,0,3,0,3,8,0,8,290,261,549,268,421,692,43,39,82,3151,2695,5848,Murrindindi (S)
25710,980,750,1732,86,98,186,5,0,4,3,4,13,13,0,15,11553,9957,21515,472,596,1067,265,5,267,92,6,105,103,16,115,73,39,114,178,184,355,13823,11662,25492,89,53,146,0,0,0,34,30,70,349,257,602,40,61,108,34,3,40,547,409,962,0,0,0,0,0,0,23,15,34,9,22,30,0,0,0,32,36,67,80,53,139,660,498,1164,100,79,181,3,0,4,9,0,9,111,77,192,788,1134,1920,1045,2031,3073,105,125,225,16538,15533,32065,Nillumbik (S)
25810,4,3,8,10,9,19,0,0,0,0,0,0,0,0,0,1725,1432,3158,114,122,233,51,4,56,6,0,7,27,6,31,43,18,62,143,134,283,2125,1729,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,11,7,18,15,5,27,0,0,0,3,0,3,0,0,0,3,0,3,193,173,369,203,340,551,37,26,62,2584,2283,4864,Northern Grampians (S)
25900,1625,1688,3318,333,445,777,9,4,12,4127,4878,9004,110,93,201,12952,11100,24047,526,928,1450,71,7,73,406,77,479,1714,888,2598,224,159,383,2083,2305,4391,24186,22558,46748,102,121,222,0,0,0,536,561,1099,57,60,119,6,16,30,48,36,87,746,809,1553,0,0,0,99,166,267,14,13,22,6,6,11,12,16,30,125,207,336,395,382,769,1265,1393,2655,195,181,380,18,21,44,40,29,67,251,232,488,1506,1705,3212,1430,2454,3887,181,165,346,28825,28512,57331,Port Phillip (C)
25990,0,5,5,3,5,6,0,0,0,0,0,0,0,0,0,898,737,1633,43,68,107,49,8,55,3,0,8,3,0,3,18,4,19,64,42,108,1076,866,1939,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,13,7,19,0,0,4,0,0,0,0,0,0,3,0,6,171,140,306,101,186,288,22,21,44,1393,1213,2611,Pyrenees (S)
26080,10,3,13,0,3,3,0,0,0,0,0,0,0,0,0,301,285,586,10,14,20,9,0,9,0,0,0,8,5,16,4,3,10,23,34,60,364,349,709,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,12,4,15,8,3,9,0,0,0,0,0,0,9,3,10,51,56,104,54,93,144,4,3,10,490,511,1002,Queenscliffe (B)
26170,8,12,14,13,11,28,0,0,0,0,0,3,0,0,3,4012,3416,7428,215,232,446,99,9,106,58,9,69,22,8,29,67,29,100,370,285,654,4878,4014,8890,0,4,4,0,0,0,0,0,0,16,3,15,0,0,0,0,0,0,14,8,20,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,7,39,23,66,58,30,89,8,0,11,0,0,0,7,0,9,11,3,15,705,696,1396,515,870,1387,81,85,164,6252,5697,11949,South Gippsland (S)
26260,4,0,3,9,4,15,0,0,0,0,4,3,6,7,11,2395,2149,4543,129,143,273,67,3,68,16,7,28,20,9,23,42,14,62,263,186,450,2958,2525,5480,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,25,21,10,28,3,0,3,0,0,0,0,0,0,3,0,3,436,362,796,245,475,724,54,48,106,3718,3419,7140,Southern Grampians (S)
26350,4880,4490,9367,193,243,432,7,6,11,1275,1756,3027,76,69,148,13404,11305,24711,419,880,1300,50,5,55,230,24,252,1116,414,1529,156,132,291,1792,2207,3998,23598,21529,45129,209,176,386,0,0,0,726,800,1523,165,151,312,37,42,85,96,61,157,1231,1227,2462,0,0,0,49,55,98,3,10,13,3,3,4,4,3,8,53,75,126,237,179,418,1525,1481,3006,195,201,398,10,5,13,21,12,28,225,215,447,1424,1678,3104,1476,2552,4027,210,185,389,28453,27648,56103,Stonnington (C)
26430,3,7,13,3,3,6,0,0,0,3,0,3,0,0,0,1413,1251,2660,88,82,176,55,0,57,14,3,12,11,15,31,25,7,32,134,116,253,1745,1484,3234,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,29,22,14,42,0,5,8,0,0,0,0,0,0,0,5,8,276,252,525,156,263,416,33,27,63,2240,2042,4280,Strathbogie (S)
26490,110,67,178,35,29,62,0,0,0,7,11,13,5,3,8,4936,4175,9115,245,234,476,90,0,90,18,3,20,58,22,83,40,28,75,195,201,393,5746,4771,10519,0,4,4,0,0,0,0,4,4,86,47,132,3,6,4,3,0,0,92,56,150,0,0,0,0,0,0,0,4,3,3,9,10,3,0,4,8,8,18,41,15,60,143,86,228,32,29,62,0,0,0,0,0,4,33,30,62,551,678,1230,597,1041,1637,74,80,149,7141,6678,13822,Surf Coast (S)
26610,5,0,5,14,17,29,0,0,0,0,0,0,7,3,13,3322,2478,5795,252,256,501,56,0,56,18,0,20,41,12,58,39,19,54,267,281,547,4014,3065,7081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,25,11,30,26,8,39,3,0,3,0,0,0,4,0,4,8,0,8,277,289,566,253,460,715,86,68,155,4668,3889,8558,Swan Hill (RC)
26670,0,0,0,5,8,10,0,0,0,0,0,0,0,0,0,837,686,1523,33,51,84,29,5,28,29,5,35,9,5,10,13,5,22,97,95,189,1043,854,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,11,9,17,0,0,0,0,0,0,3,0,3,3,0,4,214,157,369,102,153,252,24,25,42,1395,1192,2590,Towong (S)
26700,7,0,5,15,20,29,3,0,3,0,6,6,12,6,18,4537,4012,8550,251,306,560,104,0,109,34,12,49,105,42,148,34,14,53,283,275,558,5388,4706,10090,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,8,45,25,76,55,30,81,0,3,3,0,0,0,0,0,0,0,3,3,391,426,817,470,874,1341,88,95,180,6390,6131,12520,Wangaratta (RC)
26730,7,0,11,30,25,58,0,0,0,4,0,6,17,16,32,5804,5238,11043,511,523,1027,89,0,89,35,4,43,114,36,150,51,21,66,357,289,651,7016,6156,13168,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,0,5,3,5,7,3,0,3,13,6,20,51,24,81,65,33,100,0,3,3,0,0,4,3,0,3,3,3,9,173,281,458,576,1059,1638,70,76,144,7908,7612,15518,Warrnambool (C)
26810,8,10,19,33,13,49,3,0,5,0,3,3,14,10,25,6233,5431,11665,400,426,827,135,8,136,104,29,135,128,39,159,126,47,170,517,397,920,7696,6409,14102,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,6,0,7,79,23,109,89,28,123,3,5,10,0,0,0,13,0,11,16,7,16,614,641,1261,805,1204,2016,142,130,275,9361,8424,17783,Wellington (S)
26890,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,513,452,963,14,30,48,19,0,19,9,3,7,4,0,4,32,8,40,92,66,160,694,560,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,8,5,13,0,0,0,0,0,0,5,0,5,5,0,5,213,165,377,49,88,135,14,13,26,981,829,1811,West Wimmera (S)
26980,3984,3146,7129,608,757,1368,3,0,3,310,321,630,48,41,87,23185,19628,42814,966,1867,2829,258,3,263,226,10,233,445,76,515,196,106,300,805,927,1733,31028,26878,57911,939,680,1619,0,0,0,289,237,522,756,510,1269,112,217,331,104,33,139,2199,1684,3882,0,0,0,72,84,158,30,27,55,18,52,71,9,11,21,133,172,301,244,166,407,2578,2017,4598,493,453,946,11,20,40,15,6,21,520,482,1007,1588,1859,3447,2380,4476,6851,256,203,461,38351,35922,74267,Whitehorse (C)
27070,2329,2280,4617,321,396,713,24,3,25,124,127,255,184,33,217,35084,26133,61217,1604,2133,3737,729,9,734,200,11,209,138,24,162,242,101,339,297,360,663,41260,31617,72881,467,445,915,0,0,0,100,98,205,838,654,1488,90,177,259,30,9,42,1528,1383,2911,0,0,0,20,25,39,33,25,54,28,55,83,9,10,18,80,119,199,316,192,505,1920,1691,3611,373,434,800,5,14,13,17,7,21,389,446,837,823,1519,2348,2588,4929,7518,570,470,1040,47566,40676,88238,Whittlesea (C)
27170,9,3,9,34,40,71,3,3,6,0,0,0,18,8,25,7244,6130,13374,446,483,931,119,7,124,68,0,71,125,22,147,65,26,98,534,265,799,8658,6999,15658,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,5,4,3,0,3,6,5,12,72,36,106,82,37,122,3,0,3,0,0,0,4,0,3,8,0,12,181,348,530,528,1129,1658,92,70,166,9557,8584,18144,Wodonga (C)
27260,4179,3679,7859,194,339,537,17,6,20,16,21,39,183,48,231,37438,25012,62456,1998,2900,4902,563,3,564,303,18,322,228,43,265,351,152,502,426,489,915,45902,32707,78612,869,740,1608,0,0,0,182,187,368,1222,818,2045,174,342,519,121,41,156,2569,2126,4692,0,0,3,0,0,3,17,19,41,18,54,70,5,5,17,50,82,130,398,215,616,3010,2430,5437,817,864,1686,4,13,18,10,9,20,841,881,1719,1175,2322,3493,2848,4787,7636,532,390,919,54304,43518,97819,Wyndham (C)
27350,2058,1990,4043,283,343,624,12,7,14,3387,3962,7346,69,72,140,8977,7648,16629,312,668,978,49,0,47,280,50,323,2678,1691,4369,160,121,280,2827,3333,6162,21085,19875,40964,124,116,241,0,0,0,457,582,1040,53,51,107,18,26,43,102,65,167,764,841,1601,0,0,0,67,118,184,10,6,9,0,10,13,8,9,17,80,142,223,295,313,609,1141,1292,2438,155,172,323,7,12,21,34,27,68,195,208,405,1166,1259,2426,1325,2425,3754,182,167,355,25103,25234,50334,Yarra (C)
27450,1263,952,2218,203,199,406,14,3,15,8,6,9,27,3,29,28115,23366,51478,1359,1333,2694,781,14,794,205,10,221,116,22,142,162,85,248,519,489,1005,32764,26495,59264,213,149,364,0,0,0,50,34,82,572,409,985,70,86,156,28,5,36,940,686,1626,0,0,0,0,0,0,7,11,20,31,32,63,0,3,3,40,46,89,274,122,400,1258,857,2113,196,153,352,4,0,4,7,0,7,215,160,371,1550,2303,3855,2389,4723,7107,351,307,659,38522,34846,73367,Yarra Ranges (S)
27630,0,0,0,3,4,4,0,0,3,0,0,0,0,0,0,827,707,1532,41,54,95,19,0,23,4,0,9,19,3,18,36,3,42,134,92,221,1088,857,1944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,10,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,203,141,340,74,165,239,19,11,29,1388,1188,2577,Yarriambiack (S)
29399,20,17,34,56,41,103,4,0,4,4,3,10,0,3,3,366,250,619,19,21,38,0,0,0,10,0,16,19,3,26,238,129,365,463,433,900,1204,901,2108,0,0,5,0,0,0,0,0,0,4,3,6,0,0,3,0,0,0,10,3,15,0,0,0,0,0,0,0,5,5,0,0,0,6,0,10,6,3,14,9,5,14,24,15,39,3,0,3,0,0,0,0,0,0,6,0,4,88,104,194,1042,871,1919,24,6,27,2384,1910,4293,Unincorporated Vic
30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,52,7,6,19,0,0,0,0,0,0,0,3,5,4,0,4,90,85,174,151,104,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,8,3,5,164,112,277,Aurukun (S)
30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,552,1270,46,52,92,24,0,25,9,7,13,13,3,18,29,6,31,100,92,187,935,708,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,12,14,5,12,0,0,0,0,0,0,3,0,3,3,0,3,159,140,297,63,92,152,21,15,39,1194,958,2155,Balonne (S)
30370,0,0,0,134,24,155,3,0,4,0,0,0,0,0,0,2707,1812,4522,316,172,488,88,6,92,54,8,64,39,25,63,75,40,114,236,226,457,3655,2309,5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,3,0,3,4,3,10,36,10,46,44,17,58,0,0,0,0,0,0,3,3,3,6,3,9,445,414,860,402,363,763,75,42,119,4623,3149,7774,Banana (S)
30410,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,368,310,672,35,37,69,24,3,26,10,3,9,8,17,25,26,13,45,98,104,202,567,483,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,146,122,269,49,82,130,17,11,21,779,695,1470,Barcaldine (R)
30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,25,69,3,4,9,3,0,3,0,0,0,0,0,0,5,5,8,20,30,55,84,58,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,29,15,13,23,0,0,0,123,86,203,Barcoo (S)
30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,213,438,16,13,26,8,0,7,4,0,4,12,6,17,14,5,18,75,61,132,343,299,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,8,0,10,0,0,0,0,0,0,3,3,5,3,3,5,88,82,173,35,46,85,12,3,17,490,436,931,Blackall-Tambo (R)
34710,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,572,580,1154,32,77,110,17,0,17,8,0,8,21,14,36,23,8,30,115,116,229,794,800,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,8,6,19,0,0,0,0,0,0,0,0,3,3,0,3,106,93,192,136,161,299,23,23,41,1065,1078,2145,Longreach (R)
34770,9,4,14,525,122,654,9,0,9,0,0,0,42,41,81,18870,16962,35834,1309,1357,2661,439,19,460,343,39,379,312,100,413,185,93,282,677,544,1218,22707,19286,41996,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,9,5,14,3,0,3,0,0,0,60,13,75,22,13,34,6,4,12,86,34,120,218,90,314,317,129,445,4,0,4,10,7,13,14,8,23,26,10,39,821,1400,2224,2718,2875,5598,302,251,552,26900,23954,50861,Mackay (R)
34800,0,0,0,217,24,244,0,0,0,0,0,0,0,0,0,150,56,214,31,3,36,13,0,15,0,0,0,4,5,8,64,13,73,86,85,169,571,190,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,10,12,3,16,0,0,0,0,0,0,3,0,3,3,0,3,50,59,112,19,20,41,8,0,8,667,272,938,McKinlay (S)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,48,3,7,18,0,0,0,0,0,0,0,0,0,0,0,0,8,15,22,44,43,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,49,42,96,Mapoon (S)
34860,0,0,0,19,10,30,0,0,0,0,0,0,4,0,4,2177,1794,3967,219,158,380,151,3,154,33,12,42,40,11,51,87,34,124,264,238,502,2997,2272,5264,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,6,0,8,43,12,59,54,16,64,4,0,4,3,0,3,10,0,13,16,0,17,446,399,844,201,276,480,44,52,94,3758,3012,6771,Maranoa (R)
34880,0,0,0,74,41,115,0,0,5,0,0,0,3,3,12,2558,2487,5040,225,284,502,111,6,109,45,5,50,47,8,56,78,39,116,252,195,448,3387,3075,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,3,6,11,39,16,51,40,20,58,0,0,0,0,0,0,0,0,0,4,0,4,412,396,809,331,437,769,75,62,143,4250,3992,8243,Mareeba (S)
35010,2915,3440,6353,708,889,1594,20,3,22,9,6,19,79,69,154,66032,57644,123680,4270,5301,9572,2226,36,2266,1845,168,2016,631,158,784,676,289,969,1180,1394,2574,80590,69401,149987,545,471,1013,0,0,0,0,0,0,1651,1747,3398,245,340,582,175,18,196,2608,2585,5191,3,4,3,0,0,0,94,143,235,51,117,168,17,10,31,169,278,441,787,392,1174,3567,3247,6815,330,373,701,18,20,39,27,12,43,376,403,781,3364,5344,8701,7588,11376,18966,833,681,1512,96321,90439,186760,Moreton Bay (R)
35250,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,44,25,66,37,40,79,0,0,0,0,0,0,0,3,3,9,0,7,78,78,154,167,160,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,4,172,172,343,Mornington (S)
35300,0,0,0,11,8,12,3,0,3,0,0,0,27,41,73,3554,2879,6430,327,343,668,61,0,63,148,8,159,103,29,135,26,14,41,226,221,454,4497,3545,8043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,70,48,27,73,0,0,0,0,0,0,3,0,9,3,0,9,36,101,141,378,378,751,64,51,111,5021,4105,9135,Mount Isa (C)
35600,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,600,573,1170,70,87,158,32,0,32,23,11,25,23,8,33,17,3,21,76,85,164,844,768,1608,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,8,9,17,12,9,25,0,0,0,0,0,0,0,0,0,0,0,0,132,106,237,71,109,180,18,19,38,1077,1011,2087,Murweh (S)
35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,26,93,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,19,3,24,100,47,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,5,12,0,0,0,109,57,168,Napranum (S)
