lga_code_2016,australia_m,australia_f,australia_p,canada_m,canada_f,canada_p,china_excl_sars_taiwan_m,china_excl_sars_taiwan_f,china_excl_sars_taiwan_p,croatia_m,croatia_f,croatia_p,egypt_m,egypt_f,egypt_p,fiji_m,fiji_f,fiji_p,germany_m,germany_f,germany_p,greece_m,greece_f,greece_p,hong_kong_sar_china_m,hong_kong_sar_china_f,hong_kong_sar_china_p,india_m,india_f,india_p,indonesia_m,indonesia_f,indonesia_p,iran_m,iran_f,iran_p,iraq_m,iraq_f,iraq_p,ireland_m,ireland_f,ireland_p,italy_m,italy_f,italy_p,japan_m,japan_f,japan_p,korea_republic_south_m,korea_republic_south_f,korea_republic_south_p,lebanon_m,lebanon_f,lebanon_p,malaysia_m,malaysia_f,malaysia_p,malta_m,malta_f,malta_p,netherlands_m,netherlands_f,netherlands_p,new_zealand_m,new_zealand_f,new_zealand_p,pakistan_m,pakistan_f,pakistan_p,philippines_m,philippines_f,philippines_p,poland_m,poland_f,poland_p,singapore_m,singapore_f,singapore_p,south_africa_m,south_africa_f,south_africa_p,sri_lanka_m,sri_lanka_f,sri_lanka_p,thailand_m,thailand_f,thailand_p,tfyrom_m,tfyrom_f,tfyrom_p,turkey_m,turkey_f,turkey_p,united_kingdom_ci_im_m,united_kingdom_ci_im_f,united_kingdom_ci_im_p,united_states_america_m,united_states_america_f,united_states_america_p,vietnam_m,vietnam_f,vietnam_p,zimbabwe_m,zimbabwe_f,zimbabwe_p,born_elsewhere_m,born_elsewhere_f,born_elsewhere_p,country_birth_not_stated_m,country_birth_not_stated_f,country_birth_not_stated_p,os_visitors_m,os_visitors_f,os_visitors_p,tot_m,tot_f,tot_p,lga_name16
30900,227,170,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,3,0,4,51,37,96,3,3,6,294,236,535,Boulia (S)
31000,353221,363460,716688,1641,1807,3449,13823,18277,32096,482,496,980,432,379,815,2407,2781,5189,2155,2383,4540,931,868,1801,3368,3517,6885,15121,12515,27638,1351,2006,3359,2194,1835,4029,662,547,1209,2365,2006,4369,2501,2286,4790,1259,2755,4015,4828,5331,10160,345,266,608,3840,4536,8374,185,185,365,1358,1275,2636,20503,19875,40384,1408,898,2309,4102,7111,11212,774,1048,1817,1693,2039,3729,5838,5912,11753,2754,2723,5476,981,2266,3250,217,248,462,344,214,562,25483,22223,47707,2932,2961,5899,6220,7687,13904,1316,1276,2584,31991,35028,67022,31269,32287,63550,10054,13107,23160,562347,586433,1148780,Brisbane (C)
31750,258,172,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,20,0,0,0,0,0,0,0,0,0,0,3,3,32,22,55,0,3,3,318,210,525,Bulloo (S)
31820,37124,38318,75442,49,79,133,47,85,131,26,23,47,13,13,23,40,58,102,210,217,424,7,9,16,30,57,86,160,135,294,22,35,62,11,9,23,11,10,14,70,59,128,189,116,301,24,53,84,91,79,170,5,3,8,37,66,106,49,39,86,217,183,403,931,972,1906,18,11,31,99,476,573,19,19,31,11,16,27,193,195,384,37,34,72,28,78,109,0,3,3,27,24,51,1926,1907,3831,96,81,179,63,59,118,51,38,91,654,757,1412,3565,3696,7264,514,681,1192,46643,48692,95335,Bundaberg (R)
31900,7325,7142,14471,6,3,10,3,9,9,7,0,4,0,0,0,9,3,13,28,15,50,5,10,19,6,6,18,19,14,32,3,0,4,0,0,3,0,0,0,16,13,34,176,169,348,26,21,44,28,20,48,0,0,0,0,7,4,0,0,0,13,16,32,86,69,155,0,0,0,22,56,78,0,0,0,0,3,0,18,27,42,0,0,8,0,6,9,0,0,0,0,0,0,158,149,305,3,11,14,12,9,25,10,5,15,106,110,217,692,688,1382,183,213,395,8979,8815,17791,Burdekin (S)
31950,292,249,540,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,10,4,11,0,0,0,0,4,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,7,22,0,3,3,0,0,0,0,0,0,0,5,13,65,63,126,4,8,13,394,356,754,Burke (S)
32330,625,643,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,5,4,7,0,0,0,635,647,1278,Cherbourg (S)
32450,2006,1243,3256,3,0,3,10,3,18,0,0,0,0,0,0,5,0,5,3,10,12,0,0,0,0,0,0,13,7,19,0,0,0,0,0,0,0,0,0,8,7,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,12,93,44,138,3,0,0,24,19,41,0,0,0,0,0,0,10,3,16,9,4,11,0,0,0,0,0,0,0,0,0,63,42,105,0,7,9,3,0,5,3,3,3,36,14,48,461,311,772,17,25,43,2786,1752,4540,Cloncurry (S)
32500,2399,1839,4240,3,4,9,0,3,3,0,0,0,4,0,4,3,0,7,22,14,37,0,0,0,0,0,3,3,3,8,0,3,5,0,0,0,0,0,0,3,6,10,14,8,23,11,15,24,0,3,3,0,0,0,0,0,3,3,4,7,15,14,27,77,60,134,0,0,0,9,23,37,3,3,8,0,3,6,18,12,32,3,0,5,0,10,12,0,0,0,0,0,0,136,116,252,13,12,27,3,0,3,0,3,4,88,78,165,713,461,1175,227,169,398,3778,2871,6650,Cook (S)
32600,131,114,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,68,40,109,3,4,4,211,172,384,Croydon (S)
37340,14192,13245,27441,28,67,96,37,61,98,8,7,17,14,7,22,11,19,26,99,114,214,16,14,33,24,25,48,65,42,111,16,27,47,3,5,11,0,0,0,28,39,76,71,43,112,38,49,86,108,74,184,5,4,4,27,33,63,13,15,22,68,64,129,622,623,1247,3,3,4,89,243,337,9,15,31,8,8,16,103,113,218,22,15,41,25,83,103,4,0,4,6,3,10,833,861,1695,50,71,119,28,34,61,36,25,65,422,486,912,3122,2839,5960,1370,1876,3244,21644,21260,42902,Whitsunday (R)
32750,193,165,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,3,3,5,29,41,73,4,4,12,242,233,476,Diamantina (S)
41140,3710,3723,7428,6,5,13,0,4,4,0,0,0,0,5,4,0,0,0,15,13,28,0,0,5,0,0,0,15,13,20,0,4,3,0,0,0,0,0,0,6,4,12,8,3,12,0,4,5,3,0,3,0,0,0,0,6,4,3,0,7,19,12,29,23,28,51,0,0,0,3,22,23,0,4,5,3,4,7,7,8,10,0,4,7,4,0,6,0,0,0,0,0,0,230,268,497,12,4,16,0,0,3,4,3,4,47,39,83,320,322,645,6,24,29,4445,4519,8960,Clare and Gilbert Valleys (DC)
32770,712,708,1422,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,6,9,22,0,0,5,744,732,1474,Doomadgee (S)
32810,5637,5453,11088,21,38,63,14,16,27,4,7,13,3,4,9,5,4,12,85,99,178,12,7,22,6,18,24,26,22,49,4,9,15,3,0,3,0,0,0,39,34,69,69,32,104,10,25,28,22,20,43,3,0,3,11,15,27,8,3,10,63,55,116,263,263,529,4,0,4,15,38,57,16,10,27,6,6,12,33,36,71,12,3,10,20,39,62,4,0,4,0,0,0,572,599,1172,53,61,109,11,16,19,9,8,15,216,259,470,1498,1624,3121,1126,1369,2501,9894,10199,20089,Douglas (S)
33100,512,437,945,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,17,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,36,0,0,0,0,0,0,0,0,0,4,8,16,107,69,176,18,21,37,690,578,1271,Etheridge (S)
33200,735,702,1442,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,10,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,0,0,6,0,0,0,0,0,0,3,4,5,80,78,158,6,4,10,875,840,1712,Flinders (S) (Qld)
33220,39832,41140,80969,79,72,152,27,89,121,22,22,48,25,18,47,49,62,108,349,344,696,12,9,26,22,17,42,117,131,246,18,64,85,8,6,15,3,0,3,75,66,137,89,62,149,13,27,37,11,9,23,0,4,4,40,75,121,61,43,102,262,236,498,1326,1576,2904,24,20,41,88,500,584,35,41,69,13,28,39,209,198,405,36,41,75,18,104,123,0,3,6,4,3,7,2829,2956,5789,119,120,241,16,37,55,43,54,99,717,812,1529,4477,4560,9040,594,795,1388,51685,54352,106035,Fraser Coast (R)
33360,25026,23583,48608,28,40,67,56,77,131,18,14,30,23,32,53,55,56,113,101,85,189,14,11,24,5,4,11,248,219,464,37,35,69,23,18,44,12,10,24,65,56,118,45,29,71,0,15,13,21,18,37,4,0,3,41,50,95,17,6,21,88,73,160,1259,1112,2366,8,14,22,368,499,869,14,21,39,19,18,33,360,351,717,31,39,68,19,90,106,3,0,3,4,0,5,1001,901,1899,90,90,179,20,16,40,55,63,115,586,499,1087,2712,2354,5063,259,301,562,32728,30782,63507,Gladstone (R)
33430,178200,186694,364891,857,982,1835,3044,4189,7235,419,467,884,375,297,675,418,514,930,1397,1576,2973,328,289,612,681,813,1493,2368,1889,4261,357,611,969,461,397,856,157,127,284,754,659,1407,1142,837,1981,1402,2838,4236,1489,1676,3161,167,124,291,755,979,1731,247,283,535,946,963,1910,21378,22600,43979,258,165,428,1178,2969,4145,415,607,1026,384,509,892,3351,3539,6884,335,337,669,429,1113,1538,117,114,232,225,158,380,17110,17464,34573,1256,1265,2529,347,486,837,456,426,881,10452,11846,22306,23085,24383,47469,7651,9240,16891,284390,304431,588820,Gold Coast (C)
33610,4486,4392,8877,9,10,15,4,5,5,0,0,0,3,0,4,3,3,4,8,11,17,0,0,0,3,3,9,16,12,31,0,0,4,0,0,0,0,0,0,9,6,13,3,6,7,0,3,3,0,0,4,0,0,0,3,0,8,0,0,0,7,11,20,51,67,126,0,0,0,27,49,79,3,0,3,0,4,4,28,22,52,8,6,14,5,3,8,0,0,0,0,0,0,82,75,163,0,12,9,3,0,5,10,10,16,40,43,85,633,590,1220,31,35,63,5484,5385,10869,Goondiwindi (R)
33620,19850,20003,39854,30,45,75,13,23,33,12,8,17,10,3,10,15,15,35,124,148,268,5,3,3,5,3,4,41,35,70,9,21,37,0,3,3,4,3,3,20,16,36,26,18,44,5,18,25,5,12,17,3,0,3,16,24,48,16,7,23,102,90,187,555,581,1139,4,0,6,27,212,240,12,10,22,8,9,26,104,94,197,19,7,27,7,34,41,0,0,0,4,0,3,1006,1053,2061,78,68,144,11,21,36,22,16,44,273,302,574,2217,2256,4478,235,307,540,24888,25476,50373,Gympie (R)
33800,4783,4501,9284,4,10,19,4,6,7,4,3,5,0,0,0,9,11,17,21,23,46,0,3,3,0,3,0,13,7,27,3,3,5,0,0,0,0,0,0,4,5,11,167,184,358,0,0,0,0,3,3,0,0,0,10,5,12,9,6,14,25,14,39,63,58,121,0,0,0,14,57,64,3,0,0,0,0,0,6,8,15,5,0,7,0,12,12,0,0,0,0,0,0,115,105,217,9,8,24,0,3,3,4,4,7,63,58,122,523,509,1031,10,23,32,5868,5642,11508,Hinchinbrook (S)
33830,469,407,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,10,3,17,0,0,0,489,425,914,Hope Vale (S)
33960,69392,70793,140184,97,110,208,259,360,623,47,38,85,38,34,76,364,380,745,321,272,600,21,16,42,62,88,147,1006,855,1864,77,133,208,99,92,190,24,19,47,161,136,293,73,58,129,37,92,121,85,114,198,8,6,17,196,268,462,43,41,85,339,276,616,5377,5477,10856,64,64,124,616,1163,1775,85,107,191,82,84,173,501,465,963,185,134,319,61,192,253,7,7,13,19,19,38,3626,3590,7222,246,227,472,526,615,1146,145,134,288,4027,4238,8265,6295,6503,12798,405,568,967,95020,97769,192788,Ipswich (C)
33980,11768,7841,19615,18,19,32,15,14,29,0,0,0,3,0,3,8,5,16,25,20,42,0,0,0,5,3,6,57,42,106,24,17,43,4,4,3,0,0,0,20,13,34,7,3,12,3,8,13,0,10,7,0,0,0,12,6,14,9,0,8,22,9,32,617,394,1005,8,6,14,117,185,304,0,0,0,0,4,7,119,84,206,10,10,22,9,36,42,0,0,0,0,0,0,300,151,448,31,23,51,7,11,20,37,14,53,172,126,297,5531,1740,7277,100,76,176,19060,10874,29937,Isaac (R)
34420,439,482,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,8,5,7,17,0,0,0,452,509,964,Kowanyama (S)
34530,15026,14607,29636,25,40,62,8,15,25,8,4,13,0,3,4,10,15,25,72,80,146,3,4,8,10,3,11,38,19,61,5,15,19,7,4,10,0,0,0,40,34,69,20,18,37,14,12,26,3,3,3,7,3,9,3,18,19,9,8,14,59,45,106,450,438,895,0,0,4,32,110,140,7,6,18,3,5,11,98,105,197,3,8,10,21,37,53,0,0,0,0,0,0,602,689,1297,45,52,95,4,11,14,10,14,24,196,209,401,1407,1402,2814,113,134,242,18352,18161,36513,Livingstone (S)
34570,356,347,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,3,0,3,15,9,21,0,5,5,385,383,762,Lockhart River (S)
34580,15021,14830,29849,22,33,56,42,62,104,6,4,11,4,3,6,10,16,25,65,79,148,7,0,7,20,47,64,105,75,181,31,33,64,11,4,12,17,12,26,38,22,62,33,15,47,29,51,74,70,65,132,0,0,4,19,39,62,4,5,11,67,68,131,382,371,747,5,3,9,48,128,180,5,5,16,21,21,43,63,65,128,10,10,18,4,18,28,0,0,0,11,10,14,614,627,1238,32,53,83,26,30,53,26,30,56,548,576,1121,1565,1721,3293,208,245,450,19198,19382,38582,Lockyer Valley (R)
34590,98302,99658,197959,161,190,348,737,1073,1813,255,252,510,108,70,180,793,969,1758,577,615,1186,95,65,161,259,278,535,1525,1235,2759,178,315,496,297,242,543,308,283,586,283,286,570,219,139,363,84,212,302,446,517,958,132,110,242,403,491,891,81,82,158,506,500,1010,11560,11706,23266,496,423,922,882,1985,2863,173,184,361,152,181,338,962,1001,1961,309,237,543,415,662,1074,45,52,101,93,78,171,6677,6905,13587,325,302,624,457,550,1011,276,276,552,9749,9832,19579,9638,10143,19782,784,1147,1925,148738,153247,301986,Logan (C)
37400,679,627,1303,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,38,0,0,0,0,0,0,0,0,0,9,13,22,115,104,218,10,16,21,860,792,1647,Winton (S)
40430,1061,1015,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,4,14,3,7,6,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,53,68,121,0,0,3,0,0,0,0,3,3,7,7,14,104,90,195,0,0,7,1250,1211,2464,Barunga West (DC)
37550,451,481,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,7,15,0,0,0,463,497,966,Woorabinda (S)
40520,4236,4200,8435,0,6,3,4,3,11,18,18,35,0,0,0,0,0,0,24,22,45,78,83,166,0,0,0,63,51,115,0,0,3,0,0,3,0,0,0,8,6,9,32,28,53,0,0,3,3,3,8,7,8,16,5,0,5,0,0,0,29,16,40,38,31,64,0,0,0,22,57,77,0,0,3,0,3,3,9,8,18,4,4,3,0,3,6,0,0,0,3,3,3,198,215,405,8,3,8,0,0,0,0,0,5,79,72,148,430,442,869,54,53,109,5341,5344,10687,Berri and Barmera (DC)
40700,13397,14974,28370,44,58,102,937,1211,2146,15,30,48,50,32,88,16,17,29,122,176,300,89,117,203,154,176,333,473,471,950,50,58,112,141,147,288,8,3,12,40,32,73,313,338,655,44,79,119,160,204,362,40,41,77,355,447,796,9,17,23,49,52,103,205,198,402,58,42,97,74,116,193,47,61,106,127,134,256,124,130,253,179,189,365,29,49,77,0,0,3,22,15,35,1236,1256,2489,111,121,232,111,140,253,28,33,56,709,883,1595,801,945,1744,259,340,606,20620,23341,43963,Burnside (C)
40910,14989,15790,30778,31,30,67,926,1066,1989,40,49,82,56,58,112,13,11,31,125,185,308,167,174,339,160,164,324,860,759,1622,49,50,102,169,165,338,28,26,60,38,43,86,1621,1775,3390,27,42,64,253,255,503,83,85,169,361,445,806,21,26,55,87,93,180,149,139,281,56,57,106,116,202,313,88,109,194,83,92,172,99,114,214,248,226,470,21,39,62,3,4,8,17,16,30,994,1029,2022,77,67,144,89,120,205,21,27,51,1019,1051,2067,845,918,1761,227,302,531,24234,25795,50029,Campbelltown (C) (SA)
41010,1620,1505,3124,0,4,4,0,0,0,0,0,0,0,0,0,3,0,6,8,3,14,6,6,10,0,0,0,8,6,17,0,0,3,0,0,0,0,0,0,3,3,7,3,0,3,0,0,0,0,0,8,0,0,0,0,3,7,0,0,0,3,0,4,16,13,31,0,0,0,8,14,23,0,0,3,0,0,0,4,4,4,0,0,0,0,4,6,0,0,0,0,0,0,45,39,86,0,3,3,0,0,0,0,3,4,7,13,21,319,259,573,13,3,16,2073,1888,3964,Ceduna (DC)
37570,128,153,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,150,286,Wujal Wujal (S)
37600,1271,1287,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,3,1289,1296,2581,Yarrabah (S)
41060,36294,37612,73908,80,91,167,633,775,1407,282,318,601,94,99,191,22,28,49,362,392,747,830,915,1743,81,75,150,1439,1241,2680,46,69,119,182,111,292,86,61,153,129,122,257,1610,1739,3348,18,62,82,52,85,137,55,47,99,203,231,434,83,97,182,144,150,291,364,386,749,179,151,328,321,567,889,230,357,581,45,76,116,174,205,383,93,79,170,68,162,233,60,72,134,28,30,54,2411,2515,4926,123,135,258,1025,1257,2282,32,26,56,3012,3201,6217,2809,2920,5731,300,452,745,54003,56923,110918,Charles Sturt (C)
41330,691,555,1242,6,0,3,5,0,6,22,6,25,0,0,0,0,0,0,10,18,32,38,18,56,3,3,6,16,15,28,0,0,0,0,0,0,0,0,0,6,0,6,8,0,8,0,0,3,0,0,3,0,0,0,3,3,6,0,0,0,6,3,9,11,11,15,6,3,7,6,35,38,4,0,0,0,0,0,0,0,3,33,23,54,0,0,0,0,0,0,0,0,0,43,26,67,4,0,9,0,0,0,0,0,0,75,53,122,180,162,340,26,24,55,1188,962,2154,Coober Pedy (DC)
40070,6829,6225,13055,44,43,90,1299,1602,2896,12,10,19,10,14,25,11,9,23,65,53,117,56,55,116,255,209,468,286,219,510,43,50,91,77,64,133,14,4,16,42,33,73,122,82,207,48,65,114,144,163,301,15,9,21,343,427,767,11,7,14,30,23,52,197,117,320,29,27,59,69,95,162,18,36,58,145,153,297,74,64,141,61,40,95,37,73,106,0,0,0,6,5,17,763,612,1373,92,93,185,94,135,225,19,16,31,843,759,1597,2127,1705,3835,1155,1232,2389,15485,14514,30004,Adelaide (C)
40120,14677,14988,29668,42,45,81,38,72,114,10,3,14,7,5,8,3,10,12,177,184,358,23,11,33,18,16,34,20,26,52,10,17,25,16,23,39,3,5,8,40,42,85,115,76,195,6,24,31,6,11,17,3,4,11,36,34,75,11,8,16,109,103,216,164,170,335,0,3,3,28,47,74,36,44,77,22,24,43,113,117,229,18,6,22,8,31,34,0,3,3,4,0,6,1637,1624,3261,89,104,192,33,42,80,21,18,33,277,353,623,850,885,1733,79,106,185,18743,19270,38015,Adelaide Hills (DC)
40220,9358,9919,19279,12,19,31,5,15,24,3,8,10,0,0,0,3,3,5,75,101,178,9,5,13,0,3,0,26,18,47,4,9,18,3,0,3,0,0,0,22,27,47,32,20,56,3,9,9,4,3,9,0,3,8,15,15,30,7,3,8,112,87,198,117,104,218,0,0,0,14,70,81,12,11,29,5,6,11,27,40,66,3,0,5,4,12,16,0,0,0,0,0,0,1293,1354,2648,27,27,56,0,8,9,4,5,12,132,125,254,819,849,1667,34,42,77,12185,12920,25113,Alexandrina (DC)
40250,1018,1093,2107,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,19,0,0,0,0,0,0,0,4,7,5,3,10,66,68,136,4,4,6,1131,1196,2327,Anangu Pitjantjatjara (AC)
40310,9465,9659,19122,9,11,21,6,15,20,5,0,6,0,0,0,0,0,3,70,101,174,0,0,0,0,7,6,13,15,30,0,4,3,0,0,0,0,0,0,17,11,29,21,15,32,0,9,9,4,5,11,0,0,3,3,15,18,8,4,10,28,48,76,88,83,176,0,0,0,4,31,34,3,3,7,3,3,9,32,32,64,3,7,5,4,13,18,0,0,0,0,0,0,783,841,1620,18,33,54,5,0,9,4,9,7,114,104,214,644,665,1316,47,69,120,11421,11806,23235,Barossa (DC)
41190,1006,878,1884,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,14,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,20,46,4,7,8,0,0,0,0,0,3,0,4,7,113,87,202,0,0,4,1178,1017,2190,Cleve (DC)
41560,5686,5643,11332,4,5,9,10,10,16,0,5,5,0,0,4,0,0,0,23,26,49,14,8,14,0,0,0,16,22,41,0,3,5,0,0,0,0,0,0,4,3,8,24,18,43,0,0,0,0,0,0,0,0,0,3,3,6,3,6,10,36,27,58,40,51,83,5,3,6,5,28,32,11,3,12,0,0,3,15,19,37,3,0,3,0,3,3,0,0,0,0,0,0,340,398,741,3,3,7,0,3,6,0,0,0,46,34,75,591,650,1241,11,15,28,6902,6983,13887,Copper Coast (DC)
41750,534,438,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,12,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,24,0,0,0,0,0,0,0,0,0,5,5,11,51,32,86,0,0,0,621,510,1131,Elliston (DC)
42030,8399,8982,17382,12,7,23,0,23,24,3,3,9,8,3,10,3,3,4,65,68,130,15,19,37,0,4,7,20,22,39,6,9,20,4,3,10,3,0,3,24,21,45,59,68,125,0,4,4,6,10,11,3,0,3,20,19,37,14,7,20,49,51,99,76,92,166,3,3,3,33,71,105,26,22,42,4,8,7,30,33,67,6,6,10,6,17,20,0,0,3,0,0,0,1185,1371,2561,32,42,70,13,21,33,9,15,21,128,119,249,627,654,1289,26,34,60,10918,11828,22745,Gawler (T)
