lga_code16,p_m1_tram_inc_lr_15_24,p_m1_tram_inc_lr_25_34,p_m1_tram_inc_lr_35_44,p_m1_tram_inc_lr_45_54,p_m1_tram_inc_lr_55_64,p_m1_tram_inc_lr_65_74,p_m1_tram_inc_lr_75ov,p_m1_tram_inc_lr_tot,p_m1_taxi_15_24,p_m1_taxi_25_34,p_m1_taxi_35_44,p_m1_taxi_45_54,p_m1_taxi_55_64,p_m1_taxi_65_74,p_m1_taxi_75ov,p_m1_taxi_tot,p_m1_carasdriv_15_24,p_m1_carasdriv_25_34,p_m1_carasdriv_35_44,p_m1_carasdriv_45_54,p_m1_carasdriv_55_64,p_m1_carasdriv_65_74,p_m1_carasdriv_75ov,p_m1_carasdriv_tot,p_m1_caraspas_15_24,p_m1_caraspas_25_34,p_m1_caraspas_35_44,p_m1_caraspas_45_54,p_m1_caraspas_55_64,p_m1_caraspas_65_74,p_m1_caraspas_75ov,p_m1_caraspas_tot,p_m1_truck_15_24,p_m1_truck_25_34,p_m1_truck_35_44,p_m1_truck_45_54,p_m1_truck_55_64,p_m1_truck_65_74,p_m1_truck_75ov,p_m1_truck_tot,p_m1_mbikescoot_15_24,p_m1_mbikescoot_25_34,p_m1_mbikescoot_35_44,p_m1_mbikescoot_45_54,p_m1_mbikescoot_55_64,p_m1_mbikescoot_65_74,p_m1_mbikescoot_75ov,p_m1_mbikescoot_tot,p_m1_bicycle_15_24,p_m1_bicycle_25_34,p_m1_bicycle_35_44,p_m1_bicycle_45_54,p_m1_bicycle_55_64,p_m1_bicycle_65_74,p_m1_bicycle_75ov,p_m1_bicycle_tot,p_m1_other_15_24,p_m1_other_25_34,p_m1_other_35_44,p_m1_other_45_54,p_m1_other_55_64,p_m1_other_65_74,p_m1_other_75ov,p_m1_other_tot,p_m1_wlkonly_15_24,p_m1_wlkonly_25_34,p_m1_wlkonly_35_44,p_m1_wlkonly_45_54,p_m1_wlkonly_55_64,p_m1_wlkonly_65_74,p_m1_wlkonly_75ov,p_m1_wlkonly_tot,p_m1_tot_m1_15_24,p_m1_tot_m1_25_34,p_m1_tot_m1_35_44,p_m1_tot_m1_45_54,p_m1_tot_m1_55_64,p_m1_tot_m1_65_74,p_m1_tot_m1_75ov,p_m1_tot_m1_tot,p_m2_trnbus_15_24,p_m2_trnbus_25_34,p_m2_trnbus_35_44,p_m2_trnbus_45_54,p_m2_trnbus_55_64,p_m2_trnbus_65_74,p_m2_trnbus_75ov,p_m2_trnbus_tot,p_m2_trnfer_15_24,p_m2_trnfer_25_34,p_m2_trnfer_35_44,p_m2_trnfer_45_54,p_m2_trnfer_55_64,p_m2_trnfer_65_74,p_m2_trnfer_75ov,p_m2_trnfer_tot,p_m2_trntrm_inc_lr_15_24,p_m2_trntrm_inc_lr_25_34,p_m2_trntrm_inc_lr_35_44,p_m2_trntrm_inc_lr_45_54,p_m2_trntrm_inc_lr_55_64,p_m2_trntrm_inc_lr_65_74,p_m2_trntrm_inc_lr_75ov,p_m2_trntrm_inc_lr_tot,p_m2_trncarasdriv_15_24,p_m2_trncarasdriv_25_34,p_m2_trncarasdriv_35_44,p_m2_trncarasdriv_45_54,p_m2_trncarasdriv_55_64,p_m2_trncarasdriv_65_74,p_m2_trncarasdriv_75ov,p_m2_trncarasdriv_tot,p_m2_trncaraspas_15_24,p_m2_trncaraspas_25_34,p_m2_trncaraspas_35_44,p_m2_trncaraspas_45_54,p_m2_trncaraspas_55_64,p_m2_trncaraspas_65_74,p_m2_trncaraspas_75ov,p_m2_trncaraspas_tot,p_m2_trnoth_15_24,p_m2_trnoth_25_34,p_m2_trnoth_35_44,p_m2_trnoth_45_54,p_m2_trnoth_55_64,p_m2_trnoth_65_74,p_m2_trnoth_75ov,p_m2_trnoth_tot,p_m2_train_and_tot_15_24,p_m2_train_and_tot_25_34,p_m2_train_and_tot_35_44,p_m2_train_and_tot_45_54,p_m2_train_and_tot_55_64,p_m2_train_and_tot_65_74,p_m2_train_and_tot_75ov,p_m2_train_and_tot_tot,p_m2_busfer_15_24,p_m2_busfer_25_34,p_m2_busfer_35_44,p_m2_busfer_45_54,p_m2_busfer_55_64,p_m2_busfer_65_74,p_m2_busfer_75ov,p_m2_busfer_tot,p_m2_bustrm_inc_lr_15_24,p_m2_bustrm_inc_lr_25_34,p_m2_bustrm_inc_lr_35_44,p_m2_bustrm_inc_lr_45_54,p_m2_bustrm_inc_lr_55_64,p_m2_bustrm_inc_lr_65_74,p_m2_bustrm_inc_lr_75ov,p_m2_bustrm_inc_lr_tot,p_m2_buscarasdriv_15_24,p_m2_buscarasdriv_25_34,p_m2_buscarasdriv_35_44,p_m2_buscarasdriv_45_54,p_m2_buscarasdriv_55_64,p_m2_buscarasdriv_65_74,p_m2_buscarasdriv_75ov,p_m2_buscarasdriv_tot,p_m2_buscaraspas_15_24,p_m2_buscaraspas_25_34,p_m2_buscaraspas_35_44,p_m2_buscaraspas_45_54,p_m2_buscaraspas_55_64,p_m2_buscaraspas_65_74,p_m2_buscaraspas_75ov,p_m2_buscaraspas_tot,p_m2_busoth_15_24,p_m2_busoth_25_34,p_m2_busoth_35_44,p_m2_busoth_45_54,p_m2_busoth_55_64,p_m2_busoth_65_74,p_m2_busoth_75ov,p_m2_busoth_tot,p_m2_bustot_15_24,p_m2_bustot_25_34,p_m2_bustot_35_44,p_m2_bustot_45_54,p_m2_bustot_55_64,p_m2_bustot_65_74,p_m2_bustot_75ov,p_m2_bustot_tot,p_m2_other_m2_15_24,p_m2_other_m2_25_34,p_m2_other_m2_35_44,p_m2_other_m2_45_54,p_m2_other_m2_55_64,p_m2_other_m2_65_74,p_m2_other_m2_75ov,p_m2_other_m2_tot,p_m2_tot_m2_15_24,p_m2_tot_m2_25_34,p_m2_tot_m2_35_44,p_m2_tot_m2_45_54,p_m2_tot_m2_55_64,p_m2_tot_m2_65_74,p_m2_tot_m2_75ov,p_m2_tot_m2_tot,lga_name16
55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,28,29,19,3,0,114,3,4,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,4,0,4,0,3,3,0,0,8,0,0,0,4,9,4,0,15,3,11,3,0,10,0,0,31,22,37,38,32,41,11,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mukinbudin (S)
55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,30,37,28,8,0,137,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,3,7,7,3,0,27,20,37,36,42,41,14,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mingenew (S)
55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,22,18,13,3,0,90,7,29,19,13,5,0,0,68,0,3,0,4,5,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,40,29,23,13,0,0,114,5,17,11,9,21,0,0,67,51,167,127,103,73,8,3,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,3,0,0,0,0,9,0,7,5,0,3,0,0,12,Menzies (S)
55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,189,188,213,197,38,4,957,26,16,7,5,3,3,0,66,3,8,3,4,5,3,0,23,0,0,0,3,3,0,0,9,10,0,5,3,0,0,0,12,0,0,0,8,3,0,0,17,29,8,21,21,5,14,4,112,195,228,219,265,219,60,12,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,5,Merredin (S)
56090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,747,1090,1203,1482,1097,257,12,5883,219,88,53,61,46,15,0,485,3,16,31,33,28,8,0,121,8,3,0,7,7,0,0,30,3,3,4,10,3,0,0,24,3,3,7,12,12,5,0,49,42,18,32,45,46,24,0,213,1048,1239,1346,1660,1244,310,20,6865,4,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,4,5,12,7,4,0,0,37,14,14,16,16,5,3,0,68,Mundaring (S)
56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,79,114,145,126,36,3,550,18,15,3,13,5,3,0,61,0,0,3,0,3,3,0,12,0,0,0,0,0,0,0,3,5,3,0,7,7,0,0,25,0,3,3,0,12,9,0,25,11,10,18,25,44,19,0,126,75,109,156,199,205,67,3,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,7,0,3,0,7,4,0,0,8,Northampton (S)
55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,118,158,160,144,38,12,696,22,7,4,3,6,0,0,47,0,3,4,0,0,3,0,7,3,0,3,0,0,0,0,10,0,7,0,3,0,3,0,9,3,3,0,3,3,3,3,23,5,17,19,23,24,24,0,109,100,149,193,194,178,66,14,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Moora (S)
57980,0,0,0,0,0,0,0,4,3,9,10,13,6,0,0,38,1652,4258,3781,3415,2236,540,54,15937,245,316,178,152,114,31,7,1042,0,4,0,5,3,3,0,20,19,60,53,32,19,0,0,185,87,171,178,136,69,15,3,659,9,45,30,21,16,5,0,134,199,286,177,146,112,38,7,966,2563,5755,4781,4150,2734,668,77,20737,170,237,157,117,70,26,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,96,68,61,36,5,0,319,8,24,9,12,4,0,0,54,3,11,7,0,4,0,0,26,242,368,238,196,110,32,0,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,10,10,17,3,0,69,8,3,3,3,0,0,0,15,0,6,3,0,0,0,0,9,20,27,15,18,17,3,0,99,20,44,26,35,13,3,0,144,283,441,288,243,143,38,3,1429,Subiaco (C)
58050,0,0,0,0,0,0,0,5,22,26,19,17,12,0,0,100,5223,9552,9308,9829,6167,1236,108,41426,1256,508,282,279,212,49,3,2593,14,74,97,102,109,27,0,430,18,52,54,81,42,10,0,254,72,53,74,72,42,9,0,317,28,94,89,100,50,10,4,374,233,119,99,148,107,53,9,770,7167,10718,10142,10747,6793,1415,128,47107,83,65,22,20,14,3,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,19,3,0,0,60,8,6,0,0,3,0,0,16,0,3,11,0,0,0,0,13,103,83,41,43,27,4,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,4,0,0,31,34,11,3,4,3,0,0,57,5,3,3,3,0,0,0,17,44,23,17,17,9,0,0,105,80,75,60,64,36,10,0,323,229,182,114,123,67,18,0,727,Swan (C)
55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,43,53,40,5,0,194,3,3,0,0,3,0,0,11,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,5,5,4,12,11,5,0,44,33,40,49,62,60,13,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Morawa (S)
55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,30,39,28,6,0,125,4,8,3,6,0,0,0,28,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,14,4,4,10,10,8,0,0,42,16,59,48,64,44,10,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Mount Magnet (S)
56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,13,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,3,0,0,16,6,0,8,11,22,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nungarin (S)
55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,33,35,21,4,3,116,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,8,9,15,15,3,0,53,15,27,44,48,40,9,3,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,Mount Marshall (S)
58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,14,23,15,5,0,94,7,3,3,0,4,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,0,7,0,0,0,14,24,35,19,44,21,5,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tammin (S)
58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,46,36,27,12,4,164,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,7,9,4,0,0,27,16,44,53,54,32,11,5,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,7,Three Springs (S)
55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,212,405,285,409,254,67,7,1635,21,11,10,12,4,0,0,60,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,5,6,3,3,0,0,0,27,0,6,3,0,0,0,0,19,37,28,18,7,8,4,0,103,290,479,331,436,291,73,7,1907,5,15,6,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,6,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,3,0,0,0,6,8,20,4,4,0,0,0,48,Mosman Park (T)
56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,44,68,59,22,3,227,9,3,0,3,5,3,0,26,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,9,3,0,0,3,0,0,0,11,3,0,0,3,0,0,0,9,6,4,10,7,15,11,0,48,32,35,62,85,84,34,3,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,Nannup (S)
57080,6,8,9,3,3,0,0,22,20,95,76,57,29,8,0,295,2920,10843,11906,10859,6501,1380,119,44531,672,2018,1133,1015,703,131,16,5682,3,25,42,28,18,4,0,121,47,226,260,291,112,12,0,957,113,796,1066,980,352,42,0,3352,71,357,359,277,119,18,0,1210,447,1746,805,532,368,54,11,3960,8107,27495,23941,20062,11760,2260,182,93813,846,1909,1861,1437,912,178,12,7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,653,2185,2202,1691,838,98,3,7677,156,359,239,196,125,20,0,1106,22,114,128,113,49,7,0,426,1677,4568,4438,3438,1926,306,18,16366,0,4,7,3,4,0,0,19,0,0,0,0,0,0,0,4,66,260,226,184,93,18,0,846,69,115,66,44,28,6,0,330,15,84,48,38,9,5,0,199,150,469,349,266,136,24,0,1398,43,174,145,144,75,3,0,595,1877,5208,4929,3846,2140,335,17,18365,Perth (C)
57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,25,39,57,12,0,174,4,4,6,8,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,3,3,4,9,3,3,0,30,18,41,31,65,66,22,4,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pingelly (S)
56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,7,0,0,21,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,14,8,7,3,17,16,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murchison (S)
56230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,441,620,851,1028,713,120,14,3775,84,48,38,50,27,3,0,245,0,9,8,10,10,3,0,38,3,3,4,7,4,0,0,28,0,3,5,0,0,0,0,9,0,7,10,8,9,3,3,29,21,10,14,31,35,15,3,130,550,698,929,1133,795,145,18,4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,15,10,8,0,0,48,3,8,15,13,9,0,0,52,Murray (S)
56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,50,16,38,36,11,3,162,0,6,0,4,3,0,0,20,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,11,10,11,8,11,26,0,0,67,23,74,28,59,62,16,4,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,Narembeen (S)
56580,0,0,0,0,0,0,0,3,5,10,12,8,3,0,0,37,1345,3654,3031,3024,2285,542,53,13941,137,163,104,123,91,26,3,654,0,0,3,14,10,3,0,27,9,37,34,46,26,0,0,156,33,98,94,96,64,10,0,394,7,18,9,17,4,7,3,68,83,114,68,83,58,16,0,431,1726,4335,3487,3519,2644,643,64,16411,42,96,76,72,55,15,3,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,12,9,0,0,44,5,3,4,3,0,0,0,14,0,0,0,4,3,0,0,10,47,110,86,88,67,15,3,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,9,11,3,0,48,4,9,5,12,3,0,0,33,0,5,0,0,0,0,0,5,11,20,14,16,13,3,0,77,20,28,32,21,21,3,0,123,82,161,134,133,98,22,3,621,Nedlands (C)
57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,160,265,301,213,48,6,1145,69,29,36,19,16,0,0,172,0,0,0,3,3,0,0,14,3,0,0,3,0,0,0,12,0,0,0,0,5,0,0,6,0,0,3,7,9,0,0,23,10,19,19,17,24,15,7,108,234,216,325,360,277,67,18,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,0,0,13,3,0,6,5,3,0,0,13,Plantagenet (S)
56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,258,319,410,360,88,6,1621,34,18,10,15,20,5,3,103,0,3,0,7,7,8,0,29,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,7,0,0,3,6,6,0,0,22,34,25,18,38,23,11,3,146,243,310,359,480,420,110,12,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,0,0,4,0,4,0,0,7,Narrogin (S)
56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,178,136,172,111,26,8,768,18,7,0,0,0,0,0,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,16,3,7,5,4,0,0,31,189,208,157,183,118,35,8,892,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,8,6,0,3,0,0,0,16,Peppermint Grove (S)
