lga_code16,nsq_ce_ii_indst_nsp,nsq_crt_ii_totm,nsq_crt_ii_totf,nsq_crt_ii_totp,nsq_crt_iii_ovr_ind_m,nsq_crt_iii_ovr_ind_f,nsq_crt_iii_ovr_ind_p,nsq_cer_iii_ov_no_in_m,nsq_cer_iii_ov_no_in_f,nsq_cer_iii_ov_no_in_p,nsq_ce_iii_ov_ind_s_nsm,nsq_ce_iii_ov_ind_s_nsf,nsq_ce_iii_ov_ind_s_nsp,nsq_crt_iii_ovr_totm,nsq_crt_iii_ovr_totf,nsq_crt_iii_ovr_totp,mig_sme_add_1_yr_ago_indig_m,mig_sme_add_1_yr_ago_indig_f,mig_sme_add_1_yr_ago_indig_p,mig_sme_add_1_yr_ago_no_ind_m,mig_sme_add_1_yr_ago_no_ind_f,mig_sme_add_1_yr_ago_no_ind_p,mig_sa_ad_1_yr_ag_indst_nsm,mig_sa_ad_1_yr_ag_indst_nsf,mig_sa_ad_1_yr_ag_indst_nsp,mig_sme_add_1_yr_ago_totm,mig_sme_add_1_yr_ago_totf,mig_sme_add_1_yr_ago_totp,mig_diff_add_1_yr_ago_indig_m,mig_diff_add_1_yr_ago_indig_f,mig_diff_add_1_yr_ago_indig_p,mig_diff_ad_1_yr_ago_no_ind_m,mig_diff_ad_1_yr_ago_no_ind_f,mig_diff_ad_1_yr_ago_no_ind_p,mig_dif_ad_1_yr_ag_in_st_nsm,mig_dif_ad_1_yr_ag_in_st_nsf,mig_dif_ad_1_yr_ag_in_st_nsp,mig_diff_add_1_yr_ago_totm,mig_diff_add_1_yr_ago_totf,mig_diff_add_1_yr_ago_totp,mig_sme_add_5_ago_indig_m,mig_sme_add_5_ago_indig_f,mig_sme_add_5_ago_indig_p,mig_sme_ad_5_ago_no_ind_m,mig_sme_ad_5_ago_no_ind_f,mig_sme_ad_5_ago_no_ind_p,mig_sa_ad_5_ag_in_st_nsm,mig_sa_ad_5_ag_in_st_nsf,mig_sa_ad_5_ag_in_st_nsp,mig_sme_add_5_ago_totm,mig_sme_add_5_ago_totf,mig_sme_add_5_ago_totp,mig_diff_add_5_ago_ind_m,mig_diff_add_5_ago_ind_f,mig_diff_add_5_ago_ind_p,mig_diff_ad_5_ag_no_ind_m,mig_diff_ad_5_ag_no_ind_f,mig_diff_ad_5_ag_no_ind_p,mi_dif_ad_5_ag_in_st_nsm,mi_dif_ad_5_ag_in_st_nsf,mi_dif_ad_5_ag_in_st_nsp,mig_diff_add_5_ago_totm,mig_diff_add_5_ago_totf,mig_diff_add_5_ago_totp,lga_name16
59320,0,0,4,4,0,0,0,38,14,53,0,0,0,38,14,53,3,4,5,177,141,315,5,0,7,185,149,332,0,0,0,11,20,36,0,0,0,11,20,36,0,0,0,134,111,240,4,0,8,135,114,247,3,4,5,37,47,86,0,0,0,42,49,97,Woodanilling (S)
59330,0,0,4,4,0,0,3,44,18,63,0,0,0,51,23,71,3,3,11,189,172,358,3,8,12,198,182,385,0,0,0,24,27,46,0,0,0,21,27,49,6,0,6,138,115,249,7,4,10,149,119,270,0,3,3,71,80,145,0,0,0,70,79,153,Wyalkatchem (S)
59360,0,3,7,9,3,0,3,138,34,169,0,0,0,139,35,176,13,15,30,473,319,798,3,4,5,495,340,831,3,3,8,101,60,160,6,0,6,110,63,174,8,8,15,352,228,583,0,0,0,358,235,595,8,13,18,207,131,340,3,0,3,213,142,355,Yilgarn (S)
59370,0,10,23,34,3,0,3,363,146,508,3,0,3,368,144,520,51,48,97,1318,1303,2625,14,14,29,1391,1364,2754,3,6,11,199,192,397,3,3,5,204,205,408,38,33,70,937,887,1821,11,10,27,984,936,1914,17,12,33,511,555,1066,3,3,5,530,573,1100,York (S)
60210,3,23,62,81,10,9,23,693,288,984,10,3,9,716,299,1013,77,96,173,2304,2215,4515,28,36,68,2408,2342,4750,23,32,50,337,344,675,4,6,15,362,381,747,38,55,91,1719,1611,3333,21,32,54,1781,1702,3484,53,63,115,834,865,1705,6,10,22,894,936,1836,Break O'Day (M)
60410,3,78,170,246,88,67,153,1476,833,2312,18,6,26,1585,905,2490,599,624,1223,5624,5815,11442,109,99,205,6328,6536,12865,102,114,214,816,930,1742,16,15,26,925,1057,1980,374,375,751,4062,4085,8153,70,64,138,4507,4527,9038,243,278,520,1960,2324,4287,34,27,62,2237,2631,4869,Brighton (M)
60610,0,110,198,306,111,80,197,1881,963,2840,18,8,26,2010,1051,3063,458,514,972,6582,7059,13641,94,96,191,7132,7675,14800,119,156,269,980,1125,2108,9,6,13,1108,1290,2394,265,289,555,4753,4951,9708,65,67,132,5087,5308,10396,248,318,562,2554,2909,5461,25,36,66,2819,3264,6092,Burnie (C)
60810,0,102,181,281,134,98,236,2327,1020,3347,21,9,35,2486,1125,3612,592,617,1211,7604,8078,15683,109,121,227,8304,8817,17123,113,97,206,1060,1145,2204,17,13,32,1188,1259,2446,388,431,819,5683,5903,11585,79,80,160,6151,6411,12564,266,241,506,2709,3034,5746,39,35,71,3013,3311,6323,Central Coast (M) (Tas.)
61010,0,15,28,38,7,3,7,194,81,280,3,0,7,198,87,289,47,58,104,894,755,1649,13,7,19,952,815,1763,0,5,12,91,86,169,0,0,0,93,90,185,29,38,70,674,558,1235,13,4,11,716,603,1315,12,24,36,275,241,514,0,0,0,289,262,556,Central Highlands (M) (Tas.)
61210,0,28,79,108,85,79,167,704,329,1037,13,3,13,803,409,1211,472,499,970,2589,2433,5018,52,42,96,3106,2974,6085,115,125,238,426,418,842,3,6,11,540,547,1089,321,308,629,1868,1741,3610,29,21,56,2224,2074,4296,210,251,457,1008,991,2000,24,17,40,1238,1257,2496,Circular Head (M)
70420,0,23,45,69,138,85,227,237,91,333,6,0,9,377,182,560,1891,1945,3837,620,540,1161,14,14,25,2527,2507,5026,208,171,385,253,263,516,4,13,16,466,446,914,1532,1595,3123,311,259,571,10,4,17,1847,1859,3707,348,326,671,513,495,1008,7,13,25,867,839,1700,Barkly (R)
70540,0,3,3,4,3,0,3,0,0,0,0,0,0,3,0,3,82,69,149,0,3,3,0,0,0,82,74,153,0,0,4,0,0,0,0,0,0,3,0,3,80,58,133,0,0,3,0,0,0,79,56,135,4,7,14,0,0,3,0,0,0,3,6,18,Belyuen (S)
70620,0,13,13,32,59,38,99,58,24,75,3,0,3,114,57,179,1289,1464,2754,174,124,297,4,3,4,1469,1592,3056,98,89,183,71,66,134,12,6,16,175,162,333,1120,1296,2413,90,61,156,4,3,6,1216,1354,2572,142,145,281,143,114,257,12,3,16,292,264,548,Central Desert (R)
70700,0,11,15,21,19,7,25,96,42,138,0,0,0,119,53,165,96,114,207,317,246,565,13,14,24,419,376,795,41,46,83,65,68,132,0,4,3,104,117,222,59,68,129,249,163,412,5,3,6,313,235,549,57,72,133,128,133,259,3,6,10,190,217,404,Coomalie (S)
71000,3,262,319,581,354,271,628,6691,2632,9323,54,16,70,7105,2922,10029,1997,2151,4146,23380,21910,45291,235,221,456,25611,24279,49891,570,630,1199,8284,8155,16441,53,61,115,8904,8849,17751,1221,1369,2590,12678,12046,24717,164,149,317,14065,13568,27627,1135,1212,2346,17786,16741,34526,107,104,212,19028,18060,37080,Darwin (C)
72330,0,26,45,69,93,75,167,75,38,109,0,0,0,163,113,274,1658,1891,3542,202,186,391,6,4,12,1860,2085,3946,151,147,293,110,122,233,3,3,12,264,272,537,1415,1653,3067,82,70,153,3,9,10,1501,1727,3231,226,251,479,217,226,443,8,5,8,444,483,930,MacDonnell (R)
