lga_code_2016,separate_house_nofb_0_i_b,separate_house_nofb_1,separate_house_nofb_2,separate_house_nofb_3,separate_house_nofb_4,separate_house_nofb_5,separate_house_nofb_6_or_m,separate_house_nofb_ns,separate_house_total,se_d_r_or_t_h_t_1_s_nofb_0_ib,se_d_r_or_t_h_t_1_st_nofb_1,se_d_r_or_t_h_t_1_st_nofb_2,se_d_r_or_t_h_t_1_st_nofb_3,se_d_r_or_t_h_t_1_st_nofb_4,se_d_r_or_t_h_t_1_st_nofb_5,se_d_r_or_t_h_t_1_st_nofb_6_m,se_d_r_or_t_h_t_1_st_nofb_ns,se_d_r_or_t_h_t_1_st_total,se_d_r_or_t_h_t_2_s_nofb_0_ib,se_d_r_or_t_h_t_2_sts_nofb_1,se_d_r_or_t_h_t_2_sts_nofb_2,se_d_r_or_t_h_t_2_sts_nofb_3,se_d_r_or_t_h_t_2_sts_nofb_4,se_d_r_or_t_h_t_2_sts_nofb_5,se_d_r_or_t_h_t_2_st_nofb_6_m,se_d_r_or_t_h_t_2_sts_nofb_ns,se_d_r_or_t_h_t_2_sts_total,se_d_r_or_t_h_t_tot_nofb_0_ib,se_d_r_or_t_h_t_tot_nofb_1,se_d_r_or_t_h_t_tot_nofb_2,se_d_r_or_t_h_t_tot_nofb_3,se_d_r_or_t_h_t_tot_nofb_4,se_d_r_or_t_h_t_tot_nofb_5,se_d_r_or_t_h_t_tot_nofb_6_m,se_d_r_or_t_h_t_tot_nofb_ns,se_d_r_or_t_h_t_tot_total,flt_at_1_or2_st_bl_nofb_0_ib,flt_at_in_1_or2_s_b_nofb_1,flt_at_in_1_or2_s_b_nofb_2,flt_at_in_1_or2_s_b_nofb_3,flt_at_in_1_or2_s_b_nofb_4,flt_at_in_1_or2_s_b_nofb_5,flt_at_in_1_or2_s_b_nob_6_m,flt_at_in_1_or2_s_b_nob_ns,flt_at_in_1_or2_s_b_total,flt_apt_3_st_bl_nob_0_ib,flt_apt_in_3_st_bl_nofb_1,flt_apt_in_3_st_bl_nofb_2,flt_apt_in_3_st_bl_nofb_3,flt_apt_in_3_st_bl_nofb_4,flt_apt_in_3_st_bl_nofb_5,flt_apt_in_3_s_bl_nofb_6_m,flt_apt_in_3_st_bl_nofb_ns,flt_apt_in_3_st_bl_total,flt_apt_4_or_m_s_b_nofb_0_ib,flt_apt_4_or_m_s_b_nofb_1,flt_apt_4_or_m_s_b_nofb_2,flt_apt_4_or_m_s_b_nofb_3,flt_apt_4_or_m_s_b_nofb_4,flt_apt_4_or_m_s_b_nofb_5,flt_apt_4_or_m_s_b_nofb_6_m,flt_apt_4_or_m_s_b_nofb_ns,flt_apt_4_or_m_s_b_total,flt_apt_at_to_a_h_nofb_0_ib,flt_apt_at_to_a_hse_nofb_1,flt_apt_at_to_a_hse_nofb_2,flt_apt_at_to_a_hse_nofb_3,flt_apt_at_to_a_hse_nofb_4,flt_apt_at_to_a_hse_nofb_5,flt_apt_at_to_a_hs_nofb_6_m,flt_apt_at_to_a_hs_nofb_ns,flt_apt_at_to_a_hse_total,flt_apart_tot_nofb_0_i_b,flt_apart_tot_nofb_1,flt_apart_tot_nofb_2,flt_apart_tot_nofb_3,flt_apart_tot_nofb_4,flt_apart_tot_nofb_5,flt_apart_tot_nofb_6_or_m,flt_apart_tot_nofb_ns,flt_apart_tot_total,other_dwelling_nofb_0_i_b,other_dwelling_nofb_1,other_dwelling_nofb_2,other_dwelling_nofb_3,other_dwelling_nofb_4,other_dwelling_nofb_5,other_dwelling_nofb_6_or_m,other_dwelling_nofb_ns,other_dwelling_total,dweling_structu_ns_nofb_0_i_b,dweling_structur_ns_nofb_1,dweling_structur_ns_nofb_2,dweling_structur_ns_nofb_3,dweling_structur_ns_nofb_4,dweling_structur_ns_nofb_5,dwelig_struct_ns_nofb_6_or_m,dweling_structur_ns_nofb_ns,dweling_structur_ns_total,total_nofb_0_i_b,total_nofb_1,total_nofb_2,total_nofb_3,total_nofb_4,total_nofb_5,total_nofb_6_or_m,total_nofb_ns,total_total,lga_name16
13850,0,15,140,462,268,54,19,138,1102,0,3,11,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,3,27,0,3,41,6,0,0,0,19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,6,0,0,0,19,75,9,14,0,10,5,0,0,12,41,0,5,3,6,0,0,0,4,21,12,43,194,487,272,53,19,172,1265,Hay (A)
16380,48,229,2271,10787,7409,1348,277,1354,23715,5,149,1611,1109,61,14,3,282,3231,3,53,342,479,82,10,0,81,1048,7,205,1954,1587,142,16,3,363,4281,14,477,876,313,18,0,4,226,1928,0,40,423,75,3,0,0,109,649,0,90,621,267,6,0,0,131,1112,0,0,0,0,0,0,0,0,4,14,610,1919,653,29,0,4,461,3692,115,298,343,111,17,3,0,231,1114,12,29,50,49,32,5,3,33,212,191,1369,6543,13184,7630,1372,291,2443,33014,Port Macquarie-Hastings (A)
16400,35,240,1921,8537,7686,1368,247,1467,21493,7,118,1076,658,53,0,3,314,2240,0,50,215,988,290,15,4,133,1691,7,170,1294,1642,346,15,7,449,3927,0,104,164,78,13,3,0,72,432,0,17,99,63,4,0,0,23,209,0,7,213,107,15,3,0,15,359,3,0,3,11,0,0,0,8,27,3,123,478,264,29,11,3,117,1023,52,204,200,89,25,6,4,263,842,3,20,39,24,17,3,0,54,163,98,751,3924,10560,8103,1399,257,2351,27448,Port Stephens (A)
16490,38,225,1058,5375,6058,1417,334,1099,15609,0,125,798,560,46,8,0,149,1692,5,81,565,514,46,3,0,102,1314,5,207,1368,1070,97,9,3,251,3005,24,422,422,59,11,0,0,116,1058,3,131,331,17,3,0,0,67,547,0,214,664,43,0,0,3,112,1045,0,8,3,5,0,0,0,3,17,29,780,1425,116,13,3,5,297,2665,8,27,30,16,6,7,0,90,182,3,6,15,18,8,3,5,11,80,82,1245,3894,6599,6182,1434,349,1744,21534,Queanbeyan-Palerang Regional (A)
16550,17,109,1010,5034,4656,1770,560,624,13785,51,118,1143,1622,338,64,15,241,3588,13,157,817,2418,1225,189,32,335,5188,57,273,1963,4043,1558,253,45,578,8776,199,1178,2769,1073,119,35,14,778,6170,128,2617,8841,1848,73,30,10,1485,15031,220,2040,4898,1318,64,27,11,1030,9598,5,34,16,13,6,3,0,5,77,546,5873,16525,4253,260,95,36,3298,30878,12,110,168,103,36,9,3,60,504,4,35,31,39,25,12,4,72,216,639,6392,19697,13463,6542,2133,649,4637,54163,Randwick (C)
16610,34,127,1034,3545,1974,295,67,619,7693,6,29,148,129,9,3,0,34,357,0,19,60,69,7,3,0,16,175,7,47,205,192,14,6,3,50,535,4,84,389,115,17,0,0,100,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,389,115,17,0,0,100,716,98,143,62,41,22,3,3,99,475,0,10,4,11,7,3,3,3,38,144,415,1696,3909,2036,309,70,873,9455,Richmond Valley (A)
16650,19,138,2017,7721,4180,1292,343,906,16630,18,112,1594,1525,82,15,6,220,3570,8,67,324,1173,390,44,9,134,2147,26,184,1918,2697,469,52,20,349,5711,31,338,722,135,22,3,3,161,1417,30,337,2951,392,10,3,0,389,4116,47,1431,7842,1233,35,4,3,1034,11629,3,33,26,20,8,0,0,10,97,108,2131,11545,1779,77,7,10,1597,17255,17,93,130,64,11,7,0,89,417,0,38,56,24,4,7,6,35,167,178,2581,15667,12284,4741,1368,375,2984,40185,Rockdale (C)
16700,30,138,1710,7846,6601,2329,650,805,20102,19,135,717,1542,100,10,4,175,2710,9,353,1713,1481,475,51,20,214,4312,29,488,2437,3020,578,64,22,389,7020,21,465,604,192,19,6,4,126,1439,27,1270,4799,413,19,4,3,477,7016,47,2007,3835,703,31,3,0,384,7012,0,3,10,3,0,0,0,7,29,96,3743,9248,1315,74,18,8,991,15498,13,39,55,31,7,3,0,20,174,0,29,76,36,10,8,4,53,221,176,4437,13528,12254,7272,2421,684,2248,43011,Ryde (C)
16900,14,106,765,9085,7113,1359,223,990,19666,8,79,807,678,30,3,0,146,1756,3,128,534,778,136,11,0,141,1730,12,209,1341,1457,168,20,3,288,3486,3,157,552,157,23,4,0,111,1002,0,0,4,3,0,0,0,4,11,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,158,562,162,23,4,0,114,1025,13,110,185,25,6,0,0,69,415,3,6,55,24,12,0,0,22,129,50,593,2913,10754,7324,1383,231,1484,24727,Shellharbour (C)
16950,53,507,3959,15348,10869,1957,394,2353,35435,11,208,1097,548,45,3,3,256,2165,0,100,270,207,17,7,0,75,672,13,307,1365,754,65,8,4,336,2841,12,168,434,225,28,3,8,153,1034,0,4,14,3,4,0,0,0,28,0,0,0,0,0,0,0,0,4,0,3,4,5,0,0,0,0,13,13,178,450,233,29,3,5,158,1079,60,262,530,129,32,3,0,255,1272,13,48,65,80,33,17,0,46,308,148,1302,6371,16539,11025,1992,406,3149,40930,Shoalhaven (C)
17000,24,49,452,2782,2805,515,94,554,7281,3,23,119,208,18,3,0,42,408,0,17,107,53,7,0,0,9,193,3,37,223,265,22,3,0,50,610,4,50,138,62,3,0,0,56,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,52,138,66,3,0,0,56,315,17,41,15,8,4,0,0,21,95,0,8,11,9,9,0,3,12,57,48,187,837,3125,2855,519,96,686,8359,Singleton (A)
17040,32,165,904,3115,1751,415,130,530,7047,0,35,86,52,8,0,0,28,214,0,29,82,124,19,6,0,30,286,0,61,171,174,27,6,4,58,501,3,78,179,87,17,0,4,437,804,7,21,37,30,8,0,0,13,110,3,20,14,14,15,0,0,8,75,0,0,0,0,0,0,0,0,4,16,117,224,137,46,3,7,450,994,52,81,64,26,21,3,0,41,283,5,44,57,47,30,3,52,163,404,107,463,1423,3498,1866,425,188,1251,9222,Snowy Monaro Regional (A)
17080,15,93,708,2595,1332,202,33,475,5459,4,34,47,17,0,0,0,18,124,0,6,16,3,0,0,0,5,31,4,40,61,21,0,0,0,21,150,0,37,111,5,0,0,0,35,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,111,5,0,0,0,35,185,4,11,3,7,4,0,0,18,53,0,8,7,14,10,3,0,6,41,25,181,894,2635,1350,201,34,559,5888,Snowy Valleys (A)
17420,33,173,693,7745,21816,7077,1539,1222,40297,0,52,482,363,39,5,3,73,1014,3,52,513,2500,1282,208,22,165,4737,3,102,996,2865,1322,213,27,235,5752,0,37,338,227,15,4,5,34,654,0,35,575,271,7,0,0,53,933,3,192,613,263,16,0,0,79,1168,3,7,4,4,0,0,0,3,20,5,269,1529,771,31,4,5,167,2784,0,22,12,10,14,3,3,10,88,0,17,21,15,32,17,3,26,133,46,584,3255,11410,23211,7311,1576,1669,49056,The Hills Shire (A)
17550,77,440,2788,10194,7482,1419,293,1613,24287,9,257,1615,2146,64,9,5,370,4478,11,140,672,1283,106,18,7,206,2444,17,399,2285,3430,175,22,12,574,6918,32,311,1236,385,28,8,0,244,2242,0,98,907,326,5,0,3,245,1586,0,70,470,219,7,0,0,153,919,0,3,3,0,0,0,0,0,5,41,476,2613,935,37,8,3,631,4752,273,698,483,122,53,3,3,517,2153,37,78,131,68,21,0,8,47,385,441,2092,8303,14741,7767,1452,319,3381,38497,Tweed (A)
17620,5,90,582,2126,1494,272,68,463,5097,0,4,59,28,0,0,0,16,109,0,0,0,0,0,0,0,0,0,0,4,59,28,0,0,0,16,109,4,62,112,55,6,0,0,27,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,112,55,6,0,0,27,266,9,24,39,8,0,0,0,32,116,0,7,10,17,11,11,3,3,54,20,184,805,2224,1509,282,76,539,5640,Upper Hunter Shire (A)
17640,10,76,371,1237,844,165,43,266,3013,0,13,28,10,0,0,0,14,66,0,0,3,4,0,0,0,0,12,0,11,29,16,0,0,0,12,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,4,11,8,0,0,8,50,0,0,10,6,5,0,0,4,34,18,101,417,1272,863,174,48,291,3180,Upper Lachlan Shire (A)
17650,3,56,299,1051,573,140,44,159,2321,0,0,12,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,16,0,7,21,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,0,0,10,38,5,7,9,5,5,0,0,8,44,0,3,0,8,6,0,0,0,17,9,85,335,1064,586,141,42,177,2434,Uralla (A)
17750,25,91,1471,8677,6949,1274,219,1123,19819,3,56,534,114,7,0,0,79,801,0,3,104,68,3,0,0,10,187,3,65,638,182,12,0,0,88,993,21,261,1534,198,14,0,3,222,2257,0,24,42,13,0,0,0,12,90,3,11,15,12,0,0,0,3,38,0,0,3,3,3,0,0,0,7,24,300,1597,225,18,0,3,241,2396,7,40,34,53,53,3,5,76,270,3,4,7,26,20,3,3,9,80,58,490,3744,9158,7049,1285,225,1542,23564,Wagga Wagga (C)
17850,8,25,159,510,311,75,21,149,1254,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,14,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,14,0,0,0,0,3,28,3,4,5,8,0,0,0,5,26,0,0,7,7,8,0,0,0,21,15,39,181,525,319,74,21,164,1339,Walcha (A)
17900,32,165,394,705,424,98,22,297,2145,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,51,56,3,0,0,0,19,127,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,6,17,0,0,0,0,3,0,0,0,3,0,58,60,5,3,0,0,24,147,53,128,64,48,15,0,0,140,450,24,25,24,33,15,6,3,19,141,114,374,538,791,461,102,30,474,2888,Walgett (A)
17950,0,17,119,432,278,58,18,126,1039,0,0,5,3,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,14,0,18,17,6,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,6,0,0,0,5,39,0,3,0,3,0,0,0,0,13,0,4,4,9,0,0,0,0,15,3,37,142,448,274,58,19,135,1118,Warren (A)
18020,23,97,521,1538,858,174,38,433,3684,4,11,20,4,0,3,0,7,49,0,0,0,6,0,0,0,0,6,4,11,17,6,0,3,0,7,55,0,22,37,3,4,0,0,10,79,0,0,4,0,0,0,0,0,4,0,3,4,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,4,26,40,3,4,0,0,19,89,14,22,12,18,6,3,0,30,102,0,5,10,22,12,3,0,9,68,42,165,595,1581,881,182,47,493,3990,Warrumbungle Shire (A)
18050,3,30,303,1399,1600,651,133,268,4392,3,22,742,1022,269,46,4,196,2307,7,30,399,1070,913,170,16,174,2783,12,56,1142,2095,1184,221,15,372,5088,55,783,1859,556,95,22,17,528,3906,176,1728,4657,927,85,8,10,1300,8892,247,1083,2422,764,32,3,5,886,5436,0,3,14,3,3,0,0,3,21,483,3598,8950,2245,214,31,28,2711,18252,12,108,136,71,14,0,0,40,385,0,15,41,32,20,3,5,22,139,502,3806,10573,5843,3030,907,185,3410,28256,Waverley (A)
18100,3,47,228,570,397,78,17,144,1479,0,0,30,9,5,0,0,11,57,0,0,0,0,0,0,0,0,0,0,0,30,9,5,0,0,11,64,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,9,3,3,4,4,3,0,0,0,16,0,0,4,3,3,3,0,0,11,10,57,266,587,406,81,17,158,1568,Weddin (A)
18200,6,49,276,1110,589,92,9,265,2403,0,6,23,4,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,6,23,4,0,0,0,6,41,0,29,64,14,0,0,0,23,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,64,14,0,0,0,23,129,34,55,19,21,3,0,0,48,187,3,0,5,8,9,0,3,10,32,43,143,392,1160,596,95,16,345,2793,Wentworth (A)
18230,15,149,1150,6395,5731,941,174,1154,15711,0,83,659,200,42,0,0,111,1097,0,3,28,16,0,0,0,28,81,0,89,689,214,41,0,0,141,1178,19,247,786,94,14,0,0,172,1333,0,4,11,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,259,789,94,14,0,0,180,1359,53,85,71,116,100,23,11,142,601,0,5,26,25,19,5,5,18,95,94,586,2727,6841,5900,964,191,1639,18949,Western Plains Regional (A)
18250,14,56,973,4332,4686,1624,302,480,12462,4,27,380,365,73,11,0,47,903,0,52,326,655,173,15,4,54,1282,4,81,708,1019,245,25,4,99,2186,22,269,925,271,16,4,0,159,1672,24,492,2245,427,6,0,3,270,3463,167,1996,3715,1199,39,3,8,588,7713,3,6,3,0,0,0,0,0,11,213,2761,6893,1900,65,5,12,1013,12861,0,19,36,9,5,0,0,17,86,3,13,11,12,10,3,3,10,67,230,2934,8622,7265,5006,1659,322,1624,27665,Willoughby (C)
18350,36,251,1556,6637,5858,1324,316,1039,17012,0,68,451,201,23,0,3,81,821,0,0,99,163,27,0,0,26,320,0,68,548,366,49,4,6,104,1145,4,80,171,41,11,4,0,37,344,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,8,4,81,171,43,11,4,0,42,352,17,33,45,20,8,3,0,65,187,0,5,32,41,27,3,10,24,134,60,434,2349,7099,5953,1336,330,1268,18829,Wingecarribee (A)
18400,30,154,812,4605,6193,1733,432,852,14813,3,53,311,167,26,4,3,52,615,0,8,27,14,6,0,0,12,66,3,64,338,183,35,4,3,66,686,0,29,50,14,3,0,0,11,101,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,26,57,12,3,0,0,10,118,8,50,18,21,14,9,0,20,134,0,3,10,17,12,5,9,8,58,41,299,1226,4838,6256,1751,439,958,15809,Wollondilly (A)
18450,68,477,4945,25051,15694,3585,772,2372,52958,31,446,1966,1333,100,16,3,295,4202,11,384,1746,2603,250,23,5,380,5405,42,828,3711,3944,350,40,13,680,9605,97,1172,3002,912,124,23,12,593,5936,23,380,2018,426,19,6,3,520,3395,25,380,2238,1150,47,3,3,434,4280,0,17,12,7,3,0,0,4,50,148,1958,7270,2501,199,39,11,1547,13671,39,136,206,103,35,9,4,325,859,3,39,112,134,36,12,8,156,496,304,3439,16243,31734,16304,3675,802,5077,77588,Wollongong (C)
18500,10,41,251,1077,1773,1038,292,284,4757,3,47,261,278,78,20,0,63,749,12,81,919,2036,797,107,20,364,4345,13,135,1180,2317,875,128,23,427,5092,16,242,899,496,80,19,7,276,2037,78,673,2414,1024,100,15,6,567,4869,195,1209,2515,1321,85,6,8,924,6261,0,13,19,27,10,0,3,12,80,285,2138,5852,2864,267,36,21,1782,13243,6,48,55,35,8,0,0,27,181,3,17,36,24,18,8,3,13,118,317,2376,7369,6323,2938,1206,337,2520,23392,Woollahra (A)
18710,24,86,463,1922,1975,539,138,332,5486,3,22,130,49,0,0,0,30,226,0,0,3,0,3,0,0,4,9,5,22,128,51,8,0,0,32,239,0,0,13,12,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,5,38,5,9,17,9,3,0,0,17,65,0,5,7,18,18,3,0,6,53,31,122,635,2008,2003,549,139,396,5887,Yass Valley (A)
19399,3,31,61,105,98,22,19,61,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,3,0,0,0,14,19,4,34,61,111,103,22,19,83,438,Unincorporated NSW
20110,12,102,722,2503,1061,140,38,436,5017,3,29,85,9,3,0,0,19,159,0,6,17,16,3,0,0,34,79,4,40,104,27,3,0,0,53,235,0,18,62,24,5,0,0,21,139,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,66,22,10,0,0,25,143,6,11,21,10,5,0,0,24,83,3,5,10,47,14,3,0,4,86,27,176,927,2608,1090,145,41,544,5558,Alpine (S)
20260,15,62,599,2150,922,157,41,325,4262,0,36,68,9,0,0,0,19,133,0,0,0,0,0,0,0,0,0,0,36,68,9,0,0,0,19,133,3,12,71,25,3,0,0,13,125,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,74,25,3,0,0,15,133,10,21,12,12,6,0,0,15,73,0,0,0,8,4,0,0,7,27,29,133,753,2202,933,161,42,380,4627,Ararat (RC)
20570,36,270,3770,17183,8526,1110,192,2023,33111,13,708,2006,1580,411,27,12,430,5188,0,19,159,214,95,9,4,47,550,12,724,2163,1792,511,39,16,479,5737,15,321,569,167,10,3,7,165,1253,0,17,31,12,0,0,0,20,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,332,602,183,14,3,7,186,1341,11,53,37,41,23,0,0,51,213,0,32,40,48,24,5,0,73,222,72,1409,6610,19247,9094,1155,214,2807,40616,Ballarat (C)
20660,27,200,3619,18461,9644,1859,313,1444,35568,14,497,2481,1202,103,21,0,395,4703,4,58,767,1449,192,23,8,182,2687,12,552,3245,2655,299,44,8,570,7390,8,363,1321,369,41,0,3,235,2331,0,27,185,15,0,0,0,42,265,4,147,212,14,6,0,0,59,438,0,3,0,0,0,0,0,0,7,9,533,1718,399,46,3,7,332,3044,0,13,22,16,9,0,0,6,65,0,10,37,38,12,0,0,34,140,57,1314,8640,21574,10002,1907,325,2386,46205,Banyule (C)
20740,31,195,1985,6449,2907,402,87,919,12982,8,146,276,106,13,3,0,81,632,0,6,53,77,11,0,0,15,167,4,159,332,186,21,3,0,92,797,4,33,86,44,6,0,0,22,191,0,7,5,3,0,0,0,3,18,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,41,92,46,6,0,0,29,218,16,75,99,9,8,0,0,68,274,4,3,10,21,15,0,0,18,77,59,471,2528,6715,2953,411,90,1125,14351,Bass Coast (S)
20830,15,141,1476,7969,5298,676,145,1191,16911,3,64,380,134,5,0,0,83,670,0,26,3,8,0,0,0,12,56,3,85,386,142,8,0,0,96,725,0,76,570,99,4,0,0,79,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,570,99,4,0,0,79,829,17,64,52,12,4,3,0,36,186,0,3,16,30,15,7,0,23,99,40,363,2501,8254,5332,687,148,1426,18747,Baw Baw (S)
20910,20,107,2337,9229,7825,2065,266,992,22837,3,293,2669,1391,131,8,3,260,4759,0,61,676,2199,731,73,7,217,3965,4,352,3349,3588,859,81,14,471,8727,50,289,1296,402,40,9,3,246,2323,8,202,632,162,12,0,3,165,1184,11,387,600,131,9,0,0,174,1312,0,3,0,0,0,0,0,0,9,65,880,2527,700,61,13,5,580,4833,0,21,117,42,7,0,0,28,219,0,15,36,56,36,5,0,17,164,91,1385,8362,13611,8790,2167,285,2088,36776,Bayside (C)
21010,10,74,767,2751,1215,143,38,445,5438,0,15,37,13,0,0,0,6,70,0,0,0,0,0,0,0,0,4,0,15,35,13,0,0,0,5,71,0,52,212,26,0,0,0,42,334,0,0,32,3,0,0,0,3,42,0,17,20,0,0,0,0,10,42,0,0,0,0,0,0,0,0,0,0,67,266,34,0,0,0,54,421,0,6,17,7,3,3,0,11,43,0,6,8,13,6,5,0,6,44,14,162,1087,2817,1233,148,38,519,6016,Benalla (RC)
21110,19,179,3029,12339,12888,4140,761,1314,34673,20,309,3974,2857,411,73,9,421,8064,7,71,796,2697,856,108,14,263,4812,26,383,4765,5554,1267,180,22,681,12874,89,1019,3611,695,81,15,6,585,6098,65,1220,2724,365,28,3,3,453,4851,116,1394,1764,233,14,3,7,337,3869,0,0,0,0,0,0,0,3,0,268,3629,8100,1285,117,17,25,1376,14821,3,27,75,60,11,4,3,20,204,0,32,48,59,34,7,0,32,220,323,4256,16020,19297,14320,4341,812,3425,62794,Boroondara (C)
21180,144,303,2697,29581,13934,2207,378,3675,52908,16,189,1735,2516,411,39,0,485,5386,3,36,581,1696,507,83,7,264,3192,22,227,2311,4213,920,125,13,748,8573,34,577,1159,563,35,5,0,345,2722,0,50,91,3,0,0,0,23,164,3,28,62,12,0,0,0,34,134,0,11,15,7,0,0,0,4,36,37,670,1316,586,34,5,3,405,3055,0,6,14,60,31,3,6,52,178,3,10,31,48,8,0,3,19,130,203,1210,6378,34489,14926,2334,401,4903,64847,Brimbank (C)
21270,6,37,335,1293,538,71,17,221,2516,8,8,8,4,0,0,0,6,37,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0,6,44,5,24,16,3,0,0,0,20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,16,3,0,0,0,20,67,6,7,5,13,0,0,0,27,66,0,0,0,5,0,0,0,4,9,17,79,373,1321,541,71,17,284,2694,Buloke (S)
21370,28,130,1444,6746,3340,477,65,955,13181,7,151,450,114,14,0,0,98,830,0,0,0,9,0,0,0,4,21,7,151,451,121,12,0,3,103,846,0,83,302,37,0,0,3,74,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,83,303,37,0,0,3,74,505,28,66,26,17,10,0,0,70,213,0,3,13,21,18,0,0,11,65,65,439,2236,6942,3376,477,65,1209,14816,Campaspe (S)
21450,35,192,2080,12734,11117,1495,291,1832,29773,0,59,820,672,156,10,0,166,1884,0,7,81,384,73,4,0,44,592,3,68,899,1053,225,20,3,206,2481,8,13,70,33,4,0,0,30,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,70,32,3,0,0,30,149,11,66,32,10,10,0,0,34,165,0,0,16,28,21,4,0,9,84,56,346,3092,13859,11384,1514,294,2111,32656,Cardinia (S)
21610,122,314,3345,37968,33702,4747,766,5013,85977,12,260,2432,2508,999,83,13,461,6764,0,19,294,1007,386,92,7,135,1943,20,279,2724,3509,1388,176,17,593,8709,21,107,543,170,15,4,0,103,967,0,27,10,0,0,0,0,13,47,0,0,3,5,0,0,0,4,15,0,0,0,3,0,0,0,0,3,21,132,560,183,23,4,0,123,1039,11,76,83,53,18,5,0,122,363,3,9,17,45,21,4,0,31,139,175,805,6728,41761,35156,4940,790,5883,96228,Casey (C)
21670,13,112,889,2751,894,115,36,376,5184,8,63,189,36,10,3,0,34,337,0,0,0,3,0,0,0,0,3,8,63,195,36,10,3,0,34,339,0,38,27,3,0,0,0,18,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,3,0,0,0,18,87,18,47,18,15,4,0,0,25,142,0,0,6,8,3,0,0,0,21,42,261,1132,2826,907,121,33,460,5777,Central Goldfields (S)
