lga_code16,p_ewft_35_39_es_ns,p_ewft_35_39_tot,p_ewft_40_44_e,p_ewft_40_44_om_ie,p_ewft_40_44_om_uie,p_ewft_40_44_cfw,p_ewft_40_44_es_ns,p_ewft_40_44_tot,p_ewft_45_49_e,p_ewft_45_49_om_ie,p_ewft_45_49_om_uie,p_ewft_45_49_cfw,p_ewft_45_49_es_ns,p_ewft_45_49_tot,p_ewft_50_54_e,p_ewft_50_54_om_ie,p_ewft_50_54_om_uie,p_ewft_50_54_cfw,p_ewft_50_54_es_ns,p_ewft_50_54_tot,p_ewft_55_59_e,p_ewft_55_59_om_ie,p_ewft_55_59_om_uie,p_ewft_55_59_cfw,p_ewft_55_59_es_ns,p_ewft_55_59_tot,p_ewft_60_64_e,p_ewft_60_64_om_ie,p_ewft_60_64_om_uie,p_ewft_60_64_cfw,p_ewft_60_64_es_ns,p_ewft_60_64_tot,p_ewft_65_69_e,p_ewft_65_69_om_ie,p_ewft_65_69_om_uie,p_ewft_65_69_cfw,p_ewft_65_69_es_ns,p_ewft_65_69_tot,p_ewft_70_74_e,p_ewft_70_74_om_ie,p_ewft_70_74_om_uie,p_ewft_70_74_cfw,p_ewft_70_74_es_ns,p_ewft_70_74_tot,p_ewft_75ov_e,p_ewft_75ov_om_ie,p_ewft_75ov_om_uie,p_ewft_75ov_cfw,p_ewft_75ov_es_ns,p_ewft_75ov_tot,p_ewft_tot_e,p_ewft_tot_om_ie,p_ewft_tot_om_uie,p_ewft_tot_cfw,p_ewft_tot_es_ns,p_ewft_tot_tot,p_ewpt_15_19_e,p_ewpt_15_19_om_ie,p_ewpt_15_19_om_uie,p_ewpt_15_19_cfw,p_ewpt_15_19_es_ns,p_ewpt_15_19_tot,p_ewpt_20_24_e,p_ewpt_20_24_om_ie,p_ewpt_20_24_om_uie,p_ewpt_20_24_cfw,p_ewpt_20_24_es_ns,p_ewpt_20_24_tot,p_ewpt_25_29_e,p_ewpt_25_29_om_ie,p_ewpt_25_29_om_uie,p_ewpt_25_29_cfw,p_ewpt_25_29_es_ns,p_ewpt_25_29_tot,p_ewpt_30_34_e,p_ewpt_30_34_om_ie,p_ewpt_30_34_om_uie,p_ewpt_30_34_cfw,p_ewpt_30_34_es_ns,p_ewpt_30_34_tot,p_ewpt_35_39_e,p_ewpt_35_39_om_ie,p_ewpt_35_39_om_uie,p_ewpt_35_39_cfw,p_ewpt_35_39_es_ns,p_ewpt_35_39_tot,p_ewpt_40_44_e,p_ewpt_40_44_om_ie,p_ewpt_40_44_om_uie,p_ewpt_40_44_cfw,p_ewpt_40_44_es_ns,p_ewpt_40_44_tot,p_ewpt_45_49_e,p_ewpt_45_49_om_ie,p_ewpt_45_49_om_uie,p_ewpt_45_49_cfw,p_ewpt_45_49_es_ns,p_ewpt_45_49_tot,p_ewpt_50_54_e,p_ewpt_50_54_om_ie,p_ewpt_50_54_om_uie,p_ewpt_50_54_cfw,p_ewpt_50_54_es_ns,p_ewpt_50_54_tot,p_ewpt_55_59_e,p_ewpt_55_59_om_ie,p_ewpt_55_59_om_uie,p_ewpt_55_59_cfw,p_ewpt_55_59_es_ns,p_ewpt_55_59_tot,p_ewpt_60_64_e,p_ewpt_60_64_om_ie,p_ewpt_60_64_om_uie,p_ewpt_60_64_cfw,p_ewpt_60_64_es_ns,p_ewpt_60_64_tot,p_ewpt_65_69_e,p_ewpt_65_69_om_ie,p_ewpt_65_69_om_uie,p_ewpt_65_69_cfw,p_ewpt_65_69_es_ns,p_ewpt_65_69_tot,p_ewpt_70_74_e,p_ewpt_70_74_om_ie,p_ewpt_70_74_om_uie,p_ewpt_70_74_cfw,p_ewpt_70_74_es_ns,p_ewpt_70_74_tot,p_ewpt_75ov_e,p_ewpt_75ov_om_ie,p_ewpt_75ov_om_uie,p_ewpt_75ov_cfw,p_ewpt_75ov_es_ns,p_ewpt_75ov_tot,p_ewpt_tot_e,p_ewpt_tot_om_ie,p_ewpt_tot_om_uie,p_ewpt_tot_cfw,p_ewpt_tot_es_ns,p_ewpt_tot_tot,p_eafw_e,p_eafw_om_ie,p_eafw_om_uie,p_eafw_cfw,p_eafw_es_ns,p_eafw_tot,p_h_ns_e,p_h_ns_om_ie,p_h_ns_om_uie,p_h_ns_cfw,p_h_ns_es_ns,p_h_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
24210,11,1394,1078,297,134,12,8,1534,1130,347,159,19,14,1667,1115,322,170,22,16,1654,902,276,142,16,11,1345,506,183,84,16,3,798,181,93,37,10,0,321,57,43,11,4,4,119,11,27,14,3,0,50,10267,2080,1095,159,96,13702,1820,9,11,11,11,1859,2274,14,52,10,14,2363,912,21,59,28,0,1022,721,57,85,32,0,902,649,71,123,35,5,894,827,108,126,47,10,1114,936,139,171,48,7,1297,913,140,181,49,3,1283,786,128,158,45,12,1127,655,87,138,34,7,916,344,99,111,32,5,591,129,76,67,18,8,300,69,46,56,19,4,194,11040,998,1329,408,83,13857,710,56,55,20,11,850,341,43,53,31,54,517,22363,3171,2529,621,238,28931,Manningham (C)
24250,0,158,119,27,24,6,4,176,117,36,44,4,5,204,140,45,39,4,0,226,128,40,44,15,7,231,78,22,37,15,0,152,20,12,18,14,0,71,3,5,3,6,0,25,3,6,3,13,0,25,1138,235,256,87,19,1733,137,0,0,3,0,143,51,0,0,3,0,52,38,0,3,0,0,44,75,0,10,3,0,82,76,7,13,13,0,106,83,10,19,3,4,121,100,10,25,8,0,129,105,7,17,8,0,135,121,7,19,15,0,162,97,7,32,8,3,150,58,5,17,19,0,100,19,6,11,12,0,45,0,3,11,9,0,24,957,56,171,92,15,1298,78,11,16,6,0,124,42,7,9,7,5,67,2218,313,453,192,47,3219,Mansfield (S)
24330,16,2570,2137,275,174,20,23,2631,2106,268,183,29,16,2600,1956,269,149,31,21,2427,1639,196,115,20,14,1983,976,103,82,14,0,1177,304,49,39,4,6,411,71,29,15,4,0,115,10,8,3,0,0,22,18127,1741,1230,155,155,21410,1442,3,6,14,8,1470,2455,5,40,18,15,2526,1360,22,76,5,15,1479,1085,36,122,19,15,1275,1072,62,132,31,18,1313,1103,75,121,21,5,1326,1048,70,121,11,11,1254,864,47,108,17,15,1043,840,39,96,18,12,1004,612,36,64,13,5,726,267,29,26,7,7,341,79,4,12,8,3,110,35,5,3,3,0,51,12261,439,917,185,119,13923,1002,43,45,19,27,1131,608,39,37,27,92,804,31989,2259,2234,387,394,37261,Maribyrnong (C)
24410,15,2449,2207,349,177,27,16,2782,2325,387,219,29,21,2986,2347,417,240,38,28,3070,1959,343,199,24,18,2541,1034,210,116,15,14,1387,344,130,44,6,0,523,67,48,13,8,3,145,19,12,3,0,0,41,19468,2475,1452,201,157,23760,2372,3,10,12,10,2402,2352,9,49,14,15,2428,1037,18,63,15,0,1136,979,46,125,31,9,1186,1022,71,130,40,8,1268,1222,97,151,34,11,1511,1265,103,137,35,10,1557,1189,95,153,31,10,1482,1064,82,121,28,12,1309,919,129,150,18,8,1232,437,89,109,28,10,673,168,45,53,11,3,294,62,17,34,11,3,127,14090,813,1279,310,92,16583,1071,59,67,17,21,1228,514,36,40,29,71,693,35136,3383,2840,558,341,42258,Maroondah (C)
24600,154,48637,37861,1782,939,73,154,40813,32777,1823,1015,78,144,35836,26001,1631,856,77,115,28684,19089,1209,712,67,114,21198,9971,731,458,30,61,11257,3051,422,275,26,30,3801,594,170,104,6,9,887,222,58,70,12,5,362,298255,11182,6501,563,1259,317759,4857,17,43,30,44,4993,17437,75,191,52,116,17866,13155,146,314,71,78,13765,11073,222,367,66,76,11806,10717,255,375,75,53,11470,8967,300,370,58,39,9744,6897,296,355,61,44,7644,5247,259,282,66,47,5896,4521,236,263,42,37,5112,3641,291,308,55,32,4332,2239,235,265,52,19,2818,866,124,144,43,19,1195,337,62,106,33,16,554,89958,2526,3389,701,620,97191,13902,205,226,57,197,14588,5717,276,282,196,740,7217,407834,14190,10397,1522,2808,436750,Melbourne (C)
24650,13,1830,1286,281,165,21,13,1770,1281,210,137,20,15,1671,1067,193,120,22,15,1409,799,114,97,20,5,1027,502,58,48,13,17,635,117,28,23,8,0,175,17,10,7,3,0,37,4,3,3,3,0,11,11137,1466,1032,131,131,13901,1528,4,7,13,21,1571,1137,15,31,14,12,1216,619,25,59,11,4,719,729,48,97,29,10,923,731,90,140,46,4,1018,747,75,135,27,9,1005,650,70,122,29,9,890,583,53,54,29,14,729,433,54,64,14,5,574,375,33,66,15,7,497,163,30,36,10,7,247,39,11,14,7,0,80,15,3,4,3,0,23,7748,521,837,272,103,9483,635,39,51,16,17,760,399,31,38,21,55,541,19916,2059,1959,436,306,24682,Melton (C)
24780,15,1183,1086,183,122,30,13,1427,1283,181,119,46,11,1643,1170,157,155,55,14,1552,1031,167,155,65,21,1436,618,120,127,56,28,949,162,56,69,22,8,317,31,23,29,12,0,97,18,14,10,12,0,53,10080,1108,1022,354,142,12707,1017,3,0,9,19,1055,634,3,6,5,6,660,501,7,35,11,10,563,537,13,52,13,5,625,543,23,51,17,9,643,595,33,52,17,9,702,607,30,54,23,13,722,535,39,44,26,11,650,559,26,47,40,5,674,430,27,59,22,7,544,212,30,44,29,9,317,56,16,26,26,0,124,18,3,19,26,3,69,6244,252,486,266,102,7352,685,28,39,22,20,798,322,26,25,62,63,494,17335,1410,1572,704,324,21354,Mildura (RC)
24850,0,580,521,66,58,11,12,671,561,99,57,8,11,732,557,77,62,13,11,724,476,76,60,9,9,636,258,54,65,15,0,401,67,38,33,17,6,154,8,15,17,10,3,52,3,4,6,5,0,24,4799,558,479,122,89,6044,625,0,0,3,10,643,395,6,3,4,3,407,215,3,21,9,7,244,249,20,34,8,3,315,272,14,25,9,10,327,302,23,42,5,6,379,323,22,44,6,8,405,312,32,40,10,6,389,327,21,45,16,3,410,235,24,30,17,3,313,124,12,31,8,4,175,35,3,13,11,0,67,14,0,5,11,4,37,3426,174,336,114,70,4112,367,23,34,13,17,455,162,17,12,20,34,251,8752,777,862,266,206,10865,Mitchell (S)
24900,6,591,478,77,85,25,8,677,519,137,110,36,12,811,517,108,115,34,10,790,451,101,132,39,7,731,271,65,81,39,8,462,78,43,58,28,4,207,21,10,12,21,0,70,8,6,15,11,4,48,4337,691,812,285,70,6196,478,7,0,11,13,503,241,0,3,0,0,245,201,0,13,9,0,231,231,8,21,8,0,261,239,16,24,7,3,288,262,8,34,12,5,327,250,19,25,15,4,303,285,23,31,18,0,355,274,20,31,20,7,352,238,26,45,27,6,335,131,18,30,23,9,207,35,7,8,13,3,66,17,4,17,23,0,53,2874,163,277,175,50,3536,427,32,37,17,19,537,149,12,25,38,34,263,7786,902,1150,518,171,10534,Moira (S)
24970,36,8677,7725,591,265,51,41,8676,7748,762,328,54,41,8925,6857,727,333,51,30,7995,5452,538,260,33,37,6323,3131,362,185,24,24,3727,922,180,80,17,17,1223,169,67,28,4,0,275,46,29,13,8,3,97,60932,4456,2197,334,325,68242,2576,3,13,20,17,2631,4419,20,76,27,23,4564,2877,51,112,40,14,3097,2619,106,182,45,14,2972,2660,170,198,60,16,3106,2817,191,260,86,18,3371,2674,205,262,55,29,3222,2333,157,206,56,15,2764,2078,148,225,60,17,2532,1738,187,209,54,16,2202,982,139,161,45,9,1334,322,72,95,26,13,533,144,40,54,23,8,273,28247,1507,2054,593,197,32602,2754,101,100,32,48,3041,1450,98,96,72,181,1897,93389,6159,4455,1035,754,105786,Monash (C)
25060,13,2389,1749,354,193,27,17,2333,1829,404,201,29,12,2473,1752,354,174,31,19,2331,1304,304,159,15,16,1808,723,184,103,20,11,1043,202,82,55,11,3,351,46,23,16,3,0,93,17,20,17,3,0,57,15912,2326,1438,186,139,20006,1845,3,15,11,10,1880,2172,14,49,11,21,2258,1095,28,69,13,13,1216,925,60,112,20,5,1131,974,85,153,37,9,1259,1010,110,148,52,15,1340,1007,104,132,39,12,1301,872,111,122,33,21,1153,818,82,113,34,10,1065,638,102,133,23,16,910,304,70,69,21,12,471,103,30,27,9,6,178,45,15,22,13,5,94,11799,819,1163,321,154,14252,911,66,68,24,17,1078,495,56,39,30,83,698,29116,3267,2703,556,395,36036,Moonee Valley (C)
25150,11,410,324,71,34,12,4,446,358,86,50,14,6,509,321,63,53,11,8,470,260,82,48,22,7,417,151,44,27,12,3,238,45,20,26,9,6,105,10,10,24,10,0,56,3,9,8,7,3,34,2850,527,389,122,53,3936,442,3,3,4,7,459,313,0,3,0,4,322,181,3,8,3,0,189,170,13,27,12,6,229,221,11,22,19,0,268,234,19,30,11,5,295,248,22,31,10,3,319,236,24,39,17,3,318,197,26,39,16,0,272,163,27,34,20,0,242,75,22,18,14,0,129,18,7,16,17,0,60,7,3,5,7,0,27,2499,185,290,140,27,3144,194,20,28,11,4,255,112,12,4,15,18,167,5651,743,710,285,105,7495,Moorabool (S)
25250,18,2531,1681,396,325,28,26,2460,1704,413,300,41,10,2474,1763,393,269,28,24,2482,1474,271,184,28,27,1977,860,175,119,9,18,1173,249,120,64,12,8,443,68,32,20,6,3,122,29,23,12,3,0,62,16155,2587,2189,220,196,21346,1024,10,13,17,13,1077,2047,17,65,19,15,2164,1537,38,174,16,15,1789,1257,77,225,30,19,1605,1074,95,320,42,22,1551,1150,131,269,39,19,1613,1222,109,195,46,10,1582,1017,84,164,28,15,1307,877,98,138,28,7,1148,643,74,136,22,4,872,341,52,61,25,4,483,113,21,30,18,8,189,53,15,18,10,6,102,12357,821,1817,338,157,15493,902,49,79,29,24,1081,609,61,86,27,101,886,30024,3522,4169,617,470,38807,Moreland (C)
25340,14,2338,2040,496,341,50,36,2965,2256,627,405,44,22,3352,2135,575,396,65,35,3196,1751,463,336,45,20,2615,974,310,206,35,16,1544,309,168,114,18,11,616,64,79,39,19,5,208,15,25,20,17,3,83,18785,3442,2581,340,215,25361,2938,3,10,13,22,2990,2226,15,41,14,6,2304,1057,26,94,9,15,1199,1141,52,157,51,14,1407,1268,139,221,57,14,1698,1564,175,310,84,17,2146,1609,201,321,72,23,2220,1409,167,297,46,23,1943,1425,181,250,73,23,1948,1137,188,285,57,22,1682,640,169,233,81,18,1140,226,70,127,56,8,494,93,50,61,38,3,242,16727,1428,2409,646,204,21417,1370,129,153,49,33,1733,657,66,84,43,118,964,37534,5062,5224,1077,571,49479,Mornington Peninsula (S)
17100,13,1780,1539,183,74,14,9,1823,1508,222,92,10,15,1853,1499,193,99,9,14,1816,1265,168,65,10,18,1527,742,115,34,3,0,905,255,53,24,0,3,332,45,29,8,0,4,86,12,9,3,3,0,29,12687,1340,589,73,109,14795,422,3,7,4,3,442,920,5,16,3,10,954,589,16,24,13,6,648,495,32,40,17,0,588,399,44,53,17,3,516,438,45,49,7,8,541,366,46,57,14,5,490,400,57,79,15,7,561,356,43,47,15,10,463,281,36,50,16,3,379,126,33,38,9,3,206,56,19,24,0,0,102,33,18,15,0,0,69,4877,396,491,124,65,5962,495,18,22,21,7,560,359,36,25,21,43,488,18410,1793,1135,237,226,21800,Strathfield (A)
17150,24,3834,3063,720,375,34,27,4214,3067,762,446,51,31,4357,2992,723,405,44,36,4205,2666,616,365,29,29,3706,1456,374,221,27,19,2096,459,217,110,16,10,812,99,56,39,4,3,204,26,28,19,11,5,86,27706,4829,2886,261,244,35928,4228,4,37,11,27,4308,3620,13,72,12,20,3740,1644,40,117,19,14,1834,1570,95,217,46,8,1935,1683,178,306,62,13,2238,1972,223,324,47,23,2591,1809,207,310,43,15,2377,1806,171,271,51,20,2313,1731,210,265,45,18,2270,1329,223,267,66,18,1904,706,197,194,68,13,1178,300,106,99,38,6,549,81,47,72,29,3,235,22471,1715,2549,548,211,27480,1600,121,124,46,20,1912,795,86,74,41,111,1106,52568,6745,5631,894,590,66430,Sutherland Shire (A)
17200,210,56104,42368,3112,1511,81,192,47261,34457,3014,1481,96,175,39230,27148,2647,1457,107,168,31523,19549,1960,1226,62,130,22925,10101,1098,778,48,86,12114,3462,600,405,34,39,4539,778,248,157,8,20,1216,247,99,75,13,11,447,343354,18405,10386,741,1594,374474,5137,8,59,29,40,5271,18037,98,255,65,142,18595,13705,184,509,81,102,14578,11382,354,610,108,65,12518,10448,467,633,97,62,11705,8405,436,578,76,42,9538,6322,453,542,76,48,7440,4980,413,505,74,53,6036,4317,395,462,73,37,5275,3799,411,513,83,37,4837,2301,369,415,80,25,3193,1023,191,186,33,18,1455,416,131,119,49,18,733,90268,3913,5380,919,694,101183,13613,305,331,80,140,14464,6595,367,332,208,803,8301,453830,22987,16431,1952,3225,498425,Sydney (C)
17310,15,1521,1485,136,159,17,19,1808,1554,154,170,24,10,1917,1428,168,187,45,17,1841,1292,133,178,51,19,1672,722,100,181,73,15,1094,220,58,108,48,3,436,40,20,45,27,0,132,14,5,48,18,9,98,12944,1003,1377,347,150,15822,1034,0,3,12,15,1059,539,6,10,3,8,576,577,11,27,6,3,628,603,7,43,16,0,667,605,24,65,15,0,705,605,20,57,16,7,705,623,25,55,23,11,736,643,22,74,18,3,762,581,26,80,25,10,718,490,35,88,35,9,656,238,18,76,32,0,368,89,16,54,24,6,192,37,7,24,32,8,99,6667,215,649,254,82,7872,760,32,60,24,27,903,351,14,38,34,78,515,20725,1267,2129,662,331,25106,Tamworth Regional (A)
17350,0,112,97,12,29,8,0,143,109,20,39,9,3,176,119,17,43,13,0,193,100,15,50,23,4,189,50,19,20,14,5,107,23,8,18,16,0,64,0,0,8,6,0,22,0,3,4,4,0,8,905,105,264,93,14,1385,80,0,0,6,3,87,51,0,3,0,0,56,48,0,3,4,0,57,37,3,7,3,0,54,48,0,12,0,0,67,65,4,15,0,0,84,71,3,7,0,0,78,69,3,12,0,0,82,52,3,9,5,0,65,52,5,16,5,0,80,22,0,10,5,0,38,11,0,4,3,0,24,9,0,3,6,0,18,619,17,103,42,4,789,69,0,15,3,0,86,34,0,13,9,8,70,1625,126,399,153,30,2336,Temora (A)
17400,0,93,83,9,16,9,0,125,89,8,34,15,3,148,78,11,26,11,0,132,87,17,50,24,3,179,71,15,40,31,3,154,21,3,31,15,8,76,4,7,15,14,0,41,0,3,11,18,0,25,711,78,253,159,23,1225,51,0,0,3,3,58,25,0,0,3,0,30,34,0,0,0,0,39,28,0,0,0,0,31,47,0,11,0,0,56,52,3,17,5,0,81,38,3,10,7,0,61,66,4,11,4,0,84,74,5,19,4,4,106,61,0,20,6,3,94,23,4,8,15,0,57,14,0,17,6,3,40,3,3,11,7,0,25,526,23,129,67,15,761,60,0,17,6,5,88,29,0,9,10,13,63,1327,101,408,246,61,2140,Tenterfield (A)
22310,13,2194,1644,390,244,26,13,2320,1629,435,274,37,18,2388,1528,414,237,26,10,2218,1281,327,242,25,14,1890,806,229,161,16,15,1220,270,130,75,4,6,489,57,37,32,0,7,136,25,29,13,0,0,64,14707,2623,1813,186,118,19451,1333,3,15,16,7,1372,2107,17,58,10,9,2208,1257,27,91,15,7,1402,1092,68,164,29,9,1361,990,109,206,49,9,1367,1117,145,222,51,6,1547,1129,156,287,42,13,1621,988,125,237,35,10,1389,935,125,201,42,9,1313,772,135,218,39,11,1175,429,132,165,47,9,783,184,68,75,23,3,356,99,30,32,18,3,183,12433,1147,1975,412,109,16077,863,62,85,16,13,1042,419,43,51,28,67,608,28423,3879,3924,638,304,37174,Glen Eira (C)
22410,3,373,396,29,44,13,6,484,448,59,63,14,4,586,520,47,89,24,6,678,402,43,98,32,7,574,229,23,83,22,3,367,61,24,38,24,9,153,9,3,28,16,3,60,4,7,26,14,3,47,3290,282,541,174,52,4340,344,0,0,9,9,358,194,0,4,0,3,205,153,0,7,5,0,168,143,3,12,3,3,164,192,0,19,3,3,221,251,18,20,5,3,300,239,4,22,7,4,282,271,15,26,11,3,322,240,11,37,14,3,303,200,14,31,18,3,263,87,10,28,10,3,146,35,8,20,12,0,65,13,6,15,21,0,53,2364,100,241,105,41,2851,308,12,34,11,9,369,132,3,18,25,23,200,6098,396,836,319,118,7768,Glenelg (S)
22490,3,198,134,42,34,11,0,220,127,55,28,18,8,234,95,44,38,16,8,195,89,39,41,10,0,174,60,18,38,4,5,125,17,19,36,12,0,81,0,11,9,13,0,33,0,3,12,8,0,21,1082,284,305,101,30,1795,92,3,0,3,0,96,100,0,0,3,0,112,63,4,8,0,3,71,67,8,7,4,0,99,75,16,17,8,0,119,97,14,23,8,0,143,109,15,38,3,4,167,81,14,22,6,3,127,70,11,24,11,3,118,78,9,27,9,0,122,35,10,18,15,3,78,7,7,25,8,0,39,7,0,6,8,0,26,879,114,212,100,21,1311,89,12,19,17,3,135,45,10,6,12,3,80,2091,412,538,229,52,3323,Golden Plains (S)
22620,26,2590,2436,268,180,20,15,2926,2521,332,187,27,32,3107,2531,307,249,35,32,3153,2084,243,233,37,19,2619,1182,176,139,33,18,1551,261,91,74,22,4,453,44,23,25,21,0,114,33,15,14,17,0,78,21355,1922,1544,273,204,25299,2148,9,3,9,30,2204,2000,6,24,11,16,2062,1136,18,65,11,14,1244,1279,46,96,26,10,1455,1261,71,114,33,13,1495,1357,58,126,22,8,1579,1357,74,119,37,18,1600,1313,57,120,16,13,1524,1391,65,154,34,17,1652,1027,75,147,36,14,1300,414,67,99,46,7,635,114,27,52,31,4,228,61,14,27,17,3,127,14863,589,1147,329,164,17098,1693,69,71,29,42,1900,538,40,55,41,85,756,38450,2619,2818,671,494,45051,Greater Bendigo (C)
22670,48,7799,7611,655,303,39,77,8679,7822,780,334,51,57,9047,7606,730,344,50,44,8781,6035,588,283,31,57,6998,3466,350,213,24,23,4080,1061,204,86,17,13,1376,194,81,15,3,11,301,53,33,7,5,4,103,60076,4540,2310,333,490,67751,1883,7,7,20,16,1932,2925,24,48,49,22,3070,1916,60,103,29,18,2126,2012,95,131,29,23,2296,2127,111,143,45,26,2446,2242,123,192,47,29,2636,2205,140,166,53,18,2580,1842,121,156,46,22,2192,1693,103,150,37,17,2003,1376,158,133,35,20,1720,709,112,72,29,14,936,258,55,40,16,6,380,79,22,22,11,3,140,21260,1144,1359,444,246,24465,2199,107,53,40,32,2433,1521,113,101,68,245,2047,85067,5907,3824,882,1021,96693,Greater Dandenong (C)
22750,39,5815,5364,640,386,64,37,6488,5388,648,428,64,42,6561,5278,632,386,68,52,6414,4319,561,385,52,39,5363,2318,338,243,46,35,2977,550,180,121,24,6,886,112,51,33,13,3,212,40,33,17,11,4,105,44834,4159,3073,426,357,52841,4532,3,13,20,30,4606,4515,14,74,25,21,4647,2388,41,164,26,12,2625,2499,95,235,71,19,2912,2761,140,309,55,25,3295,3179,176,323,69,30,3770,2982,172,296,56,32,3539,2840,148,290,52,25,3352,2782,176,298,65,25,3348,2136,193,313,77,19,2736,929,153,216,63,15,1374,302,65,87,36,6,509,103,40,50,31,8,241,31944,1408,2672,659,274,36958,3160,151,165,67,70,3608,1189,88,104,71,201,1652,81132,5801,6010,1215,899,95057,Greater Geelong (C)
25430,0,325,315,31,48,14,3,411,358,40,62,8,12,478,354,47,80,11,7,503,355,59,64,13,5,499,207,26,62,9,3,316,40,26,26,9,0,101,10,11,14,4,0,29,5,4,14,7,0,34,2870,280,450,84,40,3722,265,0,0,3,6,275,219,0,8,3,0,230,122,0,5,4,5,139,149,6,25,3,0,180,169,8,24,13,3,219,167,8,57,6,0,247,231,17,49,7,4,308,222,12,57,9,3,304,219,15,60,8,3,298,216,21,80,9,0,329,75,12,44,11,3,143,25,3,21,7,3,59,19,9,14,11,0,59,2092,122,445,100,39,2789,212,15,29,17,8,277,81,3,14,20,9,122,5254,412,928,209,101,6916,Mount Alexander (S)
25490,7,363,281,45,89,19,5,439,308,46,104,30,6,497,309,54,134,45,13,544,242,52,124,31,3,455,127,32,113,31,8,316,39,23,75,29,3,160,9,10,32,26,3,70,3,4,28,19,5,62,2402,376,839,237,56,3923,154,0,0,10,0,163,134,0,3,7,4,143,72,0,5,3,0,90,110,3,15,8,0,132,101,12,19,3,0,139,111,5,34,11,0,169,126,21,19,8,3,181,137,11,25,8,9,192,147,9,41,15,3,216,121,10,38,16,4,191,42,12,39,30,0,119,12,5,13,19,3,54,5,3,25,26,0,65,1280,96,279,156,29,1839,191,14,42,23,14,277,68,11,29,20,24,155,3941,500,1188,433,118,6186,Moyne (S)
25620,0,175,157,30,43,12,0,241,182,50,44,12,4,295,179,56,47,13,8,299,162,50,51,14,7,283,86,27,36,17,3,169,22,16,37,16,0,84,7,4,25,9,0,47,4,5,26,16,0,45,1406,286,346,105,31,2179,148,0,0,3,3,149,100,0,3,0,0,106,65,0,0,0,0,72,86,3,3,6,0,100,101,8,16,9,3,131,118,11,31,3,3,164,117,17,24,6,5,169,120,16,29,6,4,169,135,8,26,13,3,190,132,17,25,12,3,186,53,6,31,20,3,113,20,8,19,21,0,64,12,5,14,12,0,38,1198,93,220,114,27,1652,128,31,29,8,6,196,54,4,15,8,12,90,2782,422,608,235,66,4114,Murrindindi (S)
25710,3,591,455,171,81,14,6,732,470,215,107,15,8,817,395,213,125,19,4,758,402,213,106,15,5,736,231,127,53,7,7,421,83,63,24,6,3,183,15,16,6,0,3,46,3,5,6,3,0,15,4126,1238,734,93,45,6247,1010,3,17,9,5,1039,739,9,27,3,6,785,256,6,35,3,0,305,289,14,68,13,0,384,288,48,91,23,0,451,412,64,127,19,3,622,426,77,104,11,0,619,410,83,110,19,3,625,360,86,101,28,0,581,297,95,83,23,10,505,137,57,83,20,8,309,59,45,32,30,0,158,21,8,15,9,0,59,4692,596,900,204,44,6438,284,31,51,20,13,390,165,23,20,10,26,240,9262,1890,1706,330,125,13315,Nillumbik (S)
25810,0,211,190,31,33,12,0,264,241,31,37,16,0,330,246,40,51,20,7,356,201,38,44,28,10,319,142,34,42,25,3,240,40,26,34,20,0,114,12,3,14,5,0,30,3,3,7,6,0,27,1956,249,303,145,38,2694,192,0,0,6,0,197,132,0,3,0,4,138,92,0,8,4,0,107,96,0,9,5,0,112,111,0,8,6,3,132,138,9,9,0,0,152,163,8,10,5,0,190,147,8,7,3,0,170,163,5,22,4,3,199,120,12,24,8,3,168,47,7,20,16,0,88,29,10,8,10,0,50,4,0,8,13,0,21,1429,56,140,79,18,1724,174,17,17,7,7,228,68,3,15,7,17,109,3631,335,469,243,73,4748,Northern Grampians (S)
25900,35,7630,5351,757,318,32,35,6498,4514,828,278,45,34,5699,3505,722,297,24,22,4582,2595,561,213,32,23,3425,1374,361,131,22,20,1912,467,194,85,13,3,759,105,64,33,5,0,212,34,30,9,3,0,86,45623,4905,2227,264,270,53284,1027,5,16,12,12,1071,2991,14,76,23,25,3129,2318,45,147,16,17,2544,1875,102,201,27,11,2216,1556,140,206,44,13,1965,1380,186,245,40,9,1855,1239,174,233,34,11,1689,949,155,211,28,6,1345,835,145,181,30,13,1204,728,172,162,38,5,1114,479,146,122,36,5,787,159,66,59,20,4,304,73,47,27,21,4,164,15596,1380,1894,371,148,19391,1719,112,96,23,34,1982,953,71,70,54,124,1278,63888,6466,4291,719,573,75933,Port Phillip (C)
25990,0,99,89,16,15,9,0,133,88,12,28,17,3,153,95,16,26,16,4,153,77,23,22,16,6,149,59,12,24,9,0,105,25,10,14,12,0,63,3,4,12,8,0,24,0,0,3,11,0,17,730,121,178,118,15,1156,61,0,0,10,3,72,35,0,0,7,0,41,23,3,0,3,0,25,34,0,3,5,0,42,38,0,7,0,0,49,46,9,6,4,0,66,49,4,9,8,0,62,54,10,5,3,0,77,67,4,5,8,0,92,47,3,6,17,0,76,29,3,7,16,0,56,4,3,9,6,0,26,0,0,8,7,0,12,487,41,75,83,6,695,64,15,13,3,9,97,18,5,9,8,11,55,1290,187,269,217,41,2001,Pyrenees (S)
