lga_code16,p_ewft_35_39_es_ns,p_ewft_35_39_tot,p_ewft_40_44_e,p_ewft_40_44_om_ie,p_ewft_40_44_om_uie,p_ewft_40_44_cfw,p_ewft_40_44_es_ns,p_ewft_40_44_tot,p_ewft_45_49_e,p_ewft_45_49_om_ie,p_ewft_45_49_om_uie,p_ewft_45_49_cfw,p_ewft_45_49_es_ns,p_ewft_45_49_tot,p_ewft_50_54_e,p_ewft_50_54_om_ie,p_ewft_50_54_om_uie,p_ewft_50_54_cfw,p_ewft_50_54_es_ns,p_ewft_50_54_tot,p_ewft_55_59_e,p_ewft_55_59_om_ie,p_ewft_55_59_om_uie,p_ewft_55_59_cfw,p_ewft_55_59_es_ns,p_ewft_55_59_tot,p_ewft_60_64_e,p_ewft_60_64_om_ie,p_ewft_60_64_om_uie,p_ewft_60_64_cfw,p_ewft_60_64_es_ns,p_ewft_60_64_tot,p_ewft_65_69_e,p_ewft_65_69_om_ie,p_ewft_65_69_om_uie,p_ewft_65_69_cfw,p_ewft_65_69_es_ns,p_ewft_65_69_tot,p_ewft_70_74_e,p_ewft_70_74_om_ie,p_ewft_70_74_om_uie,p_ewft_70_74_cfw,p_ewft_70_74_es_ns,p_ewft_70_74_tot,p_ewft_75ov_e,p_ewft_75ov_om_ie,p_ewft_75ov_om_uie,p_ewft_75ov_cfw,p_ewft_75ov_es_ns,p_ewft_75ov_tot,p_ewft_tot_e,p_ewft_tot_om_ie,p_ewft_tot_om_uie,p_ewft_tot_cfw,p_ewft_tot_es_ns,p_ewft_tot_tot,p_ewpt_15_19_e,p_ewpt_15_19_om_ie,p_ewpt_15_19_om_uie,p_ewpt_15_19_cfw,p_ewpt_15_19_es_ns,p_ewpt_15_19_tot,p_ewpt_20_24_e,p_ewpt_20_24_om_ie,p_ewpt_20_24_om_uie,p_ewpt_20_24_cfw,p_ewpt_20_24_es_ns,p_ewpt_20_24_tot,p_ewpt_25_29_e,p_ewpt_25_29_om_ie,p_ewpt_25_29_om_uie,p_ewpt_25_29_cfw,p_ewpt_25_29_es_ns,p_ewpt_25_29_tot,p_ewpt_30_34_e,p_ewpt_30_34_om_ie,p_ewpt_30_34_om_uie,p_ewpt_30_34_cfw,p_ewpt_30_34_es_ns,p_ewpt_30_34_tot,p_ewpt_35_39_e,p_ewpt_35_39_om_ie,p_ewpt_35_39_om_uie,p_ewpt_35_39_cfw,p_ewpt_35_39_es_ns,p_ewpt_35_39_tot,p_ewpt_40_44_e,p_ewpt_40_44_om_ie,p_ewpt_40_44_om_uie,p_ewpt_40_44_cfw,p_ewpt_40_44_es_ns,p_ewpt_40_44_tot,p_ewpt_45_49_e,p_ewpt_45_49_om_ie,p_ewpt_45_49_om_uie,p_ewpt_45_49_cfw,p_ewpt_45_49_es_ns,p_ewpt_45_49_tot,p_ewpt_50_54_e,p_ewpt_50_54_om_ie,p_ewpt_50_54_om_uie,p_ewpt_50_54_cfw,p_ewpt_50_54_es_ns,p_ewpt_50_54_tot,p_ewpt_55_59_e,p_ewpt_55_59_om_ie,p_ewpt_55_59_om_uie,p_ewpt_55_59_cfw,p_ewpt_55_59_es_ns,p_ewpt_55_59_tot,p_ewpt_60_64_e,p_ewpt_60_64_om_ie,p_ewpt_60_64_om_uie,p_ewpt_60_64_cfw,p_ewpt_60_64_es_ns,p_ewpt_60_64_tot,p_ewpt_65_69_e,p_ewpt_65_69_om_ie,p_ewpt_65_69_om_uie,p_ewpt_65_69_cfw,p_ewpt_65_69_es_ns,p_ewpt_65_69_tot,p_ewpt_70_74_e,p_ewpt_70_74_om_ie,p_ewpt_70_74_om_uie,p_ewpt_70_74_cfw,p_ewpt_70_74_es_ns,p_ewpt_70_74_tot,p_ewpt_75ov_e,p_ewpt_75ov_om_ie,p_ewpt_75ov_om_uie,p_ewpt_75ov_cfw,p_ewpt_75ov_es_ns,p_ewpt_75ov_tot,p_ewpt_tot_e,p_ewpt_tot_om_ie,p_ewpt_tot_om_uie,p_ewpt_tot_cfw,p_ewpt_tot_es_ns,p_ewpt_tot_tot,p_eafw_e,p_eafw_om_ie,p_eafw_om_uie,p_eafw_cfw,p_eafw_es_ns,p_eafw_tot,p_h_ns_e,p_h_ns_om_ie,p_h_ns_om_uie,p_h_ns_cfw,p_h_ns_es_ns,p_h_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
35790,0,32,35,3,0,0,0,36,43,4,0,0,0,51,41,0,0,0,0,41,51,0,0,0,0,52,26,0,0,0,0,26,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,330,11,3,0,0,342,13,0,0,0,0,16,23,0,0,0,0,23,21,0,0,0,0,21,21,0,0,0,0,20,22,0,0,0,0,24,24,0,0,0,0,25,27,0,0,0,0,27,22,0,0,0,0,22,15,0,0,0,0,15,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,212,0,4,3,0,216,17,0,0,0,0,17,9,0,0,0,0,9,567,11,4,3,0,585,Palm Island (S)
35800,0,37,29,3,7,3,0,45,35,0,4,3,3,50,29,8,14,18,0,68,33,8,16,18,0,81,14,4,17,9,0,44,4,7,11,3,0,19,0,4,8,11,0,18,0,0,3,3,0,8,292,36,103,80,3,513,7,0,0,0,0,7,10,0,0,0,0,9,7,0,0,0,0,7,8,0,0,0,0,15,14,0,0,0,0,17,11,0,0,0,0,11,16,0,0,0,0,17,13,0,0,0,4,18,17,0,3,0,0,19,16,0,5,0,0,23,9,0,4,0,0,12,3,0,3,0,0,9,0,0,0,0,0,0,137,5,17,3,3,170,18,3,3,0,0,30,9,3,0,5,3,23,458,44,126,91,14,732,Paroo (S)
36070,0,15,18,0,0,0,0,21,14,0,0,0,0,14,13,0,0,0,0,9,11,0,0,0,0,8,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,8,0,0,119,7,0,0,0,0,7,12,0,0,0,0,12,8,0,0,0,0,8,8,0,0,0,0,5,9,0,0,0,0,9,10,0,0,0,0,10,11,0,0,0,0,13,15,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,91,3,0,0,0,0,3,3,0,0,0,0,3,197,3,7,0,0,216,Pormpuraaw (S)
36150,0,26,20,0,4,8,0,33,28,3,6,7,0,44,28,3,9,3,0,44,25,3,4,6,0,39,14,3,3,3,0,31,8,3,0,3,3,12,0,0,0,5,0,5,0,0,3,0,0,3,244,28,39,44,5,357,0,0,0,0,0,0,10,0,0,0,0,8,6,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,5,10,0,0,0,0,10,13,0,0,0,0,13,9,0,3,0,0,17,9,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,66,5,10,3,0,85,15,0,6,0,0,23,9,0,0,0,0,10,332,34,53,48,10,473,Quilpie (S)
36250,6,2082,1958,419,217,47,18,2653,2065,438,264,42,22,2828,1930,443,294,37,20,2727,1609,441,247,36,17,2348,914,253,166,32,15,1375,259,138,71,13,7,486,46,36,28,9,5,121,20,12,10,13,3,59,16684,2824,1774,281,143,21708,3061,0,17,27,23,3126,1781,11,60,21,9,1886,947,23,88,30,4,1083,986,66,120,20,9,1196,1027,96,155,34,6,1319,1176,127,187,39,8,1541,1200,117,212,39,7,1577,1124,131,188,53,16,1505,1063,142,189,54,10,1463,812,137,209,64,9,1229,378,94,119,31,3,631,152,33,62,26,5,279,38,16,33,10,3,105,13751,993,1635,443,129,16940,1082,62,68,26,21,1271,491,40,40,31,72,661,32005,3917,3511,780,362,40572,Redland (C)
36300,0,46,47,5,6,0,0,62,40,3,0,0,0,48,29,3,0,3,0,40,31,3,9,4,0,46,13,3,3,5,0,30,4,0,3,0,0,10,3,0,0,0,0,4,0,0,0,0,0,3,387,23,44,17,6,482,38,0,0,0,0,38,29,0,0,0,0,29,19,0,0,0,0,23,15,0,0,0,0,20,13,0,3,0,0,16,22,3,3,0,0,27,16,0,0,0,0,15,24,0,3,0,0,26,0,0,0,0,0,4,15,0,0,0,0,17,4,0,0,0,0,6,3,0,0,0,0,4,3,0,0,0,0,3,196,0,16,5,0,225,12,0,0,0,0,8,12,4,0,3,3,19,604,36,60,26,7,732,Richmond (S)
36370,9,2398,2248,162,127,14,22,2573,2382,185,166,37,12,2790,2372,218,175,33,21,2820,2048,173,148,38,25,2426,1067,109,133,28,14,1351,271,45,66,37,3,422,41,14,27,11,0,97,17,12,25,19,0,64,20188,1190,1206,256,144,22982,1925,6,12,15,18,1972,1164,3,25,13,7,1216,883,4,44,8,9,942,966,11,64,10,3,1055,914,24,68,15,6,1031,899,31,68,21,11,1030,907,36,60,18,7,1036,863,22,79,18,3,991,825,39,76,26,8,979,586,37,68,20,8,719,295,15,54,21,3,386,93,16,26,8,3,149,37,3,20,19,3,89,10372,261,655,211,94,11588,1307,33,46,21,29,1432,435,10,32,26,65,575,32295,1496,1937,523,326,36580,Rockhampton (R)
36510,10,646,568,106,96,18,14,801,637,117,114,20,9,896,577,125,123,38,5,868,489,117,130,37,7,782,284,71,116,44,11,526,83,37,81,57,6,263,16,21,40,25,5,101,12,3,30,22,3,67,4851,750,903,288,79,6870,659,4,3,7,10,684,363,0,13,7,3,389,222,3,12,3,3,246,231,15,32,20,3,299,309,23,41,16,3,399,341,31,57,18,7,460,384,35,58,14,7,498,377,33,65,13,8,501,340,36,83,27,5,488,253,29,91,39,3,412,131,25,62,37,3,249,43,20,43,27,3,136,15,11,31,30,3,87,3660,269,591,258,69,4843,287,13,49,17,8,377,161,12,40,26,38,271,8959,1039,1583,590,192,12367,Scenic Rim (R)
36580,6,354,308,35,42,16,7,411,315,45,43,15,3,418,312,50,65,15,9,451,259,48,73,35,8,422,129,35,55,33,3,249,36,18,34,21,5,117,10,6,20,17,0,54,3,0,7,20,0,36,2594,304,463,189,57,3600,223,0,0,8,3,236,148,4,3,9,4,163,125,5,4,3,0,142,151,7,16,6,8,178,143,9,25,8,4,184,144,16,19,12,0,185,177,6,20,10,5,215,174,9,30,11,3,228,163,9,39,13,4,224,138,15,29,15,0,193,62,11,26,10,0,108,24,5,14,11,0,57,6,3,3,9,0,24,1672,100,225,118,31,2145,135,5,30,16,0,192,94,10,18,26,21,164,4485,422,730,343,114,6099,Somerset (R)
36630,7,600,529,53,82,19,13,705,612,83,89,36,10,827,652,71,87,26,13,855,477,66,109,51,6,711,305,46,94,52,9,506,74,20,73,43,8,220,12,10,42,24,0,92,4,5,37,23,9,82,4864,440,772,314,86,6481,472,0,5,11,6,496,282,0,10,6,0,290,244,0,15,14,3,274,253,9,18,9,0,287,295,11,34,14,5,353,317,7,31,18,10,380,319,12,35,8,7,382,328,6,27,5,3,371,331,8,50,11,4,404,233,17,45,16,9,317,109,12,54,35,0,210,29,6,31,15,0,79,18,5,16,19,3,59,3229,97,367,167,49,3915,342,4,33,13,8,402,152,3,16,49,44,266,8594,552,1188,543,187,11060,South Burnett (R)
36660,0,669,642,90,88,23,4,848,724,103,106,25,8,972,741,95,131,38,9,1020,633,101,132,54,12,933,353,56,129,53,16,603,103,47,84,52,4,296,20,18,57,35,8,130,5,6,29,26,3,69,5674,668,937,334,87,7707,641,0,5,14,9,672,323,3,10,4,4,343,259,9,24,6,0,300,280,15,21,7,3,330,302,12,43,8,4,366,393,15,33,12,3,454,367,27,60,20,8,480,381,21,54,22,5,487,357,15,50,16,4,450,357,16,64,30,4,471,134,19,55,38,3,250,49,8,19,21,3,101,22,4,20,35,3,94,3884,169,450,232,51,4788,418,29,22,20,15,502,173,10,33,42,60,311,10149,874,1441,637,211,13305,Southern Downs (R)
36720,38,6481,5860,1141,735,117,43,7902,6275,1254,800,120,57,8505,5698,1233,834,141,57,7969,4585,966,797,112,49,6509,2528,638,491,96,40,3791,635,278,216,87,16,1230,128,93,94,43,4,362,28,25,34,27,0,118,47147,7174,5470,899,411,61103,5996,15,40,36,43,6122,4063,22,98,23,32,4237,2710,56,214,38,22,3042,2686,147,403,110,16,3363,2957,263,458,112,17,3802,3583,282,617,130,24,4638,3394,352,614,121,30,4513,3303,330,641,125,29,4430,2993,324,605,139,43,4107,2290,290,611,139,31,3366,1098,208,386,157,20,1862,348,104,177,87,11,728,103,44,105,62,6,313,35517,2436,4963,1289,313,44517,2832,169,252,73,60,3386,1221,121,153,104,250,1840,86720,9896,10837,2366,1033,110852,Sunshine Coast (R)
36820,4,396,358,50,80,11,7,508,404,64,81,39,8,599,397,72,99,35,12,609,367,66,107,39,0,582,230,56,80,33,8,409,74,12,51,38,3,185,11,16,37,14,0,86,11,4,18,14,0,47,3281,417,675,259,67,4700,418,0,0,0,3,425,171,0,0,0,5,172,189,0,7,4,0,206,183,8,26,12,3,230,192,8,30,5,3,235,236,13,37,15,0,299,268,14,44,13,3,346,267,23,41,15,8,358,267,24,52,12,6,362,267,11,49,24,3,356,116,9,40,15,3,178,42,10,18,24,0,97,19,9,15,14,0,54,2634,137,367,150,39,3328,276,13,33,13,8,347,134,12,14,19,30,196,6328,574,1093,438,141,8571,Tablelands (R)
36910,30,4272,4091,445,295,48,40,4924,4315,544,380,103,30,5374,4156,450,376,115,30,5134,3448,415,443,111,40,4454,2005,311,365,106,32,2812,572,139,218,106,10,1044,93,64,110,62,12,342,30,29,73,60,3,188,36009,3183,2922,835,289,43235,3264,3,18,36,29,3350,2185,14,40,13,11,2266,1545,18,84,31,9,1689,1699,65,137,47,15,1966,1653,86,139,69,9,1959,1783,98,171,51,16,2119,1718,86,188,61,16,2062,1599,97,178,71,13,1947,1546,104,177,65,22,1914,1158,108,214,79,12,1570,633,65,178,65,9,951,243,45,94,63,7,446,74,16,69,54,8,223,19100,807,1680,700,175,22467,2211,72,86,75,39,2492,805,41,73,102,140,1158,58116,4105,4765,1711,645,69344,Toowoomba (R)
36950,0,120,117,7,7,0,0,130,94,3,0,0,0,101,103,7,4,0,0,113,95,4,4,0,0,108,50,6,4,0,0,65,14,0,4,3,0,21,7,0,0,0,0,5,3,0,0,0,0,4,950,41,42,6,7,1041,21,0,0,0,0,19,32,0,0,0,0,37,30,0,0,0,3,37,34,0,3,0,0,35,20,0,0,0,0,28,29,0,0,0,0,35,31,0,0,0,0,35,19,0,0,0,0,21,27,0,5,0,0,32,9,0,0,0,0,17,8,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,273,11,22,0,10,310,56,3,3,3,0,68,68,0,8,0,12,85,1343,56,72,10,21,1503,Torres (S)
36960,0,90,64,0,0,0,0,64,58,0,3,0,0,62,71,0,0,0,0,75,54,0,4,0,0,61,26,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,0,536,11,16,0,0,572,12,0,0,0,0,12,49,0,0,0,0,47,43,0,3,0,0,46,51,0,0,0,0,56,43,0,0,0,0,43,30,0,0,0,0,29,41,0,0,0,0,40,29,0,0,0,0,31,28,0,0,0,0,27,20,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,344,3,8,0,0,354,31,0,3,0,0,35,32,3,3,0,3,38,946,20,31,0,4,1003,Torres Strait Island (R)
37010,20,5505,5377,444,296,45,34,6192,5321,500,357,56,27,6267,4853,461,325,44,36,5716,3840,448,338,54,32,4711,2026,230,214,51,22,2548,591,121,100,29,9,846,101,34,37,15,3,186,29,18,15,13,3,77,46123,2946,2423,390,253,52132,3930,9,19,17,20,3986,3470,10,56,9,12,3562,2033,17,97,11,5,2174,1954,47,161,25,4,2193,1940,79,184,32,6,2247,1979,84,176,54,11,2302,1802,90,203,34,22,2148,1697,79,186,35,17,2015,1487,81,210,42,20,1839,1141,66,207,50,11,1480,541,53,115,41,10,759,184,36,54,22,5,299,82,12,29,19,4,138,22238,674,1700,380,155,25139,2821,69,129,40,40,3103,1064,35,65,43,139,1337,72237,3722,4318,847,586,81713,Townsville (C)
31000,230,59045,53544,4514,2358,276,265,60952,51293,4835,2619,302,268,59319,44912,4326,2502,317,225,52273,34024,3596,2063,240,190,40114,19139,2299,1450,168,134,23197,5508,1173,720,124,74,7599,982,410,270,69,26,1760,268,168,93,32,16,583,422148,29387,17815,2056,1991,473389,24047,67,254,136,123,24626,32297,150,665,113,135,33370,19534,345,1005,166,102,21144,17517,703,1306,285,106,19915,16581,926,1620,295,96,19522,16577,1099,1724,320,90,19808,14731,1109,1712,327,104,17977,12363,962,1409,261,103,15102,11042,900,1276,277,90,13579,8385,933,1273,312,92,10997,4629,795,966,304,71,6771,1564,398,500,206,45,2716,590,231,293,154,26,1294,179864,8604,14004,3160,1179,206811,21385,589,652,200,229,23052,8577,469,537,335,1046,10961,631970,39043,33013,5751,4446,714220,Brisbane (C)
31950,0,4,14,0,0,0,0,11,13,0,0,0,0,14,8,0,0,0,0,8,10,0,0,0,0,14,4,0,0,0,0,5,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,101,3,3,3,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,8,0,0,0,0,10,7,0,0,0,0,12,126,3,3,3,4,148,Burke (S)
32080,21,4728,4501,465,349,44,30,5384,4519,539,390,62,37,5551,4062,506,433,46,45,5093,3256,471,419,53,22,4223,1885,300,254,45,29,2508,586,148,140,43,9,930,110,55,62,21,5,258,33,25,25,24,3,117,35270,3165,2798,412,276,41919,2889,5,7,18,27,2946,1989,10,39,7,8,2051,1623,23,88,18,19,1771,1674,55,140,30,19,1919,1916,61,223,31,20,2246,1915,97,235,59,17,2319,1782,101,215,54,11,2166,1555,108,219,47,20,1950,1435,101,212,40,21,1810,1163,73,209,53,21,1517,580,71,156,43,8,860,203,45,74,32,9,362,59,26,35,25,5,146,18775,781,1856,448,204,22070,2016,75,85,35,47,2257,893,46,90,42,140,1215,56947,4062,4830,940,673,67459,Cairns (R)
32250,0,51,52,7,4,0,0,62,48,7,4,0,4,62,51,12,5,3,0,64,80,3,15,0,0,97,28,4,3,3,0,43,15,3,0,5,0,19,4,3,6,0,0,11,0,0,0,0,0,0,523,45,45,15,16,651,11,0,0,0,0,11,10,0,0,0,0,10,5,0,0,0,0,5,13,0,0,0,0,14,7,0,0,0,0,8,14,0,0,0,0,11,18,0,3,0,0,19,16,4,0,0,3,20,24,0,0,0,0,20,9,0,0,0,0,8,0,0,0,3,0,5,5,0,0,0,0,9,0,0,0,0,0,0,135,8,7,3,3,155,25,4,0,0,0,29,27,0,0,3,0,35,712,58,55,23,23,860,Carpentaria (S)
32260,5,584,517,77,75,24,6,698,619,95,85,34,13,845,660,96,95,30,9,894,576,85,115,40,13,825,391,70,102,36,11,610,131,33,51,34,6,252,27,18,20,25,3,91,9,9,26,21,0,58,5281,603,710,268,73,6936,434,3,0,4,8,453,299,3,8,0,3,309,304,3,9,6,6,329,260,5,23,14,3,303,250,7,24,12,3,300,264,18,27,15,0,324,324,15,28,10,8,388,304,18,35,12,3,376,357,13,59,11,8,452,256,11,62,23,3,357,114,12,30,24,4,179,40,6,11,15,0,76,18,5,19,16,4,62,3221,130,333,159,52,3897,308,13,37,12,11,384,195,8,17,26,47,299,9006,759,1101,465,189,11512,Cassowary Coast (R)
32270,15,1384,1241,100,58,23,17,1431,1164,101,83,36,19,1405,1083,116,100,40,12,1356,784,99,83,43,13,1023,388,48,79,36,3,566,103,22,54,25,3,208,24,21,21,15,0,82,10,4,9,13,0,45,9751,684,666,292,117,11501,453,0,3,3,3,461,299,0,5,5,0,305,253,4,23,3,5,289,358,8,33,20,3,425,337,19,33,13,0,398,297,15,24,12,3,352,270,11,19,8,3,309,248,30,21,5,4,307,208,17,26,23,0,270,126,13,21,19,0,180,59,4,11,5,3,84,26,13,9,10,0,56,5,4,8,13,3,30,2944,138,235,125,37,3475,702,21,21,15,19,776,253,9,16,23,37,342,13647,847,932,456,210,16101,Central Highlands (R) (Qld)
32310,3,258,253,32,25,21,6,346,273,43,24,10,6,362,222,23,32,22,7,302,207,28,40,26,3,307,113,21,21,25,6,186,50,15,17,19,0,100,7,0,11,6,0,26,0,3,5,4,0,16,2076,206,225,163,42,2706,194,0,0,4,7,201,100,0,0,0,0,107,77,0,3,0,0,80,84,0,9,4,3,101,101,6,8,3,0,122,118,7,4,3,3,138,111,3,7,0,0,119,90,0,6,10,0,105,84,7,15,5,0,116,67,7,11,7,0,85,32,3,10,4,0,51,13,3,4,4,0,27,4,7,5,3,3,24,1079,37,90,54,16,1270,156,3,3,11,5,180,78,6,6,6,20,111,3383,249,326,228,81,4273,Charters Towers (R)
33100,0,21,21,3,4,6,0,29,11,4,9,8,0,33,18,7,7,6,0,39,21,3,10,5,0,36,9,3,6,8,0,24,7,0,3,6,0,12,3,0,3,3,0,11,0,0,0,4,0,4,160,27,45,47,3,279,3,0,0,0,0,0,7,0,0,0,0,4,7,0,0,0,0,6,7,0,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,3,0,6,5,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,5,42,3,7,15,0,69,13,0,0,0,0,16,3,0,4,3,0,11,217,33,56,66,4,379,Etheridge (S)
30900,0,6,11,0,0,4,0,13,12,0,0,0,0,13,16,0,0,0,0,22,12,0,0,0,0,17,20,0,3,0,0,22,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,168,11,12,14,0,200,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,9,0,3,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,6,0,35,4,0,3,0,0,6,4,0,0,0,0,9,198,10,18,12,0,240,Boulia (S)
31750,0,30,21,0,0,0,0,21,17,0,0,0,0,22,27,0,0,0,0,32,29,0,3,4,0,36,13,0,7,3,0,25,0,0,5,0,0,8,0,0,0,3,0,3,0,0,0,4,0,4,179,6,21,15,8,235,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,24,13,0,0,4,0,16,5,0,0,6,0,9,220,7,26,21,6,283,Bulloo (S)
31820,3,1743,1732,182,184,52,16,2166,1839,215,219,53,7,2337,1868,219,271,72,19,2442,1609,202,221,56,13,2101,953,136,173,48,13,1318,242,51,77,41,6,411,36,27,32,39,5,135,11,14,29,23,4,78,14894,1302,1521,427,117,18255,1668,3,9,11,18,1703,954,3,10,7,5,982,743,10,27,3,3,794,771,24,48,21,6,875,801,39,71,32,9,949,886,38,89,26,5,1049,932,49,100,23,8,1118,982,43,101,33,7,1170,876,53,128,43,9,1111,684,49,113,46,13,907,303,39,79,40,3,463,100,18,34,37,0,198,34,10,34,28,0,107,9741,390,849,365,92,11442,838,39,66,42,15,998,446,17,45,48,93,651,25928,1744,2477,880,319,31342,Bundaberg (R)
31900,9,425,378,56,63,9,10,508,436,64,69,16,4,582,458,56,77,21,5,619,392,62,72,32,10,557,294,61,59,17,5,432,84,18,33,18,0,153,19,16,20,11,0,73,3,15,13,7,0,39,3649,407,521,138,54,4767,278,0,0,6,6,298,164,0,0,0,3,168,126,0,10,0,0,134,143,4,13,10,0,176,156,11,21,7,0,194,175,8,16,11,0,218,178,16,17,4,0,224,160,15,22,6,0,199,161,15,27,14,6,218,116,14,27,18,3,177,58,10,33,19,4,116,21,7,9,12,3,52,11,4,14,11,0,32,1752,99,197,121,34,2207,197,16,11,11,3,235,120,8,7,19,28,180,5720,531,738,285,117,7394,Burdekin (S)
32330,0,23,31,0,0,0,0,31,24,0,0,0,0,21,14,0,0,0,0,16,36,0,0,0,0,31,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,3,0,0,189,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,13,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,9,16,0,0,0,0,16,7,0,0,0,0,7,9,0,0,0,0,13,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,86,0,3,0,0,85,12,0,0,0,0,12,11,0,0,0,0,11,284,0,4,0,3,291,Cherbourg (S)
32450,0,315,278,11,3,0,4,300,251,13,4,5,3,281,269,18,7,0,0,299,205,20,12,4,0,238,90,13,4,0,4,116,37,4,5,5,0,53,8,4,0,5,0,15,3,3,0,3,0,6,2298,117,43,25,19,2507,27,0,0,0,0,27,21,0,0,0,0,19,25,0,0,0,0,34,46,0,0,3,0,50,25,0,0,0,0,27,22,0,0,0,0,19,16,4,0,0,3,28,19,0,0,0,0,27,26,3,0,0,0,29,21,0,0,0,0,28,5,0,0,0,0,6,4,0,3,0,0,11,0,0,0,0,0,3,258,15,10,9,3,297,153,6,3,0,3,161,46,0,9,0,8,67,2758,136,65,36,32,3022,Cloncurry (S)
32500,3,224,214,16,13,10,3,252,205,8,16,5,3,225,205,5,23,3,3,245,186,16,17,7,3,228,84,7,18,5,0,122,24,4,6,9,0,47,10,0,3,4,0,17,0,0,0,4,0,5,1877,64,137,49,17,2143,41,0,0,0,0,38,30,0,0,0,0,34,40,0,0,0,0,38,39,0,3,5,0,42,49,0,3,0,0,53,48,3,12,3,0,67,48,0,7,0,0,58,48,3,6,0,0,58,47,0,0,0,0,49,45,0,3,3,0,48,16,0,5,0,0,25,7,0,0,3,0,11,4,0,0,0,0,3,452,12,40,17,8,530,109,3,7,3,4,128,60,0,6,8,0,71,2499,80,183,74,34,2868,Cook (S)
32600,0,10,5,0,0,0,0,9,6,0,0,3,0,10,6,0,0,0,0,8,5,0,3,0,0,8,3,0,0,3,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,4,4,12,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,3,7,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,3,0,35,3,0,0,0,0,3,6,0,0,0,0,6,81,4,13,12,3,112,Croydon (S)
37300,4,71,87,12,4,0,3,101,87,11,8,0,0,101,99,10,4,0,0,110,51,3,0,0,0,55,26,3,4,0,0,34,9,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,718,43,27,0,6,798,40,0,0,0,0,40,10,0,0,0,0,17,24,0,0,0,0,28,39,0,0,0,0,37,32,0,0,0,0,32,25,0,5,0,0,31,21,0,3,0,3,23,21,3,0,0,0,29,13,0,0,0,0,14,14,0,3,0,0,16,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,247,6,17,0,3,283,53,0,0,0,0,56,23,0,0,0,3,23,1045,52,42,4,15,1157,Weipa (T)
