lga_code16,m_vietnam_om_uie,m_vietnam_cfw,m_vietnam_es_ns,m_vietnam_tot,m_zimbabwe_e,m_zimbabwe_om_ie,m_zimbabwe_om_uie,m_zimbabwe_cfw,m_zimbabwe_es_ns,m_zimbabwe_tot,m_elsewhere_e,m_elsewhere_om_ie,m_elsewhere_om_uie,m_elsewhere_cfw,m_elsewhere_es_ns,m_elsewhere_tot,m_cob_ns_e,m_cob_ns_om_ie,m_cob_ns_om_uie,m_cob_ns_cfw,m_cob_ns_es_ns,m_cob_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_australia_e,f_australia_om_ie,f_australia_om_uie,f_australia_cfw,f_australia_es_ns,f_australia_tot,f_canada_e,f_canada_om_ie,f_canada_om_uie,f_canada_cfw,f_canada_es_ns,f_canada_tot,f_china_e,f_china_om_ie,f_china_om_uie,f_china_cfw,f_china_es_ns,f_china_tot,f_croatia_e,f_croatia_om_ie,f_croatia_om_uie,f_croatia_cfw,f_croatia_es_ns,f_croatia_tot,f_egypt_e,f_egypt_om_ie,f_egypt_om_uie,f_egypt_cfw,f_egypt_es_ns,f_egypt_tot,f_fiji_e,f_fiji_om_ie,f_fiji_om_uie,f_fiji_cfw,f_fiji_es_ns,f_fiji_tot,f_fyrom_e,f_fyrom_om_ie,f_fyrom_om_uie,f_fyrom_cfw,f_fyrom_es_ns,f_fyrom_tot,f_germany_e,f_germany_om_ie,f_germany_om_uie,f_germany_cfw,f_germany_es_ns,f_germany_tot,f_greece_e,f_greece_om_ie,f_greece_om_uie,f_greece_cfw,f_greece_es_ns,f_greece_tot,f_hongkong_e,f_hongkong_om_ie,f_hongkong_om_uie,f_hongkong_cfw,f_hongkong_es_ns,f_hongkong_tot,f_india_e,f_india_om_ie,f_india_om_uie,f_india_cfw,f_india_es_ns,f_india_tot,f_indonesia_e,f_indonesia_om_ie,f_indonesia_om_uie,f_indonesia_cfw,f_indonesia_es_ns,f_indonesia_tot,f_iran_e,f_iran_om_ie,f_iran_om_uie,f_iran_cfw,f_iran_es_ns,f_iran_tot,f_iraq_e,f_iraq_om_ie,f_iraq_om_uie,f_iraq_cfw,f_iraq_es_ns,f_iraq_tot,f_ireland_e,f_ireland_om_ie,f_ireland_om_uie,f_ireland_cfw,f_ireland_es_ns,f_ireland_tot,f_italy_e,f_italy_om_ie,f_italy_om_uie,f_italy_cfw,f_italy_es_ns,f_italy_tot,f_japan_e,f_japan_om_ie,f_japan_om_uie,f_japan_cfw,f_japan_es_ns,f_japan_tot,f_koreasouth_e,f_koreasouth_om_ie,f_koreasouth_om_uie,f_koreasouth_cfw,f_koreasouth_es_ns,f_koreasouth_tot,f_lebanon_e,f_lebanon_om_ie,f_lebanon_om_uie,f_lebanon_cfw,f_lebanon_es_ns,f_lebanon_tot,f_malaysia_e,f_malaysia_om_ie,f_malaysia_om_uie,f_malaysia_cfw,f_malaysia_es_ns,f_malaysia_tot,f_malta_e,f_malta_om_ie,f_malta_om_uie,f_malta_cfw,f_malta_es_ns,f_malta_tot,f_netherlands_e,f_netherlands_om_ie,f_netherlands_om_uie,f_netherlands_cfw,f_netherlands_es_ns,f_netherlands_tot,f_nz_e,f_nz_om_ie,f_nz_om_uie,f_nz_cfw,f_nz_es_ns,f_nz_tot,f_pakistan_e,f_pakistan_om_ie,f_pakistan_om_uie,f_pakistan_cfw,f_pakistan_es_ns,f_pakistan_tot,f_philippines_e,f_philippines_om_ie,f_philippines_om_uie,f_philippines_cfw,f_philippines_es_ns,f_philippines_tot,f_poland_e,f_poland_om_ie,f_poland_om_uie,f_poland_cfw,f_poland_es_ns,f_poland_tot,f_singapore_e,f_singapore_om_ie,f_singapore_om_uie,f_singapore_cfw,f_singapore_es_ns,f_singapore_tot,f_sthafrica_e,f_sthafrica_om_ie,f_sthafrica_om_uie,f_sthafrica_cfw,f_sthafrica_es_ns,f_sthafrica_tot,f_srilanka_e,f_srilanka_om_ie,f_srilanka_om_uie,f_srilanka_cfw,lga_name16
53360,0,0,0,0,4,0,0,0,0,4,18,0,3,0,0,21,8,9,4,0,0,25,573,71,65,13,11,741,391,45,33,7,10,484,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,21,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,Exmouth (S)
53430,19,0,0,64,48,5,5,0,0,59,695,44,62,8,10,821,97,7,13,0,7,126,10454,1152,1067,163,122,12949,6240,310,455,100,39,7147,50,3,3,0,0,57,164,12,11,7,0,191,44,0,4,3,0,47,10,0,0,0,0,7,5,0,0,0,0,5,10,0,0,0,0,10,67,10,8,0,0,84,3,0,3,0,0,8,38,3,6,0,0,50,180,7,14,3,0,202,60,5,5,0,0,69,23,0,0,3,0,24,4,0,0,0,0,6,93,0,8,0,0,101,108,12,11,5,0,126,39,3,8,0,0,44,30,3,7,3,0,44,4,0,0,0,0,3,178,3,12,0,0,192,6,0,0,0,0,6,26,4,7,0,0,32,393,18,18,0,0,434,3,0,0,0,0,3,223,0,3,0,3,227,28,4,4,0,0,40,100,4,0,0,0,115,167,10,7,7,3,192,32,0,3,0,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,5,3,0,0,13,197,68,71,24,9,377,130,24,29,24,3,207,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Gnowangerup (S)
54280,0,0,0,12,105,0,0,0,0,109,213,14,9,3,3,248,88,9,5,0,8,107,7457,455,274,61,73,8321,3938,159,172,49,24,4338,16,0,0,0,0,14,23,0,5,0,0,28,3,0,0,0,0,5,0,0,0,0,0,0,24,0,0,0,0,27,0,0,0,0,0,0,17,3,0,0,0,21,0,0,0,0,0,0,8,0,0,0,0,8,67,0,0,0,3,67,16,0,0,0,0,19,5,0,0,0,0,12,3,0,0,0,0,3,35,0,3,0,0,39,8,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,653,11,14,4,9,693,0,0,0,0,0,0,210,0,3,0,3,216,8,0,0,0,0,6,10,0,0,0,0,10,169,0,4,0,0,179,13,0,0,0,Kalgoorlie/Boulder (C)
54310,0,0,0,18,52,0,0,0,0,54,250,9,0,0,0,264,127,0,3,0,11,144,8166,278,114,14,70,8646,2746,82,95,35,36,2996,10,0,0,0,0,15,31,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,10,0,0,0,0,10,17,0,3,0,0,21,3,0,0,0,0,0,3,0,0,0,0,9,54,0,5,0,0,58,17,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,41,4,0,0,0,0,7,4,0,0,0,0,12,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,326,6,13,5,4,346,4,0,0,0,0,4,154,4,3,0,0,161,4,0,0,0,0,4,10,0,0,0,0,10,62,3,3,0,3,69,6,0,0,0,Karratha (C)
53800,7,0,0,20,29,3,0,0,0,28,116,12,13,3,0,146,65,3,16,4,7,92,6121,614,640,147,74,7598,5576,242,348,141,55,6360,23,0,3,0,0,22,11,0,3,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,27,0,4,0,0,33,0,0,0,0,0,3,0,0,0,0,0,3,53,3,3,0,0,59,15,0,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,32,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,23,0,0,0,0,0,0,19,0,0,0,0,23,180,3,10,5,0,204,7,0,0,0,0,7,149,4,3,0,0,160,7,0,0,0,0,7,13,0,0,0,0,13,154,6,10,3,0,174,3,0,3,0,Greater Geraldton (C)
53920,0,0,0,0,8,0,0,0,0,8,15,0,0,0,0,19,8,0,0,0,0,8,435,19,16,3,10,474,310,7,8,0,5,329,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Halls Creek (S)
53990,0,0,0,0,15,3,3,0,0,20,87,4,5,0,0,98,48,5,3,7,3,64,2850,204,376,114,47,3603,1865,82,193,79,17,2236,4,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,4,0,3,3,0,14,5,0,0,0,0,6,13,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,8,0,7,0,0,10,126,7,10,3,0,137,0,0,0,0,0,0,76,0,0,0,3,80,3,0,0,0,0,3,0,0,0,0,0,0,42,0,3,0,0,51,0,0,0,0,Harvey (S)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,75,39,50,18,4,187,96,5,13,11,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goomalling (S)
53780,25,3,0,76,42,12,3,0,0,57,629,94,118,15,18,865,103,12,18,4,3,146,9643,1213,1495,186,130,12662,5839,229,384,117,52,6626,24,0,3,0,0,24,147,20,28,16,3,211,10,0,0,0,0,10,5,0,0,0,0,11,11,0,0,0,0,11,0,3,0,0,0,3,24,4,3,0,0,37,0,0,0,0,0,3,16,3,3,0,0,24,393,11,34,10,0,449,75,15,13,3,0,108,19,0,0,0,0,24,20,3,4,0,0,27,51,4,5,0,0,59,18,7,3,3,0,27,15,0,3,0,0,16,23,11,5,3,0,44,4,0,0,0,0,4,268,17,36,8,0,321,7,0,0,0,0,4,37,0,3,0,0,48,386,16,22,14,3,433,27,6,7,0,0,39,230,3,13,5,3,255,15,0,9,0,0,24,109,7,13,0,0,138,222,10,16,5,0,249,62,6,9,5,Gosnells (C)
54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,20,312,61,76,26,14,500,312,33,49,30,9,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,138,40,104,44,12,335,106,19,41,27,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerramungup (S)
54170,33,10,0,135,142,29,19,3,0,201,660,92,127,23,10,908,121,14,22,3,16,175,12567,2050,2428,262,154,17455,13626,573,959,189,75,15423,91,6,12,0,0,106,146,17,18,15,3,203,22,0,3,0,0,29,29,3,5,0,0,37,7,0,0,0,0,6,47,3,0,0,0,50,103,3,24,3,3,132,13,3,3,0,0,15,58,3,7,0,0,66,463,13,12,12,0,505,69,3,5,3,0,79,45,10,5,0,0,60,10,0,0,0,0,10,417,21,23,0,4,466,75,6,12,3,3,88,50,3,9,0,0,64,45,0,3,0,0,46,3,0,0,0,0,9,196,20,19,0,0,230,7,0,0,0,0,9,45,6,9,3,0,58,920,29,53,19,12,1029,21,0,0,0,0,20,244,3,7,3,0,256,66,11,18,5,0,104,133,6,16,3,3,159,985,68,120,22,3,1199,34,0,0,0,Joondalup (C)
54200,14,3,3,63,37,3,0,0,0,47,304,25,40,4,4,385,65,7,12,0,0,86,6083,770,852,120,73,7903,3608,225,349,95,30,4313,6,3,0,0,0,12,37,9,8,0,0,58,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,4,30,0,3,0,0,34,0,0,0,0,0,0,9,0,3,0,0,10,93,4,9,3,3,108,16,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,64,4,5,3,0,72,25,3,3,3,0,36,6,0,4,0,0,9,0,0,3,0,0,6,3,0,0,0,0,3,46,3,8,0,0,57,0,0,0,0,0,0,22,3,6,0,0,30,259,17,19,4,0,300,4,0,0,0,0,4,91,3,7,0,0,98,13,0,0,0,0,9,34,4,0,0,0,38,75,7,13,0,0,98,17,0,0,0,Kalamunda (S)
54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,85,41,68,37,4,234,54,13,40,20,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kulin (S)
54830,3,0,0,29,46,3,3,0,0,47,286,13,18,3,3,321,90,7,5,0,4,104,7369,371,388,53,64,8245,2387,77,149,37,15,2656,12,0,0,0,0,12,118,11,3,0,0,130,15,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,17,3,3,0,0,21,0,0,0,0,0,0,13,0,0,0,0,14,65,3,13,3,0,84,14,0,0,0,0,14,5,0,0,0,0,9,0,0,0,0,0,0,21,0,0,0,0,21,8,0,0,0,0,14,4,0,0,0,0,6,3,3,0,0,0,7,0,0,0,0,0,0,30,3,3,0,0,38,0,0,0,0,0,0,13,0,0,0,0,13,225,7,19,3,0,258,0,0,0,0,0,0,70,0,0,0,0,76,6,0,0,0,0,6,18,0,0,0,0,17,90,0,0,0,0,96,15,0,3,0,Kwinana (C)
54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,16,213,61,125,42,11,452,141,22,37,45,0,247,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Grace (S)
56620,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,159,0,3,0,0,163,137,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ngaanyatjarraku (S)
54340,0,0,0,0,0,0,0,0,0,0,123,0,3,0,3,128,14,0,7,0,0,24,724,71,105,32,13,945,539,24,50,23,6,639,3,0,0,0,0,3,10,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,3,12,0,0,0,0,15,0,0,0,0,Katanning (S)
54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,119,13,53,16,3,210,127,4,20,13,3,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kellerberrin (S)
54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,26,55,28,5,177,40,12,17,14,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kent (S)
54550,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,4,0,9,220,61,132,79,7,505,222,18,66,43,3,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Kojonup (S)
55320,19,0,0,78,84,12,7,0,0,100,807,90,66,11,12,976,103,13,17,0,10,139,12141,1686,1445,245,132,15646,12683,550,743,150,69,14195,85,6,12,0,3,106,330,29,19,20,0,399,60,3,10,0,0,71,8,0,0,0,0,8,13,0,0,0,0,13,5,0,0,0,0,6,111,4,15,4,0,130,3,0,0,0,0,3,93,6,10,0,0,108,675,25,21,0,7,727,243,17,22,9,0,286,90,4,3,0,0,101,11,0,0,0,0,13,200,3,9,3,0,214,102,8,3,3,0,115,68,4,11,0,0,82,97,16,10,4,0,135,10,0,0,0,0,13,599,40,41,13,3,700,6,0,0,0,0,6,48,0,10,0,0,61,664,22,27,4,3,728,25,0,0,0,0,28,526,3,6,0,7,538,48,4,5,0,0,62,304,16,15,6,0,348,481,17,24,7,0,533,112,3,8,0,Melville (C)
54620,0,0,0,0,9,0,0,0,0,10,11,0,0,0,0,11,3,0,0,0,0,5,322,55,47,35,3,463,115,22,23,20,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,Kondinin (S)
54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,18,32,10,3,108,33,5,16,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Koorda (S)
54970,0,0,0,3,24,0,0,0,0,24,70,0,0,0,0,70,10,0,0,0,0,10,1996,21,6,0,14,2041,224,0,0,3,0,231,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,Laverton (S)
56730,0,3,0,3,15,0,0,0,0,15,38,0,4,0,0,45,33,4,6,0,3,48,1663,154,204,69,37,2127,1459,55,105,46,21,1679,4,0,0,0,0,3,5,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,66,0,3,0,3,77,3,0,0,0,0,3,36,0,0,0,0,31,3,0,0,0,0,3,6,0,0,0,0,5,20,0,0,0,0,22,0,0,0,0,Northam (S)
55040,0,0,0,3,18,0,0,0,0,18,58,0,0,0,0,57,15,0,0,0,0,19,1795,27,22,3,6,1853,246,6,6,0,3,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,65,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Leonora (S)
