lga_code16,ciii_iv_1000_1249_mng,ciii_iv_1000_1249_pro,ciii_iv_1000_1249_tectw,ciii_iv_1000_1249_copsw,ciii_iv_1000_1249_claw,ciii_iv_1000_1249_swks,ciii_iv_1000_1249_maopdv,ciii_iv_1000_1249_lab,ciii_iv_1000_1249_idns,ciii_iv_1000_1249_tot,ciii_iv_1250_1499_mng,ciii_iv_1250_1499_pro,ciii_iv_1250_1499_tectw,ciii_iv_1250_1499_copsw,ciii_iv_1250_1499_claw,ciii_iv_1250_1499_swks,ciii_iv_1250_1499_maopdv,ciii_iv_1250_1499_lab,ciii_iv_1250_1499_idns,ciii_iv_1250_1499_tot,ciii_iv_1500_1749_mng,ciii_iv_1500_1749_pro,ciii_iv_1500_1749_tectw,ciii_iv_1500_1749_copsw,ciii_iv_1500_1749_claw,ciii_iv_1500_1749_swks,ciii_iv_1500_1749_maopdv,ciii_iv_1500_1749_lab,ciii_iv_1500_1749_idns,ciii_iv_1500_1749_tot,ciii_iv_1750_1999_mng,ciii_iv_1750_1999_pro,ciii_iv_1750_1999_tectw,ciii_iv_1750_1999_copsw,ciii_iv_1750_1999_claw,ciii_iv_1750_1999_swks,ciii_iv_1750_1999_maopdv,ciii_iv_1750_1999_lab,ciii_iv_1750_1999_idns,ciii_iv_1750_1999_tot,ciii_iv_2000_2999_mng,ciii_iv_2000_2999_pro,ciii_iv_2000_2999_tectw,ciii_iv_2000_2999_copsw,ciii_iv_2000_2999_claw,ciii_iv_2000_2999_swks,ciii_iv_2000_2999_maopdv,ciii_iv_2000_2999_lab,ciii_iv_2000_2999_idns,ciii_iv_2000_2999_tot,ciii_iv_3000mo_mng,ciii_iv_3000mo_pro,ciii_iv_3000mo_tectw,ciii_iv_3000mo_copsw,ciii_iv_3000mo_claw,ciii_iv_3000mo_swks,ciii_iv_3000mo_maopdv,ciii_iv_3000mo_lab,ciii_iv_3000mo_idns,ciii_iv_3000mo_tot,ciii_iv_pins_mng,ciii_iv_pins_pro,ciii_iv_pins_tectw,ciii_iv_pins_copsw,ciii_iv_pins_claw,ciii_iv_pins_swks,ciii_iv_pins_maopdv,ciii_iv_pins_lab,ciii_iv_pins_idns,ciii_iv_pins_tot,ciii_iv_tot_mng,ciii_iv_tot_pro,ciii_iv_tot_tectw,ciii_iv_tot_copsw,ciii_iv_tot_claw,ciii_iv_tot_swks,ciii_iv_tot_maopdv,ciii_iv_tot_lab,ciii_iv_tot_idns,ciii_iv_tot_tot,ci_ii_nni_mng,ci_ii_nni_pro,ci_ii_nni_tectw,ci_ii_nni_copsw,ci_ii_nni_claw,ci_ii_nni_swks,ci_ii_nni_maopdv,ci_ii_nni_lab,ci_ii_nni_idns,ci_ii_nni_tot,ci_ii_1_149_mng,ci_ii_1_149_pro,ci_ii_1_149_tectw,ci_ii_1_149_copsw,ci_ii_1_149_claw,ci_ii_1_149_swks,ci_ii_1_149_maopdv,ci_ii_1_149_lab,ci_ii_1_149_idns,ci_ii_1_149_tot,ci_ii_150_299_mng,ci_ii_150_299_pro,ci_ii_150_299_tectw,ci_ii_150_299_copsw,ci_ii_150_299_claw,ci_ii_150_299_swks,ci_ii_150_299_maopdv,ci_ii_150_299_lab,ci_ii_150_299_idns,ci_ii_150_299_tot,ci_ii_300_399_mng,ci_ii_300_399_pro,ci_ii_300_399_tectw,ci_ii_300_399_copsw,ci_ii_300_399_claw,ci_ii_300_399_swks,ci_ii_300_399_maopdv,ci_ii_300_399_lab,ci_ii_300_399_idns,ci_ii_300_399_tot,ci_ii_400_499_mng,ci_ii_400_499_pro,ci_ii_400_499_tectw,ci_ii_400_499_copsw,ci_ii_400_499_claw,ci_ii_400_499_swks,ci_ii_400_499_maopdv,ci_ii_400_499_lab,ci_ii_400_499_idns,ci_ii_400_499_tot,ci_ii_500_649_mng,ci_ii_500_649_pro,ci_ii_500_649_tectw,ci_ii_500_649_copsw,ci_ii_500_649_claw,ci_ii_500_649_swks,ci_ii_500_649_maopdv,ci_ii_500_649_lab,ci_ii_500_649_idns,ci_ii_500_649_tot,ci_ii_650_799_mng,ci_ii_650_799_pro,ci_ii_650_799_tectw,ci_ii_650_799_copsw,ci_ii_650_799_claw,ci_ii_650_799_swks,ci_ii_650_799_maopdv,ci_ii_650_799_lab,ci_ii_650_799_idns,ci_ii_650_799_tot,ci_ii_800_999_mng,ci_ii_800_999_pro,ci_ii_800_999_tectw,ci_ii_800_999_copsw,ci_ii_800_999_claw,ci_ii_800_999_swks,ci_ii_800_999_maopdv,ci_ii_800_999_lab,ci_ii_800_999_idns,ci_ii_800_999_tot,ci_ii_1000_1249_mng,ci_ii_1000_1249_pro,ci_ii_1000_1249_tectw,ci_ii_1000_1249_copsw,ci_ii_1000_1249_claw,ci_ii_1000_1249_swks,ci_ii_1000_1249_maopdv,ci_ii_1000_1249_lab,ci_ii_1000_1249_idns,ci_ii_1000_1249_tot,ci_ii_1250_1499_mng,ci_ii_1250_1499_pro,ci_ii_1250_1499_tectw,ci_ii_1250_1499_copsw,ci_ii_1250_1499_claw,ci_ii_1250_1499_swks,ci_ii_1250_1499_maopdv,ci_ii_1250_1499_lab,ci_ii_1250_1499_idns,ci_ii_1250_1499_tot,ci_ii_1500_1749_mng,ci_ii_1500_1749_pro,ci_ii_1500_1749_tectw,ci_ii_1500_1749_copsw,ci_ii_1500_1749_claw,ci_ii_1500_1749_swks,ci_ii_1500_1749_maopdv,ci_ii_1500_1749_lab,ci_ii_1500_1749_idns,ci_ii_1500_1749_tot,ci_ii_1750_1999_mng,ci_ii_1750_1999_pro,ci_ii_1750_1999_tectw,ci_ii_1750_1999_copsw,ci_ii_1750_1999_claw,ci_ii_1750_1999_swks,ci_ii_1750_1999_maopdv,ci_ii_1750_1999_lab,ci_ii_1750_1999_idns,ci_ii_1750_1999_tot,lga_name16
33360,66,31,360,64,106,25,92,74,7,835,54,45,352,29,74,9,141,66,11,785,46,28,389,15,41,11,149,46,6,747,47,44,446,4,32,3,164,55,13,812,125,61,1056,7,55,4,285,130,24,1747,84,24,553,5,26,3,86,72,14,868,9,4,43,11,5,4,19,7,11,108,631,313,3861,718,735,362,1054,747,122,8540,3,0,0,3,0,3,0,3,0,13,6,3,5,6,0,21,0,15,0,53,0,0,0,3,0,16,0,15,0,32,0,3,0,0,3,3,0,5,0,23,0,0,3,4,3,9,3,8,0,31,3,0,3,10,14,17,3,16,0,58,3,0,8,7,3,10,0,4,0,29,4,4,3,6,11,7,3,12,0,56,5,0,3,4,8,4,8,11,0,43,5,3,5,5,0,0,3,6,0,26,0,3,3,0,0,0,3,0,0,12,4,4,0,0,3,0,3,3,0,18,Gladstone (R)
33430,984,373,3834,691,1079,529,627,649,102,8865,745,265,2542,261,583,308,334,334,71,5445,702,252,1694,135,311,186,233,260,42,3824,423,120,1021,62,117,127,154,167,14,2207,680,126,946,38,133,155,113,143,34,2375,364,47,194,27,43,74,26,27,18,826,90,25,296,76,52,62,38,63,77,782,5769,2422,17878,6787,5971,4643,3189,4821,726,52197,4,0,0,3,4,3,0,5,0,16,7,4,11,27,16,57,4,36,3,153,3,0,15,46,25,50,3,46,3,192,9,9,13,49,20,44,7,40,0,192,5,7,21,43,27,68,4,42,0,222,21,15,27,71,65,92,17,66,3,384,28,20,53,80,112,78,37,72,12,508,43,19,53,55,109,66,37,63,10,454,39,21,25,43,77,45,20,36,4,305,23,18,17,17,44,20,6,10,3,157,13,9,11,7,29,5,7,7,0,85,11,9,9,0,6,8,6,3,0,51,Gold Coast (C)
33610,31,8,86,7,17,8,22,18,5,199,20,4,56,6,9,8,21,14,0,127,19,7,30,0,0,3,7,4,0,68,11,0,18,0,0,0,0,3,0,30,10,0,13,0,0,0,6,0,0,26,3,0,5,0,0,3,0,3,0,12,4,0,5,5,0,0,0,0,0,15,176,33,348,119,91,60,89,116,5,1047,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,12,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,5,0,13,5,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Goondiwindi (R)
33620,52,24,196,50,75,41,75,56,6,587,48,16,131,14,33,5,52,33,3,334,39,14,85,10,10,8,35,15,0,217,20,3,57,8,3,8,24,19,0,137,35,3,57,0,4,5,14,9,3,138,11,3,13,0,0,3,0,3,0,38,10,0,18,4,4,7,3,3,8,59,475,158,1303,597,413,350,335,494,59,4188,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,3,0,18,0,3,0,0,3,8,4,11,0,37,6,0,0,8,3,0,0,8,0,28,4,0,3,0,4,10,3,6,0,39,3,3,3,8,18,14,0,11,0,55,4,0,6,7,7,11,3,11,0,52,6,0,0,7,7,3,4,9,0,39,0,0,0,3,12,3,6,4,0,29,0,0,0,6,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,Gympie (R)
33800,21,9,71,17,16,3,40,22,0,212,23,3,66,6,3,0,26,13,0,142,16,0,51,3,9,0,14,18,0,108,8,3,31,0,0,0,6,3,0,50,11,0,11,4,0,3,0,3,0,37,4,0,0,0,0,0,0,0,0,3,5,0,13,3,0,0,0,3,0,21,168,45,431,163,90,50,149,138,16,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,9,0,0,3,4,0,0,0,0,0,8,0,4,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hinchinbrook (S)
33830,0,0,9,3,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,0,0,12,0,0,8,0,0,0,3,0,0,14,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,9,9,44,16,14,3,26,12,8,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hope Vale (S)
33960,188,100,1022,291,333,84,281,244,35,2574,196,78,861,190,159,45,166,101,30,1831,161,77,674,109,89,38,114,61,22,1349,116,59,354,29,41,23,63,39,8,724,167,45,293,25,22,26,31,15,10,641,40,10,41,4,0,3,3,9,4,121,21,0,51,34,11,14,21,16,17,181,1263,599,5017,2580,1542,997,1219,1431,236,14884,0,0,0,0,0,0,0,0,0,5,0,0,3,11,0,25,0,16,0,66,3,3,4,16,3,29,5,23,0,86,3,0,7,17,7,22,4,19,0,71,0,0,0,14,8,26,3,14,0,71,7,4,15,22,21,29,4,27,0,128,13,4,11,28,35,25,15,23,0,154,13,10,17,18,35,14,10,34,0,151,16,10,7,22,40,3,16,14,0,123,3,0,3,6,14,3,13,4,0,47,6,3,0,0,4,3,3,3,0,24,3,0,3,0,0,3,0,0,0,13,Ipswich (C)
33980,28,8,187,19,47,3,130,60,4,487,26,10,241,12,36,3,204,30,10,572,25,14,372,9,20,0,319,31,7,799,19,19,415,14,22,0,413,19,7,930,56,46,1577,5,31,6,968,35,17,2742,92,41,873,0,13,3,331,8,15,1377,3,5,51,3,3,0,38,7,15,129,327,165,3971,184,281,84,2489,350,81,7929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,17,4,0,0,3,4,3,0,6,0,23,3,0,4,3,3,3,4,8,0,31,0,0,0,3,8,0,0,4,0,17,3,0,0,0,4,0,7,9,0,16,0,0,0,0,0,0,14,3,0,23,0,0,3,0,0,0,21,3,0,29,Isaac (R)
34420,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,23,13,6,4,3,3,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34530,40,7,149,36,45,7,17,29,8,342,38,8,79,32,20,3,24,23,0,225,20,5,77,27,10,3,14,6,3,163,18,5,42,3,6,3,10,8,3,99,15,4,34,6,0,3,9,0,0,74,7,0,15,0,0,3,0,0,0,23,3,0,11,0,3,0,3,3,3,28,244,70,783,360,234,134,115,250,21,2204,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,11,0,0,0,0,3,3,0,0,0,14,0,0,3,3,3,6,0,0,0,13,0,0,3,3,5,5,0,0,0,19,3,0,0,6,3,4,0,3,0,18,0,0,6,10,3,3,0,4,0,27,0,0,3,0,0,3,0,6,0,20,5,0,0,5,5,0,3,3,0,18,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,0,4,0,0,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,51,19,155,30,54,10,44,58,4,417,31,13,72,36,18,8,27,12,0,228,34,11,59,20,3,10,21,10,0,162,16,3,22,5,0,0,14,0,4,69,13,0,27,3,0,4,6,0,0,61,12,0,6,0,0,0,0,0,0,25,6,0,12,3,4,0,0,3,3,33,303,100,706,377,222,144,217,320,27,2414,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,9,0,3,0,19,0,0,0,0,0,9,0,5,0,25,0,0,0,3,0,0,0,3,0,8,0,0,0,3,0,6,0,5,0,15,3,0,0,8,3,7,0,4,0,29,0,0,3,3,5,5,0,8,0,29,7,0,0,3,9,0,3,15,0,34,0,0,3,0,0,0,4,3,0,14,3,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,Lockyer Valley (R)
34590,375,157,1403,278,488,223,331,279,39,3567,294,106,995,121,222,125,182,171,27,2236,295,88,652,55,130,70,100,112,15,1503,155,37,376,25,54,31,54,44,11,780,261,54,313,21,46,39,43,41,10,833,134,12,67,6,14,22,15,13,7,277,39,5,122,41,30,13,20,39,40,352,2178,859,6779,3051,2373,1794,1594,2096,267,20999,0,0,0,0,3,3,0,7,0,19,0,0,5,12,6,35,0,21,0,83,0,0,3,17,7,36,3,20,0,99,3,0,4,16,11,34,3,11,0,92,0,3,11,27,20,22,0,20,0,107,6,4,20,35,31,45,3,34,0,186,9,3,26,26,32,42,31,44,4,211,20,11,9,26,47,27,22,31,0,193,22,10,14,15,45,12,8,19,0,145,14,6,6,7,17,6,8,9,4,80,7,3,10,4,10,3,3,3,0,32,0,3,0,3,0,0,0,0,0,13,Logan (C)
41010,18,8,15,3,11,3,4,6,0,74,6,4,10,3,6,0,3,0,3,38,11,0,9,0,7,0,3,4,0,34,0,0,7,0,0,0,3,0,0,14,0,0,6,3,0,0,3,0,0,16,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,58,20,80,45,35,19,23,36,10,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ceduna (DC)
41060,143,78,716,130,148,87,107,104,19,1540,126,62,438,41,78,50,49,29,11,886,125,34,296,28,40,31,18,23,3,600,84,17,109,9,15,12,22,8,3,284,111,30,97,18,13,13,18,6,0,314,48,7,13,0,6,7,3,3,3,93,14,3,37,15,6,3,3,6,7,92,925,397,3333,1186,833,626,560,660,107,8635,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,16,0,4,0,29,0,0,0,3,4,13,0,10,0,34,0,5,3,8,3,6,3,3,0,25,0,0,7,4,3,15,4,9,0,41,3,0,4,14,10,10,0,18,0,61,6,4,14,8,21,21,9,17,3,102,5,0,4,18,33,12,12,9,0,96,0,5,0,6,13,4,4,9,0,44,7,3,7,0,10,3,0,3,0,34,0,4,0,0,3,0,0,0,0,8,3,0,3,0,0,3,3,0,0,16,Charles Sturt (C)
37400,0,0,7,3,6,0,3,3,0,17,3,0,8,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,40,14,13,4,6,20,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winton (S)
37550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,3,3,0,7,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woorabinda (S)
41190,6,0,16,3,3,0,7,4,3,41,4,0,3,0,0,0,0,0,0,14,6,0,0,0,3,0,0,3,0,16,0,0,3,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,57,3,58,24,19,7,21,26,9,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cleve (DC)
41750,8,0,0,3,0,0,0,3,0,18,3,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,0,12,10,10,3,3,17,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elliston (DC)
37570,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,7,5,8,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,0,0,3,4,0,0,0,0,0,7,3,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,31,17,0,3,13,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yarrabah (S)
41960,3,0,0,0,0,0,3,0,0,14,4,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,31,5,26,19,11,8,11,10,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Franklin Harbour (DC)
40070,218,247,591,276,1081,130,41,78,44,2702,179,271,439,130,603,49,27,44,40,1776,190,248,284,115,277,33,51,29,34,1259,116,128,165,77,107,23,19,12,13,653,207,128,185,83,85,29,19,15,17,764,80,37,60,8,5,17,3,4,3,222,16,11,37,17,45,5,5,8,22,165,1353,1440,2940,1942,4119,938,274,724,269,14003,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,3,0,3,0,17,0,0,3,17,7,12,0,11,0,51,0,3,4,18,17,18,0,6,0,73,3,6,0,31,29,11,4,25,0,107,3,5,7,23,46,13,0,20,3,132,18,11,8,36,79,24,4,22,0,200,15,17,15,45,110,25,6,9,5,244,24,23,9,28,133,19,4,4,4,242,20,23,10,11,54,3,0,6,0,124,11,26,3,10,27,6,3,0,0,88,7,7,4,0,3,3,0,0,0,27,Adelaide (C)
40120,45,6,144,27,26,10,30,26,3,320,39,4,98,20,18,0,14,5,3,202,20,4,49,7,10,7,12,3,0,110,20,0,29,0,0,0,0,3,0,62,13,0,16,6,0,3,0,0,0,40,13,3,8,0,0,0,0,0,0,18,3,0,11,3,0,0,0,0,0,24,268,84,750,265,154,104,145,225,17,2009,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,7,3,0,0,3,0,3,0,0,0,17,0,0,0,3,0,9,0,0,0,10,0,0,0,4,0,4,0,7,0,14,0,0,0,3,3,0,0,10,0,16,3,0,0,0,0,3,0,5,0,19,0,0,3,4,3,4,3,3,0,22,4,0,0,3,3,0,3,0,0,8,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Adelaide Hills (DC)
40220,38,13,106,25,22,10,11,22,0,252,32,7,37,4,11,3,13,13,4,118,8,5,21,0,7,3,3,0,0,51,9,0,13,0,0,0,0,0,0,34,13,3,10,0,0,0,0,0,0,29,7,0,0,0,0,3,0,0,0,11,4,0,16,3,0,3,0,3,0,28,247,58,507,314,137,130,86,178,23,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,11,0,0,0,3,3,0,0,4,0,13,4,0,3,0,8,3,0,3,0,24,0,0,0,4,3,7,0,7,0,25,0,0,0,0,0,0,3,3,0,10,0,0,3,3,0,0,0,3,0,16,3,0,3,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,Alexandrina (DC)
41330,6,0,11,0,3,5,0,3,0,24,7,0,4,3,0,3,0,0,0,18,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,14,0,0,5,0,0,0,3,0,0,14,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,0,46,21,13,10,16,20,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coober Pedy (DC)
