lga_code16,m_ewft_15_19_e,m_ewft_15_19_om_ie,m_ewft_15_19_om_uie,m_ewft_15_19_cfw,m_ewft_15_19_es_ns,m_ewft_15_19_tot,m_ewft_20_24_e,m_ewft_20_24_om_ie,m_ewft_20_24_om_uie,m_ewft_20_24_cfw,m_ewft_20_24_es_ns,m_ewft_20_24_tot,m_ewft_25_29_e,m_ewft_25_29_om_ie,m_ewft_25_29_om_uie,m_ewft_25_29_cfw,m_ewft_25_29_es_ns,m_ewft_25_29_tot,m_ewft_30_34_e,m_ewft_30_34_om_ie,m_ewft_30_34_om_uie,m_ewft_30_34_cfw,m_ewft_30_34_es_ns,m_ewft_30_34_tot,m_ewft_35_39_e,m_ewft_35_39_om_ie,m_ewft_35_39_om_uie,m_ewft_35_39_cfw,m_ewft_35_39_es_ns,m_ewft_35_39_tot,m_ewft_40_44_e,m_ewft_40_44_om_ie,m_ewft_40_44_om_uie,m_ewft_40_44_cfw,m_ewft_40_44_es_ns,m_ewft_40_44_tot,m_ewft_45_49_e,m_ewft_45_49_om_ie,m_ewft_45_49_om_uie,m_ewft_45_49_cfw,m_ewft_45_49_es_ns,m_ewft_45_49_tot,m_ewft_50_54_e,m_ewft_50_54_om_ie,m_ewft_50_54_om_uie,m_ewft_50_54_cfw,m_ewft_50_54_es_ns,m_ewft_50_54_tot,m_ewft_55_59_e,m_ewft_55_59_om_ie,m_ewft_55_59_om_uie,m_ewft_55_59_cfw,m_ewft_55_59_es_ns,m_ewft_55_59_tot,m_ewft_60_64_e,m_ewft_60_64_om_ie,m_ewft_60_64_om_uie,m_ewft_60_64_cfw,m_ewft_60_64_es_ns,m_ewft_60_64_tot,m_ewft_65_69_e,m_ewft_65_69_om_ie,m_ewft_65_69_om_uie,m_ewft_65_69_cfw,m_ewft_65_69_es_ns,m_ewft_65_69_tot,m_ewft_70_74_e,m_ewft_70_74_om_ie,m_ewft_70_74_om_uie,m_ewft_70_74_cfw,m_ewft_70_74_es_ns,m_ewft_70_74_tot,m_ewft_75ov_e,m_ewft_75ov_om_ie,m_ewft_75ov_om_uie,m_ewft_75ov_cfw,m_ewft_75ov_es_ns,m_ewft_75ov_tot,m_ewft_tot_e,m_ewft_tot_om_ie,m_ewft_tot_om_uie,m_ewft_tot_cfw,m_ewft_tot_es_ns,m_ewft_tot_tot,m_ewpt_15_19_e,m_ewpt_15_19_om_ie,m_ewpt_15_19_om_uie,m_ewpt_15_19_cfw,m_ewpt_15_19_es_ns,m_ewpt_15_19_tot,m_ewpt_20_24_e,m_ewpt_20_24_om_ie,m_ewpt_20_24_om_uie,m_ewpt_20_24_cfw,m_ewpt_20_24_es_ns,m_ewpt_20_24_tot,m_ewpt_25_29_e,m_ewpt_25_29_om_ie,m_ewpt_25_29_om_uie,m_ewpt_25_29_cfw,m_ewpt_25_29_es_ns,m_ewpt_25_29_tot,m_ewpt_30_34_e,m_ewpt_30_34_om_ie,m_ewpt_30_34_om_uie,m_ewpt_30_34_cfw,m_ewpt_30_34_es_ns,m_ewpt_30_34_tot,m_ewpt_35_39_e,m_ewpt_35_39_om_ie,m_ewpt_35_39_om_uie,m_ewpt_35_39_cfw,m_ewpt_35_39_es_ns,m_ewpt_35_39_tot,m_ewpt_40_44_e,m_ewpt_40_44_om_ie,m_ewpt_40_44_om_uie,m_ewpt_40_44_cfw,m_ewpt_40_44_es_ns,m_ewpt_40_44_tot,m_ewpt_45_49_e,m_ewpt_45_49_om_ie,m_ewpt_45_49_om_uie,m_ewpt_45_49_cfw,m_ewpt_45_49_es_ns,m_ewpt_45_49_tot,m_ewpt_50_54_e,m_ewpt_50_54_om_ie,m_ewpt_50_54_om_uie,m_ewpt_50_54_cfw,m_ewpt_50_54_es_ns,m_ewpt_50_54_tot,m_ewpt_55_59_e,m_ewpt_55_59_om_ie,m_ewpt_55_59_om_uie,m_ewpt_55_59_cfw,m_ewpt_55_59_es_ns,m_ewpt_55_59_tot,m_ewpt_60_64_e,m_ewpt_60_64_om_ie,m_ewpt_60_64_om_uie,m_ewpt_60_64_cfw,m_ewpt_60_64_es_ns,m_ewpt_60_64_tot,m_ewpt_65_69_e,m_ewpt_65_69_om_ie,m_ewpt_65_69_om_uie,m_ewpt_65_69_cfw,m_ewpt_65_69_es_ns,m_ewpt_65_69_tot,m_ewpt_70_74_e,m_ewpt_70_74_om_ie,m_ewpt_70_74_om_uie,m_ewpt_70_74_cfw,m_ewpt_70_74_es_ns,m_ewpt_70_74_tot,m_ewpt_75ov_e,m_ewpt_75ov_om_ie,m_ewpt_75ov_om_uie,m_ewpt_75ov_cfw,m_ewpt_75ov_es_ns,m_ewpt_75ov_tot,m_ewpt_tot_e,m_ewpt_tot_om_ie,m_ewpt_tot_om_uie,m_ewpt_tot_cfw,m_ewpt_tot_es_ns,m_ewpt_tot_tot,m_eafw_e,m_eafw_om_ie,m_eafw_om_uie,m_eafw_cfw,m_eafw_es_ns,m_eafw_tot,m_h_ns_e,m_h_ns_om_ie,m_h_ns_om_uie,m_h_ns_cfw,m_h_ns_es_ns,m_h_ns_tot,m_tot_e,m_tot_om_ie,m_tot_om_uie,m_tot_cfw,m_tot_es_ns,m_tot_tot,f_ewft_15_19_e,f_ewft_15_19_om_ie,f_ewft_15_19_om_uie,f_ewft_15_19_cfw,f_ewft_15_19_es_ns,f_ewft_15_19_tot,f_ewft_20_24_e,f_ewft_20_24_om_ie,f_ewft_20_24_om_uie,f_ewft_20_24_cfw,f_ewft_20_24_es_ns,f_ewft_20_24_tot,f_ewft_25_29_e,f_ewft_25_29_om_ie,lga_name16
31950,3,0,0,0,0,3,9,0,0,0,0,9,8,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,9,0,0,0,0,14,7,0,0,0,0,7,4,0,0,0,0,4,8,0,0,0,0,16,3,0,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,3,3,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,81,3,3,3,0,90,3,0,0,0,0,3,7,0,0,0,0,7,3,0,Burke (S)
32080,434,3,3,3,8,448,1641,8,26,7,13,1688,2188,47,125,3,7,2373,2401,152,162,14,19,2742,2354,247,180,16,19,2811,2454,319,228,27,17,3044,2432,381,256,30,23,3123,2100,371,288,30,26,2816,1741,338,296,41,9,2421,1087,216,182,25,23,1530,374,116,108,31,7,633,79,42,37,13,7,172,19,20,29,19,3,96,19298,2265,1912,258,182,23904,1227,0,5,14,13,1252,850,0,17,3,4,880,507,6,36,8,12,568,436,19,48,4,9,510,384,19,76,4,6,492,392,38,79,19,5,531,386,37,85,18,5,527,347,46,94,16,10,509,356,55,111,9,7,547,322,39,120,21,6,509,221,40,93,19,5,371,111,33,48,19,3,213,30,12,24,12,3,89,5564,341,834,165,93,6992,775,32,44,21,20,898,496,31,59,19,60,657,26134,2668,2842,460,349,32456,367,0,0,0,3,366,1498,10,18,8,7,1538,1916,22,Cairns (R)
32250,24,0,0,0,0,23,46,0,0,0,3,45,30,0,0,0,3,40,31,3,0,0,0,36,21,0,3,0,0,32,22,4,4,0,0,31,26,3,3,0,4,37,25,8,3,3,0,34,47,4,11,0,0,60,18,3,5,0,0,27,4,0,0,0,0,11,4,0,3,0,0,11,0,0,0,0,0,0,299,30,28,6,12,380,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,3,3,0,3,0,0,7,3,4,0,0,0,5,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,45,4,7,3,0,53,16,4,0,0,0,17,15,0,0,3,0,19,373,39,38,12,13,467,14,0,0,0,0,14,16,0,0,0,0,16,26,0,Carpentaria (S)
32260,130,0,0,0,3,128,374,7,11,3,0,387,357,14,28,5,0,398,355,31,31,0,4,421,310,31,29,4,6,377,304,60,48,15,3,430,372,71,51,20,10,516,392,68,60,23,4,553,346,57,74,24,7,506,250,47,67,26,11,405,90,22,36,22,6,185,22,18,17,13,3,72,4,7,13,15,0,42,3308,421,476,165,53,4424,173,3,0,3,3,188,114,0,5,0,0,115,97,0,4,0,0,104,72,0,8,6,0,84,42,3,7,0,0,58,47,7,16,4,0,66,60,10,12,0,0,86,61,8,19,6,3,88,77,7,31,4,0,118,80,9,42,11,3,139,38,8,16,11,4,75,20,3,7,3,0,33,8,8,9,12,4,41,892,65,171,57,24,1203,122,6,23,4,10,166,124,6,14,10,24,173,4443,495,679,240,109,5970,77,0,0,0,0,77,200,3,4,0,3,213,223,4,Cassowary Coast (R)
30900,8,0,0,0,0,8,12,0,0,3,0,16,17,0,0,0,0,14,8,0,0,0,0,8,3,0,0,0,0,5,7,0,0,0,0,8,10,0,0,0,0,13,17,0,0,0,0,20,12,0,3,0,0,9,10,0,0,0,0,13,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,103,6,4,8,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,3,0,0,3,3,0,0,0,0,3,106,6,12,10,0,134,5,0,0,0,0,7,15,0,0,0,0,15,8,0,Boulia (S)
31750,3,0,0,0,0,3,8,0,3,0,0,8,7,0,3,0,0,11,10,0,0,0,0,14,17,0,0,0,0,21,15,0,0,0,0,15,12,0,0,0,0,13,17,0,0,0,0,21,23,0,0,0,0,21,13,0,3,0,0,18,0,0,5,0,0,8,0,0,0,3,0,3,0,0,0,0,0,0,130,3,16,8,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,12,5,0,0,3,0,7,146,6,18,8,3,185,3,0,0,0,0,3,4,0,0,0,0,4,3,0,Bulloo (S)
31820,312,0,0,0,0,314,909,8,11,0,0,933,951,30,43,0,8,1036,922,70,71,4,6,1081,887,104,76,11,5,1075,1040,119,114,20,14,1308,995,147,143,29,3,1321,1062,157,182,41,8,1454,899,134,157,30,7,1231,589,95,131,23,8,842,163,35,59,25,4,287,16,21,27,28,7,93,3,14,17,13,3,56,8757,931,1040,235,79,11038,676,0,4,7,10,698,375,3,3,4,3,386,244,7,10,0,3,263,190,4,21,4,5,218,162,8,24,9,3,201,165,8,33,4,0,215,185,20,33,4,0,241,201,17,47,15,7,278,201,26,64,8,4,310,222,23,62,19,4,330,127,19,49,23,3,214,53,9,16,26,0,105,19,6,20,20,0,62,2815,150,389,140,33,3525,306,16,34,17,7,383,255,11,26,24,49,367,12128,1102,1495,418,169,15305,177,0,0,3,0,183,611,4,13,0,3,634,689,6,Bundaberg (R)
32270,148,0,3,5,0,158,555,8,17,3,9,586,868,16,30,3,3,923,1076,48,43,10,9,1186,980,46,35,10,10,1080,970,78,39,15,12,1104,863,70,45,17,8,1009,819,76,65,18,8,988,597,70,46,28,7,743,322,40,60,27,3,445,88,19,39,14,0,150,21,19,18,8,0,61,14,4,9,10,0,36,7313,484,439,163,80,8483,202,0,0,3,3,209,109,0,0,3,0,106,62,0,3,0,3,67,78,0,7,0,0,84,63,10,8,0,0,77,54,7,6,3,0,69,63,5,4,0,3,73,46,10,8,3,0,61,61,12,12,3,0,81,46,3,12,6,0,63,22,0,4,0,3,38,17,8,3,4,0,35,3,5,8,7,0,22,821,51,63,39,11,986,433,13,14,7,14,477,173,6,8,7,27,217,8739,557,523,216,125,10169,91,0,0,0,0,93,328,0,13,3,3,351,353,5,Central Highlands (R) (Qld)
32310,49,0,0,0,0,49,122,0,3,0,3,132,134,0,6,0,0,145,132,9,7,6,0,152,124,18,13,0,0,156,145,22,17,7,3,198,159,25,11,8,5,206,110,12,15,13,5,152,114,20,34,18,3,183,64,15,12,11,7,105,26,14,13,15,0,65,6,0,5,3,0,15,0,0,3,3,0,8,1190,127,138,94,28,1570,82,0,0,3,0,87,27,0,0,0,0,27,26,0,3,0,0,26,18,0,3,0,0,23,18,0,0,0,0,17,27,0,0,0,0,23,17,0,4,0,0,24,19,0,0,0,0,26,22,3,4,3,0,32,25,3,6,3,0,36,15,3,8,0,0,18,6,0,0,3,0,15,3,4,5,3,0,14,297,11,34,17,4,363,70,0,3,8,3,82,46,6,6,4,7,73,1610,144,179,123,39,2087,33,0,0,0,0,33,88,0,3,0,0,98,99,0,Charters Towers (R)
32330,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,15,0,0,0,0,15,12,0,0,0,0,12,8,0,0,0,0,8,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,77,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,5,107,0,3,0,0,115,3,0,0,0,0,3,10,0,0,0,0,10,10,0,Cherbourg (S)
32450,23,0,0,0,0,27,94,3,0,0,0,96,223,3,4,0,3,230,281,7,4,0,0,292,259,0,0,0,0,268,236,6,4,3,4,251,202,13,3,3,3,219,210,17,7,0,0,233,168,21,4,0,0,197,70,9,3,0,4,85,32,3,5,0,0,42,0,4,0,0,0,8,0,0,0,3,0,6,1799,86,32,15,18,1947,7,0,0,0,0,7,9,0,0,0,0,9,12,0,3,0,0,12,14,0,0,0,0,13,11,0,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,14,10,0,0,0,0,9,13,3,0,0,0,15,9,0,0,0,0,9,3,0,0,0,0,6,4,0,3,0,0,4,0,0,0,0,0,0,108,7,8,0,0,123,115,4,0,0,3,121,32,0,4,0,5,45,2056,96,46,15,26,2238,27,3,0,0,0,23,56,0,0,0,0,63,78,0,Cloncurry (S)
32500,27,0,0,0,0,30,113,3,0,0,3,122,181,0,5,0,3,187,159,4,6,0,0,171,149,4,8,0,0,163,150,12,11,3,3,180,143,3,8,0,0,160,141,3,19,3,3,171,128,10,8,6,0,148,66,6,11,6,0,90,21,3,8,11,0,33,4,0,3,3,0,10,0,0,0,3,0,4,1282,53,89,33,14,1473,15,0,0,0,0,16,18,0,0,0,0,20,8,0,0,0,0,13,15,0,0,3,0,16,19,0,6,0,0,26,16,3,3,3,0,21,20,0,3,0,0,25,27,0,0,0,0,27,10,0,0,0,0,11,18,0,5,0,0,22,3,0,3,0,0,12,4,0,0,4,0,3,3,0,0,0,0,5,176,4,18,10,3,212,65,3,4,3,3,76,41,0,4,0,0,49,1564,59,114,44,24,1806,16,0,0,0,0,17,62,0,0,0,0,70,101,0,Cook (S)
32600,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,3,0,3,0,0,3,0,0,9,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,7,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,15,3,0,0,0,0,3,5,0,0,0,0,5,44,5,8,3,0,66,0,0,0,0,0,0,3,0,0,0,0,3,3,0,Croydon (S)
37300,17,0,0,0,0,17,31,0,0,0,0,34,62,0,3,0,0,65,48,3,0,0,0,51,42,0,0,0,0,43,42,8,0,0,3,49,32,4,0,0,0,42,48,6,4,0,0,60,33,3,0,0,0,32,16,3,0,0,0,20,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,381,27,11,0,6,419,15,0,0,0,0,15,6,0,0,0,0,3,9,0,3,0,0,12,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,6,0,3,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,67,0,6,0,0,72,23,0,0,0,0,25,8,0,0,0,0,9,478,30,17,0,10,537,9,0,0,0,0,5,36,0,0,0,0,38,44,0,Weipa (T)
37310,190,0,0,3,3,200,545,10,8,6,10,579,756,18,46,3,3,817,786,58,56,11,8,919,673,72,59,12,9,833,722,95,79,30,11,936,697,88,72,36,20,905,644,85,111,35,6,877,506,74,113,56,12,762,273,60,92,46,9,482,117,18,78,47,5,265,16,8,39,30,0,95,15,6,32,28,3,86,5935,593,801,341,84,7758,226,0,3,10,3,242,109,0,7,0,9,125,88,0,8,0,0,101,61,0,4,0,0,69,60,3,6,7,0,76,53,3,9,4,3,69,60,0,14,3,3,83,61,3,12,0,0,73,45,4,21,6,3,84,55,12,23,10,0,98,50,12,17,12,6,92,30,11,17,16,0,71,11,0,16,21,0,56,913,48,165,97,29,1240,316,14,31,7,6,377,123,11,19,31,24,210,7290,663,1014,478,142,9583,105,0,0,0,0,103,309,0,9,0,3,325,343,3,Western Downs (R)
37340,178,0,0,0,3,183,550,5,5,0,6,570,730,21,17,0,6,779,622,38,34,5,3,705,532,48,28,6,6,621,530,62,52,7,10,656,538,79,49,13,7,687,465,79,65,10,5,635,456,75,63,15,10,627,262,62,55,21,3,416,75,32,27,18,0,147,18,11,22,6,0,56,4,8,12,8,3,32,4974,531,440,120,61,6116,209,0,3,3,3,219,121,0,3,0,0,126,97,3,4,3,0,109,89,3,7,0,4,101,52,5,10,0,0,73,65,6,14,3,5,94,73,10,20,0,0,100,69,8,20,7,7,109,73,11,16,3,0,106,83,8,29,7,0,129,46,11,27,7,0,95,15,3,16,11,0,40,8,6,5,3,0,28,1002,75,169,62,27,1328,219,5,19,7,4,258,134,7,10,9,18,175,6326,619,627,198,108,7882,96,0,0,0,0,95,521,0,8,0,3,531,538,7,Whitsunday (R)
41140,36,0,0,0,0,39,106,3,5,0,3,117,129,5,7,4,0,146,103,11,15,3,5,141,71,22,9,4,0,107,89,24,22,8,3,145,107,30,33,8,0,171,114,31,38,4,4,190,104,39,22,6,7,168,76,20,41,9,0,155,11,18,13,8,0,47,3,3,14,3,0,22,0,0,7,8,0,16,946,208,227,66,22,1476,47,0,0,3,0,53,35,0,0,0,0,37,30,0,6,0,0,32,18,3,8,0,0,30,8,0,3,0,0,19,14,0,10,0,0,23,24,0,10,0,0,28,32,0,3,5,0,38,30,4,6,3,0,46,33,0,13,0,0,43,18,0,17,3,0,39,21,0,10,8,3,36,5,0,0,5,0,14,318,18,81,30,8,451,53,4,12,0,0,79,26,0,0,8,5,44,1348,233,324,107,40,2045,15,0,0,0,0,15,51,0,0,0,0,54,79,4,Clare and Gilbert Valleys (DC)
32750,6,0,0,0,0,7,3,0,0,0,0,3,13,0,0,0,0,11,10,0,0,0,0,10,9,0,3,0,0,7,9,0,0,0,0,10,8,0,0,0,0,11,4,0,0,0,0,4,9,0,3,0,0,15,3,0,0,0,0,5,0,0,5,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,72,3,12,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,4,90,6,12,0,0,109,6,0,0,0,0,6,6,0,0,0,0,6,6,0,Diamantina (S)
32770,4,0,0,0,0,4,5,0,0,0,0,5,14,0,0,0,0,14,5,0,0,0,0,8,14,0,0,0,0,19,7,0,0,0,0,7,13,0,0,0,0,13,5,0,0,0,0,11,10,0,0,0,0,10,4,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,0,3,0,0,86,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,11,13,0,0,0,0,15,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,64,9,0,0,0,0,9,0,0,0,0,0,6,148,0,5,0,3,158,0,0,0,0,0,0,3,0,0,0,0,3,16,0,Doomadgee (S)
32810,48,0,0,0,0,48,135,0,0,0,3,145,188,3,8,0,0,196,211,5,12,6,4,239,155,19,17,3,0,197,144,17,30,3,3,203,161,40,37,7,4,244,163,33,28,6,0,225,149,30,35,10,0,231,95,23,30,11,0,155,28,16,19,4,0,66,3,3,10,3,0,16,3,4,5,3,0,17,1494,200,233,49,15,1992,79,0,0,3,0,83,34,0,0,0,0,34,43,3,3,0,0,47,34,0,0,0,0,37,27,0,9,3,0,39,35,5,10,0,3,53,37,3,5,3,0,47,55,10,13,0,0,83,47,4,13,3,0,71,44,7,17,3,0,65,29,3,6,5,0,49,10,5,6,0,0,28,5,5,3,8,0,22,479,42,93,34,12,663,57,3,7,0,4,71,58,4,4,3,9,83,2092,243,339,86,39,2800,29,0,0,0,0,29,123,0,0,0,0,123,173,3,Douglas (S)
33100,5,0,0,0,0,8,6,0,0,0,0,9,14,0,0,0,0,12,15,3,4,0,0,15,5,0,0,0,0,12,17,3,4,0,0,26,3,3,4,0,0,16,11,3,3,7,0,22,9,3,3,3,0,15,8,3,0,5,0,17,3,0,0,0,0,10,3,0,3,0,0,3,0,0,0,0,0,0,102,19,30,18,0,173,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,8,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,13,5,7,6,0,33,7,0,0,0,0,5,3,0,0,3,0,6,128,19,37,31,4,219,0,0,0,0,0,0,3,0,0,0,0,6,11,0,Etheridge (S)
33200,12,0,0,0,0,11,24,0,0,0,0,26,25,3,0,0,0,28,17,4,5,0,0,33,13,3,0,3,0,23,23,3,6,0,0,37,19,3,8,3,0,37,38,0,4,7,0,54,29,3,7,8,0,38,17,0,8,3,0,34,3,3,4,3,0,11,0,0,7,3,0,16,0,0,4,0,3,8,221,32,66,33,4,359,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,3,3,0,0,0,0,7,7,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,5,34,3,12,4,0,57,8,0,3,0,0,13,12,4,6,0,0,17,275,43,86,34,5,448,8,0,0,0,0,11,18,0,0,0,0,18,19,0,Flinders (S) (Qld)
33220,233,0,5,0,3,241,641,9,15,3,5,678,700,23,30,0,6,765,799,57,73,6,5,939,820,77,72,18,6,991,904,122,99,18,9,1151,908,133,122,24,12,1199,881,146,136,19,13,1191,809,136,145,33,7,1130,471,107,115,24,7,723,120,44,57,24,3,243,22,14,21,6,0,62,8,12,19,5,3,46,7326,871,893,177,78,9352,594,0,0,8,9,613,342,0,6,5,4,361,241,4,22,4,0,276,181,3,27,6,0,211,182,10,28,4,3,229,212,12,46,5,3,275,219,15,43,5,0,291,197,14,67,10,9,298,225,19,78,21,5,350,225,20,79,18,12,354,112,18,50,17,0,205,50,12,21,15,0,88,19,10,16,10,3,55,2803,134,477,135,50,3599,332,18,27,15,10,409,196,15,19,16,55,302,10660,1043,1420,342,194,13664,150,0,5,0,0,154,491,6,9,0,0,503,521,11,Fraser Coast (R)
33360,274,0,0,0,5,278,889,7,13,0,3,911,1183,14,14,3,7,1217,1367,50,33,6,6,1458,1399,52,32,4,3,1485,1399,87,43,11,11,1553,1437,86,55,17,11,1612,1323,91,62,20,4,1497,1070,68,60,14,7,1218,545,49,51,15,7,663,136,16,37,17,3,209,17,6,14,13,0,45,8,3,6,11,0,30,11032,525,418,122,74,12170,480,0,0,0,8,497,235,0,5,0,0,244,148,3,11,0,0,162,118,0,8,3,0,133,93,0,12,3,0,109,97,11,12,3,0,127,92,10,19,6,3,129,115,17,19,4,0,155,114,13,22,8,0,155,107,8,26,10,0,159,49,9,22,12,0,91,25,7,17,10,0,53,9,0,5,9,0,16,1684,83,182,70,17,2034,492,16,22,15,4,551,221,10,14,12,28,276,13430,632,637,215,121,15039,126,3,0,0,0,128,582,0,6,3,3,594,704,13,Gladstone (R)
33430,1613,6,16,8,15,1661,6012,118,191,13,46,6375,8053,549,454,33,32,9122,8739,1060,644,60,59,10569,8158,1332,747,93,65,10398,7961,1720,887,94,73,10744,7303,1833,897,99,74,10206,6413,1709,907,114,83,9223,5076,1373,851,108,51,7459,3057,1033,589,78,53,4812,1086,558,361,63,29,2098,205,217,115,35,12,582,63,99,44,14,5,222,63726,11601,6713,817,600,83467,4474,11,38,47,31,4608,4189,26,139,34,31,4428,2489,78,218,28,28,2836,1645,126,242,25,25,2072,1235,168,285,49,14,1747,1132,214,352,53,14,1760,1071,261,375,62,16,1787,1005,254,396,59,22,1743,1037,240,438,78,25,1815,1058,300,438,71,19,1890,835,336,378,93,18,1656,380,166,199,69,8,819,191,87,84,52,17,426,20746,2257,3579,728,262,27577,1926,173,210,60,45,2411,1528,187,197,74,258,2240,87935,14222,10696,1678,1165,115693,939,7,13,0,13,962,5312,33,75,7,22,5449,6748,153,Gold Coast (C)
33610,64,0,0,0,0,66,147,0,3,7,0,161,169,3,6,0,0,181,183,14,17,5,0,228,134,24,16,3,0,181,138,35,28,5,3,211,134,54,42,16,8,259,147,31,32,10,0,229,148,32,45,13,7,247,82,25,33,21,0,159,33,15,19,10,0,84,8,7,3,12,0,31,4,0,8,14,0,24,1404,250,257,121,26,2048,55,0,0,0,0,55,20,0,0,0,0,25,17,0,0,0,0,16,11,0,3,0,0,18,15,3,0,0,0,17,13,0,6,0,0,20,12,0,4,0,0,22,18,0,9,3,0,28,21,0,5,3,0,34,18,0,4,0,0,31,14,7,11,6,0,40,0,3,7,3,0,17,4,4,9,6,0,24,233,17,55,30,4,339,46,7,11,3,3,69,36,0,8,9,3,54,1720,274,329,160,30,2510,28,0,0,0,0,28,104,0,4,0,0,103,123,3,Goondiwindi (R)
