yr,priv_hlth_taxpayers_report_having_priv_hlth_insur_num,core_activity_need_asst_p_need_asst_core_activ_pr100,lga_code18,lga_name18,ogc_fid
2016,1467.0,6.3,48750,Yankalilla (DC),948
2015,1455.0,,48750,Yankalilla (DC),949
2014,1399.0,,48750,Yankalilla (DC),950
2013,1228.0,,48750,Yankalilla (DC),951
2012,1243.0,,48750,Yankalilla (DC),952
2011,1227.0,6.7,48750,Yankalilla (DC),953
2013,364.0,,55040,Leonora (S),841
2016,1335.0,7.2,62410,Glamorgan/Spring Bay (M),954
2015,1345.0,,62410,Glamorgan/Spring Bay (M),955
2014,1286.0,,62410,Glamorgan/Spring Bay (M),956
2013,1235.0,,62410,Glamorgan/Spring Bay (M),957
2012,1244.0,,62410,Glamorgan/Spring Bay (M),958
2011,1256.0,6.5,62410,Glamorgan/Spring Bay (M),959
2016,1131.0,2.7,51960,Coolgardie (S),1189
2012,376.0,,55040,Leonora (S),842
2016,284.0,3.4,55950,Mukinbudin (S),984
2012,18744.0,,48410,West Torrens (C),1253
2011,18192.0,5.7,48410,West Torrens (C),1254
2011,376.0,1.0,55040,Leonora (S),843
2015,288.0,,55950,Mukinbudin (S),985
2015,14636.0,,11720,Cessnock (C),1268
2014,13897.0,,11720,Cessnock (C),1269
2013,13106.0,,11720,Cessnock (C),1270
2012,12685.0,,11720,Cessnock (C),1271
2011,11832.0,6.5,11720,Cessnock (C),1272
2016,24631.0,4.0,40700,Burnside (C),844
2015,174.0,,58190,Tammin (S),1034
2014,161.0,,58190,Tammin (S),1035
2013,161.0,,58190,Tammin (S),1036
2015,23967.0,,40700,Burnside (C),845
2012,159.0,,58190,Tammin (S),1037
2011,156.0,4.0,58190,Tammin (S),1038
2016,243.0,7.1,43080,Karoonda East Murray (DC),1039
2014,23251.0,,40700,Burnside (C),846
2015,292.0,,43080,Karoonda East Murray (DC),1040
2014,293.0,,43080,Karoonda East Murray (DC),1041
2013,267.0,,43080,Karoonda East Murray (DC),1042
2013,22477.0,,40700,Burnside (C),847
2012,274.0,,43080,Karoonda East Murray (DC),1043
2011,268.0,3.5,43080,Karoonda East Murray (DC),1044
2016,92612.0,5.7,36720,Sunshine Coast (R),1045
2012,22481.0,,40700,Burnside (C),848
2015,89680.0,,36720,Sunshine Coast (R),1046
2014,84131.0,,36720,Sunshine Coast (R),1047
2013,77263.0,,36720,Sunshine Coast (R),1048
2011,21798.0,4.0,40700,Burnside (C),849
2016,1652.0,2.4,59340,Wyndham-East Kimberley (S),850
2015,1723.0,,59340,Wyndham-East Kimberley (S),851
2014,1696.0,,59340,Wyndham-East Kimberley (S),852
2016,62944.0,4.4,22310,Glen Eira (C),868
2012,73240.0,,36720,Sunshine Coast (R),1049
2011,69716.0,4.9,36720,Sunshine Coast (R),1050
2016,22397.0,4.7,13800,Hawkesbury (C),1051
2015,21685.0,,13800,Hawkesbury (C),1052
2014,20439.0,,13800,Hawkesbury (C),1053
2013,18748.0,,13800,Hawkesbury (C),1054
2015,61299.0,,22310,Glen Eira (C),869
2012,18759.0,,13800,Hawkesbury (C),1055
2011,18248.0,4.0,13800,Hawkesbury (C),1056
2016,15224.0,4.1,51260,Busselton (C),1057
2015,14494.0,,51260,Busselton (C),1058
2014,13355.0,,51260,Busselton (C),1059
2013,12352.0,,51260,Busselton (C),1060
2014,58853.0,,22310,Glen Eira (C),870
2012,11250.0,,51260,Busselton (C),1061
2011,10410.0,3.9,51260,Busselton (C),1062
2016,2301.0,4.3,52870,Donnybrook-Balingup (S),1063
2015,2204.0,,52870,Donnybrook-Balingup (S),1064
2014,2092.0,,52870,Donnybrook-Balingup (S),1065
2013,55727.0,,22310,Glen Eira (C),871
2013,1986.0,,52870,Donnybrook-Balingup (S),1066
2012,1862.0,,52870,Donnybrook-Balingup (S),1067
2011,1753.0,4.0,52870,Donnybrook-Balingup (S),1068
2016,68231.0,4.7,21610,Casey (C),1069
2015,64899.0,,21610,Casey (C),1070
2014,60678.0,,21610,Casey (C),1071
2012,54442.0,,22310,Glen Eira (C),872
2013,54602.0,,21610,Casey (C),1072
2012,52911.0,,21610,Casey (C),1073
2011,50679.0,4.1,21610,Casey (C),1074
2016,46857.0,4.6,27450,Yarra Ranges (S),1075
2015,46402.0,,27450,Yarra Ranges (S),1076
2014,44533.0,,27450,Yarra Ranges (S),1077
2011,52358.0,4.3,22310,Glen Eira (C),873
2016,1844.0,1.0,53220,East Pilbara (S),874
2015,1779.0,,53220,East Pilbara (S),875
2014,1885.0,,53220,East Pilbara (S),876
2013,1990.0,,53220,East Pilbara (S),877
2012,1908.0,,53220,East Pilbara (S),878
2016,387.0,4.4,56370,Narembeen (S),886
2013,41683.0,,27450,Yarra Ranges (S),1078
2012,41603.0,,27450,Yarra Ranges (S),1079
2011,40694.0,3.8,27450,Yarra Ranges (S),1080
2016,4306.0,6.1,46300,Port Lincoln (C),1273
2015,4037.0,,46300,Port Lincoln (C),1274
2014,3970.0,,46300,Port Lincoln (C),1275
2013,3748.0,,46300,Port Lincoln (C),1276
2012,3662.0,,46300,Port Lincoln (C),1277
2011,3603.0,5.3,46300,Port Lincoln (C),1278
2016,91.0,2.3,35780,Northern Peninsula Area (R),1279
2015,94.0,,35780,Northern Peninsula Area (R),1280
2014,79.0,,35780,Northern Peninsula Area (R),1281
2013,62.0,,35780,Northern Peninsula Area (R),1282
2012,74.0,,35780,Northern Peninsula Area (R),1283
2011,75.0,1.6,35780,Northern Peninsula Area (R),1284
2016,1868.0,7.4,23940,Loddon (S),1285
2015,1993.0,,23940,Loddon (S),1286
2014,1954.0,,23940,Loddon (S),1287
2013,1872.0,,23940,Loddon (S),1288
2012,1930.0,,23940,Loddon (S),1289
2011,1881.0,7.3,23940,Loddon (S),1290
2015,377.0,,56370,Narembeen (S),887
2016,7289.0,5.7,65810,West Tamar (M),1105
2015,7373.0,,65810,West Tamar (M),1106
2014,7094.0,,65810,West Tamar (M),1107
2013,6733.0,,65810,West Tamar (M),1108
2012,6718.0,,65810,West Tamar (M),1109
2011,6549.0,4.9,65810,West Tamar (M),1110
2016,381.0,2.8,36950,Torres (S),1111
2015,357.0,,36950,Torres (S),1112
2014,306.0,,36950,Torres (S),1113
2013,309.0,,36950,Torres (S),1114
2012,307.0,,36950,Torres (S),1115
2011,264.0,2.8,36950,Torres (S),1116
2016,1908.0,7.0,44210,Mid Murray (DC),1117
2015,1961.0,,44210,Mid Murray (DC),1118
2014,1862.0,,44210,Mid Murray (DC),1119
2013,1725.0,,44210,Mid Murray (DC),1120
2012,1673.0,,44210,Mid Murray (DC),1121
2011,1609.0,6.3,44210,Mid Murray (DC),1122
2016,6163.0,6.6,14870,Lithgow (C),1123
2015,6070.0,,14870,Lithgow (C),1124
2014,5895.0,,14870,Lithgow (C),1125
2013,5611.0,,14870,Lithgow (C),1126
2012,5372.0,,14870,Lithgow (C),1127
2011,5279.0,5.8,14870,Lithgow (C),1128
2011,,1.7,70540,Belyuen (S),1310
2016,3040.0,5.4,51890,Collie (S),1311
2015,3057.0,,51890,Collie (S),1312
2014,2941.0,,51890,Collie (S),1313
2013,2891.0,,51890,Collie (S),1314
2014,352.0,,56370,Narembeen (S),888
2012,2869.0,,51890,Collie (S),1315
2011,2841.0,4.7,51890,Collie (S),1316
2016,44110.0,5.7,27070,Whittlesea (C),1317
2015,41928.0,,27070,Whittlesea (C),1318
2014,39014.0,,27070,Whittlesea (C),1319
2013,35118.0,,27070,Whittlesea (C),1320
2012,33373.0,,27070,Whittlesea (C),1321
2011,30822.0,5.2,27070,Whittlesea (C),1322
2016,3023.0,6.8,43790,Loxton Waikerie (DC),1323
2015,3067.0,,43790,Loxton Waikerie (DC),1324
2014,2950.0,,43790,Loxton Waikerie (DC),1325
2013,2745.0,,43790,Loxton Waikerie (DC),1326
2012,2654.0,,43790,Loxton Waikerie (DC),1327
2011,2619.0,6.2,43790,Loxton Waikerie (DC),1328
2016,3291.0,4.7,55180,Manjimup (S),1329
2015,3208.0,,55180,Manjimup (S),1330
2014,3064.0,,55180,Manjimup (S),1331
2013,2958.0,,55180,Manjimup (S),1332
2012,2943.0,,55180,Manjimup (S),1333
2011,2873.0,4.7,55180,Manjimup (S),1334
2016,238.0,6.6,62010,Flinders (M) (Tas.),1335
2015,241.0,,62010,Flinders (M) (Tas.),1336
2014,235.0,,62010,Flinders (M) (Tas.),1337
2013,224.0,,62010,Flinders (M) (Tas.),1338
2012,212.0,,62010,Flinders (M) (Tas.),1339
2011,205.0,4.4,62010,Flinders (M) (Tas.),1340
2013,350.0,,56370,Narembeen (S),889
2011,1251.0,3.3,11750,Cobar (A),1388
2016,10119.0,4.4,11350,Byron (A),1389
2015,9602.0,,11350,Byron (A),1390
2014,8977.0,,11350,Byron (A),1391
2013,7993.0,,11350,Byron (A),1392
2012,7505.0,,11350,Byron (A),1393
2011,7070.0,4.5,11350,Byron (A),1394
2016,2916.0,6.8,21010,Benalla (RC),1395
2015,2874.0,,21010,Benalla (RC),1396
2014,2743.0,,21010,Benalla (RC),1397
2013,2573.0,,21010,Benalla (RC),1398
2012,2604.0,,21010,Benalla (RC),1399
2011,2554.0,6.2,21010,Benalla (RC),1400
2016,6752.0,4.6,22490,Golden Plains (S),1401
2015,6537.0,,22490,Golden Plains (S),1402
2014,6161.0,,22490,Golden Plains (S),1403
2013,5661.0,,22490,Golden Plains (S),1404
2012,5624.0,,22490,Golden Plains (S),1405
2011,5336.0,4.5,22490,Golden Plains (S),1406
2016,16922.0,7.7,45680,Playford (C),1407
2015,16171.0,,45680,Playford (C),1408
2014,14980.0,,45680,Playford (C),1409
2013,13776.0,,45680,Playford (C),1410
2012,12776.0,,45680,Playford (C),1411
2011,12353.0,6.6,45680,Playford (C),1412
2012,367.0,,56370,Narembeen (S),890
2016,211.0,8.9,59330,Wyalkatchem (S),1425
2015,202.0,,59330,Wyalkatchem (S),1426
2014,206.0,,59330,Wyalkatchem (S),1427
2013,198.0,,59330,Wyalkatchem (S),1428
2012,206.0,,59330,Wyalkatchem (S),1429
2011,197.0,6.7,59330,Wyalkatchem (S),1430
2016,56503.0,3.8,16550,Randwick (C),1431
2015,55394.0,,16550,Randwick (C),1432
2014,52532.0,,16550,Randwick (C),1433
2013,49423.0,,16550,Randwick (C),1434
2012,49087.0,,16550,Randwick (C),1435
2011,47191.0,3.7,16550,Randwick (C),1436
2016,51753.0,3.3,26350,Stonnington (C),1437
2015,50880.0,,26350,Stonnington (C),1438
2014,48442.0,,26350,Stonnington (C),1439
2013,46008.0,,26350,Stonnington (C),1440
2012,44838.0,,26350,Stonnington (C),1441
2011,42889.0,3.2,26350,Stonnington (C),1442
2016,4961.0,4.9,23350,Indigo (S),1443
2015,4829.0,,23350,Indigo (S),1444
2014,4555.0,,23350,Indigo (S),1445
2013,4150.0,,23350,Indigo (S),1446
2012,4103.0,,23350,Indigo (S),1447
2011,3977.0,5.0,23350,Indigo (S),1448
2016,12565.0,4.0,54830,Kwinana (C),1449
2015,11477.0,,54830,Kwinana (C),1450
2014,9914.0,,54830,Kwinana (C),1451
2013,8809.0,,54830,Kwinana (C),1452
2012,7775.0,,54830,Kwinana (C),1453
2011,6949.0,3.8,54830,Kwinana (C),1454
2016,30748.0,6.2,20570,Ballarat (C),1455
2015,29883.0,,20570,Ballarat (C),1456
2014,28637.0,,20570,Ballarat (C),1457
2011,363.0,5.2,56370,Narembeen (S),891
2016,939.0,3.3,53360,Exmouth (S),892
2015,881.0,,53360,Exmouth (S),893
2014,833.0,,53360,Exmouth (S),894
2013,704.0,,53360,Exmouth (S),895
2012,679.0,,53360,Exmouth (S),896
2011,601.0,2.8,53360,Exmouth (S),897
2016,12105.0,3.5,26490,Surf Coast (S),898
2015,11789.0,,26490,Surf Coast (S),899
2014,11061.0,,26490,Surf Coast (S),900
2013,10243.0,,26490,Surf Coast (S),901
2012,10324.0,,26490,Surf Coast (S),902
2011,9769.0,3.4,26490,Surf Coast (S),903
2016,4682.0,6.8,22410,Glenelg (S),904
2015,4590.0,,22410,Glenelg (S),905
2014,4397.0,,22410,Glenelg (S),906
2013,4025.0,,22410,Glenelg (S),907
2012,3934.0,,22410,Glenelg (S),908
2011,3812.0,6.0,22410,Glenelg (S),909
2016,104227.0,4.3,17150,Sutherland Shire (A),910
2015,102735.0,,17150,Sutherland Shire (A),911
2014,99422.0,,17150,Sutherland Shire (A),912
2013,95107.0,,17150,Sutherland Shire (A),913
2012,95883.0,,17150,Sutherland Shire (A),914
2011,93489.0,3.5,17150,Sutherland Shire (A),915
2016,2196.0,3.2,47630,Tatiara (DC),916
2015,2350.0,,47630,Tatiara (DC),917
2014,2240.0,,47630,Tatiara (DC),918
2013,2144.0,,47630,Tatiara (DC),919
2012,2229.0,,47630,Tatiara (DC),920
2011,2193.0,4.3,47630,Tatiara (DC),921
2013,27027.0,,20570,Ballarat (C),1458
2012,26829.0,,20570,Ballarat (C),1459
2016,31.0,1.9,32770,Doomadgee (S),960
2011,25751.0,5.7,20570,Ballarat (C),1460
2016,38045.0,3.5,51330,Canning (C),1461
2015,38056.0,,51330,Canning (C),1462
2014,36474.0,,51330,Canning (C),1463
2013,35070.0,,51330,Canning (C),1464
2012,34090.0,,51330,Canning (C),1465
2011,32526.0,3.3,51330,Canning (C),1466
2016,293.0,3.4,11700,Central Darling (A),1467
2015,352.0,,11700,Central Darling (A),1468
2014,344.0,,11700,Central Darling (A),1469
2013,324.0,,11700,Central Darling (A),1470
2012,327.0,,11700,Central Darling (A),1471
2011,336.0,3.4,11700,Central Darling (A),1472
2016,74081.0,6.0,22750,Greater Geelong (C),1473
2015,71392.0,,22750,Greater Geelong (C),1474
2014,68107.0,,22750,Greater Geelong (C),1475
2013,63100.0,,22750,Greater Geelong (C),1476
2012,65485.0,,22750,Greater Geelong (C),1477
2011,63324.0,5.6,22750,Greater Geelong (C),1478
2016,3444.0,5.3,20110,Alpine (S),1479
2015,38.0,,32770,Doomadgee (S),961
2015,3324.0,,20110,Alpine (S),1480
2014,3146.0,,20110,Alpine (S),1481
2013,2868.0,,20110,Alpine (S),1482
2012,2911.0,,20110,Alpine (S),1483
2011,2805.0,5.7,20110,Alpine (S),1484
2016,672.0,5.6,58610,Wagin (S),1485
2015,702.0,,58610,Wagin (S),1486
2014,694.0,,58610,Wagin (S),1487
2013,709.0,,58610,Wagin (S),1488
2012,759.0,,58610,Wagin (S),1489
2011,752.0,5.3,58610,Wagin (S),1490
2016,8386.0,6.8,22110,East Gippsland (S),1491
2015,8254.0,,22110,East Gippsland (S),1492
2014,7911.0,,22110,East Gippsland (S),1493
2013,7414.0,,22110,East Gippsland (S),1494
2012,7393.0,,22110,East Gippsland (S),1495
2011,7116.0,6.5,22110,East Gippsland (S),1496
2016,5610.0,3.7,30370,Banana (S),1497
2015,5612.0,,30370,Banana (S),1498
2014,5524.0,,30370,Banana (S),1499
2014,35.0,,32770,Doomadgee (S),962
2013,5398.0,,30370,Banana (S),1500
2012,5378.0,,30370,Banana (S),1501
2011,5160.0,3.3,30370,Banana (S),1502
2016,54430.0,5.5,25340,Mornington Peninsula (S),1503
2015,52944.0,,25340,Mornington Peninsula (S),1504
2014,49942.0,,25340,Mornington Peninsula (S),1505
2013,46749.0,,25340,Mornington Peninsula (S),1506
2012,46500.0,,25340,Mornington Peninsula (S),1507
2011,44921.0,4.8,25340,Mornington Peninsula (S),1508
2016,2160.0,6.5,17350,Temora (A),1509
2015,2151.0,,17350,Temora (A),1510
2014,2094.0,,17350,Temora (A),1511
2013,1924.0,,17350,Temora (A),1512
2012,1882.0,,17350,Temora (A),1513
2011,1804.0,6.8,17350,Temora (A),1514
2016,1951.0,6.2,17400,Tenterfield (A),1515
2015,1882.0,,17400,Tenterfield (A),1516
2014,1814.0,,17400,Tenterfield (A),1517
2013,1699.0,,17400,Tenterfield (A),1518
2012,1705.0,,17400,Tenterfield (A),1519
2013,34.0,,32770,Doomadgee (S),963
2011,1651.0,6.9,17400,Tenterfield (A),1520
2016,27279.0,4.3,11450,Camden (A),1521
2015,24794.0,,11450,Camden (A),1522
2014,22274.0,,11450,Camden (A),1523
2013,19820.0,,11450,Camden (A),1524
2012,18861.0,,11450,Camden (A),1525
2011,17577.0,3.9,11450,Camden (A),1526
2016,,7.0,56620,Ngaanyatjarraku (S),1527
2012,33.0,,32770,Doomadgee (S),964
2011,,6.1,56620,Ngaanyatjarraku (S),1528
2016,5809.0,8.7,14350,Kempsey (A),1529
2015,5621.0,,14350,Kempsey (A),1530
2014,5219.0,,14350,Kempsey (A),1531
2013,4546.0,,14350,Kempsey (A),1532
2012,4640.0,,14350,Kempsey (A),1533
2011,4453.0,8.3,14350,Kempsey (A),1534
2016,31026.0,2.7,18500,Woollahra (A),1535
2015,31026.0,,18500,Woollahra (A),1536
2014,29681.0,,18500,Woollahra (A),1537
2011,23.0,1.5,32770,Doomadgee (S),965
2016,4568.0,4.6,11400,Cabonne (A),966
2015,4585.0,,11400,Cabonne (A),967
2014,4464.0,,11400,Cabonne (A),968
2013,4161.0,,11400,Cabonne (A),969
2012,4022.0,,11400,Cabonne (A),970
2011,3860.0,4.9,11400,Cabonne (A),971
2016,46062.0,5.2,25060,Moonee Valley (C),972
2015,44501.0,,25060,Moonee Valley (C),973
2014,42361.0,,25060,Moonee Valley (C),974
2013,39712.0,,25060,Moonee Valley (C),975
2012,39024.0,,25060,Moonee Valley (C),976
2011,37726.0,5.0,25060,Moonee Valley (C),977
2016,9280.0,4.5,17000,Singleton (A),978
2015,9316.0,,17000,Singleton (A),979
2014,9087.0,,17000,Singleton (A),980
2013,8840.0,,17000,Singleton (A),981
2012,8688.0,,17000,Singleton (A),982
2011,8327.0,3.7,17000,Singleton (A),983
2013,28279.0,,18500,Woollahra (A),1538
2012,27886.0,,18500,Woollahra (A),1539
2014,295.0,,55950,Mukinbudin (S),986
2013,299.0,,55950,Mukinbudin (S),987
2011,27066.0,2.4,18500,Woollahra (A),1540
2012,292.0,,55950,Mukinbudin (S),988
2011,283.0,2.9,55950,Mukinbudin (S),989
2016,11747.0,5.2,11300,Burwood (A),990
2016,9321.0,2.9,40070,Adelaide (C),1129
2015,11135.0,,11300,Burwood (A),991
2015,8025.0,,40070,Adelaide (C),1130
2014,10548.0,,11300,Burwood (A),992
2014,7688.0,,40070,Adelaide (C),1131
2013,9803.0,,11300,Burwood (A),993
2013,7446.0,,40070,Adelaide (C),1132
2012,9545.0,,11300,Burwood (A),994
2012,7314.0,,40070,Adelaide (C),1133
2011,9153.0,5.2,11300,Burwood (A),995
2016,829.0,6.2,47910,Tumby Bay (DC),996
2015,856.0,,47910,Tumby Bay (DC),997
2014,824.0,,47910,Tumby Bay (DC),998
2013,764.0,,47910,Tumby Bay (DC),999
2012,756.0,,47910,Tumby Bay (DC),1000
2011,712.0,5.5,47910,Tumby Bay (DC),1001
2011,7168.0,3.2,40070,Adelaide (C),1134
2016,643.0,6.5,50560,Beverley (S),1135
2015,625.0,,50560,Beverley (S),1136
2016,,2.2,58470,Upper Gascoyne (S),1002
2016,31080.0,4.8,44340,Mitcham (C),1003
2015,30938.0,,44340,Mitcham (C),1004
2014,30144.0,,44340,Mitcham (C),1005
2013,28821.0,,44340,Mitcham (C),1006
2012,28411.0,,44340,Mitcham (C),1007
2011,27849.0,4.1,44340,Mitcham (C),1008
2016,4321.0,4.5,25490,Moyne (S),1009
2015,4240.0,,25490,Moyne (S),1010
2014,4035.0,,25490,Moyne (S),1011
2013,3829.0,,25490,Moyne (S),1012
2012,3740.0,,25490,Moyne (S),1013
2011,3617.0,4.1,25490,Moyne (S),1014
2016,3418.0,5.7,12700,Dungog (A),1015
2015,3307.0,,12700,Dungog (A),1016
2014,3196.0,,12700,Dungog (A),1017
2013,2988.0,,12700,Dungog (A),1018
2012,2840.0,,12700,Dungog (A),1019
2011,2752.0,5.9,12700,Dungog (A),1020
2016,1885.0,8.9,21670,Central Goldfields (S),1021
2015,1918.0,,21670,Central Goldfields (S),1022
2014,1875.0,,21670,Central Goldfields (S),1023
2013,1830.0,,21670,Central Goldfields (S),1024
2012,1864.0,,21670,Central Goldfields (S),1025
2011,1782.0,8.6,21670,Central Goldfields (S),1026
2016,499.0,4.3,63410,King Island (M),1027
2015,505.0,,63410,King Island (M),1028
2014,479.0,,63410,King Island (M),1029
2013,438.0,,63410,King Island (M),1030
2012,443.0,,63410,King Island (M),1031
2011,425.0,3.8,63410,King Island (M),1032
2016,174.0,4.7,58190,Tammin (S),1033
2016,321.0,5.8,53010,Dumbleyung (S),1081
2014,622.0,,50560,Beverley (S),1137
2013,585.0,,50560,Beverley (S),1138
2012,591.0,,50560,Beverley (S),1139
2011,577.0,7.1,50560,Beverley (S),1140
2016,12621.0,8.4,11730,Clarence Valley (A),1141
2015,12041.0,,11730,Clarence Valley (A),1142
2014,11408.0,,11730,Clarence Valley (A),1143
2013,10120.0,,11730,Clarence Valley (A),1144
2012,9909.0,,11730,Clarence Valley (A),1145
2011,9639.0,7.6,11730,Clarence Valley (A),1146
2016,14472.0,4.7,58510,Victoria Park (T),1147
2015,14582.0,,58510,Victoria Park (T),1148
2014,13552.0,,58510,Victoria Park (T),1149
2013,12911.0,,58510,Victoria Park (T),1150
2012,12341.0,,58510,Victoria Park (T),1151
2011,11588.0,4.9,58510,Victoria Park (T),1152
2016,1815.0,5.4,18200,Wentworth (A),1153
2015,1901.0,,18200,Wentworth (A),1154
2015,319.0,,53010,Dumbleyung (S),1082
2014,1749.0,,18200,Wentworth (A),1155
2013,1652.0,,18200,Wentworth (A),1156
2012,1715.0,,18200,Wentworth (A),1157
2011,1738.0,5.2,18200,Wentworth (A),1158
2016,21892.0,6.1,61410,Clarence (C),1159
2015,21679.0,,61410,Clarence (C),1160
2014,20949.0,,61410,Clarence (C),1161
2013,20143.0,,61410,Clarence (C),1162
2012,20180.0,,61410,Clarence (C),1163
2011,19669.0,5.3,61410,Clarence (C),1164
2016,198.0,2.3,58680,Wandering (S),1165
2015,195.0,,58680,Wandering (S),1166
2014,194.0,,58680,Wandering (S),1167
2013,172.0,,58680,Wandering (S),1168
2012,164.0,,58680,Wandering (S),1169
2011,171.0,2.5,58680,Wandering (S),1170
2016,34679.0,6.9,45890,Port Adelaide Enfield (C),1171
2015,33677.0,,45890,Port Adelaide Enfield (C),1172
2014,31328.0,,45890,Port Adelaide Enfield (C),1173
2014,310.0,,53010,Dumbleyung (S),1083
2013,28922.0,,45890,Port Adelaide Enfield (C),1174
2012,27566.0,,45890,Port Adelaide Enfield (C),1175
2011,26862.0,6.5,45890,Port Adelaide Enfield (C),1176
2016,48.0,4.3,71300,East Arnhem (R),1177
2015,62.0,,71300,East Arnhem (R),1178
2014,65.0,,71300,East Arnhem (R),1179
2013,64.0,,71300,East Arnhem (R),1180
2012,71.0,,71300,East Arnhem (R),1181
2011,60.0,3.8,71300,East Arnhem (R),1182
2016,12302.0,7.5,62610,Glenorchy (C),1183
2015,12271.0,,62610,Glenorchy (C),1184
2014,11857.0,,62610,Glenorchy (C),1185
2013,11658.0,,62610,Glenorchy (C),1186
2012,11658.0,,62610,Glenorchy (C),1187
2011,11427.0,6.9,62610,Glenorchy (C),1188
2013,280.0,,53010,Dumbleyung (S),1084
2012,295.0,,53010,Dumbleyung (S),1085
2011,288.0,4.0,53010,Dumbleyung (S),1086
2016,5042.0,1.9,57280,Port Hedland (T),1087
2015,5086.0,,57280,Port Hedland (T),1088
2014,4875.0,,57280,Port Hedland (T),1089
2013,4483.0,,57280,Port Hedland (T),1090
2012,4007.0,,57280,Port Hedland (T),1091
2011,3699.0,1.5,57280,Port Hedland (T),1092
2016,47153.0,4.2,57490,Rockingham (C),1093
2015,45660.0,,57490,Rockingham (C),1094
2014,41776.0,,57490,Rockingham (C),1095
2013,37884.0,,57490,Rockingham (C),1096
2012,33707.0,,57490,Rockingham (C),1097
2011,30543.0,3.7,57490,Rockingham (C),1098
2016,195.0,5.6,58260,Three Springs (S),1099
2015,192.0,,58260,Three Springs (S),1100
2014,194.0,,58260,Three Springs (S),1101
2013,214.0,,58260,Three Springs (S),1102
2012,217.0,,58260,Three Springs (S),1103
2011,220.0,4.9,58260,Three Springs (S),1104
2015,1133.0,,51960,Coolgardie (S),1190
2014,1073.0,,51960,Coolgardie (S),1191
2013,1054.0,,51960,Coolgardie (S),1192
2012,1039.0,,51960,Coolgardie (S),1193
2011,934.0,2.2,51960,Coolgardie (S),1194
2016,283.0,4.8,52310,Cuballing (S),1195
2015,287.0,,52310,Cuballing (S),1196
2014,278.0,,52310,Cuballing (S),1197
2013,243.0,,52310,Cuballing (S),1198
2012,233.0,,52310,Cuballing (S),1199
2011,208.0,3.3,52310,Cuballing (S),1200
2016,284.0,3.6,51470,Carnamah (S),1201
2015,240.0,,51470,Carnamah (S),1202
2014,257.0,,51470,Carnamah (S),1203
2013,262.0,,51470,Carnamah (S),1204
2012,250.0,,51470,Carnamah (S),1205
2011,257.0,2.6,51470,Carnamah (S),1206
2016,2789.0,6.8,26430,Strathbogie (S),1207
2015,2748.0,,26430,Strathbogie (S),1208
2014,2616.0,,26430,Strathbogie (S),1209
2013,2474.0,,26430,Strathbogie (S),1210
2012,2486.0,,26430,Strathbogie (S),1211
2011,2452.0,6.6,26430,Strathbogie (S),1212
2016,7511.0,1.8,33980,Isaac (R),1213
2015,8032.0,,33980,Isaac (R),1214
2014,8294.0,,33980,Isaac (R),1215
2013,8330.0,,33980,Isaac (R),1216
2012,8397.0,,33980,Isaac (R),1217
2011,8151.0,1.4,33980,Isaac (R),1218
2016,55793.0,4.8,23670,Knox (C),1219
2015,54440.0,,23670,Knox (C),1220
2014,52517.0,,23670,Knox (C),1221
2013,49454.0,,23670,Knox (C),1222
2012,48758.0,,23670,Knox (C),1223
2011,47542.0,4.2,23670,Knox (C),1224
2016,638.0,7.6,40430,Barunga West (DC),1225
2015,748.0,,40430,Barunga West (DC),1226
2014,747.0,,40430,Barunga West (DC),1227
2013,691.0,,40430,Barunga West (DC),1228
2012,722.0,,40430,Barunga West (DC),1229
2011,675.0,8.0,40430,Barunga West (DC),1230
2016,5298.0,4.9,15650,Muswellbrook (A),1231
2015,5318.0,,15650,Muswellbrook (A),1232
2014,5089.0,,15650,Muswellbrook (A),1233
2013,4944.0,,15650,Muswellbrook (A),1234
2012,4979.0,,15650,Muswellbrook (A),1235
2011,4636.0,3.5,15650,Muswellbrook (A),1236
2016,1903.0,3.9,42250,Grant (DC),1237
2015,1902.0,,42250,Grant (DC),1238
2014,1680.0,,42250,Grant (DC),1239
2013,1541.0,,42250,Grant (DC),1240
2012,1463.0,,42250,Grant (DC),1241
2011,1383.0,3.4,42250,Grant (DC),1242
2016,23.0,3.9,74050,Tiwi Islands (R),1243
2015,38.0,,74050,Tiwi Islands (R),1244
2014,37.0,,74050,Tiwi Islands (R),1245
2013,31.0,,74050,Tiwi Islands (R),1246
2012,30.0,,74050,Tiwi Islands (R),1247
2011,24.0,3.3,74050,Tiwi Islands (R),1248
2016,21331.0,5.8,48410,West Torrens (C),1249
2015,21235.0,,48410,West Torrens (C),1250
2014,20327.0,,48410,West Torrens (C),1251
2013,19144.0,,48410,West Torrens (C),1252
2016,369.0,3.9,51080,Broomehill-Tambellup (S),1255
2015,350.0,,51080,Broomehill-Tambellup (S),1256
2014,351.0,,51080,Broomehill-Tambellup (S),1257
2013,345.0,,51080,Broomehill-Tambellup (S),1258
2012,360.0,,51080,Broomehill-Tambellup (S),1259
2011,337.0,3.7,51080,Broomehill-Tambellup (S),1260
2016,1638.0,4.2,58330,Toodyay (S),1261
2015,1584.0,,58330,Toodyay (S),1262
2014,1513.0,,58330,Toodyay (S),1263
2013,1435.0,,58330,Toodyay (S),1264
2012,1365.0,,58330,Toodyay (S),1265
2011,1325.0,4.4,58330,Toodyay (S),1266
