lga_code16,f_is_ns_25_34_pd_gd_gcl,f_is_ns_25_34_bdl,f_is_ns_25_34_adip_dipl,f_is_ns_25_34_crt_iii_an_iv_l,f_is_ns_25_34_ct_i_ii,f_is_ns_25_34_cl_nfd,f_is_ns_25_34_loe_ns,f_is_ns_25_34_tot,f_is_ns_35_44_pd_gd_gcl,f_is_ns_35_44_bdl,f_is_ns_35_44_adip_dipl,f_is_ns_35_44_crt_iii_an_iv_l,f_is_ns_35_44_ct_i_ii,f_is_ns_35_44_cl_nfd,f_is_ns_35_44_loe_ns,f_is_ns_35_44_tot,f_is_ns_45_54_pd_gd_gcl,f_is_ns_45_54_bdl,f_is_ns_45_54_adip_dipl,f_is_ns_45_54_crt_iii_an_iv_l,f_is_ns_45_54_ct_i_ii,f_is_ns_45_54_cl_nfd,f_is_ns_45_54_lev_of_ed_ns,f_is_ns_45_54_tot,f_is_ns_55_64_pgde_gddp_gdc,f_is_ns_55_64_bacheldegre_l,f_is_ns_55_64_adip_dipl,f_is_ns_55_64_crt_iii_and_iv,f_is_ns_55_64_crt_i_and_ii,f_is_ns_55_64_certi_level_nfd,f_is_ns_55_64_lev_of_ed_ns,f_is_ns_55_64_tot,f_is_ns_65ov_ptgde_gddp_gdct,f_is_ns_65ov_bdl,f_is_ns_65ov_addip_and_dipl,f_is_ns_65ov_ct_iii_iv,f_is_ns_65ov_ct_i_ii,f_is_ns_65ov_cl_nfd,f_is_ns_65ov_lev_of_ed_ns,f_is_ns_65ov_tot,f_is_ns_tot_pgde_gddp_gdctl,f_is_ns_tot_bdl,f_is_ns_tot_adip_dipl,f_is_ns_tot_ct_iii_and_iv_l,f_is_ns_tot_ct_i_and_ii_l,f_is_ns_tot_cl_nfd,f_is_ns_tot_lev_of_ed_ns,f_is_ns_tot_tot,f_t_15_19_pd_gd_gcl,f_t_15_19_bdl,f_t_15_19_adip_dipl,f_t_15_19_ct_iii_iv,f_t_15_19_ct_i_ii,f_t_15_19_cl_nfd,f_t_15_19_loe_ns,f_t_15_19_tot,f_t_20_24_pd_gd_gcl,f_t_20_24_bdl,f_t_20_24_adip_dipl,f_t_20_24_ct_iii_iv,f_t_20_24_ct_i_ii,f_t_20_24_cl_nfd,f_t_20_24_loe_ns,f_t_20_24_tot,f_t_25_34_pd_gd_gcl,f_t_25_34_bdl,f_t_25_34_adip_dipl,f_t_25_34_ct_iii_iv,f_t_25_34_ct_i_ii,f_t_25_34_cl_nfd,f_t_25_34_loe_ns,f_t_25_34_tot,f_t_35_44_pd_gd_gcl,f_t_35_44_bdl,f_t_35_44_adip_dipl,f_t_35_44_ct_iii_iv,f_t_35_44_ct_i_ii,f_t_35_44_cl_nfd,f_t_35_44_loe_ns,f_t_35_44_tot,f_t_45_54_pd_gd_gcl,f_t_45_54_bdl,f_t_45_54_adip_dipl,f_t_45_54_ct_iii_iv,f_t_45_54_ct_i_ii,f_t_45_54_cl_nfd,f_t_45_54_loe_ns,f_t_45_54_tot,f_t_55_64_pd_gd_gcl,f_t_55_64_bdl,f_t_55_64_adip_dipl,f_t_55_64_ct_iii_iv,f_t_55_64_ct_i_ii,f_t_55_64_cl_nfd,f_t_55_64_loe_ns,f_t_55_64_tot,f_t_65ov_ptgdde_gddp_gdct,f_t_65ov_bdl,f_t_65ov_adip_dipl,f_t_65ov_ct_iii_iv,f_t_65ov_ct_i_ii,f_t_65ov_cl_nfd,f_t_65ov_loe_ns,f_t_65ov_tot,f_t_tot_pd_gd_gcl,f_t_tot_bdl,f_t_tot_adip_dipl,f_t_tot_ct_iii_iv,f_t_tot_ct_i_ii,f_t_tot_cl_nfd,f_t_tot_loe_ns,f_t_tot_tot,p_ind_15_19_pd_gd_gcl,p_ind_15_19_bdl,p_ind_15_19_adip_dipl,p_ind_15_19_ct_iii_iv,p_ind_15_19_ct_i_ii,p_ind_15_19_cl_nfd,p_ind_15_19_loe_ns,p_ind_15_19_tot,p_ind_20_24_pd_gd_gcl,p_ind_20_24_bdl,p_ind_20_24_adip_dipl,p_ind_20_24_ct_iii_iv,p_ind_20_24_ct_i_ii,p_ind_20_24_cl_nfd,p_ind_20_24_loe_ns,p_ind_20_24_tot,p_ind_25_34_pd_gd_gcl,p_ind_25_34_bdl,p_ind_25_34_adip_dipl,p_ind_25_34_ct_iii_iv,p_ind_25_34_ct_i_ii,p_ind_25_34_cl_nfd,p_ind_25_34_loe_ns,p_ind_25_34_tot,p_ind_35_44_pd_gd_gcl,p_ind_35_44_bdl,p_ind_35_44_adip_dipl,p_ind_35_44_ct_iii_iv,p_ind_35_44_ct_i_ii,p_ind_35_44_cl_nfd,p_ind_35_44_loe_ns,p_ind_35_44_tot,p_ind_45_54_pd_gd_gcl,p_ind_45_54_bdl,p_ind_45_54_adip_dipl,p_ind_45_54_ct_iii_iv,p_ind_45_54_ct_i_ii,p_ind_45_54_cl_nfd,p_ind_45_54_loe_ns,p_ind_45_54_tot,p_ind_55_64_pd_gd_gcl,p_ind_55_64_bdl,p_ind_55_64_adip_dipl,p_ind_55_64_ct_iii_iv,p_ind_55_64_ct_i_ii,p_ind_55_64_cl_nfd,p_ind_55_64_loe_ns,p_ind_55_64_tot,p_ind_65ov_ptgdde_gddp_gdct,p_ind_65ov_bdl,p_ind_65ov_adip_dipl,p_ind_65ov_ct_iii_iv,p_ind_65ov_ct_i_ii,p_ind_65ov_cl_nfd,p_ind_65ov_loe_ns,p_ind_65ov_tot,p_ind_tot_pd_gd_gcl,p_ind_tot_bdl,p_ind_tot_adip_dipl,p_ind_tot_ct_iii_iv,p_ind_tot_ct_i_ii,p_ind_tot_cl_nfd,p_ind_tot_loe_ns,p_ind_tot_tot,p_noni_15_19_ptgdde_gddp_gdct,p_noni_15_19_bdl,p_noni_15_19_adip_dipl,p_noni_15_19_ct_iii_iv,p_noni_15_19_ct_i_ii,p_noni_15_19_cl_nfd,p_noni_15_19_loe_ns,p_noni_15_19_tot,p_noni_20_24_ptgdde_gddp_gdct,p_noni_20_24_bdl,p_noni_20_24_adip_dipl,p_noni_20_24_ct_iii_iv,p_noni_20_24_ct_i_ii,p_noni_20_24_cl_nfd,p_noni_20_24_loe_ns,p_noni_20_24_tot,p_noni_25_34_ptgdde_gddp_gdct,p_noni_25_34_bdl,p_noni_25_34_adip_dipl,p_noni_25_34_ct_iii_iv,p_noni_25_34_ct_i_ii,p_noni_25_34_cl_nfd,p_noni_25_34_loe_ns,p_noni_25_34_tot,lga_name16
52240,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,35,36,0,0,0,0,5,0,0,6,0,3,0,8,0,0,0,10,0,12,0,19,0,0,5,38,3,15,3,9,0,0,11,42,0,4,4,13,3,3,14,43,0,3,9,11,4,3,11,40,0,5,10,4,0,3,27,44,7,38,27,57,14,15,62,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,5,0,3,14,0,3,0,6,0,0,0,15,0,23,0,31,0,3,3,65,Cranbrook (S)
52310,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,31,37,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,3,5,8,0,0,10,33,4,8,4,3,0,3,9,27,4,12,10,0,0,0,9,40,3,5,5,4,0,0,11,24,3,0,6,3,0,3,15,36,15,26,27,29,3,12,52,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,11,0,3,0,3,0,0,0,10,0,11,3,24,4,0,3,45,Cuballing (S)
52800,0,0,0,0,0,0,70,69,0,0,0,0,0,0,40,42,0,0,0,0,0,0,38,38,0,0,0,0,0,0,27,27,0,0,0,0,0,0,15,15,0,3,0,0,0,0,221,229,0,0,3,8,5,0,62,81,4,16,6,30,15,3,75,140,33,91,31,73,30,9,138,416,40,49,19,58,21,11,100,304,18,36,39,34,10,10,110,255,14,50,35,24,3,8,65,203,7,8,11,5,0,4,54,99,120,256,143,237,84,39,617,1499,0,0,0,13,13,3,120,152,0,0,3,32,19,3,94,154,0,0,5,115,52,11,176,369,3,4,13,84,39,11,152,300,3,21,9,50,17,6,109,216,5,18,13,15,7,0,46,106,0,3,7,8,0,0,52,66,14,44,51,324,139,37,752,1367,0,0,3,3,0,0,4,10,3,16,8,35,5,0,8,75,40,140,36,80,8,8,14,330,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,9,0,0,0,0,0,0,3,4,0,3,3,8,0,0,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,Cue (S)
52450,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,6,6,0,0,0,0,0,0,15,15,0,0,0,0,0,0,8,8,0,0,0,0,0,0,46,46,0,0,0,0,0,0,10,9,0,0,0,5,0,0,3,8,0,17,6,15,0,0,4,50,5,18,3,11,3,4,14,49,3,3,8,3,6,4,6,36,0,5,9,9,3,3,13,43,0,3,7,7,0,0,23,30,9,52,23,51,12,14,64,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,16,8,0,7,28,0,0,5,21,0,0,0,29,0,25,6,49,0,3,0,94,Cunderdin (S)
52520,0,0,0,0,0,0,3,9,0,0,0,0,0,0,11,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,11,0,0,0,0,0,0,40,43,0,0,0,0,0,0,0,3,0,3,5,4,0,3,3,22,3,28,10,14,3,3,10,66,8,20,3,7,3,3,9,56,3,7,7,4,0,3,9,34,3,0,8,12,0,0,11,33,0,5,14,0,0,0,20,33,22,60,48,37,8,13,62,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,6,0,0,0,3,3,0,0,6,0,3,5,11,7,0,0,30,8,36,15,58,3,6,6,120,Dalwallinu (S)
52590,0,0,0,0,0,0,17,17,0,0,0,0,0,0,10,10,0,0,0,0,0,0,17,17,0,0,0,0,0,0,18,17,0,0,0,0,0,0,29,29,0,0,0,0,0,0,99,102,0,0,0,0,4,0,8,16,0,0,3,8,3,0,9,21,4,30,21,31,4,4,24,116,3,34,11,27,3,6,18,111,4,27,26,31,0,9,20,122,8,25,26,16,0,10,42,123,4,22,29,14,3,4,58,134,24,142,114,131,24,34,177,648,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,9,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,8,26,0,0,0,6,3,3,7,23,0,3,3,33,5,0,3,48,10,52,23,94,9,6,12,206,Dandaragan (S)
52660,0,0,0,3,0,0,53,55,0,0,0,3,0,0,40,45,0,0,0,0,0,0,46,45,0,0,0,0,0,0,58,56,0,3,0,0,0,0,91,94,0,3,4,12,0,0,315,329,0,0,4,41,27,3,31,104,0,26,26,121,22,8,21,219,26,143,101,249,31,23,75,645,34,158,94,186,21,38,62,593,33,103,98,182,26,45,58,546,27,68,109,91,15,37,79,417,9,53,61,50,3,22,261,457,129,545,494,912,140,173,585,2986,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,10,0,0,0,6,0,0,3,14,0,3,0,13,0,0,0,19,0,0,0,5,3,0,0,7,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,7,34,11,0,4,62,0,0,8,79,39,8,33,159,0,27,39,255,39,12,14,382,44,191,143,650,44,32,42,1138,Dardanup (S)
52730,0,0,0,0,0,0,18,18,0,0,0,0,0,0,32,32,0,3,0,3,0,0,37,46,0,0,0,0,0,0,36,32,0,0,0,0,0,0,72,78,0,3,0,3,0,0,214,220,0,0,0,6,7,3,19,42,0,0,0,12,3,3,3,27,16,36,33,44,10,8,25,164,36,91,34,44,9,14,41,278,36,84,65,65,0,13,65,328,46,84,67,42,11,19,54,328,25,95,95,32,9,24,130,403,164,395,299,249,47,83,347,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,4,9,0,0,5,23,0,0,0,19,12,3,25,63,0,5,0,35,8,3,6,62,20,49,33,104,12,8,12,232,Denmark (S)
53010,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,10,4,18,3,9,0,0,3,30,0,13,4,5,0,0,3,28,0,9,0,10,0,5,8,24,0,3,4,7,0,6,6,27,0,0,0,0,0,3,10,19,3,48,16,29,0,11,37,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,5,0,0,0,11,4,23,5,22,0,0,0,51,Dumbleyung (S)
53080,0,0,0,0,0,0,7,7,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,9,3,3,0,3,4,5,11,31,0,3,4,0,0,0,4,15,0,5,0,8,0,0,13,23,3,4,0,9,0,0,6,26,0,0,3,3,0,0,9,21,4,18,7,23,9,8,56,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,9,18,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,9,3,9,3,16,4,7,4,43,Dundas (S)
53150,0,0,0,0,0,0,25,26,0,0,0,0,0,0,22,20,0,0,0,0,0,0,36,35,0,0,0,0,0,0,29,29,0,3,0,0,0,0,29,28,0,12,0,3,0,0,145,161,0,0,0,5,4,0,17,26,3,63,13,30,4,3,8,120,55,159,41,38,0,8,30,323,87,199,64,28,8,14,35,432,119,197,92,47,6,23,53,538,95,159,72,32,0,13,51,422,47,95,86,20,3,20,111,380,410,871,365,192,29,72,300,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,12,4,0,13,34,4,98,27,57,10,5,4,199,81,251,68,102,3,12,14,541,East Fremantle (T)
53220,0,0,0,0,0,0,139,148,0,0,0,0,0,0,68,71,0,0,0,0,0,0,86,89,0,0,0,0,0,0,45,43,0,0,0,0,0,0,9,9,0,5,4,3,0,0,393,403,0,0,0,6,3,0,33,43,3,26,15,39,13,7,55,153,27,123,68,140,30,17,179,584,13,75,54,80,8,14,93,343,6,38,41,55,10,3,114,273,13,13,9,20,3,7,71,136,3,3,4,0,5,0,19,36,68,281,196,351,69,50,568,1573,0,0,0,6,0,0,33,44,0,0,0,16,15,3,21,53,0,3,11,86,27,4,40,163,0,3,8,43,6,9,28,89,0,3,12,29,3,0,18,64,0,0,3,18,3,3,18,42,0,0,0,0,0,0,13,16,3,15,36,196,52,12,169,480,0,0,0,9,4,0,11,30,3,39,22,139,12,3,11,222,66,277,126,762,36,31,49,1345,East Pilbara (S)
53290,0,0,0,0,0,0,90,93,0,3,0,5,0,0,84,89,0,0,0,3,0,0,111,115,0,0,0,0,0,0,84,86,0,0,3,0,0,0,100,103,0,6,3,7,3,3,540,566,0,0,0,28,16,0,76,126,0,31,11,57,27,12,47,186,33,146,89,145,31,12,104,568,44,140,89,141,24,31,116,587,36,99,101,148,23,29,154,584,28,60,98,87,18,31,146,473,14,59,82,37,10,25,295,524,159,535,469,650,148,149,935,3054,0,0,0,3,5,0,12,25,0,0,0,5,3,0,4,15,0,0,3,13,3,0,5,22,0,0,4,8,0,3,8,25,0,5,0,5,0,3,8,20,0,0,3,0,4,3,7,19,0,0,0,5,0,0,3,11,0,3,15,41,17,10,49,139,0,0,0,55,19,0,50,127,3,41,22,172,38,18,25,318,48,205,122,416,40,23,41,894,Esperance (S)
53360,0,0,0,0,0,0,19,16,0,0,0,0,0,0,26,29,0,0,0,0,0,0,11,11,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,3,0,0,0,0,89,99,0,0,0,4,4,0,12,17,0,6,3,9,4,3,6,26,13,56,20,34,8,4,27,158,17,41,33,33,4,7,36,169,16,36,23,19,5,3,23,121,3,21,18,18,5,7,22,84,0,10,10,11,3,11,24,67,46,161,102,123,26,38,143,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,10,0,0,4,19,0,0,0,7,4,0,9,24,0,10,5,26,3,3,5,54,13,81,32,107,10,10,14,273,Exmouth (S)
53430,0,5,0,0,0,0,200,212,0,0,0,0,0,0,147,147,0,3,3,0,0,0,144,152,0,0,0,0,0,0,131,137,0,0,0,7,0,3,205,216,4,13,6,13,0,3,948,980,0,0,10,31,6,7,53,106,21,198,57,84,14,13,93,466,320,959,193,205,19,33,248,1984,397,716,176,152,15,24,200,1682,390,574,265,154,23,44,210,1652,319,437,234,130,22,57,221,1417,170,321,228,79,10,66,525,1402,1619,3198,1151,834,111,240,1561,8710,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,10,3,8,8,9,0,0,0,28,0,5,5,9,4,3,8,30,4,7,3,3,0,3,6,31,0,3,5,3,3,0,7,20,0,0,0,5,0,0,3,4,13,23,16,33,7,6,35,136,0,3,15,47,24,6,30,122,28,306,86,175,22,18,34,664,530,1543,373,630,37,54,104,3265,Fremantle (C)
53640,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,11,0,0,0,0,0,0,7,7,0,0,0,0,0,0,34,40,0,0,0,3,0,0,0,3,0,4,3,6,0,0,3,20,10,17,3,16,3,0,6,53,4,17,3,4,0,4,7,42,3,4,12,11,0,3,12,50,0,5,7,8,0,0,12,42,0,3,6,0,0,0,14,27,11,49,37,47,9,9,60,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,9,19,0,0,0,4,0,0,0,5,0,4,3,16,3,0,7,31,7,19,3,30,7,3,4,73,Gnowangerup (S)
54280,0,3,0,0,0,0,233,236,0,0,0,0,0,0,170,175,0,3,0,8,0,0,146,152,0,0,0,0,0,3,150,151,0,0,0,0,0,0,105,101,0,7,3,11,3,3,955,975,0,0,3,47,39,3,110,205,7,98,43,162,35,30,118,483,139,466,243,410,63,43,309,1680,127,342,232,271,35,72,258,1329,61,196,185,247,24,49,234,994,40,108,110,122,16,45,227,669,9,45,49,30,4,18,203,361,384,1251,857,1284,225,263,1459,5728,0,0,0,5,3,3,33,51,0,0,0,28,4,6,23,64,0,5,15,53,6,0,35,122,3,3,11,41,6,5,43,108,0,13,13,23,3,3,32,83,0,0,3,15,0,4,21,49,0,4,3,4,0,4,13,30,3,27,41,178,27,25,203,512,0,0,3,96,63,4,57,234,11,154,63,447,51,35,50,809,252,753,355,1338,82,80,126,2986,Kalgoorlie/Boulder (C)
54310,0,0,0,3,0,0,201,211,0,4,0,0,0,0,146,151,0,0,0,0,0,0,140,142,0,0,0,0,0,0,74,70,0,0,0,0,0,0,29,29,3,4,3,3,0,4,685,696,0,0,0,20,12,4,71,108,4,63,36,109,29,8,82,333,101,428,217,307,68,54,268,1444,114,301,220,225,47,58,214,1179,46,144,125,157,22,40,203,739,27,52,86,51,8,20,112,361,4,19,9,8,0,4,55,103,286,1011,695,882,184,187,1003,4257,0,0,0,6,6,0,38,46,0,0,0,41,12,0,52,107,0,9,9,72,20,9,101,214,3,4,15,69,12,9,65,185,3,12,4,39,5,5,51,119,0,3,8,10,0,0,15,44,0,3,4,0,0,0,9,18,9,42,40,239,51,33,324,733,0,0,7,43,19,7,73,138,7,90,45,273,44,22,26,499,179,646,348,1167,78,75,111,2606,Karratha (C)
53800,0,0,0,0,0,0,169,169,0,0,0,4,0,0,166,171,0,6,3,6,0,0,199,216,0,0,0,0,0,0,152,152,0,0,3,0,0,0,199,207,0,12,3,10,0,3,1050,1082,0,0,12,70,50,14,159,310,17,69,89,206,76,15,133,608,109,399,224,476,72,49,269,1602,130,437,293,390,61,74,257,1647,128,327,280,430,51,69,317,1603,87,216,262,241,36,68,260,1160,35,139,169,121,33,62,535,1083,502,1588,1332,1934,371,361,1921,8006,0,0,4,13,13,0,42,71,0,0,8,53,23,0,80,160,0,3,6,95,21,8,138,283,0,14,23,74,12,7,105,228,12,15,25,47,8,4,54,163,0,16,22,29,0,5,35,113,3,0,4,13,0,3,30,59,17,53,86,333,80,25,483,1078,0,0,17,138,83,23,98,354,18,97,111,545,97,26,66,949,158,586,346,1223,93,69,137,2607,Greater Geraldton (C)
53920,0,0,0,0,0,0,30,30,0,0,0,0,0,0,26,26,0,0,0,0,0,0,18,18,0,0,0,0,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,129,129,0,0,0,0,0,0,39,42,0,12,0,9,0,3,41,66,5,26,9,14,5,6,105,176,4,18,3,10,3,3,75,123,5,16,6,10,3,4,48,99,14,7,8,7,0,3,31,74,4,4,0,3,0,0,24,41,37,82,37,58,15,22,367,620,0,0,0,4,0,0,99,107,0,0,0,15,7,4,42,64,0,4,0,39,10,9,132,185,0,3,7,29,4,4,96,149,0,3,3,19,8,10,60,100,0,3,0,10,0,5,19,39,0,0,0,4,0,0,33,42,0,16,14,110,28,35,486,685,0,0,0,0,0,0,0,3,0,17,3,9,0,0,0,32,11,49,19,24,0,3,0,102,Halls Creek (S)
53990,0,4,0,0,0,0,93,95,0,0,0,3,0,0,109,114,3,0,0,4,0,0,112,121,0,0,0,0,0,0,112,107,0,0,0,0,0,0,175,173,3,7,3,10,0,0,720,744,0,0,6,43,38,5,123,210,3,43,35,127,27,23,56,317,60,245,187,365,59,38,139,1101,78,334,197,347,42,40,157,1197,75,212,219,305,22,65,172,1070,65,180,175,200,23,59,186,878,21,122,153,96,15,47,386,841,300,1135,965,1490,227,279,1220,5608,0,0,0,4,0,0,6,10,0,0,0,5,0,0,3,13,0,3,3,13,3,0,9,24,3,3,3,20,0,4,0,32,0,3,3,5,0,4,0,16,3,8,4,5,0,3,0,15,0,0,0,3,0,0,4,12,3,16,8,50,7,12,24,125,0,0,9,116,67,5,73,264,8,62,63,329,44,23,25,550,69,359,264,964,84,69,109,1918,Harvey (S)
53710,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0,33,33,0,0,0,0,0,0,7,11,0,0,0,3,0,0,3,5,3,18,5,9,5,0,4,41,0,8,0,7,0,0,10,34,3,6,9,9,3,0,6,42,5,0,7,12,0,0,17,46,0,3,10,0,0,0,15,36,15,44,34,46,11,7,62,215,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,8,12,0,0,0,4,0,0,3,7,0,0,0,9,0,0,0,13,3,25,5,27,5,0,0,63,Goomalling (S)
53780,0,7,0,0,4,0,382,391,0,3,3,6,0,0,337,351,0,6,4,0,0,0,262,277,0,0,3,3,0,0,272,277,0,3,0,3,0,3,331,345,7,22,18,14,3,4,1860,1927,0,0,60,185,94,30,221,598,65,543,317,580,108,66,290,1958,857,2466,1046,1196,168,156,644,6530,745,1839,1037,1033,133,251,638,5681,350,925,826,850,125,248,521,3841,208,517,586,587,97,192,593,2774,88,369,409,320,51,195,1238,2666,2311,6656,4269,4763,784,1134,4134,24052,0,0,0,19,7,0,40,69,0,5,18,40,8,3,86,158,3,9,18,77,14,4,132,259,3,6,12,36,5,9,84,165,10,12,12,42,8,8,38,127,7,14,5,21,0,4,22,76,3,4,4,11,0,0,26,56,29,49,79,250,39,36,422,900,0,8,81,365,211,50,238,950,84,904,546,1373,201,100,361,3574,1491,4129,1892,3339,272,267,796,12193,Gosnells (C)
54060,0,0,0,0,0,0,12,11,0,0,0,0,0,0,13,14,0,0,0,0,0,0,12,14,0,0,0,0,0,0,18,16,0,0,0,0,0,0,20,20,0,0,0,3,0,0,83,84,0,0,0,3,0,0,16,19,0,6,6,15,4,3,0,26,3,16,9,37,4,3,12,94,9,40,24,35,6,7,26,141,7,23,36,27,4,8,19,128,10,13,37,30,10,13,37,139,10,21,32,26,3,12,83,186,31,114,144,174,32,43,194,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,3,4,0,3,3,3,0,0,0,11,0,0,0,3,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,12,0,0,6,28,0,0,3,9,6,0,13,30,0,7,4,35,5,3,0,61,3,27,14,94,12,10,10,162,Irwin (S)
