LGA_MAIN11,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P,LGA_NAME11
58760,13353,26261,450,2557,2134,9913,890,4071,12445,48320,15919,64861,1045,4366,1326,4439,3135,9915,5506,18720,21425,83581,111,538,476,1754,310,1140,2872,7951,3769,11383,246,782,505,1127,1708,3700,2459,5609,6228,16992,552,1204,41558,128038,Wanneroo (C)
58820,444,864,11,38,33,166,24,117,211,840,279,1161,13,55,26,74,74,219,113,348,392,1509,0,16,8,34,4,29,73,197,85,276,0,10,15,24,45,91,60,125,145,401,10,19,991,2793,Waroona (S)
58890,131,263,3,5,9,31,3,7,75,310,90,353,0,5,4,8,12,31,16,44,106,397,0,0,4,3,0,3,5,19,9,25,0,0,3,5,6,16,9,21,18,46,0,0,255,706,West Arthur (S)
89399,35150,69296,639,3515,4239,19274,896,3979,24480,93975,30254,120743,2237,9153,4165,13928,6535,20440,12937,43521,43191,164264,144,607,1028,3398,423,1418,5268,13549,6863,18972,663,2052,1739,3846,4336,9187,6738,15085,13601,34057,1452,3042,93394,270659,Unincorporated ACT
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59030,35,67,0,0,0,3,3,4,20,69,23,76,0,3,3,6,3,5,6,14,29,90,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,3,0,3,3,12,0,0,67,169,Westonia (S)
99399,206,412,8,40,15,69,19,78,171,650,213,837,11,30,18,60,53,175,82,265,295,1102,0,0,5,23,3,12,35,104,43,139,3,5,4,8,24,58,31,71,74,210,10,21,585,1745,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59100,95,180,0,6,12,41,0,3,54,212,66,262,0,0,7,19,5,15,12,34,78,296,0,0,0,0,3,3,20,58,23,61,0,0,3,3,11,25,14,28,37,89,0,0,210,565,Wickepin (S)
59170,147,290,3,7,0,8,0,0,70,279,73,294,3,17,13,26,9,26,25,69,98,363,0,0,0,0,0,0,12,31,12,31,0,0,6,7,6,22,12,29,24,60,0,0,269,713,Williams (S)
59250,25,58,0,6,0,11,0,21,27,102,27,140,0,0,0,5,4,4,4,9,31,149,0,3,0,3,9,35,16,56,25,97,0,0,3,5,10,30,13,35,38,132,3,0,97,339,Wiluna (S)
59310,168,326,3,19,11,45,4,13,116,443,134,520,0,3,4,7,17,51,21,61,155,581,0,0,3,13,7,31,23,65,33,109,0,7,0,3,14,22,14,32,47,141,6,7,376,1055,Wongan-Ballidu (S)
59320,54,102,0,0,3,25,6,13,33,129,42,167,0,3,4,5,4,11,8,19,50,186,4,3,0,3,0,0,9,34,13,40,0,0,0,0,3,8,3,8,16,48,0,0,120,336,Woodanilling (S)
59330,62,124,0,0,3,8,3,8,33,123,39,139,0,0,3,11,6,17,9,28,48,167,0,0,0,0,0,0,14,40,14,40,0,0,0,0,3,4,3,4,17,44,3,3,130,338,Wyalkatchem (S)
59340,662,1284,7,52,37,162,41,212,480,1989,565,2415,12,49,16,47,49,137,77,233,642,2648,4,26,21,99,41,209,196,614,262,948,5,14,9,17,58,150,72,181,334,1129,36,88,1674,5149,Wyndham-East Kimberley (S)
59350,17,38,0,0,4,7,3,16,3,28,10,51,0,0,0,0,7,12,7,12,17,63,0,0,0,0,4,17,3,12,7,29,0,0,0,0,3,0,3,0,10,29,0,3,44,133,Yalgoo (S)
59360,135,271,0,4,10,16,4,18,104,414,118,452,0,5,5,6,25,71,30,82,148,534,4,7,4,8,0,3,22,61,30,79,0,0,0,0,14,28,14,28,44,107,0,0,327,912,Yilgarn (S)
59370,503,975,7,40,31,138,17,71,193,723,248,972,17,70,18,41,51,159,86,270,334,1242,0,5,4,17,5,20,70,199,79,241,3,7,13,25,32,63,48,95,127,336,6,12,970,2565,York (S)
59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60210,910,1785,8,38,62,276,16,72,305,1184,391,1570,9,42,43,111,81,234,133,387,524,1957,6,10,18,71,11,33,112,312,147,426,3,9,34,59,67,143,104,211,251,637,14,28,1699,4407,Break O'Day (M)
60410,1356,2704,22,146,185,840,85,368,1016,4005,1308,5359,78,318,109,343,293,913,480,1574,1788,6933,8,41,78,274,43,156,633,1762,762,2233,26,84,62,135,226,485,314,704,1076,2937,43,85,4263,12659,Brighton (M)
70420,408,858,20,136,32,173,75,502,419,1856,546,2667,5,24,4,19,65,216,74,259,620,2926,6,47,21,90,34,210,205,690,266,1037,3,9,4,6,68,205,75,220,341,1257,45,124,1414,5165,Barkly (S)
70540,0,3,0,3,3,15,3,4,8,42,14,64,0,0,0,0,3,10,3,10,17,74,0,0,0,0,0,14,10,31,10,45,0,0,0,0,9,21,9,21,19,66,6,10,42,153,Belyuen (S)
70620,177,381,3,26,14,97,43,261,286,1266,346,1650,0,5,6,14,33,130,39,149,385,1799,0,0,6,25,25,133,113,372,144,530,3,9,0,3,42,137,45,149,189,679,20,51,771,2910,Central Desert (S)
70700,113,218,0,0,10,40,5,21,41,157,56,218,0,13,3,7,17,41,20,61,76,279,0,7,3,4,3,10,35,96,41,117,0,0,0,9,8,16,8,25,49,142,5,6,243,645,Coomalie (S)
71000,6730,13140,113,620,659,3038,265,1261,4447,16987,5484,21906,264,1062,493,1533,1206,3727,1963,6322,7447,28228,39,184,207,738,129,478,1162,3165,1537,4565,76,242,247,509,863,1847,1186,2598,2723,7163,329,725,17229,49256,Darwin (C)
71300,269,619,46,372,64,472,97,727,557,2702,764,4273,12,60,15,68,89,362,116,490,880,4763,11,87,28,196,67,453,336,1319,442,2055,8,24,15,36,146,506,169,566,611,2621,26,86,1786,8089,East Arnhem (S)
72330,269,592,8,92,18,115,63,370,340,1518,429,2095,3,13,7,18,42,178,52,209,481,2304,8,48,8,31,43,231,174,609,233,919,0,0,3,10,73,198,76,208,309,1127,32,87,1091,4110,MacDonnell (S)
72800,2164,4206,51,275,295,1352,155,700,2369,9123,2870,11450,101,410,153,486,355,1102,609,1998,3479,13448,17,78,84,296,70,251,702,1923,873,2548,43,126,84,181,264,562,391,869,1264,3417,93,200,7000,21271,Palmerston (C)
73600,271,578,15,100,42,285,82,565,426,2023,565,2973,5,19,7,23,44,183,56,225,621,3198,3,33,16,84,35,217,185,642,239,976,3,12,6,9,52,145,61,166,300,1142,25,64,1217,4982,Roper Gulf (S)
74050,137,313,7,65,21,128,27,140,187,863,242,1196,3,15,4,13,33,122,40,150,282,1346,3,16,3,15,16,88,55,187,77,306,3,11,3,5,37,110,43,126,120,432,26,76,565,2167,Tiwi Islands (S)
74500,255,533,28,208,27,162,64,453,464,2129,583,2952,12,52,7,27,45,168,64,247,647,3199,7,22,15,95,53,288,166,598,241,1003,0,0,7,11,44,119,51,130,292,1133,23,70,1217,4935,Victoria-Daly (S)
74560,63,123,0,6,5,15,0,0,17,58,22,79,0,5,3,5,4,12,7,22,29,101,0,0,0,0,3,6,7,14,10,20,0,3,3,0,0,3,3,6,13,26,0,0,105,250,Wagait (S)
74660,259,557,22,197,42,246,82,631,434,2043,580,3117,5,17,15,49,49,197,69,263,649,3380,10,67,9,43,27,192,171,535,217,837,8,31,11,27,53,171,72,229,289,1066,23,76,1220,5079,West Arnhem (S)
79399,566,1088,12,75,77,310,20,105,633,2469,742,2959,17,54,30,88,65,189,112,331,854,3290,3,4,13,41,0,3,73,190,89,238,0,4,6,12,30,60,36,76,125,314,17,32,1562,4724,Unincorporated NT
