yr,num_bsns_num_non_emply_bsns_num,num_bsns_1_4_emplys_num,num_bsns_5_19_emplys_num,num_bsns_20_pls_emplys_num,num_bsns_tot_num_bsns_num,bsns_entries_num_non_emply_bsns_entries_num,bsns_entries_1_4_emplys_num,bsns_entries_5_19_emplys_num,bsns_entries_20_pls_emplys_num,bsns_entries_tot_num_bsns_entries_num,bsns_exits_num_non_emply_bsns_exits_num,bsns_exits_1_4_emplys_num,bsns_exits_5_19_emplys_num,bsns_exits_20_pls_emplys_num,bsns_exits_tot_num_bsns_exits_num,num_bsns_by_industry_agri_frsty_fish_num,num_bsns_by_industry_mining_num,num_bsns_by_industry_manu_num,num_bsns_by_industry_elec_gas_water_wst_num,num_bsns_by_industry_cons_num,num_bsns_by_industry_whsl_trade_num,num_bsns_by_industry_rtl_trade_num,num_bsns_by_industry_accom_food_num,num_bsns_by_industry_trns_pstl_whse_num,num_bsns_by_industry_info_med_coms_num,num_bsns_by_industry_fin_insur_num,num_bsns_by_industry_rent_hiring_rlst_num,num_bsns_by_industry_pro_sci_tech_num,num_bsns_by_industry_admt_supp_num,num_bsns_by_industry_pub_admt_safety_num,num_bsns_by_industry_edu_training_num,num_bsns_by_industry_hlth_care_soc_asst_num,num_bsns_by_industry_arts_rec_num,num_bsns_by_industry_oth_num,num_bsns_by_industry_currly_unk_num,num_bsns_by_industry_tot_num,bld_approvals_priv_sector_houses_num,bld_approvals_priv_sector_dwl_excluding_houses_num,bld_approvals_tot_priv_sector_dwl_units_num,bld_approvals_tot_dwl_units_num,bld_approvals_value_priv_sector_houses_audm,bld_approvals_value_priv_sector_dwl_excluding_houses_audm,bld_approvals_value_tot_priv_sectors_dwl_units_audm,bld_approvals_value_tot_resial_bld_audm,bld_approvals_value_tot_non_resial_bld_audm,bld_approvals_value_tot_bld_audm,resial_property_prices_houses_num_trfs_num,resial_property_prices_houses_med_sale_price_aud,resial_property_prices_attached_dwl_num_trfs_num,resial_property_prices_attached_dwl_med_sale_price_aud,avg_hsld_net_worth_avg_hsld_net_worth_aud,patents_trademarks_patent_applicants_num,patents_trademarks_trademark_applicants_num,p_inslv_tot_debt_ent_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_non_bsns_rel_p_inslv_num,p_inslv_tot_debt_ent_p_inslv_num,slct_caus_p_inslv_bsns_rel_inslv_caus_economic_cond_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_exc_use_credit_num,slct_caus_p_inslv_non_bsns_rel_inslv_caus_unemp_loss_inc_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_managers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_pros_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_tech_trades_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_cmty_p_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_clrc_admt_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_sales_wrkers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_mach_ops_drivers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_labourers_num,occ_debt_ent_bsns_non_bsns_rel_p_inslv_debt_oth_unk_occ_num,regd_mtr_vhcls_num_by_type_vehicle_pax_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_campervans_num,regd_mtr_vhcls_num_by_type_vehicle_light_comc_vehicles_num,regd_mtr_vhcls_num_by_type_vehicle_light_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_heavy_rigid_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_articulated_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_nfc_trucks_num,regd_mtr_vhcls_num_by_type_vehicle_buses_num,regd_mtr_vhcls_num_by_type_vehicle_motorcycles_num,regd_mtr_vhcls_num_by_type_fuel_petrol_num,regd_mtr_vhcls_num_by_type_fuel_diesel_num,regd_mtr_vhcls_num_by_type_fuel_lpg_dual_oth_num,regd_mtr_vhcls_num_by_type_fuel_electric_num,regd_mtr_vhcls_yr_manu_less_5_yrs_num,regd_mtr_vhcls_yr_manu_5_10_yrs_num,regd_mtr_vhcls_yr_manu_ov_10_yrs_num,regd_mtr_vhcls_yr_manu_tot_regd_mtr_vhcls_num,tourist_accom_est_est_15_pls_rooms_num,empy_by_industry_agri_frsty_fish_pr100,empy_by_industry_mining_pr100,empy_by_industry_manu_pr100,empy_by_industry_elec_gas_water_wst_pr100,empy_by_industry_cons_pr100,empy_by_industry_whsl_trade_pr100,empy_by_industry_rtl_trade_pr100,empy_by_industry_accom_food_pr100,empy_by_industry_trns_pstl_whse_pr100,empy_by_industry_info_med_coms_pr100,empy_by_industry_fin_insur_pr100,empy_by_industry_rent_hiring_rlst_pr100,empy_by_industry_pro_sci_tech_pr100,empy_by_industry_admt_supp_pr100,empy_by_industry_pub_admt_safety_pr100,empy_by_industry_edu_training_pr100,empy_by_industry_hlth_care_soc_asst_pr100,empy_by_industry_arts_rec_pr100,empy_by_industry_oth_pr100,empy_by_industry_tot_empy_num,gcc_code16,gcc_name16,ogc_fid
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.0,68.0,2176.0,2265.0,487.0,15.0,503.0,546.0,379.0,924.0,,,,,,44.0,440.0,106.0,385.0,491.0,53.0,101.0,153.0,42.0,30.0,73.0,54.0,34.0,33.0,45.0,82.0,98.0,227235.0,1670.0,77548.0,1903.0,9682.0,4901.0,286.0,1579.0,16107.0,260412.0,77340.0,3077.0,3.0,55150.0,85949.0,198735.0,339834.0,157.0,,,,,,,,,,,,,,,,,,,,,4RSAU,Rest of SA,59
2014,21883.0,9603.0,4190.0,672.0,36340.0,,,,,,,,,,,13883.0,148.0,1391.0,177.0,4270.0,820.0,2274.0,1390.0,1773.0,76.0,1722.0,3050.0,1549.0,707.0,65.0,148.0,987.0,244.0,1404.0,271.0,36340.0,2495.0,50.0,2545.0,2643.0,582.0,36.0,618.0,640.0,329.0,969.0,5456.0,260000.0,664.0,182500.0,706189.0,39.0,428.0,103.0,329.0,432.0,57.0,93.0,113.0,28.0,30.0,56.0,56.0,39.0,21.0,40.0,90.0,72.0,231842.0,1718.0,80670.0,1945.0,9671.0,5066.0,255.0,1559.0,16487.0,261832.0,84204.0,3057.0,15.0,58012.0,84225.0,206025.0,348262.0,154.0,,,,,,,,,,,,,,,,,,,,,4RSAU,Rest of SA,60
2015,21673.0,9726.0,3890.0,645.0,35941.0,1986.0,707.0,110.0,6.0,2810.0,2552.0,534.0,166.0,23.0,3275.0,13563.0,139.0,1384.0,174.0,4246.0,824.0,2259.0,1374.0,1731.0,79.0,1765.0,3093.0,1556.0,687.0,68.0,158.0,1010.0,243.0,1391.0,207.0,35941.0,2151.0,60.0,2211.0,2244.0,539.0,11.0,550.0,582.0,273.0,855.0,5596.0,265000.0,596.0,184000.0,,43.0,440.0,85.0,355.0,440.0,26.0,86.0,140.0,36.0,36.0,45.0,44.0,35.0,33.0,48.0,83.0,80.0,234092.0,1708.0,83269.0,1963.0,9321.0,5147.0,244.0,1473.0,16674.0,259844.0,91110.0,2955.0,16.0,58178.0,84263.0,210784.0,353225.0,161.0,,,,,,,,,,,,,,,,,,,,,4RSAU,Rest of SA,61
2016,21904.0,9635.0,3870.0,634.0,36039.0,2215.0,752.0,123.0,17.0,3107.0,2416.0,589.0,157.0,23.0,3186.0,13539.0,140.0,1398.0,160.0,4276.0,838.0,2233.0,1361.0,1703.0,80.0,1816.0,3133.0,1542.0,698.0,62.0,169.0,1017.0,250.0,1393.0,227.0,36039.0,1942.0,68.0,2010.0,2033.0,499.0,13.0,512.0,542.0,431.0,973.0,5330.0,270000.0,492.0,180500.0,659904.0,,,65.0,346.0,411.0,17.0,83.0,143.0,26.0,24.0,59.0,47.0,31.0,34.0,51.0,73.0,66.0,235810.0,1761.0,85296.0,2071.0,9202.0,5353.0,246.0,1542.0,16935.0,257155.0,98086.0,2828.0,12.0,59581.0,83060.0,214745.0,357386.0,153.0,14.6,2.8,9.4,1.1,7.0,2.6,10.4,6.7,4.1,0.6,1.3,1.0,2.6,3.3,5.0,7.6,12.1,0.8,3.6,158308.0,4RSAU,Rest of SA,62
2017,21923.0,9663.0,3904.0,642.0,36131.0,2172.0,759.0,136.0,17.0,3085.0,2332.0,505.0,166.0,19.0,3018.0,13462.0,145.0,1402.0,164.0,4333.0,840.0,2201.0,1391.0,1676.0,84.0,1896.0,3190.0,1551.0,716.0,63.0,175.0,1001.0,250.0,1371.0,228.0,36131.0,1662.0,55.0,1717.0,1727.0,448.0,13.0,461.0,488.0,554.0,1042.0,,,,,,,,92.0,382.0,474.0,28.0,122.0,142.0,46.0,34.0,69.0,44.0,41.0,31.0,46.0,75.0,88.0,237646.0,1755.0,87611.0,2064.0,9360.0,5528.0,237.0,1602.0,17076.0,361213.0,109316.0,2815.0,26.0,59171.0,83667.0,219409.0,362247.0,,,,,,,,,,,,,,,,,,,,,,4RSAU,Rest of SA,63
2018,21983.0,9724.0,3747.0,633.0,36083.0,2231.0,709.0,119.0,3.0,3068.0,2462.0,588.0,164.0,20.0,3235.0,13232.0,134.0,1391.0,168.0,4369.0,831.0,2160.0,1402.0,1685.0,89.0,1892.0,3238.0,1576.0,736.0,68.0,168.0,1027.0,244.0,1458.0,224.0,36083.0,1717.0,35.0,1752.0,1759.0,482.0,6.0,488.0,520.0,591.0,1111.0,,,,,,,,79.0,379.0,459.0,18.0,119.0,132.0,49.0,32.0,72.0,58.0,39.0,28.0,55.0,60.0,71.0,240210.0,1807.0,89793.0,2087.0,9064.0,5467.0,250.0,1595.0,17018.0,351764.0,116266.0,2616.0,28.0,58912.0,84114.0,223976.0,366952.0,,,,,,,,,,,,,,,,,,,,,,4RSAU,Rest of SA,64
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.0,3586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4.8,8.5,1.1,10.0,3.9,10.4,5.8,4.4,1.2,2.9,1.8,8.3,3.2,6.4,8.1,10.9,1.5,3.9,857632.0,5GPER,Greater Perth,65
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.0,3503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,5GPER,Greater Perth,66
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14925.0,4610.0,19535.0,20173.0,4209.0,1044.0,5253.0,5479.0,3883.0,9362.0,,,,,,974.0,3620.0,466.0,1354.0,1820.0,201.0,443.0,429.0,156.0,174.0,295.0,155.0,267.0,155.0,195.0,213.0,210.0,1159060.0,4980.0,220560.0,10776.0,28644.0,7584.0,2910.0,9818.0,79550.0,1213880.0,264707.0,44752.0,399.0,395753.0,489898.0,638288.0,1523939.0,117.0,,,,,,,,,,,,,,,,,,,,,5GPER,Greater Perth,67
2014,106660.0,41734.0,16362.0,5280.0,170035.0,,,,,,,,,,,4485.0,2493.0,7210.0,508.0,32409.0,5811.0,10040.0,5910.0,11402.0,1276.0,16229.0,19213.0,23247.0,6366.0,579.0,2036.0,9007.0,1907.0,7297.0,2604.0,170035.0,19330.0,5850.0,25180.0,25550.0,5462.0,1372.0,6834.0,7029.0,3947.0,10976.0,31249.0,542000.0,9637.0,443500.0,1007801.0,880.0,3765.0,444.0,1426.0,1870.0,193.0,429.0,520.0,180.0,168.0,320.0,145.0,242.0,161.0,220.0,245.0,189.0,1205861.0,4946.0,231361.0,11569.0,29916.0,8077.0,3009.0,10083.0,85981.0,1253190.0,294710.0,42089.0,450.0,428071.0,491646.0,671053.0,1590770.0,117.0,,,,,,,,,,,,,,,,,,,,,5GPER,Greater Perth,68
2015,108208.0,43084.0,16315.0,5230.0,172835.0,17526.0,6569.0,738.0,120.0,24955.0,16975.0,3943.0,941.0,168.0,22027.0,4279.0,2418.0,7158.0,504.0,33517.0,5770.0,9813.0,6262.0,11572.0,1277.0,17072.0,19563.0,23533.0,6449.0,575.0,2094.0,9448.0,1951.0,7476.0,2113.0,172835.0,19435.0,8207.0,27642.0,28509.0,5643.0,2148.0,7791.0,8019.0,3342.0,11362.0,27381.0,550000.0,9583.0,445000.0,,867.0,4274.0,392.0,1459.0,1851.0,141.0,478.0,503.0,186.0,148.0,326.0,184.0,231.0,169.0,219.0,220.0,168.0,1223855.0,4962.0,237097.0,11780.0,30313.0,8291.0,3100.0,10204.0,88669.0,1261897.0,317318.0,38501.0,391.0,417402.0,498246.0,702709.0,1618357.0,130.0,,,,,,,,,,,,,,,,,,,,,5GPER,Greater Perth,69
2016,111286.0,43586.0,16569.0,5136.0,176582.0,19221.0,6602.0,821.0,86.0,26730.0,17162.0,4329.0,927.0,205.0,22617.0,4030.0,2345.0,7069.0,535.0,34538.0,5805.0,9725.0,6522.0,12363.0,1299.0,17522.0,19859.0,23832.0,6649.0,567.0,2139.0,10018.0,2002.0,7673.0,2096.0,176582.0,14427.0,6415.0,20842.0,21345.0,4431.0,1530.0,5961.0,6160.0,3929.0,10089.0,23023.0,525000.0,8256.0,430000.0,866650.0,,,566.0,1767.0,2333.0,225.0,539.0,586.0,268.0,187.0,407.0,197.0,295.0,164.0,292.0,275.0,248.0,1236116.0,4904.0,239710.0,12177.0,30162.0,7996.0,3122.0,10173.0,89542.0,1263570.0,335092.0,34551.0,453.0,412996.0,487539.0,733477.0,1634012.0,129.0,0.8,5.0,5.7,1.1,9.9,2.7,9.8,6.5,4.6,1.1,2.7,1.8,7.2,3.3,6.4,8.8,12.3,1.7,4.0,920196.0,5GPER,Greater Perth,70
2017,115365.0,43249.0,16645.0,4957.0,180214.0,20445.0,6043.0,714.0,76.0,27284.0,17683.0,4312.0,945.0,185.0,23130.0,3936.0,2321.0,7048.0,541.0,34123.0,5849.0,9655.0,6767.0,14237.0,1388.0,18171.0,20044.0,24136.0,6843.0,576.0,2201.0,10524.0,2067.0,7837.0,1956.0,180214.0,11887.0,5036.0,16923.0,17630.0,3764.0,1373.0,5137.0,5354.0,3832.0,9186.0,,,,,,,,668.0,2208.0,2876.0,255.0,723.0,798.0,310.0,264.0,527.0,303.0,336.0,241.0,350.0,294.0,251.0,1240215.0,4812.0,240788.0,12312.0,30073.0,7623.0,3170.0,9555.0,88684.0,1257901.0,362162.0,32109.0,668.0,380289.0,489522.0,767479.0,1637290.0,,,,,,,,,,,,,,,,,,,,,,5GPER,Greater Perth,71
2018,118390.0,43281.0,15854.0,4686.0,182219.0,20428.0,5692.0,590.0,87.0,26796.0,18713.0,4369.0,920.0,175.0,24184.0,3704.0,2342.0,7007.0,563.0,33211.0,5853.0,9571.0,6855.0,15849.0,1438.0,18590.0,20108.0,24310.0,7105.0,577.0,2264.0,11006.0,2093.0,7942.0,1841.0,182219.0,10720.0,4670.0,15390.0,15787.0,3351.0,1373.0,4725.0,4901.0,3443.0,8344.0,,,,,,,,705.0,2607.0,3309.0,220.0,849.0,929.0,318.0,329.0,587.0,367.0,389.0,285.0,400.0,398.0,240.0,1244534.0,4838.0,243066.0,12696.0,29610.0,7689.0,3220.0,9599.0,87022.0,1248823.0,379537.0,28472.0,758.0,354867.0,487977.0,799341.0,1642153.0,,,,,,,,,,,,,,,,,,,,,,5GPER,Greater Perth,72
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,11.2,7.2,1.3,10.9,2.5,9.2,6.2,4.8,0.6,1.2,1.5,3.2,2.7,5.8,7.6,8.4,0.7,3.9,237325.0,5RWAU,Rest of WA,73
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,5RWAU,Rest of WA,74
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3818.0,902.0,4720.0,5464.0,1302.0,348.0,1651.0,1903.0,1712.0,3615.0,,,,,,110.0,405.0,157.0,390.0,547.0,72.0,125.0,127.0,48.0,38.0,97.0,43.0,47.0,47.0,67.0,98.0,62.0,275831.0,3060.0,119420.0,4281.0,22584.0,6265.0,1894.0,5063.0,30933.0,294176.0,164418.0,10689.0,45.0,88925.0,134660.0,245661.0,469246.0,230.0,,,,,,,,,,,,,,,,,,,,,5RWAU,Rest of WA,75
2014,28697.0,12325.0,5199.0,1333.0,47561.0,,,,,,,,,,,13219.0,419.0,1734.0,149.0,7822.0,927.0,2987.0,1919.0,2541.0,147.0,2460.0,4331.0,2680.0,1328.0,92.0,383.0,1426.0,342.0,2194.0,457.0,47561.0,4314.0,705.0,5019.0,5345.0,1431.0,203.0,1635.0,1812.0,1521.0,3333.0,6489.0,380000.0,955.0,320000.0,876068.0,81.0,436.0,120.0,394.0,514.0,39.0,102.0,159.0,26.0,41.0,91.0,54.0,51.0,43.0,66.0,76.0,66.0,285619.0,3078.0,125913.0,4541.0,22723.0,6613.0,1941.0,5024.0,33138.0,301051.0,177263.0,10247.0,55.0,97131.0,132506.0,259094.0,488731.0,228.0,,,,,,,,,,,,,,,,,,,,,5RWAU,Rest of WA,76
2015,28363.0,12598.0,5026.0,1253.0,47235.0,3288.0,1240.0,174.0,15.0,4720.0,3919.0,878.0,276.0,36.0,5106.0,12982.0,404.0,1700.0,160.0,7809.0,930.0,2944.0,1944.0,2516.0,141.0,2598.0,4333.0,2647.0,1284.0,89.0,378.0,1469.0,314.0,2221.0,375.0,47235.0,3553.0,321.0,3874.0,4197.0,1174.0,101.0,1275.0,1450.0,830.0,2280.0,6256.0,380000.0,945.0,335000.0,,76.0,406.0,129.0,530.0,659.0,46.0,141.0,218.0,50.0,46.0,105.0,64.0,63.0,58.0,87.0,103.0,83.0,289226.0,3103.0,129047.0,4695.0,22969.0,7008.0,1950.0,4995.0,34232.0,300738.0,186673.0,9577.0,46.0,95419.0,131535.0,270109.0,497063.0,228.0,,,,,,,,,,,,,,,,,,,,,5RWAU,Rest of WA,77
2016,28365.0,12634.0,5071.0,1236.0,47311.0,3397.0,1280.0,186.0,19.0,4883.0,3665.0,908.0,279.0,44.0,4901.0,12819.0,407.0,1720.0,173.0,7745.0,921.0,2870.0,1931.0,2480.0,154.0,2780.0,4337.0,2715.0,1317.0,100.0,367.0,1515.0,321.0,2234.0,394.0,47311.0,2908.0,212.0,3120.0,3302.0,961.0,40.0,1001.0,1120.0,631.0,1752.0,5783.0,359000.0,780.0,310000.0,800938.0,,,158.0,515.0,673.0,68.0,150.0,215.0,55.0,49.0,126.0,67.0,68.0,38.0,90.0,98.0,82.0,289089.0,3112.0,129968.0,4653.0,22831.0,7203.0,2006.0,4885.0,34517.0,296414.0,193165.0,8728.0,55.0,93280.0,125300.0,279517.0,498097.0,231.0,9.1,11.1,5.3,1.3,9.2,2.0,8.7,6.4,4.7,0.5,1.1,1.4,3.3,3.1,5.7,8.3,9.6,1.1,3.9,235431.0,5RWAU,Rest of WA,78
2017,28231.0,12608.0,5088.0,1201.0,47125.0,3137.0,1205.0,191.0,18.0,4550.0,3712.0,874.0,245.0,48.0,4876.0,12797.0,390.0,1725.0,177.0,7591.0,936.0,2786.0,1946.0,2381.0,158.0,2890.0,4368.0,2682.0,1306.0,95.0,344.0,1581.0,325.0,2264.0,388.0,47125.0,2412.0,87.0,2499.0,2737.0,764.0,26.0,790.0,896.0,953.0,1850.0,,,,,,,,196.0,559.0,755.0,83.0,167.0,194.0,65.0,71.0,148.0,73.0,82.0,56.0,89.0,94.0,77.0,288596.0,3060.0,131163.0,4674.0,22566.0,7262.0,1992.0,4615.0,34249.0,293103.0,210698.0,8311.0,109.0,85478.0,124604.0,288168.0,498250.0,,,,,,,,,,,,,,,,,,,,,,5RWAU,Rest of WA,79
2018,28384.0,12745.0,4901.0,1178.0,47210.0,3243.0,1205.0,146.0,20.0,4614.0,3652.0,857.0,242.0,42.0,4795.0,12688.0,385.0,1747.0,168.0,7441.0,966.0,2759.0,1945.0,2377.0,157.0,2991.0,4419.0,2754.0,1340.0,89.0,343.0,1624.0,333.0,2296.0,376.0,47210.0,2276.0,96.0,2372.0,2611.0,776.0,21.0,798.0,935.0,781.0,1716.0,,,,,,,,172.0,652.0,827.0,58.0,232.0,218.0,77.0,67.0,150.0,77.0,82.0,70.0,107.0,128.0,68.0,289869.0,3021.0,132748.0,4918.0,22439.0,7354.0,1995.0,4535.0,33710.0,289050.0,217737.0,7651.0,89.0,79217.0,123372.0,298039.0,500626.0,,,,,,,,,,,,,,,,,,,,,,5RWAU,Rest of WA,80
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.3,6.3,2.1,7.5,2.7,11.4,7.1,3.5,2.1,2.8,1.4,6.2,2.5,12.2,9.6,12.8,2.1,3.7,96870.0,6GHOB,Greater Hobart,81
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,6GHOB,Greater Hobart,82
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,196.0,750.0,756.0,174.0,34.0,208.0,222.0,198.0,420.0,,,,,,36.0,262.0,64.0,323.0,387.0,31.0,98.0,120.0,45.0,26.0,50.0,43.0,48.0,39.0,30.0,47.0,58.0,130121.0,1706.0,31369.0,1102.0,2841.0,291.0,759.0,1134.0,6070.0,146955.0,27059.0,1288.0,53.0,30817.0,46426.0,98158.0,175401.0,45.0,,,,,,,,,,,,,,,,,,,,,6GHOB,Greater Hobart,83
2014,8903.0,3706.0,1741.0,416.0,14765.0,,,,,,,,,,,786.0,27.0,687.0,42.0,2384.0,434.0,1179.0,802.0,885.0,116.0,1181.0,1543.0,1776.0,472.0,66.0,198.0,1190.0,239.0,621.0,143.0,14765.0,741.0,99.0,840.0,847.0,219.0,18.0,237.0,247.0,515.0,762.0,3374.0,350000.0,1158.0,280000.0,614189.0,30.0,285.0,60.0,278.0,338.0,24.0,97.0,84.0,40.0,22.0,45.0,45.0,50.0,32.0,14.0,37.0,51.0,135981.0,1680.0,33027.0,1205.0,2861.0,292.0,781.0,1157.0,6562.0,151373.0,30856.0,1159.0,67.0,35854.0,45906.0,101723.0,183483.0,46.0,,,,,,,,,,,,,,,,,,,,,6GHOB,Greater Hobart,84
2015,8871.0,3701.0,1725.0,437.0,14729.0,1173.0,438.0,58.0,10.0,1680.0,1299.0,303.0,89.0,10.0,1704.0,768.0,31.0,674.0,50.0,2419.0,428.0,1159.0,813.0,871.0,114.0,1221.0,1547.0,1759.0,462.0,59.0,187.0,1211.0,230.0,614.0,117.0,14729.0,1052.0,207.0,1259.0,1267.0,291.0,39.0,330.0,343.0,241.0,584.0,3305.0,357500.0,1040.0,275000.0,,31.0,315.0,50.0,240.0,290.0,9.0,73.0,88.0,31.0,17.0,47.0,32.0,37.0,29.0,19.0,39.0,36.0,138222.0,1665.0,33871.0,1262.0,2805.0,271.0,769.0,1171.0,6946.0,152281.0,33509.0,1065.0,69.0,35808.0,45651.0,105484.0,186943.0,50.0,,,,,,,,,,,,,,,,,,,,,6GHOB,Greater Hobart,85
2016,8947.0,3816.0,1695.0,436.0,14885.0,1236.0,502.0,83.0,4.0,1825.0,1264.0,296.0,98.0,21.0,1677.0,738.0,30.0,680.0,47.0,2479.0,427.0,1170.0,819.0,895.0,119.0,1230.0,1545.0,1781.0,481.0,62.0,177.0,1228.0,216.0,643.0,128.0,14885.0,820.0,195.0,1015.0,1019.0,263.0,35.0,298.0,308.0,340.0,648.0,3388.0,360000.0,1098.0,297000.0,633561.0,,,32.0,227.0,259.0,10.0,66.0,78.0,19.0,27.0,32.0,28.0,26.0,27.0,29.0,29.0,41.0,139876.0,1713.0,34535.0,1362.0,2840.0,297.0,777.0,1198.0,7147.0,152277.0,36297.0,998.0,81.0,37434.0,44430.0,107933.0,189797.0,50.0,1.9,0.3,5.2,2.0,7.5,1.8,10.8,7.8,3.5,1.9,2.5,1.3,6.0,2.9,10.7,10.1,14.8,2.3,3.7,98883.0,6GHOB,Greater Hobart,86
2017,9206.0,3930.0,1732.0,462.0,15331.0,1388.0,518.0,88.0,5.0,1996.0,1187.0,305.0,85.0,21.0,1591.0,722.0,29.0,689.0,47.0,2607.0,428.0,1152.0,868.0,956.0,121.0,1231.0,1557.0,1853.0,518.0,53.0,177.0,1300.0,223.0,667.0,129.0,15331.0,799.0,230.0,1029.0,1044.0,259.0,52.0,311.0,321.0,240.0,561.0,,,,,,,,44.0,250.0,294.0,12.0,89.0,85.0,26.0,21.0,48.0,35.0,38.0,32.0,17.0,39.0,38.0,143608.0,1783.0,35847.0,1449.0,2935.0,287.0,770.0,1200.0,7442.0,154693.0,40792.0,1106.0,142.0,39263.0,43961.0,112113.0,195337.0,,,,,,,,,,,,,,,,,,,,,,6GHOB,Greater Hobart,87
2018,9651.0,4046.0,1688.0,460.0,15846.0,1508.0,490.0,79.0,11.0,2084.0,1218.0,324.0,90.0,7.0,1641.0,705.0,33.0,716.0,43.0,2647.0,421.0,1117.0,936.0,1139.0,121.0,1246.0,1578.0,1947.0,573.0,63.0,198.0,1321.0,234.0,668.0,139.0,15846.0,1094.0,269.0,1363.0,1431.0,353.0,59.0,412.0,433.0,426.0,859.0,,,,,,,,35.0,267.0,307.0,14.0,107.0,66.0,37.0,27.0,37.0,39.0,36.0,26.0,27.0,47.0,31.0,147561.0,1838.0,37287.0,1522.0,3047.0,311.0,760.0,1255.0,7643.0,156924.0,44573.0,986.0,152.0,40006.0,45396.0,116119.0,201496.0,,,,,,,,,,,,,,,,,,,,,,6GHOB,Greater Hobart,88
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,2.1,10.7,1.3,7.7,3.7,11.2,7.4,4.9,1.0,2.1,1.2,3.5,2.8,6.5,8.4,11.3,1.3,3.7,120048.0,6RTAS,Rest of Tas.,89
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,6RTAS,Rest of Tas.,90
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.0,171.0,1102.0,1141.0,263.0,29.0,292.0,313.0,261.0,574.0,,,,,,46.0,292.0,83.0,466.0,549.0,40.0,142.0,171.0,47.0,32.0,75.0,68.0,49.0,41.0,65.0,86.0,86.0,168205.0,2755.0,57729.0,1699.0,5526.0,1230.0,192.0,1524.0,11185.0,196193.0,51413.0,2416.0,29.0,38764.0,62335.0,149025.0,250124.0,103.0,,,,,,,,,,,,,,,,,,,,,6RTAS,Rest of Tas.,91
