gccsa_code_2011,gccsa_name_2011,year,p_0_14_yrs_pc,p_15_24_yrs_pc,p_25_34_yrs_pc,p_35_44_yrs_pc,p_45_54_yrs_pc,p_55_64_yrs_pc,p_65_74_yrs_pc,p_75_84_yrs_pc,p_85_yrs_plus_pc,m_0_4_yrs,m_5_9_yrs,m_10_14_yrs,m_15_19_yrs,m_20_24_yrs,m_25_29_yrs,m_30_34_yrs,m_35_39_yrs,m_40_44_yrs,m_45_49_yrs,m_50_54_yrs,m_55_59_yrs,m_60_64_yrs,m_65_69_yrs,m_70_74_yrs,m_75_79_yrs,m_80_84_yrs,m_85_yrs_and_over,m_tot,f_0_4_yrs,f_5_9_yrs,f_10_14_yrs,f_15_19_yrs,f_20_24_yrs,f_25_29_yrs,f_30_34_yrs,f_35_39_yrs,f_40_44_yrs,f_45_49_yrs,f_50_54_yrs,f_55_59_yrs,f_60_64_yrs,f_65_69_yrs,f_70_74_yrs,f_75_79_yrs,f_80_84_yrs,f_85_yrs_and_over,f_tot,p_0_4_yrs,p_5_9_yrs,p_10_14_yrs,p_15_19_yrs,p_20_24_yrs,p_25_29_yrs,p_30_34_yrs,p_35_39_yrs,p_40_44_yrs,p_45_49_yrs,p_50_54_yrs,p_55_59_yrs,p_60_64_yrs,p_65_69_yrs,p_70_74_yrs,p_75_79_yrs,p_80_84_yrs,p_85_yrs_and_over,p_tot,p_tot_wrk_age_pop_pc,m_med_age,f_med_age,p_med_age,prop_indig_ppl_pc,bd_births,bd_tot_fert_rate,bd_deaths,bd_stnd_dth_rate,pop_density,rime_net_migrtn,rime_arrivals,rime_departures,obp_oceania_antar_pc,obp_nw_europe_pc,obp_sth_east_europe_pc,obp_nrth_afric_mid_east_pc,obp_se_asia_pc,obp_ne_asia_pc,obp_sth_cntrl_asia_pc,obp_america_pc,obp_sub_saharan_africa_pc,obp_tot_pc,spk_lang_oth_eng_pc,enrl_preschl_prog_4_yrs,enrl_preschl_prog_5_yrs,enrl_preschl_prog_tot,enrl_preschl_prog_preschl,enrl_preschl_prog_preschl_daycare,enrl_preschl_prog_1_more_type,att_preschl_15_hrs_less,att_preschl_15_hrs_more,psq_pop_15_yrs_plus_pc,psq_postgrad_deg_pc,psq_grad_dip_cert_pc,psq_bach_deg_pc,psq_adv_dip_dip_pc,psq_cert_pc,psq_inad_desc_ns_pc,oep_manager_pc,oep_prof_pc,oep_tech_trade_wrk_pc,oep_comm_pers_serv_wrk_pc,oep_cler_admin_wrk_pc,oep_sal_wrk_pc,oep_mach_oper_driv_pc,oep_lab_pc,oep_inad_desc_ns_pc,mtw_1_meth_train_or_tram,mtw_1_meth_bus,mtw_1_meth_car,mtw_1_meth_motorbike_or_scooter,mtw_1_meth_bicycle,mtw_1_meth_oth,mtw_1_meth_walk_ono,mtw_1_meth_tot,mtw_more_1_meth_tot,mtw_oth_wrk_home,mtw_oth_emp_not_go_to_wrk,mtw_oth_wrk_meth_ns,mtw_tot_empl,hhold_type_lone_pers,hhold_type_group,hhold_type_fam,hhold_type_tot,hhold_avg_size,fam_type_cpl_chld_u15_dep_stu,fam_type_cpl_non_dep_chld,fam_type_cpl_wo_chld,fam_type_opf_chld_u15_dep_stu,fam_type_opf_non_dep_chld,fam_type_oth_fam,fam_type_tot,fam_avg_size,disable_p_liv_priv_dwell,disable_p_liv_priv_dwell_pc,uw_volunt_wrk_org_grp_pc,uw_care_own_chld_wo_pay_pc,uw_care_oth_chld_wo_pay_pc,uw_care_own_oth_chld_wo_pay_pc,uw_prov_care_hpl_assist_oth_pc,internet_access_broadband_pc,internet_access_dial_up_pc,internet_access_other_pc,internet_access_tot_connected_pc
6RTAS,Rest of Tas.,2012,18.7,12.3,10.6,12.6,14.4,13.8,10.2,5.4,2.0,9320,9251,9945,10387,8479,7761,7657,8297,10094,10055,11146,10377,10260,8926,6460,4404,2975,2148,147942,8619,8750,9300,9420,8034,7827,7974,8600,10324,10289,11097,10404,9776,8410,6235,4803,3637,3744,147243,17939,18001,19245,19807,16513,15588,15631,16897,20418,20344,22243,20781,20036,17336,12695,9207,6612,5892,295185,63.8,41,42,42,,3395.0,,2522.0,,4.5,-1440.0,8461.0,9901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6RTAS,Rest of Tas.,2013,18.6,12.2,10.5,12.4,14.2,14.0,10.6,5.5,2.1,9140,9439,9714,10261,8527,7563,7667,8031,9961,9844,10984,10537,10235,9403,6672,4600,3012,2292,147882,8507,8845,9149,9363,7871,7801,7942,8272,10231,10137,11085,10541,9908,8791,6423,4905,3654,3797,147222,17647,18284,18863,19624,16398,15364,15609,16303,20192,19981,22069,21078,20143,18194,13095,9505,6666,6089,295104,63.3,42,43,42,,3278.0,2.1,2639.0,6.6,4.4,-1470.0,8110.0,9580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6RTAS,Rest of Tas.,2014,18.3,12.2,10.4,12.0,14.2,14.1,11.0,5.6,2.1,8793,9600,9475,10207,8620,7445,7584,7884,9685,9787,10880,10754,10259,9588,7071,4797,3114,2420,147963,8400,8949,8927,9396,7771,7734,8010,8078,9924,10113,11123,10647,9974,9208,6732,5021,3683,3866,147556,17193,18549,18402,19603,16391,15179,15594,15962,19609,19900,22003,21401,20233,18796,13803,9818,6797,6286,295519,62.9,42,43,43,,3164.0,2.0,2594.0,6.5,4.5,-955.0,8332.0,9287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7GDAR,Greater Darwin,2010,20.6,15.1,17.8,16.1,14.0,10.3,4.3,1.4,0.3,4780,4189,4319,4467,6103,6329,5436,5482,5063,4908,4342,3973,3208,1938,1148,607,330,132,66754,4655,4268,4083,3982,4772,5763,5266,5211,4827,4590,4116,3493,2522,1519,884,535,352,237,61075,9435,8457,8402,8449,10875,12092,10702,10693,9890,9498,8458,7466,5730,3457,2032,1142,682,369,127829,73.4,33,33,33,,,,,,40.4,110.0,12883.0,12773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7GDAR,Greater Darwin,2011,20.2,14.7,18.1,16.1,14.0,10.5,4.5,1.5,0.3,4717,4179,4302,4519,5999,6579,5599,5412,5282,4831,4442,3966,3323,2013,1246,646,350,136,67541,4520,4279,4123,3835,4677,5837,5353,5107,5015,4584,4264,3519,2701,1626,975,541,374,235,61565,9237,8458,8425,8354,10676,12416,10952,10519,10297,9415,8706,7485,6024,3639,2221,1187,724,371,129106,73.5,33,33,33,9.2,2050.0,,418.0,,40.8,-1437.0,11953.0,13390.0,8.8,4.4,,,,,2.6,,2.6,26.3,15.8,,,,,,,,,61.8,3.2,2.0,12.1,7.6,20.5,16.5,12.6,19.5,16.2,12.8,16.3,7.4,6.2,7.3,1.7,32.0,2059.0,44373.0,1010.0,1664.0,1440.0,3087.0,53665.0,957.0,1682.0,5814.0,927.0,63045.0,8257.0,2563.0,27911.0,38731.0,2.7,11190.0,1920.0,10661.0,3272.0,1294.0,471.0,28808.0,3.0,,,16.9,19.4,6.1,1.1,7.2,63.5,2.9,5.9,72.2
7GDAR,Greater Darwin,2012,20.1,14.5,18.4,15.9,13.9,10.4,4.9,1.5,0.3,4851,4257,4320,4571,6093,6861,5896,5431,5376,4842,4646,3947,3336,2230,1362,704,356,172,69251,4709,4274,4231,3934,4616,6063,5560,5113,5100,4609,4351,3676,2749,1804,1059,569,383,270,63070,9560,8531,8551,8505,10709,12924,11456,10544,10476,9451,8997,7623,6085,4034,2421,1273,739,442,132321,73.1,33,33,33,,2206.0,,453.0,,41.8,-41.0,12909.0,12950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7GDAR,Greater Darwin,2013,19.9,14.5,19.0,15.8,13.6,10.2,5.1,1.6,0.4,5027,4384,4307,4782,6359,7387,6609,5617,5626,4886,4762,3961,3396,2465,1433,754,378,203,72336,4902,4392,4389,4032,4701,6271,5790,5256,5143,4593,4462,3788,2866,1992,1110,654,391,285,65017,9929,8776,8696,8814,11060,13658,12399,10873,10769,9479,9224,7749,6262,4457,2543,1408,769,488,137353,73.0,33,33,33,,2350.0,2.1,550.0,6.8,43.4,191.0,12908.0,12717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7GDAR,Greater Darwin,2014,19.9,14.2,19.2,15.6,13.5,10.2,5.4,1.6,0.4,5208,4472,4271,4789,6278,7653,6843,5686,5752,4928,4792,4011,3424,2662,1545,797,383,231,73725,5122,4489,4392,4085,4851,6361,6037,5297,5194,4731,4482,3846,3028,2084,1243,689,392,338,66661,10330,8961,8663,8874,11129,14014,12880,10983,10946,9659,9274,7857,6452,4746,2788,1486,775,569,140386,72.7,33,33,33,,2328.0,2.1,532.0,6.8,44.4,-1255.0,12025.0,13280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RNTE,Rest of NT,2010,26.0,16.5,17.4,14.9,12.6,8.3,3.2,1.0,0.3,4898,4797,4303,4268,4688,4976,4122,4213,3710,3530,3224,2656,1993,1182,643,285,191,83,53762,4438,4326,3739,3781,4079,4708,3884,3831,3454,3143,2898,2335,1487,904,493,320,193,174,48187,9336,9123,8042,8049,8767,9684,8006,8044,7164,6673,6122,4991,3480,2086,1136,605,384,257,101949,69.6,29,29,29,,,,,,0.1,-770.0,6144.0,6914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RNTE,Rest of NT,2011,25.9,16.1,17.3,14.8,12.6,8.6,3.3,1.0,0.3,4892,4814,4346,4096,4502,4934,4242,4038,3824,3517,3334,2745,2127,1212,718,301,216,84,53942,4363,4303,3796,3646,4201,4579,3957,3706,3567,3073,2936,2383,1566,901,550,342,200,175,48244,9255,9117,8142,7742,8703,9513,8199,7744,7391,6590,6270,5128,3693,2113,1268,643,416,259,102186,69.5,29,29,29,51.0,1899.0,,514.0,,0.1,-1111.0,6256.0,7367.0,2.7,5.5,1.7,0.7,5.8,1.2,2.1,0.7,1.1,32.5,41.9,,,,,,,,,48.8,1.9,1.5,8.0,5.1,16.5,15.8,11.1,20.7,13.3,14.3,11.9,5.7,5.8,13.5,3.7,13.0,1136.0,18583.0,400.0,1064.0,848.0,7628.0,29672.0,584.0,1061.0,2539.0,916.0,34772.0,5065.0,958.0,16135.0,22158.0,3.2,8213.0,926.0,5651.0,3157.0,885.0,389.0,19221.0,3.4,,,16.3,20.4,12.7,3.7,11.6,46.5,2.3,6.3,55.2
7RNTE,Rest of NT,2012,25.7,15.7,17.8,14.7,12.4,8.9,3.5,1.1,0.3,4831,4849,4376,4074,4500,5071,4516,3972,3963,3465,3331,2900,2185,1330,755,318,233,94,54763,4390,4290,3851,3604,4101,4693,4105,3672,3657,3059,2972,2471,1629,963,599,352,218,171,48797,9221,9139,8227,7678,8601,9764,8621,7644,7620,6524,6303,5371,3814,2293,1354,670,451,265,103560,69.5,30,29,30,,1893.0,,547.0,,0.1,-1382.0,6119.0,7501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RNTE,Rest of NT,2013,25.3,15.5,18.2,14.7,12.2,9.0,3.7,1.1,0.3,4781,4819,4437,4176,4541,5247,4963,4025,4023,3448,3394,2992,2232,1425,781,368,228,112,55992,4344,4252,3929,3563,4048,4703,4271,3634,3738,3070,2946,2539,1736,1029,644,349,233,168,49196,9125,9071,8366,7739,8589,9950,9234,7659,7761,6518,6340,5531,3968,2454,1425,717,461,280,105188,69.7,30,30,30,,1698.0,2.2,493.0,9.1,0.1,-1411.0,5298.0,6709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RNTE,Rest of NT,2014,24.9,15.2,18.4,14.6,12.1,9.2,4.0,1.2,0.3,4606,4774,4412,4108,4412,5249,5064,4054,4018,3443,3315,3023,2275,1524,832,399,215,134,55857,4202,4195,3904,3500,3908,4660,4324,3612,3652,3052,2899,2588,1763,1096,709,347,256,169,48836,8808,8969,8316,7608,8320,9909,9388,7666,7670,6495,6214,5611,4038,2620,1541,746,471,303,104693,69.7,30,30,30,,1695.0,2.2,577.0,9.2,0.1,-2089.0,5253.0,7342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ACTE,Australian Capital Territory,2010,18.2,16.1,16.5,14.7,13.4,10.7,5.8,3.2,1.3,12382,10804,10673,13166,16775,16182,13959,13854,12594,12217,11353,10024,9032,5933,4267,2997,2099,1549,179860,11451,10315,10372,12354,15893,15884,13771,14038,12828,12703,12050,10647,9183,6316,4614,3537,2975,2975,181906,23833,21119,21045,25520,32668,32066,27730,27892,25422,24920,23403,20671,18215,12249,8881,6534,5074,4524,361766,71.5,34,35,34,,,,,,153.4,436.0,18142.0,17706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ACTE,Australian Capital Territory,2011,18.2,15.9,16.8,14.6,13.2,10.7,6.0,3.2,1.3,12512,11185,10708,12830,17086,16756,14387,13745,13155,12117,11612,10139,9086,6360,4430,3058,2184,1646,182996,11620,10526,10378,12149,16426,16153,14419,13764,13230,12712,12221,10698,9485,6666,4800,3651,2946,3145,184989,24132,21711,21086,24979,33512,32909,28806,27509,26385,24829,23833,20837,18571,13026,9230,6709,5130,4791,367985,71.2,34,35,34,1.5,,,,,156.1,1382.0,19413.0,18031.0,,14.3,,,8.6,3.8,,,,36.2,18.1,,,,,,,,,64.5,8.9,3.8,21.3,9.0,13.5,8.1,15.9,29.7,10.2,9.3,19.2,6.8,2.4,4.7,2.0,127.0,11026.0,135573.0,1799.0,4669.0,2626.0,8136.0,163956.0,3358.0,5315.0,21033.0,1957.0,195619.0,30248.0,7198.0,91979.0,129425.0,2.6,36662.0,6536.0,35150.0,9262.0,4336.0,1452.0,93398.0,3.0,,,21.2,19.9,7.3,1.1,10.6,75.9,2.9,4.4,83.2
8ACTE,Australian Capital Territory,2012,18.3,15.3,17.1,14.7,13.1,10.5,6.4,3.3,1.3,13038,11621,10717,12312,17247,17078,15107,13882,13599,12097,11896,10230,8970,6939,4691,3187,2257,1748,186616,12157,10886,10422,11611,16420,16642,15151,13818,13801,12557,12438,10752,9517,7333,5021,3810,2968,3263,188567,25195,22507,21139,23923,33667,33720,30258,27700,27400,24654,24334,20982,18487,14272,9712,6997,5225,5011,375183,70.7,34,35,35,,,,,,159.1,501.0,18942.0,18441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ACTE,Australian Capital Territory,2013,18.5,14.8,17.2,14.7,12.9,10.5,6.7,3.3,1.4,13459,11942,10768,11822,17139,17162,15833,14056,13924,12191,12027,10384,9043,7392,4848,3382,2282,1878,189532,12659,11189,10516,11293,16235,16963,15799,13819,14115,12662,12449,10901,9605,7893,5270,3965,2987,3439,191759,26118,23131,21284,23115,33374,34125,31632,27875,28039,24853,24476,21285,18648,15285,10118,7347,5269,5317,381291,70.1,34,35,35,,,,,,161.7,-374.0,17396.0,17770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ACTE,Australian Capital Territory,2014,18.7,14.3,17.2,14.6,12.9,10.5,6.9,3.4,1.5,13797,12353,10884,11733,16560,16989,16366,14217,14109,12341,12084,10522,9155,7751,5062,3623,2311,2016,191873,13073,11444,10585,11230,15665,17009,16196,13974,14178,12757,12522,11216,9688,8233,5606,4123,3040,3584,194123,26870,23797,21469,22963,32225,33998,32562,28191,28287,25098,24606,21738,18843,15984,10668,7746,5351,5600,385996,69.6,34,36,35,,,,,,163.7,-1244.0,17478.0,18722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,2010,17.2,16.4,20.6,15.2,14.6,11.1,3.9,0.9,0.2,69,86,112,133,234,308,184,153,126,142,109,127,86,49,29,10,3,6,1966,66,99,92,74,59,73,63,83,103,111,85,89,37,26,15,8,5,1,1089,135,185,204,207,293,381,247,236,229,253,194,216,123,75,44,18,8,7,3055,77.9,31,36,32,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,2011,16.2,14.9,24.5,14.8,13.6,10.8,3.8,1.1,0.2,79,87,98,114,223,390,227,152,128,131,107,107,102,42,36,10,5,5,2043,63,91,88,54,74,74,74,84,96,95,90,86,43,27,15,11,7,2,1074,142,178,186,168,297,464,301,236,224,226,197,193,145,69,51,21,12,7,3117,78.6,30,37,32,8.2,,,,,14.3,,,,,,,,,,,,,,40.7,,,,,,,,,67.3,1.3,1.2,6.2,5.1,13.2,40.3,14.2,15.8,17.1,12.3,12.7,1.7,8.3,14.6,3.3,,62.0,674.0,41.0,24.0,82.0,120.0,1003.0,39.0,24.0,57.0,33.0,1156.0,138.0,21.0,536.0,695.0,2.9,240.0,53.0,207.0,51.0,23.0,9.0,583.0,3.1,,,18.4,12.8,2.8,0.8,4.1,51.7,3.3,3.3,58.3
9OTER,Other Territories,2012,15.9,13.8,25.2,14.9,13.4,11.3,4.1,1.2,0.2,82,85,93,110,190,388,259,141,147,126,114,103,115,46,38,10,8,4,2059,71,79,91,60,73,73,73,80,101,87,95,84,54,30,15,12,7,2,1087,153,164,184,170,263,461,332,221,248,213,209,187,169,76,53,22,15,6,3146,78.6,31,37,32,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,2013,15.8,12.5,25.6,15.1,13.3,11.7,4.3,1.4,0.2,82,80,99,108,159,361,302,152,148,122,121,89,130,52,39,14,10,5,2073,72,77,91,67,63,78,73,73,107,85,94,84,70,27,19,12,8,2,1102,154,157,190,175,222,439,375,225,255,207,215,173,200,79,58,26,18,7,3175,78.3,32,37,33,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9OTER,Other Territories,2014,15.6,11.4,25.5,15.7,13.2,11.8,5.0,1.5,0.4,88,81,89,110,130,324,345,171,162,113,125,92,129,63,43,18,10,6,2099,72,77,95,68,57,72,76,74,97,91,96,82,75,33,21,12,7,6,1111,160,158,184,178,187,396,421,245,259,204,221,174,204,96,64,30,17,12,3210,77.5,33,37,34,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
