yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,gcc_code16,gcc_name16,ogc_fid
2015,133410.0,42.0,6207136218.0,40912.0,46527.0,76.0,25652.0,52.0,490710908.0,8503.0,19130.0,9.0,96988.0,50.0,612260047.0,239.0,6313.0,11.3,6932.0,59.0,171798527.0,17180.0,24783.0,2.7,147752.0,46.0,7242130076.0,41208.0,49015.0,4.74,1.8,0.38,0.15,0.45,6.9,19.2,29.9,28.0,28.9,25.5,17.5,8038.0,240.9,2585.0,29968.0,42372.0,5585.0,,16824.0,13534.0,4247.0,,2030.0,1996.0,24117.0,20098.0,,,,,,,,,,6RTAS,Rest of Tas.,93
2016,133285.0,42.0,6353360988.0,42024.0,47667.0,76.0,25507.0,52.0,484805408.0,8779.0,19007.0,8.9,97212.0,50.0,616962866.0,206.0,6347.0,11.5,6750.0,59.0,168340560.0,18487.0,24939.0,2.7,148783.0,46.0,7388610461.0,41790.0,49660.0,4.86,1.8,0.37,0.15,0.45399999999999996,7.1,19.2,29.9,27.9,29.1,25.7,17.3,7684.0,243.4,2320.0,31680.0,43381.0,5738.0,,16420.0,13644.0,4142.0,,2201.0,2023.0,23535.0,19070.0,,37.0,26.0,17.6,2.3,1.2,6.5,0.4,652.0,6RTAS,Rest of Tas.,94
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43579.0,5680.0,10336.0,16083.0,13543.0,4050.0,1689.0,2031.0,2089.0,22826.0,17503.0,21283.0,,,,,,,,,6RTAS,Rest of Tas.,95
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43405.0,5915.0,10536.0,16237.0,13762.0,3937.0,1467.0,1862.0,2124.0,22135.0,16966.0,21142.0,,,,,,,,,6RTAS,Rest of Tas.,96
2011,72602.0,36.0,3871520728.0,48793.0,53325.0,87.0,9280.0,44.0,225075813.0,12393.0,24254.0,6.3,43254.0,41.0,151598255.0,120.0,3505.0,4.6,2650.0,60.0,80421437.0,24309.0,30348.0,1.8,73804.0,38.0,4211436988.0,50436.0,57062.0,3.65,1.63,0.45,0.23,0.39799999999999996,5.9,17.1,27.2,16.8,21.8,30.6,30.8,2849.0,116.2,3013.0,40774.0,,,,,,,,,,,,,,,,,,,,1090.0,7GDAR,Greater Darwin,97
2012,77063.0,36.0,4372978638.0,51851.0,56746.0,87.0,9529.0,44.0,255335267.0,14153.0,26796.0,6.2,47149.0,41.0,201441017.0,113.0,4272.0,4.6,2756.0,60.0,87921566.0,24809.0,31902.0,1.9,77385.0,38.0,4768141314.0,53961.0,61616.0,3.58,1.63,0.45,0.23,0.39899999999999997,6.5,17.6,27.6,16.8,21.0,30.6,31.6,2583.0,107.8,3434.0,41719.0,,,,,,,,,,,,,,,,,,,,,7GDAR,Greater Darwin,98
2013,82491.0,36.0,4948514653.0,54214.0,59989.0,88.0,9569.0,44.0,253803014.0,12492.0,26523.0,5.6,49274.0,41.0,251231581.0,102.0,5099.0,4.7,2728.0,60.0,86286486.0,24953.0,31630.0,1.7,81179.0,38.0,5317203919.0,56766.0,65500.0,3.54,1.63,0.46,0.25,0.4,6.7,17.9,28.0,16.6,21.0,30.0,32.5,2958.0,292.6,3277.0,98933.0,,,,,,,,,,8080.0,7159.0,,,,,,,,,,7GDAR,Greater Darwin,99
2014,87606.0,35.0,5545021330.0,56619.0,63295.0,88.0,9452.0,44.0,253822079.0,12139.0,26854.0,5.1,52041.0,41.0,258610278.0,92.0,4969.0,4.7,2753.0,61.0,88361569.0,26041.0,32096.0,1.7,85095.0,38.0,5848235151.0,59187.0,68726.0,3.55,1.65,0.46,0.25,0.402,6.5,17.9,28.1,16.1,20.4,29.9,33.6,3121.0,133.0,3265.0,42608.0,,,,,,,,,,7660.0,6920.0,,,,,,,,,,7GDAR,Greater Darwin,100
2015,91962.0,36.0,6127192859.0,58731.0,66627.0,88.0,9590.0,44.0,252409429.0,11880.0,26320.0,5.1,56109.0,40.0,248374775.0,72.0,4427.0,5.0,2833.0,61.0,101925084.0,27082.0,35978.0,1.7,88062.0,38.0,6268652458.0,60572.0,71185.0,3.74,1.67,0.45,0.24,0.41200000000000003,6.5,18.3,28.9,16.6,20.3,29.0,34.0,3143.0,120.1,3424.0,38227.0,5708.0,328.0,,3501.0,3536.0,1378.0,,44.0,269.0,7343.0,6809.0,,,,,,,,,,7GDAR,Greater Darwin,101
2016,89314.0,36.0,6238152009.0,60821.0,69845.0,88.0,9228.0,45.0,237661553.0,11495.0,25754.0,5.1,55657.0,40.0,239575843.0,54.0,4305.0,5.2,2887.0,61.0,97933407.0,26875.0,33922.0,1.9,86468.0,38.0,6368275252.0,62211.0,73649.0,3.91,1.69,0.43,0.23,0.42,6.8,18.5,29.2,16.7,20.2,28.1,34.9,3087.0,101.9,2621.0,33019.0,5983.0,629.0,,3306.0,3626.0,1549.0,,285.0,460.0,7177.0,6184.0,,14.6,18.4,31.3,8.8,4.9,7.2,0.5,1316.0,7GDAR,Greater Darwin,102
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6026.0,636.0,1819.0,3129.0,3654.0,1546.0,346.0,259.0,492.0,7084.0,5999.0,5042.0,,,,,,,,,7GDAR,Greater Darwin,103
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6115.0,685.0,1947.0,3170.0,3824.0,1556.0,324.0,235.0,485.0,7007.0,5896.0,4935.0,,,,,,,,,7GDAR,Greater Darwin,104
2011,33383.0,37.0,1535404649.0,40446.0,45994.0,91.0,3158.0,47.0,50033115.0,9087.0,15843.0,4.6,15290.0,43.0,48365630.0,124.0,3163.0,3.5,716.0,59.0,17422939.0,19618.0,24334.0,1.1,30697.0,39.0,1591861175.0,45732.0,51857.0,4.4,1.73,0.39,0.19,0.42,5.5,16.6,27.0,21.0,23.2,27.8,27.9,1051.0,35.6,3693.0,33863.0,,,,,,,,,,,,,,,,,,,,853.0,7RNTE,Rest of NT,105
2012,34209.0,37.0,1653719302.0,41999.0,48342.0,91.0,3144.0,47.0,50407464.0,8384.0,16033.0,4.4,16419.0,43.0,50186266.0,114.0,3057.0,3.7,715.0,59.0,19459983.0,20369.0,27217.0,1.1,31131.0,39.0,1703067359.0,47897.0,54706.0,4.3,1.74,0.4,0.2,0.415,5.2,16.3,26.9,21.1,23.6,27.6,27.7,800.0,29.4,3940.0,36800.0,,,,,,,,,,,,,,,,,,,,,7RNTE,Rest of NT,106
2013,35208.0,38.0,1762192150.0,43341.0,50051.0,91.0,3009.0,47.0,44043583.0,7852.0,14637.0,4.1,16800.0,43.0,60780840.0,101.0,3618.0,3.8,739.0,59.0,20512407.0,20709.0,27757.0,1.1,31418.0,39.0,1796887512.0,49727.0,57193.0,4.21,1.75,0.41,0.21,0.41600000000000004,5.6,16.7,27.2,21.2,23.7,27.4,27.7,870.0,25.6,2167.0,29391.0,,,,,,,,,,10514.0,9635.0,,,,,,,,,,7RNTE,Rest of NT,107
2014,36136.0,38.0,1836227799.0,44080.0,50814.0,91.0,2967.0,47.0,46890313.0,8444.0,15804.0,3.8,17165.0,43.0,71870415.0,90.0,4187.0,3.9,759.0,59.0,21948624.0,21633.0,28918.0,1.1,31722.0,40.0,1863623067.0,50717.0,58749.0,4.19,1.74,0.41,0.21,0.41600000000000004,6.0,17.1,27.5,21.1,23.8,27.9,27.2,949.0,29.6,2768.0,31175.0,,,,,,,,,,10468.0,9603.0,,,,,,,,,,7RNTE,Rest of NT,108
2015,37457.0,38.0,1939869943.0,45162.0,51789.0,90.0,3034.0,47.0,53375943.0,8844.0,17593.0,4.1,18041.0,43.0,59237620.0,71.0,3283.0,4.1,814.0,59.0,23723397.0,21140.0,29144.0,1.3,32157.0,39.0,1904723178.0,51797.0,59232.0,4.21,1.73,0.41,0.21,0.41100000000000003,5.4,16.5,26.9,21.4,23.5,28.1,27.0,958.0,27.4,2845.0,28630.0,3127.0,723.0,,5439.0,9771.0,2032.0,,,1748.0,10400.0,9555.0,,,,,,,,,,7RNTE,Rest of NT,109
2016,35333.0,38.0,1935442925.0,48334.0,54777.0,91.0,2802.0,46.0,51020502.0,8377.0,18209.0,3.9,17463.0,42.0,47701887.0,51.0,2732.0,4.0,793.0,59.0,22964810.0,19950.0,28959.0,1.3,30845.0,39.0,1899615226.0,54315.0,61586.0,4.21,1.73,0.41,0.2,0.406,5.2,16.0,26.3,20.3,23.2,28.0,28.4,832.0,30.9,2349.0,37191.0,3250.0,885.0,,5197.0,8970.0,2038.0,,48.0,1412.0,10369.0,9278.0,,33.2,15.3,19.5,4.5,1.6,5.8,0.4,954.0,7RNTE,Rest of NT,110
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3298.0,888.0,1380.0,4961.0,9971.0,2085.0,2370.0,60.0,1478.0,10250.0,8900.0,1918.0,,,,,,,,,7RNTE,Rest of NT,111
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332.0,938.0,1385.0,4942.0,10208.0,2097.0,2302.0,42.0,1428.0,10022.0,8668.0,1840.0,,,,,,,,,7RNTE,Rest of NT,112
2011,200711.0,37.0,12038960558.0,55148.0,59982.0,80.0,20850.0,46.0,558701984.0,8928.0,26796.0,4.1,166608.0,44.0,839532923.0,312.0,5039.0,8.3,25733.0,64.0,892357034.0,30839.0,34678.0,7.3,222823.0,40.0,14027709927.0,54513.0,62954.0,4.14,1.68,0.4,0.19,0.42100000000000004,6.6,18.4,28.7,17.6,19.5,26.0,36.8,15764.0,399.1,2440.0,25314.0,,,,,,,,,,,,,,,,,,,,1179.0,8ACTE,Australian Capital Territory,113
2012,208327.0,37.0,13031962773.0,57723.0,62555.0,80.0,20828.0,46.0,559161372.0,9093.0,26847.0,3.9,173170.0,44.0,883778827.0,299.0,5104.0,8.3,26673.0,64.0,937517554.0,31132.0,35149.0,7.3,229162.0,41.0,15021190097.0,57090.0,65548.0,4.03,1.67,0.41,0.2,0.41600000000000004,6.3,18.0,28.3,17.6,19.6,26.6,36.1,14344.0,368.4,1904.0,25682.0,,,,,,,,,,,,,,,,,,,,,8ACTE,Australian Capital Territory,114
2013,215393.0,37.0,13943170615.0,59755.0,64734.0,80.0,20792.0,46.0,552211626.0,8202.0,26559.0,3.8,176953.0,44.0,983662098.0,292.0,5559.0,8.2,27504.0,65.0,1004709138.0,32227.0,36530.0,7.6,233510.0,41.0,15950413768.0,59484.0,68307.0,3.91,1.66,0.42,0.21,0.41200000000000003,6.4,18.0,28.2,17.4,19.6,26.8,36.2,16417.0,378.5,1468.0,23053.0,,,,,,,,,,16691.0,15443.0,,,,,,,,,,8ACTE,Australian Capital Territory,115
2014,218325.0,37.0,14576303814.0,61370.0,66764.0,80.0,20982.0,46.0,568837772.0,8518.0,27111.0,3.8,178371.0,44.0,1036207431.0,284.0,5809.0,8.2,28619.0,65.0,1080439031.0,33405.0,37753.0,7.9,237079.0,41.0,16592116858.0,60524.0,69986.0,3.95,1.67,0.42,0.21,0.415,6.7,18.2,28.4,17.5,19.8,26.6,36.0,17730.0,526.4,2174.0,29691.0,,,,,,,,,,16521.0,15351.0,,,,,,,,,,8ACTE,Australian Capital Territory,116
2015,227764.0,38.0,15507023249.0,62618.0,68084.0,79.0,21724.0,46.0,612546210.0,9037.0,28197.0,3.8,183566.0,44.0,1024704529.0,266.0,5582.0,8.6,30354.0,65.0,1193584937.0,34846.0,39322.0,8.3,244662.0,41.0,17323010166.0,61482.0,70804.0,4.0,1.67,0.42,0.2,0.41600000000000004,6.5,18.1,28.4,17.8,19.8,26.9,35.5,19755.0,657.3,3061.0,33274.0,24360.0,752.0,,8742.0,6163.0,2288.0,,3711.0,411.0,16533.0,15534.0,,,,,,,,,,8ACTE,Australian Capital Territory,117
2016,228371.0,38.0,16281087014.0,64901.0,71292.0,79.0,22939.0,45.0,662699850.0,8818.0,28890.0,3.9,185871.0,44.0,1021462557.0,222.0,5496.0,8.5,31102.0,65.0,1234406718.0,35500.0,39689.0,8.6,247748.0,41.0,18146035720.0,63084.0,73244.0,4.12,1.69,0.41,0.2,0.42100000000000004,6.5,18.3,28.7,17.7,19.9,26.0,36.4,19337.0,773.3,2190.0,39989.0,24907.0,1398.0,,8552.0,5826.0,2698.0,,3925.0,760.0,16368.0,13674.0,,19.2,19.1,31.0,10.9,4.6,7.9,0.3,1297.0,8ACTE,Australian Capital Territory,118
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24395.0,1389.0,5745.0,8281.0,5919.0,2681.0,640.0,3503.0,678.0,15998.0,13093.0,11039.0,,,,,,,,,8ACTE,Australian Capital Territory,119
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24139.0,1508.0,5966.0,8336.0,5983.0,2573.0,556.0,3401.0,666.0,15253.0,12593.0,10698.0,,,,,,,,,8ACTE,Australian Capital Territory,120
2011,842.0,44.0,49236356.0,60284.0,58475.0,80.0,122.0,49.0,5159675.0,24225.0,42292.0,6.7,655.0,47.0,4188971.0,1062.0,6395.0,10.5,30.0,60.0,697667.0,23883.0,23256.0,2.2,929.0,46.0,56964133.0,60222.0,61318.0,3.81,1.52,0.4,0.16,0.384,5.0,14.9,24.4,17.4,16.6,24.7,41.3,51.0,1.3,8377.0,25467.0,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,121
2012,865.0,44.0,56549169.0,64600.0,65375.0,79.0,121.0,49.0,4006601.0,10974.0,33112.0,6.2,730.0,47.0,6039612.0,1142.0,8273.0,12.2,28.0,61.0,868321.0,20604.0,31011.0,1.7,969.0,46.0,64985822.0,63643.0,67065.0,3.93,1.55,0.39,0.16,0.385,4.8,15.4,24.7,17.2,14.7,25.5,42.7,37.0,0.9,2912.0,25036.0,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,122
2013,939.0,42.0,64321073.0,67494.0,68500.0,80.0,134.0,49.0,4901828.0,16413.0,36581.0,6.4,716.0,46.0,6953715.0,1021.0,9712.0,10.9,28.0,59.0,790664.0,23774.0,28238.0,1.6,1020.0,45.0,73478349.0,68095.0,72038.0,4.69,1.62,0.34,0.15,0.39899999999999997,5.3,15.2,25.1,18.7,13.9,22.7,44.7,46.0,1.7,3323.0,37739.0,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,123
2014,1000.0,43.0,68083758.0,67675.0,68084.0,81.0,125.0,51.0,5144014.0,17568.0,41152.0,6.0,746.0,47.0,6191984.0,1090.0,8300.0,11.2,22.0,62.0,830187.0,24685.0,37736.0,1.3,1071.0,46.0,77072659.0,69733.0,71963.0,4.71,1.57,0.33,0.14,0.396,5.3,15.1,24.8,19.4,15.5,21.6,43.5,44.0,0.8,1272.0,19295.0,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,124
2015,942.0,44.0,66451402.0,72741.0,70543.0,77.0,147.0,51.0,4204099.0,10149.0,28599.0,6.5,765.0,48.0,5458867.0,1009.0,7136.0,14.7,26.0,62.0,965446.0,23475.0,37133.0,1.8,1045.0,47.0,72426066.0,69841.0,69307.0,5.08,1.56,0.31,0.11,0.39,3.7,13.4,23.0,21.0,14.4,20.8,43.8,64.0,1.8,4304.0,28651.0,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,125
2016,682.0,41.0,46377024.0,66031.0,68002.0,74.0,86.0,50.0,1693476.0,3201.0,19692.0,4.5,590.0,45.0,3552020.0,363.0,6020.0,19.2,28.0,59.0,1020522.0,23336.0,36447.0,2.0,753.0,44.0,47312239.0,56672.0,62832.0,9.32,1.92,0.21,0.05,0.465,4.1,15.0,26.2,28.8,15.7,19.7,35.7,56.0,1.0,4307.0,17583.0,,,,,,,,,,,,,,,,,,,,,9OTER,Other Territories,126
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,17.0,25.0,35.0,48.0,12.0,,,5.0,75.0,65.0,30.0,,,,,,,,,9OTER,Other Territories,127
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,15.0,22.0,34.0,10.0,,,,52.0,44.0,31.0,,,,,,,,,9OTER,Other Territories,128
